"hlf0094","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"Reasonable","1997","inadequately","Female","18","","","","3"
"Reasonable","1997","general elemantary","Male","131","0.452435488230718","0.392281255066","0.512589721395437","3"
"Reasonable","1997","general elemantary","Female","256","0.408192914003839","0.368634073336254","0.447751754671424","3"
"Reasonable","1997","middle vocational","Male","599","0.395444875216015","0.369860183703031","0.421029566728999","3"
"Reasonable","1997","middle vocational","Female","620","0.437462325403327","0.411019620363987","0.463905030442667","3"
"Reasonable","1997","vocational + Abi","Male","33","0.320942414173493","0.217998327352648","0.423886500994339","3"
"Reasonable","1997","vocational + Abi","Female","43","0.558980415930804","0.452802136896481","0.665158694965127","3"
"Reasonable","1997","higher education","Male","200","0.418394895396275","0.372817539400145","0.463972251392406","3"
"Reasonable","1997","higher education","Female","161","0.463758204403731","0.410196781301221","0.517319627506241","3"
"Reasonable","1997","higher vocational","Female","50","0.372122585617203","0.287044502957872","0.457200668276534","3"
"Reasonable","1997","higher vocational","Male","134","0.496557183388705","0.437028928061143","0.556085438716267","3"
"Reasonable","1997","in school","Male","31","0.403150789361616","0.287409153891931","0.518892424831301","3"
"Slightly Expensive","1997","in school","Male","4","","","","4"
"Slightly Expensive","1997","in school","Female","9","","","","4"
"Slightly Expensive","1997","inadequately","Male","2","","","","4"
"Slightly Expensive","1997","inadequately","Female","3","","","","4"
"Slightly Expensive","1997","general elemantary","Male","17","","","","4"
"Slightly Expensive","1997","general elemantary","Female","33","0.0516323489624927","0.0338220974778651","0.0694426004471203","4"
"Slightly Expensive","1997","middle vocational","Male","117","0.0710312020056056","0.0575898052324415","0.0844725987787698","4"
"Slightly Expensive","1997","middle vocational","Female","91","0.0586023267115226","0.0460823438268481","0.071122309596197","4"
"Slightly Expensive","1997","vocational + Abi","Male","7","","","","4"
"Slightly Expensive","1997","vocational + Abi","Female","9","","","","4"
"Slightly Expensive","1997","higher vocational","Male","19","","","","4"
"Slightly Expensive","1997","higher vocational","Female","16","","","","4"
"Slightly Expensive","1997","higher education","Male","32","0.0587515597940877","0.0370243644269943","0.0804787551611811","4"
"Slightly Expensive","1997","higher education","Female","36","0.0777476672871128","0.0489872926323516","0.106508041941874","4"
"Too Expensive","1997","in school","Male","3","","","","5"
"Too Expensive","1997","in school","Female","1","","","","5"
"Too Expensive","1997","inadequately","Male","1","","","","5"
"Too Expensive","1997","inadequately","Female","5","","","","5"
"Too Expensive","1997","general elemantary","Male","7","","","","5"
"Too Expensive","1997","general elemantary","Female","9","","","","5"
"Too Expensive","1997","middle vocational","Male","19","","","","5"
"Too Expensive","1997","middle vocational","Female","24","","","","5"
"Too Expensive","1997","vocational + Abi","Male","1","","","","5"
"Too Expensive","1997","vocational + Abi","Female","2","","","","5"
"Too Expensive","1997","higher vocational","Male","5","","","","5"
"Too Expensive","1997","higher vocational","Female","","","","","5"
"Too Expensive","1997","higher education","Male","6","","","","5"
"Too Expensive","1997","higher education","Female","6","","","","5"
"Very Inexpensive","1997","in school","Male","11","","","","1"
"Very Inexpensive","1997","in school","Female","9","","","","1"
"Very Inexpensive","1997","inadequately","Male","4","","","","1"
"Very Inexpensive","1997","inadequately","Female","2","","","","1"
"Very Inexpensive","1997","general elemantary","Male","28","","","","1"
"Very Inexpensive","1997","general elemantary","Female","88","0.164333206954195","0.134506865727092","0.194159548181298","1"
"Very Inexpensive","1997","middle vocational","Male","218","0.179639330910797","0.159551993006638","0.199726668814957","1"
"Very Inexpensive","1997","middle vocational","Female","192","0.159363554329062","0.139853505500058","0.178873603158066","1"
"Very Inexpensive","1997","vocational + Abi","Male","15","","","","1"
"Very Inexpensive","1997","vocational + Abi","Female","7","","","","1"
"Very Inexpensive","1997","higher vocational","Male","39","0.123036501994521","0.0839279990405737","0.162145004948469","1"
"Very Inexpensive","1997","higher vocational","Female","22","","","","1"
"Very Inexpensive","1997","higher education","Male","72","0.203262324027267","0.166080734268638","0.240443913785896","1"
"Very Inexpensive","1997","higher education","Female","38","0.161181241314914","0.121688499194422","0.200673983435406","1"
"Inexpensive","1998","in school","Male","16","","","","2"
"Inexpensive","1998","in school","Female","20","","","","2"
"Inexpensive","1998","inadequately","Male","10","","","","2"
"Inexpensive","1998","inadequately","Female","5","","","","2"
"Inexpensive","1998","general elemantary","Male","88","0.273224811448687","0.223539391487225","0.322910231410149","2"
"Inexpensive","1998","general elemantary","Female","217","0.336548095562586","0.299472845630269","0.373623345494902","2"
"Inexpensive","1998","middle vocational","Male","529","0.351459035458526","0.327910544108203","0.37500752680885","2"
"Inexpensive","1998","middle vocational","Female","482","0.32536376248705","0.30181853410115","0.34890899087295","2"
"Inexpensive","1998","vocational + Abi","Male","18","","","","2"
"Inexpensive","1998","vocational + Abi","Female","31","0.226482753067901","0.144854599535378","0.308110906600424","2"
"Inexpensive","1998","higher vocational","Male","79","0.272264791790603","0.221122047089175","0.32340753649203","2"
"Inexpensive","1998","higher vocational","Female","52","0.353895804174286","0.275246858273492","0.432544750075079","2"
"Inexpensive","1998","higher education","Male","159","0.301596212813682","0.261764476549993","0.341427949077371","2"
"Inexpensive","1998","higher education","Female","109","0.282985608532873","0.238731594814468","0.327239622251278","2"
"Reasonable","1998","higher education","Male","216","0.417775043634925","0.37497150659663","0.46057858067322","3"
"Reasonable","1998","higher education","Female","198","0.486176036025574","0.437072755608622","0.535279316442527","3"
"Reasonable","1998","general elemantary","Male","141","0.438434055028976","0.383109061353566","0.493759048704386","3"
"Reasonable","1998","general elemantary","Female","251","0.366464754429677","0.32865905366086","0.404270455198493","3"
"Reasonable","1998","middle vocational","Male","670","0.399769020406775","0.375607692612183","0.423930348201366","3"
"Reasonable","1998","middle vocational","Female","657","0.422118588704037","0.397297542380436","0.446939635027639","3"
"Reasonable","1998","vocational + Abi","Male","36","0.408624073188016","0.308174528517259","0.509073617858772","3"
"Reasonable","1998","vocational + Abi","Female","47","0.5362444332034","0.438989112472481","0.633499753934319","3"
"Reasonable","1998","higher vocational","Male","138","0.470258219605717","0.41291238106813","0.527604058143303","3"
"Reasonable","1998","higher vocational","Female","47","0.286928210011074","0.212530910603902","0.361325509418246","3"
"Reasonable","1998","in school","Female","37","0.460900578003922","0.352347125383204","0.569454030624641","3"
"Reasonable","1998","inadequately","Male","18","","","","3"
"Reasonable","1998","inadequately","Female","24","","","","3"
"Reasonable","1998","in school","Male","35","0.363440037032033","0.253102647475674","0.473777426588392","3"
"Slightly Expensive","1998","general elemantary","Male","32","0.0857990221229285","0.0545719791359991","0.117026065109858","4"
"Slightly Expensive","1998","general elemantary","Female","48","0.0772871251168098","0.0563342963938922","0.0982399538397273","4"
"Slightly Expensive","1998","middle vocational","Male","114","0.0565542485437719","0.0451609858595579","0.067947511227986","4"
"Slightly Expensive","1998","middle vocational","Female","129","0.0721519521424606","0.0591488804781668","0.0851550238067544","4"
"Slightly Expensive","1998","vocational + Abi","Male","14","","","","4"
"Slightly Expensive","1998","vocational + Abi","Female","13","","","","4"
"Slightly Expensive","1998","higher vocational","Male","27","","","","4"
"Slightly Expensive","1998","higher vocational","Female","16","","","","4"
"Slightly Expensive","1998","higher education","Male","43","0.0634340273742191","0.0422799867972898","0.0845880679511485","4"
"Slightly Expensive","1998","higher education","Female","32","0.0684190351782512","0.0436159713574105","0.0932220989990919","4"
"Slightly Expensive","1998","in school","Male","8","","","","4"
"Slightly Expensive","1998","in school","Female","9","","","","4"
"Slightly Expensive","1998","inadequately","Male","3","","","","4"
"Slightly Expensive","1998","inadequately","Female","4","","","","4"
"Too Expensive","1998","in school","Male","1","","","","5"
"Too Expensive","1998","in school","Female","1","","","","5"
"Too Expensive","1998","inadequately","Male","","","","","5"
"Too Expensive","1998","inadequately","Female","","","","","5"
"Too Expensive","1998","general elemantary","Male","2","","","","5"
"Too Expensive","1998","general elemantary","Female","6","","","","5"
"Too Expensive","1998","middle vocational","Male","19","","","","5"
"Too Expensive","1998","middle vocational","Female","22","","","","5"
"Too Expensive","1998","vocational + Abi","Male","1","","","","5"
"Too Expensive","1998","vocational + Abi","Female","2","","","","5"
"Too Expensive","1998","higher vocational","Male","6","","","","5"
"Too Expensive","1998","higher vocational","Female","2","","","","5"
"Too Expensive","1998","higher education","Male","9","","","","5"
"Too Expensive","1998","higher education","Female","5","","","","5"
"Very Inexpensive","1998","in school","Male","13","","","","1"
"Very Inexpensive","1998","in school","Female","14","","","","1"
"Very Inexpensive","1998","inadequately","Male","2","","","","1"
"Very Inexpensive","1998","inadequately","Female","7","","","","1"
"Very Inexpensive","1998","general elemantary","Male","46","0.194956207082954","0.150784199534649","0.239128214631259","1"
"Very Inexpensive","1998","general elemantary","Female","102","0.204814962384066","0.173150600812516","0.236479323955615","1"
"Very Inexpensive","1998","middle vocational","Male","247","0.174027859178584","0.155327535895293","0.192728182461876","1"
"Very Inexpensive","1998","middle vocational","Female","231","0.16538148159999","0.146710337471145","0.184052625728835","1"
"Very Inexpensive","1998","vocational + Abi","Male","23","","","","1"
"Very Inexpensive","1998","vocational + Abi","Female","8","","","","1"
"Very Inexpensive","1998","higher vocational","Male","41","0.156103465869868","0.114401889616739","0.197805042122998","1"
"Very Inexpensive","1998","higher vocational","Female","25","","","","1"
"Very Inexpensive","1998","higher education","Male","83","0.198630635578279","0.164004622639366","0.233256648517193","1"
"Very Inexpensive","1998","higher education","Female","54","0.152010022312147","0.116737377425161","0.187282667199132","1"
"Inexpensive","1999","in school","Male","21","","","","2"
"Inexpensive","1999","in school","Female","24","","","","2"
"Inexpensive","1999","inadequately","Male","7","","","","2"
"Inexpensive","1999","inadequately","Female","12","","","","2"
