"hlf0094","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Slightly Expensive","1998","Part Time","general elemantary","16","","","","4"
"Slightly Expensive","1998","Part Time","middle vocational","60","0.0776431863232144","0.0569748122886055","0.0983115603578234","4"
"Slightly Expensive","1998","Part Time","vocational + Abi","6","","","","4"
"Slightly Expensive","1998","Part Time","higher vocational","4","","","","4"
"Slightly Expensive","1998","Part Time","higher education","12","","","","4"
"Slightly Expensive","1998","Full Time","middle vocational","123","0.088810928164854","0.07338867766727","0.104233178662438","4"
"Slightly Expensive","1998","Full Time","vocational + Abi","15","","","","4"
"Slightly Expensive","1998","Full Time","higher vocational","27","","","","4"
"Slightly Expensive","1998","Full Time","higher education","50","0.0747495001990365","0.0523811145744508","0.0971178858236223","4"
"Slightly Expensive","1998","Full Time","inadequately","5","","","","4"
"Slightly Expensive","1998","Full Time","in school","","","","","4"
"Slightly Expensive","1998","Full Time","general elemantary","33","0.143022946082244","0.0963345803699409","0.189711311794546","4"
"Too Expensive","1998","Not Working","higher education","2","","","","5"
"Too Expensive","1998","Not Working","higher vocational","1","","","","5"
"Too Expensive","1998","Not Working","middle vocational","14","","","","5"
"Too Expensive","1998","Not Working","vocational + Abi","2","","","","5"
"Too Expensive","1998","Part Time","middle vocational","11","","","","5"
"Too Expensive","1998","Part Time","vocational + Abi","","","","","5"
"Too Expensive","1998","Not Working","general elemantary","4","","","","5"
"Too Expensive","1998","Not Working","in school","2","","","","5"
"Too Expensive","1998","Not Working","inadequately","","","","","5"
"Too Expensive","1998","Part Time","in school","","","","","5"
"Too Expensive","1998","Part Time","inadequately","","","","","5"
"Too Expensive","1998","Part Time","general elemantary","2","","","","5"
"Too Expensive","1998","Part Time","higher vocational","","","","","5"
"Too Expensive","1998","Part Time","higher education","2","","","","5"
"Too Expensive","1998","Full Time","in school","","","","","5"
"Too Expensive","1998","Full Time","inadequately","","","","","5"
"Too Expensive","1998","Full Time","general elemantary","2","","","","5"
"Too Expensive","1998","Full Time","middle vocational","16","","","","5"
"Too Expensive","1998","Full Time","vocational + Abi","1","","","","5"
"Too Expensive","1998","Full Time","higher vocational","7","","","","5"
"Too Expensive","1998","Full Time","higher education","10","","","","5"
"Very Inexpensive","1998","Not Working","in school","27","","","","1"
"Very Inexpensive","1998","Not Working","inadequately","3","","","","1"
"Very Inexpensive","1998","Not Working","general elemantary","99","0.220332342600281","0.185756526662449","0.254908158538113","1"
"Very Inexpensive","1998","Not Working","middle vocational","201","0.188480507007969","0.165866851316494","0.211094162699445","1"
"Very Inexpensive","1998","Not Working","vocational + Abi","9","","","","1"
"Very Inexpensive","1998","Not Working","higher vocational","21","","","","1"
"Very Inexpensive","1998","Not Working","higher education","32","0.182848893657987","0.127886119422521","0.237811667893453","1"
"Very Inexpensive","1998","Part Time","in school","","","","","1"
"Very Inexpensive","1998","Part Time","inadequately","3","","","","1"
"Very Inexpensive","1998","Part Time","general elemantary","31","0.232681257769096","0.168208726213618","0.297153789324575","1"
"Very Inexpensive","1998","Part Time","middle vocational","79","0.137177046986918","0.110606118715741","0.163747975258095","1"
"Very Inexpensive","1998","Part Time","vocational + Abi","8","","","","1"
"Very Inexpensive","1998","Part Time","higher vocational","13","","","","1"
"Very Inexpensive","1998","Part Time","higher education","35","0.23502947649562","0.174256458387387","0.295802494603854","1"
"Very Inexpensive","1998","Full Time","inadequately","3","","","","1"
"Very Inexpensive","1998","Full Time","general elemantary","18","","","","1"
"Very Inexpensive","1998","Full Time","middle vocational","198","0.164415062784628","0.144320600010603","0.184509525558654","1"
"Very Inexpensive","1998","Full Time","vocational + Abi","14","","","","1"
"Very Inexpensive","1998","Full Time","higher vocational","32","0.139496154233025","0.0971378022836749","0.181854506182375","1"
"Very Inexpensive","1998","Full Time","higher education","70","0.159333418850568","0.128204347877275","0.190462489823861","1"
"Very Inexpensive","1998","Full Time","in school","","","","","1"
"Inexpensive","1999","Not Working","higher vocational","35","0.48015821736313","0.377509111828499","0.582807322897761","2"
"Inexpensive","1999","Not Working","higher education","77","0.388440831451966","0.320206689658173","0.456674973245759","2"
"Inexpensive","1999","Not Working","vocational + Abi","14","","","","2"
"Inexpensive","1999","Not Working","middle vocational","387","0.39193711632086","0.362658880225711","0.421215352416009","2"
"Inexpensive","1999","Not Working","general elemantary","205","0.399268545132811","0.357455141733164","0.441081948532459","2"
"Inexpensive","1999","Not Working","in school","38","0.247056994822501","0.177096754630255","0.317017235014747","2"
"Inexpensive","1999","Not Working","inadequately","6","","","","2"
"Inexpensive","1999","Part Time","in school","7","","","","2"
"Inexpensive","1999","Part Time","inadequately","4","","","","2"
"Inexpensive","1999","Part Time","general elemantary","56","0.335029921442748","0.263443161711298","0.406616681174197","2"
"Inexpensive","1999","Part Time","middle vocational","239","0.330993073214323","0.296692316419301","0.365293830009345","2"
"Inexpensive","1999","Part Time","vocational + Abi","19","","","","2"
"Inexpensive","1999","Part Time","higher vocational","37","0.466303051692727","0.367534987527505","0.565071115857948","2"
"Inexpensive","1999","Part Time","higher education","64","0.32575661073551","0.257855400719761","0.393657820751259","2"
"Inexpensive","1999","Full Time","in school","","","","","2"
"Inexpensive","1999","Full Time","higher vocational","74","0.284466828857254","0.228983573508348","0.339950084206161","2"
"Inexpensive","1999","Full Time","higher education","136","0.251420911583088","0.215680510720003","0.287161312446174","2"
"Inexpensive","1999","Full Time","inadequately","9","","","","2"
"Inexpensive","1999","Full Time","middle vocational","413","0.337189767999251","0.311589516079428","0.362790019919074","2"
"Inexpensive","1999","Full Time","vocational + Abi","36","0.329645482910271","0.241396303321115","0.417894662499428","2"
"Inexpensive","1999","Full Time","general elemantary","56","0.239747380170368","0.183074440296713","0.296420320044024","2"
"Reasonable","1999","Not Working","in school","66","0.3982904257583","0.318882279548243","0.477698571968357","3"
"Reasonable","1999","Not Working","inadequately","19","","","","3"
"Reasonable","1999","Not Working","general elemantary","201","0.33900448936813","0.298589286502957","0.379419692233303","3"
"Reasonable","1999","Not Working","middle vocational","431","0.37561352700843","0.3465693001942","0.404657753822661","3"
"Reasonable","1999","Not Working","vocational + Abi","18","","","","3"
"Reasonable","1999","Not Working","higher vocational","31","0.283721285123435","0.191099237701846","0.376343332545024","3"
"Reasonable","1999","Not Working","higher education","71","0.346557788287507","0.279936737246883","0.413178839328131","3"
"Reasonable","1999","Part Time","in school","4","","","","3"
"Reasonable","1999","Part Time","inadequately","11","","","","3"
"Reasonable","1999","Part Time","general elemantary","84","0.491295623953149","0.415473832709273","0.567117415197025","3"
"Reasonable","1999","Part Time","middle vocational","301","0.430947154010298","0.39485047473378","0.467043833286817","3"
"Reasonable","1999","Part Time","vocational + Abi","23","","","","3"
"Reasonable","1999","Part Time","higher vocational","32","0.235530423353667","0.151518938083255","0.319541908624079","3"
"Reasonable","1999","Part Time","higher education","66","0.366371807028773","0.296564511038069","0.436179103019477","3"
"Reasonable","1999","Full Time","in school","","","","","3"
"Reasonable","1999","Full Time","inadequately","10","","","","3"
"Reasonable","1999","Full Time","general elemantary","98","0.49198368504709","0.42561946040764","0.558347909686539","3"
"Reasonable","1999","Full Time","middle vocational","565","0.422445562392305","0.395697379630683","0.449193745153927","3"
"Reasonable","1999","Full Time","vocational + Abi","43","0.405733031595791","0.313551096501306","0.497914966690277","3"
"Reasonable","1999","Full Time","higher vocational","108","0.444103816577054","0.38299971941347","0.505207913740638","3"
"Reasonable","1999","Full Time","higher education","253","0.417695466603174","0.377065651879115","0.458325281327234","3"
"Slightly Expensive","1999","Not Working","vocational + Abi","2","","","","4"
"Slightly Expensive","1999","Not Working","general elemantary","27","","","","4"
"Slightly Expensive","1999","Not Working","middle vocational","48","0.0309368909060646","0.0205526004287161","0.0413211813834132","4"
"Slightly Expensive","1999","Not Working","higher vocational","9","","","","4"
"Slightly Expensive","1999","Not Working","in school","15","","","","4"
"Slightly Expensive","1999","Not Working","inadequately","2","","","","4"
"Slightly Expensive","1999","Not Working","higher education","14","","","","4"
"Slightly Expensive","1999","Part Time","in school","4","","","","4"
"Slightly Expensive","1999","Part Time","inadequately","1","","","","4"
"Slightly Expensive","1999","Part Time","general elemantary","6","","","","4"
"Slightly Expensive","1999","Part Time","middle vocational","55","0.0666649790771946","0.0484827721151986","0.0848471860391907","4"
"Slightly Expensive","1999","Part Time","vocational + Abi","5","","","","4"
"Slightly Expensive","1999","Part Time","higher vocational","11","","","","4"
"Slightly Expensive","1999","Part Time","higher education","18","","","","4"
"Slightly Expensive","1999","Full Time","higher vocational","24","","","","4"
"Slightly Expensive","1999","Full Time","higher education","57","0.076480243808866","0.0545856142064112","0.0983748734113208","4"
"Slightly Expensive","1999","Full Time","vocational + Abi","13","","","","4"
"Slightly Expensive","1999","Full Time","middle vocational","123","0.0804999307809632","0.065767104099575","0.0952327574623514","4"
"Slightly Expensive","1999","Full Time","general elemantary","28","","","","4"
"Slightly Expensive","1999","Full Time","in school","","","","","4"
"Slightly Expensive","1999","Full Time","inadequately","3","","","","4"
"Too Expensive","1999","Not Working","general elemantary","4","","","","5"
"Too Expensive","1999","Not Working","higher vocational","","","","","5"
"Too Expensive","1999","Not Working","higher education","2","","","","5"
"Too Expensive","1999","Not Working","middle vocational","11","","","","5"
"Too Expensive","1999","Not Working","vocational + Abi","3","","","","5"
"Too Expensive","1999","Not Working","in school","5","","","","5"
"Too Expensive","1999","Not Working","inadequately","","","","","5"
"Too Expensive","1999","Part Time","in school","2","","","","5"
"Too Expensive","1999","Part Time","inadequately","1","","","","5"
"Too Expensive","1999","Part Time","general elemantary","1","","","","5"
"Too Expensive","1999","Part Time","middle vocational","13","","","","5"
"Too Expensive","1999","Part Time","vocational + Abi","1","","","","5"
"Too Expensive","1999","Part Time","higher vocational","2","","","","5"
"Too Expensive","1999","Part Time","higher education","6","","","","5"
"Too Expensive","1999","Full Time","in school","","","","","5"
"Too Expensive","1999","Full Time","inadequately","","","","","5"
"Too Expensive","1999","Full Time","general elemantary","9","","","","5"
"Too Expensive","1999","Full Time","middle vocational","30","0.0288478460702507","0.0197839946425838","0.0379116974979176","5"
"Too Expensive","1999","Full Time","vocational + Abi","4","","","","5"
"Too Expensive","1999","Full Time","higher vocational","7","","","","5"
"Too Expensive","1999","Full Time","higher education","15","","","","5"
"Very Inexpensive","1999","Not Working","in school","22","","","","1"
"Very Inexpensive","1999","Not Working","inadequately","2","","","","1"
"Very Inexpensive","1999","Not Working","general elemantary","90","0.20484878648444","0.170391240513561","0.23930633245532","1"
"Very Inexpensive","1999","Not Working","middle vocational","191","0.192946103877049","0.169279728940338","0.216612478813759","1"
"Very Inexpensive","1999","Not Working","vocational + Abi","4","","","","1"
"Very Inexpensive","1999","Not Working","higher vocational","16","","","","1"
"Very Inexpensive","1999","Not Working","higher education","32","0.195083636075041","0.139607544742195","0.250559727407887","1"
"Very Inexpensive","1999","Part Time","in school","7","","","","1"
"Very Inexpensive","1999","Part Time","inadequately","3","","","","1"
"Very Inexpensive","1999","Part Time","general elemantary","20","","","","1"
"Very Inexpensive","1999","Part Time","middle vocational","115","0.160353024614856","0.13360659080109","0.187099458428621","1"
"Very Inexpensive","1999","Part Time","vocational + Abi","5","","","","1"
"Very Inexpensive","1999","Part Time","higher vocational","16","","","","1"
"Very Inexpensive","1999","Part Time","higher education","29","","","","1"
"Very Inexpensive","1999","Full Time","higher vocational","41","0.130272409700173","0.0888772960133456","0.171667523387","1"
"Very Inexpensive","1999","Full Time","higher education","105","0.217442812068766","0.18345912892499","0.251426495212541","1"
"Very Inexpensive","1999","Full Time","general elemantary","27","","","","1"
"Very Inexpensive","1999","Full Time","middle vocational","179","0.13101689275723","0.112745074877564","0.149288710636896","1"
"Very Inexpensive","1999","Full Time","in school","","","","","1"
"Very Inexpensive","1999","Full Time","inadequately","3","","","","1"
"Very Inexpensive","1999","Full Time","vocational + Abi","13","","","","1"
"Inexpensive","2000","Not Working","vocational + Abi","50","0.341276447357102","0.263291878876671","0.419261015837533","2"
"Inexpensive","2000","Not Working","higher education","154","0.336154547190192","0.292605178749228","0.379703915631157","2"
"Inexpensive","2000","Not Working","higher vocational","103","0.397028356673201","0.338558617248413","0.455498096097989","2"
"Inexpensive","2000","Not Working","in school","67","0.339941739376801","0.278590444793508","0.401293033960094","2"
"Inexpensive","2000","Not Working","inadequately","13","","","","2"
"Inexpensive","2000","Not Working","general elemantary","336","0.394082429099974","0.361942721804091","0.426222136395857","2"
"Inexpensive","2000","Not Working","middle vocational","884","0.372664745464576","0.353448200436995","0.391881290492157","2"
"Inexpensive","2000","Part Time","in school","14","","","","2"
"Inexpensive","2000","Part Time","inadequately","2","","","","2"
"Inexpensive","2000","Part Time","general elemantary","92","0.324449119351129","0.269116137302461","0.379782101399798","2"
"Inexpensive","2000","Part Time","middle vocational","465","0.330954392010968","0.306340716345418","0.355568067676518","2"
"Inexpensive","2000","Part Time","vocational + Abi","36","0.314375466214283","0.230608153103728","0.398142779324837","2"
"Inexpensive","2000","Part Time","higher vocational","71","0.341713887876785","0.277413497552921","0.40601427820065","2"
"Inexpensive","2000","Part Time","higher education","109","0.298085329580234","0.251350932664413","0.344819726496055","2"
"Inexpensive","2000","Full Time","in school","","","","","2"
"Inexpensive","2000","Full Time","vocational + Abi","54","0.257813576168228","0.198930626807524","0.316696525528932","2"
"Inexpensive","2000","Full Time","higher vocational","186","0.336923166039012","0.297528911248129","0.376317420829895","2"
"Inexpensive","2000","Full Time","higher education","358","0.300423564410527","0.274517594259006","0.326329534562048","2"
"Inexpensive","2000","Full Time","inadequately","3","","","","2"
"Inexpensive","2000","Full Time","middle vocational","772","0.306503403227579","0.288492051765743","0.324514754689415","2"
"Inexpensive","2000","Full Time","general elemantary","100","0.316248028813343","0.265138986835864","0.367357070790822","2"
"Reasonable","2000","Not Working","higher vocational","101","0.358185288888913","0.300888450674991","0.415482127102834","3"
"Reasonable","2000","Not Working","higher education","178","0.379801305945152","0.3350585713174","0.424544040572905","3"
"Reasonable","2000","Not Working","in school","101","0.398721113296187","0.335304514834536","0.462137711757838","3"
"Reasonable","2000","Not Working","inadequately","24","","","","3"
"Reasonable","2000","Not Working","general elemantary","330","0.3430795604144","0.31185506578502","0.37430405504378","3"
"Reasonable","2000","Not Working","middle vocational","994","0.397551124222576","0.378100976781616","0.417001271663536","3"
"Reasonable","2000","Not Working","vocational + Abi","56","0.381774691595005","0.301868418308852","0.461680964881157","3"
"Reasonable","2000","Part Time","in school","18","","","","3"
"Reasonable","2000","Part Time","inadequately","8","","","","3"
"Reasonable","2000","Part Time","general elemantary","116","0.39477892634493","0.337007146747567","0.452550705942293","3"
"Reasonable","2000","Part Time","middle vocational","613","0.429479000987103","0.403586659794313","0.455371342179892","3"
"Reasonable","2000","Part Time","vocational + Abi","55","0.4317354017904","0.342365512728407","0.521105290852393","3"
"Reasonable","2000","Part Time","higher vocational","82","0.394615027180138","0.328351038232339","0.460879016127937","3"
"Reasonable","2000","Part Time","higher education","155","0.411591224218838","0.361311046329756","0.46187140210792","3"
"Reasonable","2000","Full Time","middle vocational","1156","0.454788734691187","0.435335414151834","0.47424205523054","3"
"Reasonable","2000","Full Time","vocational + Abi","98","0.434172018690805","0.367452441395061","0.500891595986549","3"
"Reasonable","2000","Full Time","higher vocational","223","0.411479474367639","0.370464691130086","0.452494257605193","3"
"Reasonable","2000","Full Time","higher education","542","0.441239204339656","0.413180650247523","0.469297758431788","3"
"Reasonable","2000","Full Time","general elemantary","141","0.423424461322538","0.369118111909591","0.477730810735485","3"
"Reasonable","2000","Full Time","inadequately","12","","","","3"
"Reasonable","2000","Full Time","in school","2","","","","3"
"Slightly Expensive","2000","Not Working","in school","26","","","","4"
"Slightly Expensive","2000","Not Working","inadequately","3","","","","4"
"Slightly Expensive","2000","Not Working","general elemantary","63","0.0628754948668909","0.0469100522379842","0.0788409374957975","4"
"Slightly Expensive","2000","Not Working","middle vocational","179","0.0669289413706942","0.056997080136062","0.0768608026053264","4"
"Slightly Expensive","2000","Not Working","vocational + Abi","12","","","","4"
"Slightly Expensive","2000","Not Working","higher vocational","25","","","","4"
"Slightly Expensive","2000","Not Working","higher education","30","0.0736157340097489","0.0495410950921832","0.0976903729273146","4"
"Slightly Expensive","2000","Part Time","in school","7","","","","4"
"Slightly Expensive","2000","Part Time","inadequately","","","","","4"
"Slightly Expensive","2000","Part Time","general elemantary","25","","","","4"
"Slightly Expensive","2000","Part Time","middle vocational","116","0.0774502095729281","0.0634681630442141","0.091432256101642","4"
"Slightly Expensive","2000","Part Time","vocational + Abi","7","","","","4"
"Slightly Expensive","2000","Part Time","higher vocational","21","","","","4"
"Slightly Expensive","2000","Part Time","higher education","36","0.0947152507040394","0.0647976514615075","0.124632849946571","4"
"Slightly Expensive","2000","Full Time","vocational + Abi","27","","","","4"
"Slightly Expensive","2000","Full Time","higher vocational","64","0.11813367646098","0.0912323456919923","0.145035007229969","4"
"Slightly Expensive","2000","Full Time","higher education","134","0.107687571066783","0.0901706997646422","0.125204442368923","4"
"Slightly Expensive","2000","Full Time","general elemantary","28","","","","4"
"Slightly Expensive","2000","Full Time","middle vocational","263","0.0997585348258009","0.0880511196308637","0.111465950020738","4"
"Slightly Expensive","2000","Full Time","in school","","","","","4"
"Slightly Expensive","2000","Full Time","inadequately","4","","","","4"
"Too Expensive","2000","Not Working","higher education","7","","","","5"
"Too Expensive","2000","Not Working","in school","6","","","","5"
"Too Expensive","2000","Not Working","inadequately","","","","","5"
"Too Expensive","2000","Not Working","general elemantary","9","","","","5"
"Too Expensive","2000","Not Working","middle vocational","26","","","","5"
"Too Expensive","2000","Not Working","vocational + Abi","1","","","","5"
"Too Expensive","2000","Not Working","higher vocational","","","","","5"
"Too Expensive","2000","Part Time","in school","1","","","","5"
"Too Expensive","2000","Part Time","inadequately","1","","","","5"
"Too Expensive","2000","Part Time","general elemantary","3","","","","5"
"Too Expensive","2000","Part Time","middle vocational","21","","","","5"
"Too Expensive","2000","Part Time","vocational + Abi","6","","","","5"
"Too Expensive","2000","Part Time","higher vocational","2","","","","5"
"Too Expensive","2000","Part Time","higher education","8","","","","5"
"Too Expensive","2000","Full Time","in school","","","","","5"
"Too Expensive","2000","Full Time","inadequately","","","","","5"
"Too Expensive","2000","Full Time","general elemantary","7","","","","5"
"Too Expensive","2000","Full Time","middle vocational","52","0.0215496442170279","0.0158768643219084","0.0272224241121473","5"
"Too Expensive","2000","Full Time","vocational + Abi","3","","","","5"
"Too Expensive","2000","Full Time","higher vocational","15","","","","5"
"Too Expensive","2000","Full Time","higher education","30","0.0297039844215726","0.0201105357652141","0.0392974330779311","5"
"Very Inexpensive","2000","Not Working","in school","29","","","","1"
"Very Inexpensive","2000","Not Working","inadequately","5","","","","1"
"Very Inexpensive","2000","Not Working","general elemantary","150","0.192549900425911","0.166615805059238","0.218483995792584","1"
"Very Inexpensive","2000","Not Working","middle vocational","349","0.154316228158753","0.139958818113457","0.168673638204049","1"
"Very Inexpensive","2000","Not Working","vocational + Abi","23","","","","1"
"Very Inexpensive","2000","Not Working","higher vocational","40","0.146702096222228","0.104421563549458","0.188982628894998","1"
"Very Inexpensive","2000","Not Working","higher education","83","0.198934916852772","0.162133182761462","0.235736650944083","1"
"Very Inexpensive","2000","Part Time","in school","7","","","","1"
"Very Inexpensive","2000","Part Time","inadequately","1","","","","1"
"Very Inexpensive","2000","Part Time","vocational + Abi","14","","","","1"
"Very Inexpensive","2000","Part Time","higher vocational","33","0.147455917259726","0.0993869852970179","0.195524849222434","1"
"Very Inexpensive","2000","Part Time","higher education","60","0.171412329185162","0.132907567196667","0.209917091173658","1"
"Very Inexpensive","2000","Full Time","higher vocational","65","0.108966729926715","0.0829962817412059","0.134937178112225","1"
"Very Inexpensive","2000","Full Time","higher education","139","0.120945675761462","0.10252021710424","0.139371134418685","1"
"Very Inexpensive","2000","Full Time","vocational + Abi","30","0.161940577146621","0.112350428661464","0.211530725631778","1"
"Very Inexpensive","2000","Part Time","general elemantary","39","0.147662055805701","0.105732321472417","0.189591790138985","1"
"Very Inexpensive","2000","Part Time","middle vocational","189","0.148267786179874","0.129679494643788","0.16685607771596","1"
"Very Inexpensive","2000","Full Time","general elemantary","42","0.161590557699219","0.121135707130237","0.202045408268201","1"
"Very Inexpensive","2000","Full Time","middle vocational","274","0.117399683038405","0.104824277915202","0.129975088161609","1"
"Very Inexpensive","2000","Full Time","inadequately","2","","","","1"
"Very Inexpensive","2000","Full Time","in school","","","","","1"
"Inexpensive","2001","Not Working","vocational + Abi","43","0.337412616308987","0.259368390913451","0.415456841704524","2"
"Inexpensive","2001","Not Working","higher vocational","108","0.424484086825115","0.363337727303892","0.485630446346339","2"
"Inexpensive","2001","Not Working","higher education","158","0.357561237972328","0.312521635682188","0.402600840262467","2"
"Inexpensive","2001","Part Time","in school","16","","","","2"
"Inexpensive","2001","Part Time","inadequately","3","","","","2"
"Inexpensive","2001","Part Time","general elemantary","83","0.295655596222102","0.23874603980848","0.352565152635725","2"
"Inexpensive","2001","Part Time","middle vocational","427","0.317004951039921","0.291836439727867","0.342173462351976","2"
"Inexpensive","2001","Part Time","vocational + Abi","32","0.246734156965988","0.173189707607537","0.320278606324439","2"
"Inexpensive","2001","Not Working","in school","81","0.325932369153199","0.266631924046652","0.385232814259746","2"
"Inexpensive","2001","Not Working","inadequately","12","","","","2"
"Inexpensive","2001","Not Working","general elemantary","253","0.343545601642228","0.309306658606471","0.377784544677984","2"
"Inexpensive","2001","Not Working","middle vocational","724","0.341842581731466","0.321885538672821","0.361799624790111","2"
"Inexpensive","2001","Part Time","higher vocational","61","0.324168084449366","0.257260763231718","0.391075405667014","2"
"Inexpensive","2001","Part Time","higher education","121","0.303969509866654","0.25578103151868","0.352157988214628","2"
"Inexpensive","2001","Full Time","in school","","","","","2"
"Inexpensive","2001","Full Time","inadequately","4","","","","2"
"Inexpensive","2001","Full Time","general elemantary","89","0.313009042330559","0.259360108581384","0.366657976079735","2"
"Inexpensive","2001","Full Time","middle vocational","695","0.30088639238151","0.282072862543025","0.319699922219994","2"
"Inexpensive","2001","Full Time","vocational + Abi","50","0.227243225649317","0.168726251504286","0.285760199794348","2"
"Inexpensive","2001","Full Time","higher vocational","148","0.287088326239309","0.246742356781894","0.327434295696725","2"
"Inexpensive","2001","Full Time","higher education","312","0.296210840626263","0.268967577217645","0.323454104034881","2"
"Reasonable","2001","Not Working","higher vocational","94","0.401454498652518","0.340811875303107","0.462097122001929","3"
"Reasonable","2001","Not Working","higher education","187","0.420433765686375","0.37404596376161","0.466821567611139","3"
"Reasonable","2001","Part Time","in school","25","","","","3"
"Reasonable","2001","Part Time","inadequately","5","","","","3"
"Reasonable","2001","Part Time","general elemantary","120","0.491284560336826","0.428939272885946","0.553629847787706","3"
"Reasonable","2001","Part Time","middle vocational","604","0.467216567887304","0.440229841803166","0.494203293971442","3"
"Reasonable","2001","Part Time","vocational + Abi","75","0.575931770376414","0.491624600198127","0.6602389405547","3"
"Reasonable","2001","Part Time","higher vocational","79","0.392708178032858","0.322900554185602","0.462515801880115","3"
"Reasonable","2001","Part Time","higher education","144","0.459963024283144","0.407748986691902","0.512177061874385","3"
"Reasonable","2001","Not Working","in school","111","0.473939599308062","0.410768014200381","0.537111184415743","3"
"Reasonable","2001","Not Working","inadequately","20","","","","3"
"Reasonable","2001","Not Working","general elemantary","328","0.420726233344844","0.3851329871526","0.456319479537087","3"
"Reasonable","2001","Not Working","middle vocational","990","0.445209785574978","0.424299258930529","0.466120312219426","3"
"Reasonable","2001","Not Working","vocational + Abi","53","0.337169110819743","0.259138717758589","0.415199503880897","3"
"Reasonable","2001","Full Time","in school","2","","","","3"
"Reasonable","2001","Full Time","inadequately","10","","","","3"
"Reasonable","2001","Full Time","general elemantary","138","0.475553911076875","0.4177765839191","0.533331238234649","3"
"Reasonable","2001","Full Time","middle vocational","1110","0.492847412216187","0.472339535477507","0.513355288954867","3"
"Reasonable","2001","Full Time","vocational + Abi","96","0.536002589390303","0.466363000237958","0.605642178542647","3"
"Reasonable","2001","Full Time","higher vocational","222","0.490115802424598","0.44553379143943","0.534697813409766","3"
"Reasonable","2001","Full Time","higher education","496","0.452315907670931","0.422618170247203","0.48201364509466","3"
"Slightly Expensive","2001","Not Working","in school","22","","","","4"
"Slightly Expensive","2001","Not Working","inadequately","1","","","","4"
"Slightly Expensive","2001","Not Working","general elemantary","41","0.0507699725298268","0.0349423723864663","0.0665975726731872","4"
"Slightly Expensive","2001","Not Working","middle vocational","149","0.063440881678963","0.053185060795228","0.073696702562698","4"
"Slightly Expensive","2001","Not Working","vocational + Abi","18","","","","4"
"Slightly Expensive","2001","Not Working","higher vocational","18","","","","4"
"Slightly Expensive","2001","Not Working","higher education","25","","","","4"
"Slightly Expensive","2001","Part Time","in school","10","","","","4"
"Slightly Expensive","2001","Part Time","inadequately","","","","","4"
"Slightly Expensive","2001","Part Time","general elemantary","17","","","","4"
"Slightly Expensive","2001","Part Time","middle vocational","107","0.0770072083673223","0.0625866999448454","0.0914277167897992","4"
"Slightly Expensive","2001","Part Time","vocational + Abi","11","","","","4"
"Slightly Expensive","2001","Part Time","higher vocational","14","","","","4"
"Slightly Expensive","2001","Part Time","higher education","24","","","","4"
"Slightly Expensive","2001","Full Time","vocational + Abi","19","","","","4"
"Slightly Expensive","2001","Full Time","higher vocational","49","0.0955124142102882","0.0693000772497309","0.121724751170846","4"
"Slightly Expensive","2001","Full Time","higher education","130","0.107772816085777","0.089270346044414","0.12627528612714","4"
"Slightly Expensive","2001","Full Time","middle vocational","204","0.0817992755612927","0.070557402437054","0.0930411486855313","4"
"Slightly Expensive","2001","Full Time","in school","","","","","4"
"Slightly Expensive","2001","Full Time","general elemantary","33","0.101033868135289","0.0661670514834425","0.135900684787135","4"
"Slightly Expensive","2001","Full Time","inadequately","1","","","","4"
"Too Expensive","2001","Part Time","middle vocational","27","","","","5"
"Too Expensive","2001","Part Time","vocational + Abi","2","","","","5"
"Too Expensive","2001","Part Time","higher vocational","2","","","","5"
"Too Expensive","2001","Not Working","higher education","7","","","","5"
"Too Expensive","2001","Part Time","in school","4","","","","5"
"Too Expensive","2001","Part Time","inadequately","2","","","","5"
"Too Expensive","2001","Part Time","general elemantary","4","","","","5"
"Too Expensive","2001","Part Time","higher education","8","","","","5"
"Too Expensive","2001","Not Working","in school","2","","","","5"
"Too Expensive","2001","Not Working","inadequately","1","","","","5"
"Too Expensive","2001","Not Working","general elemantary","15","","","","5"
"Too Expensive","2001","Not Working","middle vocational","20","","","","5"
"Too Expensive","2001","Not Working","vocational + Abi","2","","","","5"
"Too Expensive","2001","Not Working","higher vocational","1","","","","5"
"Too Expensive","2001","Full Time","middle vocational","44","0.0198370947971628","0.0141172624320236","0.025556927162302","5"
"Too Expensive","2001","Full Time","vocational + Abi","5","","","","5"
"Too Expensive","2001","Full Time","higher vocational","13","","","","5"
"Too Expensive","2001","Full Time","higher education","18","","","","5"
"Too Expensive","2001","Full Time","in school","","","","","5"
"Too Expensive","2001","Full Time","inadequately","","","","","5"
"Too Expensive","2001","Full Time","general elemantary","1","","","","5"
"Very Inexpensive","2001","Not Working","in school","24","","","","1"
"Very Inexpensive","2001","Not Working","inadequately","3","","","","1"
"Very Inexpensive","2001","Not Working","general elemantary","102","0.171234619051839","0.144074137945619","0.19839510015806","1"
"Very Inexpensive","2001","Not Working","middle vocational","287","0.142010400351263","0.127323866463553","0.156696934238974","1"
"Very Inexpensive","2001","Not Working","vocational + Abi","25","","","","1"
"Very Inexpensive","2001","Not Working","higher vocational","30","0.124877401112826","0.0839807632630175","0.165774038962635","1"
"Very Inexpensive","2001","Not Working","higher education","58","0.158530364256697","0.124207864083934","0.192852864429459","1"
"Very Inexpensive","2001","Part Time","in school","15","","","","1"
"Very Inexpensive","2001","Part Time","inadequately","2","","","","1"
