"hlf0071_h","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence","value"
"A little too small","2016","Not Employed","East Germany","349","0.10663856055355","0.0945709139021702","0.118706207204931","2"
"A little too small","2016","Employed","East Germany","556","0.169729032217623","0.156628008283416","0.182830056151829","2"
"A little too small","2016","Employed","West Germany","2201","0.152044810685231","0.145868923327399","0.158220698043063","2"
"Just right","2016","Employed","West Germany","9058","0.696385685285518","0.688476838658483","0.704294531912553","3"
"Just right","2016","Employed","East Germany","2200","0.704867391784422","0.688949719672275","0.720785063896569","3"
"Just right","2016","Not Employed","East Germany","1772","0.755146938670325","0.738334901214283","0.771958976126368","3"
"Just right","2016","Not Employed","West Germany","6139","0.707508320673738","0.698238895290211","0.716777746057264","3"
"Much too big","2016","Not Employed","East Germany","24","","","","5"
"Much too big","2016","Employed","West Germany","125","0.0133487940868102","0.011374872227442","0.0153227159461784","5"
"Much too big","2016","Not Employed","West Germany","183","0.0309626750235924","0.0274331215258565","0.0344922285213282","5"
"Much too big","2016","Employed","East Germany","23","","","","5"
"Much too small","2016","Not Employed","West Germany","571","0.0160176319042951","0.0134594990718214","0.0185757647367688","1"
"Much too small","2016","Not Employed","East Germany","146","0.019663918438882","0.0142354868074927","0.0250923500702712","1"
"Much too small","2016","Employed","West Germany","344","0.0181655344753759","0.0158684850454683","0.0204625839052835","1"
"Much too small","2016","Employed","East Germany","77","0.0173531404088448","0.0127958676528839","0.0219104131648058","1"
"A little too big","2017","Not Employed","East Germany","207","0.0923704658588606","0.0814020279256931","0.103338903792028","4"
"A little too big","2017","Employed","West Germany","1481","0.119933463506656","0.114666662507853","0.125200264505458","4"
"A little too big","2017","Employed","East Germany","349","0.0935471864170537","0.0840612158808501","0.103033156953257","4"
"A little too big","2017","Not Employed","West Germany","1111","0.15860092649156","0.151563889498433","0.165637963484688","4"
"A little too small","2017","Not Employed","West Germany","1600","0.0890675716974009","0.0835805225929074","0.0945546208018943","2"
"A little too small","2017","Employed","West Germany","2301","0.137995554614199","0.132404338637783","0.143586770590615","2"
"A little too small","2017","Not Employed","East Germany","391","0.112473418063745","0.100504923225072","0.124441912902418","2"
"A little too small","2017","Employed","East Germany","596","0.151976561336645","0.140281943327979","0.163671179345311","2"
"Just right","2017","Employed","East Germany","2547","0.725087871136839","0.710543797105763","0.739631945167915","3"
"Just right","2017","Employed","West Germany","10282","0.703832679387118","0.69643113667816","0.711234222096076","3"
"Just right","2017","Not Employed","East Germany","1927","0.766243364701485","0.750211307914503","0.782275421488468","3"
"Just right","2017","Not Employed","West Germany","6693","0.698551239191489","0.689711451296618","0.70739102708636","3"
"Much too big","2017","Not Employed","East Germany","28","","","","5"
"Much too big","2017","Employed","West Germany","156","0.0143092024193582","0.0123839085311092","0.0162344963076072","5"
"Much too big","2017","Not Employed","West Germany","188","0.0315853714356847","0.0282163046191497","0.0349544382522197","5"
"Much too big","2017","Employed","East Germany","24","","","","5"
"Much too small","2017","Not Employed","West Germany","760","0.0221948911838652","0.0193570465147895","0.0250327358529408","1"
"Much too small","2017","Not Employed","East Germany","124","0.0158323341680836","0.0111037521584884","0.0205609161776788","1"
"Much too small","2017","Employed","West Germany","397","0.0239291000726686","0.0214515477608902","0.0264066523844471","1"
"Much too small","2017","Employed","East Germany","104","0.0255954404482792","0.0204509215946512","0.0307399593019071","1"
"A little too big","2018","Not Employed","West Germany","1044","0.155956544960855","0.14863453355738","0.163278556364331","4"
"A little too big","2018","Employed","West Germany","1513","0.127985205538325","0.122507622316303","0.133462788760347","4"
"A little too big","2018","Not Employed","East Germany","193","0.0888879700900816","0.0778876724207726","0.0998882677593906","4"
"A little too big","2018","Employed","East Germany","309","0.0981030742836406","0.0883620402177723","0.107844108349509","4"
"A little too small","2018","Employed","East Germany","571","0.146481989937508","0.13490265115099","0.158061328724026","2"
"A little too small","2018","Not Employed","West Germany","1415","0.0786375259913777","0.0732053181783857","0.0840697338043698","2"
"A little too small","2018","Employed","West Germany","2304","0.149491786923583","0.143645298482336","0.155338275364829","2"
"A little too small","2018","Not Employed","East Germany","361","0.0913410324015011","0.0802050004278537","0.102477064375148","2"
"Just right","2018","Not Employed","East Germany","1908","0.78838480216081","0.772596348312973","0.804173256008647","3"
"Just right","2018","Employed","West Germany","9924","0.689697743403094","0.682112508367146","0.697282978439042","3"
"Just right","2018","Employed","East Germany","2578","0.733472948296193","0.718993633896917","0.74795226269547","3"
"Just right","2018","Not Employed","West Germany","6154","0.717485516563313","0.708399508393558","0.726571524733069","3"
"Much too big","2018","Not Employed","West Germany","177","0.0297423656711315","0.0263140762095854","0.0331706551326775","5"
"Much too big","2018","Not Employed","East Germany","20","","","","5"
"Much too big","2018","Employed","West Germany","143","0.0125636663096167","0.0107374176038757","0.0143899150153577","5"
"Much too big","2018","Employed","East Germany","28","","","","5"
"Much too small","2018","Not Employed","West Germany","642","0.0181780468133221","0.0154819457170309","0.0208741479096132","1"
"Much too small","2018","Not Employed","East Germany","89","0.0229971719672497","0.0172031227563143","0.0287912211781851","1"
"Much too small","2018","Employed","West Germany","405","0.0202615978253816","0.0179514536557032","0.02257174199506","1"
"Much too small","2018","Employed","East Germany","96","0.0160061533202795","0.0118963127224621","0.0201159939180969","1"
"A little too big","2019","Employed","East Germany","409","0.106914989497801","0.0969744534125669","0.116855525583035","4"
"A little too big","2019","Not Employed","West Germany","1013","0.161385019173047","0.153691680615283","0.169078357730811","4"
"A little too big","2019","Not Employed","East Germany","240","0.116164306444642","0.103387516755368","0.128941096133915","4"
"A little too big","2019","Employed","West Germany","1681","0.123484760603782","0.118172383278987","0.128797137928576","4"
"A little too small","2019","Not Employed","West Germany","1148","0.0738211657808247","0.0683530235415386","0.0792893080201107","2"
"A little too small","2019","Not Employed","East Germany","332","0.0922923778758947","0.0807510564855328","0.103833699266257","2"
"A little too small","2019","Employed","East Germany","524","0.141713777193192","0.13049446547238","0.152933088914003","2"
"A little too small","2019","Employed","West Germany","2100","0.142506149256838","0.136861528009254","0.148150770504423","2"
"Just right","2019","Employed","West Germany","10344","0.698077532998222","0.690664395716936","0.705490670279507","3"
"Just right","2019","Not Employed","East Germany","1749","0.770865703743021","0.754107246441785","0.787624161044258","3"
"Just right","2019","Not Employed","West Germany","5872","0.716243483166944","0.706815795386175","0.725671170947713","3"
"Just right","2019","Employed","East Germany","2656","0.726585828150051","0.712247514397432","0.74092414190267","3"
"Much too big","2019","Not Employed","West Germany","193","0.0299330155562807","0.0263695052013164","0.033496525911245","5"
"Much too big","2019","Not Employed","East Germany","17","","","","5"
"Much too big","2019","Employed","West Germany","218","0.0135201776648517","0.0116553538825569","0.0153850014471465","5"
"Much too big","2019","Employed","East Germany","41","0.00404539264596749","0.00200344679996024","0.00608733849197474","5"
"Much too small","2019","Not Employed","West Germany","558","0.0186173163229039","0.0157906166951753","0.0214440159506326","1"
"Much too small","2019","Not Employed","East Germany","78","0.0160097194401114","0.0110049175505393","0.0210145213296836","1"
"Much too small","2019","Employed","West Germany","390","0.0224113794763066","0.0200212861456803","0.0248014728069329","1"
"Much too small","2019","Employed","East Germany","82","0.0207400125129892","0.016155452954225","0.0253245720717533","1"
