"hlf0071_h","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"Much too small","1993","Mecklenburg-Western Pomerania","higher education","1","","",""
"Much too small","1993","Saxony","in school","","","",""
"Much too small","1993","Saxony","inadequately","","","",""
"Much too small","1993","Saxony","general elemantary","2","","",""
"Much too small","1993","Saxony","middle vocational","17","","",""
"Much too small","1993","Saxony","vocational + Abi","1","","",""
"Much too small","1993","Saxony","higher vocational","1","","",""
"Much too small","1993","Saxony","higher education","13","","",""
"Much too small","1993","Saxony-Anhalt","in school","","","",""
"Much too small","1993","Saxony-Anhalt","inadequately","","","",""
"Much too small","1993","Saxony-Anhalt","general elemantary","1","","",""
"Much too small","1993","Saxony-Anhalt","middle vocational","13","","",""
"Much too small","1993","Saxony-Anhalt","vocational + Abi","1","","",""
"Much too small","1993","Saxony-Anhalt","higher vocational","2","","",""
"Much too small","1993","Saxony-Anhalt","higher education","6","","",""
"Much too small","1993","Thuringia","in school","","","",""
"Much too small","1993","Thuringia","inadequately","","","",""
"Much too small","1993","Thuringia","general elemantary","2","","",""
"Much too small","1993","Thuringia","middle vocational","9","","",""
"Much too small","1993","Thuringia","vocational + Abi","","","",""
"Much too small","1993","Thuringia","higher vocational","1","","",""
"Much too small","1993","Thuringia","higher education","1","","",""
"A little too small","1993","Schleswig-Holstein","in school","","","",""
"A little too small","1993","Schleswig-Holstein","inadequately","3","","",""
"A little too small","1993","Schleswig-Holstein","general elemantary","10","","",""
"A little too small","1993","Schleswig-Holstein","middle vocational","31","0.166352070940404","0.109007008826719","0.22369713305409"
"A little too small","1993","Schleswig-Holstein","vocational + Abi","","","",""
"A little too small","1993","Schleswig-Holstein","higher vocational","2","","",""
"A little too small","1993","Schleswig-Holstein","higher education","4","","",""
"A little too small","1993","Hamburg","in school","","","",""
"A little too small","1993","Hamburg","inadequately","3","","",""
"A little too small","1993","Hamburg","general elemantary","5","","",""
"A little too small","1993","Hamburg","middle vocational","16","","",""
"A little too small","1993","Hamburg","vocational + Abi","2","","",""
"A little too small","1993","Hamburg","higher vocational","","","",""
"A little too small","1993","Hamburg","higher education","3","","",""
"A little too small","1993","Lower Saxony","in school","1","","",""
"A little too small","1993","Lower Saxony","inadequately","10","","",""
"A little too small","1993","Lower Saxony","general elemantary","34","0.15049603289129","0.103879593018913","0.197112472763667"
"A little too small","1993","Lower Saxony","middle vocational","66","0.115862830825947","0.0876389643714303","0.144086697280464"
"A little too small","1993","Lower Saxony","vocational + Abi","9","","",""
"A little too small","1993","Lower Saxony","higher vocational","11","","",""
"A little too small","1993","Lower Saxony","higher education","20","","",""
"A little too small","1993","Bremen","in school","","","",""
"A little too small","1993","Bremen","inadequately","","","",""
"A little too small","1993","Bremen","general elemantary","6","","",""
"A little too small","1993","Bremen","middle vocational","5","","",""
"A little too small","1993","Bremen","vocational + Abi","1","","",""
"A little too small","1993","Bremen","higher vocational","1","","",""
"A little too small","1993","Bremen","higher education","1","","",""
"A little too small","1993","North Rhine-Westphalia","in school","12","","",""
"A little too small","1993","North Rhine-Westphalia","inadequately","45","0.288133336385642","0.218606835851031","0.357659836920254"
"A little too small","1993","North Rhine-Westphalia","general elemantary","128","0.167519556369789","0.136808574595451","0.198230538144126"
"A little too small","1993","North Rhine-Westphalia","middle vocational","245","0.171170780204881","0.150069698265812","0.19227186214395"
"A little too small","1993","North Rhine-Westphalia","vocational + Abi","21","","",""
"A little too small","1993","North Rhine-Westphalia","higher vocational","25","","",""
"A little too small","1993","North Rhine-Westphalia","higher education","47","0.244608007857588","0.186880898253349","0.302335117461827"
"A little too small","1993","Hesse","in school","4","","",""
"A little too small","1993","Hesse","inadequately","20","","",""
"A little too small","1993","Hesse","general elemantary","55","0.149603334714126","0.104940481872994","0.194266187555258"
"A little too small","1993","Hesse","middle vocational","78","0.132762327263113","0.10023364681119","0.165291007715036"
"A little too small","1993","Hesse","vocational + Abi","5","","",""
"A little too small","1993","Hesse","higher vocational","11","","",""
"A little too small","1993","Hesse","higher education","21","","",""
"A little too small","1993","Rhineland-Palatinate,Saarland","in school","","","",""
"A little too small","1993","Rhineland-Palatinate,Saarland","inadequately","4","","",""
"A little too small","1993","Rhineland-Palatinate,Saarland","general elemantary","20","","",""
"A little too small","1993","Rhineland-Palatinate,Saarland","middle vocational","55","0.173520052562522","0.131897805118662","0.215142300006381"
"A little too small","1993","Rhineland-Palatinate,Saarland","vocational + Abi","1","","",""
"A little too small","1993","Rhineland-Palatinate,Saarland","higher vocational","6","","",""
"A little too small","1993","Rhineland-Palatinate,Saarland","higher education","10","","",""
"A little too small","1993","Baden-Württemberg","in school","1","","",""
"A little too small","1993","Baden-Württemberg","inadequately","28","","",""
"A little too small","1993","Baden-Württemberg","general elemantary","72","0.0974150208284807","0.0703471158617333","0.124482925795228"
"A little too small","1993","Baden-Württemberg","middle vocational","125","0.142013990871982","0.117374792671929","0.166653189072034"
"A little too small","1993","Baden-Württemberg","vocational + Abi","13","","",""
"A little too small","1993","Baden-Württemberg","higher vocational","9","","",""
"A little too small","1993","Baden-Württemberg","higher education","19","","",""
"A little too small","1993","Bavaria","in school","2","","",""
"A little too small","1993","Bavaria","inadequately","10","","",""
"A little too small","1993","Bavaria","general elemantary","55","0.138828957087466","0.103501781141024","0.174156133033907"
"A little too small","1993","Bavaria","middle vocational","141","0.153321746352091","0.128676248601078","0.177967244103103"
"A little too small","1993","Bavaria","vocational + Abi","11","","",""
"A little too small","1993","Bavaria","higher vocational","20","","",""
"A little too small","1993","Bavaria","higher education","31","0.210943153794474","0.148503134215975","0.273383173372972"
"A little too small","1993","Berlin","in school","2","","",""
"A little too small","1993","Berlin","inadequately","3","","",""
"A little too small","1993","Berlin","general elemantary","17","","",""
"A little too small","1993","Berlin","middle vocational","51","0.261206323560643","0.205744646490667","0.316668000630618"
"A little too small","1993","Berlin","vocational + Abi","7","","",""
"A little too small","1993","Berlin","higher vocational","11","","",""
"A little too small","1993","Berlin","higher education","23","","",""
"A little too small","1993","Brandenburg","in school","6","","",""
"A little too small","1993","Brandenburg","inadequately","1","","",""
"A little too small","1993","Brandenburg","general elemantary","9","","",""
"A little too small","1993","Brandenburg","middle vocational","80","0.188058588348957","0.146584214925817","0.229532961772098"
"A little too small","1993","Brandenburg","vocational + Abi","6","","",""
"A little too small","1993","Brandenburg","higher vocational","9","","",""
"A little too small","1993","Brandenburg","higher education","42","0.24890608901285","0.180168993332683","0.317643184693016"
"A little too small","1993","Mecklenburg-Western Pomerania","in school","4","","",""
"A little too small","1993","Mecklenburg-Western Pomerania","inadequately","","","",""
"A little too small","1993","Mecklenburg-Western Pomerania","general elemantary","8","","",""
"A little too small","1993","Mecklenburg-Western Pomerania","middle vocational","51","0.209835015816317","0.155406469893658","0.264263561738977"
"A little too small","1993","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"A little too small","1993","Mecklenburg-Western Pomerania","higher vocational","3","","",""
"A little too small","1993","Mecklenburg-Western Pomerania","higher education","23","","",""
"A little too small","1993","Saxony","in school","4","","",""
"A little too small","1993","Saxony","inadequately","1","","",""
"A little too small","1993","Saxony","general elemantary","14","","",""
"A little too small","1993","Saxony","middle vocational","153","0.215282969350853","0.183489204814883","0.247076733886823"
"A little too small","1993","Saxony","vocational + Abi","11","","",""
"A little too small","1993","Saxony","higher vocational","11","","",""
"A little too small","1993","Saxony","higher education","58","0.217614628321858","0.165302360915049","0.269926895728666"
"A little too small","1993","Saxony-Anhalt","in school","6","","",""
"A little too small","1993","Saxony-Anhalt","inadequately","","","",""
"A little too small","1993","Saxony-Anhalt","general elemantary","17","","",""
"A little too small","1993","Saxony-Anhalt","middle vocational","73","0.150591258749303","0.115542201557587","0.185640315941019"
"A little too small","1993","Saxony-Anhalt","vocational + Abi","4","","",""
"A little too small","1993","Saxony-Anhalt","higher vocational","11","","",""
"A little too small","1993","Saxony-Anhalt","higher education","42","0.221938961711498","0.157750234799925","0.286127688623071"
"A little too small","1993","Thuringia","in school","2","","",""
"A little too small","1993","Thuringia","inadequately","2","","",""
"A little too small","1993","Thuringia","general elemantary","4","","",""
"A little too small","1993","Thuringia","middle vocational","69","0.168830514040445","0.132257072021644","0.205403956059246"
"A little too small","1993","Thuringia","vocational + Abi","","","",""
"A little too small","1993","Thuringia","higher vocational","3","","",""
"A little too small","1993","Thuringia","higher education","30","0.245587262911801","0.167593013006854","0.323581512816749"
