"hlf0071_h","year","e11102","sex","n","percent","lower_confidence","upper_confidence"
"Just right","2017","Employed","Female","6606","0.705585949742711","0.696348049022971","0.714823850462451"
"A little too big","2017","Not Employed","Male","601","0.145640137939339","0.136704188680748","0.154576087197929"
"A little too big","2017","Not Employed","Female","717","0.147595636616453","0.139311851241649","0.155879421991258"
"A little too big","2017","Employed","Male","871","0.112924187998625","0.10634353799024","0.11950483800701"
"A little too big","2017","Employed","Female","959","0.118350819057103","0.111803664389786","0.124897973724419"
"Much too big","2017","Not Employed","Male","95","0.0273197562395153","0.0231902018331622","0.0314493106458683"
"Much too big","2017","Not Employed","Female","121","0.0289989417031486","0.0250799876394027","0.0329178957668946"
"Much too big","2017","Employed","Male","83","0.0108930405181595","0.00873484331742003","0.013051237718899"
"Much too big","2017","Employed","Female","97","0.0143690674225438","0.0119569940402202","0.0167811408048674"
"Much too small","2018","Not Employed","Male","338","0.0148442614236202","0.0116439553342553","0.0180445675129851"
"Much too small","2018","Not Employed","Female","393","0.0222140582566655","0.018636170099665","0.0257919464136659"
"Much too small","2018","Employed","Male","275","0.0209558677181976","0.0179532734683464","0.0239584619680487"
"Much too small","2018","Employed","Female","226","0.0179870825670653","0.0152607712153469","0.0207133939187837"
"A little too small","2018","Not Employed","Male","797","0.0767429015583398","0.0696985631624694","0.0837872399542103"
"A little too small","2018","Not Employed","Female","979","0.084066468856818","0.0773299691549481","0.0908029685586879"
"A little too small","2018","Employed","Male","1422","0.147100237773726","0.139675205016654","0.154525270530798"
"A little too small","2018","Employed","Female","1453","0.151054120058003","0.143708257851043","0.158399982264964"
"Just right","2018","Not Employed","Male","3678","0.738029443068962","0.726392930023008","0.749665956114916"
"Just right","2018","Not Employed","Female","4384","0.72426515023779","0.71341625446232","0.735114046013261"
"Just right","2018","Employed","Male","6118","0.704405197624388","0.694839814655747","0.713970580593028"
"Just right","2018","Employed","Female","6384","0.689059598299538","0.679564412694318","0.698554783904758"
"A little too big","2018","Not Employed","Male","577","0.143764511467966","0.134479504508777","0.153049518427155"
"A little too big","2018","Not Employed","Female","660","0.144069612632241","0.135544574510783","0.152594650753698"
"A little too big","2018","Employed","Male","851","0.117913212807516","0.111152700857825","0.124673724757206"
"A little too big","2018","Employed","Female","971","0.128456340969719","0.121592632407322","0.135320049532115"
"Much too big","2018","Not Employed","Male","95","0.0266188824811118","0.0223590144692069","0.0308787504930167"
"Much too big","2018","Not Employed","Female","102","0.0253847100164852","0.0215662027054655","0.0292032173275048"
"Much too big","2018","Employed","Male","76","0.00962548407617338","0.00757878634464205","0.0116721818077047"
"Much too big","2018","Employed","Female","95","0.0134428581056748","0.0110805125925878","0.0158052036187619"
"Much too small","2019","Not Employed","Male","291","0.01561339245455","0.0122055712066009","0.019021213702499"
"Much too small","2019","Not Employed","Female","347","0.020308846055735","0.0167786499966652","0.0238390421148048"
"Much too small","2019","Employed","Male","271","0.0256401738022627","0.0224609523994608","0.0288193952050646"
"Much too small","2019","Employed","Female","204","0.0184947227196691","0.0157116490806147","0.0212777963587235"
"A little too small","2019","Not Employed","Male","635","0.071551035348881","0.0644661586013918","0.0786359120963702"
"A little too small","2019","Not Employed","Female","849","0.0819133274645351","0.0750500629971176","0.0887765919319527"
"A little too small","2019","Employed","Male","1375","0.146721873428841","0.13960493276926","0.153838814088423"
"A little too small","2019","Employed","Female","1255","0.137606457269229","0.130490609952904","0.144722304585555"
"Just right","2019","Not Employed","Male","3470","0.73397553935301","0.721829158368201","0.746121920337819"
"Just right","2019","Not Employed","Female","4162","0.720618056595175","0.709388480931329","0.731847632259022"
"Just right","2019","Employed","Male","6664","0.697375204572646","0.688134903713807","0.706615505431486"
"Just right","2019","Employed","Female","6373","0.708436261881271","0.699048293630755","0.717824230131788"
"A little too big","2019","Not Employed","Male","587","0.151228744201849","0.141380522320727","0.161076966082971"
"A little too big","2019","Not Employed","Female","666","0.153847288441081","0.144817430727712","0.162877146154449"
"A little too big","2019","Employed","Male","1047","0.119965161264774","0.113429671930892","0.126500650598657"
"A little too big","2019","Employed","Female","1050","0.121687300093947","0.114934223510454","0.128440376677441"
"Much too big","2019","Not Employed","Male","101","0.0276312886417102","0.023125597919278","0.0321369793641424"
"Much too big","2019","Not Employed","Female","109","0.0233124814434736","0.0195360319630843","0.027088930923863"
"Much too big","2019","Employed","Male","138","0.0102975869314754","0.00826700435899106","0.0123281695039597"
"Much too big","2019","Employed","Female","121","0.013775258035883","0.0113676139656933","0.0161829021060728"
