"hlf0071_h","year","e11102","e11103","n","percent","lower_confidence","upper_confidence"
"4","2013","Employed","Part Time","681","0.120408071056379","0.112880510009308","0.12793563210345"
"4","2013","Employed","Not Working","","","",""
"5","2013","Not Employed","Full Time","","","",""
"5","2013","Not Employed","Part Time","","","",""
"5","2013","Not Employed","Not Working","239","0.0242432316993","0.0217310678166657","0.0267553955819343"
"5","2013","Employed","Full Time","96","0.0156982464382961","0.0132278272092813","0.0181686656673109"
"5","2013","Employed","Part Time","82","0.0187781886702431","0.0156384296648388","0.0219179476756475"
"5","2013","Employed","Not Working","","","",""
"1","2014","Not Employed","Full Time","","","",""
"1","2014","Not Employed","Part Time","","","",""
"1","2014","Not Employed","Not Working","308","0.0209015353235358","0.0180909602754809","0.0237121103715906"
"1","2014","Employed","Full Time","258","0.0185346191781592","0.0159205051774057","0.0211487331789126"
"1","2014","Employed","Part Time","238","0.0209623329086255","0.0177336860300641","0.0241909797871869"
"1","2014","Employed","Not Working","","","",""
"2","2014","Not Employed","Full Time","","","",""
"2","2014","Not Employed","Part Time","","","",""
"2","2014","Not Employed","Not Working","1232","0.0947030631451365","0.0889503801057361","0.100455746184537"
"2","2014","Employed","Full Time","1788","0.152967501845598","0.145990885831062","0.159944117860135"
"2","2014","Employed","Part Time","1382","0.162259892936984","0.153950653238778","0.17056913263519"
"2","2014","Employed","Not Working","","","",""
"3","2014","Not Employed","Full Time","","","",""
"3","2014","Not Employed","Part Time","","","",""
"3","2014","Not Employed","Not Working","6869","0.703570530842903","0.694598155859028","0.712542905826777"
"3","2014","Employed","Full Time","7084","0.696424982102932","0.687513183110727","0.705336781095138"
"3","2014","Employed","Part Time","5110","0.679715406037142","0.669199840797433","0.690230971276852"
"3","2014","Employed","Not Working","","","",""
"4","2014","Not Employed","Full Time","","","",""
"4","2014","Not Employed","Part Time","","","",""
"4","2014","Not Employed","Not Working","1339","0.154572242301047","0.147469976653518","0.161674507948576"
"4","2014","Employed","Full Time","1002","0.120225779167573","0.113922310287778","0.126529248047368"
"4","2014","Employed","Part Time","743","0.119104479497354","0.111804405046604","0.126404553948103"
"4","2014","Employed","Not Working","","","",""
"5","2014","Not Employed","Full Time","","","",""
"5","2014","Not Employed","Part Time","","","",""
"5","2014","Not Employed","Not Working","204","0.0262526283873783","0.0231113787455523","0.0293938780292042"
"5","2014","Employed","Full Time","94","0.0118471177057376","0.00975004436444699","0.0139441910470281"
"5","2014","Employed","Part Time","90","0.0179578886198946","0.0149649780963593","0.0209507991434299"
"5","2014","Employed","Not Working","","","",""
"1","2015","Not Employed","Full Time","","","",""
"1","2015","Not Employed","Part Time","","","",""
"1","2015","Not Employed","Not Working","399","0.0182205452479463","0.0157025136710382","0.0207385768248543"
"1","2015","Employed","Full Time","224","0.019245524260924","0.0164853081988547","0.0220057403229932"
"1","2015","Employed","Part Time","219","0.027523703132934","0.0237270150090773","0.0313203912567906"
"1","2015","Employed","Not Working","","","",""
"2","2015","Not Employed","Full Time","","","",""
"2","2015","Not Employed","Part Time","","","",""
"2","2015","Not Employed","Not Working","1478","0.0923488206187436","0.0868981657643494","0.0977994754731379"
"2","2015","Employed","Full Time","1558","0.143145409988555","0.136109175026303","0.150181644950808"
"2","2015","Employed","Part Time","1211","0.146738291745556","0.138526747512954","0.154949835978159"
"2","2015","Employed","Not Working","","","",""
"3","2015","Not Employed","Full Time","","","",""
"3","2015","Not Employed","Part Time","","","",""
"3","2015","Not Employed","Not Working","7400","0.710321238811845","0.701781211784166","0.718861265839524"
"3","2015","Employed","Full Time","6720","0.703537069770925","0.694361632983101","0.712712506558749"
"3","2015","Employed","Part Time","4940","0.688776130893216","0.678031599675914","0.699520662110518"
"3","2015","Employed","Not Working","","","",""
"4","2015","Not Employed","Full Time","","","",""
"4","2015","Not Employed","Part Time","","","",""
"4","2015","Not Employed","Not Working","1348","0.153733198400445","0.146942553806562","0.160523842994328"
"4","2015","Employed","Full Time","918","0.120609721102251","0.114066674053099","0.127152768151403"
"4","2015","Employed","Part Time","683","0.122827534496557","0.115210212022291","0.130444856970824"
"4","2015","Employed","Not Working","","","",""
"5","2015","Not Employed","Full Time","","","",""
"5","2015","Not Employed","Part Time","","","",""
"5","2015","Not Employed","Not Working","213","0.0253761969210202","0.0224154226880571","0.0283369711539833"
"5","2015","Employed","Full Time","97","0.0134622748773446","0.0111469383042202","0.015777611450469"
"5","2015","Employed","Part Time","80","0.0141343397317368","0.0113949197979281","0.0168737596655455"
"5","2015","Employed","Not Working","","","",""
"1","2016","Not Employed","Full Time","","","",""
"1","2016","Not Employed","Part Time","","","",""
"1","2016","Not Employed","Not Working","717","0.0166632438486314","0.01435020441616","0.0189762832811028"
"1","2016","Employed","Full Time","205","0.0160408014232554","0.013470129638335","0.0186114732081758"
"1","2016","Employed","Part Time","216","0.0211140688777122","0.0177375380425243","0.0244905997129002"
"1","2016","Employed","Not Working","","","",""
"2","2016","Not Employed","Full Time","","","",""
"2","2016","Not Employed","Part Time","","","",""
"2","2016","Not Employed","Not Working","1714","0.0906483509952868","0.0854603743938734","0.0958363275967002"
"2","2016","Employed","Full Time","1545","0.152110913902382","0.144762480460235","0.159459347344528"
"2","2016","Employed","Part Time","1212","0.159885770134638","0.151277957864124","0.168493582405153"
"2","2016","Employed","Not Working","","","",""
"3","2016","Not Employed","Full Time","","","",""
"3","2016","Not Employed","Part Time","","","",""
"3","2016","Not Employed","Not Working","7911","0.715943220262274","0.70779441394875","0.724092026575798"
"3","2016","Employed","Full Time","6445","0.705140479468913","0.695810290166017","0.714470668771808"
"3","2016","Employed","Part Time","4813","0.686542896240989","0.675647535679876","0.697438256802102"
"3","2016","Employed","Not Working","","","",""
"4","2016","Not Employed","Full Time","","","",""
"4","2016","Not Employed","Part Time","","","",""
"4","2016","Not Employed","Not Working","1216","0.149129590809588","0.142692854046443","0.155566327572733"
"4","2016","Employed","Full Time","896","0.114036460974872","0.107532546157032","0.120540375792711"
"4","2016","Employed","Part Time","659","0.122230250912286","0.11453720425841","0.129923297566163"
"4","2016","Employed","Not Working","","","",""
"5","2016","Not Employed","Full Time","","","",""
"5","2016","Not Employed","Part Time","","","",""
"5","2016","Not Employed","Not Working","207","0.02761559408422","0.0246545265458316","0.0305766616226083"
"5","2016","Employed","Full Time","84","0.0126713442305784","0.0103826526598242","0.0149600358013327"
"5","2016","Employed","Part Time","64","0.0102270138343741","0.00786402902503142","0.0125899986437167"
"5","2016","Employed","Not Working","","","",""
"1","2017","Not Employed","Full Time","","","",""
"1","2017","Not Employed","Part Time","","","",""
"1","2017","Not Employed","Not Working","884","0.021056641099669","0.018591363221434","0.023521918977904"
"1","2017","Employed","Full Time","244","0.0218651369951618","0.0190600100898209","0.0246702639005028"
"1","2017","Employed","Part Time","257","0.0278606344535478","0.0242074471323835","0.0315138217747121"
"1","2017","Employed","Not Working","","","",""
"2","2017","Not Employed","Full Time","","","",""
"2","2017","Not Employed","Part Time","","","",""
"2","2017","Not Employed","Not Working","1991","0.0932548358006682","0.0882617290189667","0.0982479425823696"
"2","2017","Employed","Full Time","1649","0.142212761381332","0.135513358152159","0.148912164610505"
"2","2017","Employed","Part Time","1248","0.137438911150931","0.129795944579725","0.145081877722137"
"2","2017","Employed","Not Working","","","",""
"3","2017","Not Employed","Full Time","","","",""
"3","2017","Not Employed","Part Time","","","",""
"3","2017","Not Employed","Not Working","8620","0.710661239521554","0.702875010534957","0.71844746850815"
"3","2017","Employed","Full Time","7398","0.712321244206971","0.703638262472171","0.721004225941771"
"3","2017","Employed","Part Time","5431","0.699750874256115","0.68957610014183","0.709925648370401"
"3","2017","Employed","Not Working","","","",""
"4","2017","Not Employed","Full Time","","","",""
"4","2017","Not Employed","Part Time","","","",""
"4","2017","Not Employed","Not Working","1318","0.146752415396959","0.14067634619151","0.152828484602408"
"4","2017","Employed","Full Time","1057","0.113453121909138","0.107369865518756","0.11953637829952"
"4","2017","Employed","Part Time","773","0.118680595829935","0.111501517351274","0.125859674308596"
"4","2017","Employed","Not Working","","","",""
"5","2017","Not Employed","Full Time","","","",""
"5","2017","Not Employed","Part Time","","","",""
"5","2017","Not Employed","Not Working","216","0.0282748681811501","0.0254286737736751","0.031121062588625"
"5","2017","Employed","Full Time","93","0.0101477355073968","0.00822532202691122","0.0120701489878823"
"5","2017","Employed","Part Time","87","0.0162689843094714","0.0134607678654719","0.0190772007534709"
"5","2017","Employed","Not Working","","","",""
"1","2018","Not Employed","Full Time","","","",""
"1","2018","Not Employed","Part Time","","","",""
"1","2018","Not Employed","Not Working","731","0.0190416038406582","0.0165965960625071","0.0214866116188094"
"1","2018","Employed","Full Time","240","0.0167780695546166","0.0142672319484925","0.0192889071607408"
"1","2018","Employed","Part Time","261","0.023723820009935","0.0203505497202906","0.0270970902995795"
"1","2018","Employed","Not Working","","","",""
"2","2018","Not Employed","Full Time","","","",""
"2","2018","Not Employed","Part Time","","","",""
"2","2018","Not Employed","Not Working","1776","0.0809139147303859","0.0760353408055087","0.0857924886552631"
"2","2018","Employed","Full Time","1585","0.146650886743932","0.139735323322786","0.153566450165078"
"2","2018","Employed","Part Time","1290","0.152510979982004","0.144542232214794","0.160479727749213"
"2","2018","Employed","Not Working","","","",""
"3","2018","Not Employed","Full Time","","","",""
"3","2018","Not Employed","Part Time","","","",""
"3","2018","Not Employed","Not Working","8062","0.730190224234359","0.722249684274281","0.738130764194436"
"3","2018","Employed","Full Time","7099","0.706175959602297","0.697271204528055","0.715080714676539"
"3","2018","Employed","Part Time","5403","0.683364820906935","0.673054352977925","0.693675288835944"
"3","2018","Employed","Not Working","","","",""
"4","2018","Not Employed","Full Time","","","",""
"4","2018","Not Employed","Part Time","","","",""
"4","2018","Not Employed","Not Working","1237","0.143938276645936","0.137658504634876","0.150218048656996"
"4","2018","Employed","Full Time","1041","0.120850665991644","0.114478637620258","0.12722269436303"
"4","2018","Employed","Part Time","781","0.126084634568928","0.118726999319303","0.133442269818554"
"4","2018","Employed","Not Working","","","",""
"5","2018","Not Employed","Full Time","","","",""
"5","2018","Not Employed","Part Time","","","",""
"5","2018","Not Employed","Not Working","197","0.025915980548661","0.0230735803824803","0.0287583807148416"
"5","2018","Employed","Full Time","87","0.00954441810751031","0.00764371589174686","0.0114451203232738"
"5","2018","Employed","Part Time","84","0.0143157445321985","0.0116827596588017","0.0169487294055953"
"5","2018","Employed","Not Working","","","",""
"1","2019","Not Employed","Full Time","","","",""
"1","2019","Not Employed","Part Time","","","",""
"1","2019","Not Employed","Not Working","638","0.0182529438357697","0.0157762106607598","0.0207296770107795"
"1","2019","Employed","Full Time","225","0.0181203372690972","0.0156069072288608","0.0206337673093336"
"1","2019","Employed","Part Time","250","0.0285121788918214","0.0247906914457712","0.0322336663378715"
"1","2019","Employed","Not Working","","","",""
"2","2019","Not Employed","Full Time","","","",""
"2","2019","Not Employed","Part Time","","","",""
"2","2019","Not Employed","Not Working","1486","0.0774320658468824","0.0724869945246107","0.0823771371691541"
"2","2019","Employed","Full Time","1496","0.141622853632688","0.135052930713501","0.148192776551875"
"2","2019","Employed","Part Time","1136","0.1435786579155","0.135737659612196","0.151419656218804"
"2","2019","Employed","Not Working","","","",""
"3","2019","Not Employed","Full Time","","","",""
"3","2019","Not Employed","Part Time","","","",""
"3","2019","Not Employed","Not Working","7634","0.726301664129047","0.718052545353445","0.734550782904649"
"3","2019","Employed","Full Time","7663","0.706782957413084","0.698204836380471","0.715361078445698"
"3","2019","Employed","Part Time","5376","0.696305278472704","0.686022721134333","0.706587835811075"
"3","2019","Employed","Not Working","","","",""
"4","2019","Not Employed","Full Time","","","",""
"4","2019","Not Employed","Part Time","","","",""
"4","2019","Not Employed","Not Working","1254","0.152826370114691","0.146169067138201","0.159483673091181"
"4","2019","Employed","Full Time","1281","0.122188611813094","0.116017399309774","0.128359824316414"
"4","2019","Employed","Part Time","816","0.118601153928258","0.111371568890249","0.125830738966268"
"4","2019","Employed","Not Working","","","",""
"5","2019","Not Employed","Full Time","","","",""
"5","2019","Not Employed","Part Time","","","",""
"5","2019","Not Employed","Not Working","210","0.0251869560736102","0.0222878676141145","0.0280860445331058"
"5","2019","Employed","Full Time","154","0.0112852398720365","0.00929481661870103","0.0132756631253719"
"5","2019","Employed","Part Time","105","0.0130027307917161","0.0104695981252239","0.0155358634582083"
"5","2019","Employed","Not Working","","","",""
