"hlf0071_h","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"3","2005","lower secondary degree","(3a) lower tertiary education","106","0.743447486520182","0.671104345886953","0.815790627153411"
"3","2005","lower secondary degree","(3b) higher tertiary education","30","0.747596987629521","0.617761055111559","0.877432920147484"
"3","2005","secondary school degree","(0) in school","","","",""
"3","2005","secondary school degree","(1a) inadequately completed","","","",""
"3","2005","secondary school degree","(1b) general elementary school","","","",""
"3","2005","secondary school degree","(1c) basic vocational qualification","","","",""
"3","2005","secondary school degree","(2b) intermediate general qualification","422","0.738639526638122","0.702819954168967","0.774459099107278"
"3","2005","secondary school degree","(2a) intermediate vocational","3564","0.723747513963902","0.711083472830285","0.736411555097519"
"3","2005","secondary school degree","(2c_gen) general maturity certificate","2","","",""
"3","2005","secondary school degree","(2c_voc) vocational maturity certificate","31","0.776913867087169","0.647898685020669","0.905929049153669"
"3","2005","secondary school degree","(3a) lower tertiary education","384","0.753413541331553","0.716005555449401","0.790821527213705"
"3","2005","secondary school degree","(3b) higher tertiary education","77","0.700941826751049","0.61614923582245","0.785734417679648"
"3","2005","college entrance qualification","(0) in school","","","",""
"3","2005","college entrance qualification","(1a) inadequately completed","","","",""
"3","2005","college entrance qualification","(1b) general elementary school","","","",""
"3","2005","college entrance qualification","(1c) basic vocational qualification","","","",""
"3","2005","college entrance qualification","(2b) intermediate general qualification","","","",""
"3","2005","college entrance qualification","(2a) intermediate vocational","","","",""
"3","2005","college entrance qualification","(2c_gen) general maturity certificate","513","0.680832033413113","0.647039633081097","0.714624433745129"
"3","2005","college entrance qualification","(2c_voc) vocational maturity certificate","930","0.692953474667308","0.66790795685448","0.717998992480136"
"3","2005","college entrance qualification","(3a) lower tertiary education","690","0.684977439533907","0.655759644475734","0.71419523459208"
"3","2005","college entrance qualification","(3b) higher tertiary education","1526","0.689398755471105","0.670053650516299","0.708743860425911"
"3","2005","Other degree","(0) in school","","","",""
"3","2005","Other degree","(1a) inadequately completed","","","",""
"3","2005","Other degree","(1b) general elementary school","278","0.728126600069158","0.683034641673632","0.773218558464685"
"3","2005","Other degree","(1c) basic vocational qualification","267","0.738494342871667","0.693595172923382","0.783393512819952"
"3","2005","Other degree","(2b) intermediate general qualification","","","",""
"3","2005","Other degree","(2a) intermediate vocational","","","",""
"3","2005","Other degree","(2c_gen) general maturity certificate","43","0.754167014384544","0.641393290346307","0.866940738422781"
"3","2005","Other degree","(2c_voc) vocational maturity certificate","107","0.733358013070837","0.662354923593027","0.804361102548647"
"3","2005","Other degree","(3a) lower tertiary education","14","","",""
"3","2005","Other degree","(3b) higher tertiary education","108","0.599653681432333","0.524892821070429","0.674414541794236"
"3","2005","no degree/no degree yet","(0) in school","508","0.753527082617608","0.720447628894533","0.786606536340683"
"3","2005","no degree/no degree yet","(1a) inadequately completed","193","0.736379101705499","0.681872152431298","0.790886050979699"
"3","2005","no degree/no degree yet","(1b) general elementary school","","","",""
"3","2005","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"3","2005","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"3","2005","no degree/no degree yet","(2a) intermediate vocational","","","",""
"3","2005","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"3","2005","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"3","2005","no degree/no degree yet","(3a) lower tertiary education","1","","",""
"3","2005","no degree/no degree yet","(3b) higher tertiary education","1","","",""
"4","2005","lower secondary degree","(0) in school","","","",""
"4","2005","lower secondary degree","(1a) inadequately completed","","","",""
"4","2005","lower secondary degree","(1b) general elementary school","157","0.102888507485077","0.0874983226875072","0.118278692282646"
"4","2005","lower secondary degree","(1c) basic vocational qualification","569","0.106942189158746","0.0986850250405668","0.115199353276925"
"4","2005","lower secondary degree","(2b) intermediate general qualification","","","",""
"4","2005","lower secondary degree","(2a) intermediate vocational","2","","",""
"4","2005","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"4","2005","lower secondary degree","(2c_voc) vocational maturity certificate","1","","",""
"4","2005","lower secondary degree","(3a) lower tertiary education","22","","",""
"4","2005","lower secondary degree","(3b) higher tertiary education","6","","",""
"4","2005","secondary school degree","(0) in school","","","",""
"4","2005","secondary school degree","(1a) inadequately completed","","","",""
"4","2005","secondary school degree","(1b) general elementary school","","","",""
"4","2005","secondary school degree","(1c) basic vocational qualification","","","",""
"4","2005","secondary school degree","(2b) intermediate general qualification","48","0.0751262966661678","0.0536370407469807","0.0966155525853548"
"4","2005","secondary school degree","(2a) intermediate vocational","424","0.0891956059832596","0.0811230705261118","0.0972681414404074"
"4","2005","secondary school degree","(2c_gen) general maturity certificate","","","",""
"4","2005","secondary school degree","(2c_voc) vocational maturity certificate","5","","",""
"4","2005","secondary school degree","(3a) lower tertiary education","66","0.0996076645528983","0.0736165276704052","0.125598801435391"
"4","2005","secondary school degree","(3b) higher tertiary education","20","","",""
"4","2005","college entrance qualification","(0) in school","","","",""
"4","2005","college entrance qualification","(1a) inadequately completed","","","",""
"4","2005","college entrance qualification","(1b) general elementary school","","","",""
"4","2005","college entrance qualification","(1c) basic vocational qualification","","","",""
"4","2005","college entrance qualification","(2b) intermediate general qualification","","","",""
"4","2005","college entrance qualification","(2a) intermediate vocational","","","",""
"4","2005","college entrance qualification","(2c_gen) general maturity certificate","58","0.0603989008265522","0.043129563284436","0.0776682383686685"
"4","2005","college entrance qualification","(2c_voc) vocational maturity certificate","118","0.0965083852770368","0.0804751756451605","0.112541594908913"
"4","2005","college entrance qualification","(3a) lower tertiary education","121","0.125096133592389","0.104287642570726","0.145904624614052"
"4","2005","college entrance qualification","(3b) higher tertiary education","275","0.114447625106248","0.101138645316446","0.12775660489605"
"4","2005","Other degree","(0) in school","","","",""
"4","2005","Other degree","(1a) inadequately completed","","","",""
"4","2005","Other degree","(1b) general elementary school","17","","",""
"4","2005","Other degree","(1c) basic vocational qualification","28","","",""
"4","2005","Other degree","(2b) intermediate general qualification","","","",""
"4","2005","Other degree","(2a) intermediate vocational","","","",""
"4","2005","Other degree","(2c_gen) general maturity certificate","2","","",""
"4","2005","Other degree","(2c_voc) vocational maturity certificate","9","","",""
"4","2005","Other degree","(3a) lower tertiary education","2","","",""
"4","2005","Other degree","(3b) higher tertiary education","16","","",""
"4","2005","no degree/no degree yet","(0) in school","39","0.0706988402703752","0.0510241149619101","0.0903735655788402"
"4","2005","no degree/no degree yet","(1a) inadequately completed","13","","",""
"4","2005","no degree/no degree yet","(1b) general elementary school","","","",""
"4","2005","no degree/no degree yet","(1c) basic vocational qualification","","","",""
