"hlf0071_h","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"4","2006","Hesse","(2c_voc) vocational maturity certificate","20","","",""
"4","2006","Hesse","(3a) lower tertiary education","23","","",""
"4","2006","Hesse","(3b) higher tertiary education","45","0.145740534643285","0.101647943993959","0.18983312529261"
"4","2006","Rhineland-Palatinate,Saarland","(0) in school","4","","",""
"4","2006","Rhineland-Palatinate,Saarland","(1a) inadequately completed","1","","",""
"4","2006","Rhineland-Palatinate,Saarland","(1b) general elementary school","28","","",""
"4","2006","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","76","0.165301685195747","0.13131998084181","0.199283389549684"
"4","2006","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","2","","",""
"4","2006","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","30","0.127609545525477","0.0838177559781477","0.171401335072806"
"4","2006","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","2","","",""
"4","2006","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","7","","",""
"4","2006","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","9","","",""
"4","2006","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","27","","",""
"4","2006","Baden-Württemberg","(0) in school","3","","",""
"4","2006","Baden-Württemberg","(1a) inadequately completed","2","","",""
"4","2006","Baden-Württemberg","(1b) general elementary school","31","0.0960601871500108","0.0642671078955868","0.127853266404435"
"4","2006","Baden-Württemberg","(1c) basic vocational qualification","94","0.131469525279018","0.107492742975218","0.155446307582819"
"4","2006","Baden-Württemberg","(2b) intermediate general qualification","4","","",""
"4","2006","Baden-Württemberg","(2a) intermediate vocational","49","0.087407437635843","0.063385198417092","0.111429676854594"
"4","2006","Baden-Württemberg","(2c_gen) general maturity certificate","6","","",""
"4","2006","Baden-Württemberg","(2c_voc) vocational maturity certificate","13","","",""
"4","2006","Baden-Württemberg","(3a) lower tertiary education","26","","",""
"4","2006","Baden-Württemberg","(3b) higher tertiary education","52","0.153457651089531","0.114803737163426","0.192111565015637"
"4","2006","Bavaria","(0) in school","13","","",""
"4","2006","Bavaria","(1a) inadequately completed","2","","",""
"4","2006","Bavaria","(1b) general elementary school","28","","",""
"4","2006","Bavaria","(1c) basic vocational qualification","118","0.100390998533472","0.0824928484360582","0.118289148630885"
"4","2006","Bavaria","(2b) intermediate general qualification","10","","",""
"4","2006","Bavaria","(2a) intermediate vocational","70","0.156255526184988","0.128212277654959","0.184298774715017"
"4","2006","Bavaria","(2c_gen) general maturity certificate","9","","",""
"4","2006","Bavaria","(2c_voc) vocational maturity certificate","17","","",""
"4","2006","Bavaria","(3a) lower tertiary education","30","0.114579295934402","0.0731447032864139","0.156013888582389"
"4","2006","Bavaria","(3b) higher tertiary education","53","0.0845092185557579","0.0568327127560386","0.112185724355477"
"4","2006","Berlin","(0) in school","","","",""
"4","2006","Berlin","(1a) inadequately completed","","","",""
"4","2006","Berlin","(1b) general elementary school","","","",""
"4","2006","Berlin","(1c) basic vocational qualification","11","","",""
"4","2006","Berlin","(2b) intermediate general qualification","2","","",""
"4","2006","Berlin","(2a) intermediate vocational","15","","",""
"4","2006","Berlin","(2c_gen) general maturity certificate","1","","",""
"4","2006","Berlin","(2c_voc) vocational maturity certificate","1","","",""
"4","2006","Berlin","(3a) lower tertiary education","6","","",""
"4","2006","Berlin","(3b) higher tertiary education","18","","",""
"4","2006","Brandenburg","(0) in school","4","","",""
"4","2006","Brandenburg","(1a) inadequately completed","","","",""
"4","2006","Brandenburg","(1b) general elementary school","5","","",""
"4","2006","Brandenburg","(1c) basic vocational qualification","20","","",""
"4","2006","Brandenburg","(2b) intermediate general qualification","3","","",""
"4","2006","Brandenburg","(2a) intermediate vocational","15","","",""
"4","2006","Brandenburg","(2c_gen) general maturity certificate","2","","",""
"4","2006","Brandenburg","(2c_voc) vocational maturity certificate","5","","",""
"4","2006","Brandenburg","(3a) lower tertiary education","10","","",""
"4","2006","Brandenburg","(3b) higher tertiary education","14","","",""
"4","2006","Mecklenburg-Western Pomerania","(0) in school","2","","",""
"4","2006","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"4","2006","Mecklenburg-Western Pomerania","(1b) general elementary school","2","","",""
"4","2006","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","13","","",""
"4","2006","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","3","","",""
"4","2006","Mecklenburg-Western Pomerania","(2a) intermediate vocational","21","","",""
"4","2006","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","1","","",""
"4","2006","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","1","","",""
"4","2006","Mecklenburg-Western Pomerania","(3a) lower tertiary education","6","","",""
"4","2006","Mecklenburg-Western Pomerania","(3b) higher tertiary education","12","","",""
"4","2006","Saxony","(0) in school","6","","",""
"4","2006","Saxony","(1a) inadequately completed","","","",""
"4","2006","Saxony","(1b) general elementary school","1","","",""
"4","2006","Saxony","(1c) basic vocational qualification","35","0.0901496721114216","0.059572297475847","0.120727046746996"
"4","2006","Saxony","(2b) intermediate general qualification","9","","",""
"4","2006","Saxony","(2a) intermediate vocational","59","0.0768480376871683","0.0552089180295356","0.0984871573448011"
"4","2006","Saxony","(2c_gen) general maturity certificate","4","","",""
"4","2006","Saxony","(2c_voc) vocational maturity certificate","10","","",""
"4","2006","Saxony","(3a) lower tertiary education","24","","",""
"4","2006","Saxony","(3b) higher tertiary education","24","","",""
"4","2006","Saxony-Anhalt","(0) in school","","","",""
"4","2006","Saxony-Anhalt","(1a) inadequately completed","","","",""
"4","2006","Saxony-Anhalt","(1b) general elementary school","2","","",""
"4","2006","Saxony-Anhalt","(1c) basic vocational qualification","18","","",""
"4","2006","Saxony-Anhalt","(2b) intermediate general qualification","3","","",""
"4","2006","Saxony-Anhalt","(2a) intermediate vocational","20","","",""
"4","2006","Saxony-Anhalt","(2c_gen) general maturity certificate","4","","",""
"4","2006","Saxony-Anhalt","(2c_voc) vocational maturity certificate","5","","",""
"4","2006","Saxony-Anhalt","(3a) lower tertiary education","13","","",""
"4","2006","Saxony-Anhalt","(3b) higher tertiary education","9","","",""
"4","2006","Thuringia","(0) in school","2","","",""
"4","2006","Thuringia","(1a) inadequately completed","1","","",""
"4","2006","Thuringia","(1b) general elementary school","5","","",""
"4","2006","Thuringia","(1c) basic vocational qualification","35","0.131135672831789","0.0899472989925235","0.172324046671055"
"4","2006","Thuringia","(2b) intermediate general qualification","","","",""
"4","2006","Thuringia","(2a) intermediate vocational","29","","",""
"4","2006","Thuringia","(2c_gen) general maturity certificate","6","","",""
"4","2006","Thuringia","(2c_voc) vocational maturity certificate","1","","",""
"4","2006","Thuringia","(3a) lower tertiary education","16","","",""
"4","2006","Thuringia","(3b) higher tertiary education","14","","",""
"5","2006","Schleswig-Holstein","(0) in school","","","",""
"5","2006","Schleswig-Holstein","(1a) inadequately completed","","","",""
"5","2006","Schleswig-Holstein","(1b) general elementary school","2","","",""
"5","2006","Schleswig-Holstein","(1c) basic vocational qualification","4","","",""
"5","2006","Schleswig-Holstein","(2b) intermediate general qualification","","","",""
"5","2006","Schleswig-Holstein","(2a) intermediate vocational","5","","",""
"5","2006","Schleswig-Holstein","(2c_gen) general maturity certificate","1","","",""
"5","2006","Schleswig-Holstein","(2c_voc) vocational maturity certificate","","","",""
"5","2006","Schleswig-Holstein","(3a) lower tertiary education","1","","",""
"5","2006","Schleswig-Holstein","(3b) higher tertiary education","3","","",""
"5","2006","Hamburg","(0) in school","","","",""
"5","2006","Hamburg","(1a) inadequately completed","","","",""
"5","2006","Hamburg","(1b) general elementary school","","","",""
"5","2006","Hamburg","(1c) basic vocational qualification","","","",""
"5","2006","Hamburg","(2b) intermediate general qualification","","","",""
"5","2006","Hamburg","(2a) intermediate vocational","2","","",""
"5","2006","Hamburg","(2c_gen) general maturity certificate","","","",""
"5","2006","Hamburg","(2c_voc) vocational maturity certificate","","","",""
"5","2006","Hamburg","(3a) lower tertiary education","","","",""
"5","2006","Hamburg","(3b) higher tertiary education","","","",""
"5","2006","Lower Saxony","(0) in school","","","",""
"5","2006","Lower Saxony","(1a) inadequately completed","","","",""
"5","2006","Lower Saxony","(1b) general elementary school","5","","",""
"5","2006","Lower Saxony","(1c) basic vocational qualification","13","","",""
"5","2006","Lower Saxony","(2b) intermediate general qualification","2","","",""
"5","2006","Lower Saxony","(2a) intermediate vocational","6","","",""
"5","2006","Lower Saxony","(2c_gen) general maturity certificate","1","","",""
"5","2006","Lower Saxony","(2c_voc) vocational maturity certificate","4","","",""
"5","2006","Lower Saxony","(3a) lower tertiary education","3","","",""
"5","2006","Lower Saxony","(3b) higher tertiary education","6","","",""
"5","2006","Bremen","(0) in school","","","",""
"5","2006","Bremen","(1a) inadequately completed","","","",""
"5","2006","Bremen","(1b) general elementary school","","","",""
"5","2006","Bremen","(1c) basic vocational qualification","1","","",""
"5","2006","Bremen","(2b) intermediate general qualification","","","",""
"5","2006","Bremen","(2a) intermediate vocational","1","","",""
"5","2006","Bremen","(2c_gen) general maturity certificate","","","",""
"5","2006","Bremen","(2c_voc) vocational maturity certificate","","","",""
"5","2006","Bremen","(3a) lower tertiary education","","","",""
"5","2006","Bremen","(3b) higher tertiary education","","","",""
"5","2006","North Rhine-Westphalia","(0) in school","1","","",""
"5","2006","North Rhine-Westphalia","(1a) inadequately completed","","","",""
"5","2006","North Rhine-Westphalia","(1b) general elementary school","5","","",""
"5","2006","North Rhine-Westphalia","(1c) basic vocational qualification","20","","",""
"5","2006","North Rhine-Westphalia","(2b) intermediate general qualification","3","","",""
"5","2006","North Rhine-Westphalia","(2a) intermediate vocational","11","","",""
"5","2006","North Rhine-Westphalia","(2c_gen) general maturity certificate","1","","",""
"5","2006","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","6","","",""
"5","2006","North Rhine-Westphalia","(3a) lower tertiary education","5","","",""
"5","2006","North Rhine-Westphalia","(3b) higher tertiary education","15","","",""
"5","2006","Hesse","(0) in school","","","",""
"5","2006","Hesse","(1a) inadequately completed","","","",""
"5","2006","Hesse","(1b) general elementary school","2","","",""
"5","2006","Hesse","(1c) basic vocational qualification","12","","",""
"5","2006","Hesse","(2b) intermediate general qualification","1","","",""
"5","2006","Hesse","(2a) intermediate vocational","6","","",""
"5","2006","Hesse","(2c_gen) general maturity certificate","","","",""
"5","2006","Hesse","(2c_voc) vocational maturity certificate","1","","",""
"5","2006","Hesse","(3a) lower tertiary education","1","","",""
"5","2006","Hesse","(3b) higher tertiary education","4","","",""
"5","2006","Rhineland-Palatinate,Saarland","(0) in school","1","","",""
"5","2006","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","",""
"5","2006","Rhineland-Palatinate,Saarland","(1b) general elementary school","3","","",""
"5","2006","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","7","","",""
"5","2006","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","","","",""
"5","2006","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","2","","",""
"5","2006","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","1","","",""
"5","2006","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","1","","",""
"5","2006","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","1","","",""
"5","2006","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","9","","",""
"5","2006","Baden-Württemberg","(0) in school","","","",""
"5","2006","Baden-Württemberg","(1a) inadequately completed","","","",""
"5","2006","Baden-Württemberg","(1b) general elementary school","3","","",""
"5","2006","Baden-Württemberg","(1c) basic vocational qualification","3","","",""
"5","2006","Baden-Württemberg","(2b) intermediate general qualification","","","",""
"5","2006","Baden-Württemberg","(2a) intermediate vocational","2","","",""
"5","2006","Baden-Württemberg","(2c_gen) general maturity certificate","","","",""
"5","2006","Baden-Württemberg","(2c_voc) vocational maturity certificate","4","","",""
"5","2006","Baden-Württemberg","(3a) lower tertiary education","2","","",""
"5","2006","Baden-Württemberg","(3b) higher tertiary education","7","","",""
"5","2006","Bavaria","(0) in school","1","","",""
"5","2006","Bavaria","(1a) inadequately completed","","","",""
"5","2006","Bavaria","(1b) general elementary school","9","","",""
"5","2006","Bavaria","(1c) basic vocational qualification","21","","",""
"5","2006","Bavaria","(2b) intermediate general qualification","1","","",""
"5","2006","Bavaria","(2a) intermediate vocational","12","","",""
"5","2006","Bavaria","(2c_gen) general maturity certificate","","","",""
"5","2006","Bavaria","(2c_voc) vocational maturity certificate","3","","",""
"5","2006","Bavaria","(3a) lower tertiary education","3","","",""
"5","2006","Bavaria","(3b) higher tertiary education","3","","",""
"5","2006","Berlin","(0) in school","","","",""
"5","2006","Berlin","(1a) inadequately completed","","","",""
"5","2006","Berlin","(1b) general elementary school","","","",""
"5","2006","Berlin","(1c) basic vocational qualification","1","","",""
"5","2006","Berlin","(2b) intermediate general qualification","","","",""
"5","2006","Berlin","(2a) intermediate vocational","","","",""
"5","2006","Berlin","(2c_gen) general maturity certificate","1","","",""
"5","2006","Berlin","(2c_voc) vocational maturity certificate","","","",""
"5","2006","Berlin","(3a) lower tertiary education","","","",""
"5","2006","Berlin","(3b) higher tertiary education","1","","",""
"5","2006","Brandenburg","(0) in school","","","",""
"5","2006","Brandenburg","(1a) inadequately completed","","","",""
"5","2006","Brandenburg","(1b) general elementary school","","","",""
"5","2006","Brandenburg","(1c) basic vocational qualification","3","","",""
"5","2006","Brandenburg","(2b) intermediate general qualification","","","",""
"5","2006","Brandenburg","(2a) intermediate vocational","","","",""
"5","2006","Brandenburg","(2c_gen) general maturity certificate","","","",""
"5","2006","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"5","2006","Brandenburg","(3a) lower tertiary education","2","","",""
"5","2006","Brandenburg","(3b) higher tertiary education","5","","",""
"5","2006","Mecklenburg-Western Pomerania","(0) in school","1","","",""
"5","2006","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"5","2006","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"5","2006","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","1","","",""
"5","2006","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"5","2006","Mecklenburg-Western Pomerania","(2a) intermediate vocational","3","","",""
"5","2006","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"5","2006","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"5","2006","Mecklenburg-Western Pomerania","(3a) lower tertiary education","6","","",""
"5","2006","Mecklenburg-Western Pomerania","(3b) higher tertiary education","1","","",""
"5","2006","Saxony","(0) in school","","","",""
"5","2006","Saxony","(1a) inadequately completed","","","",""
"5","2006","Saxony","(1b) general elementary school","","","",""
"5","2006","Saxony","(1c) basic vocational qualification","3","","",""
"5","2006","Saxony","(2b) intermediate general qualification","","","",""
"5","2006","Saxony","(2a) intermediate vocational","1","","",""
"5","2006","Saxony","(2c_gen) general maturity certificate","1","","",""
"5","2006","Saxony","(2c_voc) vocational maturity certificate","","","",""
"5","2006","Saxony","(3a) lower tertiary education","1","","",""
"5","2006","Saxony","(3b) higher tertiary education","2","","",""
"5","2006","Saxony-Anhalt","(0) in school","1","","",""
"5","2006","Saxony-Anhalt","(1a) inadequately completed","","","",""
"5","2006","Saxony-Anhalt","(1b) general elementary school","","","",""
"5","2006","Saxony-Anhalt","(1c) basic vocational qualification","1","","",""
"5","2006","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"5","2006","Saxony-Anhalt","(2a) intermediate vocational","2","","",""
"5","2006","Saxony-Anhalt","(2c_gen) general maturity certificate","2","","",""
"5","2006","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"5","2006","Saxony-Anhalt","(3a) lower tertiary education","","","",""
"5","2006","Saxony-Anhalt","(3b) higher tertiary education","4","","",""
"5","2006","Thuringia","(0) in school","","","",""
"5","2006","Thuringia","(1a) inadequately completed","","","",""
"5","2006","Thuringia","(1b) general elementary school","","","",""
"5","2006","Thuringia","(1c) basic vocational qualification","2","","",""
"5","2006","Thuringia","(2b) intermediate general qualification","","","",""
"5","2006","Thuringia","(2a) intermediate vocational","","","",""
"5","2006","Thuringia","(2c_gen) general maturity certificate","","","",""
"5","2006","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"5","2006","Thuringia","(3a) lower tertiary education","2","","",""
"5","2006","Thuringia","(3b) higher tertiary education","1","","",""
"1","2007","Schleswig-Holstein","(0) in school","","","",""
"1","2007","Schleswig-Holstein","(1a) inadequately completed","","","",""
"1","2007","Schleswig-Holstein","(1b) general elementary school","2","","",""
"1","2007","Schleswig-Holstein","(1c) basic vocational qualification","4","","",""
"1","2007","Schleswig-Holstein","(2b) intermediate general qualification","","","",""
"1","2007","Schleswig-Holstein","(2a) intermediate vocational","1","","",""
"1","2007","Schleswig-Holstein","(2c_gen) general maturity certificate","","","",""
"1","2007","Schleswig-Holstein","(2c_voc) vocational maturity certificate","1","","",""
"1","2007","Schleswig-Holstein","(3a) lower tertiary education","","","",""
"1","2007","Schleswig-Holstein","(3b) higher tertiary education","","","",""
"1","2007","Hamburg","(0) in school","","","",""
"1","2007","Hamburg","(1a) inadequately completed","","","",""
"1","2007","Hamburg","(1b) general elementary school","1","","",""
"1","2007","Hamburg","(1c) basic vocational qualification","","","",""
"1","2007","Hamburg","(2b) intermediate general qualification","","","",""
"1","2007","Hamburg","(2a) intermediate vocational","","","",""
"1","2007","Hamburg","(2c_gen) general maturity certificate","1","","",""
"1","2007","Hamburg","(2c_voc) vocational maturity certificate","1","","",""
"1","2007","Hamburg","(3a) lower tertiary education","","","",""
"1","2007","Hamburg","(3b) higher tertiary education","2","","",""
"1","2007","Lower Saxony","(0) in school","1","","",""
"1","2007","Lower Saxony","(1a) inadequately completed","1","","",""
"1","2007","Lower Saxony","(1b) general elementary school","3","","",""
"1","2007","Lower Saxony","(1c) basic vocational qualification","2","","",""
"1","2007","Lower Saxony","(2b) intermediate general qualification","1","","",""
"1","2007","Lower Saxony","(2a) intermediate vocational","6","","",""
"1","2007","Lower Saxony","(2c_gen) general maturity certificate","1","","",""
"1","2007","Lower Saxony","(2c_voc) vocational maturity certificate","3","","",""
"1","2007","Lower Saxony","(3a) lower tertiary education","","","",""
"1","2007","Lower Saxony","(3b) higher tertiary education","","","",""
"1","2007","Bremen","(0) in school","","","",""
"1","2007","Bremen","(1a) inadequately completed","","","",""
"1","2007","Bremen","(1b) general elementary school","","","",""
"1","2007","Bremen","(1c) basic vocational qualification","","","",""
"1","2007","Bremen","(2b) intermediate general qualification","","","",""
"1","2007","Bremen","(2a) intermediate vocational","","","",""
"1","2007","Bremen","(2c_gen) general maturity certificate","","","",""
"1","2007","Bremen","(2c_voc) vocational maturity certificate","","","",""
"1","2007","Bremen","(3a) lower tertiary education","","","",""
"1","2007","Bremen","(3b) higher tertiary education","","","",""
"1","2007","North Rhine-Westphalia","(0) in school","1","","",""
"1","2007","North Rhine-Westphalia","(1a) inadequately completed","1","","",""
"1","2007","North Rhine-Westphalia","(1b) general elementary school","8","","",""
"1","2007","North Rhine-Westphalia","(1c) basic vocational qualification","12","","",""
"1","2007","North Rhine-Westphalia","(2b) intermediate general qualification","2","","",""
"1","2007","North Rhine-Westphalia","(2a) intermediate vocational","7","","",""
"1","2007","North Rhine-Westphalia","(2c_gen) general maturity certificate","5","","",""
"1","2007","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","6","","",""
"1","2007","North Rhine-Westphalia","(3a) lower tertiary education","","","",""
"1","2007","North Rhine-Westphalia","(3b) higher tertiary education","4","","",""
"1","2007","Hesse","(0) in school","","","",""
"1","2007","Hesse","(1a) inadequately completed","","","",""
"1","2007","Hesse","(1b) general elementary school","2","","",""
"1","2007","Hesse","(1c) basic vocational qualification","4","","",""
"1","2007","Hesse","(2b) intermediate general qualification","","","",""
"1","2007","Hesse","(2a) intermediate vocational","4","","",""
"1","2007","Hesse","(2c_gen) general maturity certificate","2","","",""
"1","2007","Hesse","(2c_voc) vocational maturity certificate","2","","",""
"1","2007","Hesse","(3a) lower tertiary education","","","",""
"1","2007","Hesse","(3b) higher tertiary education","7","","",""
"1","2007","Rhineland-Palatinate,Saarland","(0) in school","","","",""
"1","2007","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","",""
"1","2007","Rhineland-Palatinate,Saarland","(1b) general elementary school","1","","",""
"1","2007","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","2","","",""
"1","2007","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","","","",""
"1","2007","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","3","","",""
"1","2007","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","","","",""
"1","2007","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","","","",""
"1","2007","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","","","",""
"1","2007","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","","","",""
"1","2007","Baden-Württemberg","(0) in school","","","",""
"1","2007","Baden-Württemberg","(1a) inadequately completed","2","","",""
"1","2007","Baden-Württemberg","(1b) general elementary school","7","","",""
"1","2007","Baden-Württemberg","(1c) basic vocational qualification","10","","",""
"1","2007","Baden-Württemberg","(2b) intermediate general qualification","2","","",""
"1","2007","Baden-Württemberg","(2a) intermediate vocational","2","","",""
"1","2007","Baden-Württemberg","(2c_gen) general maturity certificate","2","","",""
"1","2007","Baden-Württemberg","(2c_voc) vocational maturity certificate","3","","",""
"1","2007","Baden-Württemberg","(3a) lower tertiary education","1","","",""
"1","2007","Baden-Württemberg","(3b) higher tertiary education","3","","",""
"1","2007","Bavaria","(0) in school","4","","",""
"1","2007","Bavaria","(1a) inadequately completed","2","","",""
"1","2007","Bavaria","(1b) general elementary school","8","","",""
"1","2007","Bavaria","(1c) basic vocational qualification","17","","",""
"1","2007","Bavaria","(2b) intermediate general qualification","","","",""
"1","2007","Bavaria","(2a) intermediate vocational","6","","",""
"1","2007","Bavaria","(2c_gen) general maturity certificate","4","","",""
"1","2007","Bavaria","(2c_voc) vocational maturity certificate","3","","",""
"1","2007","Bavaria","(3a) lower tertiary education","3","","",""
"1","2007","Bavaria","(3b) higher tertiary education","4","","",""
"1","2007","Berlin","(0) in school","2","","",""
"1","2007","Berlin","(1a) inadequately completed","","","",""
"1","2007","Berlin","(1b) general elementary school","","","",""
"1","2007","Berlin","(1c) basic vocational qualification","2","","",""
"1","2007","Berlin","(2b) intermediate general qualification","1","","",""
"1","2007","Berlin","(2a) intermediate vocational","4","","",""
"1","2007","Berlin","(2c_gen) general maturity certificate","","","",""
"1","2007","Berlin","(2c_voc) vocational maturity certificate","1","","",""
"1","2007","Berlin","(3a) lower tertiary education","2","","",""
"1","2007","Berlin","(3b) higher tertiary education","1","","",""
"1","2007","Brandenburg","(0) in school","","","",""
"1","2007","Brandenburg","(1a) inadequately completed","","","",""
"1","2007","Brandenburg","(1b) general elementary school","1","","",""
"1","2007","Brandenburg","(1c) basic vocational qualification","","","",""
"1","2007","Brandenburg","(2b) intermediate general qualification","","","",""
"1","2007","Brandenburg","(2a) intermediate vocational","1","","",""
"1","2007","Brandenburg","(2c_gen) general maturity certificate","2","","",""
"1","2007","Brandenburg","(2c_voc) vocational maturity certificate","1","","",""
"1","2007","Brandenburg","(3a) lower tertiary education","","","",""
"1","2007","Brandenburg","(3b) higher tertiary education","","","",""
"1","2007","Mecklenburg-Western Pomerania","(0) in school","","","",""
"1","2007","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"1","2007","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"1","2007","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","1","","",""
"1","2007","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"1","2007","Mecklenburg-Western Pomerania","(2a) intermediate vocational","1","","",""
"1","2007","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"1","2007","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","1","","",""
"1","2007","Mecklenburg-Western Pomerania","(3a) lower tertiary education","1","","",""
"1","2007","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","",""
"1","2007","Saxony","(0) in school","1","","",""
"1","2007","Saxony","(1a) inadequately completed","","","",""
"1","2007","Saxony","(1b) general elementary school","","","",""
"1","2007","Saxony","(1c) basic vocational qualification","2","","",""
"1","2007","Saxony","(2b) intermediate general qualification","1","","",""
"1","2007","Saxony","(2a) intermediate vocational","5","","",""
"1","2007","Saxony","(2c_gen) general maturity certificate","1","","",""
"1","2007","Saxony","(2c_voc) vocational maturity certificate","1","","",""
"1","2007","Saxony","(3a) lower tertiary education","1","","",""
"1","2007","Saxony","(3b) higher tertiary education","5","","",""
"1","2007","Saxony-Anhalt","(0) in school","","","",""
"1","2007","Saxony-Anhalt","(1a) inadequately completed","","","",""
"1","2007","Saxony-Anhalt","(1b) general elementary school","1","","",""
"1","2007","Saxony-Anhalt","(1c) basic vocational qualification","","","",""
"1","2007","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"1","2007","Saxony-Anhalt","(2a) intermediate vocational","2","","",""
"1","2007","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"1","2007","Saxony-Anhalt","(2c_voc) vocational maturity certificate","1","","",""
"1","2007","Saxony-Anhalt","(3a) lower tertiary education","","","",""
"1","2007","Saxony-Anhalt","(3b) higher tertiary education","2","","",""
"1","2007","Thuringia","(0) in school","","","",""
"1","2007","Thuringia","(1a) inadequately completed","","","",""
"1","2007","Thuringia","(1b) general elementary school","","","",""
"1","2007","Thuringia","(1c) basic vocational qualification","1","","",""
"1","2007","Thuringia","(2b) intermediate general qualification","","","",""
"1","2007","Thuringia","(2a) intermediate vocational","5","","",""
"1","2007","Thuringia","(2c_gen) general maturity certificate","1","","",""
"1","2007","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"1","2007","Thuringia","(3a) lower tertiary education","1","","",""
"1","2007","Thuringia","(3b) higher tertiary education","1","","",""
"2","2007","Schleswig-Holstein","(0) in school","2","","",""
"2","2007","Schleswig-Holstein","(1a) inadequately completed","","","",""
"2","2007","Schleswig-Holstein","(1b) general elementary school","6","","",""
"2","2007","Schleswig-Holstein","(1c) basic vocational qualification","21","","",""
"2","2007","Schleswig-Holstein","(2b) intermediate general qualification","3","","",""
"2","2007","Schleswig-Holstein","(2a) intermediate vocational","13","","",""
"2","2007","Schleswig-Holstein","(2c_gen) general maturity certificate","5","","",""
"2","2007","Schleswig-Holstein","(2c_voc) vocational maturity certificate","2","","",""
"2","2007","Schleswig-Holstein","(3a) lower tertiary education","2","","",""
"2","2007","Schleswig-Holstein","(3b) higher tertiary education","8","","",""
"2","2007","Hamburg","(0) in school","7","","",""
"2","2007","Hamburg","(1a) inadequately completed","","","",""
"2","2007","Hamburg","(1b) general elementary school","7","","",""
"2","2007","Hamburg","(1c) basic vocational qualification","10","","",""
"2","2007","Hamburg","(2b) intermediate general qualification","1","","",""
"2","2007","Hamburg","(2a) intermediate vocational","14","","",""
"2","2007","Hamburg","(2c_gen) general maturity certificate","3","","",""
"2","2007","Hamburg","(2c_voc) vocational maturity certificate","10","","",""
"2","2007","Hamburg","(3a) lower tertiary education","7","","",""
"2","2007","Hamburg","(3b) higher tertiary education","7","","",""
"2","2007","Lower Saxony","(0) in school","8","","",""
"2","2007","Lower Saxony","(1a) inadequately completed","7","","",""
"2","2007","Lower Saxony","(1b) general elementary school","20","","",""
"2","2007","Lower Saxony","(1c) basic vocational qualification","37","0.0712624165164845","0.0493188147696384","0.0932060182633307"
"2","2007","Lower Saxony","(2b) intermediate general qualification","7","","",""
