"hlf0071_h","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"2","1994","Rhineland-Palatinate,Saarland","(1a) inadequately completed","11","","",""
"2","1994","Rhineland-Palatinate,Saarland","(1b) general elementary school","9","","",""
"2","1994","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","25","","",""
"2","1994","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","3","","",""
"2","1994","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","14","","",""
"2","1994","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","5","","",""
"2","1994","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","2","","",""
"2","1994","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","2","","",""
"2","1994","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","9","","",""
"2","1994","Baden-Württemberg","(0) in school","6","","",""
"2","1994","Baden-Württemberg","(1a) inadequately completed","34","0.138751359338873","0.0867868862052727","0.190715832472473"
"2","1994","Baden-Württemberg","(1b) general elementary school","66","0.0975523306591041","0.0674414461017776","0.127663215216431"
"2","1994","Baden-Württemberg","(1c) basic vocational qualification","79","0.115254595383597","0.0886156617942755","0.141893528972919"
"2","1994","Baden-Württemberg","(2b) intermediate general qualification","6","","",""
"2","1994","Baden-Württemberg","(2a) intermediate vocational","38","0.175056783593764","0.122390267165129","0.227723300022399"
"2","1994","Baden-Württemberg","(2c_gen) general maturity certificate","14","","",""
"2","1994","Baden-Württemberg","(2c_voc) vocational maturity certificate","13","","",""
"2","1994","Baden-Württemberg","(3a) lower tertiary education","6","","",""
"2","1994","Baden-Württemberg","(3b) higher tertiary education","18","","",""
"2","1994","Bavaria","(0) in school","5","","",""
"2","1994","Bavaria","(1a) inadequately completed","13","","",""
"2","1994","Bavaria","(1b) general elementary school","46","0.135633496087891","0.0964280207872007","0.174838971388581"
"2","1994","Bavaria","(1c) basic vocational qualification","73","0.123116538774955","0.0957314178108966","0.150501659739014"
"2","1994","Bavaria","(2b) intermediate general qualification","5","","",""
"2","1994","Bavaria","(2a) intermediate vocational","37","0.146787812109088","0.102831429857054","0.190744194361123"
"2","1994","Bavaria","(2c_gen) general maturity certificate","8","","",""
"2","1994","Bavaria","(2c_voc) vocational maturity certificate","15","","",""
"2","1994","Bavaria","(3a) lower tertiary education","12","","",""
"2","1994","Bavaria","(3b) higher tertiary education","16","","",""
"2","1994","Berlin","(0) in school","1","","",""
"2","1994","Berlin","(1a) inadequately completed","6","","",""
"2","1994","Berlin","(1b) general elementary school","10","","",""
"2","1994","Berlin","(1c) basic vocational qualification","21","","",""
"2","1994","Berlin","(2b) intermediate general qualification","7","","",""
"2","1994","Berlin","(2a) intermediate vocational","27","","",""
"2","1994","Berlin","(2c_gen) general maturity certificate","5","","",""
"2","1994","Berlin","(2c_voc) vocational maturity certificate","8","","",""
"2","1994","Berlin","(3a) lower tertiary education","9","","",""
"2","1994","Berlin","(3b) higher tertiary education","16","","",""
"2","1994","Brandenburg","(0) in school","3","","",""
"2","1994","Brandenburg","(1a) inadequately completed","3","","",""
"2","1994","Brandenburg","(1b) general elementary school","3","","",""
"2","1994","Brandenburg","(1c) basic vocational qualification","11","","",""
"2","1994","Brandenburg","(2b) intermediate general qualification","5","","",""
"2","1994","Brandenburg","(2a) intermediate vocational","54","0.26528322031673","0.202175275648811","0.328391164984649"
"2","1994","Brandenburg","(2c_gen) general maturity certificate","1","","",""
"2","1994","Brandenburg","(2c_voc) vocational maturity certificate","4","","",""
"2","1994","Brandenburg","(3a) lower tertiary education","27","","",""
"2","1994","Brandenburg","(3b) higher tertiary education","9","","",""
"2","1994","Mecklenburg-Western Pomerania","(0) in school","2","","",""
"2","1994","Mecklenburg-Western Pomerania","(1a) inadequately completed","1","","",""
"2","1994","Mecklenburg-Western Pomerania","(1b) general elementary school","4","","",""
"2","1994","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","8","","",""
"2","1994","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","4","","",""
"2","1994","Mecklenburg-Western Pomerania","(2a) intermediate vocational","45","0.335758199063205","0.258083365132509","0.413433032993901"
"2","1994","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"2","1994","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","1","","",""
"2","1994","Mecklenburg-Western Pomerania","(3a) lower tertiary education","14","","",""
"2","1994","Mecklenburg-Western Pomerania","(3b) higher tertiary education","7","","",""
"2","1994","Saxony","(0) in school","5","","",""
"2","1994","Saxony","(1a) inadequately completed","3","","",""
"2","1994","Saxony","(1b) general elementary school","4","","",""
"2","1994","Saxony","(1c) basic vocational qualification","45","0.115241678499595","0.0801461613260663","0.150337195673123"
"2","1994","Saxony","(2b) intermediate general qualification","11","","",""
"2","1994","Saxony","(2a) intermediate vocational","93","0.261257269719142","0.215875895519399","0.306638643918885"
"2","1994","Saxony","(2c_gen) general maturity certificate","5","","",""
"2","1994","Saxony","(2c_voc) vocational maturity certificate","11","","",""
"2","1994","Saxony","(3a) lower tertiary education","29","","",""
"2","1994","Saxony","(3b) higher tertiary education","21","","",""
"2","1994","Saxony-Anhalt","(0) in school","2","","",""
"2","1994","Saxony-Anhalt","(1a) inadequately completed","3","","",""
"2","1994","Saxony-Anhalt","(1b) general elementary school","5","","",""
"2","1994","Saxony-Anhalt","(1c) basic vocational qualification","21","","",""
"2","1994","Saxony-Anhalt","(2b) intermediate general qualification","7","","",""
"2","1994","Saxony-Anhalt","(2a) intermediate vocational","80","0.394653597502567","0.329621428375926","0.459685766629207"
"2","1994","Saxony-Anhalt","(2c_gen) general maturity certificate","4","","",""
"2","1994","Saxony-Anhalt","(2c_voc) vocational maturity certificate","4","","",""
"2","1994","Saxony-Anhalt","(3a) lower tertiary education","23","","",""
"2","1994","Saxony-Anhalt","(3b) higher tertiary education","13","","",""
"2","1994","Thuringia","(0) in school","1","","",""
"2","1994","Thuringia","(1a) inadequately completed","1","","",""
"2","1994","Thuringia","(1b) general elementary school","2","","",""
"2","1994","Thuringia","(1c) basic vocational qualification","34","0.149736412779563","0.101591836814051","0.197880988745076"
"2","1994","Thuringia","(2b) intermediate general qualification","5","","",""
"2","1994","Thuringia","(2a) intermediate vocational","45","0.267928533746687","0.209138180753571","0.326718886739803"
"2","1994","Thuringia","(2c_gen) general maturity certificate","5","","",""
"2","1994","Thuringia","(2c_voc) vocational maturity certificate","2","","",""
"2","1994","Thuringia","(3a) lower tertiary education","16","","",""
"2","1994","Thuringia","(3b) higher tertiary education","10","","",""
"3","1994","Schleswig-Holstein","(0) in school","8","","",""
"3","1994","Schleswig-Holstein","(1a) inadequately completed","6","","",""
"3","1994","Schleswig-Holstein","(1b) general elementary school","28","","",""
"3","1994","Schleswig-Holstein","(1c) basic vocational qualification","66","0.634712464489544","0.542170788294046","0.727254140685043"
"3","1994","Schleswig-Holstein","(2b) intermediate general qualification","9","","",""
"3","1994","Schleswig-Holstein","(2a) intermediate vocational","38","0.619126731599884","0.499216058592286","0.739037404607481"
"3","1994","Schleswig-Holstein","(2c_gen) general maturity certificate","6","","",""
"3","1994","Schleswig-Holstein","(2c_voc) vocational maturity certificate","8","","",""
"3","1994","Schleswig-Holstein","(3a) lower tertiary education","5","","",""
"3","1994","Schleswig-Holstein","(3b) higher tertiary education","9","","",""
"3","1994","Hamburg","(0) in school","1","","",""
"3","1994","Hamburg","(1a) inadequately completed","5","","",""
"3","1994","Hamburg","(1b) general elementary school","22","","",""
"3","1994","Hamburg","(1c) basic vocational qualification","34","0.69804903692864","0.566795704773465","0.829302369083816"
"3","1994","Hamburg","(2b) intermediate general qualification","1","","",""
"3","1994","Hamburg","(2a) intermediate vocational","15","","",""
"3","1994","Hamburg","(2c_gen) general maturity certificate","3","","",""
"3","1994","Hamburg","(2c_voc) vocational maturity certificate","4","","",""
"3","1994","Hamburg","(3a) lower tertiary education","2","","",""
"3","1994","Hamburg","(3b) higher tertiary education","6","","",""
"3","1994","Lower Saxony","(0) in school","2","","",""
"3","1994","Lower Saxony","(1a) inadequately completed","30","0.661906362055546","0.517104902434419","0.806707821676673"
"3","1994","Lower Saxony","(1b) general elementary school","149","0.838288740718497","0.784797909936866","0.891779571500128"
"3","1994","Lower Saxony","(1c) basic vocational qualification","240","0.764134167906172","0.717177140844788","0.811091194967557"
"3","1994","Lower Saxony","(2b) intermediate general qualification","26","","",""
"3","1994","Lower Saxony","(2a) intermediate vocational","126","0.699118873669302","0.633206856143404","0.7650308911952"
"3","1994","Lower Saxony","(2c_gen) general maturity certificate","18","","",""
"3","1994","Lower Saxony","(2c_voc) vocational maturity certificate","35","0.719189722305011","0.595853330601721","0.842526114008301"
"3","1994","Lower Saxony","(3a) lower tertiary education","14","","",""
"3","1994","Lower Saxony","(3b) higher tertiary education","36","0.683654950348738","0.554752227353405","0.812557673344072"
"3","1994","Bremen","(0) in school","","","",""
"3","1994","Bremen","(1a) inadequately completed","2","","",""
"3","1994","Bremen","(1b) general elementary school","14","","",""
"3","1994","Bremen","(1c) basic vocational qualification","22","","",""
"3","1994","Bremen","(2b) intermediate general qualification","1","","",""
"3","1994","Bremen","(2a) intermediate vocational","13","","",""
"3","1994","Bremen","(2c_gen) general maturity certificate","2","","",""
"3","1994","Bremen","(2c_voc) vocational maturity certificate","4","","",""
"3","1994","Bremen","(3a) lower tertiary education","1","","",""
"3","1994","Bremen","(3b) higher tertiary education","1","","",""
"3","1994","North Rhine-Westphalia","(0) in school","33","0.657535532759949","0.526003824362483","0.789067241157415"
"3","1994","North Rhine-Westphalia","(1a) inadequately completed","114","0.701351050798535","0.631729728331529","0.770972373265542"
"3","1994","North Rhine-Westphalia","(1b) general elementary school","306","0.764865522506907","0.724735431529692","0.804995613484122"
"3","1994","North Rhine-Westphalia","(1c) basic vocational qualification","605","0.787603036988043","0.759136191786718","0.816069882189368"
"3","1994","North Rhine-Westphalia","(2b) intermediate general qualification","53","0.68852478192478","0.588896972281619","0.788152591567941"
"3","1994","North Rhine-Westphalia","(2a) intermediate vocational","239","0.664006301289032","0.614802559958541","0.713210042619523"
"3","1994","North Rhine-Westphalia","(2c_gen) general maturity certificate","82","0.686990700760095","0.604366084552861","0.769615316967329"
"3","1994","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","90","0.677385237176442","0.597937368198427","0.756833106154458"
"3","1994","North Rhine-Westphalia","(3a) lower tertiary education","51","0.655121952860154","0.545328689301985","0.764915216418322"
"3","1994","North Rhine-Westphalia","(3b) higher tertiary education","97","0.586195126021608","0.50763927826713","0.664750973776085"
"3","1994","Hesse","(0) in school","12","","",""
"3","1994","Hesse","(1a) inadequately completed","36","0.501979528737972","0.38728221103239","0.616676846443555"
"3","1994","Hesse","(1b) general elementary school","129","0.738843801554912","0.677347847795428","0.800339755314396"
"3","1994","Hesse","(1c) basic vocational qualification","192","0.800211278943384","0.751135656297266","0.849286901589502"
"3","1994","Hesse","(2b) intermediate general qualification","14","","",""
"3","1994","Hesse","(2a) intermediate vocational","86","0.689203281444553","0.609025324261073","0.769381238628033"
"3","1994","Hesse","(2c_gen) general maturity certificate","21","","",""
"3","1994","Hesse","(2c_voc) vocational maturity certificate","29","","",""
"3","1994","Hesse","(3a) lower tertiary education","30","0.73674476354752","0.603555111610342","0.869934415484697"
"3","1994","Hesse","(3b) higher tertiary education","34","0.678808411366248","0.557590623973709","0.800026198758788"
"3","1994","Rhineland-Palatinate,Saarland","(0) in school","3","","",""
"3","1994","Rhineland-Palatinate,Saarland","(1a) inadequately completed","15","","",""
