"hlf0071_h","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"2","2017","Couple + C. GT 16 ","(2a) intermediate vocational","83","0.089625417207406","0.0684042567899867","0.110846577624825"
"2","2017","Couple + C. GT 16 ","(2c_gen) general maturity certificate","49","0.111145427511115","0.0784953476560744","0.143795507366155"
"2","2017","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","31","0.0817624322202402","0.0511620280732305","0.11236283636725"
"2","2017","Couple + C. GT 16 ","(3a) lower tertiary education","18","","",""
"2","2017","Couple + C. GT 16 ","(3b) higher tertiary education","35","0.0877662037632555","0.0600024375331191","0.115529969993392"
"2","2017","Couple + C. LE and GT 16","(0) in school","76","0.205905747290498","0.163842366525324","0.247969128055672"
"2","2017","Couple + C. LE and GT 16","(1a) inadequately completed","87","0.232705669522118","0.186976254490143","0.278435084554093"
"2","2017","Couple + C. LE and GT 16","(1b) general elementary school","72","0.131445695434252","0.095894433073056","0.166996957795448"
"2","2017","Couple + C. LE and GT 16","(1c) basic vocational qualification","69","0.172406962291844","0.129804918573919","0.215009006009768"
"2","2017","Couple + C. LE and GT 16","(2b) intermediate general qualification","38","0.245120101275029","0.18313452816541","0.307105674384648"
"2","2017","Couple + C. LE and GT 16","(2a) intermediate vocational","88","0.166092115873377","0.132082421909698","0.200101809837056"
"2","2017","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","72","0.199308975586094","0.15356749800991","0.245050453162277"
"2","2017","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","41","0.192526299963501","0.139325754074395","0.245726845852606"
"2","2017","Couple + C. LE and GT 16","(3a) lower tertiary education","23","","",""
"2","2017","Couple + C. LE and GT 16","(3b) higher tertiary education","88","0.236533948206194","0.190333305588338","0.28273459082405"
"3","2017","1-pers.-HH","(0) in school","4","","",""
"3","2017","1-pers.-HH","(1a) inadequately completed","141","0.851729860915022","0.798927754126053","0.904531967703992"
"3","2017","1-pers.-HH","(1b) general elementary school","356","0.777897925615549","0.740478550195469","0.815317301035629"
"3","2017","1-pers.-HH","(1c) basic vocational qualification","677","0.738099449228339","0.709750448707569","0.766448449749109"
"3","2017","1-pers.-HH","(2b) intermediate general qualification","58","0.667766212288926","0.567634245347211","0.767898179230641"
"3","2017","1-pers.-HH","(2a) intermediate vocational","620","0.738190987061462","0.70837278048637","0.768009193636553"
"3","2017","1-pers.-HH","(2c_gen) general maturity certificate","186","0.700831075492556","0.646514587322379","0.755147563662733"
"3","2017","1-pers.-HH","(2c_voc) vocational maturity certificate","280","0.737779259580789","0.693957546675276","0.781600972486302"
"3","2017","1-pers.-HH","(3a) lower tertiary education","234","0.692650871077874","0.642410970465975","0.742890771689774"
"3","2017","1-pers.-HH","(3b) higher tertiary education","524","0.668383005386934","0.63549088934511","0.701275121428759"
"3","2017","(Married) couple without C. ","(0) in school","3","","",""
"3","2017","(Married) couple without C. ","(1a) inadequately completed","109","0.788732144938068","0.723406464284808","0.854057825591328"
"3","2017","(Married) couple without C. ","(1b) general elementary school","402","0.763079582284383","0.72621377042029","0.799945394148476"
"3","2017","(Married) couple without C. ","(1c) basic vocational qualification","1617","0.729561194635836","0.710824752025813","0.748297637245858"
"3","2017","(Married) couple without C. ","(2b) intermediate general qualification","106","0.686795423203997","0.612325191886062","0.761265654521932"
"3","2017","(Married) couple without C. ","(2a) intermediate vocational","1486","0.703825235521916","0.684094767452427","0.723555703591405"
"3","2017","(Married) couple without C. ","(2c_gen) general maturity certificate","161","0.720254292479325","0.663346232073901","0.77716235288475"
"3","2017","(Married) couple without C. ","(2c_voc) vocational maturity certificate","494","0.711871988261794","0.677502040880456","0.746241935643132"
"3","2017","(Married) couple without C. ","(3a) lower tertiary education","539","0.694367576782499","0.662182455208803","0.726552698356194"
"3","2017","(Married) couple without C. ","(3b) higher tertiary education","1011","0.647310713866334","0.623569887822417","0.671051539910251"
"3","2017","Single parent ","(0) in school","128","0.601071158243035","0.531986740884644","0.670155575601426"
"3","2017","Single parent ","(1a) inadequately completed","118","0.765265584488128","0.706080884103748","0.824450284872509"
"3","2017","Single parent ","(1b) general elementary school","165","0.608408726076359","0.549640934063173","0.667176518089544"
"3","2017","Single parent ","(1c) basic vocational qualification","235","0.68930608853282","0.639070473972037","0.739541703093603"
"3","2017","Single parent ","(2b) intermediate general qualification","108","0.764084075946102","0.697244844968995","0.830923306923208"
"3","2017","Single parent ","(2a) intermediate vocational","367","0.637443364252706","0.596044164857017","0.678842563648396"
"3","2017","Single parent ","(2c_gen) general maturity certificate","165","0.643147290350551","0.583998271895971","0.702296308805132"
"3","2017","Single parent ","(2c_voc) vocational maturity certificate","148","0.592965088455888","0.529473737869149","0.656456439042628"
"3","2017","Single parent ","(3a) lower tertiary education","66","0.644009220678738","0.551540490013634","0.736477951343843"
"3","2017","Single parent ","(3b) higher tertiary education","167","0.567928242576994","0.509274263158674","0.626582221995315"
"3","2017","Couple + C. LE 16 ","(0) in school","3","","",""
"3","2017","Couple + C. LE 16 ","(1a) inadequately completed","455","0.587005077528188","0.553688498933414","0.620321656122961"
"3","2017","Couple + C. LE 16 ","(1b) general elementary school","440","0.573593183811442","0.5385477505449","0.608638617077985"
"3","2017","Couple + C. LE 16 ","(1c) basic vocational qualification","578","0.714752308477953","0.684253638690256","0.74525097826565"
"3","2017","Couple + C. LE 16 ","(2b) intermediate general qualification","69","0.61601555995522","0.525943160155655","0.706087959754784"
"3","2017","Couple + C. LE 16 ","(2a) intermediate vocational","966","0.693976897832364","0.669939892714876","0.718013902949851"
"3","2017","Couple + C. LE 16 ","(2c_gen) general maturity certificate","290","0.635889720711923","0.593755341436547","0.678024099987299"
"3","2017","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","608","0.661632385467319","0.630737366386645","0.692527404547993"
"3","2017","Couple + C. LE 16 ","(3a) lower tertiary education","349","0.653170983209731","0.611576546002895","0.694765420416566"
"3","2017","Couple + C. LE 16 ","(3b) higher tertiary education","1066","0.590090848258249","0.566841359922332","0.613340336594166"
"3","2017","Couple + C. GT 16 ","(0) in school","172","0.71880115818218","0.660571867773871","0.777030448590489"
"3","2017","Couple + C. GT 16 ","(1a) inadequately completed","54","0.671175215017598","0.572458955187717","0.76989147484748"
"3","2017","Couple + C. GT 16 ","(1b) general elementary school","210","0.789452828041163","0.740273348742891","0.838632307339436"
"3","2017","Couple + C. GT 16 ","(1c) basic vocational qualification","443","0.783607572921309","0.749861719338417","0.8173534265042"
"3","2017","Couple + C. GT 16 ","(2b) intermediate general qualification","117","0.765642925020951","0.70100933334579","0.830276516696112"
"3","2017","Couple + C. GT 16 ","(2a) intermediate vocational","521","0.793934968937279","0.763885411091013","0.823984526783546"
"3","2017","Couple + C. GT 16 ","(2c_gen) general maturity certificate","258","0.73535797151984","0.689533031757543","0.781182911282137"
"3","2017","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","225","0.763836270823505","0.716403393487832","0.811269148159178"
"3","2017","Couple + C. GT 16 ","(3a) lower tertiary education","152","0.791563182741918","0.733806625203217","0.849319740280619"
"3","2017","Couple + C. GT 16 ","(3b) higher tertiary education","289","0.725864631623901","0.682095090209426","0.769634173038376"
"3","2017","Couple + C. LE and GT 16","(0) in school","244","0.696618369515468","0.648796558788332","0.744440180242604"
"3","2017","Couple + C. LE and GT 16","(1a) inadequately completed","190","0.671497648416504","0.620669690857131","0.722325605975878"
"3","2017","Couple + C. LE and GT 16","(1b) general elementary school","223","0.711551796650385","0.663884498903823","0.759219094396948"
"3","2017","Couple + C. LE and GT 16","(1c) basic vocational qualification","200","0.704943843574246","0.6535070105715","0.756380676576993"
"3","2017","Couple + C. LE and GT 16","(2b) intermediate general qualification","129","0.664821619149146","0.59679908724483","0.732844151053462"
"3","2017","Couple + C. LE and GT 16","(2a) intermediate vocational","336","0.767968906224614","0.7293931821088","0.806544630340428"
"3","2017","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","175","0.644987638421133","0.590196324619208","0.699778952223058"
"3","2017","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","144","0.702059357114494","0.640348915454481","0.763769798774507"
"3","2017","Couple + C. LE and GT 16","(3a) lower tertiary education","83","0.737094709932522","0.656985876768997","0.817203543096047"
"3","2017","Couple + C. LE and GT 16","(3b) higher tertiary education","198","0.639871926725025","0.587682632038008","0.692061221412042"
"4","2017","1-pers.-HH","(0) in school","","","",""
"4","2017","1-pers.-HH","(1a) inadequately completed","1","","",""
"4","2017","1-pers.-HH","(1b) general elementary school","54","0.124934144129079","0.0951681862811418","0.154700101977016"
"4","2017","1-pers.-HH","(1c) basic vocational qualification","146","0.15090654682651","0.127826117010005","0.173986976643015"
"4","2017","1-pers.-HH","(2b) intermediate general qualification","11","","",""
"4","2017","1-pers.-HH","(2a) intermediate vocational","114","0.133675169845627","0.11059332025852","0.156757019432734"
"4","2017","1-pers.-HH","(2c_gen) general maturity certificate","19","","",""
"4","2017","1-pers.-HH","(2c_voc) vocational maturity certificate","41","0.0994765625227233","0.0696570524714918","0.129296072573955"
"4","2017","1-pers.-HH","(3a) lower tertiary education","48","0.150195296795682","0.111294068184338","0.189096525407025"
"4","2017","1-pers.-HH","(3b) higher tertiary education","111","0.147445498414191","0.122674839473001","0.17221615735538"
"4","2017","(Married) couple without C. ","(0) in school","","","",""
"4","2017","(Married) couple without C. ","(1a) inadequately completed","6","","",""
"4","2017","(Married) couple without C. ","(1b) general elementary school","64","0.147642709029913","0.116884964614855","0.178400453444972"
"4","2017","(Married) couple without C. ","(1c) basic vocational qualification","374","0.187876500667088","0.171399845988372","0.204353155345803"
"4","2017","(Married) couple without C. ","(2b) intermediate general qualification","30","0.184813224814428","0.122489982061706","0.24713646756715"
"4","2017","(Married) couple without C. ","(2a) intermediate vocational","350","0.183953857588784","0.167210492271793","0.200697222905774"
"4","2017","(Married) couple without C. ","(2c_gen) general maturity certificate","23","","",""
"4","2017","(Married) couple without C. ","(2c_voc) vocational maturity certificate","88","0.150546533482679","0.123407751606568","0.17768531535879"
"4","2017","(Married) couple without C. ","(3a) lower tertiary education","166","0.195184828661909","0.167494262782341","0.222875394541477"
"4","2017","(Married) couple without C. ","(3b) higher tertiary education","318","0.191427042957802","0.171878943224554","0.21097514269105"
"4","2017","Single parent ","(0) in school","15","","",""
"4","2017","Single parent ","(1a) inadequately completed","5","","",""
"4","2017","Single parent ","(1b) general elementary school","14","","",""
"4","2017","Single parent ","(1c) basic vocational qualification","24","","",""
"4","2017","Single parent ","(2b) intermediate general qualification","12","","",""
"4","2017","Single parent ","(2a) intermediate vocational","50","0.130201335431098","0.101221207470298","0.159181463391898"
"4","2017","Single parent ","(2c_gen) general maturity certificate","27","","",""
"4","2017","Single parent ","(2c_voc) vocational maturity certificate","24","","",""
"4","2017","Single parent ","(3a) lower tertiary education","16","","",""
"4","2017","Single parent ","(3b) higher tertiary education","44","0.28348296779233","0.230118822960347","0.336847112624313"
"4","2017","Couple + C. LE 16 ","(0) in school","1","","",""
