"hlf0071_h","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"1","1986","Hamburg","indirect migration background","","","",""
"1","1986","Lower Saxony","no migration background","6","","",""
"1","1986","Lower Saxony","direct migration background","3","","",""
"1","1986","Lower Saxony","indirect migration background","","","",""
"1","1986","Bremen","no migration background","","","",""
"1","1986","Bremen","direct migration background","","","",""
"1","1986","Bremen","indirect migration background","","","",""
"1","1986","North Rhine-Westphalia","no migration background","1","","",""
"1","1986","North Rhine-Westphalia","direct migration background","2","","",""
"1","1986","North Rhine-Westphalia","indirect migration background","","","",""
"1","1986","Hesse","no migration background","2","","",""
"1","1986","Hesse","direct migration background","5","","",""
"1","1986","Hesse","indirect migration background","","","",""
"1","1986","Rhineland-Palatinate,Saarland","no migration background","2","","",""
"1","1986","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"1","1986","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"1","1986","Baden-Württemberg","no migration background","6","","",""
"1","1986","Baden-Württemberg","direct migration background","7","","",""
"1","1986","Baden-Württemberg","indirect migration background","","","",""
"1","1986","Bavaria","no migration background","10","","",""
"1","1986","Bavaria","direct migration background","3","","",""
"1","1986","Bavaria","indirect migration background","1","","",""
"1","1986","Berlin","no migration background","","","",""
"1","1986","Berlin","direct migration background","1","","",""
"1","1986","Berlin","indirect migration background","1","","",""
"1","1986","Brandenburg","no migration background","","","",""
"1","1986","Brandenburg","direct migration background","","","",""
"1","1986","Brandenburg","indirect migration background","","","",""
"1","1986","Mecklenburg-Western Pomerania","no migration background","","","",""
"1","1986","Mecklenburg-Western Pomerania","direct migration background","","","",""
"1","1986","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"1","1986","Saxony","no migration background","","","",""
"1","1986","Saxony","direct migration background","","","",""
"1","1986","Saxony","indirect migration background","","","",""
"1","1986","Saxony-Anhalt","no migration background","","","",""
"1","1986","Saxony-Anhalt","direct migration background","","","",""
"1","1986","Saxony-Anhalt","indirect migration background","","","",""
"1","1986","Thuringia","no migration background","","","",""
"1","1986","Thuringia","direct migration background","","","",""
"1","1986","Thuringia","indirect migration background","","","",""
"2","1986","Schleswig-Holstein","no migration background","2","","",""
"2","1986","Schleswig-Holstein","direct migration background","2","","",""
"2","1986","Schleswig-Holstein","indirect migration background","","","",""
"2","1986","Hamburg","no migration background","4","","",""
"2","1986","Hamburg","direct migration background","2","","",""
"2","1986","Hamburg","indirect migration background","","","",""
"2","1986","Lower Saxony","no migration background","7","","",""
"2","1986","Lower Saxony","direct migration background","","","",""
"2","1986","Lower Saxony","indirect migration background","","","",""
"2","1986","Bremen","no migration background","5","","",""
"2","1986","Bremen","direct migration background","3","","",""
"2","1986","Bremen","indirect migration background","","","",""
"2","1986","North Rhine-Westphalia","no migration background","33","0.154641708632724","0.109642385768461","0.199641031496986"
"2","1986","North Rhine-Westphalia","direct migration background","26","","",""
"2","1986","North Rhine-Westphalia","indirect migration background","","","",""
"2","1986","Hesse","no migration background","17","","",""
"2","1986","Hesse","direct migration background","11","","",""
"2","1986","Hesse","indirect migration background","","","",""
"2","1986","Rhineland-Palatinate,Saarland","no migration background","13","","",""
"2","1986","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"2","1986","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"2","1986","Baden-Württemberg","no migration background","15","","",""
"2","1986","Baden-Württemberg","direct migration background","22","","",""
"2","1986","Baden-Württemberg","indirect migration background","","","",""
"2","1986","Bavaria","no migration background","10","","",""
"2","1986","Bavaria","direct migration background","4","","",""
"2","1986","Bavaria","indirect migration background","1","","",""
"2","1986","Berlin","no migration background","8","","",""
"2","1986","Berlin","direct migration background","","","",""
"2","1986","Berlin","indirect migration background","","","",""
"2","1986","Brandenburg","no migration background","","","",""
"2","1986","Brandenburg","direct migration background","","","",""
"2","1986","Brandenburg","indirect migration background","","","",""
"2","1986","Mecklenburg-Western Pomerania","no migration background","","","",""
"2","1986","Mecklenburg-Western Pomerania","direct migration background","","","",""
"2","1986","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"2","1986","Saxony","no migration background","","","",""
"2","1986","Saxony","direct migration background","","","",""
"2","1986","Saxony","indirect migration background","","","",""
"2","1986","Saxony-Anhalt","no migration background","","","",""
"2","1986","Saxony-Anhalt","direct migration background","","","",""
"2","1986","Saxony-Anhalt","indirect migration background","","","",""
"2","1986","Thuringia","no migration background","","","",""
"2","1986","Thuringia","direct migration background","","","",""
"2","1986","Thuringia","indirect migration background","","","",""
"3","1986","Schleswig-Holstein","no migration background","25","","",""
"3","1986","Schleswig-Holstein","direct migration background","5","","",""
"3","1986","Schleswig-Holstein","indirect migration background","","","",""
"3","1986","Hamburg","no migration background","16","","",""
"3","1986","Hamburg","direct migration background","9","","",""
"3","1986","Hamburg","indirect migration background","","","",""
"3","1986","Lower Saxony","no migration background","87","0.79361620522774","0.718327528847349","0.868904881608131"
"3","1986","Lower Saxony","direct migration background","20","","",""
"3","1986","Lower Saxony","indirect migration background","","","",""
"3","1986","Bremen","no migration background","6","","",""
"3","1986","Bremen","direct migration background","","","",""
"3","1986","Bremen","indirect migration background","","","",""
"3","1986","North Rhine-Westphalia","no migration background","194","0.751966470378193","0.698216691067062","0.805716249689325"
"3","1986","North Rhine-Westphalia","direct migration background","92","0.764628611771704","0.689350228632023","0.839906994911384"
"3","1986","North Rhine-Westphalia","indirect migration background","10","","",""
"3","1986","Hesse","no migration background","51","0.699389555047923","0.593477975015912","0.805301135079935"
"3","1986","Hesse","direct migration background","18","","",""
"3","1986","Hesse","indirect migration background","1","","",""
"3","1986","Rhineland-Palatinate,Saarland","no migration background","42","0.684248626000186","0.566636511684135","0.801860740316236"
"3","1986","Rhineland-Palatinate,Saarland","direct migration background","19","","",""
"3","1986","Rhineland-Palatinate,Saarland","indirect migration background","2","","",""
"3","1986","Baden-Württemberg","no migration background","105","0.73925453428117","0.666528575723292","0.811980492839048"
"3","1986","Baden-Württemberg","direct migration background","74","0.648666209255634","0.558632154051234","0.738700264460034"
"3","1986","Baden-Württemberg","indirect migration background","5","","",""
"3","1986","Bavaria","no migration background","89","0.762582221585903","0.686451942039852","0.838712501131955"
"3","1986","Bavaria","direct migration background","42","0.798790115647051","0.68982501708351","0.907755214210592"
"3","1986","Bavaria","indirect migration background","4","","",""
"3","1986","Berlin","no migration background","25","","",""
"3","1986","Berlin","direct migration background","7","","",""
"3","1986","Berlin","indirect migration background","","","",""
"3","1986","Brandenburg","no migration background","","","",""
"3","1986","Brandenburg","direct migration background","","","",""
