"hlf0071_h","year","education","n","percent","lower_confidence","upper_confidence"
"2","2014","no degree/no degree yet","286","0.181318988050813","0.1614537776314","0.201184198470226"
"3","2014","lower secondary degree","4946","0.731863989370499","0.721463455806159","0.742264522934839"
"3","2014","secondary school degree","5323","0.698253454313869","0.687949288679907","0.708557619947831"
"3","2014","college entrance qualification","4939","0.668203833651392","0.65751825732459","0.678889409978194"
"3","2014","Other degree","2260","0.663435069419326","0.647334792326641","0.67953534651201"
"3","2014","no degree/no degree yet","986","0.692795932679003","0.669009445321814","0.716582420036193"
"4","2014","lower secondary degree","902","0.145944464852709","0.137655510865788","0.15423341883963"
"4","2014","secondary school degree","864","0.132399997521115","0.124791675392361","0.140008319649869"
"4","2014","college entrance qualification","945","0.144138809214781","0.136168045791833","0.152109572637728"
"4","2014","Other degree","210","0.105578815185482","0.0951085148830064","0.116049115487958"
"4","2014","no degree/no degree yet","90","0.0783193242660286","0.0644664824733854","0.0921721660586718"
"5","2014","lower secondary degree","138","0.027186630144878","0.023368459682456","0.0310048006073"
"5","2014","secondary school degree","101","0.0174491284482221","0.0145097904869656","0.0203884664094786"
"5","2014","college entrance qualification","129","0.0191586507788249","0.016047725133521","0.0222695764241288"
"5","2014","Other degree","11","","",""
"5","2014","no degree/no degree yet","2","","",""
"1","2015","lower secondary degree","160","0.0148724570522978","0.0119223739291339","0.0178225401754617"
"1","2015","secondary school degree","147","0.0146463178151828","0.0118895782349399","0.0174030573954257"
"1","2015","college entrance qualification","133","0.0162532110941631","0.0133401469109798","0.0191662752773465"
"1","2015","Other degree","271","0.0491175644756525","0.0425249136954191","0.0557102152558859"
"1","2015","no degree/no degree yet","90","0.0545764613366423","0.0425787885573448","0.0665741341159399"
"2","2015","lower secondary degree","684","0.076076993499935","0.0696153763584085","0.0825386106414614"
"2","2015","secondary school degree","1076","0.120577639744041","0.113105111175911","0.12805016831217"
"2","2015","college entrance qualification","1187","0.149219271865043","0.141010842190737","0.157427701539348"
"2","2015","Other degree","818","0.16408602770733","0.15278820280223","0.17538385261243"
"2","2015","no degree/no degree yet","300","0.195994534152271","0.175027712476263","0.216961355828279"
"3","2015","lower secondary degree","4686","0.742044358172045","0.73138124276213","0.752707473581961"
"3","2015","secondary school degree","5151","0.710388094239709","0.699979514210059","0.72079667426936"
"3","2015","college entrance qualification","4861","0.666198986889463","0.655335115620282","0.677062858158644"
"3","2015","Other degree","2787","0.676944006976443","0.662678292693447","0.691209721259438"
"3","2015","no degree/no degree yet","895","0.672301897117728","0.647510542770117","0.697093251465339"
"4","2015","lower secondary degree","809","0.142986365203787","0.134454620738108","0.151518109669465"
"4","2015","secondary school degree","811","0.136413596478045","0.12853738859184","0.144289804364249"
"4","2015","college entrance qualification","930","0.148804284149711","0.140605277594019","0.157003290705402"
"4","2015","Other degree","239","0.105065857556965","0.0957117019519611","0.114420013161968"
"4","2015","no degree/no degree yet","89","0.0765372650482408","0.0624953197161028","0.0905792103803788"
"5","2015","lower secondary degree","128","0.0240198260719352","0.0202881658988637","0.0277514862450067"
"5","2015","secondary school degree","110","0.0179743517230222","0.0149255900500605","0.021023113395984"
"5","2015","college entrance qualification","127","0.0195242460016205","0.016336788768627","0.0227117032346139"
"5","2015","Other degree","13","","",""
"5","2015","no degree/no degree yet","3","","",""
"1","2016","lower secondary degree","118","0.0112272599305681","0.00854445531575564","0.0139100645453805"
"1","2016","secondary school degree","135","0.0143112670242369","0.0114751525519924","0.0171473814964813"
"1","2016","college entrance qualification","129","0.0146077223619284","0.0117634272052264","0.0174520175186303"
"1","2016","Other degree","426","0.0415963290613239","0.0360508999689018","0.0471417581537459"
"1","2016","no degree/no degree yet","253","0.0447028001677759","0.0362185679900178","0.0531870323455341"
"2","2016","lower secondary degree","613","0.0766789380755678","0.0699037972031028","0.0834540789480329"
"2","2016","secondary school degree","959","0.122765847902543","0.11492954225768","0.130602153547405"
"2","2016","college entrance qualification","1093","0.155019078745424","0.146438929167908","0.163599228322941"
"2","2016","Other degree","1074","0.178891552531835","0.168246970914264","0.189536134149406"
"2","2016","no degree/no degree yet","494","0.205804662891219","0.189206225676593","0.222403100105846"
"3","2016","lower secondary degree","4352","0.751410955253837","0.740406116900411","0.762415793607264"
"3","2016","secondary school degree","4803","0.720229533091482","0.709510608540088","0.730948457642875"
"3","2016","college entrance qualification","4574","0.659925881255954","0.648695016362368","0.671156746149541"
"3","2016","Other degree","3251","0.675288902482999","0.662283410318181","0.688294394647817"
"3","2016","no degree/no degree yet","1430","0.672179533958665","0.652907098375945","0.691451969541386"
"4","2016","lower secondary degree","730","0.134205185425698","0.125525658553206","0.142884712298191"
"4","2016","secondary school degree","751","0.127102335394388","0.119148561364591","0.135056109424185"
"4","2016","college entrance qualification","931","0.154064754026807","0.145506226749897","0.162623281303716"
"4","2016","Other degree","208","0.0950929381551564","0.0869457163211999","0.103240159989113"
"4","2016","no degree/no degree yet","86","0.072757814674545","0.0620940060505379","0.0834216232985521"
"5","2016","lower secondary degree","112","0.026477661314328","0.022389606732175","0.0305657158964809"
"5","2016","secondary school degree","89","0.0155910165873508","0.0126327329030432","0.0185493002716584"
"5","2016","college entrance qualification","108","0.0163825636098861","0.0133731431280611","0.019391984091711"
"5","2016","Other degree","21","","",""
"5","2016","no degree/no degree yet","16","","",""
"1","2017","lower secondary degree","139","0.0179271500632044","0.0146150074372353","0.0212392926891735"
"1","2017","secondary school degree","144","0.0180316237633065","0.0150552312287325","0.0210080162978805"
"1","2017","college entrance qualification","153","0.0173768663753798","0.0145053769453996","0.0202483558053599"
"1","2017","Other degree","497","0.0451248607359514","0.0395724367773246","0.0506772846945782"
"1","2017","no degree/no degree yet","350","0.0586681984946978","0.0500267764601681","0.0673096205292274"
"2","2017","lower secondary degree","608","0.0750755540130862","0.0684977042133844","0.0816534038127879"
"2","2017","secondary school degree","1048","0.121898835507992","0.114580773381448","0.129216897634537"
"2","2017","college entrance qualification","1233","0.149384785860809","0.141551431802242","0.157218139919376"
"2","2017","Other degree","1158","0.146675863080646","0.137212669366303","0.156139056794989"
"2","2017","no degree/no degree yet","607","0.173751944299141","0.159819332521756","0.187684556076526"
"3","2017","lower secondary degree","4503","0.737996946920605","0.727020494247814","0.748973399593396"
"3","2017","secondary school degree","5493","0.716701740319786","0.706622791962441","0.726780688677131"
"3","2017","college entrance qualification","5363","0.672738259979693","0.662427309990916","0.683049209968471"
"3","2017","Other degree","3473","0.699131976884016","0.686864111877385","0.711399841890647"
"3","2017","no degree/no degree yet","1773","0.709936079371538","0.693249437144699","0.726622721598377"
"4","2017","lower secondary degree","784","0.140059645842831","0.131396567792798","0.148722723892864"
"4","2017","secondary school degree","904","0.130185888277139","0.122658935053245","0.137712841501034"
"4","2017","college entrance qualification","1066","0.141733213852933","0.134068870194935","0.149397557510932"
"4","2017","Other degree","220","0.0967572201932004","0.0888496085949335","0.104664831791467"
"4","2017","no degree/no degree yet","103","0.0530099991934349","0.0447711971195984","0.0612488012672714"
"5","2017","lower secondary degree","131","0.0289407031602736","0.0247560548434514","0.0331253514770958"
"5","2017","secondary school degree","89","0.0131819121317758","0.0106307868070702","0.0157330374564815"
"5","2017","college entrance qualification","140","0.0187668739311846","0.015784857253537","0.0217488906088321"
"5","2017","Other degree","21","","",""
"5","2017","no degree/no degree yet","8","","",""
"1","2018","lower secondary degree","144","0.015519802484943","0.0123403220078841","0.0186992829620018"
"1","2018","secondary school degree","137","0.0148193138596233","0.0120560383778746","0.017582589341372"
"1","2018","college entrance qualification","133","0.0144889674969568","0.0118192517334824","0.0171586832604312"
"1","2018","Other degree","434","0.0401082651721288","0.0345963709929113","0.0456201593513462"
"1","2018","no degree/no degree yet","279","0.0483552470753705","0.0400729631635192","0.0566375309872217"
"2","2018","lower secondary degree","585","0.0839446128520756","0.0768117010003587","0.0910775247037925"
"2","2018","secondary school degree","980","0.118322019588385","0.110935497937038","0.125708541239733"
"2","2018","college entrance qualification","1189","0.148448074888557","0.140504638646728","0.156391511130386"
"2","2018","Other degree","1007","0.134642713921382","0.125053964666039","0.144231463176725"
"2","2018","no degree/no degree yet","604","0.187568148353314","0.172496390841702","0.202639905864926"
"3","2018","lower secondary degree","4228","0.730154449961819","0.718736856541053","0.741572043382585"
"3","2018","secondary school degree","5297","0.719731674899622","0.709460396327215","0.73000295347203"
"3","2018","college entrance qualification","5207","0.669578646678281","0.659069912369659","0.680087380986903"
"3","2018","Other degree","3183","0.723677764228987","0.711115921910066","0.736239606547908"
"3","2018","no degree/no degree yet","1576","0.699057333695734","0.681348532516145","0.716766134875323"
"4","2018","lower secondary degree","736","0.143749524021779","0.134725230847271","0.152773817196287"
"4","2018","secondary school degree","830","0.132852458581299","0.125090282550316","0.140614634612282"
"4","2018","college entrance qualification","1055","0.150486339766706","0.142498133242567","0.158474546290846"
"4","2018","Other degree","223","0.0962013379389589","0.0879181176892792","0.104484558188638"
"4","2018","no degree/no degree yet","103","0.0526554821248055","0.0440323180084351","0.0612786462411759"
"5","2018","lower secondary degree","113","0.0266316106793835","0.0224902132361685","0.0307730081225984"
"5","2018","secondary school degree","101","0.0142745330710703","0.0115617745581622","0.0169872915839785"
"5","2018","college entrance qualification","112","0.0169979711694994","0.0141100102448903","0.0198859320941085"
"5","2018","Other degree","21","","",""
"5","2018","no degree/no degree yet","15","","",""
"1","2019","lower secondary degree","117","0.0139486961458646","0.010830776779327","0.0170666155124023"
"1","2019","secondary school degree","131","0.0129999856507134","0.0104440584201646","0.0155559128812621"
"1","2019","college entrance qualification","131","0.0186052016374032","0.0157478394189688","0.0214625638558376"
"1","2019","Other degree","344","0.0414883701250567","0.0354986415503493","0.047478098699764"
"1","2019","no degree/no degree yet","310","0.0701802568536739","0.0599109682663417","0.0804495454410062"
"2","2019","lower secondary degree","513","0.0830155175188104","0.075680368355018","0.0903506666826028"
"2","2019","secondary school degree","860","0.111908420773614","0.104794996237323","0.119021845309905"
"2","2019","college entrance qualification","1159","0.141167378671024","0.133804499513593","0.148530257828455"
"2","2019","Other degree","830","0.129469549328834","0.119385822682155","0.139553275975512"
"2","2019","no degree/no degree yet","487","0.163166911550758","0.148312037678186","0.178021785423329"
"3","2019","lower secondary degree","4004","0.735559757538634","0.723834535634734","0.747284979442533"
"3","2019","secondary school degree","5439","0.720161030973317","0.710031545786091","0.730290516160544"
"3","2019","college entrance qualification","5854","0.674036671342808","0.664124875088829","0.683948467596787"
"3","2019","Other degree","2856","0.727888617533493","0.714521090197069","0.741256144869918"
"3","2019","no degree/no degree yet","1480","0.707877505010574","0.689596710936099","0.726158299085049"
"4","2019","lower secondary degree","695","0.143465632288783","0.134146088530225","0.15278517604734"
"4","2019","secondary school degree","965","0.137793321875308","0.130015853655707","0.145570790094909"
"4","2019","college entrance qualification","1281","0.149377717501427","0.141840040584349","0.156915394418506"
"4","2019","Other degree","204","0.0949394540239123","0.0861348983491934","0.103744009698631"
"4","2019","no degree/no degree yet","86","0.0482173735543775","0.0396053707651029","0.056829376343652"
"5","2019","lower secondary degree","106","0.0240103965079086","0.019940619831251","0.0280801731845661"
"5","2019","secondary school degree","150","0.0171372407270478","0.0142088072861129","0.0200656741679827"
"5","2019","college entrance qualification","166","0.0168130308473378","0.0140942932483245","0.0195317684463512"
"5","2019","Other degree","24","","",""
"5","2019","no degree/no degree yet","14","","",""
