"hlf0071_h","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence","value"
"A little too small","2006","35-65 y.","Not Employed","348","0.145352523774508","0.132522461066505","0.158182586482512","2"
"A little too small","2006","35-65 y.","Employed","1313","0.151565077573855","0.14436166220711","0.1587684929406","2"
"A little too small","2006","66 and older","Not Employed","193","0.0514023343115975","0.0447202099330158","0.0580844586901793","2"
"A little too small","2006","66 and older","Employed","14","","","","2"
"Just right","2006","16-34 y.","Not Employed","1288","0.692588976412951","0.67121930698565","0.713958645840252","3"
"Just right","2006","16-34 y.","Employed","2571","0.690452534854499","0.675450463859497","0.705454605849501","3"
"Just right","2006","35-65 y.","Not Employed","2123","0.715293379996611","0.698866129906619","0.731720630086603","3"
"Just right","2006","35-65 y.","Employed","6982","0.717821079424086","0.708780422174338","0.726861736673834","3"
"Just right","2006","66 and older","Not Employed","3166","0.759444112786255","0.746509959209259","0.772378266363252","3"
"Just right","2006","66 and older","Employed","201","0.721443522190105","0.669848608249176","0.773038436131034","3"
"Much too big","2006","16-34 y.","Not Employed","18","","","","5"
"Much too big","2006","35-65 y.","Not Employed","50","0.0139514716035646","0.00968191143978934","0.0182210317673399","5"
"Much too big","2006","16-34 y.","Employed","18","","","","5"
"Much too big","2006","35-65 y.","Employed","109","0.0126994040567797","0.0104501112877963","0.0149486968257631","5"
"Much too big","2006","66 and older","Not Employed","98","0.0221736767766054","0.0177178138037725","0.0266295397494382","5"
"Much too big","2006","66 and older","Employed","14","","","","5"
"Much too small","2006","16-34 y.","Not Employed","60","0.0504724785523701","0.0403337990954685","0.0606111580092717","1"
"Much too small","2006","16-34 y.","Employed","96","0.0287835945096947","0.0233579517514436","0.0342092372679458","1"
"Much too small","2006","35-65 y.","Not Employed","41","0.0217402807017662","0.0164316362087418","0.0270489251947907","1"
"Much too small","2006","35-65 y.","Employed","129","0.0176373013610605","0.0149931785896654","0.0202814241324556","1"
"Much too small","2006","66 and older","Not Employed","8","","","","1"
"Much too small","2006","66 and older","Employed","","","","","1"
"A little too big","2007","16-34 y.","Employed","204","0.0515885987673315","0.0441425908968393","0.0590346066378237","4"
"A little too big","2007","16-34 y.","Not Employed","101","0.0547986872833103","0.043893142736703","0.0657042318299177","4"
"A little too big","2007","35-65 y.","Not Employed","299","0.108605011809825","0.0965119871495119","0.120698036470138","4"
"A little too big","2007","35-65 y.","Employed","943","0.101262424796331","0.0950054706453304","0.107519378947331","4"
"A little too big","2007","66 and older","Not Employed","705","0.164192965198511","0.152882588545906","0.175503341851117","4"
"A little too big","2007","66 and older","Employed","57","0.213297733537185","0.164705698407391","0.261889768666979","4"
"A little too small","2007","16-34 y.","Not Employed","304","0.198058195678932","0.178961072192489","0.217155319165375","2"
"A little too small","2007","16-34 y.","Employed","700","0.2073872660177","0.193739241067408","0.221035290967992","2"
"A little too small","2007","35-65 y.","Not Employed","326","0.145709199468907","0.131996553555256","0.159421845382557","2"
"A little too small","2007","35-65 y.","Employed","1272","0.150529606353371","0.143112962100887","0.157946250605855","2"
"A little too small","2007","66 and older","Not Employed","180","0.0489550235940106","0.0423671395889048","0.0555429075991163","2"
"A little too small","2007","66 and older","Employed","12","","","","2"
"Just right","2007","16-34 y.","Employed","2391","0.709029696216391","0.693739791175892","0.724319601256889","3"
"Just right","2007","16-34 y.","Not Employed","1213","0.697670867553653","0.675663635960456","0.719678099146851","3"
"Just right","2007","35-65 y.","Not Employed","1852","0.714189415889939","0.696629567191119","0.73174926458876","3"
"Just right","2007","35-65 y.","Employed","6530","0.724906138866994","0.715644161831282","0.734168115902706","3"
"Just right","2007","66 and older","Not Employed","3124","0.762690414747735","0.749701329470438","0.775679500025033","3"
"Just right","2007","66 and older","Employed","198","0.733095122154874","0.68062341575681","0.785566828552939","3"
"Much too big","2007","16-34 y.","Employed","20","","","","5"
"Much too big","2007","16-34 y.","Not Employed","10","","","","5"
"Much too big","2007","35-65 y.","Not Employed","39","0.0138606220897486","0.00931665243104307","0.0184045917484542","5"
"Much too big","2007","35-65 y.","Employed","88","0.00959984011565336","0.00757747431521338","0.0116222059160933","5"
"Much too big","2007","66 and older","Not Employed","107","0.023200588748778","0.0186043880833065","0.0277967894142495","5"
"Much too big","2007","66 and older","Employed","6","","","","5"
"Much too small","2007","16-34 y.","Not Employed","45","0.0415618232745279","0.0319980456729797","0.0511256008760762","1"
"Much too small","2007","16-34 y.","Employed","75","0.0270605233434238","0.0215984283330206","0.0325226183538271","1"
"Much too small","2007","35-65 y.","Not Employed","27","","","","1"
"Much too small","2007","35-65 y.","Employed","97","0.0137019898676515","0.0112908730012857","0.0161131067340172","1"
"Much too small","2007","66 and older","Not Employed","5","","","","1"
"Much too small","2007","66 and older","Employed","","","","","1"
"A little too big","2008","16-34 y.","Not Employed","103","0.0801355360467337","0.0661609618494108","0.0941101102440565","4"
"A little too big","2008","16-34 y.","Employed","184","0.055637488558794","0.0476580637230032","0.0636169133945848","4"
"A little too big","2008","35-65 y.","Not Employed","273","0.111470573657647","0.0983909055119715","0.124550241803323","4"
"A little too big","2008","35-65 y.","Employed","902","0.102785135086524","0.0963060156889582","0.109264254484089","4"
"A little too big","2008","66 and older","Employed","58","0.211785993904433","0.164598975262709","0.258973012546157","4"
"A little too big","2008","66 and older","Not Employed","717","0.173312356052121","0.161679228467535","0.184945483636707","4"
"A little too small","2008","16-34 y.","Employed","625","0.217355482707024","0.202997744401746","0.231713221012302","2"
"A little too small","2008","16-34 y.","Not Employed","274","0.208460047182922","0.187552074398809","0.229368019967035","2"
"A little too small","2008","35-65 y.","Not Employed","243","0.124374281970396","0.110658984001937","0.138089579938854","2"
"A little too small","2008","35-65 y.","Employed","1176","0.152249804417848","0.144584755715959","0.159914853119737","2"
"A little too small","2008","66 and older","Not Employed","176","0.0471281932340248","0.0406153797825792","0.0536410066854703","2"
"A little too small","2008","66 and older","Employed","14","","","","2"
"Just right","2008","16-34 y.","Not Employed","1029","0.676927208907358","0.652856700291089","0.700997717523627","3"
"Just right","2008","16-34 y.","Employed","2280","0.693781139146864","0.67773591927402","0.709826359019707","3"
"Just right","2008","35-65 y.","Not Employed","1651","0.7341930954863","0.715833251921091","0.752552939051509","3"
"Just right","2008","35-65 y.","Employed","6167","0.715277769855707","0.705649446883012","0.724906092828402","3"
"Just right","2008","66 and older","Employed","208","0.694173806950402","0.640960126452911","0.747387487447893","3"
"Just right","2008","66 and older","Not Employed","3026","0.746361204038077","0.732989296203057","0.759733111873097","3"
"Much too big","2008","16-34 y.","Employed","18","","","","5"
"Much too big","2008","16-34 y.","Not Employed","12","","","","5"
"Much too big","2008","35-65 y.","Not Employed","36","0.0190569253279313","0.0133745617442885","0.0247392889115741","5"
"Much too big","2008","35-65 y.","Employed","99","0.0139448775912834","0.0114430317402258","0.0164467234423411","5"
"Much too big","2008","66 and older","Not Employed","141","0.0313668468914092","0.0260097919366975","0.0367239018461209","5"
"Much too big","2008","66 and older","Employed","8","","","","5"
"Much too small","2008","16-34 y.","Not Employed","32","0.0238526130775599","0.0159986334646016","0.0317065926905182","1"
"Much too small","2008","16-34 y.","Employed","63","0.0235574502973277","0.0182777903702831","0.0288371102243723","1"
"Much too small","2008","35-65 y.","Not Employed","21","","","","1"
"Much too small","2008","35-65 y.","Employed","95","0.0157424130486378","0.013086629754181","0.0183981963430945","1"
"Much too small","2008","66 and older","Not Employed","7","","","","1"
"Much too small","2008","66 and older","Employed","","","","","1"
"A little too big","2009","16-34 y.","Not Employed","96","0.0608913206801552","0.0477551279038156","0.0740275134564949","4"
"A little too big","2009","16-34 y.","Employed","236","0.0773171396326423","0.0677048547484846","0.0869294245168","4"
"A little too big","2009","35-65 y.","Not Employed","241","0.111626614538957","0.0975883374496976","0.125664891628216","4"
"A little too big","2009","35-65 y.","Employed","901","0.112036835750045","0.105104368961476","0.118969302538614","4"
"A little too big","2009","66 and older","Employed","68","0.232146092075133","0.185521740796295","0.278770443353971","4"
"A little too big","2009","66 and older","Not Employed","731","0.184091425515087","0.171915577898275","0.1962672731319","4"
"A little too small","2009","16-34 y.","Not Employed","267","0.210151630728728","0.18777100965258","0.232532251804877","2"
"A little too small","2009","16-34 y.","Employed","637","0.228878402056153","0.213759287500316","0.243997516611989","2"
"A little too small","2009","35-65 y.","Not Employed","213","0.13780495200745","0.122438721695915","0.153171182318985","2"
"A little too small","2009","66 and older","Not Employed","161","0.0435050359632057","0.0370962940104131","0.0499137779159984","2"
"A little too small","2009","35-65 y.","Employed","1122","0.163156484793345","0.155035023051425","0.171277946535264","2"
"A little too small","2009","66 and older","Employed","16","","","","2"
"Just right","2009","16-34 y.","Not Employed","852","0.669444142457857","0.643602894052987","0.695285390862727","3"
"Just right","2009","16-34 y.","Employed","1999","0.657681781264557","0.640605809414124","0.674757753114989","3"
"Just right","2009","35-65 y.","Not Employed","1414","0.714975439557115","0.694851228288278","0.735099650825951","3"
"Just right","2009","35-65 y.","Employed","5729","0.694904916279542","0.684784690486433","0.705025142072651","3"
"Just right","2009","66 and older","Not Employed","2859","0.738591436404955","0.724786839983034","0.752396032826875","3"
"Just right","2009","66 and older","Employed","223","0.693378485526008","0.642459551019441","0.744297420032574","3"
"Much too big","2009","16-34 y.","Not Employed","13","","","","5"
"Much too big","2009","16-34 y.","Employed","21","","","","5"
"Much too big","2009","35-65 y.","Not Employed","37","0.0236289931960796","0.0168578467010793","0.03040013969108","5"
"Much too big","2009","35-65 y.","Employed","98","0.0124320005034195","0.00999663629387615","0.0148673647129628","5"
"Much too big","2009","66 and older","Not Employed","135","0.0320350651129185","0.0265027833202061","0.0375673469056309","5"
"Much too big","2009","66 and older","Employed","7","","","","5"
"Much too small","2009","16-34 y.","Not Employed","45","0.0482215671987585","0.0364530301373039","0.0599901042602131","1"
"Much too small","2009","16-34 y.","Employed","73","0.0247131831481571","0.019125998319209","0.0303003679771052","1"
"Much too small","2009","35-65 y.","Not Employed","28","","","","1"
"Much too small","2009","35-65 y.","Employed","102","0.0174697626736491","0.0145902010951041","0.020349324252194","1"
"Much too small","2009","66 and older","Not Employed","6","","","","1"
"Much too small","2009","66 and older","Employed","1","","","","1"
"A little too big","2010","16-34 y.","Not Employed","127","0.0802161678907482","0.0694096184692355","0.0910227173122609","4"
"A little too big","2010","35-65 y.","Not Employed","243","0.100943681474139","0.0894039344428431","0.112483428505434","4"
"A little too big","2010","16-34 y.","Employed","290","0.0773215426143055","0.0695331036088988","0.0851099816197122","4"
"A little too big","2010","66 and older","Not Employed","724","0.191434268903804","0.178858872725527","0.204009665082081","4"
"A little too big","2010","35-65 y.","Employed","968","0.101321519507296","0.0956225903591593","0.107020448655433","4"
"A little too big","2010","66 and older","Employed","70","0.208009852395297","0.162383774077314","0.25363593071328","4"
"A little too small","2010","16-34 y.","Not Employed","672","0.242926548482255","0.225864950633273","0.259988146331237","2"
"A little too small","2010","16-34 y.","Employed","1129","0.203737608070687","0.191992995866318","0.215482220275056","2"
"A little too small","2010","35-65 y.","Not Employed","474","0.155941768522069","0.142044459894648","0.169839077149489","2"
"A little too small","2010","35-65 y.","Employed","1916","0.16061217899651","0.153677748362276","0.167546609630745","2"
"A little too small","2010","66 and older","Not Employed","149","0.0416099776977377","0.0352269893458145","0.0479929660496609","2"
"A little too small","2010","66 and older","Employed","25","","","","2"
"Just right","2010","16-34 y.","Not Employed","1439","0.628307992349217","0.60908189635829","0.647534088340144","3"
"Just right","2010","16-34 y.","Employed","2909","0.690931607308646","0.677456885594788","0.704406329022503","3"
"Just right","2010","35-65 y.","Not Employed","1730","0.696384135968687","0.67877046276486","0.713997809172514","3"
"Just right","2010","35-65 y.","Employed","7499","0.708697067058778","0.700115966610827","0.717278167506729","3"
"Just right","2010","66 and older","Not Employed","2749","0.72928639091564","0.715084104471557","0.743488677359724","3"
"Just right","2010","66 and older","Employed","190","0.613966288074498","0.559239976548896","0.668692599600101","3"
"Much too big","2010","16-34 y.","Not Employed","12","","","","5"
"Much too big","2010","16-34 y.","Employed","22","","","","5"
"Much too big","2010","35-65 y.","Not Employed","51","0.0247024975096591","0.0187568075630463","0.0306481874562719","5"
"Much too big","2010","35-65 y.","Employed","109","0.0144362418010694","0.0121835090361593","0.0166889745659795","5"
"Much too big","2010","66 and older","Not Employed","134","0.0372281795788509","0.0311768368066118","0.0432795223510899","5"
"Much too big","2010","66 and older","Employed","19","","","","5"
"Much too small","2010","16-34 y.","Not Employed","177","0.0367570749323269","0.0292710444945415","0.0442431053701124","1"
"Much too small","2010","16-34 y.","Employed","168","0.0190354367649583","0.0150508520900858","0.0230200214398308","1"
"Much too small","2010","35-65 y.","Not Employed","120","0.0220279165254462","0.01640562695328","0.0276502060976125","1"
"Much too small","2010","35-65 y.","Employed","278","0.0149329926363462","0.0126424069019692","0.0172235783707232","1"
"Much too small","2010","66 and older","Not Employed","4","","","","1"
"Much too small","2010","66 and older","Employed","","","","","1"
"A little too big","2011","16-34 y.","Not Employed","141","0.0705897229448994","0.0608375896672526","0.0803418562225462","4"
"A little too big","2011","16-34 y.","Employed","334","0.080978799390866","0.073172997566332","0.0887846012154","4"
"A little too big","2011","35-65 y.","Not Employed","343","0.112453632522065","0.101531500429088","0.123375764615042","4"
"A little too big","2011","35-65 y.","Employed","1302","0.117202358644447","0.111721061567339","0.122683655721554","4"
"A little too big","2011","66 and older","Not Employed","894","0.18125710968605","0.170385076830509","0.192129142541591","4"
"A little too big","2011","66 and older","Employed","105","0.282247312194527","0.237346235015388","0.327148389373666","4"
"A little too small","2011","16-34 y.","Not Employed","624","0.20370508450288","0.188370816123566","0.219039352882194","2"
"A little too small","2011","16-34 y.","Employed","1092","0.200038030117124","0.18859186400081","0.211484196233439","2"
"A little too small","2011","35-65 y.","Not Employed","533","0.135277283950168","0.123452967983994","0.147101599916342","2"
"A little too small","2011","35-65 y.","Employed","2339","0.158370094338267","0.152148785660198","0.164591403016336","2"
"A little too small","2011","66 and older","Not Employed","186","0.0401936986001679","0.034650502481033","0.0457368947193028","2"
"A little too small","2011","66 and older","Employed","28","","","","2"
"Just right","2011","16-34 y.","Not Employed","1719","0.681550234800573","0.663812647072936","0.699287822528209","3"
"Just right","2011","16-34 y.","Employed","3070","0.689567334884328","0.676328763050897","0.702805906717758","3"
"Just right","2011","35-65 y.","Not Employed","2179","0.713163400122684","0.697526993303241","0.728799806942127","3"
"Just right","2011","35-65 y.","Employed","9173","0.696976547631873","0.689145285048738","0.704807810215008","3"
"Just right","2011","66 and older","Employed","238","0.590726858659558","0.541675118406822","0.639778598912294","3"
"Just right","2011","66 and older","Not Employed","3569","0.737213857270637","0.724791974248064","0.74963574029321","3"
"Much too big","2011","16-34 y.","Employed","30","0.00860830666262032","0.00596498148809688","0.0112516318371438","5"
"Much too big","2011","16-34 y.","Not Employed","9","","","","5"
"Much too big","2011","35-65 y.","Not Employed","46","0.0197584497393065","0.0149470865435674","0.0245698129350457","5"
"Much too big","2011","35-65 y.","Employed","130","0.0128984756091335","0.0109756730677423","0.0148212781505246","5"
"Much too big","2011","66 and older","Not Employed","166","0.0387773104667298","0.0333286429349319","0.0442259779985277","5"
"Much too big","2011","66 and older","Employed","15","","","","5"
"Much too small","2011","16-34 y.","Not Employed","157","0.0409247870679429","0.0333817767509053","0.0484677973849805","1"
"Much too small","2011","16-34 y.","Employed","166","0.0208075289450615","0.0167232689945187","0.0248917888956043","1"
"Much too small","2011","35-65 y.","Not Employed","113","0.019347233665776","0.0145852026233391","0.0241092647082128","1"
"Much too small","2011","35-65 y.","Employed","285","0.0145525237762797","0.0125118645722242","0.0165931829803353","1"
"Much too small","2011","66 and older","Not Employed","8","","","","1"
"Much too small","2011","66 and older","Employed","","","","","1"
"A little too big","2012","16-34 y.","Employed","320","0.091684399583452","0.0832264848447602","0.100142314322144","4"
"A little too big","2012","16-34 y.","Not Employed","141","0.0743118123563755","0.0638621635319079","0.0847614611808432","4"
"A little too big","2012","35-65 y.","Not Employed","318","0.111766125584592","0.100656802037983","0.122875449131201","4"
"A little too big","2012","35-65 y.","Employed","1276","0.114127997602246","0.108664874798227","0.119591120406265","4"
"A little too big","2012","66 and older","Not Employed","975","0.193939263384959","0.182802667698959","0.205075859070958","4"
"A little too big","2012","66 and older","Employed","87","0.199425103577872","0.161120511016286","0.237729696139458","4"
"A little too small","2012","16-34 y.","Not Employed","550","0.170928017761051","0.155929679106502","0.185926356415601","2"
"A little too small","2012","16-34 y.","Employed","995","0.200182061131804","0.18845456381807","0.211909558445537","2"
"A little too small","2012","35-65 y.","Employed","2084","0.140311353014968","0.134344073542405","0.14627863248753","2"
"A little too small","2012","35-65 y.","Not Employed","490","0.132766772853109","0.120802632329388","0.144730913376831","2"
"A little too small","2012","66 and older","Not Employed","192","0.0432010519957732","0.0374745000536686","0.0489276039378777","2"
"A little too small","2012","66 and older","Employed","27","","","","2"
"Just right","2012","16-34 y.","Not Employed","1577","0.695348809014403","0.677011179012344","0.713686439016462","3"
"Just right","2012","16-34 y.","Employed","2976","0.677608033732027","0.663909358414155","0.691306709049899","3"
"Just right","2012","35-65 y.","Employed","9236","0.714775861459905","0.707018081566237","0.722533641353574","3"
"Just right","2012","35-65 y.","Not Employed","2137","0.713614267227897","0.697674708189574","0.729553826266221","3"
"Just right","2012","66 and older","Employed","285","0.679056110145565","0.63430257600477","0.723809644286359","3"
"Just right","2012","66 and older","Not Employed","3491","0.726055767526264","0.713493970581063","0.738617564471464","3"
"Much too big","2012","16-34 y.","Not Employed","19","","","","5"
"Much too big","2012","16-34 y.","Employed","22","","","","5"
"Much too big","2012","35-65 y.","Not Employed","59","0.0238350574094625","0.018456837503771","0.029213277315154","5"
"Much too big","2012","35-65 y.","Employed","141","0.0133477077594146","0.0113759898307846","0.0153194256880445","5"
"Much too big","2012","66 and older","Not Employed","180","0.0356255243342585","0.0304046987509322","0.0408463499175849","5"
"Much too big","2012","66 and older","Employed","18","","","","5"
"Much too small","2012","16-34 y.","Not Employed","133","0.0510046814857312","0.0422391659673714","0.0597701970040909","1"
"Much too small","2012","16-34 y.","Employed","159","0.0240576642806436","0.0195667372095437","0.0285485913517435","1"
"Much too small","2012","35-65 y.","Not Employed","86","0.0180177769249388","0.0133277939407913","0.0227077599090863","1"
"Much too small","2012","35-65 y.","Employed","276","0.0174370801634668","0.0151881475449371","0.0196860127819966","1"
"Much too small","2012","66 and older","Not Employed","4","","","","1"
"Much too small","2012","66 and older","Employed","1","","","","1"
"A little too big","2013","16-34 y.","Not Employed","239","0.0738136334719027","0.0660364800694679","0.0815907868743374","4"
"A little too big","2013","16-34 y.","Employed","300","0.0912910444031724","0.0824726685364418","0.100109420269903","4"
"A little too big","2013","35-65 y.","Not Employed","400","0.0914208332422725","0.0837253079059896","0.0991163585785554","4"
"A little too big","2013","35-65 y.","Employed","1267","0.125744277854306","0.119901875096235","0.131586680612376","4"
"A little too big","2013","66 and older","Not Employed","895","0.190611705125332","0.179345195372705","0.20187821487796","4"
"A little too big","2013","66 and older","Employed","97","0.23836425679632","0.198369867350617","0.278358646242023","4"
"A little too small","2013","16-34 y.","Not Employed","1015","0.212179492525093","0.200018513891522","0.224340471158664","2"
"A little too small","2013","16-34 y.","Employed","845","0.171536648909275","0.159994751084526","0.183078546734024","2"
"A little too small","2013","35-65 y.","Not Employed","1019","0.154955371511416","0.145293140024742","0.16461760299809","2"
"A little too small","2013","35-65 y.","Employed","1946","0.124234519341531","0.118422284026913","0.13004675465615","2"
"A little too small","2013","66 and older","Not Employed","216","0.0474354711667456","0.0413382076363456","0.0535327346971457","2"
"A little too small","2013","66 and older","Employed","27","","","","2"
"Just right","2013","16-34 y.","Not Employed","2796","0.649086142226502","0.634890514240815","0.66328177021219","3"
"Just right","2013","16-34 y.","Employed","2775","0.697639295329515","0.683577516729486","0.711701073929544","3"
"Just right","2013","35-65 y.","Not Employed","3650","0.706495149960979","0.694336187126701","0.718654112795257","3"
"Just right","2013","35-65 y.","Employed","8788","0.72143566206585","0.713536342253001","0.729334981878699","3"
"Just right","2013","66 and older","Not Employed","3378","0.722466781298804","0.70962271372124","0.735310848876367","3"
"Just right","2013","66 and older","Employed","295","0.642455239597038","0.597467777564551","0.687442701629524","3"
"Much too big","2013","16-34 y.","Not Employed","19","","","","5"
"Much too big","2013","16-34 y.","Employed","29","","","","5"
"Much too big","2013","35-65 y.","Not Employed","56","0.0139672441869039","0.0108337035466467","0.0171007848271612","5"
"Much too big","2013","35-65 y.","Employed","133","0.0163863020730453","0.0141492252533751","0.0186233788927155","5"
"Much too big","2013","66 and older","Not Employed","164","0.0366764434352023","0.0312848659419596","0.0420680209284449","5"
"Much too big","2013","66 and older","Employed","16","","","","5"
"Much too small","2013","16-34 y.","Not Employed","273","0.0563673285733858","0.0495074189773893","0.0632272381693822","1"
"Much too small","2013","16-34 y.","Employed","149","0.0251390461748495","0.0203460415309243","0.0299320508187748","1"
"Much too small","2013","35-65 y.","Not Employed","263","0.0331614010984285","0.028380302242284","0.037942499954573","1"
"Much too small","2013","35-65 y.","Employed","238","0.0121992386652676","0.0102649148556572","0.014133562474878","1"
"Much too small","2013","66 and older","Not Employed","16","","","","1"
"Much too small","2013","66 and older","Employed","1","","","","1"
"A little too big","2014","16-34 y.","Not Employed","148","0.0629821925883286","0.0535254423469526","0.0724389428297045","4"
"A little too big","2014","35-65 y.","Not Employed","276","0.114744404735793","0.103140637747126","0.126348171724459","4"
"A little too big","2014","16-34 y.","Employed","313","0.0842843786980059","0.0762717506475723","0.0922970067484396","4"
"A little too big","2014","35-65 y.","Employed","1329","0.130393060281562","0.12453475773244","0.136251362830683","4"
"A little too big","2014","66 and older","Not Employed","915","0.199042827986289","0.187401438106338","0.21068421786624","4"
"A little too big","2014","66 and older","Employed","103","0.210191092548269","0.173703223397396","0.246678961699143","4"
"A little too small","2014","16-34 y.","Not Employed","562","0.197739336287164","0.182234635323969","0.213244037250359","2"
"A little too small","2014","16-34 y.","Employed","1042","0.214471923456754","0.202633681659352","0.226310165254157","2"
"A little too small","2014","35-65 y.","Not Employed","473","0.13977859162086","0.127153796065269","0.15240338717645","2"
"A little too small","2014","35-65 y.","Employed","2101","0.136531804198942","0.130558382890676","0.142505225507207","2"
"A little too small","2014","66 and older","Not Employed","197","0.0445565806478236","0.0385408922206859","0.0505722690749613","2"
"A little too small","2014","66 and older","Employed","27","","","","2"
"Just right","2014","16-34 y.","Not Employed","1641","0.666627050772147","0.648275796443896","0.684978305100398","3"
"Just right","2014","16-34 y.","Employed","3049","0.663322732954719","0.649692902171866","0.676952563737572","3"
"Just right","2014","35-65 y.","Not Employed","1993","0.69970237592874","0.683013329501819","0.716391422355662","3"
"Just right","2014","35-65 y.","Employed","8816","0.702237851128371","0.694282489585434","0.710193212671309","3"
"Just right","2014","66 and older","Employed","329","0.675033818572389","0.633090558485238","0.71697707865954","3"
"Just right","2014","66 and older","Not Employed","3235","0.716170124766975","0.703025019337973","0.729315230195977","3"
"Much too big","2014","16-34 y.","Not Employed","11","","","","5"
"Much too big","2014","16-34 y.","Employed","26","","","","5"
"Much too big","2014","35-65 y.","Not Employed","36","0.0146550523498486","0.0102799649364532","0.0190301397632439","5"
"Much too big","2014","35-65 y.","Employed","138","0.0148222318645119","0.0127199198994223","0.0169245438296015","5"
"Much too big","2014","66 and older","Not Employed","157","0.0376079210227768","0.0320611197905072","0.0431547222550464","5"
"Much too big","2014","66 and older","Employed","20","","","","5"
"Much too small","2014","16-34 y.","Not Employed","173","0.0676691581030278","0.0578913947641225","0.0774469214419331","1"
"Much too small","2014","16-34 y.","Employed","188","0.0298491068741083","0.0249410855480301","0.0347571282001865","1"
"Much too small","2014","35-65 y.","Not Employed","120","0.031119575364759","0.0247976287765092","0.0374415219530089","1"
"Much too small","2014","35-65 y.","Employed","308","0.0160150525266135","0.0138311086658787","0.0181989963873484","1"
"Much too small","2014","66 and older","Not Employed","15","","","","1"
"Much too small","2014","66 and older","Employed","","","","","1"
"A little too big","2015","16-34 y.","Employed","304","0.100109838759372","0.0909758210375279","0.109243856481217","4"
"A little too big","2015","16-34 y.","Not Employed","173","0.0709425778420568","0.0619443100934367","0.0799408455906768","4"
"A little too big","2015","35-65 y.","Not Employed","283","0.102555800837074","0.0921480506738152","0.112963551000333","4"
"A little too big","2015","35-65 y.","Employed","1198","0.125761240708508","0.119825660760194","0.131696820656823","4"
"A little too big","2015","66 and older","Not Employed","892","0.202886458049996","0.191066902390095","0.214706013709896","4"
"A little too big","2015","66 and older","Employed","99","0.200573735898237","0.165956469550594","0.235191002245881","4"
"A little too small","2015","16-34 y.","Not Employed","718","0.190440137946485","0.176677937534915","0.204202338358056","2"
"A little too small","2015","16-34 y.","Employed","829","0.181850829686248","0.170112599879027","0.193589059493469","2"
"A little too small","2015","35-65 y.","Not Employed","572","0.134046978436792","0.122358749852166","0.145735207021418","2"
"A little too small","2015","35-65 y.","Employed","1915","0.135594778544642","0.129466268563547","0.141723288525737","2"
"A little too small","2015","66 and older","Employed","25","","","","2"
"A little too small","2015","66 and older","Not Employed","188","0.0423032643853454","0.0363874373112574","0.0482190914594333","2"
"Just right","2015","16-34 y.","Employed","2805","0.675663224086017","0.66141725638387","0.689909191788165","3"
"Just right","2015","16-34 y.","Not Employed","2012","0.68750193042959","0.671255992828897","0.703747868030282","3"
"Just right","2015","35-65 y.","Not Employed","2202","0.71845827979812","0.703029017115888","0.733887542480352","3"
"Just right","2015","35-65 y.","Employed","8493","0.707223749305897","0.699078187102972","0.715369311508822","3"
"Just right","2015","66 and older","Employed","362","0.690166542955218","0.650189778707034","0.730143307203401","3"
"Just right","2015","66 and older","Not Employed","3186","0.71424752431154","0.700969486562099","0.72752556206098","3"
"Much too big","2015","16-34 y.","Not Employed","9","","","","5"
"Much too big","2015","16-34 y.","Employed","24","","","","5"
"Much too big","2015","35-65 y.","Not Employed","32","0.0121508069278672","0.008392252005958","0.0159093618497764","5"
"Much too big","2015","35-65 y.","Employed","126","0.0126616795289604","0.0106601897388485","0.0146631693190723","5"
"Much too big","2015","66 and older","Not Employed","172","0.0388745047067313","0.0331933448512221","0.0445556645622404","5"
"Much too big","2015","66 and older","Employed","27","","","","5"
"Much too small","2015","16-34 y.","Not Employed","215","0.0495735215620115","0.0419655601802138","0.0571814829438093","1"
"Much too small","2015","35-65 y.","Not Employed","175","0.0327881340001467","0.0266788238336532","0.0388974441666401","1"
"Much too small","2015","35-65 y.","Employed","256","0.0187585519119924","0.016329916512331","0.0211871873116538","1"
"Much too small","2015","16-34 y.","Employed","186","0.0337438794607131","0.0282488205639377","0.0392389383574885","1"
"Much too small","2015","66 and older","Not Employed","9","","","","1"
"Much too small","2015","66 and older","Employed","1","","","","1"
"A little too big","2016","16-34 y.","Not Employed","155","0.0779501607966513","0.0693315450920544","0.0865687765012483","4"
"A little too big","2016","16-34 y.","Employed","286","0.08637069345406","0.0777415884439299","0.0949997984641902","4"
"A little too big","2016","35-65 y.","Not Employed","225","0.0917210483144459","0.0824867704465624","0.100955326182329","4"
"A little too big","2016","35-65 y.","Employed","1180","0.126151399621738","0.12010075205328","0.132202047190196","4"
"A little too big","2016","66 and older","Employed","89","0.187768254529958","0.153571862089166","0.22196464697075","4"
"A little too big","2016","66 and older","Not Employed","836","0.195597960469311","0.183735213980319","0.207460706958304","4"
"A little too small","2016","16-34 y.","Not Employed","834","0.194368977375712","0.181647622262095","0.20709033248933","2"
"A little too small","2016","16-34 y.","Employed","866","0.198018351279593","0.185776912209522","0.210259790349663","2"
"A little too small","2016","35-65 y.","Not Employed","736","0.140955239597151","0.129822364989865","0.152088114204437","2"
"A little too small","2016","35-65 y.","Employed","1876","0.143781975515791","0.137387835685057","0.150176115346525","2"
"A little too small","2016","66 and older","Employed","15","","","","2"
