"hlf0071_h","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"Just right","1997","Thuringia","Rural Area","362","0.787175846743224","0.749893440653405","0.824458252833043"
"A little too big","1997","Schleswig-Holstein","Urban Area","6","","",""
"A little too big","1997","Schleswig-Holstein","Rural Area","23","","",""
"A little too big","1997","Hamburg","Urban Area","4","","",""
"A little too big","1997","Hamburg","Rural Area","","","",""
"A little too big","1997","Lower Saxony","Urban Area","44","0.0860981940778866","0.0627399604726181","0.109456427683155"
"A little too big","1997","Lower Saxony","Rural Area","57","0.145545057734098","0.113997133673987","0.177092981794208"
"A little too big","1997","Bremen","Urban Area","12","","",""
"A little too big","1997","Bremen","Rural Area","","","",""
"A little too big","1997","North Rhine-Westphalia","Urban Area","177","0.0984000415049186","0.0865280240874947","0.110272058922342"
"A little too big","1997","North Rhine-Westphalia","Rural Area","12","","",""
"A little too big","1997","Hesse","Urban Area","38","0.0737217969854925","0.0546076664554244","0.0928359275155606"
"A little too big","1997","Hesse","Rural Area","18","","",""
"A little too big","1997","Rhineland-Palatinate,Saarland","Urban Area","31","0.0722787636308746","0.0510019757243885","0.0935555515373607"
"A little too big","1997","Rhineland-Palatinate,Saarland","Rural Area","9","","",""
"A little too big","1997","Baden-Württemberg","Urban Area","85","0.0958508715372161","0.0810025390284784","0.110699204045954"
"A little too big","1997","Baden-Württemberg","Rural Area","20","","",""
"A little too big","1997","Bavaria","Urban Area","59","0.0985673959682236","0.0780902624903727","0.119044529446074"
"A little too big","1997","Bavaria","Rural Area","65","0.112894890086175","0.0911146658391233","0.134675114333227"
"A little too big","1997","Berlin","Urban Area","27","","",""
"A little too big","1997","Berlin","Rural Area","","","",""
"A little too big","1997","Brandenburg","Urban Area","1","","",""
"A little too big","1997","Brandenburg","Rural Area","43","0.0977266687128218","0.0734132299218413","0.122040107503802"
"A little too big","1997","Mecklenburg-Western Pomerania","Urban Area","","","",""
"A little too big","1997","Mecklenburg-Western Pomerania","Rural Area","20","","",""
"A little too big","1997","Saxony","Urban Area","60","0.111859501334781","0.0857540411079136","0.137964961561649"
"A little too big","1997","Saxony","Rural Area","34","0.0861950858146044","0.0623241838990997","0.110065987730109"
"A little too big","1997","Saxony-Anhalt","Urban Area","14","","",""
"A little too big","1997","Saxony-Anhalt","Rural Area","33","0.0997656187437148","0.0725850901419596","0.12694614734547"
"A little too big","1997","Thuringia","Urban Area","19","","",""
"A little too big","1997","Thuringia","Rural Area","16","","",""
"Much too big","1997","Schleswig-Holstein","Urban Area","","","",""
"Much too big","1997","Schleswig-Holstein","Rural Area","","","",""
"Much too big","1997","Hamburg","Urban Area","","","",""
"Much too big","1997","Hamburg","Rural Area","","","",""
"Much too big","1997","Lower Saxony","Urban Area","6","","",""
"Much too big","1997","Lower Saxony","Rural Area","4","","",""
"Much too big","1997","Bremen","Urban Area","","","",""
"Much too big","1997","Bremen","Rural Area","","","",""
"Much too big","1997","North Rhine-Westphalia","Urban Area","13","","",""
"Much too big","1997","North Rhine-Westphalia","Rural Area","","","",""
"Much too big","1997","Hesse","Urban Area","4","","",""
"Much too big","1997","Hesse","Rural Area","3","","",""
"Much too big","1997","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Much too big","1997","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Much too big","1997","Baden-Württemberg","Urban Area","","","",""
"Much too big","1997","Baden-Württemberg","Rural Area","","","",""
"Much too big","1997","Bavaria","Urban Area","6","","",""
"Much too big","1997","Bavaria","Rural Area","5","","",""
"Much too big","1997","Berlin","Urban Area","1","","",""
"Much too big","1997","Berlin","Rural Area","","","",""
"Much too big","1997","Brandenburg","Urban Area","","","",""
"Much too big","1997","Brandenburg","Rural Area","3","","",""
"Much too big","1997","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Much too big","1997","Mecklenburg-Western Pomerania","Rural Area","3","","",""
"Much too big","1997","Saxony","Urban Area","1","","",""
"Much too big","1997","Saxony","Rural Area","3","","",""
"Much too big","1997","Saxony-Anhalt","Urban Area","","","",""
"Much too big","1997","Saxony-Anhalt","Rural Area","1","","",""
"Much too big","1997","Thuringia","Urban Area","","","",""
"Much too big","1997","Thuringia","Rural Area","5","","",""
"Much too small","1998","Schleswig-Holstein","Urban Area","5","","",""
"Much too small","1998","Schleswig-Holstein","Rural Area","3","","",""
"Much too small","1998","Hamburg","Urban Area","12","","",""
"Much too small","1998","Hamburg","Rural Area","","","",""
"Much too small","1998","Lower Saxony","Urban Area","8","","",""
"Much too small","1998","Lower Saxony","Rural Area","","","",""
"Much too small","1998","Bremen","Urban Area","","","",""
"Much too small","1998","Bremen","Rural Area","","","",""
"Much too small","1998","North Rhine-Westphalia","Urban Area","105","0.0309642398543553","0.0244267996242012","0.0375016800845094"
"Much too small","1998","North Rhine-Westphalia","Rural Area","","","",""
"Much too small","1998","Hesse","Urban Area","33","0.0317001586247797","0.0194128088232005","0.0439875084263589"
"Much too small","1998","Hesse","Rural Area","2","","",""
"Much too small","1998","Rhineland-Palatinate,Saarland","Urban Area","12","","",""
"Much too small","1998","Rhineland-Palatinate,Saarland","Rural Area","6","","",""
"Much too small","1998","Baden-Württemberg","Urban Area","38","0.0301600191534254","0.0217376097007276","0.0385824286061233"
"Much too small","1998","Baden-Württemberg","Rural Area","4","","",""
"Much too small","1998","Bavaria","Urban Area","31","0.0344166329568836","0.0224868938080668","0.0463463721057003"
"Much too small","1998","Bavaria","Rural Area","20","","",""
"Much too small","1998","Berlin","Urban Area","22","","",""
"Much too small","1998","Berlin","Rural Area","","","",""
"Much too small","1998","Brandenburg","Urban Area","2","","",""
"Much too small","1998","Brandenburg","Rural Area","12","","",""
"Much too small","1998","Mecklenburg-Western Pomerania","Urban Area","2","","",""
"Much too small","1998","Mecklenburg-Western Pomerania","Rural Area","6","","",""
"Much too small","1998","Saxony","Urban Area","21","","",""
"Much too small","1998","Saxony","Rural Area","15","","",""
"Much too small","1998","Saxony-Anhalt","Urban Area","6","","",""
"Much too small","1998","Saxony-Anhalt","Rural Area","6","","",""
"Much too small","1998","Thuringia","Urban Area","2","","",""
"Much too small","1998","Thuringia","Rural Area","6","","",""
"A little too small","1998","Schleswig-Holstein","Urban Area","27","","",""
"A little too small","1998","Schleswig-Holstein","Rural Area","14","","",""
"A little too small","1998","Hamburg","Urban Area","28","","",""
"A little too small","1998","Hamburg","Rural Area","","","",""
"A little too small","1998","Lower Saxony","Urban Area","114","0.179270237076238","0.148905324041012","0.209635150111463"
"A little too small","1998","Lower Saxony","Rural Area","57","0.103010886821453","0.0776068990335331","0.128414874609373"
"A little too small","1998","Bremen","Urban Area","25","","",""
"A little too small","1998","Bremen","Rural Area","","","",""
"A little too small","1998","North Rhine-Westphalia","Urban Area","463","0.148997214892186","0.135558362502022","0.16243606728235"
"A little too small","1998","North Rhine-Westphalia","Rural Area","2","","",""
"A little too small","1998","Hesse","Urban Area","128","0.139903480757768","0.115575255462364","0.164231706053172"
"A little too small","1998","Hesse","Rural Area","19","","",""
"A little too small","1998","Rhineland-Palatinate,Saarland","Urban Area","94","0.147975507592402","0.119420924259871","0.176530090924932"
"A little too small","1998","Rhineland-Palatinate,Saarland","Rural Area","29","","",""
"A little too small","1998","Baden-Württemberg","Urban Area","237","0.124531475663316","0.108271108874019","0.140791842452612"
"A little too small","1998","Baden-Württemberg","Rural Area","34","0.204918884045856","0.15006427376769","0.259773494324022"
"A little too small","1998","Bavaria","Urban Area","204","0.190199367737219","0.164516385008644","0.215882350465794"
"A little too small","1998","Bavaria","Rural Area","112","0.10214365496446","0.0828863541974143","0.121400955731506"
"A little too small","1998","Berlin","Urban Area","129","0.270525411085648","0.232634046438648","0.308416775732648"
"A little too small","1998","Berlin","Rural Area","","","",""
"A little too small","1998","Brandenburg","Urban Area","8","","",""
"A little too small","1998","Brandenburg","Rural Area","100","0.165886257870169","0.135921892710402","0.195850623029935"
"A little too small","1998","Mecklenburg-Western Pomerania","Urban Area","12","","",""
"A little too small","1998","Mecklenburg-Western Pomerania","Rural Area","61","0.146792202456236","0.109978218751987","0.183606186160485"
"A little too small","1998","Saxony","Urban Area","95","0.160898446252395","0.131148754460457","0.190648138044332"
"A little too small","1998","Saxony","Rural Area","84","0.135646596501052","0.108248361289635","0.163044831712469"
"A little too small","1998","Saxony-Anhalt","Urban Area","40","0.223388559034857","0.164777498261715","0.281999619807999"
"A little too small","1998","Saxony-Anhalt","Rural Area","78","0.119747093988267","0.0912323389668605","0.148261849009673"
"A little too small","1998","Thuringia","Urban Area","37","0.178172792261301","0.127492748148962","0.228852836373641"
"A little too small","1998","Thuringia","Rural Area","63","0.098754979235715","0.0727865876422619","0.124723370829168"
"Just right","1998","Schleswig-Holstein","Urban Area","140","0.727671813349697","0.66470502389065","0.790638602808745"
"Just right","1998","Schleswig-Holstein","Rural Area","119","0.693109863574062","0.622307656876173","0.76391207027195"
"Just right","1998","Hamburg","Urban Area","97","0.59395201164264","0.514832865127434","0.673071158157845"
"Just right","1998","Hamburg","Rural Area","","","",""
"Just right","1998","Lower Saxony","Urban Area","435","0.705457129382083","0.669372069964378","0.741542188799788"
"Just right","1998","Lower Saxony","Rural Area","405","0.7134830489696","0.675696803935803","0.751269294003396"
"Just right","1998","Bremen","Urban Area","65","0.65727219803993","0.564709777469506","0.749834618610353"
"Just right","1998","Bremen","Rural Area","","","",""
"Just right","1998","North Rhine-Westphalia","Urban Area","1911","0.719697948854982","0.702746926830562","0.736648970879402"
"Just right","1998","North Rhine-Westphalia","Rural Area","53","0.765580881117124","0.661792160562312","0.869369601671936"
"Just right","1998","Hesse","Urban Area","549","0.722731288299753","0.69133621982743","0.754126356772076"
"Just right","1998","Hesse","Rural Area","116","0.834087932558519","0.774356921871547","0.893818943245492"
"Just right","1998","Rhineland-Palatinate,Saarland","Urban Area","426","0.714971532149112","0.678668461348231","0.751274602949993"
"Just right","1998","Rhineland-Palatinate,Saarland","Rural Area","130","0.728300555472992","0.664026030537987","0.792575080407996"
"Just right","1998","Baden-Württemberg","Urban Area","1180","0.740275438550818","0.718681906614153","0.761868970487483"
"Just right","1998","Baden-Württemberg","Rural Area","146","0.675276531395315","0.61163888773524","0.73891417505539"
"Just right","1998","Bavaria","Urban Area","587","0.67245612433669","0.64174338259392","0.703168866079461"
"Just right","1998","Bavaria","Rural Area","739","0.770535789525176","0.743797096506274","0.797274482544077"
"Just right","1998","Berlin","Urban Area","341","0.629171692096081","0.587971223388166","0.670372160803996"
"Just right","1998","Berlin","Rural Area","","","",""
"Just right","1998","Brandenburg","Urban Area","13","","",""
"Just right","1998","Brandenburg","Rural Area","438","0.726095889915252","0.690171988041617","0.762019791788888"
"Just right","1998","Mecklenburg-Western Pomerania","Urban Area","40","0.599276449954671","0.468572940168073","0.729979959741269"
"Just right","1998","Mecklenburg-Western Pomerania","Rural Area","259","0.722217702955912","0.675624747230442","0.768810658681382"
"Just right","1998","Saxony","Urban Area","403","0.695930559764971","0.658685504402166","0.733175615127776"
"Just right","1998","Saxony","Rural Area","436","0.719840765936824","0.683907792571303","0.755773739302346"
"Just right","1998","Saxony-Anhalt","Urban Area","128","0.655093741006227","0.588205544107619","0.721981937904834"
