"hlf0071_h","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence"
"A little too small","2017","Urban Area","West Germany","3065","0.130881100977171","0.125978739499109","0.135783462455233"
"A little too small","2017","Urban Area","East Germany","453","0.175266576360668","0.159570992180904","0.190962160540433"
"A little too small","2017","Rural Area","West Germany","836","0.0869310323306567","0.0802283540199311","0.0936337106413823"
"A little too small","2017","Rural Area","East Germany","534","0.114460350763473","0.10464676409834","0.124273937428605"
"Just right","2017","Urban Area","West Germany","12244","0.706764209148851","0.700147027951282","0.71338139034642"
"Just right","2017","Urban Area","East Germany","1530","0.732867815013719","0.714601662978906","0.751133967048531"
"Just right","2017","Rural Area","West Germany","4731","0.686955886746617","0.67592332512496","0.697988448368275"
"Just right","2017","Rural Area","East Germany","2944","0.745532460337202","0.732106489657625","0.758958431016779"
"A little too big","2017","Urban Area","West Germany","1730","0.118126577270382","0.113435158493989","0.122817996046775"
"A little too big","2017","Urban Area","East Germany","171","0.0633777522736466","0.0533195170891741","0.0734359874581192"
"A little too big","2017","Rural Area","West Germany","862","0.183112323260893","0.173911024651063","0.192313621870722"
"A little too big","2017","Rural Area","East Germany","385","0.11038353047653","0.100724138995996","0.120042921957065"
"Much too big","2017","Urban Area","West Germany","221","0.0179326697023751","0.0160037223653026","0.0198616170394475"
"Much too big","2017","Urban Area","East Germany","13","","",""
"Much too big","2017","Rural Area","West Germany","123","0.0289255851978082","0.0249383073555342","0.0329128630400821"
"Much too big","2017","Rural Area","East Germany","39","0.00862549770686029","0.00577508874493162","0.011475906668789"
"Much too small","2018","Urban Area","West Germany","868","0.0219883060433668","0.0198099488772669","0.0241666632094668"
"Much too small","2018","Urban Area","East Germany","82","0.0221828630841505","0.0160742678221576","0.0282914583461435"
"Much too small","2018","Rural Area","West Germany","179","0.011985702467122","0.00930111253676871","0.0146702923974754"
"Much too small","2018","Rural Area","East Germany","103","0.0164713244205949","0.0124869253380768","0.0204557235031129"
"A little too small","2018","Urban Area","West Germany","2920","0.131372072969155","0.126354085194822","0.136390060743488"
"A little too small","2018","Urban Area","East Germany","422","0.165499652036054","0.150085645704639","0.180913658367468"
"A little too small","2018","Rural Area","West Germany","799","0.102992135310023","0.0954938018087502","0.110490468811295"
"A little too small","2018","Rural Area","East Germany","510","0.102627270457332","0.0931272863136983","0.112127254600965"
"Just right","2018","Urban Area","West Germany","11717","0.708681597645074","0.701932111410709","0.71543108387944"
"Just right","2018","Urban Area","East Germany","1573","0.742505855421726","0.724370029032233","0.76064168181122"
"Just right","2018","Rural Area","West Germany","4361","0.671618344526908","0.660032830300324","0.683203858753492"
"Just right","2018","Rural Area","East Germany","2913","0.760550737544982","0.747191677395892","0.773909797694071"
"A little too big","2018","Urban Area","West Germany","1697","0.121793388356389","0.116935233142259","0.12665154357052"
"A little too big","2018","Urban Area","East Germany","138","0.0609836342226874","0.0510582583784712","0.0709090100669036"
"A little too big","2018","Rural Area","West Germany","860","0.187144181022389","0.177522310258128","0.19676605178665"
"A little too big","2018","Rural Area","East Germany","364","0.114681556301951","0.104706815884173","0.124656296719729"
"Much too big","2018","Urban Area","West Germany","207","0.016164634986014","0.0142913435644573","0.0180379264075707"
"Much too big","2018","Urban Area","East Germany","18","","",""
"Much too big","2018","Rural Area","West Germany","113","0.026259636673558","0.0223147862685157","0.0302044870786004"
"Much too big","2018","Rural Area","East Germany","30","0.00566911127514065","0.0033187857685032","0.0080194367817781"
"Much too small","2019","Urban Area","West Germany","802","0.0254751043068083","0.0230611376214872","0.0278890709921293"
"Much too small","2019","Urban Area","East Germany","51","0.02437487266594","0.0171207332665499","0.0316290120653302"
"Much too small","2019","Rural Area","West Germany","123","0.00835620825434747","0.00606865265251177","0.0106437638561832"
"Much too small","2019","Rural Area","East Germany","91","0.0170623547887326","0.0129927169873573","0.0211319925901079"
"A little too small","2019","Urban Area","West Germany","2347","0.119914564954809","0.114937478296061","0.124891651613558"
"A little too small","2019","Urban Area","East Germany","285","0.160592845654745","0.143321639794607","0.177864051514884"
"A little too small","2019","Rural Area","West Germany","690","0.0928609023561462","0.085567291717692","0.1001545129946"
"A little too small","2019","Rural Area","East Germany","477","0.0979270317991841","0.0885870631103388","0.107267000488029"
"Just right","2019","Urban Area","West Germany","11201","0.712813655201461","0.705881844151122","0.7197454662518"
"Just right","2019","Urban Area","East Germany","1225","0.726647388241614","0.705682299601838","0.747612476881391"
"Just right","2019","Rural Area","West Germany","4310","0.693703859511224","0.682120167540531","0.705287551481918"
"Just right","2019","Rural Area","East Germany","2844","0.754997918660681","0.741482451723663","0.768513385597699"
"A little too big","2019","Urban Area","West Germany","1747","0.123516716162773","0.118475776433793","0.128557655891753"
"A little too big","2019","Urban Area","East Germany","163","0.084800979819518","0.0716961483871882","0.0979058112518478"
"A little too big","2019","Rural Area","West Germany","835","0.181269322457138","0.171588285672572","0.190950359241703"
"A little too big","2019","Rural Area","East Germany","437","0.126087525997068","0.115656108651082","0.136518943343055"
"Much too big","2019","Urban Area","West Germany","269","0.0182799593741484","0.0162275770814425","0.0203323416668542"
"Much too big","2019","Urban Area","East Germany","12","","",""
"Much too big","2019","Rural Area","West Germany","125","0.0238097074211441","0.0199785195029391","0.0276408953393491"
"Much too big","2019","Rural Area","East Germany","41","0.00392516875433331","0.00196023261579285","0.00589010489287378"
