"plj0047","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Big worries","2007","general elemantary","Rural Area","183","0.256652860178773","0.225161257500267","0.288144462857279","1"
"Big worries","2007","middle vocational","Urban Area","1775","0.275652283431621","0.264791054861518","0.286513512001723","1"
"Big worries","2007","middle vocational","Rural Area","980","0.262487804661387","0.248459705943046","0.276515903379729","1"
"Big worries","2007","vocational + Abi","Urban Area","228","0.251906740559222","0.223241347452018","0.280572133666426","1"
"Big worries","2007","vocational + Abi","Rural Area","90","0.387057778219108","0.330998595638466","0.44311696079975","1"
"Big worries","2007","higher vocational","Urban Area","249","0.285461177783734","0.256681298738453","0.314241056829016","1"
"Big worries","2007","higher vocational","Rural Area","154","0.282965636275242","0.246212278860988","0.319718993689495","1"
"Big worries","2007","higher education","Urban Area","851","0.277251360129804","0.261544069546261","0.292958650713347","1"
"Big worries","2007","higher education","Rural Area","394","0.317802646775188","0.292062310152182","0.343542983398195","1"
"No worries","2007","in school","Urban Area","45","0.164851618790492","0.11636909024263","0.213334147338355","3"
"No worries","2007","in school","Rural Area","28","","","","3"
"No worries","2007","inadequately","Urban Area","43","0.278390228125361","0.207137008448034","0.349643447802688","3"
"No worries","2007","inadequately","Rural Area","21","","","","3"
"No worries","2007","general elemantary","Urban Area","379","0.255402246514811","0.232925307780109","0.277879185249513","3"
"No worries","2007","general elemantary","Rural Area","183","0.246424836409723","0.215355541421711","0.277494131397736","3"
"No worries","2007","middle vocational","Urban Area","1324","0.204902749864718","0.195091854868766","0.21471364486067","3"
"No worries","2007","middle vocational","Rural Area","747","0.201689883441344","0.188896438070264","0.214483328812423","3"
"No worries","2007","vocational + Abi","Urban Area","142","0.17043390608352","0.14560465431999","0.19526315784705","3"
"No worries","2007","vocational + Abi","Rural Area","43","0.131857773173309","0.092917642810345","0.170797903536272","3"
"No worries","2007","higher vocational","Urban Area","149","0.159126280747638","0.135816463505521","0.182436097989755","3"
"No worries","2007","higher vocational","Rural Area","95","0.14833810730292","0.119336627471261","0.177339587134579","3"
"No worries","2007","higher education","Urban Area","494","0.160863973831918","0.147972090284463","0.173755857379374","3"
"No worries","2007","higher education","Rural Area","156","0.131546004110662","0.112861021791716","0.150230986429609","3"
"Some worries","2007","in school","Urban Area","116","0.545356858540397","0.480294089371111","0.610419627709683","2"
"Some worries","2007","in school","Rural Area","52","0.501358543553643","0.40957515939723","0.593141927710055","2"
"Some worries","2007","inadequately","Urban Area","70","0.459261445828368","0.380038687532924","0.538484204123812","2"
"Some worries","2007","inadequately","Rural Area","31","0.426172342558719","0.3050173059382","0.547327379179238","2"
"Some worries","2007","general elemantary","Urban Area","662","0.457356927615682","0.431679665944545","0.483034189286819","2"
"Some worries","2007","general elemantary","Rural Area","373","0.496922303411504","0.460873766028944","0.532970840794063","2"
"Some worries","2007","middle vocational","Urban Area","3403","0.519444966703662","0.507300849643685","0.531589083763638","2"
"Some worries","2007","middle vocational","Rural Area","2052","0.535822311897269","0.519921760954719","0.551722862839819","2"
"Some worries","2007","vocational + Abi","Urban Area","511","0.577659353357257","0.545043594918096","0.610275111796419","2"
"Some worries","2007","vocational + Abi","Rural Area","157","0.481084448607583","0.423579119362317","0.53858977785285","2"
"Some worries","2007","higher vocational","Urban Area","548","0.555412541468628","0.523746850610367","0.587078232326889","2"
"Some worries","2007","higher vocational","Rural Area","328","0.568696256421838","0.528285964944333","0.609106547899344","2"
"Some worries","2007","higher education","Urban Area","1775","0.561884666038277","0.544475073333186","0.579294258743369","2"
"Some worries","2007","higher education","Rural Area","707","0.550651349114149","0.523152752704158","0.57814994552414","2"
"Big worries","2008","in school","Urban Area","67","0.309778157024629","0.250783614888283","0.368772699160976","1"
"Big worries","2008","in school","Rural Area","28","","","","1"
"Big worries","2008","inadequately","Urban Area","31","0.276556813461949","0.201103971303714","0.352009655620184","1"
"Big worries","2008","inadequately","Rural Area","10","","","","1"
"Big worries","2008","general elemantary","Urban Area","320","0.254272287546438","0.230922414788767","0.27762216030411","1"
"Big worries","2008","general elemantary","Rural Area","151","0.253170389568212","0.220488221884999","0.285852557251424","1"
"Big worries","2008","middle vocational","Urban Area","1530","0.250108072722977","0.239277376401024","0.260938769044931","1"
"Big worries","2008","middle vocational","Rural Area","782","0.233677970933865","0.219792832636621","0.247563109231108","1"
"Big worries","2008","vocational + Abi","Urban Area","165","0.190463195741505","0.163668739424636","0.217257652058374","1"
"Big worries","2008","vocational + Abi","Rural Area","66","0.281226819523281","0.22769799022961","0.334755648816951","1"
"Big worries","2008","higher vocational","Urban Area","225","0.264432122894914","0.235359083164395","0.293505162625434","1"
"Big worries","2008","higher vocational","Rural Area","135","0.254466518555177","0.217279472338232","0.291653564772123","1"
"Big worries","2008","higher education","Urban Area","637","0.214255486462949","0.199558481273727","0.228952491652171","1"
"Big worries","2008","higher education","Rural Area","276","0.229288661420693","0.205504128258144","0.253073194583242","1"
"No worries","2008","in school","Urban Area","55","0.205802746266935","0.154222683901699","0.257382808632171","3"
"No worries","2008","in school","Rural Area","28","","","","3"
"No worries","2008","inadequately","Urban Area","43","0.23693566560173","0.165209600834289","0.308661730369171","3"
"No worries","2008","inadequately","Rural Area","15","","","","3"
"No worries","2008","general elemantary","Urban Area","358","0.260696084964298","0.237155154768791","0.284237015159805","3"
"No worries","2008","general elemantary","Rural Area","167","0.239291003692665","0.207223430364552","0.271358577020778","3"
"No worries","2008","middle vocational","Urban Area","1315","0.212061019678365","0.201838218821613","0.222283820535118","3"
"No worries","2008","middle vocational","Rural Area","768","0.203219899190176","0.190016430996536","0.216423367383817","3"
"No worries","2008","vocational + Abi","Urban Area","152","0.19633680116608","0.169231201919119","0.223442400413042","3"
"No worries","2008","vocational + Abi","Rural Area","54","0.163458635874755","0.119432447161262","0.207484824588249","3"
"No worries","2008","higher vocational","Urban Area","157","0.17062212238822","0.1458241682782","0.195420076498239","3"
"No worries","2008","higher vocational","Rural Area","100","0.228648217993253","0.192792952922712","0.264503483063793","3"
"No worries","2008","higher education","Urban Area","596","0.212044427241908","0.197402896276605","0.226685958207212","3"
"No worries","2008","higher education","Rural Area","190","0.170464647280845","0.149188544495459","0.191740750066232","3"
"Some worries","2008","in school","Urban Area","114","0.484419096708436","0.420658682631774","0.548179510785097","2"
"Some worries","2008","in school","Rural Area","60","0.554077878246125","0.463622579797698","0.644533176694551","2"
"Some worries","2008","inadequately","Urban Area","61","0.486507520936321","0.402194814668695","0.570820227203947","2"
"Some worries","2008","inadequately","Rural Area","25","","","","2"
"Some worries","2008","general elemantary","Urban Area","658","0.485031627489263","0.45823252992582","0.511830725052707","2"
"Some worries","2008","general elemantary","Rural Area","362","0.507538606739123","0.469962284548064","0.545114928930182","2"
"Some worries","2008","middle vocational","Urban Area","3297","0.537830907598657","0.525362341485795","0.55029947371152","2"
"Some worries","2008","middle vocational","Rural Area","2018","0.563102129875959","0.546827196591721","0.579377063160197","2"
"Some worries","2008","vocational + Abi","Urban Area","508","0.613200003092415","0.579967318793615","0.646432687391215","2"
"Some worries","2008","vocational + Abi","Rural Area","151","0.555314544601964","0.496150285230854","0.614478803973074","2"
"Some worries","2008","higher vocational","Urban Area","502","0.564945754716866","0.532264626659655","0.597626882774077","2"
"Some worries","2008","higher vocational","Rural Area","292","0.51688526345157","0.474220926445368","0.559549600457773","2"
"Some worries","2008","higher education","Urban Area","1761","0.573700086295143","0.555985856549336","0.591414316040949","2"
"Some worries","2008","higher education","Rural Area","734","0.600246691298462","0.572531467559278","0.627961915037645","2"
"Big worries","2009","in school","Urban Area","45","0.247253877148936","0.189452654739147","0.305055099558725","1"
"Big worries","2009","in school","Rural Area","25","","","","1"
"Big worries","2009","inadequately","Urban Area","28","","","","1"
"Big worries","2009","inadequately","Rural Area","9","","","","1"
"Big worries","2009","general elemantary","Urban Area","243","0.244300604369579","0.21987788766388","0.268723321075278","1"
"Big worries","2009","general elemantary","Rural Area","109","0.200036083226779","0.167866588567837","0.232205577885721","1"
"Big worries","2009","middle vocational","Urban Area","1116","0.1942683854389","0.183939371430945","0.204597399446856","1"
"Big worries","2009","middle vocational","Rural Area","625","0.197168631286423","0.183820790298571","0.210516472274275","1"
"Big worries","2009","vocational + Abi","Urban Area","140","0.213481499127393","0.184057306979056","0.24290569127573","1"
"Big worries","2009","vocational + Abi","Rural Area","65","0.279577069134344","0.224601131369979","0.334553006898709","1"
"Big worries","2009","higher vocational","Urban Area","175","0.246510956511283","0.216867648908615","0.27615426411395","1"
"Big worries","2009","higher vocational","Rural Area","96","0.1862599183777","0.152636099720676","0.219883737034725","1"
"Big worries","2009","higher education","Urban Area","536","0.186837129089841","0.17248911077611","0.201185147403573","1"
"Big worries","2009","higher education","Rural Area","227","0.190888699281778","0.168597154257165","0.21318024430639","1"
"No worries","2009","in school","Urban Area","56","0.242432284148669","0.185014403215337","0.299850165082001","3"
"No worries","2009","in school","Rural Area","22","","","","3"
"No worries","2009","inadequately","Urban Area","38","0.324926566761644","0.242492757717929","0.407360375805359","3"
"No worries","2009","inadequately","Rural Area","19","","","","3"
"No worries","2009","general elemantary","Urban Area","367","0.295634493422468","0.269696656470106","0.321572330374831","3"
"No worries","2009","general elemantary","Rural Area","157","0.254043767418762","0.219035887205722","0.289051647631803","3"
"No worries","2009","middle vocational","Urban Area","1358","0.233583379786356","0.222537100360702","0.24462965921201","3"
"No worries","2009","middle vocational","Rural Area","773","0.222391160222882","0.208439711679204","0.23634260876656","3"
"No worries","2009","vocational + Abi","Urban Area","152","0.179681534977021","0.152113048557991","0.20725002139605","3"
"No worries","2009","vocational + Abi","Rural Area","42","0.156437649891425","0.111937923169944","0.200937376612907","3"
"No worries","2009","higher vocational","Urban Area","177","0.174141179625893","0.148057207756047","0.200225151495739","3"
"No worries","2009","higher vocational","Rural Area","110","0.228627804494825","0.192358352842737","0.264897256146913","3"
"No worries","2009","higher education","Urban Area","617","0.210897691027282","0.195881004016116","0.225914378038448","3"
"No worries","2009","higher education","Rural Area","192","0.176476745465813","0.154853165122909","0.198100325808716","3"
"Some worries","2009","in school","Urban Area","113","0.510313838702395","0.443337902552366","0.577289774852424","2"
"Some worries","2009","in school","Rural Area","44","0.506908744592712","0.404188525547904","0.609628963637521","2"
"Some worries","2009","inadequately","Urban Area","58","0.469439012312685","0.381598574006123","0.557279450619248","2"
"Some worries","2009","inadequately","Rural Area","14","","","","2"
"Some worries","2009","general elemantary","Urban Area","579","0.460064902207953","0.431735494502025","0.488394309913881","2"
"Some worries","2009","general elemantary","Rural Area","328","0.545920149354459","0.505880935113281","0.585959363595637","2"
"Some worries","2009","middle vocational","Urban Area","3162","0.572148234774744","0.559231178725634","0.585065290823853","2"
"Some worries","2009","middle vocational","Rural Area","2015","0.580440208490695","0.563884200701249","0.596996216280142","2"
"Some worries","2009","vocational + Abi","Urban Area","453","0.606836965895586","0.5717623997489","0.641911532042273","2"
"Some worries","2009","vocational + Abi","Rural Area","149","0.56398528097423","0.503239996741891","0.62473056520657","2"
"Some worries","2009","higher vocational","Urban Area","460","0.579347863862824","0.545393051822593","0.613302675903056","2"
"Some worries","2009","higher vocational","Rural Area","309","0.585112277127475","0.542559356462548","0.627665197792402","2"
"Some worries","2009","higher education","Urban Area","1682","0.602265179882877","0.584249019322024","0.62028134044373","2"
"Some worries","2009","higher education","Rural Area","775","0.63263455525241","0.605289957815035","0.659979152689784","2"
"Big worries","2010","in school","Urban Area","73","0.219026823901864","0.17134357030786","0.266710077495867","1"
"Big worries","2010","in school","Rural Area","29","","","","1"
"Big worries","2010","inadequately","Urban Area","78","0.304063953223917","0.246696344274021","0.361431562173813","1"
"Big worries","2010","inadequately","Rural Area","33","0.244604694557655","0.155300342789437","0.333909046325874","1"
"Big worries","2010","general elemantary","Urban Area","371","0.228401812202276","0.208158179836264","0.248645444568288","1"
"Big worries","2010","general elemantary","Rural Area","181","0.247026572150452","0.216952225136419","0.277100919164484","1"
"Big worries","2010","middle vocational","Urban Area","1612","0.208403193239174","0.198984696983671","0.217821689494676","1"
"Big worries","2010","middle vocational","Rural Area","1006","0.206260102186142","0.194521348419784","0.217998855952501","1"
"Big worries","2010","vocational + Abi","Urban Area","283","0.196224494903467","0.174252462969724","0.21819652683721","1"
"Big worries","2010","vocational + Abi","Rural Area","104","0.212659375831618","0.1748529665433","0.250465785119936","1"
"Big worries","2010","higher vocational","Urban Area","215","0.218023526354714","0.192316029743346","0.243731022966083","1"
"Big worries","2010","higher vocational","Rural Area","128","0.23193779963023","0.198795088609284","0.265080510651175","1"
"Big worries","2010","higher education","Urban Area","689","0.164584990854831","0.152951901445225","0.176218080264438","1"
"Big worries","2010","higher education","Rural Area","274","0.210490745687534","0.189500911195825","0.231480580179244","1"
"No worries","2010","in school","Urban Area","69","0.24983446373801","0.199922587303991","0.29974634017203","3"
"No worries","2010","in school","Rural Area","30","0.266017576498704","0.188555152891994","0.343480000105414","3"
"No worries","2010","inadequately","Urban Area","66","0.288127445609381","0.231647658167005","0.344607233051757","3"
"No worries","2010","inadequately","Rural Area","21","","","","3"
"No worries","2010","general elemantary","Urban Area","463","0.307548388354582","0.285295083756346","0.329801692952819","3"
"No worries","2010","general elemantary","Rural Area","207","0.236878665725784","0.207230739793973","0.266526591657595","3"
"No worries","2010","middle vocational","Urban Area","1626","0.231815282350455","0.22202982268344","0.241600742017469","3"
"No worries","2010","middle vocational","Rural Area","995","0.229909514341466","0.217702073619829","0.242116955063104","3"
"No worries","2010","vocational + Abi","Urban Area","266","0.229683514083288","0.20641194125549","0.252955086911085","3"
"No worries","2010","vocational + Abi","Rural Area","76","0.184238988985661","0.148419937825765","0.220058040145558","3"
"No worries","2010","higher vocational","Urban Area","186","0.185170020160313","0.160985910665769","0.209354129654858","3"
"No worries","2010","higher vocational","Rural Area","129","0.1727946456779","0.143106991894915","0.202482299460884","3"
"No worries","2010","higher education","Urban Area","795","0.228227075433769","0.215060368557166","0.241393782310372","3"
"No worries","2010","higher education","Rural Area","278","0.203574621543618","0.182842284447324","0.224306958639912","3"
"Some worries","2010","in school","Rural Area","66","0.567097728022429","0.480238298883008","0.653957157161851","2"
"Some worries","2010","inadequately","Urban Area","103","0.407808601166703","0.34652294325391","0.469094259079495","2"
"Some worries","2010","inadequately","Rural Area","35","0.540239355186837","0.436698417555719","0.643780292817955","2"
"Some worries","2010","general elemantary","Urban Area","818","0.464049799443142","0.440001322136412","0.488098276749872","2"
"Some worries","2010","general elemantary","Rural Area","402","0.516094762123765","0.481246635783885","0.550942888463645","2"
"Some worries","2010","middle vocational","Urban Area","3906","0.559781524410372","0.548270319599132","0.571292729221611","2"
"Some worries","2010","middle vocational","Rural Area","2563","0.563830383472391","0.549443152510565","0.578217614434217","2"
"Some worries","2010","vocational + Abi","Urban Area","706","0.574091991013245","0.546734587534928","0.601449394491562","2"
"Some worries","2010","vocational + Abi","Rural Area","270","0.603101635182721","0.557897648120968","0.648305622244473","2"
"Some worries","2010","higher vocational","Urban Area","590","0.596806453484972","0.566265344327769","0.627347562642176","2"
"Some worries","2010","higher vocational","Rural Area","366","0.595267554691871","0.55672467281211","0.633810436571632","2"
"Some worries","2010","higher education","Urban Area","2419","0.6071879337114","0.591866380579892","0.622509486842908","2"
"Some worries","2010","in school","Urban Area","147","0.531138712360126","0.473604610778516","0.588672813941736","2"
"Some worries","2010","higher education","Rural Area","897","0.585934632768848","0.560573249563473","0.611296015974222","2"
"Big worries","2011","in school","Urban Area","56","0.256934814370691","0.201069905554574","0.312799723186808","1"
"Big worries","2011","in school","Rural Area","12","","","","1"
"Big worries","2011","inadequately","Urban Area","35","0.211992901896377","0.147440344092858","0.276545459699897","1"
"Big worries","2011","inadequately","Rural Area","12","","","","1"
"Big worries","2011","general elemantary","Urban Area","258","0.200883019083495","0.179955220026469","0.22181081814052","1"
"Big worries","2011","general elemantary","Rural Area","139","0.213975948430114","0.183852236084285","0.244099660775943","1"
"Big worries","2011","middle vocational","Urban Area","1330","0.197415939645377","0.187690478835017","0.207141400455736","1"
"Big worries","2011","middle vocational","Rural Area","728","0.200354839265664","0.187885059850721","0.212824618680607","1"
"Big worries","2011","vocational + Abi","Urban Area","149","0.168619505131303","0.14389577709654","0.193343233166066","1"
"Big worries","2011","vocational + Abi","Rural Area","76","0.245090817002267","0.197739797530847","0.292441836473687","1"
"Big worries","2011","higher vocational","Urban Area","149","0.195785846389447","0.169388228933938","0.222183463844957","1"
"Big worries","2011","higher vocational","Rural Area","113","0.207961270972911","0.174643564038439","0.241278977907383","1"
"Big worries","2011","higher education","Urban Area","531","0.160848496455208","0.148196143217415","0.173500849693001","1"
"Big worries","2011","higher education","Rural Area","216","0.166731798374279","0.146654479334324","0.186809117414235","1"
"No worries","2011","in school","Urban Area","65","0.256670632084042","0.200824526162938","0.312516738005146","3"
"No worries","2011","in school","Rural Area","22","","","","3"
"No worries","2011","inadequately","Urban Area","58","0.422075464528447","0.344071199273904","0.500079729782989","3"
"No worries","2011","inadequately","Rural Area","21","","","","3"
"No worries","2011","general elemantary","Urban Area","460","0.335162769339988","0.310506219023928","0.359819319656047","3"
"No worries","2011","general elemantary","Rural Area","222","0.273480872113782","0.240739633964228","0.306222110263336","3"
"No worries","2011","middle vocational","Urban Area","1618","0.255005626285728","0.244356224977782","0.265655027593674","3"
"No worries","2011","middle vocational","Rural Area","1040","0.264062989293401","0.250329392714106","0.277796585872696","3"
"No worries","2011","vocational + Abi","Urban Area","214","0.25402397056492","0.225279128747893","0.282768812381947","3"
"No worries","2011","vocational + Abi","Rural Area","71","0.211404836232573","0.16645760194239","0.256352070522756","3"
"No worries","2011","higher vocational","Urban Area","224","0.248881263289833","0.220117968817705","0.277644557761962","3"
"No worries","2011","higher vocational","Rural Area","120","0.212601728435338","0.179013176018047","0.246190280852629","3"
"No worries","2011","higher education","Urban Area","820","0.266702584585082","0.251472710724634","0.28193245844553","3"
"No worries","2011","higher education","Rural Area","269","0.233881139543423","0.21108035576958","0.256681923317266","3"
"Some worries","2011","in school","Urban Area","114","0.486394553545267","0.422491248275019","0.550297858815515","2"
"Some worries","2011","in school","Rural Area","42","0.52634362743282","0.414088116267027","0.638599138598613","2"
"Some worries","2011","inadequately","Urban Area","61","0.365931633575176","0.289854217918134","0.442009049232218","2"
"Some worries","2011","inadequately","Rural Area","31","0.56818010486086","0.446826567798492","0.689533641923228","2"
"Some worries","2011","general elemantary","Urban Area","690","0.463954211576518","0.437905558697165","0.490002864455871","2"
"Some worries","2011","general elemantary","Rural Area","351","0.512543179456104","0.475828359803572","0.549257999108636","2"
"Some worries","2011","middle vocational","Urban Area","3487","0.547578434068895","0.535417452439226","0.559739415698564","2"
"Some worries","2011","middle vocational","Rural Area","2190","0.535582171440935","0.52004479479548","0.55111954808639","2"
"Some worries","2011","vocational + Abi","Urban Area","518","0.577356524303777","0.54473762813419","0.609975420473364","2"
"Some worries","2011","vocational + Abi","Rural Area","170","0.54350434676516","0.48867181560928","0.598336877921041","2"
"Some worries","2011","higher vocational","Urban Area","495","0.55533289032072","0.522274444655694","0.588391335985745","2"
"Some worries","2011","higher vocational","Rural Area","337","0.579437000591751","0.538911414362734","0.619962586820769","2"
"Some worries","2011","higher education","Urban Area","1888","0.57244891895971","0.555411453388744","0.589486384530677","2"
"Some worries","2011","higher education","Rural Area","839","0.599387062082298","0.572992147185469","0.625781976979126","2"
"Big worries","2012","in school","Urban Area","39","0.159004154933135","0.108700303932114","0.209308005934156","1"
"Big worries","2012","in school","Rural Area","18","","","","1"
"Big worries","2012","inadequately","Urban Area","51","0.232927395772686","0.167431117673683","0.298423673871688","1"
"Big worries","2012","inadequately","Rural Area","15","","","","1"
"Big worries","2012","general elemantary","Urban Area","293","0.223427012196143","0.201369994764336","0.245484029627951","1"
"Big worries","2012","general elemantary","Rural Area","144","0.224489332697981","0.194138436237069","0.254840229158894","1"
"Big worries","2012","middle vocational","Urban Area","1442","0.233414484285343","0.222926620591174","0.243902347979511","1"
"Big worries","2012","middle vocational","Rural Area","728","0.193723069237514","0.181509014965216","0.205937123509812","1"
"Big worries","2012","vocational + Abi","Urban Area","168","0.195497988715321","0.169235810030539","0.221760167400103","1"
"Big worries","2012","vocational + Abi","Rural Area","80","0.267123368379871","0.219601079221186","0.314645657538556","1"
"Big worries","2012","higher vocational","Urban Area","177","0.202595510320385","0.175763778485603","0.229427242155166","1"
"Big worries","2012","higher vocational","Rural Area","112","0.211893154696301","0.178693190758106","0.245093118634496","1"
"Big worries","2012","higher education","Urban Area","627","0.190670203306532","0.177234800344508","0.204105606268556","1"
"Big worries","2012","higher education","Rural Area","245","0.171904534851882","0.151793074127947","0.192015995575817","1"
"No worries","2012","in school","Urban Area","61","0.293219006692137","0.230595329955677","0.355842683428597","3"
"No worries","2012","in school","Rural Area","16","","","","3"
"No worries","2012","inadequately","Urban Area","40","0.29097877148117","0.22059891581251","0.361358627149829","3"
"No worries","2012","inadequately","Rural Area","30","0.440218754586411","0.321353716984197","0.559083792188626","3"
"No worries","2012","general elemantary","Urban Area","385","0.268763127648081","0.245288338945321","0.292237916350841","3"
"No worries","2012","general elemantary","Rural Area","231","0.289764569179349","0.256765355748939","0.322763782609759","3"
"No worries","2012","middle vocational","Urban Area","1363","0.222222372310843","0.211914608899905","0.232530135721781","3"
"No worries","2012","middle vocational","Rural Area","1033","0.256930969274661","0.243427359906506","0.270434578642815","3"
"No worries","2012","vocational + Abi","Urban Area","178","0.190382942026472","0.16438434696627","0.216381537086673","3"
"No worries","2012","vocational + Abi","Rural Area","71","0.267667052520707","0.220114074576082","0.315220030465332","3"
"No worries","2012","higher vocational","Urban Area","173","0.208123259266469","0.181022368808528","0.23522414972441","3"
"No worries","2012","higher vocational","Rural Area","135","0.226755527675734","0.192736338984135","0.260774716367333","3"
"No worries","2012","higher education","Urban Area","695","0.225200115856858","0.210913624093067","0.23948660762065","3"
"No worries","2012","higher education","Rural Area","233","0.206724377567927","0.185138602563331","0.228310152572522","3"
"Some worries","2012","in school","Urban Area","103","0.547776838374728","0.479310310279314","0.616243366470142","2"
"Some worries","2012","in school","Rural Area","41","0.573866614384496","0.461949702178049","0.685783526590944","2"
"Some worries","2012","inadequately","Urban Area","69","0.476093832746145","0.398708058339094","0.553479607153195","2"
"Some worries","2012","inadequately","Rural Area","22","","","","2"
"Some worries","2012","general elemantary","Urban Area","692","0.507809860155775","0.48133675853986","0.534282961771691","2"
"Some worries","2012","general elemantary","Rural Area","351","0.485746098122669","0.449390337200867","0.522101859044472","2"
"Some worries","2012","middle vocational","Urban Area","3444","0.544363143403814","0.532015143744799","0.55671114306283","2"
"Some worries","2012","middle vocational","Rural Area","2261","0.549345961487825","0.533968959885158","0.564722963090492","2"
"Some worries","2012","vocational + Abi","Urban Area","530","0.614119069258207","0.581882487242707","0.646355651273707","2"
"Some worries","2012","vocational + Abi","Rural Area","182","0.465209579099421","0.411637055056888","0.518782103141955","2"
"Some worries","2012","higher vocational","Urban Area","512","0.589281230413146","0.556439348333203","0.62212311249309","2"
"Some worries","2012","higher vocational","Rural Area","335","0.561351317627965","0.521036714717318","0.601665920538613","2"
"Some worries","2012","higher education","Urban Area","1962","0.58412968083661","0.567272687437845","0.600986674235375","2"
"Some worries","2012","higher education","Rural Area","874","0.621371087580191","0.595516229809339","0.647225945351044","2"
"Big worries","2013","in school","Urban Area","49","0.161793866199612","0.121061493325414","0.20252623907381","1"
"Big worries","2013","in school","Rural Area","25","","","","1"
"Big worries","2013","inadequately","Urban Area","66","0.188116593489784","0.148187948972381","0.228045238007187","1"
"Big worries","2013","inadequately","Rural Area","18","","","","1"
"Big worries","2013","general elemantary","Urban Area","362","0.198798692686285","0.181526684008471","0.216070701364099","1"
"Big worries","2013","general elemantary","Rural Area","123","0.170928993675969","0.146014502274431","0.195843485077507","1"
"Big worries","2013","middle vocational","Urban Area","1393","0.200879919946389","0.191487364050264","0.210272475842515","1"
"Big worries","2013","middle vocational","Rural Area","687","0.173038623269175","0.161419901682726","0.184657344855625","1"
"Big worries","2013","vocational + Abi","Urban Area","196","0.181941991421608","0.160546345894179","0.203337636949038","1"
"Big worries","2013","vocational + Abi","Rural Area","69","0.190516592430532","0.153527427989938","0.227505756871126","1"
"Big worries","2013","higher vocational","Urban Area","171","0.179664155638714","0.153717782607577","0.20561052866985","1"
"Big worries","2013","higher vocational","Rural Area","108","0.214206218263299","0.179408738305813","0.249003698220785","1"
"Big worries","2013","higher education","Urban Area","654","0.172808779885796","0.161071558295079","0.184546001476512","1"
"Big worries","2013","higher education","Rural Area","246","0.151451419089689","0.133169033150591","0.169733805028788","1"
"No worries","2013","in school","Urban Area","124","0.384082041278416","0.330285209329007","0.437878873227825","3"
"No worries","2013","in school","Rural Area","40","0.374632861119868","0.285388798523485","0.46387692371625","3"
"No worries","2013","inadequately","Urban Area","162","0.389157572733797","0.339343560651601","0.438971584815993","3"
"No worries","2013","inadequately","Rural Area","59","0.445094382514958","0.356907540054634","0.533281224975283","3"
"No worries","2013","general elemantary","Urban Area","773","0.321493651965613","0.301280761643883","0.341706542287343","3"
"No worries","2013","general elemantary","Rural Area","366","0.351739288433158","0.320135904626094","0.383342672240223","3"
"No worries","2013","middle vocational","Urban Area","1971","0.252289708859435","0.242107876318129","0.262471541400741","3"
"No worries","2013","middle vocational","Rural Area","1218","0.284804893314802","0.270942755987573","0.298667030642032","3"
"No worries","2013","vocational + Abi","Urban Area","391","0.235665051995554","0.212127769363405","0.259202334627704","3"
"No worries","2013","vocational + Abi","Rural Area","149","0.250444601368962","0.20963504738685","0.291254155351074","3"
"No worries","2013","higher vocational","Urban Area","203","0.25345346900297","0.224054800995369","0.282852137010572","3"
"No worries","2013","higher vocational","Rural Area","119","0.221358253853719","0.186145972378816","0.256570535328623","3"
"No worries","2013","higher education","Urban Area","1128","0.259666436365386","0.246055090418367","0.273277782312405","3"
"No worries","2013","higher education","Rural Area","366","0.261231919496956","0.238827947271814","0.283635891722099","3"
"Some worries","2013","in school","Urban Area","141","0.454124092521972","0.399053784963624","0.50919440008032","2"
"Some worries","2013","in school","Rural Area","48","0.31743214998152","0.23160844897631","0.40325585098673","2"
"Some worries","2013","inadequately","Urban Area","140","0.422725833776419","0.372254516735295","0.473197150817542","2"
"Some worries","2013","inadequately","Rural Area","45","0.449820726122941","0.361545259944571","0.538096192301311","2"
"Some worries","2013","general elemantary","Urban Area","916","0.479707655348102","0.458086579347618","0.501328731348586","2"
"Some worries","2013","general elemantary","Rural Area","388","0.477331717890873","0.444274103148828","0.510389332632917","2"
"Some worries","2013","middle vocational","Urban Area","3626","0.546830371194175","0.535160495907342","0.558500246481008","2"
"Some worries","2013","middle vocational","Rural Area","2167","0.542156483416023","0.526853888973245","0.5574590778588","2"
"Some worries","2013","vocational + Abi","Urban Area","662","0.582392956582837","0.555042861764424","0.60974305140125","2"
"Some worries","2013","vocational + Abi","Rural Area","215","0.559038806200506","0.512273335857852","0.60580427654316","2"
"Some worries","2013","higher vocational","Urban Area","467","0.566882375358316","0.533393582065214","0.600371168651418","2"
"Some worries","2013","higher vocational","Rural Area","307","0.564435527882982","0.522381184379986","0.606489871385977","2"
"Some worries","2013","higher education","Urban Area","2204","0.567524783748818","0.552144920566992","0.582904646930644","2"
"Some worries","2013","higher education","Rural Area","865","0.587316661413354","0.562209219205421","0.612424103621288","2"
"Big worries","2014","in school","Urban Area","66","0.222169565122803","0.174812259645999","0.269526870599606","1"
"Big worries","2014","in school","Rural Area","34","0.214015217976553","0.147938778965824","0.280091656987282","1"
"Big worries","2014","inadequately","Urban Area","114","0.287687930001968","0.240729890656922","0.334645969347013","1"
"Big worries","2014","inadequately","Rural Area","26","","","","1"
"Big worries","2014","general elemantary","Urban Area","481","0.206596728354315","0.189197694348546","0.223995762360084","1"
