"plj0047","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Big worries","2008","Lower Saxony","direct migration background","28","","",""
"Big worries","2008","Lower Saxony","indirect migration background","6","","",""
"Big worries","2008","Bremen","no migration background","33","0.310313085669292","0.22921340905515","0.391412762283435"
"Big worries","2008","Bremen","direct migration background","3","","",""
"Big worries","2008","Bremen","indirect migration background","","","",""
"Big worries","2008","North Rhine-Westphalia","no migration background","827","0.245027391713335","0.230116019135301","0.25993876429137"
"Big worries","2008","North Rhine-Westphalia","direct migration background","143","0.285203531092289","0.245940404237071","0.324466657947507"
"Big worries","2008","North Rhine-Westphalia","indirect migration background","68","0.304398198371992","0.242890390519475","0.36590600622451"
"Big worries","2008","Hesse","no migration background","228","0.229683925884225","0.20438595932283","0.25498189244562"
"Big worries","2008","Hesse","direct migration background","43","0.283755292020948","0.218078565019102","0.349432019022793"
"Big worries","2008","Hesse","indirect migration background","15","","",""
"Big worries","2008","Rhineland-Palatinate,Saarland","no migration background","187","0.202590322305977","0.176331397772493","0.228849246839462"
"Big worries","2008","Rhineland-Palatinate,Saarland","direct migration background","21","","",""
"Big worries","2008","Rhineland-Palatinate,Saarland","indirect migration background","9","","",""
"Big worries","2008","Baden-Württemberg","no migration background","312","0.206356961559822","0.187401813291804","0.225312109827841"
"Big worries","2008","Baden-Württemberg","direct migration background","111","0.233029209260711","0.193437374447915","0.272621044073508"
"Big worries","2008","Baden-Württemberg","indirect migration background","46","0.227951694151276","0.166149327371855","0.289754060930696"
"Big worries","2008","Bavaria","no migration background","515","0.241838885223738","0.224444846914085","0.25923292353339"
"Big worries","2008","Bavaria","direct migration background","83","0.264245654134958","0.213321691372291","0.315169616897626"
"Big worries","2008","Bavaria","indirect migration background","38","0.317395318460183","0.237382180219532","0.397408456700834"
"Big worries","2008","Berlin","no migration background","211","0.329378311399793","0.293079579419158","0.365677043380428"
"Big worries","2008","Berlin","direct migration background","20","","",""
"Big worries","2008","Berlin","indirect migration background","9","","",""
"Big worries","2008","Brandenburg","no migration background","181","0.211891788813648","0.183538944366706","0.240244633260589"
"Big worries","2008","Brandenburg","direct migration background","3","","",""
"Big worries","2008","Brandenburg","indirect migration background","1","","",""
"Big worries","2008","Mecklenburg-Western Pomerania","no migration background","121","0.248140335490595","0.209659677811897","0.286620993169294"
"Big worries","2008","Mecklenburg-Western Pomerania","direct migration background","3","","",""
"Big worries","2008","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Big worries","2008","Saxony","no migration background","288","0.215500389919511","0.193923870753661","0.237076909085361"
"Big worries","2008","Saxony","direct migration background","6","","",""
"Big worries","2008","Saxony","indirect migration background","3","","",""
"Big worries","2008","Saxony-Anhalt","no migration background","191","0.249669049241136","0.219506459044384","0.279831639437888"
"Big worries","2008","Saxony-Anhalt","direct migration background","1","","",""
"Big worries","2008","Saxony-Anhalt","indirect migration background","","","",""
"Big worries","2008","Thuringia","no migration background","185","0.224235661751623","0.196295529618406","0.25217579388484"
"Big worries","2008","Thuringia","direct migration background","4","","",""
"Big worries","2008","Thuringia","indirect migration background","1","","",""
"Some worries","2008","Schleswig-Holstein","no migration background","260","0.567587506680432","0.523988882656816","0.611186130704048"
"Some worries","2008","Schleswig-Holstein","direct migration background","27","","",""
"Some worries","2008","Schleswig-Holstein","indirect migration background","3","","",""
"Some worries","2008","Hamburg","no migration background","133","0.526802254366375","0.465279895835703","0.588324612897047"
"Some worries","2008","Hamburg","direct migration background","17","","",""
"Some worries","2008","Hamburg","indirect migration background","7","","",""
"Some worries","2008","Lower Saxony","no migration background","849","0.529884139732522","0.505037071429887","0.554731208035156"
"Some worries","2008","Lower Saxony","direct migration background","74","0.459574138630167","0.379283837641234","0.539864439619101"
"Some worries","2008","Lower Saxony","indirect migration background","31","0.509995156572519","0.367078655781837","0.652911657363201"
"Some worries","2008","Bremen","no migration background","68","0.526000776347597","0.43846711544262","0.613534437252574"
"Some worries","2008","Bremen","direct migration background","2","","",""
"Some worries","2008","Bremen","indirect migration background","1","","",""
"Some worries","2008","North Rhine-Westphalia","no migration background","1754","0.561402256171346","0.544198828765647","0.578605683577044"
"Some worries","2008","North Rhine-Westphalia","direct migration background","257","0.485268190495796","0.441807397051917","0.528728983939675"
"Some worries","2008","North Rhine-Westphalia","indirect migration background","104","0.448400400004412","0.381923030217902","0.514877769790922"
"Some worries","2008","Hesse","no migration background","618","0.570775441424049","0.54100668083939","0.600544202008708"
"Some worries","2008","Hesse","direct migration background","89","0.49942941660953","0.426587976210688","0.572270857008372"
"Some worries","2008","Hesse","indirect migration background","37","0.605745552025912","0.489593455690372","0.721897648361451"
"Some worries","2008","Rhineland-Palatinate,Saarland","no migration background","444","0.464592781857563","0.432008723395363","0.497176840319764"
"Some worries","2008","Rhineland-Palatinate,Saarland","direct migration background","73","0.540659178656131","0.457813472834003","0.623504884478258"
"Some worries","2008","Rhineland-Palatinate,Saarland","indirect migration background","28","","",""
"Some worries","2008","Baden-Württemberg","no migration background","1038","0.588246860717898","0.56519514332836","0.611298578107435"
"Some worries","2008","Baden-Württemberg","direct migration background","210","0.549304857491531","0.502707724738984","0.595901990244077"
"Some worries","2008","Baden-Württemberg","indirect migration background","75","0.478182391459325","0.404592593135086","0.551772189783565"
"Some worries","2008","Bavaria","no migration background","1381","0.574017342588386","0.553930343069542","0.59410434210723"
"Some worries","2008","Bavaria","direct migration background","138","0.503035503056924","0.445290574560847","0.560780431553002"
"Some worries","2008","Bavaria","indirect migration background","63","0.449733032440939","0.364218380981666","0.535247683900211"
"Some worries","2008","Berlin","no migration background","342","0.531472670443882","0.492932547991897","0.570012792895868"
"Some worries","2008","Berlin","direct migration background","23","","",""
"Some worries","2008","Berlin","indirect migration background","14","","",""
"Some worries","2008","Brandenburg","no migration background","465","0.585519790668257","0.551340005075565","0.61969957626095"
"Some worries","2008","Brandenburg","direct migration background","10","","",""
"Some worries","2008","Brandenburg","indirect migration background","8","","",""
"Some worries","2008","Mecklenburg-Western Pomerania","no migration background","264","0.537406259271265","0.492986454395973","0.581826064146558"
"Some worries","2008","Mecklenburg-Western Pomerania","direct migration background","2","","",""
"Some worries","2008","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"Some worries","2008","Saxony","no migration background","783","0.54697961483957","0.520857674678992","0.573101555000148"
"Some worries","2008","Saxony","direct migration background","13","","",""
"Some worries","2008","Saxony","indirect migration background","5","","",""
"Some worries","2008","Saxony-Anhalt","no migration background","449","0.521183680559203","0.486370818800435","0.555996542317972"
"Some worries","2008","Saxony-Anhalt","direct migration background","10","","",""
"Some worries","2008","Saxony-Anhalt","indirect migration background","6","","",""
"Some worries","2008","Thuringia","no migration background","491","0.553973266149367","0.520673893071061","0.587272639227673"
"Some worries","2008","Thuringia","direct migration background","11","","",""
"Some worries","2008","Thuringia","indirect migration background","8","","",""
"No worries","2008","Schleswig-Holstein","no migration background","146","0.232369898262218","0.19520155656229","0.269538239962147"
"No worries","2008","Schleswig-Holstein","direct migration background","5","","",""
"No worries","2008","Schleswig-Holstein","indirect migration background","3","","",""
"No worries","2008","Hamburg","no migration background","65","0.245339469489382","0.19231853722641","0.298360401752355"
"No worries","2008","Hamburg","direct migration background","2","","",""
"No worries","2008","Hamburg","indirect migration background","1","","",""
"No worries","2008","Lower Saxony","no migration background","306","0.214937460506794","0.194487596417146","0.235387324596443"
"No worries","2008","Lower Saxony","direct migration background","46","0.320278067077889","0.24510773399942","0.395448400156357"
"No worries","2008","Lower Saxony","indirect migration background","10","","",""
"No worries","2008","Bremen","no migration background","24","","",""
"No worries","2008","Bremen","direct migration background","3","","",""
"No worries","2008","Bremen","indirect migration background","3","","",""
"No worries","2008","North Rhine-Westphalia","no migration background","615","0.193570352115319","0.179872660996074","0.207268043234564"
"No worries","2008","North Rhine-Westphalia","direct migration background","108","0.229528278411915","0.192959311940912","0.266097244882918"
"No worries","2008","North Rhine-Westphalia","indirect migration background","43","0.247201401623596","0.189538867264314","0.304863935982878"
"No worries","2008","Hesse","no migration background","216","0.199540632691726","0.175504137050203","0.223577128333248"
"No worries","2008","Hesse","direct migration background","49","0.216815291369522","0.156782870433413","0.276847712305631"
"No worries","2008","Hesse","indirect migration background","16","","",""
"No worries","2008","Rhineland-Palatinate,Saarland","no migration background","269","0.332816895836459","0.302030982751318","0.363602808921601"
"No worries","2008","Rhineland-Palatinate,Saarland","direct migration background","45","0.306801715077431","0.230136506389097","0.383466923765765"
"No worries","2008","Rhineland-Palatinate,Saarland","indirect migration background","12","","",""
"No worries","2008","Baden-Württemberg","no migration background","401","0.20539617772228","0.18647376452858","0.22431859091598"
"No worries","2008","Baden-Württemberg","direct migration background","117","0.217665933247758","0.179020125559086","0.25631174093643"
"No worries","2008","Baden-Württemberg","indirect migration background","56","0.293865914389399","0.226757086556475","0.360974742222323"
"No worries","2008","Bavaria","no migration background","432","0.184143772187876","0.168398798569872","0.19988874580588"
"No worries","2008","Bavaria","direct migration background","67","0.232718842808118","0.183916026158541","0.281521659457694"
"No worries","2008","Bavaria","indirect migration background","29","","",""
"No worries","2008","Berlin","no migration background","91","0.139149018156325","0.112418386586017","0.165879649726633"
"No worries","2008","Berlin","direct migration background","5","","",""
"No worries","2008","Berlin","indirect migration background","4","","",""
"No worries","2008","Brandenburg","no migration background","152","0.202588420518095","0.174701842590783","0.230474998445407"
"No worries","2008","Brandenburg","direct migration background","1","","",""
"No worries","2008","Brandenburg","indirect migration background","2","","",""
"No worries","2008","Mecklenburg-Western Pomerania","no migration background","99","0.21445340523814","0.177887371241593","0.251019439234686"
"No worries","2008","Mecklenburg-Western Pomerania","direct migration background","","","",""
"No worries","2008","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"No worries","2008","Saxony","no migration background","324","0.237519995240919","0.215188114249884","0.259851876231954"
"No worries","2008","Saxony","direct migration background","5","","",""
"No worries","2008","Saxony","indirect migration background","2","","",""
"No worries","2008","Saxony-Anhalt","no migration background","151","0.22914727019966","0.199858381034375","0.258436159364946"
"No worries","2008","Saxony-Anhalt","direct migration background","1","","",""
"No worries","2008","Saxony-Anhalt","indirect migration background","1","","",""
"No worries","2008","Thuringia","no migration background","180","0.22179107209901","0.193959909844962","0.249622234353058"
"No worries","2008","Thuringia","direct migration background","2","","",""
"No worries","2008","Thuringia","indirect migration background","","","",""
"Big worries","2009","Schleswig-Holstein","no migration background","67","0.180122524100855","0.14485100541423","0.21539404278748"
"Big worries","2009","Schleswig-Holstein","direct migration background","14","","",""
"Big worries","2009","Schleswig-Holstein","indirect migration background","3","","",""
"Big worries","2009","Hamburg","no migration background","41","0.145707053654701","0.101796799677416","0.189617307631986"
"Big worries","2009","Hamburg","direct migration background","1","","",""
"Big worries","2009","Hamburg","indirect migration background","1","","",""
"Big worries","2009","Lower Saxony","no migration background","305","0.217753003113336","0.196575513668398","0.238930492558275"
"Big worries","2009","Lower Saxony","direct migration background","18","","",""
"Big worries","2009","Lower Saxony","indirect migration background","13","","",""
"Big worries","2009","Bremen","no migration background","25","","",""
"Big worries","2009","Bremen","direct migration background","2","","",""
"Big worries","2009","Bremen","indirect migration background","","","",""
"Big worries","2009","North Rhine-Westphalia","no migration background","601","0.196734742921418","0.182435500964592","0.211033984878245"
"Big worries","2009","North Rhine-Westphalia","direct migration background","100","0.215196913692821","0.176841456251793","0.253552371133849"
"Big worries","2009","North Rhine-Westphalia","indirect migration background","55","0.25034537232909","0.189541507849463","0.311149236808717"
"Big worries","2009","Hesse","no migration background","184","0.194602813246814","0.170003886345744","0.219201740147884"
"Big worries","2009","Hesse","direct migration background","36","0.272260071442354","0.203288808471962","0.341231334412746"
"Big worries","2009","Hesse","indirect migration background","17","","",""
"Big worries","2009","Rhineland-Palatinate,Saarland","no migration background","135","0.173014534442914","0.147342794874249","0.198686274011578"
"Big worries","2009","Rhineland-Palatinate,Saarland","direct migration background","31","0.289151431728475","0.211809975410108","0.366492888046841"
"Big worries","2009","Rhineland-Palatinate,Saarland","indirect migration background","19","","",""
"Big worries","2009","Baden-Württemberg","no migration background","256","0.177316170420735","0.15860164787116","0.196030692970309"
"Big worries","2009","Baden-Württemberg","direct migration background","48","0.197267263994508","0.155637156676681","0.238897371312335"
"Big worries","2009","Baden-Württemberg","indirect migration background","28","","",""
"Big worries","2009","Bavaria","no migration background","397","0.189696843361816","0.173384240720606","0.206009446003026"
"Big worries","2009","Bavaria","direct migration background","53","0.18149841113944","0.134558270536525","0.228438551742355"
"Big worries","2009","Bavaria","indirect migration background","26","","",""
"Big worries","2009","Berlin","no migration background","178","0.298485546680086","0.262261428785476","0.334709664574696"
"Big worries","2009","Berlin","direct migration background","21","","",""
"Big worries","2009","Berlin","indirect migration background","3","","",""
"Big worries","2009","Brandenburg","no migration background","163","0.196959975091056","0.168796172442306","0.225123777739806"
"Big worries","2009","Brandenburg","direct migration background","4","","",""
"Big worries","2009","Brandenburg","indirect migration background","3","","",""
"Big worries","2009","Mecklenburg-Western Pomerania","no migration background","99","0.270949698138117","0.230768559000183","0.311130837276051"
"Big worries","2009","Mecklenburg-Western Pomerania","direct migration background","2","","",""
"Big worries","2009","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Big worries","2009","Saxony","no migration background","200","0.156487051834397","0.136990614537898","0.175983489130897"
"Big worries","2009","Saxony","direct migration background","6","","",""
"Big worries","2009","Saxony","indirect migration background","3","","",""
"Big worries","2009","Saxony-Anhalt","no migration background","166","0.2242172309637","0.194368764965571","0.25406569696183"
"Big worries","2009","Saxony-Anhalt","direct migration background","4","","",""
"Big worries","2009","Saxony-Anhalt","indirect migration background","","","",""
"Big worries","2009","Thuringia","no migration background","173","0.219305576714769","0.19066865823847","0.247942495191068"
"Big worries","2009","Thuringia","direct migration background","7","","",""
"Big worries","2009","Thuringia","indirect migration background","1","","",""
"Some worries","2009","Schleswig-Holstein","no migration background","251","0.590626244466709","0.545494508502654","0.635757980430764"
"Some worries","2009","Schleswig-Holstein","direct migration background","21","","",""
"Some worries","2009","Schleswig-Holstein","indirect migration background","5","","",""
"Some worries","2009","Hamburg","no migration background","153","0.643781412034496","0.584180932219352","0.70338189184964"
"Some worries","2009","Hamburg","direct migration background","10","","",""
"Some worries","2009","Hamburg","indirect migration background","6","","",""
"Some worries","2009","Lower Saxony","no migration background","843","0.553669164218126","0.528161302172513","0.579177026263738"
"Some worries","2009","Lower Saxony","direct migration background","79","0.576650592014477","0.492362354075497","0.660938829953457"
"Some worries","2009","Lower Saxony","indirect migration background","22","","",""
"Some worries","2009","Bremen","no migration background","56","0.564169770511428","0.472335948260967","0.656003592761889"
"Some worries","2009","Bremen","direct migration background","2","","",""
"Some worries","2009","Bremen","indirect migration background","","","",""
"Some worries","2009","North Rhine-Westphalia","no migration background","1721","0.589362701657692","0.571667174172249","0.607058229143134"
"Some worries","2009","North Rhine-Westphalia","direct migration background","210","0.452334452574281","0.405881177247001","0.49878772790156"
"Some worries","2009","North Rhine-Westphalia","indirect migration background","91","0.495614711190144","0.425439442297552","0.565789980082737"
"Some worries","2009","Hesse","no migration background","602","0.619072818199205","0.588899129851643","0.649246506546768"
"Some worries","2009","Hesse","direct migration background","68","0.434832887519126","0.358019355990881","0.511646419047371"
"Some worries","2009","Hesse","indirect migration background","29","","",""
"Some worries","2009","Rhineland-Palatinate,Saarland","no migration background","416","0.490403056114786","0.456475306288532","0.52433080594104"
"Some worries","2009","Rhineland-Palatinate,Saarland","direct migration background","52","0.34935565909992","0.268022649097492","0.430688669102347"
"Some worries","2009","Rhineland-Palatinate,Saarland","indirect migration background","20","","",""
"Some worries","2009","Baden-Württemberg","no migration background","927","0.60261230714564","0.578634232678858","0.626590381612422"
"Some worries","2009","Baden-Württemberg","direct migration background","175","0.500405666364666","0.448098114519203","0.552713218210129"
"Some worries","2009","Baden-Württemberg","indirect migration background","79","0.565193024081048","0.486642511449651","0.643743536712444"
"Some worries","2009","Bavaria","no migration background","1340","0.599159126212733","0.578768689407395","0.619549563018072"
"Some worries","2009","Bavaria","direct migration background","144","0.606009973101685","0.546501239389632","0.665518706813738"
"Some worries","2009","Bavaria","indirect migration background","68","0.542565968468001","0.454524749685772","0.63060718725023"
"Some worries","2009","Berlin","no migration background","340","0.567991852151372","0.528778418189681","0.607205286113063"
"Some worries","2009","Berlin","direct migration background","20","","",""
"Some worries","2009","Berlin","indirect migration background","15","","",""
"Some worries","2009","Brandenburg","no migration background","471","0.614788328600831","0.580325872028541","0.649250785173122"
"Some worries","2009","Brandenburg","direct migration background","7","","",""
"Some worries","2009","Brandenburg","indirect migration background","9","","",""
"Some worries","2009","Mecklenburg-Western Pomerania","no migration background","290","0.556340975017573","0.51142567076324","0.601256279271905"
"Some worries","2009","Mecklenburg-Western Pomerania","direct migration background","2","","",""
"Some worries","2009","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Some worries","2009","Saxony","no migration background","829","0.604137835155534","0.577895033899919","0.630380636411149"
"Some worries","2009","Saxony","direct migration background","15","","",""
"Some worries","2009","Saxony","indirect migration background","5","","",""
"Some worries","2009","Saxony-Anhalt","no migration background","441","0.547884176527509","0.51226476897296","0.583503584082058"
"Some worries","2009","Saxony-Anhalt","direct migration background","6","","",""
"Some worries","2009","Saxony-Anhalt","indirect migration background","4","","",""
"Some worries","2009","Thuringia","no migration background","456","0.535694473893185","0.501178397912147","0.570210549874223"
"Some worries","2009","Thuringia","direct migration background","4","","",""
"Some worries","2009","Thuringia","indirect migration background","5","","",""
"No worries","2009","Schleswig-Holstein","no migration background","138","0.229251231432436","0.190669836297335","0.267832626567536"
"No worries","2009","Schleswig-Holstein","direct migration background","7","","",""
"No worries","2009","Schleswig-Holstein","indirect migration background","1","","",""
"No worries","2009","Hamburg","no migration background","54","0.210511534310803","0.159773563576782","0.261249505044824"
"No worries","2009","Hamburg","direct migration background","2","","",""
"No worries","2009","Hamburg","indirect migration background","1","","",""
"No worries","2009","Lower Saxony","no migration background","311","0.228577832668538","0.207030994116684","0.250124671220392"
"No worries","2009","Lower Saxony","direct migration background","35","0.333330358166352","0.252912241237273","0.413748475095432"
"No worries","2009","Lower Saxony","indirect migration background","10","","",""
"No worries","2009","Bremen","no migration background","31","0.231120291874948","0.153049727658996","0.309190856090901"
"No worries","2009","Bremen","direct migration background","1","","",""
"No worries","2009","Bremen","indirect migration background","2","","",""
"No worries","2009","North Rhine-Westphalia","no migration background","647","0.21390255542089","0.199152652193865","0.228652458647914"
"No worries","2009","North Rhine-Westphalia","direct migration background","131","0.332468633732898","0.288500303358915","0.376436964106881"
"No worries","2009","North Rhine-Westphalia","indirect migration background","49","0.254039916480766","0.192940148588381","0.31513968437315"
"No worries","2009","Hesse","no migration background","209","0.186324368553981","0.16213096138833","0.210517775719631"
"No worries","2009","Hesse","direct migration background","56","0.29290704103852","0.222390457688005","0.363423624389035"
"No worries","2009","Hesse","indirect migration background","14","","",""
"No worries","2009","Rhineland-Palatinate,Saarland","no migration background","283","0.3365824094423","0.304512017725774","0.368652801158827"
"No worries","2009","Rhineland-Palatinate,Saarland","direct migration background","49","0.361492909171606","0.27953443223657","0.443451386106641"
"No worries","2009","Rhineland-Palatinate,Saarland","indirect migration background","16","","",""
"No worries","2009","Baden-Württemberg","no migration background","417","0.220071522433625","0.199771458174936","0.240371586692314"
"No worries","2009","Baden-Württemberg","direct migration background","128","0.302327069640826","0.254280876093402","0.35037326318825"
"No worries","2009","Baden-Württemberg","indirect migration background","46","0.255023193346872","0.185957306712644","0.3240890799811"
"No worries","2009","Bavaria","no migration background","482","0.21114403042545","0.194163247830211","0.22812481302069"
"No worries","2009","Bavaria","direct migration background","62","0.212491615758875","0.162672421243556","0.262310810274195"
"No worries","2009","Bavaria","indirect migration background","29","","",""
"No worries","2009","Berlin","no migration background","95","0.133522601168543","0.106596475682193","0.160448726654892"
"No worries","2009","Berlin","direct migration background","9","","",""
"No worries","2009","Berlin","indirect migration background","4","","",""
"No worries","2009","Brandenburg","no migration background","132","0.188251696308113","0.160568651848646","0.21593474076758"
"No worries","2009","Brandenburg","direct migration background","2","","",""
"No worries","2009","Brandenburg","indirect migration background","","","",""
"No worries","2009","Mecklenburg-Western Pomerania","no migration background","81","0.17270932684431","0.138536089583079","0.206882564105542"
"No worries","2009","Mecklenburg-Western Pomerania","direct migration background","1","","",""
"No worries","2009","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"No worries","2009","Saxony","no migration background","305","0.239375113010069","0.216477250679242","0.262272975340896"
"No worries","2009","Saxony","direct migration background","3","","",""
"No worries","2009","Saxony","indirect migration background","1","","",""
"No worries","2009","Saxony-Anhalt","no migration background","143","0.227898592508791","0.197877571881902","0.25791961313568"
"No worries","2009","Saxony-Anhalt","direct migration background","2","","",""
"No worries","2009","Saxony-Anhalt","indirect migration background","2","","",""
"No worries","2009","Thuringia","no migration background","173","0.244999949392046","0.215234160685567","0.274765738098524"
"No worries","2009","Thuringia","direct migration background","2","","",""
"No worries","2009","Thuringia","indirect migration background","2","","",""
"Big worries","2010","Schleswig-Holstein","no migration background","162","0.217606518699672","0.185283680619232","0.249929356780111"
"Big worries","2010","Schleswig-Holstein","direct migration background","27","","",""
"Big worries","2010","Schleswig-Holstein","indirect migration background","9","","",""
"Big worries","2010","Hamburg","no migration background","74","0.198855523975562","0.155055232499193","0.242655815451931"
"Big worries","2010","Hamburg","direct migration background","8","","",""
"Big worries","2010","Hamburg","indirect migration background","3","","",""
"Big worries","2010","Lower Saxony","no migration background","465","0.217324338670304","0.198720944251274","0.235927733089334"
"Big worries","2010","Lower Saxony","direct migration background","51","0.167230081371618","0.117917644368878","0.216542518374359"
"Big worries","2010","Lower Saxony","indirect migration background","17","","",""
"Big worries","2010","Bremen","no migration background","37","0.306740701243897","0.231940077744685","0.381541324743109"
"Big worries","2010","Bremen","direct migration background","6","","",""
"Big worries","2010","Bremen","indirect migration background","1","","",""
"Big worries","2010","North Rhine-Westphalia","no migration background","837","0.21341446319891","0.200301001271586","0.226527925126234"
"Big worries","2010","North Rhine-Westphalia","direct migration background","209","0.187051410325564","0.161243055032729","0.2128597656184"
"Big worries","2010","North Rhine-Westphalia","indirect migration background","89","0.197993516201757","0.155698876914072","0.240288155489441"
"Big worries","2010","Hesse","no migration background","261","0.229019822851955","0.205873106943647","0.252166538760262"
"Big worries","2010","Hesse","direct migration background","84","0.298871330111884","0.247913815766238","0.34982884445753"
"Big worries","2010","Hesse","indirect migration background","32","0.28114342500879","0.188777350847884","0.373509499169696"
"Big worries","2010","Rhineland-Palatinate,Saarland","no migration background","186","0.166265828877489","0.143852288589539","0.188679369165438"
"Big worries","2010","Rhineland-Palatinate,Saarland","direct migration background","38","0.197318930690728","0.139340735704573","0.255297125676883"
"Big worries","2010","Rhineland-Palatinate,Saarland","indirect migration background","22","","",""
"Big worries","2010","Baden-Württemberg","no migration background","374","0.162977823035001","0.147469950792625","0.178485695277378"
"Big worries","2010","Baden-Württemberg","direct migration background","106","0.204094535673846","0.168335597707457","0.239853473640235"
"Big worries","2010","Baden-Württemberg","indirect migration background","45","0.167379348943858","0.118382270421687","0.216376427466029"
"Big worries","2010","Bavaria","no migration background","568","0.182865461899707","0.168930412793031","0.196800511006383"
"Big worries","2010","Bavaria","direct migration background","103","0.234565029097793","0.194882730742774","0.274247327452812"
"Big worries","2010","Bavaria","indirect migration background","51","0.123505312908912","0.0764740511142336","0.170536574703591"
"Big worries","2010","Berlin","no migration background","195","0.249538526433717","0.218972728873893","0.280104323993541"
"Big worries","2010","Berlin","direct migration background","37","0.310688157938898","0.221747233069649","0.399629082808147"
"Big worries","2010","Berlin","indirect migration background","14","","",""
"Big worries","2010","Brandenburg","no migration background","202","0.226038781591724","0.198922753709424","0.253154809474024"
"Big worries","2010","Brandenburg","direct migration background","4","","",""
"Big worries","2010","Brandenburg","indirect migration background","1","","",""
"Big worries","2010","Mecklenburg-Western Pomerania","no migration background","118","0.253985507563215","0.218219533421185","0.289751481705244"
"Big worries","2010","Mecklenburg-Western Pomerania","direct migration background","4","","",""
"Big worries","2010","Mecklenburg-Western Pomerania","indirect migration background","2","","",""
"Big worries","2010","Saxony","no migration background","294","0.173465398293198","0.154998295091455","0.191932501494942"
"Big worries","2010","Saxony","direct migration background","8","","",""
"Big worries","2010","Saxony","indirect migration background","6","","",""
"Big worries","2010","Saxony-Anhalt","no migration background","190","0.225936130746068","0.198337023110862","0.253535238381274"
"Big worries","2010","Saxony-Anhalt","direct migration background","4","","",""
"Big worries","2010","Saxony-Anhalt","indirect migration background","1","","",""
"Big worries","2010","Thuringia","no migration background","194","0.243282516535187","0.215602294187765","0.27096273888261"
"Big worries","2010","Thuringia","direct migration background","5","","",""
"Big worries","2010","Thuringia","indirect migration background","3","","",""
"Some worries","2010","Schleswig-Holstein","no migration background","359","0.590174271717702","0.551648560007775","0.628699983427629"
"Some worries","2010","Schleswig-Holstein","direct migration background","39","0.37872174241246","0.271074232901777","0.486369251923144"
"Some worries","2010","Schleswig-Holstein","indirect migration background","15","","",""
"Some worries","2010","Hamburg","no migration background","187","0.587827393529956","0.533812040078952","0.64184274698096"
"Some worries","2010","Hamburg","direct migration background","30","0.707306890652057","0.581189991979464","0.83342378932465"
"Some worries","2010","Hamburg","indirect migration background","10","","",""
"Some worries","2010","Lower Saxony","no migration background","1059","0.573061470620467","0.550749888058245","0.595373053182689"
"Some worries","2010","Lower Saxony","direct migration background","111","0.442763326415896","0.377127279477293","0.508399373354499"
"Some worries","2010","Lower Saxony","indirect migration background","35","0.567463452506982","0.453027577285875","0.68189932772809"
"Some worries","2010","Bremen","no migration background","75","0.529817871588425","0.448858333108942","0.610777410067908"
"Some worries","2010","Bremen","direct migration background","11","","",""
"Some worries","2010","Bremen","indirect migration background","","","",""
"Some worries","2010","North Rhine-Westphalia","no migration background","2128","0.560444614400523","0.544558941711943","0.576330287089103"
"Some worries","2010","North Rhine-Westphalia","direct migration background","412","0.483601552541679","0.450527714033921","0.516675391049437"
"Some worries","2010","North Rhine-Westphalia","indirect migration background","172","0.550112950001848","0.497311167733999","0.602914732269697"
"Some worries","2010","Hesse","no migration background","738","0.568242404773231","0.540957775888434","0.595527033658027"
"Some worries","2010","Hesse","direct migration background","139","0.441365393827785","0.386090196558305","0.496640591097266"
"Some worries","2010","Hesse","indirect migration background","39","0.409208602075579","0.308186394707269","0.51023080944389"
"Some worries","2010","Rhineland-Palatinate,Saarland","no migration background","576","0.551809265791647","0.521871382594855","0.581747148988438"
"Some worries","2010","Rhineland-Palatinate,Saarland","direct migration background","89","0.454740578299395","0.382198123504327","0.527283033094463"
"Some worries","2010","Rhineland-Palatinate,Saarland","indirect migration background","33","0.506704340622397","0.394302802506705","0.619105878738089"
"Some worries","2010","Baden-Württemberg","no migration background","1302","0.606425529973507","0.585912884513117","0.626938175433898"
"Some worries","2010","Baden-Württemberg","direct migration background","253","0.489856696642394","0.445504125641895","0.534209267642893"
"Some worries","2010","Baden-Württemberg","indirect migration background","116","0.54380576458174","0.478433661093233","0.609177868070246"
"Some worries","2010","Bavaria","no migration background","1743","0.578836044952119","0.56103689517609","0.596635194728148"
"Some worries","2010","Bavaria","direct migration background","214","0.512312767037066","0.465501616183896","0.559123917890236"
"Some worries","2010","Bavaria","indirect migration background","96","0.606807904056172","0.536985118570684","0.676630689541661"
"Some worries","2010","Berlin","no migration background","445","0.574953895380058","0.540036868359379","0.609870922400738"
"Some worries","2010","Berlin","direct migration background","45","0.371012493789654","0.278170021181044","0.463854966398264"
"Some worries","2010","Berlin","indirect migration background","25","","",""
"Some worries","2010","Brandenburg","no migration background","535","0.595820918834138","0.564006808512703","0.627635029155573"
"Some worries","2010","Brandenburg","direct migration background","18","","",""
"Some worries","2010","Brandenburg","indirect migration background","10","","",""
