"plj0047","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Some worries","2006","(3a) lower tertiary education","Male","557","0.580690286524958","0.549796240055339","0.611584332994578"
"Some worries","2006","(3a) lower tertiary education","Female","488","0.568102594294586","0.534240340047154","0.601964848542018"
"Some worries","2006","(3b) higher tertiary education","Male","880","0.527570875369515","0.502860246406987","0.552281504332042"
"Some worries","2006","(3b) higher tertiary education","Female","673","0.544359024491406","0.516145644649891","0.572572404332922"
"No worries","2006","(0) in school","Male","50","0.224486457109314","0.167089371905956","0.281883542312672"
"No worries","2006","(0) in school","Female","42","0.209189678160447","0.15323887017703","0.265140486143864"
"No worries","2006","(1a) inadequately completed","Male","31","0.3248986714787","0.232174384538593","0.417622958418808"
"No worries","2006","(1a) inadequately completed","Female","29","","",""
"No worries","2006","(1b) general elementary school","Male","153","0.296072387679551","0.258462431356576","0.333682344002527"
"No worries","2006","(1b) general elementary school","Female","335","0.252994090347779","0.229804215015277","0.276183965680282"
"No worries","2006","(1c) basic vocational qualification","Male","714","0.215077528513292","0.20111181380034","0.229043243226245"
"No worries","2006","(1c) basic vocational qualification","Female","465","0.161435875988652","0.147824718748432","0.175047033228872"
"No worries","2006","(2b) intermediate general qualification","Male","56","0.247221949307165","0.190601586679157","0.303842311935172"
"No worries","2006","(2b) intermediate general qualification","Female","71","0.192523903490972","0.15145116814985","0.233596638832093"
"No worries","2006","(2a) intermediate vocational","Male","472","0.227249276788462","0.209674381790617","0.244824171786307"
"No worries","2006","(2a) intermediate vocational","Female","404","0.139477291578342","0.127011431774293","0.151943151382391"
"No worries","2006","(2c_gen) general maturity certificate","Male","82","0.192214790143603","0.151397146742235","0.23303243354497"
"No worries","2006","(2c_gen) general maturity certificate","Female","64","0.140709292567195","0.109273051573072","0.172145533561318"
"No worries","2006","(2c_voc) vocational maturity certificate","Male","128","0.176130270634306","0.148051075272725","0.204209465995887"
"No worries","2006","(2c_voc) vocational maturity certificate","Female","139","0.161009944860344","0.13723434365721","0.184785546063478"
"No worries","2006","(3a) lower tertiary education","Male","187","0.177880050977946","0.153937728879523","0.201822373076368"
"No worries","2006","(3a) lower tertiary education","Female","91","0.114781208802511","0.0929904230087753","0.136571994596247"
"No worries","2006","(3b) higher tertiary education","Male","298","0.2146529258423","0.19433055916171","0.23497529252289"
"No worries","2006","(3b) higher tertiary education","Female","157","0.142697703715553","0.122883505575869","0.162511901855237"
"Big worries","2007","(0) in school","Male","48","0.284574308408936","0.214659654809221","0.354488962008652"
"Big worries","2007","(0) in school","Female","50","0.252648311497045","0.188991880487764","0.316304742506325"
"Big worries","2007","(1a) inadequately completed","Male","17","","",""
"Big worries","2007","(1a) inadequately completed","Female","34","0.25826368678136","0.183598600847851","0.332928772714869"
"Big worries","2007","(1b) general elementary school","Male","121","0.272266410499583","0.233596564445798","0.310936256553367"
"Big worries","2007","(1b) general elementary school","Female","307","0.256869061790367","0.232149199964104","0.28158892361663"
"Big worries","2007","(1c) basic vocational qualification","Male","753","0.24670848576768","0.231366362517628","0.262050609017731"
"Big worries","2007","(1c) basic vocational qualification","Female","747","0.299224593779319","0.281433925310504","0.317015262248135"
"Big worries","2007","(2b) intermediate general qualification","Male","53","0.289577740739184","0.226240980345509","0.352914501132859"
"Big worries","2007","(2b) intermediate general qualification","Female","118","0.367743188782173","0.314994137632911","0.420492239931434"
"Big worries","2007","(2a) intermediate vocational","Male","467","0.226909846769459","0.208867016635586","0.244952676903332"
"Big worries","2007","(2a) intermediate vocational","Female","832","0.311510541932593","0.294341652392123","0.328679431473064"
"Big worries","2007","(2c_gen) general maturity certificate","Male","103","0.294641247519899","0.2483148613304","0.340967633709398"
"Big worries","2007","(2c_gen) general maturity certificate","Female","115","0.275862167572713","0.234052903620006","0.31767143152542"
"Big worries","2007","(2c_voc) vocational maturity certificate","Male","161","0.272111056243564","0.23870989552959","0.305512216957539"
"Big worries","2007","(2c_voc) vocational maturity certificate","Female","253","0.285673154077353","0.255724619565555","0.31562168858915"
"Big worries","2007","(3a) lower tertiary education","Male","237","0.264798812943776","0.236287626238211","0.293309999649341"
"Big worries","2007","(3a) lower tertiary education","Female","230","0.277420934340551","0.246160336103382","0.308681532577719"
"Big worries","2007","(3b) higher tertiary education","Male","400","0.275219168680954","0.252526304483357","0.29791203287855"
"Big worries","2007","(3b) higher tertiary education","Female","378","0.329779325524654","0.302966426962037","0.35659222408727"
"Some worries","2007","(0) in school","Male","76","0.49040079718744","0.412940697171224","0.567860897203655"
"Some worries","2007","(0) in school","Female","92","0.569319046732342","0.496779094526102","0.641858998938581"
"Some worries","2007","(1a) inadequately completed","Male","42","0.542480917955163","0.435302859851551","0.649658976058776"
"Some worries","2007","(1a) inadequately completed","Female","61","0.430354028044661","0.345889068784099","0.514818987305224"
"Some worries","2007","(1b) general elementary school","Male","248","0.474308919920605","0.430929359194852","0.517688480646359"
"Some worries","2007","(1b) general elementary school","Female","579","0.493978610449816","0.465691018574968","0.522266202324664"
"Some worries","2007","(1c) basic vocational qualification","Male","1571","0.519455349398719","0.501674484959794","0.537236213837644"
"Some worries","2007","(1c) basic vocational qualification","Female","1310","0.502376366894993","0.482950997017165","0.52180173677282"
"Some worries","2007","(2b) intermediate general qualification","Male","90","0.385718015059099","0.317745423403096","0.453690606715103"
"Some worries","2007","(2b) intermediate general qualification","Female","139","0.40965865597453","0.355861633088705","0.463455678860355"
"Some worries","2007","(2a) intermediate vocational","Male","1145","0.54539384990455","0.523943435351097","0.566844264458004"
"Some worries","2007","(2a) intermediate vocational","Female","1556","0.540896585745432","0.522422218769611","0.559370952721253"
"Some worries","2007","(2c_gen) general maturity certificate","Male","181","0.497869216332601","0.447059978326572","0.54867845433863"
"Some worries","2007","(2c_gen) general maturity certificate","Female","259","0.602704774007715","0.556930146395112","0.648479401620318"
"Some worries","2007","(2c_voc) vocational maturity certificate","Male","398","0.554951919701589","0.517653790523743","0.592250048879434"
"Some worries","2007","(2c_voc) vocational maturity certificate","Female","495","0.572489519406991","0.539691355796854","0.605287683017128"
"Some worries","2007","(3a) lower tertiary education","Male","523","0.568771884967547","0.536769910699751","0.600773859235343"
"Some worries","2007","(3a) lower tertiary education","Female","471","0.593053705022074","0.55875319770933","0.627354212334819"
"Some worries","2007","(3b) higher tertiary education","Male","817","0.518717540234464","0.493330497773922","0.544104582695007"
"Some worries","2007","(3b) higher tertiary education","Female","671","0.580602866463651","0.552459538029075","0.608746194898227"
"No worries","2007","(0) in school","Male","36","0.225024894403624","0.160318491299276","0.289731297507972"
"No worries","2007","(0) in school","Female","37","0.178032641770614","0.12199257045413","0.234072713087098"
"No worries","2007","(1a) inadequately completed","Male","24","","",""
"No worries","2007","(1a) inadequately completed","Female","37","0.311382285173978","0.232387727506527","0.39037684284143"
"No worries","2007","(1b) general elementary school","Male","140","0.253424669579812","0.21563696931056","0.291212369849065"
"No worries","2007","(1b) general elementary school","Female","314","0.249152327759817","0.224680530734046","0.273624124785589"
"No worries","2007","(1c) basic vocational qualification","Male","709","0.233836164833601","0.218772572640435","0.248899757026768"
"No worries","2007","(1c) basic vocational qualification","Female","488","0.198399039325688","0.182905412387431","0.213892666263946"
"No worries","2007","(2b) intermediate general qualification","Male","54","0.324704244201717","0.259315052233612","0.390093436169822"
"No worries","2007","(2b) intermediate general qualification","Female","64","0.222598155243297","0.17709105751962","0.268105252966974"
"No worries","2007","(2a) intermediate vocational","Male","458","0.227696303325991","0.209631428150604","0.245761178501378"
"No worries","2007","(2a) intermediate vocational","Female","407","0.147592872321974","0.134443245938261","0.160742498705688"
"No worries","2007","(2c_gen) general maturity certificate","Male","88","0.207489536147499","0.166281945416396","0.248697126878602"
"No worries","2007","(2c_gen) general maturity certificate","Female","65","0.121433058419572","0.0908788014785919","0.151987315360552"
"No worries","2007","(2c_voc) vocational maturity certificate","Male","123","0.172937024054847","0.144553312534183","0.201320735575512"
"No worries","2007","(2c_voc) vocational maturity certificate","Female","126","0.141837326515656","0.118707495847638","0.164967157183675"
"No worries","2007","(3a) lower tertiary education","Male","160","0.166429302088677","0.142361285996698","0.190497318180657"
"No worries","2007","(3a) lower tertiary education","Female","87","0.129525360637375","0.10608088904526","0.15296983222949"
"No worries","2007","(3b) higher tertiary education","Male","271","0.206063291084582","0.185511963463888","0.226614618705277"
"No worries","2007","(3b) higher tertiary education","Female","132","0.0896178080116952","0.0733273919015356","0.105908224121855"
"Big worries","2008","(0) in school","Male","50","0.311944708469122","0.242708329134521","0.381181087803722"
"Big worries","2008","(0) in school","Female","46","0.251412719687098","0.18855807279232","0.314267366581876"
"Big worries","2008","(1a) inadequately completed","Male","12","","",""
"Big worries","2008","(1a) inadequately completed","Female","25","","",""
"Big worries","2008","(1b) general elementary school","Male","101","0.267324505967677","0.226748881695051","0.307900130240302"
"Big worries","2008","(1b) general elementary school","Female","266","0.248146811508335","0.222770915762632","0.273522707254038"
"Big worries","2008","(1c) basic vocational qualification","Male","650","0.234398398109214","0.218777082698166","0.250019713520261"
"Big worries","2008","(1c) basic vocational qualification","Female","647","0.283523055708969","0.265491310153384","0.301554801264554"
"Big worries","2008","(2b) intermediate general qualification","Male","43","0.284131302677296","0.220171423468685","0.348091181885908"
"Big worries","2008","(2b) intermediate general qualification","Female","73","0.25233916227045","0.202519439068556","0.302158885472344"
"Big worries","2008","(2a) intermediate vocational","Male","416","0.204625436014993","0.186819685100793","0.222431186929192"
"Big worries","2008","(2a) intermediate vocational","Female","665","0.253431892397703","0.23688945858506","0.269974326210346"
"Big worries","2008","(2c_gen) general maturity certificate","Male","76","0.260960154566575","0.214280282190908","0.307640026942242"
"Big worries","2008","(2c_gen) general maturity certificate","Female","93","0.270723614586503","0.227070453261074","0.314376775911933"
"Big worries","2008","(2c_voc) vocational maturity certificate","Male","137","0.207777594192833","0.176221434470569","0.239333753915096"
"Big worries","2008","(2c_voc) vocational maturity certificate","Female","179","0.231780526198375","0.202703167197569","0.260857885199182"
"Big worries","2008","(3a) lower tertiary education","Male","175","0.199523885998693","0.173134348870834","0.225913423126551"
"Big worries","2008","(3a) lower tertiary education","Female","187","0.245344195922106","0.214772599689139","0.275915792155072"
"Big worries","2008","(3b) higher tertiary education","Male","279","0.188185663369446","0.16779148517502","0.208579841563871"
"Big worries","2008","(3b) higher tertiary education","Female","272","0.254702811480759","0.229422240434704","0.279983382526813"
"Some worries","2008","(0) in school","Male","74","0.435340804356371","0.361245317186924","0.509436291525817"
"Some worries","2008","(0) in school","Female","102","0.578966927088884","0.507433747424832","0.650500106752935"
"Some worries","2008","(1a) inadequately completed","Male","40","0.551350438840519","0.442364471453018","0.66033640622802"
"Some worries","2008","(1a) inadequately completed","Female","56","0.561045718830528","0.467016035588306","0.655075402072749"
"Some worries","2008","(1b) general elementary school","Male","220","0.451072156227857","0.405450543756465","0.496693768699248"
"Some worries","2008","(1b) general elementary school","Female","548","0.492630087519502","0.463258776636941","0.522001398402062"
"Some worries","2008","(1c) basic vocational qualification","Male","1478","0.535312429859233","0.516920679784008","0.553704179934457"
"Some worries","2008","(1c) basic vocational qualification","Female","1297","0.534113170269469","0.514155983099909","0.554070357439029"
"Some worries","2008","(2b) intermediate general qualification","Male","100","0.469317108536892","0.398541739272928","0.540092477800857"
"Some worries","2008","(2b) intermediate general qualification","Female","164","0.550389811646415","0.493332680644625","0.607446942648205"
"Some worries","2008","(2a) intermediate vocational","Male","1051","0.527132516451236","0.505096947689313","0.54916808521316"
"Some worries","2008","(2a) intermediate vocational","Female","1561","0.583436659720098","0.56468794778859","0.602185371651607"
"Some worries","2008","(2c_gen) general maturity certificate","Male","185","0.530836173054628","0.477790355487012","0.583881990622243"
"Some worries","2008","(2c_gen) general maturity certificate","Female","245","0.567070687254438","0.518392583701295","0.615748790807581"
"Some worries","2008","(2c_voc) vocational maturity certificate","Male","375","0.608888181931088","0.570932179104844","0.646844184757331"
"Some worries","2008","(2c_voc) vocational maturity certificate","Female","478","0.575919366252276","0.541864522529147","0.609974209975405"
"Some worries","2008","(3a) lower tertiary education","Male","514","0.576628515701533","0.544002127731721","0.609254903671346"
"Some worries","2008","(3a) lower tertiary education","Female","463","0.586965409147208","0.551982555833389","0.621948262461026"
"Some worries","2008","(3b) higher tertiary education","Male","818","0.570065631254923","0.544234222285888","0.595897040223958"
"Some worries","2008","(3b) higher tertiary education","Female","700","0.592346653003516","0.563833926753775","0.620859379253256"
"No worries","2008","(0) in school","Male","48","0.252714487174508","0.187770010948567","0.317658963400448"
"No worries","2008","(0) in school","Female","35","0.169620353224018","0.115245277388239","0.223995429059798"
"No worries","2008","(1a) inadequately completed","Male","28","","",""
"No worries","2008","(1a) inadequately completed","Female","26","","",""
"No worries","2008","(1b) general elementary school","Male","136","0.281603337804467","0.240365959873481","0.322840715735453"
"No worries","2008","(1b) general elementary school","Female","299","0.259223100972163","0.233478801727856","0.28496740021647"
"No worries","2008","(1c) basic vocational qualification","Male","697","0.230289172031553","0.214763892721863","0.245814451341244"
"No worries","2008","(1c) basic vocational qualification","Female","456","0.182363774021562","0.166915078337364","0.19781246970576"
"No worries","2008","(2b) intermediate general qualification","Male","48","0.246551588785811","0.185427546028128","0.307675631543495"
"No worries","2008","(2b) intermediate general qualification","Female","55","0.197271026083135","0.15162817272631","0.242913879439961"
"No worries","2008","(2a) intermediate vocational","Male","505","0.268242047533771","0.248687769366929","0.287796325700613"
"No worries","2008","(2a) intermediate vocational","Female","430","0.163131447882199","0.149079661945086","0.177183233819311"
"No worries","2008","(2c_gen) general maturity certificate","Male","79","0.208203672378797","0.165045845674617","0.251361499082977"
"No worries","2008","(2c_gen) general maturity certificate","Female","60","0.162205698159059","0.125989045381598","0.198422350936519"
"No worries","2008","(2c_voc) vocational maturity certificate","Male","123","0.183334223876079","0.153238473323787","0.213429974428372"
"No worries","2008","(2c_voc) vocational maturity certificate","Female","152","0.192300107549349","0.165142681456557","0.21945753364214"
"No worries","2008","(3a) lower tertiary education","Male","192","0.223847598299774","0.196323705402688","0.25137149119686"
"No worries","2008","(3a) lower tertiary education","Female","111","0.167690394930687","0.141147254200757","0.194233535660616"
"No worries","2008","(3b) higher tertiary education","Male","314","0.241748705375632","0.219409215955031","0.264088194796233"
"No worries","2008","(3b) higher tertiary education","Female","169","0.152950535515726","0.132065502994316","0.173835568037136"
"Big worries","2009","(0) in school","Male","40","0.249253493369693","0.183048087259733","0.315458899479652"
"Big worries","2009","(0) in school","Female","30","0.273643687235862","0.20005583811677","0.347231536354954"
"Big worries","2009","(1a) inadequately completed","Male","11","","",""
"Big worries","2009","(1a) inadequately completed","Female","18","","",""
"Big worries","2009","(1b) general elementary school","Male","79","0.248902124405353","0.206529958520545","0.291274290290162"
"Big worries","2009","(1b) general elementary school","Female","189","0.225418902494817","0.199337061300234","0.251500743689401"
"Big worries","2009","(1c) basic vocational qualification","Male","468","0.18078085316835","0.165991329804464","0.195570376532236"
"Big worries","2009","(1c) basic vocational qualification","Female","486","0.224651064764556","0.207235074428655","0.242067055100458"
"Big worries","2009","(2b) intermediate general qualification","Male","41","0.257843530857844","0.192085395642825","0.323601666072863"
"Big worries","2009","(2b) intermediate general qualification","Female","56","0.208838308948154","0.159524840869164","0.258151777027144"
"Big worries","2009","(2a) intermediate vocational","Male","309","0.167785742203749","0.150762589915888","0.184808894491611"
"Big worries","2009","(2a) intermediate vocational","Female","511","0.215625040830383","0.199565043643312","0.231685038017453"
"Big worries","2009","(2c_gen) general maturity certificate","Male","60","0.202874915853766","0.159221653527214","0.246528178180318"
"Big worries","2009","(2c_gen) general maturity certificate","Female","80","0.180716973611634","0.141350047045175","0.220083900178092"
"Big worries","2009","(2c_voc) vocational maturity certificate","Male","120","0.256897432430613","0.221028791128792","0.292766073732434"
"Big worries","2009","(2c_voc) vocational maturity certificate","Female","150","0.212774438527466","0.183600402595072","0.24194847445986"
"Big worries","2009","(3a) lower tertiary education","Male","148","0.198710265699355","0.171916532096396","0.225503999302314"
"Big worries","2009","(3a) lower tertiary education","Female","154","0.192322609109566","0.163712569378923","0.22093264884021"
"Big worries","2009","(3b) higher tertiary education","Male","237","0.17374147803636","0.153371276193157","0.194111679879562"
"Big worries","2009","(3b) higher tertiary education","Female","224","0.192901822599703","0.169783070050019","0.216020575149387"
"Some worries","2009","(0) in school","Male","81","0.481174230393969","0.404704753967709","0.557643706820229"
"Some worries","2009","(0) in school","Female","76","0.541172466233912","0.458923373379204","0.623421559088621"
"Some worries","2009","(1a) inadequately completed","Male","37","0.517445206256162","0.406551655199007","0.628338757313318"
"Some worries","2009","(1a) inadequately completed","Female","48","0.47683225001788","0.375321997198954","0.578342502836806"
"Some worries","2009","(1b) general elementary school","Male","185","0.416669661485077","0.368355848108749","0.464983474861406"
"Some worries","2009","(1b) general elementary school","Female","513","0.507577986980665","0.47637258706707","0.538783386894259"
"Some worries","2009","(1c) basic vocational qualification","Male","1409","0.555846649276132","0.536751551683805","0.574941746868459"
"Some worries","2009","(1c) basic vocational qualification","Female","1273","0.579339847446508","0.558739349181887","0.599940345711129"
"Some worries","2009","(2b) intermediate general qualification","Male","78","0.418208988956609","0.344060242143695","0.492357735769524"
"Some worries","2009","(2b) intermediate general qualification","Female","142","0.548908722884666","0.48854025997438","0.609277185794952"
"Some worries","2009","(2a) intermediate vocational","Male","1044","0.548671370550395","0.526001581806009","0.57134115929478"
"Some worries","2009","(2a) intermediate vocational","Female","1533","0.613331878985211","0.594314486900381","0.632349271070042"
"Some worries","2009","(2c_gen) general maturity certificate","Male","195","0.61425440129572","0.561414266205779","0.667094536385661"
"Some worries","2009","(2c_gen) general maturity certificate","Female","207","0.558950690828411","0.508152835064203","0.609748546592619"
"Some worries","2009","(2c_voc) vocational maturity certificate","Male","340","0.586637129118742","0.546211092141257","0.627063166096226"
"Some worries","2009","(2c_voc) vocational maturity certificate","Female","454","0.604699552802479","0.569848117398713","0.639550988206245"
"Some worries","2009","(3a) lower tertiary education","Male","508","0.589982887202877","0.556957418291991","0.623008356113764"
"Some worries","2009","(3a) lower tertiary education","Female","456","0.609976066860216","0.57456929331792","0.645382840402512"
"Some worries","2009","(3b) higher tertiary education","Male","787","0.59845298832493","0.572097636407816","0.624808340242044"
"Some worries","2009","(3b) higher tertiary education","Female","706","0.640714354611993","0.612602777706185","0.6688259315178"
"No worries","2009","(0) in school","Male","43","0.269572276236338","0.201659356182029","0.337485196290647"
"No worries","2009","(0) in school","Female","35","0.185183846530226","0.12106733277785","0.249300360282601"
"No worries","2009","(1a) inadequately completed","Male","30","0.350116494476597","0.244258214626745","0.455974774326448"
"No worries","2009","(1a) inadequately completed","Female","27","","",""
"No worries","2009","(1b) general elementary school","Male","136","0.334428214109569","0.288193625041623","0.380662803177516"
"No worries","2009","(1b) general elementary school","Female","284","0.267003110524518","0.239389775645969","0.294616445403066"
"No worries","2009","(1c) basic vocational qualification","Male","724","0.263372497555518","0.246445220959543","0.280299774151492"
"No worries","2009","(1c) basic vocational qualification","Female","447","0.196009087788935","0.179443417599529","0.212574757978341"
"No worries","2009","(2b) intermediate general qualification","Male","51","0.323947480185547","0.253599577955202","0.394295382415891"
"No worries","2009","(2b) intermediate general qualification","Female","63","0.24225296816718","0.190274375975192","0.294231560359168"
"No worries","2009","(2a) intermediate vocational","Male","498","0.283542887245856","0.263010031330183","0.304075743161529"
"No worries","2009","(2a) intermediate vocational","Female","475","0.171043080184406","0.156338496195265","0.185747664173546"
"No worries","2009","(2c_gen) general maturity certificate","Male","71","0.182870682850515","0.140908629603699","0.22483273609733"
"No worries","2009","(2c_gen) general maturity certificate","Female","80","0.260332335559955","0.215437391692602","0.305227279427308"
"No worries","2009","(2c_voc) vocational maturity certificate","Male","110","0.156465438450646","0.126641065976583","0.186289810924708"
"No worries","2009","(2c_voc) vocational maturity certificate","Female","152","0.182526008670055","0.154990915910309","0.210061101429801"
"No worries","2009","(3a) lower tertiary education","Male","196","0.211306847097768","0.183894948672832","0.238718745522703"
"No worries","2009","(3a) lower tertiary education","Female","119","0.197701324030218","0.168790720796531","0.226611927263904"
"No worries","2009","(3b) higher tertiary education","Male","305","0.22780553363871","0.205256336797068","0.250354730480352"
"No worries","2009","(3b) higher tertiary education","Female","189","0.166383822788304","0.144562972788359","0.188204672788249"
"Big worries","2010","(0) in school","Male","50","0.195700216276799","0.144089511319884","0.247310921233714"
"Big worries","2010","(0) in school","Female","52","0.216225678438677","0.157379493000434","0.275071863876919"
"Big worries","2010","(1a) inadequately completed","Male","35","0.181711963636854","0.119376630434949","0.244047296838758"
"Big worries","2010","(1a) inadequately completed","Female","66","0.269892244208027","0.208676788125175","0.331107700290878"
"Big worries","2010","(1b) general elementary school","Male","145","0.254408226615618","0.219789393078027","0.289027060153209"
"Big worries","2010","(1b) general elementary school","Female","287","0.223665141319167","0.200656736291695","0.24667354634664"
"Big worries","2010","(1c) basic vocational qualification","Male","616","0.193401455373554","0.179277487767206","0.207525422979903"
"Big worries","2010","(1c) basic vocational qualification","Female","657","0.231334094051885","0.215087789651451","0.247580398452319"
"Big worries","2010","(2b) intermediate general qualification","Male","50","0.283823723252972","0.223837359594946","0.343810086910999"
"Big worries","2010","(2b) intermediate general qualification","Female","92","0.220571343039039","0.180534280037638","0.26060840604044"
"Big worries","2010","(2a) intermediate vocational","Male","440","0.160014621452979","0.145434873000653","0.174594369905305"
"Big worries","2010","(2a) intermediate vocational","Female","916","0.239660586306944","0.225939280018346","0.253381892595542"
"Big worries","2010","(2c_gen) general maturity certificate","Male","89","0.249284497207778","0.207461754730169","0.291107239685387"
"Big worries","2010","(2c_gen) general maturity certificate","Female","115","0.203219096560566","0.168330029420896","0.238108163700235"
"Big worries","2010","(2c_voc) vocational maturity certificate","Male","166","0.184928116278913","0.158673366897293","0.211182865660533"
"Big worries","2010","(2c_voc) vocational maturity certificate","Female","318","0.233845727198628","0.210889562284507","0.256801892112748"
"Big worries","2010","(3a) lower tertiary education","Male","162","0.14401832513266","0.122418204256409","0.165618446008911"
"Big worries","2010","(3a) lower tertiary education","Female","190","0.182448078377026","0.157464532968768","0.207431623785283"
"Big worries","2010","(3b) higher tertiary education","Male","281","0.15498502993473","0.137995691230148","0.171974368639312"
"Big worries","2010","(3b) higher tertiary education","Female","330","0.222576607234927","0.202661637755744","0.24249157671411"
"Some worries","2010","(0) in school","Male","115","0.566174017673471","0.501702497661412","0.63064553768553"
"Some worries","2010","(0) in school","Female","99","0.510346490578778","0.43888926198219","0.581803719175366"
"Some worries","2010","(1a) inadequately completed","Male","69","0.538213582713875","0.457622437383207","0.618804728044543"
"Some worries","2010","(1a) inadequately completed","Female","88","0.452202693335634","0.383567173871602","0.520838212799666"
"Some worries","2010","(1b) general elementary school","Male","274","0.446296375010954","0.406782769068853","0.485809980953055"
"Some worries","2010","(1b) general elementary school","Female","641","0.498542082095076","0.470934334446908","0.526149829743245"
"Some worries","2010","(1c) basic vocational qualification","Male","1596","0.545839464188387","0.528034738393414","0.563644189983361"
"Some worries","2010","(1c) basic vocational qualification","Female","1430","0.573255244252317","0.554199580991809","0.592310907512825"
"Some worries","2010","(2b) intermediate general qualification","Male","100","0.442896073923033","0.376805846112586","0.50898630173348"
"Some worries","2010","(2b) intermediate general qualification","Female","225","0.490780201292543","0.44250816263228","0.539052239952807"
"Some worries","2010","(2a) intermediate vocational","Male","1329","0.546964867649297","0.527168751616114","0.56676098368248"
"Some worries","2010","(2a) intermediate vocational","Female","2158","0.588376106041782","0.572557391080293","0.604194821003272"
"Some worries","2010","(2c_gen) general maturity certificate","Male","234","0.566545423245653","0.518636507267712","0.614454339223594"
"Some worries","2010","(2c_gen) general maturity certificate","Female","295","0.567721213884885","0.524768840734112","0.610673587035659"
"Some worries","2010","(2c_voc) vocational maturity certificate","Male","489","0.595781316082282","0.562594920965636","0.628967711198928"
"Some worries","2010","(2c_voc) vocational maturity certificate","Female","741","0.571876558879827","0.545040906723027","0.598712211036628"
"Some worries","2010","(3a) lower tertiary education","Male","623","0.596212770926797","0.566027714182295","0.626397827671299"
"Some worries","2010","(3a) lower tertiary education","Female","585","0.628452327111685","0.597193678925782","0.659710975297588"
"Some worries","2010","(3b) higher tertiary education","Male","1047","0.584330740036588","0.561193970609705","0.607467509463471"
"Some worries","2010","(3b) higher tertiary education","Female","1061","0.611381615115604","0.588045479360893","0.634717750870314"
"No worries","2010","(0) in school","Male","62","0.23812576604973","0.18271680580652","0.29353472629294"
"No worries","2010","(0) in school","Female","37","0.273427830982545","0.209714559658856","0.337141102306235"
"No worries","2010","(1a) inadequately completed","Male","43","0.280074453649271","0.207485595523261","0.352663311775282"
"No worries","2010","(1a) inadequately completed","Female","48","0.277905062456339","0.216129346769407","0.339680778143271"
"No worries","2010","(1b) general elementary school","Male","189","0.299295398373427","0.262894357189728","0.335696439557126"
"No worries","2010","(1b) general elementary school","Female","332","0.277792776585756","0.253061063093653","0.30252449007786"
"No worries","2010","(1c) basic vocational qualification","Male","792","0.260759080438058","0.245058675757395","0.276459485118722"
"No worries","2010","(1c) basic vocational qualification","Female","501","0.195410661695798","0.180134043682103","0.210687279709494"
"No worries","2010","(2b) intermediate general qualification","Male","67","0.273280202823994","0.213986877768175","0.332573527879814"
"No worries","2010","(2b) intermediate general qualification","Female","95","0.288648455668418","0.244893601421772","0.332403309915063"
"No worries","2010","(2a) intermediate vocational","Male","660","0.293020510897723","0.2749201701252","0.311120851670246"
"No worries","2010","(2a) intermediate vocational","Female","644","0.171963307651273","0.15983399797561","0.184092617326937"
"No worries","2010","(2c_gen) general maturity certificate","Male","88","0.184170079546569","0.146695520406368","0.221644638686769"
"No worries","2010","(2c_gen) general maturity certificate","Female","101","0.229059689554549","0.192624389363451","0.265494989745647"
"No worries","2010","(2c_voc) vocational maturity certificate","Male","185","0.219290567638805","0.191309573720867","0.247271561556743"
"No worries","2010","(2c_voc) vocational maturity certificate","Female","247","0.194277713921545","0.172820136760017","0.215735291083073"
"No worries","2010","(3a) lower tertiary education","Male","230","0.259768903940543","0.232791987081485","0.286745820799601"
"No worries","2010","(3a) lower tertiary education","Female","143","0.189099594511289","0.163768391936154","0.214430797086424"
"No worries","2010","(3b) higher tertiary education","Male","415","0.260684230028682","0.240074525657714","0.28129393439965"
"No worries","2010","(3b) higher tertiary education","Female","285","0.16604177764947","0.148226527758504","0.183857027540436"
"Big worries","2011","(0) in school","Male","34","0.235605628979933","0.17005351160566","0.301157746354206"
"Big worries","2011","(0) in school","Female","34","0.217934096009397","0.152085899587171","0.283782292431623"
"Big worries","2011","(1a) inadequately completed","Male","18","","",""
"Big worries","2011","(1a) inadequately completed","Female","28","","",""
"Big worries","2011","(1b) general elementary school","Male","93","0.244573816635942","0.206000240963774","0.283147392308109"
"Big worries","2011","(1b) general elementary school","Female","208","0.185918515628523","0.16349186413572","0.208345167121327"
"Big worries","2011","(1c) basic vocational qualification","Male","524","0.182148282741508","0.168105628185362","0.196190937297654"
"Big worries","2011","(1c) basic vocational qualification","Female","559","0.228864224590184","0.212419549200683","0.245308899979685"
"Big worries","2011","(2b) intermediate general qualification","Male","42","0.203110286769579","0.147072552701753","0.259148020837406"
"Big worries","2011","(2b) intermediate general qualification","Female","63","0.198540603039687","0.155567221915193","0.241513984164182"
"Big worries","2011","(2a) intermediate vocational","Male","333","0.144934766055999","0.129853097640463","0.160016434471534"
"Big worries","2011","(2a) intermediate vocational","Female","604","0.215219238375569","0.200159969716195","0.230278507034942"
"Big worries","2011","(2c_gen) general maturity certificate","Male","82","0.202244930699464","0.162782833345949","0.241707028052979"
"Big worries","2011","(2c_gen) general maturity certificate","Female","113","0.250883309832849","0.211522343274195","0.290244276391504"
"Big worries","2011","(2c_voc) vocational maturity certificate","Male","112","0.188640458967424","0.158928240997815","0.218352676937033"
