"plj0047","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Some worries","2009","Couple + C. GT 16 ","(1c) basic vocational qualification","408","0.568060546922428","0.531828354034253","0.604292739810602"
"Some worries","2009","Couple + C. GT 16 ","(2b) intermediate general qualification","69","0.519639198133123","0.436582354384574","0.602696041881671"
"Some worries","2009","Couple + C. GT 16 ","(2a) intermediate vocational","439","0.574785314833149","0.538897973432243","0.610672656234055"
"Some worries","2009","Couple + C. GT 16 ","(2c_gen) general maturity certificate","127","0.596364586266169","0.532957948094189","0.659771224438148"
"Some worries","2009","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","108","0.500284109011809","0.428428354642269","0.57213986338135"
"Some worries","2009","Couple + C. GT 16 ","(3a) lower tertiary education","136","0.56613406498918","0.500344462173361","0.631923667804999"
"Some worries","2009","Couple + C. GT 16 ","(3b) higher tertiary education","218","0.631469631894309","0.581843816710705","0.681095447077914"
"Some worries","2009","Couple + C. LE and GT 16","(0) in school","59","0.489251575280734","0.398673144107098","0.57983000645437"
"Some worries","2009","Couple + C. LE and GT 16","(1a) inadequately completed","5","","",""
"Some worries","2009","Couple + C. LE and GT 16","(1b) general elementary school","34","0.415595047962516","0.302542908222578","0.528647187702454"
"Some worries","2009","Couple + C. LE and GT 16","(1c) basic vocational qualification","108","0.542388541467589","0.473854905975205","0.610922176959973"
"Some worries","2009","Couple + C. LE and GT 16","(2b) intermediate general qualification","29","","",""
"Some worries","2009","Couple + C. LE and GT 16","(2a) intermediate vocational","162","0.651827998737214","0.594470714302195","0.709185283172234"
"Some worries","2009","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","39","0.652355116213965","0.539989483078055","0.764720749349876"
"Some worries","2009","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","44","0.568068515611593","0.463378164533201","0.672758866689986"
"Some worries","2009","Couple + C. LE and GT 16","(3a) lower tertiary education","58","0.664920502258572","0.561486843428893","0.76835416108825"
"Some worries","2009","Couple + C. LE and GT 16","(3b) higher tertiary education","71","0.609732158222115","0.524892841059289","0.694571475384941"
"No worries","2009","1-pers.-HH","(0) in school","","","",""
"No worries","2009","1-pers.-HH","(1a) inadequately completed","12","","",""
"No worries","2009","1-pers.-HH","(1b) general elementary school","119","0.33000280779795","0.280670584752577","0.379335030843323"
"No worries","2009","1-pers.-HH","(1c) basic vocational qualification","226","0.243759569060694","0.214913004834112","0.272606133287276"
"No worries","2009","1-pers.-HH","(2b) intermediate general qualification","13","","",""
"No worries","2009","1-pers.-HH","(2a) intermediate vocational","151","0.242249976287261","0.208443464649296","0.276056487925225"
"No worries","2009","1-pers.-HH","(2c_gen) general maturity certificate","24","","",""
"No worries","2009","1-pers.-HH","(2c_voc) vocational maturity certificate","34","0.135355358216373","0.0881785060263905","0.182532210406355"
"No worries","2009","1-pers.-HH","(3a) lower tertiary education","61","0.264500949162991","0.208582667635203","0.320419230690778"
"No worries","2009","1-pers.-HH","(3b) higher tertiary education","85","0.218200453628667","0.175886551233588","0.260514356023746"
"No worries","2009","(Married) couple without C. ","(0) in school","1","","",""
"No worries","2009","(Married) couple without C. ","(1a) inadequately completed","22","","",""
"No worries","2009","(Married) couple without C. ","(1b) general elementary school","115","0.222878438456131","0.184167373996654","0.261589502915607"
"No worries","2009","(Married) couple without C. ","(1c) basic vocational qualification","518","0.218847152667692","0.201671075944766","0.236023229390619"
"No worries","2009","(Married) couple without C. ","(2b) intermediate general qualification","14","","",""
"No worries","2009","(Married) couple without C. ","(2a) intermediate vocational","326","0.20544535752843","0.184868425997781","0.226022289059079"
"No worries","2009","(Married) couple without C. ","(2c_gen) general maturity certificate","24","","",""
"No worries","2009","(Married) couple without C. ","(2c_voc) vocational maturity certificate","84","0.183133839423897","0.145741130139865","0.22052654870793"
"No worries","2009","(Married) couple without C. ","(3a) lower tertiary education","126","0.184658539100996","0.156177371637387","0.213139706564605"
"No worries","2009","(Married) couple without C. ","(3b) higher tertiary education","182","0.168356786230593","0.145438509971253","0.191275062489932"
"No worries","2009","Single parent ","(0) in school","14","","",""
"No worries","2009","Single parent ","(1a) inadequately completed","4","","",""
"No worries","2009","Single parent ","(1b) general elementary school","38","0.342135155538108","0.257251385866335","0.427018925209881"
"No worries","2009","Single parent ","(1c) basic vocational qualification","65","0.414819550550117","0.343240339145872","0.486398761954362"
"No worries","2009","Single parent ","(2b) intermediate general qualification","17","","",""
"No worries","2009","Single parent ","(2a) intermediate vocational","61","0.219277765525966","0.168593438914286","0.269962092137646"
"No worries","2009","Single parent ","(2c_gen) general maturity certificate","11","","",""
"No worries","2009","Single parent ","(2c_voc) vocational maturity certificate","10","","",""
"No worries","2009","Single parent ","(3a) lower tertiary education","14","","",""
"No worries","2009","Single parent ","(3b) higher tertiary education","18","","",""
"No worries","2009","Couple + C. LE 16 ","(0) in school","","","",""
"No worries","2009","Couple + C. LE 16 ","(1a) inadequately completed","6","","",""
"No worries","2009","Couple + C. LE 16 ","(1b) general elementary school","41","0.26360886504557","0.188161040022097","0.339056690069043"
"No worries","2009","Couple + C. LE 16 ","(1c) basic vocational qualification","126","0.199204211229694","0.165517287051471","0.232891135407917"
"No worries","2009","Couple + C. LE 16 ","(2b) intermediate general qualification","5","","",""
"No worries","2009","Couple + C. LE 16 ","(2a) intermediate vocational","213","0.224723096232324","0.198138787032158","0.251307405432489"
"No worries","2009","Couple + C. LE 16 ","(2c_gen) general maturity certificate","12","","",""
"No worries","2009","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","68","0.171482463802074","0.132919023701821","0.210045903902327"
"No worries","2009","Couple + C. LE 16 ","(3a) lower tertiary education","52","0.161295859394984","0.115794200204197","0.20679751858577"
"No worries","2009","Couple + C. LE 16 ","(3b) higher tertiary education","96","0.252839304306213","0.212814585242306","0.292864023370121"
"No worries","2009","Couple + C. GT 16 ","(0) in school","31","0.235980635533632","0.164087726317366","0.307873544749898"
"No worries","2009","Couple + C. GT 16 ","(1a) inadequately completed","7","","",""
"No worries","2009","Couple + C. GT 16 ","(1b) general elementary school","67","0.291999128201407","0.231222509472825","0.35277574692999"
"No worries","2009","Couple + C. GT 16 ","(1c) basic vocational qualification","166","0.232621664495238","0.201717591892481","0.263525737097995"
"No worries","2009","Couple + C. GT 16 ","(2b) intermediate general qualification","41","0.326031107095005","0.248103716105851","0.403958498084159"
"No worries","2009","Couple + C. GT 16 ","(2a) intermediate vocational","154","0.212123754872696","0.182447575792864","0.241799933952529"
"No worries","2009","Couple + C. GT 16 ","(2c_gen) general maturity certificate","54","0.234283989767846","0.179545937171812","0.28902204236388"
"No worries","2009","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","35","0.159052438493709","0.106493541485622","0.211611335501797"
"No worries","2009","Couple + C. GT 16 ","(3a) lower tertiary education","41","0.193150586751602","0.140746627066227","0.245554546436977"
"No worries","2009","Couple + C. GT 16 ","(3b) higher tertiary education","76","0.156748633552841","0.119348324831874","0.194148942273808"
"No worries","2009","Couple + C. LE and GT 16","(0) in school","31","0.218042029056199","0.143222154956177","0.292861903156221"
"No worries","2009","Couple + C. LE and GT 16","(1a) inadequately completed","2","","",""
"No worries","2009","Couple + C. LE and GT 16","(1b) general elementary school","19","","",""
"No worries","2009","Couple + C. LE and GT 16","(1c) basic vocational qualification","49","0.205614099469367","0.150018261347918","0.261209937590816"
"No worries","2009","Couple + C. LE and GT 16","(2b) intermediate general qualification","21","","",""
"No worries","2009","Couple + C. LE and GT 16","(2a) intermediate vocational","48","0.175690339844155","0.129871478712913","0.221509200975398"
"No worries","2009","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","18","","",""
"No worries","2009","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","26","","",""
"No worries","2009","Couple + C. LE and GT 16","(3a) lower tertiary education","16","","",""
"No worries","2009","Couple + C. LE and GT 16","(3b) higher tertiary education","30","0.229575345198142","0.156432148051401","0.302718542344884"
"Big worries","2010","1-pers.-HH","(0) in school","","","",""
"Big worries","2010","1-pers.-HH","(1a) inadequately completed","4","","",""
"Big worries","2010","1-pers.-HH","(1b) general elementary school","53","0.178671950456063","0.137151626697238","0.220192274214889"
"Big worries","2010","1-pers.-HH","(1c) basic vocational qualification","169","0.225049526050973","0.195872787061066","0.254226265040881"
"Big worries","2010","1-pers.-HH","(2b) intermediate general qualification","15","","",""
"Big worries","2010","1-pers.-HH","(2a) intermediate vocational","110","0.188638938563312","0.157177569216431","0.220100307910193"
"Big worries","2010","1-pers.-HH","(2c_gen) general maturity certificate","25","","",""
"Big worries","2010","1-pers.-HH","(2c_voc) vocational maturity certificate","48","0.263652691361263","0.198371732762681","0.328933649959845"
"Big worries","2010","1-pers.-HH","(3a) lower tertiary education","35","0.135569807576168","0.0927039514168254","0.178435663735511"
"Big worries","2010","1-pers.-HH","(3b) higher tertiary education","73","0.213243401377946","0.170022229184785","0.256464573571107"
"Big worries","2010","(Married) couple without C. ","(0) in school","","","",""
"Big worries","2010","(Married) couple without C. ","(1a) inadequately completed","10","","",""
"Big worries","2010","(Married) couple without C. ","(1b) general elementary school","88","0.252121811262745","0.209621065791532","0.294622556733957"
"Big worries","2010","(Married) couple without C. ","(1c) basic vocational qualification","422","0.198361957252065","0.180989502513244","0.215734411990886"
"Big worries","2010","(Married) couple without C. ","(2b) intermediate general qualification","11","","",""
"Big worries","2010","(Married) couple without C. ","(2a) intermediate vocational","292","0.216304426005926","0.194994599427479","0.237614252584373"
"Big worries","2010","(Married) couple without C. ","(2c_gen) general maturity certificate","25","","",""
"Big worries","2010","(Married) couple without C. ","(2c_voc) vocational maturity certificate","76","0.150077133963425","0.115880126751489","0.184274141175362"
"Big worries","2010","(Married) couple without C. ","(3a) lower tertiary education","128","0.158659846616959","0.131077102789426","0.186242590444491"
"Big worries","2010","(Married) couple without C. ","(3b) higher tertiary education","180","0.176788766434301","0.153319579361912","0.20025795350669"
"Big worries","2010","Single parent ","(0) in school","20","","",""
"Big worries","2010","Single parent ","(1a) inadequately completed","22","","",""
"Big worries","2010","Single parent ","(1b) general elementary school","54","0.282077860640136","0.223014407651191","0.341141313629081"
"Big worries","2010","Single parent ","(1c) basic vocational qualification","108","0.260577641924478","0.216031659735003","0.305123624113952"
"Big worries","2010","Single parent ","(2b) intermediate general qualification","38","0.227074358727682","0.160031061165759","0.294117656289604"
"Big worries","2010","Single parent ","(2a) intermediate vocational","194","0.261040240606111","0.228316784254464","0.293763696957758"
"Big worries","2010","Single parent ","(2c_gen) general maturity certificate","15","","",""
"Big worries","2010","Single parent ","(2c_voc) vocational maturity certificate","64","0.258387422246997","0.199874324717008","0.316900519776986"
"Big worries","2010","Single parent ","(3a) lower tertiary education","29","","",""
"Big worries","2010","Single parent ","(3b) higher tertiary education","33","0.171086490343081","0.119409706760757","0.222763273925406"
"Big worries","2010","Couple + C. LE 16 ","(0) in school","2","","",""
"Big worries","2010","Couple + C. LE 16 ","(1a) inadequately completed","51","0.337114435026699","0.264319939736093","0.409908930317305"
"Big worries","2010","Couple + C. LE 16 ","(1b) general elementary school","135","0.230897146008354","0.194430913023779","0.26736337899293"
"Big worries","2010","Couple + C. LE 16 ","(1c) basic vocational qualification","341","0.229255176678191","0.206988200182296","0.251522153174086"
"Big worries","2010","Couple + C. LE 16 ","(2b) intermediate general qualification","34","0.231868170167626","0.160940272874625","0.302796067460626"
"Big worries","2010","Couple + C. LE 16 ","(2a) intermediate vocational","553","0.222516234624802","0.20566364373334","0.239368825516264"
"Big worries","2010","Couple + C. LE 16 ","(2c_gen) general maturity certificate","61","0.252344659803297","0.196928060848537","0.307761258758057"
"Big worries","2010","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","226","0.204638708838314","0.179558507550624","0.229718910126003"
"Big worries","2010","Couple + C. LE 16 ","(3a) lower tertiary education","100","0.128506924081701","0.101318637849311","0.155695210314091"
"Big worries","2010","Couple + C. LE 16 ","(3b) higher tertiary education","217","0.167245580439461","0.147301099092893","0.18719006178603"
"Big worries","2010","Couple + C. GT 16 ","(0) in school","31","0.160218251545976","0.0976433269125379","0.222793176179413"
"Big worries","2010","Couple + C. GT 16 ","(1a) inadequately completed","3","","",""
"Big worries","2010","Couple + C. GT 16 ","(1b) general elementary school","45","0.256601180804725","0.19498288322418","0.31821947838527"
"Big worries","2010","Couple + C. GT 16 ","(1c) basic vocational qualification","130","0.180949861350647","0.150888254709632","0.211011467991662"
"Big worries","2010","Couple + C. GT 16 ","(2b) intermediate general qualification","20","","",""
"Big worries","2010","Couple + C. GT 16 ","(2a) intermediate vocational","117","0.165315580430016","0.137209202767328","0.193421958092704"
"Big worries","2010","Couple + C. GT 16 ","(2c_gen) general maturity certificate","53","0.209145317179201","0.155033683997444","0.263256950360958"
"Big worries","2010","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","39","0.286990594491639","0.223005481971644","0.350975707011633"
"Big worries","2010","Couple + C. GT 16 ","(3a) lower tertiary education","46","0.231038999432827","0.173480523556036","0.288597475309619"
"Big worries","2010","Couple + C. GT 16 ","(3b) higher tertiary education","83","0.244784759629805","0.198465495156386","0.291104024103224"
"Big worries","2010","Couple + C. LE and GT 16","(0) in school","48","0.248668194118522","0.185871265318913","0.31146512291813"
"Big worries","2010","Couple + C. LE and GT 16","(1a) inadequately completed","10","","",""
"Big worries","2010","Couple + C. LE and GT 16","(1b) general elementary school","41","0.338742076542971","0.259490515634629","0.417993637451313"
"Big worries","2010","Couple + C. LE and GT 16","(1c) basic vocational qualification","80","0.283970017692987","0.232250018016205","0.335690017369768"
"Big worries","2010","Couple + C. LE and GT 16","(2b) intermediate general qualification","24","","",""
"Big worries","2010","Couple + C. LE and GT 16","(2a) intermediate vocational","78","0.198360277344276","0.155785723201209","0.240934831487342"
"Big worries","2010","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","21","","",""
"Big worries","2010","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","25","","",""
"Big worries","2010","Couple + C. LE and GT 16","(3a) lower tertiary education","13","","",""
"Big worries","2010","Couple + C. LE and GT 16","(3b) higher tertiary education","21","","",""
"Some worries","2010","1-pers.-HH","(0) in school","","","",""
"Some worries","2010","1-pers.-HH","(1a) inadequately completed","12","","",""
"Some worries","2010","1-pers.-HH","(1b) general elementary school","169","0.50159341386344","0.447400561049375","0.555786266677505"
"Some worries","2010","1-pers.-HH","(1c) basic vocational qualification","420","0.540610810858935","0.505793640434292","0.575427981283577"
"Some worries","2010","1-pers.-HH","(2b) intermediate general qualification","18","","",""
"Some worries","2010","1-pers.-HH","(2a) intermediate vocational","334","0.544256771167298","0.504205444952531","0.584308097382064"
"Some worries","2010","1-pers.-HH","(2c_gen) general maturity certificate","72","0.53150876727284","0.446057522498831","0.616960012046849"
"Some worries","2010","1-pers.-HH","(2c_voc) vocational maturity certificate","95","0.581036074640317","0.507935813197984","0.654136336082649"
"Some worries","2010","1-pers.-HH","(3a) lower tertiary education","157","0.622291392849553","0.561584167083802","0.682998618615304"
"Some worries","2010","1-pers.-HH","(3b) higher tertiary education","184","0.545068280710186","0.492522589719751","0.59761397170062"
"Some worries","2010","(Married) couple without C. ","(0) in school","4","","",""
"Some worries","2010","(Married) couple without C. ","(1a) inadequately completed","32","0.505797828350769","0.38033242751293","0.631263229188608"
"Some worries","2010","(Married) couple without C. ","(1b) general elementary school","204","0.495894784102823","0.446958468271975","0.54483109993367"
"Some worries","2010","(Married) couple without C. ","(1c) basic vocational qualification","1140","0.581693828582202","0.560203789712658","0.603183867451746"
"Some worries","2010","(Married) couple without C. ","(2b) intermediate general qualification","37","0.512546989223394","0.388128343950752","0.636965634496037"
"Some worries","2010","(Married) couple without C. ","(2a) intermediate vocational","842","0.573253061212054","0.547653535809835","0.598852586614273"
"Some worries","2010","(Married) couple without C. ","(2c_gen) general maturity certificate","82","0.62847882966289","0.544439352833123","0.712518306492656"
"Some worries","2010","(Married) couple without C. ","(2c_voc) vocational maturity certificate","255","0.619736949121316","0.573254731613263","0.666219166629369"
"Some worries","2010","(Married) couple without C. ","(3a) lower tertiary education","420","0.62920565450929","0.592740252773082","0.665671056245497"
"Some worries","2010","(Married) couple without C. ","(3b) higher tertiary education","637","0.609048423973454","0.57902899230536","0.639067855641548"
"Some worries","2010","Single parent ","(0) in school","44","0.499060162656258","0.39459391582183","0.603526409490687"
"Some worries","2010","Single parent ","(1a) inadequately completed","22","","",""
"Some worries","2010","Single parent ","(1b) general elementary school","114","0.484137912229252","0.418546495458372","0.549729329000132"
"Some worries","2010","Single parent ","(1c) basic vocational qualification","186","0.45811511088949","0.407551916410803","0.508678305368178"
"Some worries","2010","Single parent ","(2b) intermediate general qualification","75","0.476538970424926","0.396611908267811","0.55646603258204"
"Some worries","2010","Single parent ","(2a) intermediate vocational","363","0.515337894168055","0.478102100466395","0.552573687869715"
"Some worries","2010","Single parent ","(2c_gen) general maturity certificate","51","0.44241743640095","0.33744637827313","0.54738849452877"
"Some worries","2010","Single parent ","(2c_voc) vocational maturity certificate","111","0.578884479036146","0.512887290057426","0.644881668014867"
"Some worries","2010","Single parent ","(3a) lower tertiary education","78","0.553344409426284","0.469170045707054","0.637518773145514"
"Some worries","2010","Single parent ","(3b) higher tertiary education","137","0.650496082667585","0.58506541168037","0.7159267536548"
"Some worries","2010","Couple + C. LE 16 ","(0) in school","1","","",""
"Some worries","2010","Couple + C. LE 16 ","(1a) inadequately completed","69","0.484283779839977","0.407327167626247","0.561240392053707"
"Some worries","2010","Couple + C. LE 16 ","(1b) general elementary school","244","0.475014108849995","0.431800903731236","0.518227313968753"
"Some worries","2010","Couple + C. LE 16 ","(1c) basic vocational qualification","716","0.523950075321403","0.49749447804191","0.550405672600896"
"Some worries","2010","Couple + C. LE 16 ","(2b) intermediate general qualification","73","0.608360859253013","0.526325267781948","0.690396450724078"
"Some worries","2010","Couple + C. LE 16 ","(2a) intermediate vocational","1295","0.565640727495716","0.545557428826338","0.585724026165094"
"Some worries","2010","Couple + C. LE 16 ","(2c_gen) general maturity certificate","122","0.566485968736267","0.503261054707975","0.629710882764558"
"Some worries","2010","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","571","0.522139700123295","0.491087045557744","0.553192354688845"
"Some worries","2010","Couple + C. LE 16 ","(3a) lower tertiary education","376","0.644801742845356","0.605920949931743","0.68368253575897"
"Some worries","2010","Couple + C. LE 16 ","(3b) higher tertiary education","846","0.585262436764934","0.558932551885165","0.611592321644703"
"Some worries","2010","Couple + C. GT 16 ","(0) in school","66","0.579948771171676","0.495749744437707","0.664147797905646"
"Some worries","2010","Couple + C. GT 16 ","(1a) inadequately completed","8","","",""
"Some worries","2010","Couple + C. GT 16 ","(1b) general elementary school","97","0.457603225323842","0.387316627172061","0.527889823475623"
"Some worries","2010","Couple + C. GT 16 ","(1c) basic vocational qualification","348","0.577770700474493","0.539202466166682","0.616338934782304"
"Some worries","2010","Couple + C. GT 16 ","(2b) intermediate general qualification","63","0.492048076071087","0.405099734187708","0.578996417954467"
"Some worries","2010","Couple + C. GT 16 ","(2a) intermediate vocational","407","0.603484598693914","0.566471967751804","0.640497229636025"
"Some worries","2010","Couple + C. GT 16 ","(2c_gen) general maturity certificate","123","0.607486154325946","0.542515998778566","0.672456309873326"
"Some worries","2010","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","118","0.620735419586556","0.552104173651929","0.689366665521183"
"Some worries","2010","Couple + C. GT 16 ","(3a) lower tertiary education","122","0.56466851297326","0.496963425013853","0.632373600932667"
"Some worries","2010","Couple + C. GT 16 ","(3b) higher tertiary education","191","0.629275008587156","0.57724184061545","0.681308176558863"
"Some worries","2010","Couple + C. LE and GT 16","(0) in school","95","0.507077287269203","0.434443466316632","0.579711108221775"
"Some worries","2010","Couple + C. LE and GT 16","(1a) inadequately completed","10","","",""
"Some worries","2010","Couple + C. LE and GT 16","(1b) general elementary school","57","0.431923788592593","0.348977936872424","0.514869640312762"
"Some worries","2010","Couple + C. LE and GT 16","(1c) basic vocational qualification","160","0.574365201020118","0.517653942007862","0.631076460032375"
"Some worries","2010","Couple + C. LE and GT 16","(2b) intermediate general qualification","51","0.474980110723705","0.376611602803249","0.573348618644161"
"Some worries","2010","Couple + C. LE and GT 16","(2a) intermediate vocational","198","0.635555731424512","0.584172013762281","0.686939449086743"
"Some worries","2010","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","68","0.580078212486746","0.486122619141312","0.67403380583218"
"Some worries","2010","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","70","0.634335947604788","0.549906513149896","0.718765382059681"
"Some worries","2010","Couple + C. LE and GT 16","(3a) lower tertiary education","46","0.395948671043543","0.288105931376719","0.503791410710368"
"Some worries","2010","Couple + C. LE and GT 16","(3b) higher tertiary education","96","0.718448472239968","0.647644275711136","0.7892526687688"
"No worries","2010","1-pers.-HH","(0) in school","","","",""
"No worries","2010","1-pers.-HH","(1a) inadequately completed","8","","",""
"No worries","2010","1-pers.-HH","(1b) general elementary school","105","0.319734635680496","0.269186139879374","0.370283131481619"
"No worries","2010","1-pers.-HH","(1c) basic vocational qualification","198","0.234339663090092","0.204745797259497","0.263933528920687"
"No worries","2010","1-pers.-HH","(2b) intermediate general qualification","13","","",""
"No worries","2010","1-pers.-HH","(2a) intermediate vocational","150","0.26710429026939","0.231523434429807","0.302685146108974"
"No worries","2010","1-pers.-HH","(2c_gen) general maturity certificate","34","0.254130039539343","0.179575858582571","0.328684220496115"
"No worries","2010","1-pers.-HH","(2c_voc) vocational maturity certificate","32","0.15531123399842","0.101647750494142","0.208974717502699"
"No worries","2010","1-pers.-HH","(3a) lower tertiary education","53","0.242138799574279","0.188498390889965","0.295779208258592"
"No worries","2010","1-pers.-HH","(3b) higher tertiary education","88","0.241688317911869","0.196514141208811","0.286862494614927"
"No worries","2010","(Married) couple without C. ","(0) in school","","","",""
"No worries","2010","(Married) couple without C. ","(1a) inadequately completed","19","","",""
"No worries","2010","(Married) couple without C. ","(1b) general elementary school","109","0.251983404634433","0.209490395069897","0.294476414198968"
"No worries","2010","(Married) couple without C. ","(1c) basic vocational qualification","462","0.219944214165733","0.201899004222385","0.237989424109081"
"No worries","2010","(Married) couple without C. ","(2b) intermediate general qualification","14","","",""
"No worries","2010","(Married) couple without C. ","(2a) intermediate vocational","300","0.21044251278202","0.189344957532022","0.231540068032018"
"No worries","2010","(Married) couple without C. ","(2c_gen) general maturity certificate","20","","",""
"No worries","2010","(Married) couple without C. ","(2c_voc) vocational maturity certificate","88","0.230185916915258","0.189879575416576","0.27049225841394"
"No worries","2010","(Married) couple without C. ","(3a) lower tertiary education","126","0.212134498873752","0.181270667606229","0.242998330141275"
"No worries","2010","(Married) couple without C. ","(3b) higher tertiary education","198","0.214162809592245","0.188924899615006","0.239400719569485"
"No worries","2010","Single parent ","(0) in school","24","","",""
"No worries","2010","Single parent ","(1a) inadequately completed","3","","",""
"No worries","2010","Single parent ","(1b) general elementary school","55","0.233784227130612","0.178234899458851","0.289333554802373"
"No worries","2010","Single parent ","(1c) basic vocational qualification","79","0.281307247186032","0.235676690378169","0.326937803993895"
"No worries","2010","Single parent ","(2b) intermediate general qualification","37","0.296386670847393","0.223306622697692","0.369466718997094"
"No worries","2010","Single parent ","(2a) intermediate vocational","135","0.223621865225834","0.192577068216947","0.254666662234722"
"No worries","2010","Single parent ","(2c_gen) general maturity certificate","20","","",""
"No worries","2010","Single parent ","(2c_voc) vocational maturity certificate","40","0.162728098716856","0.113388752042922","0.21206744539079"
"No worries","2010","Single parent ","(3a) lower tertiary education","27","","",""
"No worries","2010","Single parent ","(3b) higher tertiary education","34","0.178417426989334","0.125878977396574","0.230955876582093"
"No worries","2010","Couple + C. LE 16 ","(0) in school","","","",""
"No worries","2010","Couple + C. LE 16 ","(1a) inadequately completed","42","0.178601785133324","0.119621025895123","0.237582544371525"
"No worries","2010","Couple + C. LE 16 ","(1b) general elementary school","134","0.294088745141651","0.254660843570134","0.333516646713168"
"No worries","2010","Couple + C. LE 16 ","(1c) basic vocational qualification","312","0.246794748000406","0.223956068320888","0.269633427679925"
"No worries","2010","Couple + C. LE 16 ","(2b) intermediate general qualification","29","","",""
"No worries","2010","Couple + C. LE 16 ","(2a) intermediate vocational","492","0.211843037879482","0.195287106477698","0.228398969281266"
"No worries","2010","Couple + C. LE 16 ","(2c_gen) general maturity certificate","53","0.181169371460436","0.132029782666689","0.230308960254183"
"No worries","2010","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","197","0.273221591038392","0.245519444946828","0.300923737129956"
"No worries","2010","Couple + C. LE 16 ","(3a) lower tertiary education","106","0.226691333072943","0.192675548242888","0.260707117902998"
"No worries","2010","Couple + C. LE 16 ","(3b) higher tertiary education","282","0.247491982795605","0.224428596031913","0.270555369559297"
"No worries","2010","Couple + C. GT 16 ","(0) in school","35","0.259832977282348","0.185020656716765","0.334645297847931"
"No worries","2010","Couple + C. GT 16 ","(1a) inadequately completed","7","","",""
"No worries","2010","Couple + C. GT 16 ","(1b) general elementary school","51","0.285795593871433","0.222056121578821","0.349535066164046"
"No worries","2010","Couple + C. GT 16 ","(1c) basic vocational qualification","152","0.24127943817486","0.207869251692749","0.274689624656971"
"No worries","2010","Couple + C. GT 16 ","(2b) intermediate general qualification","44","0.36700776572352","0.283180934701546","0.450834596745494"
"No worries","2010","Couple + C. GT 16 ","(2a) intermediate vocational","147","0.231199820876069","0.199300068230698","0.26309957352144"
"No worries","2010","Couple + C. GT 16 ","(2c_gen) general maturity certificate","41","0.183368528494853","0.13188199168359","0.234855065306115"
"No worries","2010","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","35","0.092273985921805","0.0513371277669889","0.133210844076621"
"No worries","2010","Couple + C. GT 16 ","(3a) lower tertiary education","38","0.204292487593912","0.149234870848686","0.259350104339139"
"No worries","2010","Couple + C. GT 16 ","(3b) higher tertiary education","57","0.125940231783039","0.0901975690122762","0.161682894553801"
"No worries","2010","Couple + C. LE and GT 16","(0) in school","39","0.244254518612275","0.181834846931885","0.306674190292666"
"No worries","2010","Couple + C. LE and GT 16","(1a) inadequately completed","9","","",""
"No worries","2010","Couple + C. LE and GT 16","(1b) general elementary school","39","0.229334134864436","0.158936961758261","0.299731307970611"
"No worries","2010","Couple + C. LE and GT 16","(1c) basic vocational qualification","52","0.141664781286895","0.10166882552698","0.18166073704681"
"No worries","2010","Couple + C. LE and GT 16","(2b) intermediate general qualification","24","","",""
"No worries","2010","Couple + C. LE and GT 16","(2a) intermediate vocational","61","0.166083991231212","0.12635036678171","0.205817615680715"
"No worries","2010","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","17","","",""
"No worries","2010","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","30","0.245844603987797","0.170360788193181","0.321328419782413"
"No worries","2010","Couple + C. LE and GT 16","(3a) lower tertiary education","20","","",""
"No worries","2010","Couple + C. LE and GT 16","(3b) higher tertiary education","38","0.203736986598983","0.140328782532547","0.267145190665419"
"Big worries","2011","1-pers.-HH","(0) in school","1","","",""
"Big worries","2011","1-pers.-HH","(1a) inadequately completed","5","","",""
"Big worries","2011","1-pers.-HH","(1b) general elementary school","66","0.183158981475128","0.145764280989634","0.220553681960623"
"Big worries","2011","1-pers.-HH","(1c) basic vocational qualification","190","0.195059559924988","0.170174762711383","0.219944357138594"
"Big worries","2011","1-pers.-HH","(2b) intermediate general qualification","16","","",""
"Big worries","2011","1-pers.-HH","(2a) intermediate vocational","138","0.173036916872395","0.145800408457059","0.200273425287731"
"Big worries","2011","1-pers.-HH","(2c_gen) general maturity certificate","46","0.289322936158287","0.219923850500047","0.358722021816527"
"Big worries","2011","1-pers.-HH","(2c_voc) vocational maturity certificate","56","0.219991614121158","0.169248068752823","0.270735159489493"
