"plj0047","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Big worries","2011","1-pers.-HH","(3a) lower tertiary education","57","0.189589897395004","0.144935703438294","0.234244091351714"
"Big worries","2011","1-pers.-HH","(3b) higher tertiary education","78","0.186837441397796","0.150540764089809","0.223134118705784"
"Big worries","2011","(Married) couple without C. ","(0) in school","","","",""
"Big worries","2011","(Married) couple without C. ","(1a) inadequately completed","18","","",""
"Big worries","2011","(Married) couple without C. ","(1b) general elementary school","102","0.204318503828512","0.171728612891036","0.236908394765988"
"Big worries","2011","(Married) couple without C. ","(1c) basic vocational qualification","541","0.21794769076956","0.202199155590831","0.23369622594829"
"Big worries","2011","(Married) couple without C. ","(2b) intermediate general qualification","25","","",""
"Big worries","2011","(Married) couple without C. ","(2a) intermediate vocational","355","0.181311223844219","0.16371202250776","0.198910425180679"
"Big worries","2011","(Married) couple without C. ","(2c_gen) general maturity certificate","29","","",""
"Big worries","2011","(Married) couple without C. ","(2c_voc) vocational maturity certificate","97","0.191001356725433","0.157376490745082","0.224626222705783"
"Big worries","2011","(Married) couple without C. ","(3a) lower tertiary education","121","0.152372104674787","0.127070236226453","0.177673973123122"
"Big worries","2011","(Married) couple without C. ","(3b) higher tertiary education","220","0.17283447547301","0.151780998076566","0.193887952869455"
"Big worries","2011","Single parent ","(0) in school","7","","",""
"Big worries","2011","Single parent ","(1a) inadequately completed","4","","",""
"Big worries","2011","Single parent ","(1b) general elementary school","22","","",""
"Big worries","2011","Single parent ","(1c) basic vocational qualification","46","0.146313630682292","0.0998232426571421","0.192804018707442"
"Big worries","2011","Single parent ","(2b) intermediate general qualification","13","","",""
"Big worries","2011","Single parent ","(2a) intermediate vocational","61","0.211681077344775","0.162027172077397","0.261334982612152"
"Big worries","2011","Single parent ","(2c_gen) general maturity certificate","14","","",""
"Big worries","2011","Single parent ","(2c_voc) vocational maturity certificate","7","","",""
"Big worries","2011","Single parent ","(3a) lower tertiary education","8","","",""
"Big worries","2011","Single parent ","(3b) higher tertiary education","15","","",""
"Big worries","2011","Couple + C. LE 16 ","(0) in school","","","",""
"Big worries","2011","Couple + C. LE 16 ","(1a) inadequately completed","5","","",""
"Big worries","2011","Couple + C. LE 16 ","(1b) general elementary school","27","","",""
"Big worries","2011","Couple + C. LE 16 ","(1c) basic vocational qualification","114","0.181377932519077","0.149661048871244","0.21309481616691"
"Big worries","2011","Couple + C. LE 16 ","(2b) intermediate general qualification","8","","",""
"Big worries","2011","Couple + C. LE 16 ","(2a) intermediate vocational","182","0.200899396340816","0.176334627121533","0.225464165560098"
"Big worries","2011","Couple + C. LE 16 ","(2c_gen) general maturity certificate","15","","",""
"Big worries","2011","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","56","0.132723685657523","0.0984760672828279","0.166971304032217"
"Big worries","2011","Couple + C. LE 16 ","(3a) lower tertiary education","40","0.148208960580393","0.10731559487624","0.189102326284547"
"Big worries","2011","Couple + C. LE 16 ","(3b) higher tertiary education","77","0.148886667003814","0.118494309839194","0.179279024168433"
"Big worries","2011","Couple + C. GT 16 ","(0) in school","37","0.215258937624715","0.148591241308683","0.281926633940748"
"Big worries","2011","Couple + C. GT 16 ","(1a) inadequately completed","5","","",""
"Big worries","2011","Couple + C. GT 16 ","(1b) general elementary school","44","0.251834038175176","0.191826439218437","0.311841637131916"
"Big worries","2011","Couple + C. GT 16 ","(1c) basic vocational qualification","134","0.201605943795975","0.171495565129331","0.231716322462619"
"Big worries","2011","Couple + C. GT 16 ","(2b) intermediate general qualification","25","","",""
"Big worries","2011","Couple + C. GT 16 ","(2a) intermediate vocational","131","0.190020896093224","0.161619892153999","0.21842190003245"
"Big worries","2011","Couple + C. GT 16 ","(2c_gen) general maturity certificate","62","0.241753815069717","0.191604978684229","0.291902651455204"
"Big worries","2011","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","45","0.249342292742219","0.192937914049417","0.30574667143502"
"Big worries","2011","Couple + C. GT 16 ","(3a) lower tertiary education","28","","",""
"Big worries","2011","Couple + C. GT 16 ","(3b) higher tertiary education","69","0.165600014524311","0.127723975251896","0.203476053796727"
"Big worries","2011","Couple + C. LE and GT 16","(0) in school","23","","",""
"Big worries","2011","Couple + C. LE and GT 16","(1a) inadequately completed","6","","",""
"Big worries","2011","Couple + C. LE and GT 16","(1b) general elementary school","27","","",""
"Big worries","2011","Couple + C. LE and GT 16","(1c) basic vocational qualification","37","0.171400576710021","0.12102647510198","0.221774678318061"
"Big worries","2011","Couple + C. LE and GT 16","(2b) intermediate general qualification","17","","",""
"Big worries","2011","Couple + C. LE and GT 16","(2a) intermediate vocational","52","0.17186088125806","0.126944618608899","0.216777143907221"
"Big worries","2011","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","24","","",""
"Big worries","2011","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","15","","",""
"Big worries","2011","Couple + C. LE and GT 16","(3a) lower tertiary education","11","","",""
"Big worries","2011","Couple + C. LE and GT 16","(3b) higher tertiary education","11","","",""
"Some worries","2011","1-pers.-HH","(0) in school","3","","",""
"Some worries","2011","1-pers.-HH","(1a) inadequately completed","23","","",""
"Some worries","2011","1-pers.-HH","(1b) general elementary school","188","0.450095223316112","0.401997654117066","0.498192792515157"
"Some worries","2011","1-pers.-HH","(1c) basic vocational qualification","473","0.495460206481503","0.464060852361049","0.526859560601956"
"Some worries","2011","1-pers.-HH","(2b) intermediate general qualification","34","0.497812483445437","0.377186193349361","0.618438773541513"
"Some worries","2011","1-pers.-HH","(2a) intermediate vocational","407","0.552391796371626","0.516589439608447","0.588194153134805"
"Some worries","2011","1-pers.-HH","(2c_gen) general maturity certificate","83","0.484409298722288","0.407922771855671","0.560895825588906"
"Some worries","2011","1-pers.-HH","(2c_voc) vocational maturity certificate","142","0.568288030732336","0.507613083440891","0.628962978023781"
"Some worries","2011","1-pers.-HH","(3a) lower tertiary education","177","0.616401834512691","0.5610065933317","0.671797075693682"
"Some worries","2011","1-pers.-HH","(3b) higher tertiary education","241","0.548240106527703","0.501896965524581","0.594583247530826"
"Some worries","2011","(Married) couple without C. ","(0) in school","","","",""
"Some worries","2011","(Married) couple without C. ","(1a) inadequately completed","42","0.48426921412576","0.377397344530825","0.591141083720696"
"Some worries","2011","(Married) couple without C. ","(1b) general elementary school","315","0.549403840438159","0.509187827088562","0.589619853787756"
"Some worries","2011","(Married) couple without C. ","(1c) basic vocational qualification","1438","0.542581687285077","0.523578105369061","0.561585269201094"
"Some worries","2011","(Married) couple without C. ","(2b) intermediate general qualification","49","0.484367403418768","0.388319241578631","0.580415565258905"
"Some worries","2011","(Married) couple without C. ","(2a) intermediate vocational","1075","0.597345281335546","0.574942583979961","0.619747978691131"
"Some worries","2011","(Married) couple without C. ","(2c_gen) general maturity certificate","75","0.493844106467047","0.413834976446582","0.573853236487513"
"Some worries","2011","(Married) couple without C. ","(2c_voc) vocational maturity certificate","284","0.520898663355959","0.478166119001721","0.563631207710196"
"Some worries","2011","(Married) couple without C. ","(3a) lower tertiary education","486","0.598922785495997","0.564416623832043","0.63342894715995"
"Some worries","2011","(Married) couple without C. ","(3b) higher tertiary education","729","0.57406509365176","0.546531390592976","0.601598796710544"
"Some worries","2011","Single parent ","(0) in school","28","","",""
"Some worries","2011","Single parent ","(1a) inadequately completed","9","","",""
"Some worries","2011","Single parent ","(1b) general elementary school","64","0.359947456988525","0.281001246651485","0.438893667325564"
"Some worries","2011","Single parent ","(1c) basic vocational qualification","102","0.454814648282348","0.389311689914449","0.520317606650246"
"Some worries","2011","Single parent ","(2b) intermediate general qualification","44","0.550798853903121","0.440411904528744","0.661185803277498"
"Some worries","2011","Single parent ","(2a) intermediate vocational","126","0.456114303666303","0.395572956356083","0.516655650976523"
"Some worries","2011","Single parent ","(2c_gen) general maturity certificate","33","0.504499147704926","0.387373638399973","0.62162465700988"
"Some worries","2011","Single parent ","(2c_voc) vocational maturity certificate","45","0.66550791213867","0.557275784188572","0.773740040088768"
"Some worries","2011","Single parent ","(3a) lower tertiary education","34","0.486345373010491","0.360918333958957","0.611772412062025"
"Some worries","2011","Single parent ","(3b) higher tertiary education","69","0.608303696302086","0.518699029403118","0.697908363201054"
"Some worries","2011","Couple + C. LE 16 ","(0) in school","","","",""
"Some worries","2011","Couple + C. LE 16 ","(1a) inadequately completed","11","","",""
"Some worries","2011","Couple + C. LE 16 ","(1b) general elementary school","62","0.519760412129313","0.43037059560388","0.609150228654746"
"Some worries","2011","Couple + C. LE 16 ","(1c) basic vocational qualification","310","0.560388932200082","0.519534832431833","0.601243031968331"
"Some worries","2011","Couple + C. LE 16 ","(2b) intermediate general qualification","25","","",""
"Some worries","2011","Couple + C. LE 16 ","(2a) intermediate vocational","592","0.587941768856945","0.557765252849894","0.618118284863995"
"Some worries","2011","Couple + C. LE 16 ","(2c_gen) general maturity certificate","39","0.563892830920593","0.450134932415262","0.677650729425924"
"Some worries","2011","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","231","0.561655191026093","0.511568742487492","0.611741639564694"
"Some worries","2011","Couple + C. LE 16 ","(3a) lower tertiary education","181","0.634766954826511","0.579350175885888","0.690183733767134"
"Some worries","2011","Couple + C. LE 16 ","(3b) higher tertiary education","328","0.54675681532642","0.504255191097006","0.589258439555834"
"Some worries","2011","Couple + C. GT 16 ","(0) in school","69","0.511968876461678","0.430888229951712","0.593049522971644"
"Some worries","2011","Couple + C. GT 16 ","(1a) inadequately completed","17","","",""
"Some worries","2011","Couple + C. GT 16 ","(1b) general elementary school","91","0.448846402197248","0.380086498483285","0.51760630591121"
