"plj0014_v3","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Yes","2011","66 and older","higher education","1074","0.964173213516998","0.953164856901591","0.975181570132405","1"
"Yes","2011","16-34 y.","higher education","645","0.946308274793324","0.929265768903924","0.963350780682723","1"
"Yes","2011","35-65 y.","in school","","","","","1"
"Yes","2011","35-65 y.","inadequately","85","0.569830039033864","0.484722285987762","0.654937792079965","1"
"Yes","2011","35-65 y.","general elemantary","677","0.755272848965555","0.726336536967016","0.784209160964094","1"
"Yes","2011","35-65 y.","middle vocational","6169","0.93430160793443","0.928243563653894","0.940359652214966","1"
"Yes","2011","16-34 y.","inadequately","52","0.800542106960928","0.704860514863405","0.89622369905845","1"
"Yes","2011","16-34 y.","general elemantary","563","0.91691829223384","0.89499743817859","0.93883914628909","1"
"Yes","2011","16-34 y.","middle vocational","1956","0.926324080920439","0.91502082212901","0.937627339711867","1"
"Yes","2011","16-34 y.","vocational + Abi","390","0.958780412693624","0.93953764402859","0.978023181358658","1"
"Yes","2011","16-34 y.","higher vocational","127","0.945841608448305","0.907231305267489","0.984451911629122","1"
"Yes","2011","16-34 y.","in school","339","0.911413009947918","0.881979018294015","0.940847001601821","1"
"No","2012","35-65 y.","middle vocational","329","0.0711809112168443","0.065574091075964","0.0767877313577247","2"
"No","2012","35-65 y.","vocational + Abi","110","0.108218468930414","0.0914151272866328","0.125021810574195","2"
"No","2012","35-65 y.","higher vocational","33","0.0347977044136658","0.0247223626618342","0.0448730461654974","2"
"No","2012","35-65 y.","higher education","215","0.0853815463193221","0.0768578564964646","0.0939052361421797","2"
"No","2012","66 and older","in school","","","","","2"
"No","2012","66 and older","inadequately","16","","","","2"
"No","2012","66 and older","general elemantary","45","0.0853377448133385","0.0662153568745154","0.104460132752162","2"
"No","2012","66 and older","middle vocational","42","0.0242754918860617","0.0184799878227343","0.0300709959493892","2"
"No","2012","66 and older","vocational + Abi","14","","","","2"
"No","2012","66 and older","higher vocational","7","","","","2"
"No","2012","66 and older","higher education","25","","","","2"
"No","2012","16-34 y.","higher vocational","4","","","","2"
"No","2012","16-34 y.","higher education","63","0.0933486472530096","0.0741274282819496","0.11256986622407","2"
"No","2012","35-65 y.","in school","","","","","2"
"No","2012","35-65 y.","inadequately","65","0.396335554845509","0.326416027765354","0.466255081925664","2"
"No","2012","35-65 y.","general elemantary","228","0.262884639485867","0.237069656654664","0.28869962231707","2"
"No","2012","16-34 y.","in school","21","","","","2"
"No","2012","16-34 y.","inadequately","40","0.238191195788089","0.168373434601353","0.308008956974826","2"
"No","2012","16-34 y.","general elemantary","99","0.101692392221498","0.0827111171295036","0.120673667313493","2"
"No","2012","16-34 y.","middle vocational","146","0.0815874176535599","0.0714699706305139","0.0917048646766058","2"
"No","2012","16-34 y.","vocational + Abi","44","0.0860228494764805","0.0622850597989336","0.109760639154027","2"
"Yes","2012","66 and older","general elemantary","775","0.914662255186662","0.895539867247839","0.933784643125485","1"
"Yes","2012","35-65 y.","vocational + Abi","1203","0.891781531069586","0.874978189425805","0.908584872713367","1"
"Yes","2012","35-65 y.","higher vocational","1238","0.965202295586334","0.955126953834503","0.975277637338166","1"
"Yes","2012","35-65 y.","higher education","3914","0.914618453680678","0.90609476385782","0.923142143503535","1"
"Yes","2012","66 and older","in school","","","","","1"
"Yes","2012","66 and older","inadequately","41","0.627874794203544","0.50238981832924","0.753359770077847","1"
"Yes","2012","66 and older","middle vocational","2667","0.975724508113938","0.969929004050611","0.981520012177266","1"
"Yes","2012","66 and older","vocational + Abi","108","0.853853389278086","0.7911697499534","0.916537028602771","1"
"Yes","2012","66 and older","higher vocational","369","0.943412971615794","0.920058850174135","0.966767093057453","1"
"Yes","2012","66 and older","higher education","1128","0.954876468335581","0.942895040555265","0.966857896115897","1"
"Yes","2012","16-34 y.","higher education","817","0.90665135274699","0.88743013377593","0.92587257171805","1"
"Yes","2012","35-65 y.","in school","","","","","1"
"Yes","2012","35-65 y.","inadequately","123","0.603664445154491","0.533744918074336","0.673583972234646","1"
"Yes","2012","35-65 y.","general elemantary","889","0.737115360514133","0.71130037768293","0.762930343345336","1"
"Yes","2012","35-65 y.","middle vocational","7750","0.928819088783156","0.923212268642275","0.934425908924036","1"
"Yes","2012","16-34 y.","inadequately","103","0.761808804211911","0.691991043025174","0.831626565398647","1"
"Yes","2012","16-34 y.","general elemantary","875","0.898307607778502","0.879326332686507","0.917288882870496","1"
"Yes","2012","16-34 y.","middle vocational","2666","0.91841258234644","0.908295135323394","0.928530029369486","1"
"Yes","2012","16-34 y.","vocational + Abi","492","0.913977150523519","0.890239360845972","0.937714940201066","1"
"Yes","2012","16-34 y.","higher vocational","164","0.983087661447241","0.963589601345378","1.0025857215491","1"
"Yes","2012","16-34 y.","in school","452","0.933088533494034","0.910570564274778","0.95560650271329","1"
"No","2013","35-65 y.","middle vocational","298","0.0454309176162615","0.0407188658370338","0.0501429693954893","2"
"No","2013","35-65 y.","vocational + Abi","99","0.0637043762465398","0.0501491742134699","0.0772595782796097","2"
"No","2013","35-65 y.","higher vocational","28","","","","2"
"No","2013","35-65 y.","higher education","205","0.0538211109879709","0.0467314636689801","0.0609107583069617","2"
"No","2013","66 and older","in school","","","","","2"
"No","2013","66 and older","inadequately","12","","","","2"
"No","2013","66 and older","general elemantary","43","0.0663271592689938","0.0484576339469777","0.08419668459101","2"
"No","2013","66 and older","middle vocational","40","0.0198609523064493","0.0144730583229121","0.0252488462899864","2"
"No","2013","66 and older","vocational + Abi","13","","","","2"
"No","2013","66 and older","higher vocational","8","","","","2"
"No","2013","66 and older","higher education","30","0.0391784688881636","0.0280133284655562","0.050343609310771","2"
"No","2013","16-34 y.","higher vocational","4","","","","2"
"No","2013","16-34 y.","higher education","49","0.0336886154164856","0.0213318082524205","0.0460454225805507","2"
"No","2013","35-65 y.","in school","","","","","2"
"No","2013","35-65 y.","inadequately","58","0.336244764097391","0.263496551231203","0.408992976963578","2"
"No","2013","35-65 y.","general elemantary","192","0.197858882295146","0.173005089129106","0.222712675461186","2"
"No","2013","16-34 y.","in school","19","","","","2"
"No","2013","16-34 y.","inadequately","35","0.148344796068199","0.0855297626044848","0.211159829531914","2"
"No","2013","16-34 y.","general elemantary","79","0.0409778694942196","0.0280336849033992","0.05392205408504","2"
"No","2013","16-34 y.","middle vocational","113","0.0360348488116593","0.028689235679041","0.0433804619442775","2"
"No","2013","16-34 y.","vocational + Abi","30","0.0350762783491162","0.0175235306236465","0.0526290260745858","2"
"Yes","2013","66 and older","general elemantary","702","0.933672840731006","0.91580331540899","0.951542366053022","1"
"Yes","2013","35-65 y.","vocational + Abi","1148","0.93629562375346","0.92274042172039","0.94985082578653","1"
"Yes","2013","35-65 y.","higher vocational","1162","0.974773601885866","0.965864085873344","0.983683117898389","1"
"Yes","2013","35-65 y.","higher education","3687","0.946178889012029","0.939089241693038","0.95326853633102","1"
"Yes","2013","66 and older","in school","","","","","1"
"Yes","2013","66 and older","inadequately","37","0.732589538750725","0.608661492241533","0.856517585259917","1"
"Yes","2013","66 and older","middle vocational","2536","0.980139047693551","0.974751153710014","0.985526941677088","1"
"Yes","2013","66 and older","vocational + Abi","108","0.878743322593115","0.820581332682466","0.936905312503763","1"
"Yes","2013","66 and older","higher vocational","347","0.96422213298809","0.944901129216171","0.98354313676001","1"
"Yes","2013","66 and older","higher education","1130","0.960821531111836","0.949656390689229","0.971986671534444","1"
"Yes","2013","16-34 y.","higher education","770","0.966311384583514","0.953954577419449","0.978668191747579","1"
"Yes","2013","35-65 y.","in school","","","","","1"
"Yes","2013","35-65 y.","inadequately","104","0.663755235902609","0.591007023036422","0.736503448768797","1"
"Yes","2013","35-65 y.","general elemantary","795","0.802141117704854","0.777287324538814","0.826994910870894","1"
"Yes","2013","35-65 y.","middle vocational","7205","0.954569082383738","0.949857030604511","0.959281134162966","1"
"Yes","2013","16-34 y.","inadequately","88","0.851655203931801","0.788840170468086","0.914470237395515","1"
"Yes","2013","16-34 y.","general elemantary","822","0.95902213050578","0.94607794591496","0.971966315096601","1"
"Yes","2013","16-34 y.","middle vocational","2360","0.963965151188341","0.956619538055723","0.971310764320959","1"
"Yes","2013","16-34 y.","vocational + Abi","392","0.964923721650884","0.947370973925414","0.982476469376353","1"
"Yes","2013","16-34 y.","higher vocational","138","0.992248744616967","0.977824262790321","1.00667322644361","1"
"Yes","2013","16-34 y.","in school","439","0.978228752083407","0.964863497816733","0.99159400635008","1"
"No","2014","16-34 y.","higher vocational","12","","","","2"
"No","2014","16-34 y.","higher education","156","0.135384040720522","0.113662181209007","0.157105900232037","2"
"No","2014","35-65 y.","in school","","","","","2"
"No","2014","35-65 y.","inadequately","160","0.481332143242281","0.424120900656741","0.538543385827821","2"
"No","2014","35-65 y.","general elemantary","405","0.304619764796653","0.2789406102119","0.330298919381405","2"
"No","2014","35-65 y.","middle vocational","579","0.0720616773142609","0.0661325568236799","0.077990797804842","2"
"No","2014","35-65 y.","vocational + Abi","234","0.141920040457425","0.123788638593682","0.160051442321168","2"
"No","2014","35-65 y.","higher vocational","32","0.0389466193754948","0.0276312990899984","0.0502619396609912","2"
"No","2014","35-65 y.","higher education","459","0.0895687515464752","0.0808469388058288","0.0982905642871216","2"
"No","2014","66 and older","in school","","","","","2"
"No","2014","66 and older","inadequately","15","","","","2"
"No","2014","66 and older","general elemantary","49","0.0748015950376443","0.0553133856113699","0.0942898044639188","2"
"No","2014","66 and older","middle vocational","49","0.020390755363908","0.0149456153733986","0.0258358953544174","2"
"No","2014","66 and older","vocational + Abi","19","","","","2"
"No","2014","66 and older","higher vocational","6","","","","2"
"No","2014","66 and older","higher education","40","0.0436706392888362","0.031965727017716","0.0553755515599564","2"
"No","2014","16-34 y.","in school","70","0.170712661128423","0.13594886312895","0.205476459127896","2"
"No","2014","16-34 y.","inadequately","53","0.255756714634161","0.188779778994642","0.322733650273679","2"
"No","2014","16-34 y.","general elemantary","265","0.152586142143543","0.132147008138943","0.173025276148144","2"
"No","2014","16-34 y.","middle vocational","317","0.0924809869364455","0.0815817206423929","0.103380253230498","2"
"No","2014","16-34 y.","vocational + Abi","79","0.101909640263753","0.0754976897810573","0.128321590746449","2"
"Yes","2014","35-65 y.","vocational + Abi","1189","0.858079959542575","0.839948557678832","0.876211361406318","1"
"Yes","2014","66 and older","general elemantary","651","0.925198404962356","0.905710195536081","0.94468661438863","1"
"Yes","2014","16-34 y.","higher education","797","0.864615959279478","0.842894099767963","0.886337818790993","1"
"Yes","2014","35-65 y.","in school","","","","","1"
"Yes","2014","35-65 y.","inadequately","133","0.518667856757719","0.461456614172179","0.575879099343259","1"
"Yes","2014","35-65 y.","general elemantary","829","0.695380235203347","0.669701080618595","0.721059389788099","1"
"Yes","2014","35-65 y.","middle vocational","6728","0.927938322685739","0.922009202195158","0.93386744317632","1"
"Yes","2014","35-65 y.","higher vocational","1091","0.961053380624505","0.949738060339009","0.972368700910002","1"
"Yes","2014","35-65 y.","higher education","3659","0.910431248453525","0.901709435712878","0.919153061194171","1"
"Yes","2014","66 and older","in school","","","","","1"
"Yes","2014","66 and older","inadequately","35","0.680616686662955","0.551384558540316","0.809848814785594","1"
"Yes","2014","66 and older","middle vocational","2539","0.979609244636092","0.974164104645583","0.985054384626601","1"
"Yes","2014","66 and older","vocational + Abi","112","0.855163999449868","0.794897577215389","0.915430421684348","1"
"Yes","2014","66 and older","higher vocational","340","0.973013046614056","0.95593861313827","0.990087480089843","1"
"Yes","2014","66 and older","higher education","1131","0.956329360711164","0.944624448440044","0.968034272982284","1"
"Yes","2014","16-34 y.","inadequately","110","0.744243285365839","0.677266349726321","0.811220221005358","1"
"Yes","2014","16-34 y.","general elemantary","924","0.847413857856457","0.826974723851856","0.867852991861057","1"
"Yes","2014","16-34 y.","middle vocational","2397","0.907519013063554","0.896619746769502","0.918418279357607","1"
"Yes","2014","16-34 y.","vocational + Abi","425","0.898090359736247","0.871678409253551","0.924502310218943","1"
"Yes","2014","16-34 y.","higher vocational","119","0.96443578107739","0.93272143668618","0.996150125468599","1"
"Yes","2014","16-34 y.","in school","380","0.829287338871577","0.794523540872104","0.86405113687105","1"
"No","2015","16-34 y.","higher vocational","10","","","","2"
"No","2015","16-34 y.","higher education","401","0.157966859424747","0.137201641169808","0.178732077679686","2"
"No","2015","35-65 y.","in school","","","","","2"
"No","2015","35-65 y.","inadequately","183","0.511346862917248","0.455701960175183","0.566991765659314","2"
"No","2015","35-65 y.","general elemantary","417","0.305183499776973","0.27892083873885","0.331446160815096","2"
"No","2015","35-65 y.","middle vocational","658","0.0719242151218233","0.0658928777500602","0.0779555524935864","2"
"No","2015","35-65 y.","vocational + Abi","333","0.158378311983772","0.139802942773305","0.176953681194239","2"
"No","2015","35-65 y.","higher vocational","27","","","","2"
"No","2015","35-65 y.","higher education","589","0.0915845055228178","0.082731764708523","0.100437246337113","2"
"No","2015","66 and older","in school","","","","","2"
"No","2015","66 and older","inadequately","14","","","","2"
"No","2015","66 and older","general elemantary","48","0.0851933652198994","0.0639912829128738","0.106395447526925","2"
"No","2015","66 and older","middle vocational","44","0.0200229602286888","0.0145913983516854","0.0254545221056922","2"
"No","2015","66 and older","vocational + Abi","22","","","","2"
"No","2015","66 and older","higher vocational","6","","","","2"
"No","2015","66 and older","higher education","38","0.0424465511874901","0.0310112226962009","0.0538818796787793","2"
"No","2015","16-34 y.","in school","57","0.120191087068884","0.0874093093377769","0.152972864799991","2"
"No","2015","16-34 y.","inadequately","91","0.306532707896077","0.240095154832839","0.372970260959316","2"
"No","2015","16-34 y.","general elemantary","322","0.192695017742578","0.169779429013722","0.215610606471434","2"
"No","2015","16-34 y.","middle vocational","478","0.105668441432182","0.0939219113309201","0.117414971533443","2"
"No","2015","16-34 y.","vocational + Abi","157","0.165796647492433","0.134630848479765","0.1969624465051","2"
"Yes","2015","35-65 y.","vocational + Abi","1151","0.841621688016228","0.823046318805761","0.860197057226694","1"
"Yes","2015","66 and older","general elemantary","618","0.914806634780101","0.893604552473075","0.936008717087126","1"
"Yes","2015","16-34 y.","higher education","784","0.842033140575253","0.821267922320314","0.862798358830192","1"
"Yes","2015","35-65 y.","in school","","","","","1"
"Yes","2015","35-65 y.","inadequately","127","0.488653137082752","0.433008234340686","0.544298039824817","1"
"Yes","2015","35-65 y.","general elemantary","764","0.694816500223027","0.668553839184904","0.72107916126115","1"
"Yes","2015","35-65 y.","middle vocational","6391","0.928075784878177","0.922044447506413","0.93410712224994","1"
"Yes","2015","35-65 y.","higher vocational","1040","0.967350025673224","0.956686541538713","0.978013509807735","1"
"Yes","2015","35-65 y.","higher education","3489","0.908415494477182","0.899562753662887","0.917268235291477","1"
"Yes","2015","66 and older","in school","","","","","1"
"Yes","2015","66 and older","inadequately","29","","","","1"
"Yes","2015","66 and older","middle vocational","2511","0.979977039771311","0.974545477894308","0.985408601648315","1"
"Yes","2015","66 and older","vocational + Abi","117","0.851712838188716","0.792633031698604","0.910792644678828","1"
"Yes","2015","66 and older","higher vocational","341","0.97253487842935","0.955338907222389","0.98973084963631","1"
"Yes","2015","66 and older","higher education","1156","0.95755344881251","0.946118120321221","0.968988777303799","1"
"Yes","2015","16-34 y.","inadequately","94","0.693467292103923","0.627029739040684","0.759904845167161","1"
"Yes","2015","16-34 y.","general elemantary","816","0.807304982257422","0.784389393528567","0.830220570986278","1"
"Yes","2015","16-34 y.","middle vocational","2153","0.894331558567818","0.882585028466557","0.90607808866908","1"
"Yes","2015","16-34 y.","vocational + Abi","390","0.834203352507567","0.8030375534949","0.865369151520235","1"
"Yes","2015","16-34 y.","higher vocational","117","0.973993899753756","0.946314162385697","1.00167363712182","1"
"Yes","2015","16-34 y.","in school","321","0.879808912931116","0.847027135200009","0.912590690662223","1"
"No","2016","16-34 y.","higher vocational","5","","","","2"
"No","2016","16-34 y.","higher education","246","0.151848990211981","0.129088115348972","0.17460986507499","2"
"No","2016","35-65 y.","in school","","","","","2"
"No","2016","35-65 y.","inadequately","143","0.521549095703312","0.459873392639137","0.583224798767487","2"
"No","2016","35-65 y.","general elemantary","333","0.320218192670769","0.291599948169213","0.348836437172325","2"
"No","2016","35-65 y.","middle vocational","554","0.0788250312888772","0.0722437826701226","0.0854062799076318","2"
"No","2016","35-65 y.","vocational + Abi","307","0.161056950122089","0.141938182506604","0.180175717737574","2"
"No","2016","35-65 y.","higher vocational","33","0.0447792161469585","0.0317639711059606","0.0577944611879564","2"
"No","2016","35-65 y.","higher education","511","0.106408538098214","0.0965744896806569","0.11624258651577","2"
"No","2016","66 and older","in school","","","","","2"
"No","2016","66 and older","inadequately","15","","","","2"
"No","2016","66 and older","general elemantary","42","0.109883199153223","0.0854036470528961","0.134362751253551","2"
"No","2016","66 and older","middle vocational","41","0.0309907139590652","0.0241062906822876","0.0378751372358428","2"
"No","2016","66 and older","vocational + Abi","21","","","","2"
"No","2016","66 and older","higher vocational","6","","","","2"
"No","2016","66 and older","higher education","35","0.0485179149360195","0.0363614069376141","0.0606744229344248","2"
"No","2016","16-34 y.","in school","49","0.169380838887563","0.129511251153399","0.209250426621727","2"
"No","2016","16-34 y.","inadequately","50","0.239000906852189","0.164829233921197","0.313172579783181","2"
"No","2016","16-34 y.","general elemantary","222","0.185535242201923","0.16099612525774","0.210074359146105","2"
"No","2016","16-34 y.","middle vocational","316","0.103164199432716","0.090462500431222","0.115865898434211","2"
"No","2016","16-34 y.","vocational + Abi","129","0.195656713171377","0.160277951865497","0.231035474477257","2"
"Yes","2016","35-65 y.","vocational + Abi","1113","0.838943049877911","0.819824282262426","0.858061817493396","1"
"Yes","2016","66 and older","general elemantary","585","0.890116800846777","0.865637248746449","0.914596352947104","1"
"Yes","2016","16-34 y.","higher education","709","0.848151009788019","0.82539013492501","0.870911884651028","1"
"Yes","2016","35-65 y.","in school","","","","","1"
"Yes","2016","35-65 y.","inadequately","109","0.478450904296688","0.416775201232513","0.540126607360863","1"
"Yes","2016","35-65 y.","general elemantary","688","0.679781807329231","0.651163562827675","0.708400051830787","1"
"Yes","2016","35-65 y.","middle vocational","5886","0.921174968711123","0.914593720092368","0.927756217329878","1"
"Yes","2016","35-65 y.","higher vocational","937","0.955220783853041","0.942205538812043","0.968236028894039","1"
"Yes","2016","35-65 y.","higher education","3266","0.893591461901786","0.88375741348423","0.903425510319343","1"
"Yes","2016","66 and older","in school","","","","","1"
"Yes","2016","66 and older","inadequately","24","","","","1"
"Yes","2016","66 and older","middle vocational","2393","0.969009286040935","0.962124862764157","0.975893709317712","1"
"Yes","2016","66 and older","vocational + Abi","109","0.833103609670783","0.769004884099227","0.897202335242339","1"
"Yes","2016","66 and older","higher vocational","323","0.966796667010813","0.947436524281409","0.986156809740218","1"
"Yes","2016","66 and older","higher education","1165","0.95148208506398","0.939325577065575","0.963638593062386","1"
"Yes","2016","16-34 y.","inadequately","77","0.760999093147811","0.686827420216819","0.835170766078803","1"
"Yes","2016","16-34 y.","general elemantary","742","0.814464757798077","0.789925640853895","0.83900387474226","1"
"Yes","2016","16-34 y.","middle vocational","1887","0.896835800567284","0.884134101565789","0.909537499568778","1"
"Yes","2016","16-34 y.","vocational + Abi","354","0.804343286828623","0.768964525522743","0.839722048134503","1"
"Yes","2016","16-34 y.","higher vocational","110","0.973997377531315","0.944911200715751","1.00308355434688","1"
"Yes","2016","16-34 y.","in school","291","0.830619161112437","0.790749573378273","0.870488748846601","1"
"No","2017","16-34 y.","in school","34","0.104923913460607","0.0753324325204814","0.134515394400732","2"
"No","2017","16-34 y.","inadequately","531","0.536024794963676","0.496674740765234","0.575374849162117","2"
"No","2017","16-34 y.","general elemantary","493","0.229264433833645","0.206253983293932","0.252274884373358","2"
"No","2017","16-34 y.","middle vocational","502","0.111929246345825","0.100065584267363","0.123792908424288","2"
"No","2017","16-34 y.","vocational + Abi","124","0.159583337181809","0.129386256055969","0.189780418307648","2"
"No","2017","16-34 y.","higher vocational","6","","","","2"
"No","2017","16-34 y.","higher education","407","0.141583461619983","0.12249245503573","0.160674468204235","2"
"No","2017","35-65 y.","in school","1","","","","2"
"No","2017","35-65 y.","inadequately","570","0.548483558088104","0.511878802774112","0.585088313402096","2"
"No","2017","35-65 y.","general elemantary","567","0.321295692950395","0.296711314637216","0.345880071263573","2"
"No","2017","35-65 y.","middle vocational","746","0.0795793096280921","0.0733700555464134","0.0857885637097708","2"
"No","2017","35-65 y.","vocational + Abi","309","0.180386181087924","0.161462624302583","0.199309737873265","2"
"No","2017","35-65 y.","higher vocational","23","","","","2"
"No","2017","35-65 y.","higher education","734","0.118887975063156","0.109400944814999","0.128375005311312","2"
"No","2017","66 and older","in school","","","","","2"
"No","2017","66 and older","inadequately","24","","","","2"
"No","2017","66 and older","general elemantary","46","0.116277227606414","0.0911660961392057","0.141388359073622","2"
"No","2017","66 and older","middle vocational","48","0.0378722992189257","0.03050371876433","0.0452408796735213","2"
"No","2017","66 and older","vocational + Abi","21","","","","2"
"No","2017","66 and older","higher vocational","7","","","","2"
"No","2017","66 and older","higher education","34","0.0460525698098599","0.0345431738082853","0.0575619658114344","2"
"Yes","2017","16-34 y.","higher education","874","0.858416538380017","0.839325531795765","0.87750754496427","1"
"Yes","2017","35-65 y.","vocational + Abi","1277","0.819613818912076","0.800690262126735","0.838537375697417","1"
"Yes","2017","66 and older","general elemantary","580","0.883722772393586","0.858611640926378","0.908833903860794","1"
"Yes","2017","16-34 y.","inadequately","86","0.463975205036324","0.424625150837883","0.503325259234766","1"
"Yes","2017","16-34 y.","general elemantary","789","0.770735566166355","0.747725115626642","0.793746016706068","1"
"Yes","2017","16-34 y.","middle vocational","2211","0.888070753654175","0.876207091575712","0.899934415732637","1"
"Yes","2017","16-34 y.","vocational + Abi","441","0.840416662818191","0.810219581692352","0.870613743944031","1"
"Yes","2017","16-34 y.","higher vocational","122","0.892824489550455","0.839235701708054","0.946413277392856","1"
"Yes","2017","35-65 y.","in school","","","","","1"
"Yes","2017","35-65 y.","inadequately","140","0.451516441911896","0.414911686597904","0.488121197225888","1"
"Yes","2017","35-65 y.","general elemantary","819","0.678704307049606","0.654119928736427","0.703288685362784","1"
"Yes","2017","35-65 y.","middle vocational","6552","0.920420690371908","0.914211436290229","0.926629944453587","1"
"Yes","2017","35-65 y.","higher vocational","1046","0.963313838813439","0.952044608027685","0.974583069599192","1"
"Yes","2017","35-65 y.","higher education","3737","0.881112024936844","0.871624994688688","0.890599055185001","1"
"Yes","2017","66 and older","in school","","","","","1"
"Yes","2017","66 and older","inadequately","27","","","","1"
"Yes","2017","66 and older","middle vocational","2530","0.962127700781074","0.954759120326479","0.96949628123567","1"
"Yes","2017","66 and older","vocational + Abi","119","0.793148070526443","0.726052940734594","0.860243200318293","1"
"Yes","2017","66 and older","higher vocational","342","0.95595203160874","0.934423402841169","0.977480660376312","1"
"Yes","2017","66 and older","higher education","1240","0.95394743019014","0.942438034188566","0.965456826191715","1"
"Yes","2017","16-34 y.","in school","378","0.895076086539393","0.865484605599268","0.924667567479519","1"
"No","2018","16-34 y.","in school","39","0.0932140436920101","0.0627990591759474","0.123629028208073","2"
"No","2018","16-34 y.","inadequately","849","0.617682637909894","0.586650096241696","0.648715179578093","2"
"No","2018","16-34 y.","general elemantary","621","0.243516288972039","0.221113487329544","0.265919090614535","2"
"No","2018","16-34 y.","middle vocational","579","0.121191847325235","0.108801507274565","0.133582187375906","2"
"No","2018","16-34 y.","vocational + Abi","115","0.14836445932112","0.118383671638296","0.178345247003945","2"
"No","2018","16-34 y.","higher vocational","4","","","","2"
"No","2018","16-34 y.","higher education","494","0.165218685581901","0.145652958695739","0.184784412468064","2"
"No","2018","35-65 y.","in school","2","","","","2"
"No","2018","35-65 y.","inadequately","807","0.619886112304797","0.588986235761953","0.650785988847642","2"
"No","2018","35-65 y.","general elemantary","622","0.30204411856248","0.278163086251358","0.325925150873602","2"
"No","2018","35-65 y.","middle vocational","808","0.0931618964225912","0.0863264837093276","0.0999973091358549","2"
"No","2018","35-65 y.","vocational + Abi","292","0.170089930903635","0.151145974825933","0.189033886981337","2"
"No","2018","35-65 y.","higher vocational","16","","","","2"
"No","2018","35-65 y.","higher education","782","0.118686921390913","0.109038107871238","0.128335734910587","2"
"No","2018","66 and older","in school","","","","","2"
"No","2018","66 and older","inadequately","37","0.524084687392388","0.396649999445723","0.651519375339054","2"
"No","2018","66 and older","general elemantary","47","0.125664690496906","0.0992735948518333","0.152055786141978","2"
"No","2018","66 and older","middle vocational","49","0.0381993603322264","0.0307844529161299","0.045614267748323","2"
"No","2018","66 and older","vocational + Abi","25","","","","2"
"No","2018","66 and older","higher vocational","7","","","","2"
"No","2018","66 and older","higher education","41","0.0768794166619293","0.0624146930312505","0.0913441402926081","2"
"Yes","2018","16-34 y.","higher education","890","0.834781314418099","0.815215587531936","0.854347041304261","1"
"Yes","2018","35-65 y.","vocational + Abi","1219","0.829910069096365","0.810966113018663","0.848854025174067","1"
"Yes","2018","66 and older","general elemantary","559","0.874335309503094","0.847944213858022","0.900726405148167","1"
"Yes","2018","16-34 y.","vocational + Abi","425","0.85163554067888","0.821654752996055","0.881616328361704","1"
"Yes","2018","35-65 y.","general elemantary","798","0.69795588143752","0.674074849126398","0.721836913748642","1"
"Yes","2018","66 and older","in school","","","","","1"
"Yes","2018","66 and older","higher vocational","348","0.955650032348807","0.93423444412951","0.977065620568104","1"
"Yes","2018","16-34 y.","inadequately","93","0.382317362090106","0.351284820421907","0.413349903758304","1"
"Yes","2018","16-34 y.","general elemantary","789","0.756483711027961","0.734080909385465","0.778886512670456","1"
"Yes","2018","16-34 y.","middle vocational","2086","0.878808152674765","0.866417812624094","0.891198492725435","1"
"Yes","2018","16-34 y.","higher vocational","121","0.9391264281969","0.897211424557722","0.981041431836078","1"
"Yes","2018","35-65 y.","in school","","","","","1"
"Yes","2018","35-65 y.","inadequately","141","0.380113887695203","0.349214011152358","0.411013764238047","1"
"Yes","2018","35-65 y.","middle vocational","6138","0.906838103577409","0.900002690864145","0.913673516290673","1"
"Yes","2018","35-65 y.","higher vocational","959","0.965598232697492","0.954158012301325","0.97703845309366","1"
"Yes","2018","35-65 y.","higher education","3534","0.881313078609087","0.871664265089413","0.890961892128762","1"
"Yes","2018","66 and older","inadequately","22","","","","1"
"Yes","2018","66 and older","middle vocational","2518","0.961800639667774","0.954385732251677","0.96921554708387","1"
"Yes","2018","66 and older","vocational + Abi","130","0.751670470187224","0.683654613962637","0.81968632641181","1"
"Yes","2018","66 and older","higher education","1262","0.923120583338071","0.908655859707392","0.93758530696875","1"
"Yes","2018","16-34 y.","in school","312","0.90678595630799","0.876370971791927","0.937200940824053","1"
"No","2019","16-34 y.","in school","40","0.0857991835677021","0.0556277132899515","0.115970653845453","2"
"No","2019","16-34 y.","inadequately","688","0.587310033595017","0.552491285962723","0.622128781227312","2"
"No","2019","16-34 y.","general elemantary","529","0.226638512566012","0.203241863479863","0.25003516165216","2"
"No","2019","16-34 y.","middle vocational","460","0.12906789911361","0.115572566790162","0.142563231437058","2"
"No","2019","16-34 y.","vocational + Abi","89","0.144869169400052","0.113987406407274","0.17575093239283","2"
"No","2019","16-34 y.","higher vocational","3","","","","2"
"No","2019","16-34 y.","higher education","390","0.165489231647232","0.145146703725902","0.185831759568563","2"
"No","2019","35-65 y.","in school","","","","","2"
"No","2019","35-65 y.","inadequately","809","0.67257756975117","0.642417522305697","0.702737617196643","2"
"No","2019","35-65 y.","general elemantary","555","0.304755254435277","0.280081976771538","0.329428532099017","2"
"No","2019","35-65 y.","middle vocational","696","0.0935174169402883","0.0865721327616569","0.10046270111892","2"
"No","2019","35-65 y.","vocational + Abi","258","0.175893876905935","0.157185766150092","0.194601987661778","2"
"No","2019","35-65 y.","higher vocational","22","","","","2"
