"plj0014_v3","year","age_gr","bula_h","n","percent","lower_confidence","upper_confidence","value"
"No","2012","66 and older","Thuringia","","","","","2"
"Yes","2012","16-34 y.","Schleswig-Holstein","247","0.944453166757817","0.916665780166932","0.972240553348701","1"
"Yes","2012","16-34 y.","Hamburg","101","0.871483093183494","0.810581491904307","0.932384694462682","1"
"Yes","2012","16-34 y.","Lower Saxony","517","0.934387381379795","0.913750565320013","0.955024197439577","1"
"Yes","2012","16-34 y.","Bremen","54","0.940902255091155","0.879685772445499","1.00211873773681","1"
"Yes","2012","16-34 y.","North Rhine-Westphalia","1187","0.895770133664811","0.879305102825293","0.912235164504329","1"
"Yes","2012","16-34 y.","Hesse","367","0.877207615138844","0.845204347594893","0.909210882682795","1"
"Yes","2012","16-34 y.","Rhineland-Palatinate,Saarland","323","0.933950251588159","0.907704058151181","0.960196445025136","1"
"Yes","2012","16-34 y.","Baden-Württemberg","699","0.823838329514231","0.79729003932095","0.850386619707511","1"
"Yes","2012","16-34 y.","Bavaria","897","0.907836105014363","0.889509743148197","0.926162466880528","1"
"Yes","2012","16-34 y.","Berlin","245","0.938340668013941","0.908990005057988","0.967691330969893","1"
"Yes","2012","16-34 y.","Brandenburg","199","0.977760756704111","0.957475692981527","0.998045820426696","1"
"Yes","2012","16-34 y.","Mecklenburg-Western Pomerania","146","0.986036861824998","0.967132791398263","1.00494093225173","1"
"Yes","2012","35-65 y.","Bavaria","2424","0.869865555723588","0.856962763529938","0.882768347917238","1"
"Yes","2012","35-65 y.","Berlin","535","0.961117941722924","0.945234122942532","0.977001760503315","1"
"Yes","2012","35-65 y.","Mecklenburg-Western Pomerania","361","0.993929356557934","0.985960485851429","1.00189822726444","1"
"Yes","2012","35-65 y.","Saxony","1025","0.980926156376432","0.972592891571153","0.989259421181711","1"
"Yes","2012","35-65 y.","Saxony-Anhalt","586","0.994741879386723","0.988901232952897","1.00058252582055","1"
"Yes","2012","35-65 y.","Thuringia","598","0.995123498531803","0.989558788794622","1.00068820826898","1"
"Yes","2012","35-65 y.","Lower Saxony","1444","0.95436539285913","0.943821904074248","0.964908881644013","1"
"Yes","2012","35-65 y.","Bremen","97","0.868664742756586","0.804364602489464","0.932964883023708","1"
"Yes","2012","35-65 y.","North Rhine-Westphalia","2944","0.880331648555712","0.8691331081818","0.891530188929625","1"
"Yes","2012","35-65 y.","Hesse","1101","0.877772630443934","0.85924790254272","0.896297358345148","1"
"Yes","2012","35-65 y.","Rhineland-Palatinate,Saarland","867","0.883650228553019","0.863119646600891","0.904180810505147","1"
"Yes","2012","35-65 y.","Baden-Württemberg","1794","0.861013537705202","0.845726013721953","0.876301061688451","1"
"Yes","2012","35-65 y.","Brandenburg","639","0.990062009279896","0.982424687664861","0.997699330894932","1"
"Yes","2012","66 and older","Schleswig-Holstein","181","0.908769452632082","0.867827524562433","0.949711380701731","1"
"Yes","2012","66 and older","Hamburg","100","0.960515204225431","0.92272188158347","0.998308526867393","1"
"Yes","2012","66 and older","Lower Saxony","506","0.954066601666079","0.936039045952932","0.972094157379226","1"
"Yes","2012","66 and older","Bremen","34","1","1","1","1"
"Yes","2012","66 and older","North Rhine-Westphalia","957","0.940974215126999","0.926352693628143","0.955595736625855","1"
"Yes","2012","66 and older","Hesse","289","0.894558435769385","0.860370134534575","0.928746737004194","1"
"Yes","2012","66 and older","Rhineland-Palatinate,Saarland","289","0.967952021615354","0.947819338358232","0.988084704872475","1"
"Yes","2012","66 and older","Baden-Württemberg","558","0.924686078430873","0.903392096771928","0.945980060089818","1"
"Yes","2012","66 and older","Thuringia","229","1","1","1","1"
"Yes","2012","16-34 y.","Saxony","440","0.98858374714543","0.978724376706242","0.998443117584617","1"
"Yes","2012","16-34 y.","Saxony-Anhalt","240","0.994663586178326","0.985503325897789","1.00382384645886","1"
"Yes","2012","16-34 y.","Thuringia","254","0.993299479949826","0.983305868319958","1.00329309157969","1"
"Yes","2012","35-65 y.","Schleswig-Holstein","513","0.944081107596893","0.924593371208313","0.963568843985473","1"
"Yes","2012","35-65 y.","Hamburg","206","0.906209099571584","0.868030618688834","0.944387580454334","1"
"Yes","2012","66 and older","Bavaria","776","0.924732065501939","0.906507251336408","0.942956879667471","1"
"Yes","2012","66 and older","Berlin","216","0.995044452250536","0.98572292833508","1.00436597616599","1"
"Yes","2012","66 and older","Brandenburg","254","1","1","1","1"
"Yes","2012","66 and older","Mecklenburg-Western Pomerania","135","1","1","1","1"
"Yes","2012","66 and older","Saxony","372","1","1","1","1"
"Yes","2012","66 and older","Saxony-Anhalt","212","1","1","1","1"
"No","2013","16-34 y.","Schleswig-Holstein","11","","","","2"
"No","2013","16-34 y.","Hamburg","9","","","","2"
"No","2013","16-34 y.","Lower Saxony","28","","","","2"
"No","2013","16-34 y.","Bremen","3","","","","2"
"No","2013","16-34 y.","North Rhine-Westphalia","102","0.0468562992235477","0.0349241754204742","0.0587884230266213","2"
"No","2013","16-34 y.","Hesse","31","0.053386739978302","0.0300017651242931","0.076771714832311","2"
"No","2013","16-34 y.","Rhineland-Palatinate,Saarland","24","","","","2"
"No","2013","16-34 y.","Baden-Württemberg","68","0.068237701575096","0.0492855554312233","0.0871898477189687","2"
"No","2013","16-34 y.","Bavaria","52","0.0436660580123507","0.0303889290529821","0.0569431869717193","2"
"No","2013","16-34 y.","Berlin","13","","","","2"
"No","2013","16-34 y.","Brandenburg","3","","","","2"
"No","2013","16-34 y.","Mecklenburg-Western Pomerania","2","","","","2"
"No","2013","16-34 y.","Saxony","6","","","","2"
"No","2013","16-34 y.","Saxony-Anhalt","2","","","","2"
"No","2013","16-34 y.","Thuringia","2","","","","2"
"No","2013","35-65 y.","Schleswig-Holstein","19","","","","2"
"No","2013","35-65 y.","Hamburg","17","","","","2"
"No","2013","35-65 y.","Lower Saxony","56","0.0328646917908694","0.0236628690683306","0.0420665145134082","2"
"No","2013","35-65 y.","Bremen","9","","","","2"
"No","2013","35-65 y.","North Rhine-Westphalia","252","0.0784227896939416","0.0687915600212737","0.0880540193666096","2"
"No","2013","35-65 y.","Hesse","102","0.102258024388842","0.0844976689051942","0.120018379872491","2"
"No","2013","35-65 y.","Rhineland-Palatinate,Saarland","61","0.074958149945776","0.0572454662998815","0.0926708335916704","2"
"No","2013","35-65 y.","Baden-Württemberg","155","0.0903794680101819","0.0771557300198974","0.103603206000466","2"
"No","2013","35-65 y.","Bavaria","166","0.0830184081790767","0.0719545264203648","0.0940822899377887","2"
"No","2013","35-65 y.","Berlin","31","0.0220318555875564","0.00975322845560254","0.0343104827195102","2"
"No","2013","35-65 y.","Brandenburg","8","","","","2"
"No","2013","35-65 y.","Saxony-Anhalt","2","","","","2"
"No","2013","35-65 y.","Thuringia","2","","","","2"
"No","2013","66 and older","Schleswig-Holstein","11","","","","2"
"No","2013","35-65 y.","Mecklenburg-Western Pomerania","5","","","","2"
"No","2013","35-65 y.","Saxony","10","","","","2"
"No","2013","66 and older","Hamburg","3","","","","2"
"No","2013","66 and older","Lower Saxony","12","","","","2"
"No","2013","66 and older","Bremen","","","","","2"
"No","2013","66 and older","North Rhine-Westphalia","35","0.0481964910303575","0.0345911015818645","0.0618018804788505","2"
"No","2013","66 and older","Hesse","21","","","","2"
"No","2013","66 and older","Rhineland-Palatinate,Saarland","8","","","","2"
"No","2013","66 and older","Baden-Württemberg","30","0.057098130520358","0.0377418126692283","0.0764544483714877","2"
"No","2013","66 and older","Bavaria","27","","","","2"
"No","2013","66 and older","Berlin","2","","","","2"
"No","2013","66 and older","Brandenburg","","","","","2"
"No","2013","66 and older","Mecklenburg-Western Pomerania","","","","","2"
"No","2013","66 and older","Saxony","","","","","2"
"No","2013","66 and older","Saxony-Anhalt","","","","","2"
"No","2013","66 and older","Thuringia","","","","","2"
"Yes","2013","16-34 y.","Schleswig-Holstein","217","0.96784799261183","0.944950480847217","0.990745504376442","1"
"Yes","2013","16-34 y.","Hamburg","98","0.966084500641719","0.931786968846922","1.00038203243652","1"
"Yes","2013","16-34 y.","Lower Saxony","523","0.978251371926636","0.966072320687693","0.990430423165578","1"
"Yes","2013","16-34 y.","Bremen","49","0.964701861259062","0.914546324757452","1.01485739776067","1"
"Yes","2013","16-34 y.","North Rhine-Westphalia","1103","0.953143700776452","0.941211576973379","0.965075824579526","1"
"Yes","2013","16-34 y.","Hesse","324","0.946613260021698","0.923228285167689","0.969998234875707","1"
"Yes","2013","16-34 y.","Rhineland-Palatinate,Saarland","286","0.958741983971746","0.936602255658573","0.980881712284919","1"
"Yes","2013","16-34 y.","Baden-Württemberg","612","0.931762298424904","0.912810152281031","0.950714444568777","1"
"Yes","2013","16-34 y.","Bavaria","858","0.956333941987649","0.943056813028281","0.969611070947018","1"
"Yes","2013","16-34 y.","Berlin","221","0.966910898235424","0.943992942359454","0.989828854111393","1"
"Yes","2013","16-34 y.","Brandenburg","181","0.989286294579303","0.974410847533741","1.00416174162487","1"
"Yes","2013","16-34 y.","Mecklenburg-Western Pomerania","119","0.993569120674107","0.979326509152447","1.00781173219577","1"
"Yes","2013","35-65 y.","Bavaria","2223","0.916981591820923","0.905917710062211","0.928045473579635","1"
"Yes","2013","35-65 y.","Mecklenburg-Western Pomerania","345","0.996604730733665","0.990510587573993","1.00269887389334","1"
"Yes","2013","35-65 y.","Saxony","964","0.981992927397498","0.973641814587828","0.990344040207169","1"
"Yes","2013","35-65 y.","Saxony-Anhalt","566","0.999652635453126","0.99812016811782","1.00118510278843","1"
"Yes","2013","16-34 y.","Saxony","387","0.992795468449276","0.984433960967046","1.00115697593151","1"
"Yes","2013","16-34 y.","Saxony-Anhalt","199","0.994195099056616","0.983692826671694","1.00469737144154","1"
"Yes","2013","16-34 y.","Thuringia","211","0.992159765210477","0.980315349840014","1.00400418058094","1"
"Yes","2013","35-65 y.","Schleswig-Holstein","495","0.969180844273824","0.954239856476305","0.984121832071343","1"
"Yes","2013","35-65 y.","Hesse","1016","0.897741975611158","0.879981620127509","0.915502331094806","1"
"Yes","2013","35-65 y.","Rhineland-Palatinate,Saarland","788","0.925041850054224","0.90732916640833","0.942754533700118","1"
"Yes","2013","35-65 y.","Baden-Württemberg","1651","0.909620531989818","0.896396793999534","0.922844269980103","1"
"Yes","2013","35-65 y.","Berlin","518","0.977968144412444","0.96568951728049","0.990246771544397","1"
"Yes","2013","35-65 y.","Brandenburg","589","0.997681260173908","0.993823076992242","1.00153944335557","1"
"Yes","2013","35-65 y.","Thuringia","574","0.997144919233727","0.992787541710487","1.00150229675697","1"
"Yes","2013","66 and older","Schleswig-Holstein","164","0.922350333080245","0.882700001845545","0.962000664314946","1"
"Yes","2013","66 and older","Hamburg","99","0.963637361992008","0.927310112933313","0.999964611050703","1"
"Yes","2013","66 and older","Lower Saxony","484","0.971137200139196","0.956403332063674","0.985871068214719","1"
"Yes","2013","66 and older","Bremen","33","1","1","1","1"
"Yes","2013","66 and older","Hesse","278","0.91941715683498","0.888564675954347","0.950269637715613","1"
"Yes","2013","66 and older","Rhineland-Palatinate,Saarland","281","0.966478869422439","0.945727121647649","0.987230617197229","1"
"Yes","2013","35-65 y.","Lower Saxony","1386","0.967135308209131","0.957933485486592","0.976337130931669","1"
"Yes","2013","35-65 y.","Bremen","91","0.924982511676854","0.873353226568206","0.976611796785502","1"
"Yes","2013","35-65 y.","North Rhine-Westphalia","2741","0.921577210306058","0.91194598063339","0.931208439978726","1"
"Yes","2013","66 and older","North Rhine-Westphalia","917","0.951803508969642","0.93819811952115","0.965408898418135","1"
"Yes","2013","66 and older","Baden-Württemberg","522","0.942901869479642","0.923545551628512","0.962258187330772","1"
"Yes","2013","66 and older","Bavaria","743","0.949590391894985","0.934136867400223","0.965043916389747","1"
"Yes","2013","35-65 y.","Hamburg","187","0.924421394899543","0.88814973442408","0.960693055375007","1"
"Yes","2013","66 and older","Berlin","210","0.995287776856698","0.986069124879812","1.00450642883358","1"
"Yes","2013","66 and older","Brandenburg","251","1","1","1","1"
"Yes","2013","66 and older","Mecklenburg-Western Pomerania","120","1","1","1","1"
"Yes","2013","66 and older","Thuringia","217","1","1","1","1"
"Yes","2013","66 and older","Saxony","352","1","1","1","1"
"Yes","2013","66 and older","Saxony-Anhalt","204","1","1","1","1"
"No","2014","16-34 y.","Schleswig-Holstein","28","","","","2"
"No","2014","16-34 y.","Hamburg","14","","","","2"
"No","2014","16-34 y.","Lower Saxony","94","0.093492173298645","0.0714813209122165","0.115503025685073","2"
"No","2014","35-65 y.","Saxony-Anhalt","23","","","","2"
"No","2014","35-65 y.","Thuringia","17","","","","2"
"No","2014","16-34 y.","Bremen","13","","","","2"
"No","2014","16-34 y.","North Rhine-Westphalia","282","0.121753985864911","0.104951780757929","0.138556190971893","2"
"No","2014","16-34 y.","Hesse","94","0.182614357525267","0.146838500491959","0.218390214558576","2"
"No","2014","16-34 y.","Rhineland-Palatinate,Saarland","65","0.123193115256257","0.0910253345713427","0.15536089594117","2"
"No","2014","16-34 y.","Baden-Württemberg","158","0.18429795150803","0.15727791821792","0.211317984798141","2"
"No","2014","16-34 y.","Bavaria","177","0.139039702231294","0.118201459721362","0.159877944741226","2"
"No","2014","16-34 y.","Berlin","29","","","","2"
"No","2014","16-34 y.","Brandenburg","9","","","","2"
"No","2014","16-34 y.","Mecklenburg-Western Pomerania","2","","","","2"
"No","2014","16-34 y.","Saxony","17","","","","2"
"No","2014","16-34 y.","Saxony-Anhalt","15","","","","2"
"No","2014","16-34 y.","Thuringia","7","","","","2"
"No","2014","35-65 y.","Schleswig-Holstein","58","0.0698065124937913","0.0473128979152774","0.0923001270723051","2"
"No","2014","35-65 y.","Hamburg","40","0.109631733276547","0.0698552031849442","0.149408263368149","2"
"No","2014","35-65 y.","Lower Saxony","142","0.0700253074482722","0.0569129834576131","0.0831376314389312","2"
"No","2014","35-65 y.","Bremen","21","","","","2"
"No","2014","35-65 y.","North Rhine-Westphalia","531","0.134024466722513","0.122342435068907","0.145706498376119","2"
"No","2014","35-65 y.","Hesse","190","0.152914797934528","0.132176662011044","0.173652933858012","2"
"No","2014","35-65 y.","Rhineland-Palatinate,Saarland","136","0.129994233457053","0.108035423260739","0.151953043653366","2"
"No","2014","35-65 y.","Baden-Württemberg","291","0.147818865628185","0.131822061875926","0.163815669380443","2"
"No","2014","35-65 y.","Bavaria","351","0.128500282433063","0.115604860901751","0.141395703964374","2"
"No","2014","35-65 y.","Berlin","60","0.084221800629931","0.060862728501865","0.107580872757997","2"
"No","2014","35-65 y.","Brandenburg","28","","","","2"
"No","2014","35-65 y.","Mecklenburg-Western Pomerania","6","","","","2"
"No","2014","35-65 y.","Saxony","25","","","","2"
"No","2014","66 and older","Schleswig-Holstein","17","","","","2"
"No","2014","66 and older","Hamburg","5","","","","2"
"No","2014","66 and older","Lower Saxony","13","","","","2"
"No","2014","66 and older","Bremen","","","","","2"
"No","2014","66 and older","North Rhine-Westphalia","41","0.0551602074227545","0.0405583760751675","0.0697620387703414","2"
"No","2014","66 and older","Hesse","19","","","","2"
"No","2014","66 and older","Rhineland-Palatinate,Saarland","7","","","","2"
"No","2014","66 and older","Baden-Württemberg","37","0.0628247743240646","0.0426375100810683","0.0830120385670608","2"
"No","2014","66 and older","Bavaria","36","0.0483839048731599","0.0333350338068575","0.0634327759394623","2"
