"plj0014_v3","year","age_gr","bula_h","n","percent","lower_confidence","upper_confidence","value"
"Yes","2008","16-34 y.","Saxony","338","0.990216411627557","0.97975421739342","1.00067860586169","1"
"Yes","2008","16-34 y.","Saxony-Anhalt","210","1","1","1","1"
"Yes","2008","16-34 y.","Thuringia","221","0.983786342951079","0.96717279115668","1.00039989474548","1"
"Yes","2008","35-65 y.","Schleswig-Holstein","284","0.913025893821184","0.881031307935264","0.945020479707103","1"
"Yes","2008","35-65 y.","Hamburg","124","0.912956473515499","0.865226744693217","0.96068620233778","1"
"Yes","2008","35-65 y.","Lower Saxony","906","0.941130614758959","0.926131272202691","0.956129957315228","1"
"Yes","2008","35-65 y.","Bremen","74","1","1","1","1"
"Yes","2008","35-65 y.","North Rhine-Westphalia","2040","0.879437661606523","0.865886526301664","0.892988796911382","1"
"Yes","2008","35-65 y.","Baden-Württemberg","1099","0.837033537245348","0.816816168719649","0.857250905771046","1"
"Yes","2008","35-65 y.","Saxony","773","0.989620795665278","0.982490070996484","0.996751520334073","1"
"Yes","2008","35-65 y.","Saxony-Anhalt","422","1","1","1","1"
"Yes","2008","35-65 y.","Thuringia","440","0.995628904664721","0.989478823548921","1.00177898578052","1"
"Yes","2008","66 and older","Schleswig-Holstein","139","0.948811266200436","0.912690481024266","0.984932051376605","1"
"Yes","2008","66 and older","Hamburg","70","1","1","1","1"
"Yes","2008","66 and older","Lower Saxony","422","0.971670689540151","0.955989051824425","0.987352327255877","1"
"Yes","2008","66 and older","Bremen","31","1","1","1","1"
"Yes","2008","66 and older","North Rhine-Westphalia","858","0.946672204593974","0.932033574743509","0.961310834444439","1"
"Yes","2008","66 and older","Hesse","244","0.898551111564412","0.861992265046615","0.93510995808221","1"
"Yes","2008","66 and older","Rhineland-Palatinate,Saarland","243","0.980631565590421","0.963444576261268","0.997818554919575","1"
"Yes","2008","66 and older","Baden-Württemberg","445","0.908292892554229","0.882607176494894","0.933978608613565","1"
"Yes","2008","66 and older","Bavaria","552","0.921500228939312","0.899611728320349","0.943388729558276","1"
"Yes","2008","66 and older","Berlin","139","0.990085956188735","0.9736745444957","1.00649736788177","1"
"Yes","2008","66 and older","Brandenburg","227","0.991510029950344","0.979600837799502","1.00341922210119","1"
"Yes","2008","66 and older","Mecklenburg-Western Pomerania","113","1","1","1","1"
"Yes","2008","66 and older","Saxony","320","1","1","1","1"
"Yes","2008","66 and older","Saxony-Anhalt","188","1","1","1","1"
"Yes","2008","66 and older","Thuringia","218","1","1","1","1"
"No","2009","16-34 y.","Schleswig-Holstein","3","","","","2"
"No","2009","16-34 y.","Hamburg","3","","","","2"
"No","2009","16-34 y.","Lower Saxony","11","","","","2"
"No","2009","16-34 y.","Bremen","","","","","2"
"No","2009","16-34 y.","North Rhine-Westphalia","71","0.13938669979999","0.114465965608991","0.164307433990988","2"
"No","2009","16-34 y.","Hesse","23","","","","2"
"No","2009","16-34 y.","Rhineland-Palatinate,Saarland","14","","","","2"
"No","2009","16-34 y.","Baden-Württemberg","79","0.190794309890742","0.157866215268925","0.223722404512558","2"
"No","2009","16-34 y.","Bavaria","42","0.13692516937793","0.108996357035248","0.164853981720612","2"
"No","2009","16-34 y.","Berlin","6","","","","2"
"No","2009","16-34 y.","Brandenburg","1","","","","2"
"No","2009","16-34 y.","Mecklenburg-Western Pomerania","","","","","2"
"No","2009","16-34 y.","Saxony","1","","","","2"
"No","2009","16-34 y.","Saxony-Anhalt","","","","","2"
"No","2009","16-34 y.","Thuringia","","","","","2"
"No","2009","35-65 y.","Schleswig-Holstein","13","","","","2"
"No","2009","35-65 y.","Hamburg","6","","","","2"
"No","2009","35-65 y.","Lower Saxony","37","0.0617564202331728","0.0459774669933388","0.0775353734730068","2"
"No","2009","35-65 y.","Bremen","1","","","","2"
"No","2009","35-65 y.","North Rhine-Westphalia","159","0.123872261908484","0.109583619380748","0.138160904436221","2"
"No","2009","35-65 y.","Hesse","63","0.14307377768048","0.117263651805396","0.168883903555564","2"
"No","2009","35-65 y.","Rhineland-Palatinate,Saarland","44","0.112877114176318","0.0875779778384731","0.138176250514163","2"
"No","2009","35-65 y.","Baden-Württemberg","143","0.151069153678631","0.130077278059044","0.172061029298218","2"
"No","2009","35-65 y.","Brandenburg","3","","","","2"
"No","2009","35-65 y.","Mecklenburg-Western Pomerania","","","","","2"
"No","2009","35-65 y.","Saxony","4","","","","2"
"No","2009","35-65 y.","Saxony-Anhalt","","","","","2"
"No","2009","35-65 y.","Thuringia","2","","","","2"
"No","2009","66 and older","Schleswig-Holstein","5","","","","2"
"No","2009","66 and older","Hamburg","","","","","2"
"No","2009","66 and older","Lower Saxony","9","","","","2"
"No","2009","66 and older","Bremen","","","","","2"
"No","2009","66 and older","North Rhine-Westphalia","42","0.0461227639919326","0.0321123676831007","0.0601331603007645","2"
"No","2009","66 and older","Hesse","16","","","","2"
"No","2009","66 and older","Rhineland-Palatinate,Saarland","4","","","","2"
"No","2009","35-65 y.","Bavaria","99","0.133659459737391","0.116317100685848","0.151001818788934","2"
"No","2009","35-65 y.","Berlin","26","","","","2"
"No","2009","66 and older","Baden-Württemberg","30","0.0922247906815302","0.0655800199121525","0.118869561450908","2"
"No","2009","66 and older","Bavaria","28","","","","2"
"No","2009","66 and older","Berlin","","","","","2"
"No","2009","66 and older","Brandenburg","1","","","","2"
"No","2009","66 and older","Mecklenburg-Western Pomerania","","","","","2"
"No","2009","66 and older","Saxony","","","","","2"
"No","2009","66 and older","Saxony-Anhalt","","","","","2"
"No","2009","66 and older","Thuringia","","","","","2"
"Yes","2009","16-34 y.","Schleswig-Holstein","107","0.959450822503311","0.922590924182283","0.996310720824339","1"
"Yes","2009","16-34 y.","Hamburg","76","0.948208061860232","0.899340862613929","0.997075261106535","1"
"Yes","2009","16-34 y.","Lower Saxony","315","0.939290075467544","0.913368045742368","0.965212105192719","1"
"Yes","2009","16-34 y.","Bremen","28","","","","1"
"Yes","2009","16-34 y.","North Rhine-Westphalia","671","0.86061330020001","0.835692566009012","0.885534034391009","1"
"Yes","2009","16-34 y.","Hesse","240","0.877892500476794","0.838322864471301","0.917462136482286","1"
"Yes","2009","16-34 y.","Rhineland-Palatinate,Saarland","191","0.903050899222709","0.862546782320651","0.943555016124767","1"
"Yes","2009","16-34 y.","Baden-Württemberg","468","0.809205690109258","0.776277595487442","0.842133784731075","1"
"Yes","2009","16-34 y.","Bavaria","540","0.86307483062207","0.835146018279388","0.891003642964752","1"
"Yes","2009","16-34 y.","Berlin","169","0.96179524336729","0.933394539865867","0.990195946868712","1"
"Yes","2009","16-34 y.","Brandenburg","157","0.998422794359333","0.99223521257706","1.00461037614161","1"
"Yes","2009","16-34 y.","Mecklenburg-Western Pomerania","91","1","1","1","1"
"Yes","2009","35-65 y.","Hesse","644","0.85692622231952","0.831116096444436","0.882736348194604","1"
"Yes","2009","35-65 y.","Bavaria","1380","0.866340540262609","0.848998181211066","0.883682899314152","1"
"Yes","2009","35-65 y.","Berlin","337","0.904288811389495","0.874024575590383","0.934553047188608","1"
"Yes","2009","35-65 y.","Brandenburg","414","0.98554380828907","0.974087492403899","0.997000124174241","1"
"Yes","2009","35-65 y.","Lower Saxony","857","0.938243579766827","0.922464626526993","0.954022533006661","1"
"Yes","2009","35-65 y.","Bremen","64","0.980188301995475","0.946311140074222","1.01406546391673","1"
"Yes","2009","35-65 y.","North Rhine-Westphalia","1883","0.876127738091516","0.861839095563779","0.890416380619252","1"
"Yes","2009","35-65 y.","Rhineland-Palatinate,Saarland","557","0.887122885823682","0.861823749485837","0.912422022161527","1"
"Yes","2009","35-65 y.","Baden-Württemberg","975","0.848930846321369","0.827938970701782","0.869922721940956","1"
"Yes","2009","35-65 y.","Mecklenburg-Western Pomerania","273","1","1","1","1"
"Yes","2009","35-65 y.","Saxony","723","0.983110886655728","0.973744209243339","0.992477564068116","1"
"Yes","2009","35-65 y.","Saxony-Anhalt","406","1","1","1","1"
"Yes","2009","35-65 y.","Thuringia","420","0.995811473729171","0.989649624744748","1.00197332271359","1"
"Yes","2009","66 and older","Schleswig-Holstein","136","0.946949649735717","0.909954387815572","0.983944911655862","1"
"Yes","2009","16-34 y.","Saxony","321","0.994264628295338","0.986016565959084","1.00251269063159","1"
"Yes","2009","16-34 y.","Saxony-Anhalt","185","1","1","1","1"
"Yes","2009","16-34 y.","Thuringia","193","1","1","1","1"
"Yes","2009","35-65 y.","Schleswig-Holstein","252","0.907563802476008","0.872691166766289","0.942436438185728","1"
"Yes","2009","35-65 y.","Hamburg","116","0.949241015971272","0.910290529706983","0.988191502235561","1"
"Yes","2009","66 and older","Hamburg","70","1","1","1","1"
"Yes","2009","66 and older","Lower Saxony","418","0.97176315487189","0.956051481080073","0.987474828663706","1"
"Yes","2009","66 and older","Bremen","27","","","","1"
"Yes","2009","66 and older","North Rhine-Westphalia","819","0.953877236008068","0.939866839699236","0.967887632316899","1"
"Yes","2009","66 and older","Hesse","240","0.891678215099424","0.853607582759799","0.929748847439049","1"
"Yes","2009","66 and older","Rhineland-Palatinate,Saarland","217","0.977722964703216","0.958265396624019","0.997180532782412","1"
"Yes","2009","66 and older","Baden-Württemberg","423","0.90777520931847","0.881130438549092","0.934419980087847","1"
"Yes","2009","66 and older","Bavaria","539","0.931356861343487","0.910544891529996","0.952168831156977","1"
"Yes","2009","66 and older","Berlin","148","1","1","1","1"
"Yes","2009","66 and older","Brandenburg","219","0.991236620228441","0.978920859689848","1.00355238076703","1"
"Yes","2009","66 and older","Mecklenburg-Western Pomerania","112","1","1","1","1"
"Yes","2009","66 and older","Saxony","325","1","1","1","1"
"Yes","2009","66 and older","Saxony-Anhalt","181","1","1","1","1"
"Yes","2009","66 and older","Thuringia","210","1","1","1","1"
"No","2010","16-34 y.","Schleswig-Holstein","13","","","","2"
"No","2010","16-34 y.","Hamburg","16","","","","2"
"No","2010","16-34 y.","Lower Saxony","41","0.0827969793044772","0.0606170208243134","0.104976937784641","2"
"No","2010","16-34 y.","Bremen","4","","","","2"
"No","2010","16-34 y.","North Rhine-Westphalia","197","0.126790274045042","0.109001307880053","0.14457924021003","2"
"No","2010","16-34 y.","Hesse","61","0.125886678119547","0.0951005963872611","0.156672759851832","2"
"No","2010","16-34 y.","Rhineland-Palatinate,Saarland","30","0.142667645765569","0.105816805433325","0.179518486097812","2"
"No","2010","16-34 y.","Baden-Württemberg","119","0.15918737472472","0.134431912883764","0.183942836565677","2"
"No","2010","16-34 y.","Bavaria","77","0.0989342567218519","0.0798979026523037","0.1179706107914","2"
"No","2010","16-34 y.","Berlin","26","","","","2"
"No","2010","16-34 y.","Brandenburg","4","","","","2"
"No","2010","16-34 y.","Mecklenburg-Western Pomerania","1","","","","2"
"No","2010","16-34 y.","Saxony","3","","","","2"
"No","2010","16-34 y.","Saxony-Anhalt","5","","","","2"
"No","2010","16-34 y.","Thuringia","4","","","","2"
"No","2010","35-65 y.","Schleswig-Holstein","20","","","","2"
"No","2010","35-65 y.","Hamburg","13","","","","2"
"No","2010","35-65 y.","Lower Saxony","61","0.0733633007199228","0.058568059553134","0.0881585418867116","2"
"No","2010","35-65 y.","Bremen","4","","","","2"
"No","2010","35-65 y.","North Rhine-Westphalia","273","0.11968715234603","0.107734422852881","0.131639881839179","2"
"No","2010","35-65 y.","Hesse","96","0.129840305412404","0.108986416002356","0.150694194822452","2"
"No","2010","35-65 y.","Rhineland-Palatinate,Saarland","58","0.107379299305624","0.0856386193829498","0.129119979228297","2"
"No","2010","35-65 y.","Brandenburg","5","","","","2"
"No","2010","35-65 y.","Mecklenburg-Western Pomerania","3","","","","2"
"No","2010","35-65 y.","Saxony-Anhalt","2","","","","2"
"No","2010","35-65 y.","Thuringia","2","","","","2"
"No","2010","66 and older","Schleswig-Holstein","6","","","","2"
"No","2010","66 and older","Hamburg","","","","","2"
"No","2010","66 and older","Lower Saxony","10","","","","2"
"No","2010","66 and older","Bremen","","","","","2"
"No","2010","66 and older","North Rhine-Westphalia","40","0.0552625663758429","0.0396709118435281","0.0708542209081577","2"
"No","2010","66 and older","Hesse","16","","","","2"
"No","2010","66 and older","Rhineland-Palatinate,Saarland","2","","","","2"
"No","2010","35-65 y.","Baden-Württemberg","189","0.174976209062309","0.156548228886722","0.193404189237897","2"
"No","2010","35-65 y.","Bavaria","152","0.134674855963976","0.120074233706323","0.149275478221628","2"
"No","2010","35-65 y.","Berlin","41","0.0778556507143048","0.054227532193166","0.101483769235444","2"
"No","2010","35-65 y.","Saxony","9","","","","2"
"No","2010","66 and older","Baden-Württemberg","24","","","","2"
"No","2010","66 and older","Bavaria","28","","","","2"
"No","2010","66 and older","Berlin","1","","","","2"
"No","2010","66 and older","Brandenburg","","","","","2"
"No","2010","66 and older","Mecklenburg-Western Pomerania","","","","","2"
"No","2010","66 and older","Saxony","","","","","2"
"No","2010","66 and older","Saxony-Anhalt","","","","","2"
"No","2010","66 and older","Thuringia","","","","","2"
"Yes","2010","16-34 y.","Schleswig-Holstein","190","0.964865805414487","0.939537943436021","0.990193667392954","1"
"Yes","2010","16-34 y.","Hamburg","112","0.929561225372514","0.885232218444597","0.973890232300432","1"
"Yes","2010","16-34 y.","Lower Saxony","552","0.917203020695523","0.895023062215359","0.939382979175687","1"
"Yes","2010","16-34 y.","Bremen","46","0.946893606859307","0.884737030644276","1.00905018307434","1"
"Yes","2010","16-34 y.","North Rhine-Westphalia","1147","0.873209725954958","0.85542075978997","0.890998692119947","1"
"Yes","2010","16-34 y.","Hesse","385","0.874113321880453","0.843327240148168","0.904899403612739","1"
"Yes","2010","16-34 y.","Rhineland-Palatinate,Saarland","316","0.857332354234431","0.820481513902188","0.894183194566675","1"
"Yes","2010","16-34 y.","Baden-Württemberg","720","0.84081262527528","0.816057163434323","0.865568087116236","1"
"Yes","2010","16-34 y.","Bavaria","868","0.901065743278148","0.8820293892086","0.920102097347696","1"
"Yes","2010","16-34 y.","Berlin","244","0.900830916662196","0.865179565021938","0.936482268302453","1"
"Yes","2010","16-34 y.","Brandenburg","229","0.983651873474262","0.967369232859885","0.999934514088639","1"
"Yes","2010","16-34 y.","Mecklenburg-Western Pomerania","162","0.991338611020494","0.977113388419071","1.00556383362192","1"
"Yes","2010","35-65 y.","Bavaria","1948","0.865325144036024","0.850724521778372","0.879925766293677","1"
"Yes","2010","35-65 y.","Berlin","453","0.922144349285695","0.898516230764556","0.945772467806834","1"
"Yes","2010","35-65 y.","Lower Saxony","1132","0.926636699280077","0.911841458113288","0.941431940446866","1"
"Yes","2010","35-65 y.","Bremen","89","0.977609461555579","0.947540281643511","1.00767864146765","1"
"Yes","2010","35-65 y.","North Rhine-Westphalia","2560","0.88031284765397","0.868360118160821","0.892265577147119","1"
"Yes","2010","35-65 y.","Hesse","902","0.870159694587596","0.849305805177548","0.891013583997644","1"
"Yes","2010","35-65 y.","Rhineland-Palatinate,Saarland","721","0.892620700694376","0.870880020771703","0.91436138061705","1"
"Yes","2010","35-65 y.","Baden-Württemberg","1444","0.82502379093769","0.806595810762103","0.843451771113278","1"
"Yes","2010","35-65 y.","Brandenburg","507","0.991943507346547","0.984200144902149","0.999686869790945","1"
"Yes","2010","35-65 y.","Mecklenburg-Western Pomerania","321","0.997262117585598","0.991572440183901","1.0029517949873","1"
"Yes","2010","35-65 y.","Saxony","864","0.977023074766008","0.967084151558151","0.986961997973865","1"
"Yes","2010","35-65 y.","Saxony-Anhalt","483","0.998398625463294","0.994840054192968","1.00195719673362","1"
"Yes","2010","35-65 y.","Thuringia","496","0.995591840955775","0.989773452516032","1.00141022939552","1"
"Yes","2010","16-34 y.","Saxony","499","0.994524357485017","0.988068982307167","1.00097973266287","1"
"Yes","2010","16-34 y.","Saxony-Anhalt","255","0.993915052232816","0.984462164974349","1.00336793949128","1"
"Yes","2010","16-34 y.","Thuringia","263","0.994569546282291","0.985754428952215","1.00338466361237","1"
"Yes","2010","35-65 y.","Schleswig-Holstein","376","0.925382927619427","0.899501969962459","0.951263885276394","1"
"Yes","2010","35-65 y.","Hamburg","182","0.914388973006417","0.875118952430013","0.953658993582822","1"
"Yes","2010","66 and older","Schleswig-Holstein","131","0.946068572572491","0.908244344555066","0.983892800589916","1"
"Yes","2010","66 and older","Hamburg","66","1","1","1","1"
"Yes","2010","66 and older","Lower Saxony","405","0.97009164745386","0.953703620448229","0.986479674459491","1"
"Yes","2010","66 and older","Bremen","29","","","","1"
"Yes","2010","66 and older","North Rhine-Westphalia","785","0.944737433624157","0.929145779091842","0.960329088156472","1"
"Yes","2010","66 and older","Hesse","222","0.894407559170526","0.855364507321697","0.933450611019354","1"
"Yes","2010","66 and older","Rhineland-Palatinate,Saarland","217","0.993498491874255","0.982854201965197","1.00414278178331","1"
"Yes","2010","66 and older","Baden-Württemberg","412","0.924414677912992","0.899602950759851","0.949226405066133","1"
"Yes","2010","66 and older","Bavaria","528","0.918684784582467","0.895966273494423","0.941403295670512","1"
"Yes","2010","66 and older","Berlin","162","0.980120952524256","0.958692445636658","1.00154945941185","1"
"Yes","2010","66 and older","Brandenburg","214","1","1","1","1"
"Yes","2010","66 and older","Mecklenburg-Western Pomerania","109","1","1","1","1"
"Yes","2010","66 and older","Saxony","307","1","1","1","1"
"Yes","2010","66 and older","Saxony-Anhalt","168","1","1","1","1"
"Yes","2010","66 and older","Thuringia","194","1","1","1","1"
"No","2011","35-65 y.","Brandenburg","5","","","","2"
"No","2011","35-65 y.","Saxony-Anhalt","","","","","2"
"No","2011","35-65 y.","Thuringia","1","","","","2"
"No","2011","66 and older","Schleswig-Holstein","8","","","","2"
"No","2011","16-34 y.","Schleswig-Holstein","4","","","","2"
"No","2011","16-34 y.","Hamburg","6","","","","2"
"No","2011","16-34 y.","Lower Saxony","18","","","","2"
"No","2011","16-34 y.","Bremen","1","","","","2"
"No","2011","16-34 y.","North Rhine-Westphalia","75","0.102887291021987","0.0828029297676973","0.122971652276276","2"
"No","2011","16-34 y.","Hesse","18","","","","2"
"No","2011","16-34 y.","Rhineland-Palatinate,Saarland","18","","","","2"
"No","2011","16-34 y.","Baden-Württemberg","60","0.111344253435413","0.0865841230729031","0.136104383797922","2"
"No","2011","16-34 y.","Bavaria","42","0.0844086307328296","0.0632316827907064","0.105585578674953","2"
"No","2011","16-34 y.","Berlin","4","","","","2"
"No","2011","16-34 y.","Brandenburg","1","","","","2"
"No","2011","16-34 y.","Mecklenburg-Western Pomerania","","","","","2"
"No","2011","16-34 y.","Saxony","1","","","","2"
"No","2011","16-34 y.","Saxony-Anhalt","","","","","2"
"No","2011","16-34 y.","Thuringia","","","","","2"
"No","2011","35-65 y.","Schleswig-Holstein","13","","","","2"
"No","2011","35-65 y.","Hamburg","10","","","","2"
"No","2011","35-65 y.","Lower Saxony","36","0.0453539270853441","0.033353802833603","0.0573540513370852","2"
"No","2011","35-65 y.","Bremen","7","","","","2"
"No","2011","35-65 y.","North Rhine-Westphalia","199","0.112944916485283","0.100681214540952","0.125208618429614","2"
"No","2011","35-65 y.","Hesse","73","0.114372253673042","0.0937505999201049","0.134993907425979","2"
"No","2011","35-65 y.","Rhineland-Palatinate,Saarland","56","0.1089037998242","0.0863057754128076","0.131501824235593","2"
"No","2011","35-65 y.","Baden-Württemberg","153","0.134955162069053","0.117767125650291","0.152143198487815","2"
"No","2011","35-65 y.","Bavaria","115","0.109268092581349","0.0955334787920123","0.123002706370685","2"
"No","2011","35-65 y.","Berlin","29","","","","2"
"No","2011","35-65 y.","Mecklenburg-Western Pomerania","","","","","2"
"No","2011","35-65 y.","Saxony","7","","","","2"
"No","2011","66 and older","Hamburg","2","","","","2"
"No","2011","66 and older","Lower Saxony","14","","","","2"
"No","2011","66 and older","Bremen","","","","","2"
"No","2011","66 and older","North Rhine-Westphalia","45","0.0516372112166457","0.0380566834674124","0.065217738965879","2"
"No","2011","66 and older","Hesse","21","","","","2"
"No","2011","66 and older","Rhineland-Palatinate,Saarland","3","","","","2"
"No","2011","66 and older","Baden-Württemberg","25","","","","2"
"No","2011","66 and older","Bavaria","31","0.0680404848196506","0.0506017868435923","0.0854791827957089","2"
"No","2011","66 and older","Berlin","3","","","","2"
"No","2011","66 and older","Brandenburg","","","","","2"
"No","2011","66 and older","Mecklenburg-Western Pomerania","","","","","2"
"No","2011","66 and older","Saxony","","","","","2"
"No","2011","66 and older","Saxony-Anhalt","","","","","2"
"No","2011","66 and older","Thuringia","","","","","2"
"Yes","2011","16-34 y.","Schleswig-Holstein","174","0.968488518864622","0.942824791284567","0.994152246444677","1"
"Yes","2011","16-34 y.","Hamburg","81","0.951634149884198","0.906553217804147","0.996715081964249","1"
"Yes","2011","16-34 y.","Lower Saxony","370","0.930750788569681","0.905489450513074","0.956012126626287","1"
"Yes","2011","16-34 y.","Bremen","35","0.95214044526618","0.882408517061051","1.02187237347131","1"
"Yes","2011","16-34 y.","North Rhine-Westphalia","804","0.897112708978013","0.877028347723724","0.917197070232303","1"
"Yes","2011","16-34 y.","Hesse","283","0.922333884806238","0.892097858357871","0.952569911254605","1"
"Yes","2011","16-34 y.","Rhineland-Palatinate,Saarland","237","0.915503019705182","0.881365773396741","0.949640266013624","1"
"Yes","2011","16-34 y.","Baden-Württemberg","560","0.888655746564587","0.863895616202078","0.913415876927097","1"
"Yes","2011","16-34 y.","Bavaria","620","0.91559136926717","0.894414421325047","0.936768317209294","1"
"Yes","2011","16-34 y.","Berlin","172","0.964605731514889","0.937307585864976","0.991903877164803","1"
"Yes","2011","16-34 y.","Brandenburg","163","0.994006988415548","0.982194444272647","1.00581953255845","1"
"Yes","2011","16-34 y.","Mecklenburg-Western Pomerania","106","1","1","1","1"
"Yes","2011","35-65 y.","Bavaria","1867","0.890731907418651","0.876997293629315","0.904466521207988","1"
"Yes","2011","35-65 y.","Berlin","405","0.939897460563524","0.917536529876483","0.962258391250566","1"
"Yes","2011","35-65 y.","Mecklenburg-Western Pomerania","303","1","1","1","1"
"Yes","2011","35-65 y.","Saxony","781","0.975833992436094","0.965112002210043","0.986555982662145","1"
"Yes","2011","35-65 y.","Saxony-Anhalt","492","1","1","1","1"
"Yes","2011","35-65 y.","Thuringia","509","0.997017883835973","0.99228553494261","1.00175023272934","1"
"Yes","2011","35-65 y.","Lower Saxony","1119","0.954646072914656","0.942645948662915","0.966646197166397","1"
"Yes","2011","35-65 y.","Bremen","66","0.887820245417335","0.815425603243231","0.960214887591439","1"
"Yes","2011","35-65 y.","North Rhine-Westphalia","2360","0.887055083514717","0.874791381570385","0.899318785459048","1"
"Yes","2011","35-65 y.","Hesse","842","0.885627746326958","0.865006092574021","0.906249400079895","1"
"Yes","2011","35-65 y.","Rhineland-Palatinate,Saarland","674","0.8910962001758","0.868498175764407","0.913694224587192","1"
"Yes","2011","35-65 y.","Baden-Württemberg","1365","0.865044837930947","0.847856801512185","0.882232874349709","1"
"Yes","2011","35-65 y.","Brandenburg","506","0.991606548241049","0.983696527298897","0.999516569183201","1"
"Yes","2011","66 and older","Schleswig-Holstein","159","0.916462129564802","0.874496975949787","0.958427283179817","1"
"Yes","2011","66 and older","Hamburg","92","0.966072556610612","0.929473945540641","1.00267116768058","1"
"Yes","2011","66 and older","Lower Saxony","502","0.958631703987085","0.941449338592238","0.975814069381931","1"
"Yes","2011","66 and older","Bremen","31","1","1","1","1"
"Yes","2011","66 and older","North Rhine-Westphalia","975","0.948362788783354","0.934782261034121","0.961943316532588","1"
"Yes","2011","16-34 y.","Saxony","318","0.99728718192624","0.99157932336182","1.00299504049066","1"
"Yes","2011","16-34 y.","Saxony-Anhalt","196","1","1","1","1"
"Yes","2011","16-34 y.","Thuringia","203","1","1","1","1"
"Yes","2011","35-65 y.","Schleswig-Holstein","351","0.930064736028019","0.903864687392633","0.956264784663404","1"
"Yes","2011","35-65 y.","Hamburg","147","0.920163688156174","0.877767086834165","0.962560289478182","1"
"Yes","2011","66 and older","Hesse","269","0.903074062371201","0.869022990920769","0.937125133821634","1"
"Yes","2011","66 and older","Rhineland-Palatinate,Saarland","295","0.986459516345299","0.97333761763647","0.999581415054128","1"
"Yes","2011","66 and older","Baden-Württemberg","553","0.942718762073165","0.92377433635349","0.961663187792839","1"
"Yes","2011","66 and older","Bavaria","770","0.931959515180349","0.914520817204291","0.949398213156408","1"
"Yes","2011","66 and older","Berlin","214","0.986544375904891","0.971214859321291","1.00187389248849","1"
"Yes","2011","66 and older","Brandenburg","252","1","1","1","1"
"Yes","2011","66 and older","Mecklenburg-Western Pomerania","126","1","1","1","1"
"Yes","2011","66 and older","Saxony","357","1","1","1","1"
"Yes","2011","66 and older","Saxony-Anhalt","224","1","1","1","1"
"Yes","2011","66 and older","Thuringia","224","1","1","1","1"
"No","2012","35-65 y.","Brandenburg","9","","","","2"
"No","2012","35-65 y.","Saxony-Anhalt","3","","","","2"
"No","2012","35-65 y.","Thuringia","4","","","","2"
"No","2012","66 and older","Schleswig-Holstein","9","","","","2"
"No","2012","16-34 y.","Schleswig-Holstein","14","","","","2"
"No","2012","16-34 y.","Hamburg","15","","","","2"
"No","2012","16-34 y.","Lower Saxony","36","0.0656126186202053","0.0449758025604235","0.0862494346799871","2"
"No","2012","16-34 y.","Bremen","3","","","","2"
"No","2012","16-34 y.","North Rhine-Westphalia","136","0.104229866335189","0.0877648354956705","0.120694897174707","2"
"No","2012","16-34 y.","Hesse","37","0.122792384861156","0.0907891173172052","0.154795652405107","2"
"No","2012","16-34 y.","Rhineland-Palatinate,Saarland","21","","","","2"
"No","2012","16-34 y.","Baden-Württemberg","92","0.176161670485769","0.149613380292489","0.20270996067905","2"
"No","2012","16-34 y.","Bavaria","60","0.0921638949856372","0.0738375331194717","0.110490256851803","2"
"No","2012","16-34 y.","Berlin","13","","","","2"
"No","2012","16-34 y.","Brandenburg","4","","","","2"
"No","2012","16-34 y.","Mecklenburg-Western Pomerania","2","","","","2"
"No","2012","16-34 y.","Saxony","6","","","","2"
"No","2012","16-34 y.","Saxony-Anhalt","3","","","","2"
"No","2012","16-34 y.","Thuringia","2","","","","2"
"No","2012","35-65 y.","Schleswig-Holstein","21","","","","2"
"No","2012","35-65 y.","Hamburg","18","","","","2"
"No","2012","35-65 y.","Lower Saxony","61","0.0456346071408697","0.0350911183559875","0.0561780959257519","2"
"No","2012","35-65 y.","Bremen","9","","","","2"
"No","2012","35-65 y.","North Rhine-Westphalia","283","0.119668351444288","0.108469811070375","0.1308668918182","2"
"No","2012","35-65 y.","Hesse","100","0.122227369556066","0.103702641654852","0.14075209745728","2"
"No","2012","35-65 y.","Rhineland-Palatinate,Saarland","70","0.116349771446981","0.0958191894948526","0.136880353399109","2"
"No","2012","35-65 y.","Baden-Württemberg","173","0.138986462294798","0.123698938311549","0.154273986278047","2"
"No","2012","35-65 y.","Bavaria","188","0.130134444276412","0.117231652082762","0.143037236470062","2"
"No","2012","35-65 y.","Berlin","34","0.0388820582770762","0.0229982394966847","0.0547658770574678","2"
"No","2012","35-65 y.","Mecklenburg-Western Pomerania","4","","","","2"
"No","2012","35-65 y.","Saxony","10","","","","2"
"No","2012","66 and older","Hamburg","2","","","","2"
"No","2012","66 and older","Lower Saxony","12","","","","2"
"No","2012","66 and older","Bremen","","","","","2"
"No","2012","66 and older","North Rhine-Westphalia","41","0.0590257848730011","0.0444042633741449","0.0736473063718574","2"
"No","2012","66 and older","Hesse","21","","","","2"
"No","2012","66 and older","Rhineland-Palatinate,Saarland","5","","","","2"
"No","2012","66 and older","Baden-Württemberg","32","0.0753139215691269","0.0540199399101815","0.0966079032280723","2"
"No","2012","66 and older","Bavaria","29","","","","2"
"No","2012","66 and older","Berlin","2","","","","2"
"No","2012","66 and older","Brandenburg","","","","","2"
"No","2012","66 and older","Mecklenburg-Western Pomerania","","","","","2"
"No","2012","66 and older","Saxony","","","","","2"
"No","2012","66 and older","Saxony-Anhalt","","","","","2"
