"plj0014_v3","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"No","2011","Part Time","(Married) couple without C. ","60","0.0906535300775414","0.0756405474632152","0.105666512691867","2"
"No","2011","Full Time","Couple + C. LE 16 ","114","0.0837566728207618","0.0712109894319456","0.096302356209578","2"
"No","2011","Part Time","1-pers.-HH","14","","","","2"
"No","2011","Full Time","Couple + C. LE and GT 16","57","0.154228268393369","0.12483535274724","0.183621184039498","2"
"No","2011","Full Time","Single parent ","19","","","","2"
"No","2011","Not Working","(Married) couple without C. ","162","0.0687623694674149","0.0610634510428674","0.0764612878919624","2"
"No","2011","Not Working","1-pers.-HH","45","0.0353946807794608","0.0269952042230478","0.0437941573358739","2"
"No","2011","Part Time","Couple + C. GT 16 ","50","0.108950668298255","0.0885378769202013","0.129363459676308","2"
"No","2011","Part Time","Couple + C. LE 16 ","87","0.133719826602577","0.115710473006352","0.151729180198803","2"
"No","2011","Part Time","Couple + C. LE and GT 16","39","0.138245058310726","0.107237946598639","0.169252170022813","2"
"No","2011","Part Time","Single parent ","34","0.1157418814056","0.0899931675434939","0.141490595267707","2"
"Yes","2011","Full Time","(Married) couple without C. ","2514","0.951762213199294","0.943510271992316","0.960014154406271","1"
"Yes","2011","Full Time","1-pers.-HH","1108","0.960841603457447","0.949596503363823","0.972086703551071","1"
"Yes","2011","Full Time","Couple + C. GT 16 ","1410","0.938426568146681","0.926087960441604","0.950765175851759","1"
"Yes","2011","Full Time","Couple + C. LE 16 ","1759","0.916243327179238","0.903697643790422","0.928789010568054","1"
"Yes","2011","Full Time","Couple + C. LE and GT 16","523","0.845771731606631","0.816378815960502","0.87516464725276","1"
"Yes","2011","Not Working","Couple + C. LE and GT 16","299","0.819507245713483","0.779443389826015","0.859571101600951","1"
"Yes","2011","Not Working","Single parent ","466","0.912607359704154","0.887728818844157","0.937485900564151","1"
"Yes","2011","Part Time","(Married) couple without C. ","1345","0.909346469922459","0.894333487308132","0.924359452536785","1"
"Yes","2011","Part Time","1-pers.-HH","558","0.952008636855955","0.934491946066327","0.969525327645584","1"
"Yes","2011","Part Time","Couple + C. GT 16 ","845","0.891049331701745","0.870636540323692","0.911462123079799","1"
"Yes","2011","Part Time","Couple + C. LE 16 ","1285","0.866280173397423","0.848270819801197","0.884289526993648","1"
"Yes","2011","Part Time","Couple + C. LE and GT 16","437","0.861754941689274","0.830747829977187","0.892762053401361","1"
"Yes","2011","Part Time","Single parent ","559","0.8842581185944","0.858509404732293","0.910006832456506","1"
"Yes","2011","Full Time","Single parent ","548","0.966854543256487","0.952119577302789","0.981589509210184","1"
"Yes","2011","Not Working","(Married) couple without C. ","3988","0.931237630532585","0.923538712108038","0.938936548957133","1"
"Yes","2011","Not Working","1-pers.-HH","1814","0.964605319220539","0.956205842664126","0.973004795776952","1"
"Yes","2011","Not Working","Couple + C. GT 16 ","789","0.86640993724538","0.843511863263629","0.88930801122713","1"
"Yes","2011","Not Working","Couple + C. LE 16 ","531","0.807752054952768","0.776220720236567","0.839283389668969","1"
"No","2012","Full Time","(Married) couple without C. ","78","0.0513847932863325","0.0428490002305048","0.0599205863421603","2"
"No","2012","Full Time","1-pers.-HH","34","0.0377189187031058","0.0271064026655173","0.0483314347406943","2"
"No","2012","Full Time","Couple + C. GT 16 ","47","0.067506381247533","0.0544521217520848","0.0805606407429812","2"
"No","2012","Not Working","Couple + C. GT 16 ","39","0.114492514088078","0.0924283356040472","0.136556692572109","2"
"No","2012","Not Working","Couple + C. LE 16 ","223","0.244325239234817","0.221605342683685","0.267045135785948","2"
"No","2012","Not Working","Couple + C. LE and GT 16","89","0.238646077363491","0.202793645330302","0.27449850939668","2"
"No","2012","Not Working","Single parent ","44","0.0915387853249716","0.0712622686330969","0.111815302016846","2"
"No","2012","Part Time","(Married) couple without C. ","63","0.0906744416933557","0.0756705753629787","0.105678308023733","2"
"No","2012","Full Time","Couple + C. LE 16 ","249","0.110881539467644","0.100332168762468","0.12143091017282","2"
"No","2012","Not Working","(Married) couple without C. ","140","0.0690651731344753","0.0614238758068774","0.0767064704620732","2"
"No","2012","Not Working","1-pers.-HH","48","0.0410073403390599","0.0320384494656884","0.0499762312124314","2"
"No","2012","Part Time","1-pers.-HH","18","","","","2"
"No","2012","Full Time","Couple + C. LE and GT 16","85","0.183101075605988","0.156868890807738","0.209333260404238","2"
"No","2012","Full Time","Single parent ","26","","","","2"
"No","2012","Part Time","Couple + C. GT 16 ","46","0.108558891084688","0.0881669597672771","0.128950822402099","2"
"No","2012","Part Time","Couple + C. LE 16 ","190","0.143246357233889","0.129665179291986","0.156827535175791","2"
"No","2012","Part Time","Couple + C. LE and GT 16","60","0.183744983469905","0.154310396538147","0.213179570401662","2"
"No","2012","Part Time","Single parent ","50","0.0965297820164351","0.0796513533185712","0.113408210714299","2"
"Yes","2012","Full Time","(Married) couple without C. ","2492","0.948615206713668","0.94007941365784","0.957150999769495","1"
"Yes","2012","Full Time","1-pers.-HH","1204","0.962281081296894","0.951668565259306","0.972893597334483","1"
"Yes","2012","Full Time","Couple + C. GT 16 ","1372","0.932493618752467","0.919439359257019","0.945547878247915","1"
"Yes","2012","Full Time","Couple + C. LE 16 ","3154","0.889118460532356","0.87856908982718","0.899667831237532","1"
"Yes","2012","Full Time","Couple + C. LE and GT 16","750","0.816898924394012","0.790666739595762","0.843131109192262","1"
"Yes","2012","Not Working","Couple + C. LE and GT 16","454","0.761353922636509","0.72550149060332","0.797206354669698","1"
"Yes","2012","Not Working","Single parent ","733","0.908461214675028","0.888184697983154","0.928737731366903","1"
"Yes","2012","Part Time","(Married) couple without C. ","1344","0.909325558306644","0.894321691976267","0.924329424637021","1"
"Yes","2012","Part Time","1-pers.-HH","625","0.958810836087734","0.943450505612706","0.974171166562762","1"
"Yes","2012","Part Time","Couple + C. GT 16 ","848","0.891441108915312","0.871049177597901","0.911833040232723","1"
"Yes","2012","Part Time","Couple + C. LE 16 ","2366","0.856753642766111","0.843172464824209","0.870334820708014","1"
"Yes","2012","Part Time","Couple + C. LE and GT 16","605","0.816255016530095","0.786820429598338","0.845689603461853","1"
"Yes","2012","Part Time","Single parent ","1126","0.903470217983565","0.886591789285701","0.920348646681429","1"
"Yes","2012","Full Time","Single parent ","805","0.933267686147831","0.916300149909132","0.950235222386529","1"
"Yes","2012","Not Working","(Married) couple without C. ","4090","0.930934826865525","0.923293529537927","0.938576124193123","1"
"Yes","2012","Not Working","1-pers.-HH","1830","0.95899265966094","0.950023768787569","0.967961550534312","1"
"Yes","2012","Not Working","Couple + C. GT 16 ","761","0.885507485911922","0.863443307427891","0.907571664395953","1"
"Yes","2012","Not Working","Couple + C. LE 16 ","1151","0.755674760765183","0.732954864214052","0.778394657316315","1"
"No","2013","Not Working","Single parent ","39","0.0498389633904507","0.0336371142981175","0.0660408124827838","2"
"No","2013","Part Time","(Married) couple without C. ","55","0.0659542984286426","0.0527969174729843","0.0791116793843009","2"
"No","2013","Full Time","(Married) couple without C. ","61","0.0347206036065298","0.0273948363201051","0.0420463708929545","2"
"No","2013","Full Time","1-pers.-HH","29","","","","2"
"No","2013","Full Time","Couple + C. GT 16 ","49","0.0395206491906057","0.0286896486398844","0.0503516497413271","2"
"No","2013","Not Working","Couple + C. GT 16 ","35","0.068765736585851","0.0495900662315216","0.0879414069401805","2"
"No","2013","Not Working","Couple + C. LE 16 ","179","0.13821539245962","0.117507139884989","0.158923645034251","2"
"No","2013","Not Working","Couple + C. LE and GT 16","60","0.103067477493399","0.0766537368459791","0.129481218140818","2"
"No","2013","Part Time","1-pers.-HH","12","","","","2"
"No","2013","Part Time","Couple + C. GT 16 ","42","0.0744565663725408","0.0572486123948076","0.0916645203502741","2"
"No","2013","Part Time","Couple + C. LE 16 ","181","0.0641218083586789","0.0543047799476107","0.0739388367697472","2"
"No","2013","Full Time","Couple + C. LE 16 ","219","0.0689992592022342","0.0600322653068028","0.0779662530976655","2"
"No","2013","Not Working","(Married) couple without C. ","129","0.0546738910014137","0.0475993574837786","0.0617484245190489","2"
"No","2013","Not Working","1-pers.-HH","50","0.030643232406025","0.0226433881829743","0.0386430766290758","2"
"No","2013","Part Time","Couple + C. LE and GT 16","61","0.102902410694167","0.0805851588903309","0.125219662498004","2"
"No","2013","Part Time","Single parent ","46","0.0423580569994412","0.0303795477329626","0.0543365662659199","2"
"No","2013","Full Time","Couple + C. LE and GT 16","78","0.0968430501136772","0.0764637308071524","0.117222369420202","2"
"No","2013","Full Time","Single parent ","26","","","","2"
"Yes","2013","Full Time","(Married) couple without C. ","2338","0.96527939639347","0.957953629107045","0.972605163679895","1"
"Yes","2013","Full Time","1-pers.-HH","1176","0.980030924269847","0.972132263914123","0.98792958462557","1"
"Yes","2013","Full Time","Couple + C. GT 16 ","1194","0.960479350809394","0.949648350258673","0.971310351360116","1"
"Yes","2013","Full Time","Couple + C. LE 16 ","2850","0.931000740797766","0.922033746902335","0.939967734693197","1"
"Yes","2013","Full Time","Couple + C. LE and GT 16","731","0.903156949886323","0.882777630579798","0.923536269192848","1"
"Yes","2013","Full Time","Single parent ","823","0.974508359215064","0.96390640497762","0.985110313452508","1"
"Yes","2013","Not Working","(Married) couple without C. ","3838","0.945326108998586","0.938251575480951","0.952400642516221","1"
"Yes","2013","Not Working","1-pers.-HH","1733","0.969356767593975","0.961356923370924","0.977356611817026","1"
"Yes","2013","Not Working","Couple + C. GT 16 ","634","0.931234263414149","0.912058593059819","0.950409933768478","1"
"Yes","2013","Not Working","Couple + C. LE 16 ","888","0.86178460754038","0.841076354965749","0.882492860115011","1"
"Yes","2013","Not Working","Couple + C. LE and GT 16","449","0.896932522506601","0.870518781859182","0.923346263154021","1"
"Yes","2013","Not Working","Single parent ","654","0.950161036609549","0.933959187517216","0.966362885701882","1"
"Yes","2013","Part Time","(Married) couple without C. ","1312","0.934045701571357","0.920888320615699","0.947203082527016","1"
"Yes","2013","Part Time","1-pers.-HH","596","0.965375745338264","0.950843433462102","0.979908057214426","1"
"Yes","2013","Part Time","Couple + C. GT 16 ","852","0.925543433627459","0.908335479649726","0.942751387605192","1"
"Yes","2013","Part Time","Couple + C. LE 16 ","2211","0.935878191641321","0.926061163230253","0.945695220052389","1"
"Yes","2013","Part Time","Couple + C. LE and GT 16","651","0.897097589305833","0.874780337501996","0.919414841109669","1"
"Yes","2013","Part Time","Single parent ","1040","0.957641943000559","0.94566343373408","0.969620452267037","1"
"No","2014","Not Working","Single parent ","85","0.10687780966042","0.0843883873332138","0.129367231987627","2"
"No","2014","Part Time","(Married) couple without C. ","144","0.108821409794458","0.0931710967049758","0.12447172288394","2"
"No","2014","Part Time","Couple + C. LE 16 ","379","0.142351449535553","0.128571893022664","0.156131006048443","2"
"No","2014","Full Time","(Married) couple without C. ","169","0.0611788296081931","0.051855000573824","0.0705026586425622","2"
"No","2014","Full Time","1-pers.-HH","75","0.0569214779077436","0.043735335631173","0.0701076201843142","2"
"No","2014","Full Time","Couple + C. GT 16 ","136","0.0684265405026343","0.0549235199101868","0.0819295610950819","2"
"No","2014","Not Working","Couple + C. GT 16 ","122","0.106631776882294","0.0855323452943783","0.127731208470209","2"
"No","2014","Not Working","Couple + C. LE 16 ","354","0.292837671614596","0.267249869515986","0.318425473713206","2"
"No","2014","Not Working","Couple + C. LE and GT 16","149","0.26764599007771","0.23186104702359","0.303430933131831","2"
"No","2014","Part Time","1-pers.-HH","70","0.0822421011724318","0.0622714580979614","0.102212744246902","2"
"No","2014","Part Time","Couple + C. GT 16 ","109","0.0927630407996145","0.0740173248161751","0.111508756783054","2"
"No","2014","Part Time","Couple + C. LE and GT 16","109","0.180378717422785","0.1526941177563","0.20806331708927","2"
"No","2014","Part Time","Single parent ","68","0.100173612572074","0.0810214365630057","0.119325788581142","2"
"No","2014","Full Time","Couple + C. LE 16 ","431","0.12478233846515","0.113307150663824","0.136257526266475","2"
"No","2014","Not Working","(Married) couple without C. ","191","0.0731598220128396","0.065042300842436","0.0812773431832432","2"
"No","2014","Not Working","1-pers.-HH","68","0.0382102724306008","0.0292362475938059","0.0471842972673956","2"
"No","2014","Full Time","Couple + C. LE and GT 16","121","0.142746911170666","0.120130263921698","0.165363558419634","2"
"No","2014","Full Time","Single parent ","56","0.0560877509822382","0.0400327841265419","0.0721427178379344","2"
"Yes","2014","Full Time","(Married) couple without C. ","2369","0.938821170391807","0.929497341357438","0.948144999426176","1"
"Yes","2014","Full Time","1-pers.-HH","1111","0.943078522092257","0.929892379815686","0.956264664368827","1"
"Yes","2014","Full Time","Couple + C. GT 16 ","1207","0.931573459497366","0.918070438904918","0.945076480089813","1"
"Yes","2014","Full Time","Couple + C. LE 16 ","2755","0.87521766153485","0.863742473733525","0.886692849336176","1"
"Yes","2014","Full Time","Couple + C. LE and GT 16","798","0.857253088829334","0.834636441580366","0.879869736078302","1"
"Yes","2014","Full Time","Single parent ","733","0.943912249017762","0.927857282162065","0.959967215873458","1"
"Yes","2014","Not Working","(Married) couple without C. ","3762","0.92684017798716","0.918722656816757","0.934957699157564","1"
"Yes","2014","Not Working","1-pers.-HH","1685","0.961789727569399","0.952815702732604","0.970763752406194","1"
"Yes","2014","Not Working","Couple + C. GT 16 ","700","0.893368223117706","0.872268791529791","0.914467654705622","1"
"Yes","2014","Not Working","Couple + C. LE 16 ","861","0.707162328385404","0.681574526286794","0.732750130484014","1"
"Yes","2014","Not Working","Couple + C. LE and GT 16","439","0.73235400992229","0.696569066868169","0.76813895297641","1"
"Yes","2014","Not Working","Single parent ","640","0.89312219033958","0.870632768012373","0.915611612666786","1"
"Yes","2014","Part Time","(Married) couple without C. ","1377","0.891178590205542","0.87552827711606","0.906828903295024","1"
"Yes","2014","Part Time","1-pers.-HH","657","0.917757898827568","0.897787255753098","0.937728541902039","1"
"Yes","2014","Part Time","Couple + C. GT 16 ","811","0.907236959200385","0.888491243216946","0.925982675183825","1"
"Yes","2014","Part Time","Couple + C. LE 16 ","2091","0.857648550464447","0.843868993951557","0.871428106977336","1"
"Yes","2014","Part Time","Couple + C. LE and GT 16","632","0.819621282577215","0.791936682910729","0.8473058822437","1"
"Yes","2014","Part Time","Single parent ","876","0.899826387427926","0.880674211418858","0.918978563436994","1"
"No","2015","Not Working","Single parent ","145","0.131993640034014","0.108101290562902","0.155885989505126","2"
"No","2015","Part Time","(Married) couple without C. ","112","0.0930033535010855","0.0780438921856727","0.107962814816498","2"
"No","2015","Part Time","Couple + C. LE 16 ","312","0.12080798005883","0.107341735041452","0.134274225076207","2"
"No","2015","Full Time","(Married) couple without C. ","155","0.0571183376478626","0.0477791925454995","0.0664574827502257","2"
"No","2015","Full Time","1-pers.-HH","64","0.0457700443921645","0.0336651072805803","0.0578749815037486","2"
"No","2015","Full Time","Couple + C. GT 16 ","125","0.0642412408997776","0.0506492837826751","0.0778331980168802","2"
"No","2015","Not Working","Couple + C. GT 16 ","133","0.11159208002472","0.0896636066749306","0.13352055337451","2"
"No","2015","Not Working","Couple + C. LE 16 ","850","0.393370012722916","0.369611588052077","0.417128437393756","2"
"No","2015","Not Working","Couple + C. LE and GT 16","194","0.252838284048442","0.218431302362716","0.287245265734168","2"
"No","2015","Part Time","1-pers.-HH","68","0.0807435881864539","0.060221284348014","0.101265892024894","2"
"No","2015","Part Time","Couple + C. GT 16 ","103","0.0831559949797413","0.0653620709667456","0.100949918992737","2"
"No","2015","Part Time","Single parent ","63","0.0883696081196062","0.0697014070328194","0.107037809206393","2"
"No","2015","Part Time","Couple + C. LE and GT 16","97","0.182172974852293","0.154909862552635","0.209436087151952","2"
"No","2015","Full Time","Couple + C. LE 16 ","340","0.0905388638050893","0.0801380098185526","0.100939717791626","2"
"No","2015","Not Working","(Married) couple without C. ","508","0.0917465761732054","0.082954449620047","0.100538702726364","2"
"No","2015","Not Working","1-pers.-HH","272","0.0728407992544486","0.0612136001040478","0.0844679984048495","2"
"No","2015","Full Time","Couple + C. LE and GT 16","108","0.170740390459019","0.145621072128089","0.195859708789948","2"
"No","2015","Full Time","Single parent ","39","0.047307814959599","0.0320530904379231","0.0625625394812749","2"
"Yes","2015","Full Time","(Married) couple without C. ","2217","0.942881662352137","0.933542517249774","0.9522208074545","1"
"Yes","2015","Full Time","1-pers.-HH","1081","0.954229955607835","0.942125018496251","0.96633489271942","1"
"Yes","2015","Full Time","Couple + C. GT 16 ","1125","0.935758759100222","0.92216680198312","0.949350716217325","1"
"Yes","2015","Full Time","Couple + C. LE 16 ","2584","0.909461136194911","0.899060282208374","0.919861990181448","1"
"Yes","2015","Full Time","Couple + C. LE and GT 16","754","0.829259609540981","0.804140291210052","0.854378927871911","1"
"Yes","2015","Full Time","Single parent ","705","0.952692185040401","0.937437460518725","0.967946909562077","1"
"Yes","2015","Not Working","(Married) couple without C. ","3633","0.908253423826795","0.899461297273636","0.917045550379953","1"
"Yes","2015","Not Working","1-pers.-HH","1647","0.927159200745551","0.915532001595151","0.938786399895952","1"
"Yes","2015","Not Working","Couple + C. GT 16 ","659","0.88840791997528","0.86647944662549","0.910336393325069","1"
"Yes","2015","Not Working","Couple + C. LE 16 ","774","0.606629987277084","0.582871562606244","0.630388411947923","1"
"Yes","2015","Not Working","Couple + C. LE and GT 16","419","0.747161715951558","0.712754734265832","0.781568697637284","1"
"Yes","2015","Not Working","Single parent ","626","0.868006359965986","0.844114010494874","0.891898709437098","1"
"Yes","2015","Part Time","(Married) couple without C. ","1336","0.906996646498914","0.892037185183502","0.921956107814327","1"
"Yes","2015","Part Time","1-pers.-HH","609","0.919256411813546","0.898734107975106","0.939778715651986","1"
"Yes","2015","Part Time","Couple + C. GT 16 ","822","0.916844005020259","0.899050081007263","0.934637929033254","1"
"Yes","2015","Part Time","Couple + C. LE 16 ","1938","0.87919201994117","0.865725774923793","0.892658264958548","1"
"Yes","2015","Part Time","Couple + C. LE and GT 16","673","0.817827025147707","0.790563912848048","0.845090137447365","1"
"Yes","2015","Part Time","Single parent ","825","0.911630391880394","0.892962190793607","0.930298592967181","1"
"No","2016","Not Working","Single parent ","74","0.1091802019698","0.0847108384413114","0.133649565498289","2"
"No","2016","Part Time","(Married) couple without C. ","166","0.122080605575375","0.105247434275469","0.138913776875281","2"
"No","2016","Part Time","Couple + C. LE 16 ","385","0.123336725509338","0.10961813357116","0.137055317447515","2"
"No","2016","Not Working","Couple + C. LE 16 ","341","0.32304269945634","0.293211363896","0.352874035016679","2"
"No","2016","Not Working","Couple + C. LE and GT 16","142","0.345505877228385","0.304828866078185","0.386182888378585","2"
"No","2016","Full Time","(Married) couple without C. ","242","0.073169696313795","0.0628135048166214","0.0835258878109687","2"
"No","2016","Full Time","1-pers.-HH","126","0.0810498247393043","0.0653039348859916","0.096795714592617","2"
"No","2016","Full Time","Couple + C. GT 16 ","119","0.0876685981152822","0.0714910617343159","0.103846134496249","2"
"No","2016","Not Working","Couple + C. GT 16 ","100","0.137067066091774","0.111840736500611","0.162293395682937","2"
"No","2016","Part Time","1-pers.-HH","80","0.0914320079329364","0.0699108157737874","0.112953200092085","2"
"No","2016","Part Time","Couple + C. GT 16 ","94","0.084658802170448","0.066256116083911","0.103061488256985","2"
"No","2016","Part Time","Single parent ","72","0.0963577267591904","0.076414674114181","0.1163007794042","2"
"No","2016","Not Working","(Married) couple without C. ","173","0.075803160552885","0.0670642752876987","0.0845420458180713","2"
"No","2016","Not Working","1-pers.-HH","88","0.0510139781528251","0.0403878317510744","0.0616401245545758","2"
"No","2016","Part Time","Couple + C. LE and GT 16","131","0.242450391503202","0.211467538581326","0.273433244425078","2"
"No","2016","Full Time","Couple + C. LE 16 ","434","0.134207330380435","0.121323418051272","0.147091242709598","2"
"No","2016","Full Time","Couple + C. LE and GT 16","104","0.186601350361262","0.160223755329488","0.212978945393037","2"
"No","2016","Full Time","Single parent ","45","0.0671005171194984","0.0484592511237131","0.0857417831152837","2"
"Yes","2016","Full Time","(Married) couple without C. ","2187","0.926830303686205","0.916474112189031","0.937186495183379","1"
"Yes","2016","Full Time","1-pers.-HH","1028","0.918950175260696","0.903204285407383","0.934696065114008","1"
"Yes","2016","Full Time","Couple + C. GT 16 ","1055","0.912331401884718","0.896153865503751","0.928508938265684","1"
"Yes","2016","Full Time","Couple + C. LE 16 ","2255","0.865792669619565","0.852908757290402","0.878676581948728","1"
"Yes","2016","Full Time","Couple + C. LE and GT 16","734","0.813398649638738","0.787021054606963","0.839776244670512","1"
"Yes","2016","Full Time","Single parent ","647","0.932899482880502","0.914258216884716","0.951540748876287","1"
"Yes","2016","Not Working","(Married) couple without C. ","3351","0.924196839447115","0.915457954181929","0.932935724712301","1"
"Yes","2016","Not Working","1-pers.-HH","1559","0.948986021847175","0.938359875445424","0.959612168248926","1"
"Yes","2016","Not Working","Couple + C. GT 16 ","614","0.862932933908226","0.837706604317063","0.888159263499389","1"
"Yes","2016","Not Working","Couple + C. LE 16 ","603","0.67695730054366","0.647125964983321","0.706788636104","1"
"Yes","2016","Not Working","Couple + C. LE and GT 16","383","0.654494122771615","0.613817111621415","0.695171133921815","1"
"Yes","2016","Not Working","Single parent ","550","0.8908197980302","0.866350434501711","0.915289161558688","1"
"Yes","2016","Part Time","(Married) couple without C. ","1287","0.877919394424625","0.861086223124719","0.894752565724531","1"
"Yes","2016","Part Time","1-pers.-HH","609","0.908567992067064","0.887046799907915","0.930089184226213","1"
"Yes","2016","Part Time","Couple + C. GT 16 ","785","0.915341197829552","0.896938511743015","0.933743883916089","1"
"Yes","2016","Part Time","Couple + C. LE 16 ","1822","0.876663274490662","0.862944682552484","0.89038186642884","1"
"Yes","2016","Part Time","Couple + C. LE and GT 16","604","0.757549608496798","0.726566755574922","0.788532461418674","1"
"Yes","2016","Part Time","Single parent ","769","0.90364227324081","0.8836992205958","0.923585325885819","1"
"No","2017","Full Time","(Married) couple without C. ","219","0.0761718458392746","0.0664156219606074","0.0859280697179418","2"
"No","2017","Full Time","1-pers.-HH","133","0.0773719981475866","0.0634063642597852","0.0913376320353879","2"
"No","2017","Full Time","Couple + C. GT 16 ","116","0.089483169197284","0.0745471823315551","0.104419156063013","2"
"No","2017","Not Working","Single parent ","257","0.152461784997546","0.128380960450449","0.176542609544644","2"
"No","2017","Part Time","(Married) couple without C. ","147","0.106709484632098","0.0920588495786703","0.121360119685525","2"
"No","2017","Part Time","Couple + C. LE 16 ","412","0.137817647716264","0.123778821610272","0.151856473822257","2"
"No","2017","Not Working","Couple + C. LE and GT 16","436","0.277967996347716","0.248164730918664","0.307771261776769","2"
"No","2017","Part Time","1-pers.-HH","141","0.11133128032444","0.0907357663374031","0.131926794311476","2"
"No","2017","Full Time","Couple + C. LE 16 ","428","0.139733626350909","0.127062343400474","0.152404909301345","2"
"No","2017","Full Time","Couple + C. LE and GT 16","106","0.191545157737821","0.16614443332881","0.216945882146832","2"
"No","2017","Full Time","Single parent ","45","0.0833566579325105","0.0633594021259506","0.10335391373907","2"
"No","2017","Not Working","Couple + C. LE 16 ","1391","0.390147432446939","0.368569255699037","0.411725609194841","2"
"No","2017","Part Time","Couple + C. GT 16 ","114","0.128956705056374","0.108828033096086","0.149085377016661","2"
"No","2017","Not Working","Couple + C. GT 16 ","148","0.17612118565928","0.150482979654557","0.201759391664003","2"
"No","2017","Not Working","1-pers.-HH","530","0.0765921151424722","0.0654258407240137","0.0877583895609308","2"
"No","2017","Part Time","Single parent ","84","0.118384411814984","0.0968552596201069","0.13991356400986","2"
"No","2017","Part Time","Couple + C. LE and GT 16","115","0.235563799868312","0.205897613811096","0.265229985925529","2"
"No","2017","Not Working","(Married) couple without C. ","246","0.0832023955028618","0.0744164270558944","0.0919883639498292","2"
"Yes","2017","Full Time","(Married) couple without C. ","2621","0.923828154160726","0.914071930282058","0.933584378039393","1"
"Yes","2017","Full Time","1-pers.-HH","1273","0.922628001852413","0.908662367964612","0.936593635740215","1"
"Yes","2017","Full Time","Couple + C. GT 16 ","1287","0.910516830802716","0.895580843936987","0.925452817668445","1"
"Yes","2017","Full Time","Couple + C. LE 16 ","2448","0.860266373649091","0.847595090698655","0.872937656599526","1"
"Yes","2017","Full Time","Couple + C. LE and GT 16","816","0.808454842262179","0.783054117853168","0.83385556667119","1"
"Yes","2017","Full Time","Single parent ","689","0.91664334206749","0.89664608626093","0.936640597874049","1"
"Yes","2017","Not Working","(Married) couple without C. ","3550","0.916797604497138","0.908011636050171","0.925583572944106","1"
"Yes","2017","Not Working","1-pers.-HH","1649","0.923407884857528","0.912241610439069","0.934574159275986","1"
"Yes","2017","Not Working","Couple + C. GT 16 ","700","0.82387881434072","0.798240608335997","0.849517020345443","1"
"Yes","2017","Not Working","Couple + C. LE 16 ","572","0.609852567553061","0.588274390805159","0.631430744300963","1"
"Yes","2017","Not Working","Couple + C. LE and GT 16","432","0.722032003652284","0.692228738223231","0.751835269081336","1"
"Yes","2017","Not Working","Single parent ","599","0.847538215002454","0.823457390455356","0.871619039549551","1"
"Yes","2017","Part Time","(Married) couple without C. ","1559","0.893290515367902","0.878639880314475","0.90794115042133","1"
"Yes","2017","Part Time","1-pers.-HH","755","0.88866871967556","0.868073205688524","0.909264233662597","1"
"Yes","2017","Part Time","Couple + C. GT 16 ","951","0.871043294943626","0.850914622983339","0.891171966903914","1"
"Yes","2017","Part Time","Couple + C. LE 16 ","1904","0.862182352283736","0.848143526177743","0.876221178389728","1"
"Yes","2017","Part Time","Couple + C. LE and GT 16","671","0.764436200131688","0.734770014074471","0.794102386188904","1"
"Yes","2017","Part Time","Single parent ","781","0.881615588185016","0.860086435990139","0.903144740379893","1"
"No","2018","Full Time","Couple + C. GT 16 ","112","0.119986529332207","0.102383428629659","0.137589630034755","2"
"No","2018","Full Time","(Married) couple without C. ","209","0.0769037472696838","0.0669201445766684","0.0868873499626993","2"
"No","2018","Full Time","1-pers.-HH","159","0.0819940356577033","0.0680494219044483","0.0959386494109583","2"
"No","2018","Not Working","Single parent ","388","0.199840965789521","0.174571796121978","0.225110135457064","2"
"No","2018","Part Time","(Married) couple without C. ","150","0.107128053356779","0.0923434243913285","0.121912682322229","2"
"No","2018","Full Time","Couple + C. LE and GT 16","111","0.219779830999442","0.19246677826764","0.247092883731244","2"
"No","2018","Full Time","Couple + C. LE 16 ","413","0.152660935982514","0.139046731831177","0.166275140133851","2"
"No","2018","Full Time","Single parent ","51","0.104072081066641","0.0819967067614079","0.126147455371875","2"
"No","2018","Part Time","1-pers.-HH","231","0.121444473461825","0.10169660532382","0.141192341599829","2"
"No","2018","Part Time","Couple + C. LE 16 ","459","0.140422449937141","0.126095597735605","0.154749302138677","2"
"No","2018","Not Working","Couple + C. LE 16 ","1718","0.437947379439324","0.4171778206608","0.458716938217847","2"
"No","2018","Not Working","Couple + C. LE and GT 16","598","0.301632024736012","0.273284559042403","0.329979490429621","2"
"No","2018","Part Time","Couple + C. GT 16 ","105","0.146451042232935","0.124732300869374","0.168169783596497","2"
"No","2018","Not Working","Couple + C. GT 16 ","159","0.150515385310448","0.125501481882916","0.175529288737979","2"
"No","2018","Part Time","Single parent ","76","0.0915540862963227","0.0721663531957173","0.110941819396928","2"
"No","2018","Not Working","1-pers.-HH","680","0.0851124921870529","0.0739157062889229","0.0963092780851829","2"
"No","2018","Part Time","Couple + C. LE and GT 16","140","0.261981594268545","0.232067350272096","0.291895838264994","2"
"No","2018","Not Working","(Married) couple without C. ","277","0.0953830987134318","0.0859639268826681","0.104802270544196","2"
"Yes","2018","Full Time","(Married) couple without C. ","2527","0.923096252730316","0.913112650037301","0.933079855423332","1"
"Yes","2018","Full Time","1-pers.-HH","1328","0.918005964342297","0.904061350589042","0.931950578095552","1"
"Yes","2018","Full Time","Couple + C. GT 16 ","1197","0.880013470667793","0.862410369965245","0.897616571370341","1"
