"plj0014_v3","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2014","Couple + C. LE 16 ","in school","","","","","2"
"No","2014","Couple + C. LE 16 ","inadequately","80","0.556005429420926","0.477786730467446","0.634224128374406","2"
"No","2014","Couple + C. LE 16 ","general elemantary","240","0.411980165455408","0.373818106023302","0.450142224887514","2"
"No","2014","Couple + C. LE 16 ","middle vocational","355","0.114536049753573","0.102967377142969","0.126104722364177","2"
"No","2014","Couple + C. LE 16 ","vocational + Abi","135","0.16506803983523","0.138709117819081","0.191426961851379","2"
"No","2014","Couple + C. LE 16 ","higher vocational","19","","","","2"
"No","2014","Couple + C. LE 16 ","higher education","317","0.149113820560139","0.133114214019399","0.165113427100878","2"
"No","2014","Couple + C. GT 16 ","in school","13","","","","2"
"No","2014","Couple + C. GT 16 ","inadequately","30","0.451299618936149","0.318575049416577","0.58402418845572","2"
"No","2014","Couple + C. GT 16 ","general elemantary","110","0.198880548784495","0.159009053844834","0.238752043724155","2"
"No","2014","Couple + C. GT 16 ","middle vocational","107","0.0501363096220729","0.0389386497878701","0.0613339694562757","2"
"No","2014","Couple + C. GT 16 ","vocational + Abi","38","0.158780595446699","0.108255933489817","0.20930525740358","2"
"No","2014","Couple + C. GT 16 ","higher vocational","7","","","","2"
"No","2014","Couple + C. GT 16 ","higher education","44","0.081911981885093","0.058760990937976","0.10506297283221","2"
"No","2014","Couple + C. LE and GT 16","in school","29","","","","2"
"No","2014","Couple + C. LE and GT 16","inadequately","43","0.592331351911031","0.477215511683088","0.707447192138974","2"
"No","2014","Couple + C. LE and GT 16","general elemantary","103","0.320595144306585","0.272317767966496","0.368872520646673","2"
"No","2014","Couple + C. LE and GT 16","middle vocational","102","0.132360490032553","0.110232878476896","0.154488101588209","2"
"No","2014","Couple + C. LE and GT 16","vocational + Abi","25","","","","2"
"No","2014","Couple + C. LE and GT 16","higher vocational","8","","","","2"
"No","2014","Couple + C. LE and GT 16","higher education","35","0.127329572117783","0.0917399882468095","0.162919155988757","2"
"Yes","2014","Single parent ","in school","107","0.858965245293104","0.796691019380324","0.921239471205883","1"
"Yes","2014","Single parent ","inadequately","49","0.752734108351817","0.648651293836208","0.856816922867426","1"
"Yes","2014","Single parent ","general elemantary","337","0.906245918827492","0.87697719909345","0.935514638561535","1"
"Yes","2014","Single parent ","middle vocational","1060","0.933136693533002","0.918521040625263","0.94775234644074","1"
"Yes","2014","Single parent ","vocational + Abi","169","0.894843819555676","0.852008106482057","0.937679532629295","1"
"Yes","2014","Single parent ","higher vocational","69","1","1","1","1"
"Yes","2014","Single parent ","higher education","334","0.911660356963774","0.882744132716001","0.940576581211547","1"
"Yes","2014","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2014","Couple + C. LE 16 ","inadequately","75","0.443994570579074","0.365775871625594","0.522213269532553","1"
"Yes","2014","Couple + C. LE 16 ","general elemantary","399","0.588019834544592","0.549857775112486","0.626181893976698","1"
"Yes","2014","Couple + C. LE 16 ","middle vocational","2556","0.885463950246427","0.873895277635823","0.897032622857031","1"
"Yes","2014","Couple + C. LE 16 ","vocational + Abi","627","0.83493196016477","0.808573038148621","0.861290882180919","1"
"Yes","2014","Couple + C. LE 16 ","higher vocational","401","0.977637724958976","0.963497041063961","0.99177840885399","1"
"Yes","2014","Couple + C. LE 16 ","higher education","1587","0.850886179439861","0.834886572899122","0.866885785980601","1"
"Yes","2014","1-pers.-HH","in school","1","","","","1"
"Yes","2014","1-pers.-HH","inadequately","33","0.76952081014682","0.645084307479649","0.893957312813992","1"
"Yes","2014","1-pers.-HH","general elemantary","423","0.926056137930998","0.90227178520881","0.949840490653185","1"
"Yes","2014","1-pers.-HH","middle vocational","1735","0.957848796394616","0.948597076760176","0.967100516029055","1"
"Yes","2014","1-pers.-HH","vocational + Abi","205","0.918098385635807","0.882582619070561","0.953614152201054","1"
"Yes","2014","1-pers.-HH","higher vocational","192","0.963704848209631","0.93752203027822","0.989887666141041","1"
"Yes","2014","1-pers.-HH","higher education","816","0.94874884685862","0.934079334422127","0.963418359295112","1"
"Yes","2014","(Married) couple without C. ","in school","5","","","","1"
"Yes","2014","(Married) couple without C. ","inadequately","52","0.641596819254676","0.53307064638077","0.750122992128582","1"
"Yes","2014","(Married) couple without C. ","general elemantary","577","0.829563754359394","0.801091847558489","0.858035661160299","1"
"Yes","2014","(Married) couple without C. ","middle vocational","3884","0.953388179858569","0.946887776274684","0.959888583442454","1"
"Yes","2014","(Married) couple without C. ","vocational + Abi","381","0.871427447084973","0.840500889255196","0.902354004914749","1"
"Yes","2014","(Married) couple without C. ","higher vocational","565","0.962354287836552","0.946796801788527","0.977911773884577","1"
"Yes","2014","(Married) couple without C. ","higher education","1993","0.920569444208041","0.909101923175731","0.932036965240352","1"
"Yes","2014","Couple + C. GT 16 ","vocational + Abi","163","0.841219404553301","0.79069474259642","0.891744066510183","1"
"Yes","2014","Couple + C. GT 16 ","higher vocational","182","0.967796286868178","0.942627508331617","0.992965065404738","1"
"Yes","2014","Couple + C. GT 16 ","higher education","495","0.918088018114907","0.89493702716779","0.941239009062024","1"
"Yes","2014","Couple + C. LE and GT 16","in school","132","0.754905146273167","0.688462267293458","0.821348025252876","1"
"Yes","2014","Couple + C. LE and GT 16","inadequately","27","","","","1"
"Yes","2014","Couple + C. LE and GT 16","higher education","302","0.872670427882217","0.837080844011243","0.90826001175319","1"
"Yes","2014","Couple + C. LE and GT 16","general elemantary","256","0.679404855693415","0.631127479353327","0.727682232033504","1"
"Yes","2014","Couple + C. LE and GT 16","middle vocational","799","0.867639509967447","0.84551189841179","0.889767121523104","1"
"Yes","2014","Couple + C. GT 16 ","middle vocational","1352","0.949863690377927","0.938666030543724","0.96106135021213","1"
"Yes","2014","Couple + C. LE and GT 16","vocational + Abi","140","0.842006978994925","0.786354704801965","0.897659253187884","1"
"Yes","2014","Couple + C. LE and GT 16","higher vocational","114","0.926955670733386","0.880782371093358","0.973128970373413","1"
"Yes","2014","Couple + C. GT 16 ","in school","120","0.91202283215707","0.863882385602332","0.960163278711809","1"
"Yes","2014","Couple + C. GT 16 ","inadequately","24","","","","1"
"Yes","2014","Couple + C. GT 16 ","general elemantary","275","0.801119451215506","0.761247956275845","0.840990946155166","1"
"No","2015","1-pers.-HH","in school","3","","","","2"
"No","2015","1-pers.-HH","inadequately","24","","","","2"
"No","2015","1-pers.-HH","general elemantary","67","0.102077320786845","0.0744409042298876","0.129713737343803","2"
"No","2015","1-pers.-HH","middle vocational","123","0.0484886685411277","0.0385017504290352","0.0584755866532201","2"
"No","2015","1-pers.-HH","vocational + Abi","53","0.101229901277841","0.0639884553045267","0.138471347251155","2"
"No","2015","1-pers.-HH","higher vocational","3","","","","2"
"No","2015","1-pers.-HH","higher education","126","0.0656200261910945","0.0496628079323138","0.0815772444498751","2"
"No","2015","(Married) couple without C. ","in school","2","","","","2"
"No","2015","(Married) couple without C. ","inadequately","27","","","","2"
"No","2015","(Married) couple without C. ","general elemantary","119","0.189720191390727","0.159785163356912","0.219655219424542","2"
"No","2015","(Married) couple without C. ","middle vocational","200","0.041019346420448","0.034785897421534","0.0472527954193621","2"
"No","2015","(Married) couple without C. ","vocational + Abi","119","0.181829969716542","0.147360859744882","0.216299079688203","2"
"No","2015","(Married) couple without C. ","higher vocational","11","","","","2"
"No","2015","(Married) couple without C. ","higher education","287","0.0924578067746663","0.0804727010083128","0.10444291254102","2"
"No","2015","Single parent ","in school","10","","","","2"
"No","2015","Single parent ","inadequately","27","","","","2"
"No","2015","Single parent ","general elemantary","46","0.109381829286038","0.0777071634398121","0.141056495132263","2"
"No","2015","Single parent ","middle vocational","72","0.0594375062618598","0.0454902855792804","0.0733847269444392","2"
"No","2015","Single parent ","vocational + Abi","36","0.141256482613192","0.0924973484510914","0.190015616775293","2"
"No","2015","Single parent ","higher vocational","","","","","2"
"No","2015","Single parent ","higher education","43","0.102703227581402","0.0708997824587371","0.134506672704068","2"
"No","2015","Couple + C. LE 16 ","in school","1","","","","2"
"No","2015","Couple + C. LE 16 ","inadequately","101","0.45818534619535","0.385194643189421","0.531176049201279","2"
"No","2015","Couple + C. LE 16 ","general elemantary","260","0.376806939516683","0.338601552445956","0.415012326587411","2"
"No","2015","Couple + C. LE 16 ","middle vocational","454","0.120981890491454","0.108883509206815","0.133080271776093","2"
"No","2015","Couple + C. LE 16 ","vocational + Abi","201","0.175946394260899","0.149190084814317","0.20270270370748","2"
"No","2015","Couple + C. LE 16 ","higher vocational","14","","","","2"
"No","2015","Couple + C. LE 16 ","higher education","449","0.141376089415689","0.126064503665454","0.156687675165925","2"
"No","2015","Couple + C. GT 16 ","in school","11","","","","2"
"No","2015","Couple + C. GT 16 ","inadequately","24","","","","2"
"No","2015","Couple + C. GT 16 ","general elemantary","88","0.199578955194761","0.156258716952261","0.242899193437261","2"
"No","2015","Couple + C. GT 16 ","middle vocational","121","0.0521904689766078","0.0405896973282859","0.0637912406249297","2"
"No","2015","Couple + C. GT 16 ","vocational + Abi","42","0.16792885465533","0.117610891312781","0.218246817997879","2"
"No","2015","Couple + C. GT 16 ","higher vocational","8","","","","2"
"No","2015","Couple + C. GT 16 ","higher education","49","0.0628102908776774","0.042056492311166","0.0835640894441889","2"
"No","2015","Couple + C. LE and GT 16","in school","20","","","","2"
"No","2015","Couple + C. LE and GT 16","inadequately","54","0.699735888743798","0.596683020771777","0.802788756715818","2"
"No","2015","Couple + C. LE and GT 16","general elemantary","115","0.348482778552213","0.299124479150304","0.397841077954122","2"
"No","2015","Couple + C. LE and GT 16","middle vocational","105","0.139575691051964","0.116985229457896","0.162166152646031","2"
"No","2015","Couple + C. LE and GT 16","vocational + Abi","33","0.177737224126541","0.123662789391157","0.231811658861925","2"
"No","2015","Couple + C. LE and GT 16","higher vocational","5","","","","2"
"No","2015","Couple + C. LE and GT 16","higher education","37","0.164587886399209","0.124273901502921","0.204901871295497","2"
"Yes","2015","Single parent ","in school","103","0.957868085616223","0.920828397804882","0.994907773427564","1"
"Yes","2015","Single parent ","inadequately","40","0.651842141398707","0.537772517943597","0.765911764853818","1"
"Yes","2015","Single parent ","general elemantary","327","0.890618170713962","0.858943504867737","0.922292836560188","1"
"Yes","2015","Single parent ","middle vocational","1032","0.94056249373814","0.926615273055561","0.95450971442072","1"
"Yes","2015","Single parent ","vocational + Abi","160","0.858743517386808","0.809984383224707","0.907502651548909","1"
"Yes","2015","Single parent ","higher vocational","74","1","1","1","1"
"Yes","2015","Single parent ","higher education","307","0.897296772418598","0.865493327295932","0.929100217541263","1"
"Yes","2015","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2015","Couple + C. LE 16 ","inadequately","78","0.54181465380465","0.468823950798721","0.614805356810578","1"
"Yes","2015","Couple + C. LE 16 ","general elemantary","358","0.623193060483317","0.584987673412589","0.661398447554044","1"
"Yes","2015","Couple + C. LE 16 ","middle vocational","2337","0.879018109508546","0.866919728223907","0.891116490793185","1"
"Yes","2015","Couple + C. LE 16 ","vocational + Abi","577","0.824053605739101","0.79729729629252","0.850809915185683","1"
"Yes","2015","Couple + C. LE 16 ","higher vocational","364","0.977862867940987","0.963030795204343","0.992694940677631","1"
"Yes","2015","Couple + C. LE 16 ","higher education","1540","0.858623910584311","0.843312324834075","0.873935496334546","1"
"Yes","2015","1-pers.-HH","in school","4","","","","1"
"Yes","2015","1-pers.-HH","inadequately","31","0.699217532560782","0.578018498138377","0.820416566983187","1"
"Yes","2015","1-pers.-HH","general elemantary","394","0.897922679213154","0.870286262656197","0.925559095770112","1"
"Yes","2015","1-pers.-HH","middle vocational","1654","0.951511331458872","0.94152441334678","0.961498249570965","1"
"Yes","2015","1-pers.-HH","vocational + Abi","199","0.898770098722159","0.861528652748845","0.936011544695473","1"
"Yes","2015","1-pers.-HH","higher vocational","195","0.984461109872556","0.967233510009725","1.00168870973539","1"
"Yes","2015","1-pers.-HH","higher education","799","0.934379973808905","0.918422755550125","0.950337192067686","1"
"Yes","2015","(Married) couple without C. ","in school","1","","","","1"
"Yes","2015","(Married) couple without C. ","inadequately","47","0.656792221926505","0.548617747835093","0.764966696017917","1"
"Yes","2015","Couple + C. GT 16 ","vocational + Abi","170","0.83207114534467","0.781753182002121","0.882389108687219","1"
"Yes","2015","Couple + C. GT 16 ","higher vocational","201","0.971972645509734","0.949596100951225","0.994349190068244","1"
"Yes","2015","Couple + C. GT 16 ","higher education","476","0.937189709122323","0.916435910555811","0.957943507688834","1"
"Yes","2015","Couple + C. LE and GT 16","in school","120","0.847163744255491","0.787558983577615","0.906768504933366","1"
"Yes","2015","(Married) couple without C. ","general elemantary","540","0.810279808609273","0.780344780575458","0.840214836643088","1"
"Yes","2015","(Married) couple without C. ","middle vocational","3689","0.958980653579552","0.952747204580638","0.965214102578466","1"
"Yes","2015","(Married) couple without C. ","vocational + Abi","362","0.818170030283458","0.783700920311797","0.852639140255118","1"
"Yes","2015","(Married) couple without C. ","higher vocational","542","0.961058917150387","0.944935223288874","0.977182611011901","1"
"Yes","2015","(Married) couple without C. ","higher education","1957","0.907542193225334","0.89555708745898","0.919527298991687","1"
"Yes","2015","Couple + C. GT 16 ","middle vocational","1291","0.947809531023392","0.93620875937507","0.959410302671714","1"
"Yes","2015","Couple + C. LE and GT 16","inadequately","22","","","","1"
"Yes","2015","Couple + C. LE and GT 16","higher education","288","0.835412113600791","0.795098128704503","0.875726098497079","1"
"Yes","2015","Couple + C. GT 16 ","in school","86","0.933340755928928","0.883702955192978","0.982978556664879","1"
"Yes","2015","Couple + C. GT 16 ","inadequately","16","","","","1"
"Yes","2015","Couple + C. LE and GT 16","middle vocational","799","0.860424308948036","0.837833847353968","0.883014770542104","1"
"Yes","2015","Couple + C. GT 16 ","general elemantary","239","0.800421044805239","0.757100806562739","0.843741283047739","1"
"Yes","2015","Couple + C. LE and GT 16","general elemantary","243","0.651517221447787","0.602158922045878","0.700875520849697","1"
"Yes","2015","Couple + C. LE and GT 16","vocational + Abi","159","0.822262775873459","0.768188341138075","0.876337210608843","1"
"Yes","2015","Couple + C. LE and GT 16","higher vocational","99","0.927899718277898","0.878188955901269","0.977610480654527","1"
"No","2016","1-pers.-HH","in school","","","","","2"
"No","2016","1-pers.-HH","inadequately","10","","","","2"
"No","2016","1-pers.-HH","general elemantary","47","0.113383046306099","0.0830243473314681","0.14374174528073","2"
"No","2016","1-pers.-HH","middle vocational","86","0.049357154178977","0.0389588135759701","0.0597554947819839","2"
"No","2016","1-pers.-HH","vocational + Abi","47","0.119825781935227","0.0796494126089226","0.160002151261531","2"
"No","2016","1-pers.-HH","higher vocational","4","","","","2"
"No","2016","1-pers.-HH","higher education","96","0.0773537851391548","0.059529953129614","0.0951776171486956","2"
"No","2016","(Married) couple without C. ","in school","","","","","2"
"No","2016","(Married) couple without C. ","inadequately","17","","","","2"
"No","2016","(Married) couple without C. ","general elemantary","91","0.210921825990144","0.177834441044606","0.244009210935681","2"
"No","2016","(Married) couple without C. ","middle vocational","160","0.0488618861352721","0.0418479547490199","0.0558758175215243","2"
"No","2016","(Married) couple without C. ","vocational + Abi","111","0.19291618901335","0.157356236227282","0.228476141799419","2"
"No","2016","(Married) couple without C. ","higher vocational","11","","","","2"
"No","2016","(Married) couple without C. ","higher education","182","0.083162257391569","0.0712871042468871","0.0950374105362509","2"
"No","2016","Single parent ","in school","8","","","","2"
"No","2016","Single parent ","inadequately","19","","","","2"
"No","2016","Single parent ","general elemantary","37","0.10492155969793","0.0713973543664058","0.138445765029453","2"
"No","2016","Single parent ","middle vocational","56","0.0582476724009522","0.0437747331388698","0.0727206116630345","2"
"No","2016","Single parent ","vocational + Abi","33","0.163375655805075","0.110944391753435","0.215806919856716","2"
"No","2016","Single parent ","higher vocational","","","","","2"
"No","2016","Single parent ","higher education","29","","","","2"
"No","2016","Couple + C. LE 16 ","in school","","","","","2"
"No","2016","Couple + C. LE 16 ","inadequately","65","0.438516256250444","0.353867112829849","0.52316539967104","2"
"No","2016","Couple + C. LE 16 ","general elemantary","180","0.357244486318188","0.314945466462976","0.3995435061734","2"
"No","2016","Couple + C. LE 16 ","middle vocational","337","0.124594942519846","0.111321092735165","0.137868792304528","2"
"No","2016","Couple + C. LE 16 ","vocational + Abi","183","0.189581793126604","0.160524014478687","0.21863957177452","2"
"No","2016","Couple + C. LE 16 ","higher vocational","13","","","","2"
"No","2016","Couple + C. LE 16 ","higher education","367","0.149929112125938","0.133283476929171","0.166574747322704","2"
"No","2016","Couple + C. GT 16 ","in school","11","","","","2"
"No","2016","Couple + C. GT 16 ","inadequately","24","","","","2"
"No","2016","Couple + C. GT 16 ","general elemantary","78","0.192602008920867","0.149260026703196","0.235943991138537","2"
"No","2016","Couple + C. GT 16 ","middle vocational","106","0.0714717450285083","0.0575163214594714","0.0854271685975452","2"
"No","2016","Couple + C. GT 16 ","vocational + Abi","24","","","","2"
"No","2016","Couple + C. GT 16 ","higher vocational","6","","","","2"
"No","2016","Couple + C. GT 16 ","higher education","48","0.116625083012869","0.0883207365746845","0.144929429451053","2"
"No","2016","Couple + C. LE and GT 16","in school","20","","","","2"
"No","2016","Couple + C. LE and GT 16","inadequately","48","0.875765720187444","0.792304032945667","0.959227407429222","2"
"No","2016","Couple + C. LE and GT 16","general elemantary","105","0.400364358069541","0.348129410341282","0.452599305797801","2"
"No","2016","Couple + C. LE and GT 16","middle vocational","96","0.151967085307428","0.127121912129664","0.176812258485191","2"
"No","2016","Couple + C. LE and GT 16","vocational + Abi","32","0.176691736905442","0.119856928992286","0.233526544818598","2"
"No","2016","Couple + C. LE and GT 16","higher vocational","8","","","","2"
"No","2016","Couple + C. LE and GT 16","higher education","38","0.185810805210134","0.144159958219547","0.227461652200722","2"
"Yes","2016","Single parent ","in school","75","0.926282154172269","0.870065238916679","0.98249906942786","1"
"Yes","2016","Single parent ","inadequately","33","0.641733218433579","0.511408453390687","0.772057983476472","1"
"Yes","2016","Single parent ","general elemantary","284","0.89507844030207","0.861554234970547","0.928602645633594","1"
"Yes","2016","Single parent ","middle vocational","950","0.941752327599048","0.927279388336965","0.95622526686113","1"
"Yes","2016","Single parent ","vocational + Abi","158","0.836624344194925","0.784193080143284","0.889055608246565","1"
"Yes","2016","Single parent ","higher vocational","68","1","1","1","1"
"Yes","2016","Single parent ","higher education","285","0.897068744623428","0.863458647731222","0.930678841515635","1"
"Yes","2016","Couple + C. LE 16 ","in school","2","","","","1"
"Yes","2016","Couple + C. LE 16 ","inadequately","67","0.561483743749556","0.47683460032896","0.646132887170151","1"
"Yes","2016","Couple + C. LE 16 ","general elemantary","313","0.642755513681812","0.6004564938266","0.685054533537024","1"
"Yes","2016","Couple + C. LE 16 ","middle vocational","2041","0.875405057480154","0.862131207695472","0.888678907264835","1"
"Yes","2016","Couple + C. LE 16 ","vocational + Abi","516","0.810418206873396","0.78136042822548","0.839475985521313","1"
"Yes","2016","Couple + C. LE 16 ","higher vocational","301","0.978309077597481","0.962196674480277","0.994421480714684","1"
"Yes","2016","Couple + C. LE 16 ","higher education","1400","0.850070887874062","0.833425252677296","0.866716523070829","1"
"Yes","2016","1-pers.-HH","in school","","","","","1"
"Yes","2016","1-pers.-HH","inadequately","26","","","","1"
"Yes","2016","1-pers.-HH","general elemantary","372","0.886616953693901","0.85625825471927","0.916975652668532","1"
"Yes","2016","1-pers.-HH","middle vocational","1581","0.950642845821023","0.940244505218016","0.96104118642403","1"
"Yes","2016","1-pers.-HH","vocational + Abi","204","0.880174218064773","0.839997848738469","0.920350587391077","1"
"Yes","2016","1-pers.-HH","higher vocational","185","0.971789052765803","0.948183616871449","0.995394488660157","1"
"Yes","2016","1-pers.-HH","higher education","767","0.922646214860845","0.904822382851304","0.940470046870386","1"
"Yes","2016","(Married) couple without C. ","in school","","","","","1"
"Yes","2016","(Married) couple without C. ","inadequately","39","0.688679642634591","0.567405989406058","0.809953295863125","1"
"Yes","2016","Couple + C. GT 16 ","vocational + Abi","174","0.874734738064196","0.828627510557413","0.92084196557098","1"
"Yes","2016","Couple + C. GT 16 ","higher vocational","169","0.973100489757516","0.949129823863719","0.997071155651312","1"
"Yes","2016","Couple + C. GT 16 ","higher education","446","0.883374916987131","0.855070570548947","0.911679263425315","1"
"Yes","2016","Couple + C. LE and GT 16","in school","118","0.690994305627401","0.613898806691801","0.768089804563","1"
"Yes","2016","(Married) couple without C. ","general elemantary","493","0.789078174009856","0.755990789064319","0.822165558955394","1"
"Yes","2016","(Married) couple without C. ","middle vocational","3469","0.951138113864728","0.944124182478476","0.95815204525098","1"
"Yes","2016","(Married) couple without C. ","vocational + Abi","362","0.80708381098665","0.771523858200581","0.842643763772718","1"
"Yes","2016","Couple + C. GT 16 ","in school","93","0.924352089504565","0.873530457947201","0.975173721061929","1"
"Yes","2016","Couple + C. GT 16 ","middle vocational","1203","0.928528254971492","0.914572831402455","0.942483678540529","1"
"Yes","2016","Couple + C. LE and GT 16","inadequately","12","","","","1"
"Yes","2016","(Married) couple without C. ","higher vocational","528","0.954635278296823","0.937066904076035","0.972203652517611","1"
"Yes","2016","(Married) couple without C. ","higher education","1895","0.916837742608431","0.904962589463749","0.928712895753113","1"
"Yes","2016","Couple + C. LE and GT 16","general elemantary","233","0.599635641930459","0.547400694202199","0.651870589658718","1"
"Yes","2016","Couple + C. LE and GT 16","middle vocational","706","0.848032914692572","0.823187741514809","0.872878087870335","1"
"Yes","2016","Couple + C. LE and GT 16","higher education","297","0.814189194789866","0.772538347799278","0.855840041780453","1"
"Yes","2016","Couple + C. GT 16 ","inadequately","13","","","","1"
"Yes","2016","Couple + C. GT 16 ","general elemantary","240","0.807397991079133","0.764056008861463","0.850739973296804","1"
"Yes","2016","Couple + C. LE and GT 16","vocational + Abi","141","0.823308263094558","0.766473455181402","0.880143071007714","1"
"Yes","2016","Couple + C. LE and GT 16","higher vocational","100","0.852404804243724","0.785509556209695","0.919300052277753","1"
"No","2017","1-pers.-HH","in school","1","","","","2"
"No","2017","1-pers.-HH","inadequately","191","0.580612475828398","0.515108029604217","0.64611692205258","2"
"No","2017","1-pers.-HH","general elemantary","161","0.138725339799266","0.110373661624072","0.167077017974461","2"
"No","2017","1-pers.-HH","middle vocational","173","0.0533539115500296","0.0433764715211203","0.0633313515789389","2"
"No","2017","1-pers.-HH","vocational + Abi","58","0.140571949585326","0.102429652395829","0.178714246774824","2"
"No","2017","1-pers.-HH","higher vocational","4","","","","2"
"No","2017","1-pers.-HH","higher education","173","0.0780332348605764","0.0620290040112449","0.0940374657099079","2"
"No","2017","(Married) couple without C. ","in school","1","","","","2"
"No","2017","(Married) couple without C. ","inadequately","41","0.249660018127902","0.164402234830011","0.334917801425792","2"
"No","2017","(Married) couple without C. ","general elemantary","100","0.199992630283315","0.169051614525701","0.23093364604093","2"
"No","2017","(Married) couple without C. ","middle vocational","173","0.0518786165378365","0.0450924658913428","0.0586647671843302","2"
"No","2017","(Married) couple without C. ","vocational + Abi","85","0.168356274385119","0.13594497656818","0.200767572202058","2"
"No","2017","(Married) couple without C. ","higher vocational","10","","","","2"
"No","2017","(Married) couple without C. ","higher education","186","0.0915514971552738","0.0798441138819286","0.103258880428619","2"
"No","2017","Single parent ","in school","1","","","","2"
"No","2017","Single parent ","inadequately","112","0.509099418692203","0.43014329761281","0.588055539771595","2"
"No","2017","Single parent ","general elemantary","64","0.123828467987721","0.0894674867495086","0.158189449225933","2"
"No","2017","Single parent ","middle vocational","90","0.0737189370380707","0.0581630645408269","0.0892748095353146","2"
"No","2017","Single parent ","vocational + Abi","38","0.219664150841921","0.163263607112012","0.276064694571829","2"
"No","2017","Single parent ","higher vocational","1","","","","2"
"No","2017","Single parent ","higher education","57","0.0953044205861181","0.0650142131953991","0.125594627976837","2"
"No","2017","Couple + C. LE 16 ","in school","1","","","","2"
"No","2017","Couple + C. LE 16 ","inadequately","502","0.596071802279522","0.555683282546244","0.636460322012799","2"
"No","2017","Couple + C. LE 16 ","general elemantary","403","0.374734831417391","0.3395725900548","0.409897072779982","2"
"No","2017","Couple + C. LE 16 ","middle vocational","485","0.132071425252276","0.118868266547755","0.145274583956797","2"
"No","2017","Couple + C. LE 16 ","vocational + Abi","180","0.186835797223917","0.15921497872245","0.214456615725384","2"
"No","2017","Couple + C. LE 16 ","higher vocational","11","","","","2"
"No","2017","Couple + C. LE 16 ","higher education","557","0.16332357965929","0.147565662632427","0.179081496686154","2"
"No","2017","Couple + C. GT 16 ","in school","11","","","","2"
"No","2017","Couple + C. GT 16 ","inadequately","38","0.68644846260457","0.563838663204573","0.809058262004568","2"
"No","2017","Couple + C. GT 16 ","general elemantary","100","0.251666540078585","0.208869881261746","0.294463198895424","2"
"No","2017","Couple + C. GT 16 ","middle vocational","111","0.0752173926418875","0.0619759723203284","0.0884588129634466","2"
"No","2017","Couple + C. GT 16 ","vocational + Abi","35","0.183207256265065","0.136004701059268","0.230409811470862","2"
"No","2017","Couple + C. GT 16 ","higher vocational","6","","","","2"
"No","2017","Couple + C. GT 16 ","higher education","56","0.116121473365766","0.0901825561359743","0.142060390595557","2"
"No","2017","Couple + C. LE and GT 16","in school","13","","","","2"
"No","2017","Couple + C. LE and GT 16","inadequately","160","0.799081462163578","0.740868737194681","0.857294187132475","2"
"No","2017","Couple + C. LE and GT 16","general elemantary","161","0.422710208608209","0.373932849057114","0.471487568159304","2"
"No","2017","Couple + C. LE and GT 16","middle vocational","151","0.148561313582695","0.126282795453184","0.170839831712206","2"
"No","2017","Couple + C. LE and GT 16","vocational + Abi","32","0.199181681291545","0.140009066181273","0.258354296401818","2"
"No","2017","Couple + C. LE and GT 16","higher vocational","2","","","","2"
"No","2017","Couple + C. LE and GT 16","higher education","82","0.159540719291957","0.124562221458506","0.194519217125409","2"
"Yes","2017","Couple + C. LE 16 ","general elemantary","325","0.625265168582609","0.590102927220017","0.6604274099452","1"
"Yes","2017","Couple + C. LE 16 ","middle vocational","2041","0.867928574747724","0.854725416043203","0.881131733452245","1"
"Yes","2017","Couple + C. LE 16 ","vocational + Abi","585","0.813164202776083","0.785543384274616","0.84078502127755","1"
"Yes","2017","Couple + C. LE 16 ","higher vocational","305","0.959181050099833","0.937364515923079","0.980997584276587","1"
"Yes","2017","Couple + C. LE 16 ","higher education","1557","0.83667642034071","0.820918503313846","0.852434337367573","1"
"Yes","2017","Single parent ","in school","93","0.99497815762876","0.98068847852921","1.00926783672831","1"
"Yes","2017","Single parent ","inadequately","42","0.490900581307797","0.411944460228405","0.56985670238719","1"
"Yes","2017","Single parent ","general elemantary","289","0.876171532012279","0.841810550774067","0.910532513250491","1"
"Yes","2017","Single parent ","middle vocational","994","0.926281062961929","0.910725190464685","0.941836935459173","1"
"Yes","2017","Single parent ","vocational + Abi","169","0.780335849158079","0.723935305428171","0.836736392887988","1"
"Yes","2017","Single parent ","higher vocational","68","0.974902242894438","0.937994155833494","1.01181032995538","1"
"Yes","2017","Single parent ","higher education","304","0.904695579413882","0.874405372023163","0.934985786804601","1"
"Yes","2017","Couple + C. LE 16 ","in school","2","","","","1"
"Yes","2017","Couple + C. LE 16 ","inadequately","65","0.403928197720478","0.363539677987201","0.444316717453756","1"
"Yes","2017","1-pers.-HH","vocational + Abi","261","0.859428050414674","0.821285753225176","0.897570347604171","1"
"Yes","2017","1-pers.-HH","higher vocational","225","0.97152418194054","0.949981723585665","0.993066640295414","1"
"Yes","2017","1-pers.-HH","higher education","906","0.921966765139424","0.905962534290092","0.937970995988755","1"
"Yes","2017","(Married) couple without C. ","in school","2","","","","1"
"Yes","2017","(Married) couple without C. ","inadequately","58","0.750339981872098","0.665082198574208","0.835597765169989","1"
"Yes","2017","Couple + C. GT 16 ","vocational + Abi","223","0.816792743734935","0.769590188529139","0.863995298940732","1"
