"plj0014_v3","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence"
"No","2008","Bremen","Part Time","1","","",""
"No","2008","Bremen","Not Working","1","","",""
"No","2008","North Rhine-Westphalia","Full Time","106","0.111779923698632","0.0956777705959151","0.127882076801349"
"No","2008","North Rhine-Westphalia","Part Time","71","0.106911439356362","0.0871052176032707","0.126717661109454"
"No","2008","North Rhine-Westphalia","Not Working","132","0.103830623879352","0.0885905678932811","0.119070679865423"
"No","2008","Hesse","Full Time","38","0.123771727187558","0.0958400625313728","0.151703391843744"
"No","2008","Hesse","Part Time","30","0.1439078713338","0.106321689185878","0.181494053481721"
"No","2008","Hesse","Not Working","45","0.119913375283043","0.0899648530395754","0.14986189752651"
"No","2008","Rhineland-Palatinate,Saarland","Full Time","26","","",""
"No","2008","Rhineland-Palatinate,Saarland","Part Time","14","","",""
"No","2008","Rhineland-Palatinate,Saarland","Not Working","22","","",""
"No","2008","Baden-Württemberg","Full Time","123","0.128298445302918","0.107176712001883","0.149420178603954"
"No","2008","Baden-Württemberg","Part Time","76","0.207288736074181","0.172842827761835","0.241734644386527"
"No","2008","Baden-Württemberg","Not Working","123","0.155795903175108","0.131861889062495","0.179729917287722"
"No","2008","Bavaria","Full Time","64","0.09134790501641","0.0745499280577165","0.108145881975103"
"No","2008","Bavaria","Part Time","53","0.136172631194173","0.110183400353299","0.162161862035048"
"No","2008","Bavaria","Not Working","70","0.128540284026695","0.107477997834822","0.149602570218568"
"No","2008","Berlin","Full Time","9","","",""
"No","2008","Berlin","Part Time","11","","",""
"No","2008","Berlin","Not Working","12","","",""
"No","2008","Brandenburg","Full Time","2","","",""
"No","2008","Brandenburg","Part Time","1","","",""
"No","2008","Brandenburg","Not Working","2","","",""
"No","2008","Mecklenburg-Western Pomerania","Full Time","","","",""
"No","2008","Mecklenburg-Western Pomerania","Part Time","","","",""
"No","2008","Mecklenburg-Western Pomerania","Not Working","","","",""
"No","2008","Saxony","Full Time","1","","",""
"No","2008","Saxony","Part Time","1","","",""
"No","2008","Saxony","Not Working","3","","",""
"No","2008","Saxony-Anhalt","Full Time","","","",""
"No","2008","Saxony-Anhalt","Part Time","","","",""
"No","2008","Saxony-Anhalt","Not Working","","","",""
"No","2008","Thuringia","Full Time","","","",""
"No","2008","Thuringia","Part Time","","","",""
"No","2008","Thuringia","Not Working","3","","",""
"Yes","2009","Schleswig-Holstein","Full Time","164","0.940234237684239","0.904494694170315","0.975973781198163"
"Yes","2009","Schleswig-Holstein","Part Time","124","0.935629016128128","0.893279334443907","0.977978697812348"
"Yes","2009","Schleswig-Holstein","Not Working","207","0.915678022503847","0.878792016634733","0.952564028372961"
"Yes","2009","Hamburg","Full Time","107","0.969721561528402","0.937700036496718","1.00174308656009"
"Yes","2009","Hamburg","Part Time","52","0.914830846314664","0.840381176352369","0.989280516276959"
"Yes","2009","Hamburg","Not Working","103","0.977751529469252","0.949805472852462","1.00569758608604"
"Yes","2009","Lower Saxony","Full Time","568","0.940202067447263","0.921020560395002","0.959383574499525"
"Yes","2009","Lower Saxony","Part Time","405","0.949685541631154","0.928780080103283","0.970591003159024"
"Yes","2009","Lower Saxony","Not Working","617","0.95334435547903","0.93700499326222","0.96968371769584"
"Yes","2009","Bremen","Full Time","33","1","1","1"
"Yes","2009","Bremen","Part Time","33","0.951248832602464","0.878863893927975","1.02363377127695"
"Yes","2009","Bremen","Not Working","53","1","1","1"
"Yes","2009","North Rhine-Westphalia","Full Time","1278","0.906716513037434","0.891271165470592","0.922161860604277"
"Yes","2009","North Rhine-Westphalia","Part Time","818","0.877838197251177","0.856238747235983","0.899437647266371"
"Yes","2009","North Rhine-Westphalia","Not Working","1277","0.884771192033955","0.868045654101626","0.901496729966283"
"Yes","2009","Hesse","Full Time","459","0.874448771205392","0.845229977224789","0.903667565185995"
"Yes","2009","Hesse","Part Time","287","0.867700735562766","0.830105354459958","0.905296116665573"
"Yes","2009","Hesse","Not Working","378","0.864626485027619","0.831907142677991","0.897345827377248"
"Yes","2009","Rhineland-Palatinate,Saarland","Full Time","361","0.929832675830789","0.90425161422997","0.955413737431609"
"Yes","2009","Rhineland-Palatinate,Saarland","Part Time","226","0.847491586944334","0.802565857607855","0.892417316280813"
"Yes","2009","Rhineland-Palatinate,Saarland","Not Working","378","0.930623954977126","0.905660859504973","0.95558705044928"
"Yes","2009","Baden-Württemberg","Full Time","786","0.876876635081175","0.855130214583025","0.898623055579325"
"Yes","2009","Baden-Württemberg","Part Time","429","0.801058621233418","0.766172008069909","0.835945234396927"
"Yes","2009","Baden-Württemberg","Not Working","651","0.858011305337784","0.832829126808344","0.883193483867225"
"Yes","2009","Bavaria","Full Time","986","0.902655980677018","0.884649099640992","0.920662861713044"
"Yes","2009","Bavaria","Part Time","619","0.856964722453746","0.830454477335763","0.883474967571728"
"Yes","2009","Bavaria","Not Working","854","0.869361245327789","0.847549040003771","0.891173450651806"
"Yes","2009","Berlin","Full Time","257","0.950483202762374","0.924606156312761","0.976360249211988"
"Yes","2009","Berlin","Part Time","161","0.920063846124975","0.879176836769947","0.960950855480002"
"Yes","2009","Berlin","Not Working","236","0.94338943312192","0.914569440188704","0.972209426055136"
"Yes","2009","Brandenburg","Full Time","288","0.984936843593912","0.970918029498702","0.998955657689122"
"Yes","2009","Brandenburg","Part Time","150","0.998037257465777","0.990977908329108","1.00509660660245"
"Yes","2009","Brandenburg","Not Working","352","0.99121092453339","0.981487906377149","1.00093394268963"
"Yes","2009","Mecklenburg-Western Pomerania","Full Time","192","1","1","1"
"Yes","2009","Mecklenburg-Western Pomerania","Part Time","89","1","1","1"
"Yes","2009","Mecklenburg-Western Pomerania","Not Working","195","1","1","1"
"Yes","2009","Saxony","Full Time","578","0.998087827956765","0.994529412344974","1.00164624356856"
"Yes","2009","Saxony","Part Time","263","0.980183884762177","0.963435600967252","0.996932168557102"
"Yes","2009","Saxony","Not Working","528","0.986732916346488","0.97698284493021","0.996482987762766"
"Yes","2009","Saxony-Anhalt","Full Time","325","1","1","1"
"Yes","2009","Saxony-Anhalt","Part Time","145","1","1","1"
"Yes","2009","Saxony-Anhalt","Not Working","302","1","1","1"
"Yes","2009","Thuringia","Full Time","302","1","1","1"
"Yes","2009","Thuringia","Part Time","160","0.995356396683441","0.984854880275695","1.00585791309119"
"Yes","2009","Thuringia","Not Working","361","0.997465055853927","0.992285090582014","1.00264502112584"
"No","2009","Schleswig-Holstein","Full Time","5","","",""
"No","2009","Schleswig-Holstein","Part Time","5","","",""
"No","2009","Schleswig-Holstein","Not Working","11","","",""
"No","2009","Hamburg","Full Time","3","","",""
"No","2009","Hamburg","Part Time","2","","",""
"No","2009","Hamburg","Not Working","4","","",""
"No","2009","Lower Saxony","Full Time","19","","",""
"No","2009","Lower Saxony","Part Time","15","","",""
"No","2009","Lower Saxony","Not Working","23","","",""
"No","2009","Bremen","Full Time","","","",""
"No","2009","Bremen","Part Time","1","","",""
"No","2009","Bremen","Not Working","","","",""
"No","2009","North Rhine-Westphalia","Full Time","84","0.0932834869625657","0.0778381393957231","0.108728834529408"
"No","2009","North Rhine-Westphalia","Part Time","65","0.122161802748823","0.100562352733629","0.143761252764017"
"No","2009","North Rhine-Westphalia","Not Working","123","0.115228807966045","0.0985032700337166","0.131954345898374"
"No","2009","Hesse","Full Time","35","0.125551228794608","0.0963324348140048","0.154770022775211"
"No","2009","Hesse","Part Time","25","","",""
"No","2009","Hesse","Not Working","42","0.135373514972381","0.102654172622752","0.168092857322009"
"No","2009","Rhineland-Palatinate,Saarland","Full Time","22","","",""
"No","2009","Rhineland-Palatinate,Saarland","Part Time","20","","",""
"No","2009","Rhineland-Palatinate,Saarland","Not Working","20","","",""
"No","2009","Baden-Württemberg","Full Time","91","0.123123364918825","0.101376944420675","0.144869785416975"
"No","2009","Baden-Württemberg","Part Time","74","0.198941378766582","0.164054765603073","0.233827991930091"
"No","2009","Baden-Württemberg","Not Working","87","0.141988694662216","0.116806516132775","0.167170873191656"
"No","2009","Bavaria","Full Time","55","0.0973440193229823","0.0793371382869563","0.115350900359008"
"No","2009","Bavaria","Part Time","51","0.143035277546254","0.116525032428271","0.169545522664237"
"No","2009","Bavaria","Not Working","63","0.130638754672211","0.108826549348194","0.152450959996229"
"No","2009","Berlin","Full Time","13","","",""
"No","2009","Berlin","Part Time","8","","",""
"No","2009","Berlin","Not Working","11","","",""
"No","2009","Brandenburg","Full Time","2","","",""
"No","2009","Brandenburg","Part Time","1","","",""
"No","2009","Brandenburg","Not Working","2","","",""
"No","2009","Mecklenburg-Western Pomerania","Full Time","","","",""
"No","2009","Mecklenburg-Western Pomerania","Part Time","","","",""
"No","2009","Mecklenburg-Western Pomerania","Not Working","","","",""
"No","2009","Saxony","Full Time","1","","",""
"No","2009","Saxony","Part Time","3","","",""
"No","2009","Saxony","Not Working","1","","",""
"No","2009","Saxony-Anhalt","Full Time","","","",""
"No","2009","Saxony-Anhalt","Part Time","","","",""
"No","2009","Saxony-Anhalt","Not Working","","","",""
"No","2009","Thuringia","Full Time","","","",""
"No","2009","Thuringia","Part Time","1","","",""
"No","2009","Thuringia","Not Working","1","","",""
"Yes","2010","Schleswig-Holstein","Full Time","240","0.964528246454809","0.941599680600223","0.987456812309396"
"Yes","2010","Schleswig-Holstein","Part Time","194","0.947546620589198","0.916802686763358","0.978290554415038"
"Yes","2010","Schleswig-Holstein","Not Working","263","0.917747721153217","0.885793771397564","0.949701670908869"
"Yes","2010","Hamburg","Full Time","141","0.956584324468133","0.924079746718167","0.989088902218099"
"Yes","2010","Hamburg","Part Time","99","0.935302969860549","0.887797041667807","0.982808898053291"
"Yes","2010","Hamburg","Not Working","120","0.924647030429756","0.8801204459905","0.969173614869011"
"Yes","2010","Lower Saxony","Full Time","748","0.960309699095467","0.94658238929714","0.974037008893793"
"Yes","2010","Lower Saxony","Part Time","604","0.902550215948544","0.879537711820425","0.925562720076664"
"Yes","2010","Lower Saxony","Not Working","737","0.937505024904552","0.920583240024026","0.954426809785077"
"Yes","2010","Bremen","Full Time","49","1","1","1"
"Yes","2010","Bremen","Part Time","52","0.945204222546652","0.885598157739188","1.00481028735412"
"Yes","2010","Bremen","Not Working","63","0.973442190872601","0.934942087547888","1.01194229419731"
"Yes","2010","North Rhine-Westphalia","Full Time","1704","0.915553348559697","0.902920306305839","0.928186390813554"
"Yes","2010","North Rhine-Westphalia","Part Time","1202","0.90239088879004","0.886276330224672","0.918505447355408"
"Yes","2010","North Rhine-Westphalia","Not Working","1586","0.869402573266174","0.853997878126061","0.884807268406287"
"Yes","2010","Hesse","Full Time","616","0.90815072743081","0.886100036004203","0.930201418857416"
"Yes","2010","Hesse","Part Time","433","0.859959527852539","0.82910664530709","0.890812410397988"
"Yes","2010","Hesse","Not Working","460","0.854354350426321","0.824519166178124","0.884189534674517"
"Yes","2010","Rhineland-Palatinate,Saarland","Full Time","490","0.918617104437218","0.895183932490384","0.942050276384052"
"Yes","2010","Rhineland-Palatinate,Saarland","Part Time","330","0.870586511324781","0.835719170136013","0.905453852513549"
"Yes","2010","Rhineland-Palatinate,Saarland","Not Working","434","0.913259891512145","0.887678227688179","0.938841555336111"
"Yes","2010","Baden-Württemberg","Full Time","1054","0.893448040265173","0.875791140315939","0.911104940214407"
"Yes","2010","Baden-Württemberg","Part Time","710","0.751593915374119","0.721800852496622","0.781386978251615"
"Yes","2010","Baden-Württemberg","Not Working","812","0.873728956908543","0.852346949651992","0.895110964165095"
"Yes","2010","Bavaria","Full Time","1352","0.919267608242816","0.905157788348581","0.93337742813705"
"Yes","2010","Bavaria","Part Time","947","0.842245851545443","0.819865297496551","0.864626405594336"
"Yes","2010","Bavaria","Not Working","1045","0.876143554178891","0.857104467432432","0.89518264092535"
"Yes","2010","Berlin","Full Time","333","0.936025413342914","0.9104252876802","0.961625539005629"
"Yes","2010","Berlin","Part Time","220","0.912343692087634","0.87641590764224","0.948271476533029"
"Yes","2010","Berlin","Not Working","306","0.935991125417713","0.909896822351838","0.962085428483589"
"Yes","2010","Brandenburg","Full Time","343","0.994658163416025","0.986966491202108","1.00234983562994"
"Yes","2010","Brandenburg","Part Time","210","0.991949765894775","0.979892302335708","1.00400722945384"
"Yes","2010","Brandenburg","Not Working","397","0.990780849524197","0.98144981445637","1.00011188459202"
"Yes","2010","Mecklenburg-Western Pomerania","Full Time","236","0.99965624171302","0.997296166480509","1.00201631694553"
"Yes","2010","Mecklenburg-Western Pomerania","Part Time","139","0.993910916005667","0.981070229376905","1.00675160263443"
"Yes","2010","Mecklenburg-Western Pomerania","Not Working","217","0.995947086023598","0.987513317640495","1.0043808544067"
"Yes","2010","Saxony","Full Time","707","0.996384418139465","0.991966399574575","1.00080243670435"
"Yes","2010","Saxony","Part Time","378","0.981221243511564","0.967608887598029","0.994833599425099"
"Yes","2010","Saxony","Not Working","585","0.978813852380057","0.967203900998642","0.990423803761473"
"Yes","2010","Saxony-Anhalt","Full Time","356","0.999302199499086","0.996566800789007","1.00203759820917"
"Yes","2010","Saxony-Anhalt","Part Time","201","0.996774757928329","0.988955742317629","1.00459377353903"
"Yes","2010","Saxony-Anhalt","Not Working","349","0.996484398066598","0.990309982767658","1.00265881336554"
"Yes","2010","Thuringia","Full Time","379","0.999069394827384","0.996003644019644","1.00213514563512"
"Yes","2010","Thuringia","Part Time","212","0.995391222883009","0.986316550378347","1.00446589538767"
"Yes","2010","Thuringia","Not Working","362","0.994101127904959","0.986245128682263","1.00195712712765"
"No","2010","Schleswig-Holstein","Full Time","10","","",""
"No","2010","Schleswig-Holstein","Part Time","8","","",""
"No","2010","Schleswig-Holstein","Not Working","21","","",""
"No","2010","Hamburg","Full Time","10","","",""
"No","2010","Hamburg","Part Time","4","","",""
"No","2010","Hamburg","Not Working","15","","",""
"No","2010","Lower Saxony","Full Time","29","","",""
"No","2010","Lower Saxony","Part Time","34","0.0974497840514557","0.0744372799233364","0.120462288179575"
"No","2010","Lower Saxony","Not Working","49","0.0624949750954482","0.0455731902149227","0.0794167599759737"
"No","2010","Bremen","Full Time","","","",""
"No","2010","Bremen","Part Time","4","","",""
"No","2010","Bremen","Not Working","4","","",""
"No","2010","North Rhine-Westphalia","Full Time","157","0.0844466514403032","0.0718136091864456","0.0970796936941609"
"No","2010","North Rhine-Westphalia","Part Time","101","0.0976091112099598","0.0814945526445917","0.113723669775328"
"No","2010","North Rhine-Westphalia","Not Working","252","0.130597426733826","0.115192731593713","0.146002121873939"
"No","2010","Hesse","Full Time","43","0.0918492725691902","0.0697985811425836","0.113899963995797"
"No","2010","Hesse","Part Time","53","0.140040472147461","0.109187589602012","0.17089335469291"
"No","2010","Hesse","Not Working","77","0.145645649573679","0.115810465325483","0.175480833821876"
"No","2010","Rhineland-Palatinate,Saarland","Full Time","33","0.0813828955627818","0.0579497236159475","0.104816067509616"
"No","2010","Rhineland-Palatinate,Saarland","Part Time","26","","",""
"No","2010","Rhineland-Palatinate,Saarland","Not Working","31","0.086740108487855","0.0611584446638892","0.112321772311821"
"No","2010","Baden-Württemberg","Full Time","119","0.106551959734827","0.0888950597855928","0.124208859684061"
"No","2010","Baden-Württemberg","Part Time","98","0.248406084625881","0.218613021748385","0.278199147503378"
"No","2010","Baden-Württemberg","Not Working","115","0.126271043091457","0.104889035834905","0.147653050348008"
"No","2010","Bavaria","Full Time","80","0.0807323917571843","0.0666225718629495","0.0948422116514191"
"No","2010","Bavaria","Part Time","72","0.157754148454557","0.135373594405664","0.180134702503449"
"No","2010","Bavaria","Not Working","105","0.123856445821109","0.10481735907465","0.142895532567568"
"No","2010","Berlin","Full Time","18","","",""
"No","2010","Berlin","Part Time","18","","",""
"No","2010","Berlin","Not Working","32","0.0640088745822869","0.0379145715164113","0.0901031776481624"
"No","2010","Brandenburg","Full Time","2","","",""
"No","2010","Brandenburg","Part Time","1","","",""
"No","2010","Brandenburg","Not Working","6","","",""
"No","2010","Mecklenburg-Western Pomerania","Full Time","1","","",""
"No","2010","Mecklenburg-Western Pomerania","Part Time","2","","",""
"No","2010","Mecklenburg-Western Pomerania","Not Working","1","","",""
"No","2010","Saxony","Full Time","2","","",""
"No","2010","Saxony","Part Time","4","","",""
"No","2010","Saxony","Not Working","6","","",""
"No","2010","Saxony-Anhalt","Full Time","2","","",""
"No","2010","Saxony-Anhalt","Part Time","1","","",""
"No","2010","Saxony-Anhalt","Not Working","4","","",""
"No","2010","Thuringia","Full Time","1","","",""
"No","2010","Thuringia","Part Time","2","","",""
"No","2010","Thuringia","Not Working","3","","",""
"Yes","2011","Schleswig-Holstein","Full Time","225","0.941956615339523","0.911997293582086","0.97191593709696"
"Yes","2011","Schleswig-Holstein","Part Time","182","0.968671215341536","0.943500291791673","0.993842138891398"
"Yes","2011","Schleswig-Holstein","Not Working","277","0.913922955896774","0.881697426398584","0.946148485394964"
"Yes","2011","Hamburg","Full Time","110","0.929523586496255","0.882946619883294","0.976100553109216"
"Yes","2011","Hamburg","Part Time","84","0.962619860703867","0.92275994909386","1.00247977231387"
"Yes","2011","Hamburg","Not Working","126","0.94657776450489","0.908644485551389","0.984511043458391"
"Yes","2011","Lower Saxony","Full Time","709","0.960018667230548","0.945757746685206","0.974279587775889"
"Yes","2011","Lower Saxony","Part Time","515","0.949528469107379","0.930960915064021","0.968096023150738"
"Yes","2011","Lower Saxony","Not Working","767","0.9427406900014","0.926640823356893","0.958840556645908"
"Yes","2011","Bremen","Full Time","43","0.962399447137572","0.906191651875219","1.01860724239993"
"Yes","2011","Bremen","Part Time","33","0.805544544226426","0.67970673776808","0.931382350684772"
"Yes","2011","Bremen","Not Working","56","0.982729383528622","0.949201589101138","1.01625717795611"
"Yes","2011","North Rhine-Westphalia","Full Time","1512","0.922104690986274","0.909033727674929","0.93517565429762"
"Yes","2011","North Rhine-Westphalia","Part Time","1030","0.877109387863054","0.85779536082399","0.896423414902117"
"Yes","2011","North Rhine-Westphalia","Not Working","1597","0.904855539030159","0.891041197484529","0.918669880575788"
"Yes","2011","Hesse","Full Time","553","0.907031611996252","0.883480005875967","0.930583218116538"
"Yes","2011","Hesse","Part Time","380","0.896109942944692","0.866575838722345","0.925644047167039"
"Yes","2011","Hesse","Not Working","461","0.886917708699665","0.859486049694693","0.914349367704638"
"Yes","2011","Rhineland-Palatinate,Saarland","Full Time","445","0.935376738750277","0.913220030507314","0.95753344699324"
"Yes","2011","Rhineland-Palatinate,Saarland","Part Time","292","0.879245401790394","0.843089625923281","0.915401177657507"
"Yes","2011","Rhineland-Palatinate,Saarland","Not Working","469","0.926734894985629","0.903849428677614","0.949620361293643"
"Yes","2011","Baden-Württemberg","Full Time","977","0.920178294147788","0.903863122281697","0.936493466013879"
"Yes","2011","Baden-Württemberg","Part Time","624","0.82083417557299","0.792261537176215","0.849406813969765"
"Yes","2011","Baden-Württemberg","Not Working","877","0.898906618116146","0.879877080946201","0.917936155286091"
"Yes","2011","Bavaria","Full Time","1251","0.931211009724559","0.917541947457158","0.944880071991959"
"Yes","2011","Bavaria","Part Time","833","0.877198999675156","0.85558768205314","0.898810317297173"
"Yes","2011","Bavaria","Not Working","1173","0.897419963424173","0.880546020294854","0.914293906553492"
"Yes","2011","Berlin","Full Time","304","0.952887943833103","0.929637047750821","0.976138839915385"
"Yes","2011","Berlin","Part Time","183","0.95281518986775","0.922901163062942","0.982729216672558"
"Yes","2011","Berlin","Not Working","304","0.966458154308359","0.946575341681419","0.986340966935299"
"Yes","2011","Brandenburg","Full Time","350","0.995544108399786","0.988586270266887","1.00250194653269"
"Yes","2011","Brandenburg","Part Time","168","0.984018798735045","0.965167987765591","1.0028696097045"
"Yes","2011","Brandenburg","Not Working","403","0.997032622493195","0.991735235951886","1.0023300090345"
"Yes","2011","Mecklenburg-Western Pomerania","Full Time","202","1","1","1"
"Yes","2011","Mecklenburg-Western Pomerania","Part Time","110","1","1","1"
"Yes","2011","Mecklenburg-Western Pomerania","Not Working","223","1","1","1"
"Yes","2011","Saxony","Full Time","594","0.998355527377098","0.995099818637012","1.00161123611718"
"Yes","2011","Saxony","Part Time","310","0.973354095877971","0.955512792298108","0.991195399457834"
"Yes","2011","Saxony","Not Working","552","0.980582845934095","0.969113315733725","0.992052376134464"
"Yes","2011","Saxony-Anhalt","Full Time","355","1","1","1"
"Yes","2011","Saxony-Anhalt","Part Time","187","1","1","1"
"Yes","2011","Saxony-Anhalt","Not Working","370","1","1","1"
"Yes","2011","Thuringia","Full Time","364","1","1","1"
"Yes","2011","Thuringia","Part Time","185","1","1","1"
"Yes","2011","Thuringia","Not Working","387","0.996430901342835","0.99049707136391","1.00236473132176"
"No","2011","Schleswig-Holstein","Full Time","9","","",""
"No","2011","Schleswig-Holstein","Part Time","2","","",""
"No","2011","Schleswig-Holstein","Not Working","14","","",""
"No","2011","Hamburg","Full Time","6","","",""
"No","2011","Hamburg","Part Time","3","","",""
"No","2011","Hamburg","Not Working","9","","",""
"No","2011","Lower Saxony","Full Time","16","","",""
"No","2011","Lower Saxony","Part Time","19","","",""
"No","2011","Lower Saxony","Not Working","33","0.0572593099985996","0.0411594433540922","0.0733591766431069"
"No","2011","Bremen","Full Time","1","","",""
"No","2011","Bremen","Part Time","5","","",""
"No","2011","Bremen","Not Working","2","","",""
"No","2011","North Rhine-Westphalia","Full Time","103","0.0778953090137256","0.0648243457023798","0.0909662723250715"
"No","2011","North Rhine-Westphalia","Part Time","80","0.122890612136946","0.103576585097883","0.14220463917601"
"No","2011","North Rhine-Westphalia","Not Working","136","0.0951444609698412","0.0813301194242115","0.108958802515471"
"No","2011","Hesse","Full Time","31","0.0929683880037475","0.0694167818834624","0.116519994124033"
"No","2011","Hesse","Part Time","30","0.103890057055308","0.0743559528329608","0.133424161277655"
"No","2011","Hesse","Not Working","51","0.113082291300335","0.085650632295362","0.140513950305307"
"No","2011","Rhineland-Palatinate,Saarland","Full Time","28","","",""
"No","2011","Rhineland-Palatinate,Saarland","Part Time","20","","",""
"No","2011","Rhineland-Palatinate,Saarland","Not Working","29","","",""
"No","2011","Baden-Württemberg","Full Time","83","0.0798217058522123","0.0635065339861216","0.0961368777183031"
"No","2011","Baden-Württemberg","Part Time","68","0.17916582442701","0.150593186030235","0.207738462823785"
"No","2011","Baden-Württemberg","Not Working","87","0.101093381883854","0.0820638447139094","0.120122919053799"
"No","2011","Bavaria","Full Time","66","0.0687889902754415","0.0551199280080407","0.0824580525428423"
"No","2011","Bavaria","Part Time","53","0.122801000324844","0.101189682702827","0.14441231794686"
"No","2011","Bavaria","Not Working","69","0.102580036575827","0.085706093446508","0.119453979705146"
"No","2011","Berlin","Full Time","15","","",""
"No","2011","Berlin","Part Time","10","","",""
"No","2011","Berlin","Not Working","11","","",""
"No","2011","Brandenburg","Full Time","2","","",""
"No","2011","Brandenburg","Part Time","2","","",""
"No","2011","Brandenburg","Not Working","2","","",""
"No","2011","Mecklenburg-Western Pomerania","Full Time","","","",""
"No","2011","Mecklenburg-Western Pomerania","Part Time","","","",""
"No","2011","Mecklenburg-Western Pomerania","Not Working","","","",""
"No","2011","Saxony","Full Time","1","","",""
"No","2011","Saxony","Part Time","3","","",""
"No","2011","Saxony","Not Working","4","","",""
"No","2011","Saxony-Anhalt","Full Time","","","",""
"No","2011","Saxony-Anhalt","Part Time","","","",""
"No","2011","Saxony-Anhalt","Not Working","","","",""
"No","2011","Thuringia","Full Time","","","",""
"No","2011","Thuringia","Part Time","","","",""
"No","2011","Thuringia","Not Working","1","","",""
"Yes","2012","Schleswig-Holstein","Full Time","320","0.962354617345339","0.941849723781158","0.98285951090952"
"Yes","2012","Schleswig-Holstein","Part Time","296","0.932109366898038","0.904061023443144","0.960157710352932"
"Yes","2012","Schleswig-Holstein","Not Working","325","0.911524798916764","0.881558468287149","0.941491129546378"
"Yes","2012","Hamburg","Full Time","146","0.942550076687345","0.906380246312596","0.978719907062095"
"Yes","2012","Hamburg","Part Time","110","0.882467121984315","0.824111310521284","0.940822933447347"
"Yes","2012","Hamburg","Not Working","151","0.902116421877886","0.856912068675133","0.947320775080639"
"Yes","2012","Lower Saxony","Full Time","878","0.966353399158004","0.954618400755158","0.978088397560849"
"Yes","2012","Lower Saxony","Part Time","687","0.931826672179241","0.913442066980975","0.950211277377508"
"Yes","2012","Lower Saxony","Not Working","902","0.944526576701263","0.929947746547417","0.959105406855108"
"Yes","2012","Bremen","Full Time","56","0.954711967428117","0.901198634008812","1.00822530084742"
"Yes","2012","Bremen","Part Time","57","0.859767792067308","0.774698547544995","0.944837036589622"
"Yes","2012","Bremen","Not Working","72","0.947366878938705","0.896830267337633","0.997903490539777"
"Yes","2012","North Rhine-Westphalia","Full Time","1854","0.907321532247071","0.894647579400684","0.919995485093458"
"Yes","2012","North Rhine-Westphalia","Part Time","1432","0.893621528019716","0.87823754424238","0.909005511797051"
"Yes","2012","North Rhine-Westphalia","Not Working","1802","0.891297565079509","0.877635494951989","0.90495963520703"
"Yes","2012","Hesse","Full Time","686","0.905054017492434","0.883686479288823","0.926421555696046"
"Yes","2012","Hesse","Part Time","507","0.873382844178066","0.845691641777361","0.901074046578771"
"Yes","2012","Hesse","Not Working","564","0.861366136078614","0.834551845433178","0.88818042672405"
"Yes","2012","Rhineland-Palatinate,Saarland","Full Time","560","0.920382351644241","0.898576349432765","0.942188353855718"
"Yes","2012","Rhineland-Palatinate,Saarland","Part Time","403","0.915830226270094","0.889526833328982","0.942133619211206"
"Yes","2012","Rhineland-Palatinate,Saarland","Not Working","516","0.908037204840078","0.883995818777837","0.932078590902319"
"Yes","2012","Baden-Württemberg","Full Time","1219","0.886458858131926","0.86940870863028","0.903509007633571"
"Yes","2012","Baden-Württemberg","Part Time","853","0.803486462274029","0.778138233806204","0.828834690741853"
"Yes","2012","Baden-Württemberg","Not Working","979","0.886447058323332","0.867472505629465","0.905421611017198"
"Yes","2012","Bavaria","Full Time","1620","0.901737685926344","0.887710884676101","0.915764487176586"
"Yes","2012","Bavaria","Part Time","1162","0.882341082754199","0.864378469067039","0.900303696441359"
"Yes","2012","Bavaria","Not Working","1315","0.88584078462515","0.869230384776487","0.902451184473813"
"Yes","2012","Berlin","Full Time","352","0.969700417200573","0.952234783624428","0.987166050776717"
"Yes","2012","Berlin","Part Time","277","0.934540608575657","0.906220210649224","0.96286100650209"
"Yes","2012","Berlin","Not Working","367","0.979522271799993","0.965319783037639","0.993724760562347"
"Yes","2012","Brandenburg","Full Time","406","0.994510332514939","0.987349490263635","1.00167117476624"
"Yes","2012","Brandenburg","Part Time","236","0.97770727405417","0.959029355304279","0.996385192804062"
"Yes","2012","Brandenburg","Not Working","450","0.992083854750612","0.983949993912756","1.00021771558847"
"Yes","2012","Mecklenburg-Western Pomerania","Full Time","244","0.997849035798309","0.992059689214404","1.00363838238221"
"Yes","2012","Mecklenburg-Western Pomerania","Part Time","139","0.987598372380253","0.969331337382667","1.00586540737784"
"Yes","2012","Mecklenburg-Western Pomerania","Not Working","259","0.993772739778277","0.984228971544136","1.00331650801242"
"Yes","2012","Saxony","Full Time","724","0.99825722837376","0.995227359221529","1.00128709752599"
"Yes","2012","Saxony","Part Time","428","0.963872494841428","0.94631623476488","0.981428754917976"
"Yes","2012","Saxony","Not Working","685","0.987090572820015","0.978673888173564","0.995507257466466"
"Yes","2012","Saxony-Anhalt","Full Time","403","0.993082416706403","0.985020191617942","1.00114464179487"
"Yes","2012","Saxony-Anhalt","Part Time","222","1","1","1"
"Yes","2012","Saxony-Anhalt","Not Working","413","0.997227729949582","0.992175113105965","1.0022803467932"
"Yes","2012","Thuringia","Full Time","442","0.999251333293978","0.99670433967963","1.00179832690832"
"Yes","2012","Thuringia","Part Time","223","0.987627510596915","0.973247463875793","1.00200755731804"
"Yes","2012","Thuringia","Not Working","416","0.995904658514738","0.989775032104738","1.00203428492474"
