"plj0014_v3","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"No","2010","Schleswig-Holstein","(Married) couple without C. ","11","","","","2"
"No","2010","Schleswig-Holstein","Single parent ","1","","","","2"
"No","2010","Schleswig-Holstein","Couple + C. LE 16 ","21","","","","2"
"No","2010","Bavaria","Single parent ","16","","","","2"
"No","2010","Bavaria","Couple + C. LE and GT 16","26","","","","2"
"No","2010","Berlin","1-pers.-HH","4","","","","2"
"No","2010","Berlin","(Married) couple without C. ","4","","","","2"
"No","2010","Berlin","Couple + C. LE 16 ","40","0.220576990574477","0.169281646756922","0.271872334392032","2"
"No","2010","Berlin","Couple + C. GT 16 ","7","","","","2"
"No","2010","Brandenburg","Single parent ","","","","","2"
"No","2010","Brandenburg","Couple + C. LE 16 ","6","","","","2"
"No","2010","Brandenburg","Couple + C. GT 16 ","","","","","2"
"No","2010","Brandenburg","Couple + C. LE and GT 16","2","","","","2"
"No","2010","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","2"
"No","2010","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","2"
"No","2010","Mecklenburg-Western Pomerania","Single parent ","","","","","2"
"No","2010","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","2","","","","2"
"No","2010","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","2"
"No","2010","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","2","","","","2"
"No","2010","Saxony","1-pers.-HH","","","","","2"
"No","2010","Saxony","(Married) couple without C. ","2","","","","2"
"No","2010","Saxony","Single parent ","1","","","","2"
"No","2010","Saxony","Couple + C. LE 16 ","7","","","","2"
"No","2010","Saxony","Couple + C. GT 16 ","2","","","","2"
"No","2010","Schleswig-Holstein","Couple + C. GT 16 ","2","","","","2"
"No","2010","Schleswig-Holstein","Couple + C. LE and GT 16","4","","","","2"
"No","2010","Hamburg","1-pers.-HH","1","","","","2"
"No","2010","Hamburg","(Married) couple without C. ","3","","","","2"
"No","2010","Hamburg","Single parent ","6","","","","2"
"No","2010","Hamburg","Couple + C. LE 16 ","15","","","","2"
"No","2010","Hamburg","Couple + C. GT 16 ","2","","","","2"
"No","2010","Hamburg","Couple + C. LE and GT 16","2","","","","2"
"No","2010","Lower Saxony","1-pers.-HH","3","","","","2"
"No","2010","Lower Saxony","(Married) couple without C. ","10","","","","2"
"No","2010","Lower Saxony","Single parent ","10","","","","2"
"No","2010","Lower Saxony","Couple + C. LE 16 ","58","0.102351889174547","0.0801343444908974","0.124569433858197","2"
"No","2010","Lower Saxony","Couple + C. GT 16 ","18","","","","2"
"No","2010","Lower Saxony","Couple + C. LE and GT 16","12","","","","2"
"No","2010","Bremen","1-pers.-HH","","","","","2"
"No","2010","Bremen","(Married) couple without C. ","","","","","2"
"No","2010","Bremen","Single parent ","","","","","2"
"No","2010","Bremen","Couple + C. LE 16 ","7","","","","2"
"No","2010","Bremen","Couple + C. GT 16 ","","","","","2"
"No","2010","Bremen","Couple + C. LE and GT 16","1","","","","2"
"No","2010","North Rhine-Westphalia","1-pers.-HH","7","","","","2"
"No","2010","North Rhine-Westphalia","(Married) couple without C. ","75","0.102432689773513","0.0856903704670142","0.119175009080012","2"
"No","2010","North Rhine-Westphalia","Single parent ","25","","","","2"
"No","2010","North Rhine-Westphalia","Couple + C. LE 16 ","286","0.191939216280576","0.173322030762961","0.210556401798191","2"
"No","2010","North Rhine-Westphalia","Couple + C. GT 16 ","48","0.124203355651548","0.0985710403675324","0.149835670935563","2"
"No","2010","North Rhine-Westphalia","Couple + C. LE and GT 16","48","0.158506921793161","0.120569092148522","0.1964447514378","2"
"No","2010","Hesse","1-pers.-HH","6","","","","2"
"No","2010","Hesse","(Married) couple without C. ","33","0.115426110465597","0.0858041759097615","0.145048045021432","2"
"No","2010","Hesse","Single parent ","16","","","","2"
"No","2010","Hesse","Couple + C. LE 16 ","87","0.192259833340509","0.160434675650103","0.224084991030915","2"
"No","2010","Hesse","Couple + C. GT 16 ","10","","","","2"
"No","2010","Hesse","Couple + C. LE and GT 16","21","","","","2"
"No","2010","Rhineland-Palatinate,Saarland","1-pers.-HH","3","","","","2"
"No","2010","Rhineland-Palatinate,Saarland","(Married) couple without C. ","9","","","","2"
"No","2010","Rhineland-Palatinate,Saarland","Single parent ","8","","","","2"
"No","2010","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","44","0.167693492539183","0.132864837297586","0.20252214778078","2"
"No","2010","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","11","","","","2"
"No","2010","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","15","","","","2"
"No","2010","Baden-Württemberg","1-pers.-HH","22","","","","2"
"No","2010","Baden-Württemberg","(Married) couple without C. ","46","0.0908669999280952","0.0687542604886475","0.112979739367543","2"
"No","2010","Baden-Württemberg","Single parent ","16","","","","2"
"No","2010","Baden-Württemberg","Couple + C. LE and GT 16","40","0.340364194149892","0.279523498004819","0.401204890294966","2"
"No","2010","Bavaria","1-pers.-HH","11","","","","2"
"No","2010","Bavaria","(Married) couple without C. ","58","0.131618901177415","0.109231156293077","0.154006646061752","2"
"No","2010","Bavaria","Couple + C. LE 16 ","115","0.169067415028891","0.148188851276464","0.189945978781319","2"
"No","2010","Bavaria","Couple + C. GT 16 ","22","","","","2"
"No","2010","Baden-Württemberg","Couple + C. LE 16 ","159","0.263444279892406","0.236516613162179","0.290371946622633","2"
"No","2010","Baden-Württemberg","Couple + C. GT 16 ","33","0.195182075570828","0.154632730421752","0.235731420719903","2"
"No","2010","Saxony","Couple + C. LE and GT 16","","","","","2"
"No","2010","Saxony-Anhalt","1-pers.-HH","","","","","2"
"No","2010","Saxony-Anhalt","(Married) couple without C. ","","","","","2"
"No","2010","Saxony-Anhalt","Single parent ","","","","","2"
"No","2010","Saxony-Anhalt","Couple + C. LE 16 ","7","","","","2"
"No","2010","Saxony-Anhalt","Couple + C. GT 16 ","","","","","2"
"No","2010","Saxony-Anhalt","Couple + C. LE and GT 16","","","","","2"
"No","2010","Thuringia","1-pers.-HH","","","","","2"
"No","2010","Thuringia","(Married) couple without C. ","1","","","","2"
"No","2010","Thuringia","Single parent ","","","","","2"
"No","2010","Thuringia","Couple + C. LE 16 ","5","","","","2"
"No","2010","Thuringia","Couple + C. GT 16 ","","","","","2"
"No","2010","Thuringia","Couple + C. LE and GT 16","","","","","2"
"Yes","2010","Schleswig-Holstein","1-pers.-HH","86","1","1","1","1"
"Yes","2010","Schleswig-Holstein","(Married) couple without C. ","181","0.912507484045294","0.872540521188656","0.952474446901931","1"
"Yes","2010","Schleswig-Holstein","Single parent ","85","0.98404979932515","0.95757147608131","1.01052812256899","1"
"Yes","2010","Schleswig-Holstein","Couple + C. LE 16 ","223","0.912957647524302","0.877586935422091","0.948328359626512","1"
"Yes","2010","Schleswig-Holstein","Couple + C. GT 16 ","63","0.977129342828909","0.940787515361244","1.01347117029657","1"
"Yes","2010","Schleswig-Holstein","Couple + C. LE and GT 16","52","0.767222093003453","0.656537924421493","0.877906261585413","1"
"Yes","2010","Hamburg","1-pers.-HH","71","0.97264046519749","0.934960337663536","1.01032059273144","1"
"Yes","2010","Hamburg","(Married) couple without C. ","110","0.978111615741859","0.951133604601854","1.00508962688186","1"
"Yes","2010","Hamburg","Single parent ","38","0.769533844253514","0.64509980639997","0.893967882107058","1"
"Yes","2010","Hamburg","Couple + C. LE 16 ","90","0.791779684149514","0.714116146523783","0.869443221775245","1"
"Yes","2010","Hamburg","Couple + C. GT 16 ","25","","","","1"
"Yes","2010","Hamburg","Couple + C. LE and GT 16","22","","","","1"
"Yes","2010","Lower Saxony","1-pers.-HH","237","0.970198817346923","0.948686381398564","0.991711253295282","1"
"Yes","2010","Lower Saxony","(Married) couple without C. ","575","0.970579705620174","0.956886369517076","0.984273041723272","1"
"Yes","2010","Lower Saxony","Single parent ","209","0.937886345121197","0.905919874986101","0.969852815256292","1"
"Yes","2010","Lower Saxony","Couple + C. LE 16 ","657","0.897648110825453","0.875430566141803","0.919865655509102","1"
"Yes","2010","Lower Saxony","Couple + C. GT 16 ","231","0.819566247386415","0.77180239577824","0.86733009899459","1"
"Yes","2010","Lower Saxony","Couple + C. LE and GT 16","141","0.941575744704464","0.904411389736521","0.978740099672406","1"
"Yes","2010","Bremen","1-pers.-HH","22","","","","1"
"Yes","2010","Bremen","(Married) couple without C. ","47","1","1","1","1"
"Yes","2010","Bremen","Single parent ","33","1","1","1","1"
"Yes","2010","Bremen","Couple + C. LE 16 ","43","0.747703894977783","0.627315899498403","0.868091890457162","1"
"Yes","2010","Bremen","Couple + C. GT 16 ","14","","","","1"
"Yes","2010","Bremen","Couple + C. LE and GT 16","5","","","","1"
"Yes","2010","North Rhine-Westphalia","1-pers.-HH","487","0.97157243165108","0.956917221031189","0.986227642270971","1"
"Yes","2010","North Rhine-Westphalia","(Married) couple without C. ","1185","0.897567310226487","0.880824990919988","0.914309629532986","1"
"Yes","2010","Bavaria","(Married) couple without C. ","818","0.868381098822585","0.845993353938248","0.890768843706923","1"
"Yes","2010","Baden-Württemberg","Couple + C. GT 16 ","334","0.804817924429172","0.764268579280097","0.845367269578247","1"
"Yes","2010","Baden-Württemberg","Couple + C. LE and GT 16","193","0.659635805850108","0.598795109705034","0.720476501995181","1"
"Yes","2010","Bavaria","1-pers.-HH","356","0.957470920964844","0.936825637771856","0.978116204157832","1"
"Yes","2010","Bavaria","Single parent ","325","0.879737284002837","0.84521393613075","0.914260631874923","1"
"Yes","2010","Bavaria","Couple + C. LE 16 ","1123","0.830932584971109","0.810054021218681","0.851811148723536","1"
"Yes","2010","Bavaria","Couple + C. GT 16 ","404","0.867169503746368","0.834940699898403","0.899398307594333","1"
"Yes","2010","Bavaria","Couple + C. LE and GT 16","260","0.929940811827367","0.900358965366632","0.959522658288102","1"
"Yes","2010","Berlin","1-pers.-HH","168","0.977556487797107","0.955420433610322","0.999692541983893","1"
"Yes","2010","Rhineland-Palatinate,Saarland","(Married) couple without C. ","298","0.962966306788203","0.941841975905095","0.984090637671311","1"
"Yes","2010","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","162","0.864573631326024","0.813584495785388","0.91556276686666","1"
"Yes","2010","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","84","0.79616818083213","0.716814168177291","0.87552219348697","1"
"Yes","2010","Baden-Württemberg","1-pers.-HH","293","0.923641783671905","0.894314456287395","0.952969111056415","1"
"Yes","2010","Baden-Württemberg","(Married) couple without C. ","603","0.909133000071905","0.887020260632457","0.931245739511352","1"
"Yes","2010","Baden-Württemberg","Single parent ","247","0.904912966053603","0.86946149404136","0.940364438065845","1"
"Yes","2010","Baden-Württemberg","Couple + C. LE 16 ","869","0.736555720107594","0.709628053377367","0.763483386837821","1"
"Yes","2010","Berlin","(Married) couple without C. ","261","0.97418975882765","0.955098130753751","0.993281386901549","1"
"Yes","2010","Berlin","Single parent ","111","0.918728914143519","0.870041452892298","0.967416375394741","1"
"Yes","2010","Berlin","Couple + C. LE 16 ","211","0.779423009425523","0.728127665607968","0.830718353243078","1"
"Yes","2010","Berlin","Couple + C. GT 16 ","77","0.783758182492668","0.695720351658307","0.871796013327029","1"
"Yes","2010","Berlin","Couple + C. LE and GT 16","27","","","","1"
"Yes","2010","Hesse","(Married) couple without C. ","414","0.884573889534403","0.854951954978568","0.914195824090238","1"
"Yes","2010","Hesse","Single parent ","134","0.785204908621401","0.719483609344758","0.850926207898043","1"
"Yes","2010","Hesse","Couple + C. GT 16 ","167","0.89506374795485","0.849914427721686","0.940213068188014","1"
"Yes","2010","Hesse","Couple + C. LE and GT 16","100","0.788928704381407","0.716219587008223","0.861637821754591","1"
"Yes","2010","Rhineland-Palatinate,Saarland","1-pers.-HH","182","0.962618673819102","0.935283822224594","0.98995352541361","1"
"Yes","2010","Rhineland-Palatinate,Saarland","Single parent ","114","0.812057965990733","0.742735556000905","0.881380375980561","1"
"Yes","2010","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","398","0.832306507460817","0.79747785221922","0.867135162702414","1"
"Yes","2010","Brandenburg","1-pers.-HH","118","1","1","1","1"
"Yes","2010","Brandenburg","(Married) couple without C. ","319","0.995946762048001","0.98898543217259","1.00290809192341","1"
"Yes","2010","Brandenburg","Single parent ","98","1","1","1","1"
"Yes","2010","Brandenburg","Couple + C. LE 16 ","234","0.966234495801992","0.943382698725464","0.98908629287852","1"
"Yes","2010","Brandenburg","Couple + C. GT 16 ","114","1","1","1","1"
"Yes","2010","Brandenburg","Couple + C. LE and GT 16","51","0.936523864299874","0.870882919956918","1.00216480864283","1"
"Yes","2010","Mecklenburg-Western Pomerania","1-pers.-HH","78","1","1","1","1"
"Yes","2010","North Rhine-Westphalia","Single parent ","408","0.935870026677118","0.912794987789698","0.958945065564538","1"
"Yes","2010","North Rhine-Westphalia","Couple + C. LE 16 ","1433","0.808060783719424","0.789443598201809","0.826677969237039","1"
"Yes","2010","North Rhine-Westphalia","Couple + C. GT 16 ","588","0.875796644348452","0.850164329064437","0.901428959632468","1"
"Yes","2010","North Rhine-Westphalia","Couple + C. LE and GT 16","308","0.841493078206839","0.8035552485622","0.879430907851478","1"
"Yes","2010","Hesse","1-pers.-HH","169","0.95183820538371","0.920116102909668","0.983560307857752","1"
"Yes","2010","Hesse","Couple + C. LE 16 ","502","0.807740166659491","0.775915008969085","0.839565324349897","1"
"Yes","2010","Mecklenburg-Western Pomerania","(Married) couple without C. ","206","1","1","1","1"
"Yes","2010","Mecklenburg-Western Pomerania","Single parent ","70","1","1","1","1"
"Yes","2010","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","148","0.996912808349751","0.988034855281021","1.00579076141848","1"
"Yes","2010","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","53","1","1","1","1"
"Yes","2010","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","32","0.919509294926148","0.828064380004104","1.01095420984819","1"
"Yes","2010","Saxony","1-pers.-HH","194","1","1","1","1"
"Yes","2010","Saxony","(Married) couple without C. ","498","0.978081206042141","0.96524729948394","0.990915112600342","1"
"Yes","2010","Saxony","Single parent ","118","0.994934302130279","0.982178979314201","1.00768962494636","1"
"Yes","2010","Saxony","Couple + C. LE 16 ","532","0.985475945609449","0.975375962307374","0.995575928911524","1"
"Yes","2010","Saxony","Couple + C. GT 16 ","219","0.983004833127192","0.965963934326648","1.00004573192774","1"
"Yes","2010","Saxony","Couple + C. LE and GT 16","88","1","1","1","1"
"Yes","2010","Saxony-Anhalt","1-pers.-HH","119","1","1","1","1"
"Yes","2010","Saxony-Anhalt","(Married) couple without C. ","287","1","1","1","1"
"Yes","2010","Saxony-Anhalt","Single parent ","88","1","1","1","1"
"Yes","2010","Saxony-Anhalt","Couple + C. LE 16 ","210","0.974630349486237","0.953708723603632","0.995551975368841","1"
"Yes","2010","Saxony-Anhalt","Couple + C. GT 16 ","146","1","1","1","1"
"Yes","2010","Saxony-Anhalt","Couple + C. LE and GT 16","43","1","1","1","1"
"Yes","2010","Thuringia","1-pers.-HH","120","1","1","1","1"
"Yes","2010","Thuringia","(Married) couple without C. ","283","0.996754969430896","0.990140537950008","1.00336940091178","1"
"Yes","2010","Thuringia","Single parent ","95","1","1","1","1"
"Yes","2010","Thuringia","Couple + C. LE 16 ","253","0.980516097638011","0.963650428575366","0.997381766700656","1"
"Yes","2010","Thuringia","Couple + C. GT 16 ","138","1","1","1","1"
"Yes","2010","Thuringia","Couple + C. LE and GT 16","40","1","1","1","1"
"No","2011","Berlin","Couple + C. LE and GT 16","1","","","","2"
"No","2011","Brandenburg","1-pers.-HH","","","","","2"
"No","2011","Schleswig-Holstein","1-pers.-HH","1","","","","2"
"No","2011","Schleswig-Holstein","(Married) couple without C. ","14","","","","2"
"No","2011","Schleswig-Holstein","Single parent ","","","","","2"
"No","2011","Bavaria","Couple + C. LE and GT 16","15","","","","2"
"No","2011","Berlin","1-pers.-HH","4","","","","2"
"No","2011","Berlin","(Married) couple without C. ","4","","","","2"
"No","2011","Berlin","Single parent ","8","","","","2"
"No","2011","Berlin","Couple + C. LE 16 ","9","","","","2"
"No","2011","Berlin","Couple + C. GT 16 ","9","","","","2"
"No","2011","Brandenburg","(Married) couple without C. ","2","","","","2"
"No","2011","Brandenburg","Single parent ","","","","","2"
"No","2011","Brandenburg","Couple + C. LE 16 ","2","","","","2"
"No","2011","Brandenburg","Couple + C. GT 16 ","","","","","2"
"No","2011","Brandenburg","Couple + C. LE and GT 16","1","","","","2"
"No","2011","Schleswig-Holstein","Couple + C. LE 16 ","4","","","","2"
"No","2011","Schleswig-Holstein","Couple + C. GT 16 ","3","","","","2"
"No","2011","Schleswig-Holstein","Couple + C. LE and GT 16","3","","","","2"
"No","2011","Hamburg","1-pers.-HH","1","","","","2"
"No","2011","Hamburg","(Married) couple without C. ","5","","","","2"
"No","2011","Hamburg","Single parent ","","","","","2"
"No","2011","Hamburg","Couple + C. LE 16 ","3","","","","2"
"No","2011","Hamburg","Couple + C. GT 16 ","2","","","","2"
"No","2011","Hamburg","Couple + C. LE and GT 16","7","","","","2"
"No","2011","Lower Saxony","1-pers.-HH","6","","","","2"
"No","2011","Lower Saxony","(Married) couple without C. ","16","","","","2"
"No","2011","Lower Saxony","Single parent ","3","","","","2"
"No","2011","Lower Saxony","Couple + C. LE 16 ","18","","","","2"
"No","2011","Lower Saxony","Couple + C. GT 16 ","14","","","","2"
"No","2011","Lower Saxony","Couple + C. LE and GT 16","10","","","","2"
"No","2011","Bremen","1-pers.-HH","1","","","","2"
"No","2011","Bremen","(Married) couple without C. ","","","","","2"
"No","2011","Bremen","Single parent ","","","","","2"
"No","2011","Bremen","Couple + C. LE 16 ","2","","","","2"
"No","2011","Bremen","Couple + C. GT 16 ","2","","","","2"
"No","2011","Bremen","Couple + C. LE and GT 16","3","","","","2"
"No","2011","North Rhine-Westphalia","1-pers.-HH","21","","","","2"
"No","2011","North Rhine-Westphalia","(Married) couple without C. ","91","0.0964641157277251","0.0818700124043994","0.111058219051051","2"
"No","2011","North Rhine-Westphalia","Single parent ","14","","","","2"
"No","2011","North Rhine-Westphalia","Couple + C. LE 16 ","74","0.127161315053659","0.104118538057903","0.150204092049415","2"
"No","2011","North Rhine-Westphalia","Couple + C. GT 16 ","55","0.118720809591643","0.09550954193035","0.141932077252936","2"
"No","2011","North Rhine-Westphalia","Couple + C. LE and GT 16","48","0.203232766920977","0.15584450238092","0.250621031461034","2"
"No","2011","Hesse","1-pers.-HH","15","","","","2"
"No","2011","Hesse","(Married) couple without C. ","34","0.0946698149186325","0.0697221719946994","0.119617457842565","2"
"No","2011","Hesse","Single parent ","10","","","","2"
"No","2011","Hesse","Couple + C. LE 16 ","27","","","","2"
"No","2011","Hesse","Couple + C. GT 16 ","13","","","","2"
"No","2011","Hesse","Couple + C. LE and GT 16","12","","","","2"
"No","2011","Rhineland-Palatinate,Saarland","1-pers.-HH","6","","","","2"
"No","2011","Rhineland-Palatinate,Saarland","(Married) couple without C. ","17","","","","2"
"No","2011","Rhineland-Palatinate,Saarland","Single parent ","16","","","","2"
"No","2011","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","13","","","","2"
"No","2011","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","6","","","","2"
"No","2011","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","17","","","","2"
"No","2011","Baden-Württemberg","1-pers.-HH","21","","","","2"
"No","2011","Baden-Württemberg","(Married) couple without C. ","56","0.0807988082354398","0.0629544122094714","0.0986432042614083","2"
"No","2011","Baden-Württemberg","Single parent ","15","","","","2"
"No","2011","Baden-Württemberg","Couple + C. LE 16 ","62","0.173905247960015","0.141544834711291","0.206265661208738","2"
"No","2011","Baden-Württemberg","Couple + C. GT 16 ","30","0.131477703914498","0.0985670038254537","0.164388404003543","2"
"No","2011","Baden-Württemberg","Couple + C. LE and GT 16","34","0.281270677002313","0.220314199971009","0.342227154033617","2"
"No","2011","Bavaria","1-pers.-HH","18","","","","2"
"No","2011","Bavaria","Single parent ","15","","","","2"
"No","2011","Bavaria","Couple + C. LE 16 ","54","0.179975748922242","0.149929614077909","0.210021883766574","2"
"No","2011","Bavaria","Couple + C. GT 16 ","21","","","","2"
"No","2011","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","2"
"No","2011","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","2"
"No","2011","Mecklenburg-Western Pomerania","Single parent ","","","","","2"
"No","2011","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","2"
"No","2011","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","2"
"No","2011","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","2"
"No","2011","Saxony","1-pers.-HH","","","","","2"
"No","2011","Saxony","(Married) couple without C. ","3","","","","2"
"No","2011","Saxony","Single parent ","1","","","","2"
"No","2011","Saxony","Couple + C. LE 16 ","2","","","","2"
"No","2011","Saxony","Couple + C. GT 16 ","2","","","","2"
"No","2011","Bavaria","(Married) couple without C. ","55","0.0944393035476354","0.078042935500441","0.11083567159483","2"
"No","2011","Saxony","Couple + C. LE and GT 16","","","","","2"
"No","2011","Saxony-Anhalt","1-pers.-HH","","","","","2"
"No","2011","Saxony-Anhalt","(Married) couple without C. ","","","","","2"
"No","2011","Saxony-Anhalt","Single parent ","","","","","2"
"No","2011","Saxony-Anhalt","Couple + C. LE 16 ","","","","","2"
"No","2011","Saxony-Anhalt","Couple + C. GT 16 ","","","","","2"
"No","2011","Saxony-Anhalt","Couple + C. LE and GT 16","","","","","2"
"No","2011","Thuringia","1-pers.-HH","","","","","2"
"No","2011","Thuringia","(Married) couple without C. ","1","","","","2"
"No","2011","Thuringia","Single parent ","","","","","2"
"No","2011","Thuringia","Couple + C. LE 16 ","","","","","2"
"No","2011","Thuringia","Couple + C. GT 16 ","","","","","2"
"No","2011","Thuringia","Couple + C. LE and GT 16","","","","","2"
"Yes","2011","Schleswig-Holstein","1-pers.-HH","120","0.985650081242837","0.964459566418898","1.00684059606678","1"
"Yes","2011","Schleswig-Holstein","(Married) couple without C. ","282","0.917191217559751","0.885795502502666","0.948586932616836","1"
"Yes","2011","Schleswig-Holstein","Single parent ","53","1","1","1","1"
"Yes","2011","Schleswig-Holstein","Couple + C. LE 16 ","120","0.950913543293026","0.912886846070723","0.988940240515328","1"
"Yes","2011","Schleswig-Holstein","Couple + C. GT 16 ","62","0.934471720486474","0.87431434553944","0.994629095433508","1"
"Yes","2011","Schleswig-Holstein","Couple + C. LE and GT 16","40","0.720357821602417","0.586208234725522","0.854507408479313","1"
"Yes","2011","Hamburg","1-pers.-HH","77","0.973835161785991","0.938410758599236","1.00925956497275","1"
"Yes","2011","Hamburg","(Married) couple without C. ","120","0.94796589184287","0.909031490804348","0.986900292881391","1"
"Yes","2011","Hamburg","Single parent ","22","","","","1"
"Yes","2011","Hamburg","Couple + C. LE 16 ","49","0.909338775792531","0.831298272055358","0.987379279529703","1"
"Yes","2011","Hamburg","Couple + C. GT 16 ","37","0.841698720407943","0.727137842343258","0.956259598472629","1"
"Yes","2011","Hamburg","Couple + C. LE and GT 16","11","","","","1"
"Yes","2011","Lower Saxony","1-pers.-HH","271","0.957736831121007","0.934044252543212","0.981429409698802","1"
"Yes","2011","Lower Saxony","(Married) couple without C. ","773","0.963904278847891","0.950888972194676","0.976919585501106","1"
"Yes","2011","Lower Saxony","Single parent ","133","0.980953792475813","0.957981350242397","1.00392623470923","1"
"Yes","2011","Lower Saxony","Couple + C. LE 16 ","342","0.920753232681049","0.892849696497308","0.948656768864791","1"
"Yes","2011","Lower Saxony","Couple + C. GT 16 ","275","0.91739220847121","0.885653649895427","0.949130767046993","1"
"Yes","2011","Lower Saxony","Couple + C. LE and GT 16","146","0.931697046436778","0.892110930417648","0.971283162455908","1"
"Yes","2011","Bremen","1-pers.-HH","29","","","","1"
"Yes","2011","Bremen","(Married) couple without C. ","44","1","1","1","1"
"Yes","2011","Bremen","Single parent ","22","","","","1"
"Yes","2011","Bremen","Couple + C. LE 16 ","17","","","","1"
"Yes","2011","Bremen","Couple + C. GT 16 ","13","","","","1"
"Yes","2011","Bremen","Couple + C. LE and GT 16","7","","","","1"
"Yes","2011","North Rhine-Westphalia","1-pers.-HH","625","0.955573552867055","0.939684987524888","0.971462118209222","1"
"Yes","2011","North Rhine-Westphalia","(Married) couple without C. ","1481","0.903535884272275","0.888941780948949","0.9181299875956","1"
"Yes","2011","Bavaria","Couple + C. GT 16 ","489","0.903361975325564","0.877719028716475","0.929004921934653","1"
"Yes","2011","Bavaria","Couple + C. LE and GT 16","254","0.949435975231503","0.92325260115055","0.975619349312457","1"
"Yes","2011","Baden-Württemberg","Couple + C. GT 16 ","375","0.868522296085502","0.835611595996457","0.901432996174546","1"
"Yes","2011","Baden-Württemberg","Couple + C. LE and GT 16","175","0.718729322997687","0.657772845966383","0.779685800028991","1"
"Yes","2011","Bavaria","(Married) couple without C. ","1167","0.905560696452365","0.88916432840517","0.921957064499559","1"
"Yes","2011","Bavaria","Single parent ","218","0.877342401906816","0.835221087194654","0.919463716618979","1"
"Yes","2011","Bavaria","Couple + C. LE 16 ","574","0.820024251077758","0.789978116233426","0.850070385922091","1"
"Yes","2011","Berlin","1-pers.-HH","208","0.981354292333992","0.963145442716217","0.999563141951767","1"
"Yes","2011","Berlin","(Married) couple without C. ","304","0.993177971898295","0.983985273236791","1.0023706705598","1"
"Yes","2011","Berlin","Single parent ","66","0.912447842826285","0.848050242992349","0.97684544266022","1"
"Yes","2011","Berlin","Couple + C. LE 16 ","97","0.858174986920856","0.791761007911351","0.924588965930361","1"
"Yes","2011","Berlin","Couple + C. GT 16 ","96","0.865383811873604","0.800099854994012","0.930667768753196","1"
"Yes","2011","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","158","0.962705032400765","0.933705038597047","0.991705026204483","1"
"Yes","2011","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","72","0.759730107401741","0.67096701307719","0.848493201726293","1"
"Yes","2011","Baden-Württemberg","(Married) couple without C. ","840","0.91920119176456","0.901356795738592","0.937045587790529","1"
"Yes","2011","Baden-Württemberg","Single parent ","186","0.913676614949113","0.87485169685518","0.952501533043046","1"
"Yes","2011","Baden-Württemberg","Couple + C. LE 16 ","465","0.826094752039985","0.793734338791262","0.858455165288709","1"
"Yes","2011","Bavaria","1-pers.-HH","500","0.949059236939584","0.930124355313424","0.967994118565745","1"
"Yes","2011","Berlin","Couple + C. LE and GT 16","14","","","","1"
"Yes","2011","Brandenburg","1-pers.-HH","161","1","1","1","1"
"Yes","2011","Brandenburg","(Married) couple without C. ","397","0.994287762211199","0.98689305761968","1.00168246680272","1"
"Yes","2011","Brandenburg","Single parent ","69","1","1","1","1"
"Yes","2011","Brandenburg","Couple + C. LE 16 ","104","0.977077744766651","0.948588010986069","1.00556747854723","1"
"Yes","2011","Brandenburg","Couple + C. GT 16 ","131","1","1","1","1"
"Yes","2011","Hesse","Couple + C. GT 16 ","193","0.882638377487489","0.838687359689174","0.926589395285804","1"
"Yes","2011","Hesse","Couple + C. LE and GT 16","102","0.901973631725333","0.847389797079709","0.956557466370957","1"
"Yes","2011","Rhineland-Palatinate,Saarland","1-pers.-HH","222","0.9542559029837","0.927136468774102","0.981375337193298","1"
"Yes","2011","Rhineland-Palatinate,Saarland","(Married) couple without C. ","416","0.929053355028229","0.904871456068176","0.953235253988283","1"
"Yes","2011","Rhineland-Palatinate,Saarland","Single parent ","96","0.796545546429391","0.721990338283472","0.871100754575311","1"
"Yes","2011","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","219","0.920676646535987","0.885902362652237","0.955450930419738","1"
