"pld0044","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"Very often","2013","Not Working","higher vocational","3","","",""
"Very often","2013","Not Working","higher education","4","","",""
"Often","2013","Full Time","in school","1","","",""
"Often","2013","Full Time","inadequately","5","","",""
"Often","2013","Full Time","general elemantary","37","0.0498072380088222","0.032238420482641","0.0673760555350034"
"Often","2013","Full Time","middle vocational","133","0.0344531693984562","0.0290492271959679","0.0398571116009445"
"Often","2013","Full Time","vocational + Abi","21","","",""
"Often","2013","Full Time","higher vocational","15","","",""
"Often","2013","Full Time","higher education","55","0.0203499524802235","0.0151662168714763","0.0255336880889706"
"Often","2013","Part Time","in school","21","","",""
"Often","2013","Part Time","inadequately","7","","",""
"Often","2013","Part Time","general elemantary","39","0.0526576423545996","0.0354609559625926","0.0698543287466066"
"Often","2013","Part Time","middle vocational","82","0.0247182581133181","0.0196526845294568","0.0297838316971794"
"Often","2013","Part Time","vocational + Abi","16","","",""
"Often","2013","Part Time","higher vocational","4","","",""
"Often","2013","Part Time","higher education","24","","",""
"Often","2013","Not Working","in school","52","0.165157208692998","0.125974932521468","0.204339484864527"
"Often","2013","Not Working","inadequately","9","","",""
"Often","2013","Not Working","general elemantary","51","0.0202272626883732","0.0126953883469644","0.0277591370297821"
"Often","2013","Not Working","middle vocational","72","0.0149169144419239","0.0113456803680155","0.0184881485158324"
"Often","2013","Not Working","vocational + Abi","6","","",""
"Often","2013","Not Working","higher vocational","3","","",""
"Often","2013","Not Working","higher education","21","","",""
"Sometimes","2013","Full Time","in school","","","",""
"Sometimes","2013","Full Time","inadequately","15","","",""
"Sometimes","2013","Full Time","general elemantary","129","0.231666887351814","0.197594920813649","0.265738853889979"
"Sometimes","2013","Full Time","middle vocational","561","0.136373545232758","0.126205500026792","0.146541590438723"
"Sometimes","2013","Full Time","vocational + Abi","103","0.14598610617958","0.120915846297047","0.171056366062114"
"Sometimes","2013","Full Time","higher vocational","93","0.118367481300585","0.0965216562397346","0.140213306361435"
"Sometimes","2013","Full Time","higher education","420","0.159879056854117","0.146423788759186","0.173334324949048"
"Sometimes","2013","Part Time","in school","36","0.372244193074133","0.275037622062565","0.469450764085702"
"Sometimes","2013","Part Time","inadequately","13","","",""
"Sometimes","2013","Part Time","general elemantary","102","0.134854502864806","0.10855558430896","0.161153421420652"
"Sometimes","2013","Part Time","middle vocational","457","0.137702670745246","0.12646039192034","0.148944949570153"
"Sometimes","2013","Part Time","vocational + Abi","84","0.140270481903504","0.113756836278956","0.166784127528051"
"Sometimes","2013","Part Time","higher vocational","31","0.106092732811461","0.0743251959694513","0.13786026965347"
"Sometimes","2013","Part Time","higher education","208","0.140688334250024","0.123145172453898","0.15823149604615"
"Sometimes","2013","Not Working","in school","122","0.338230509465248","0.28830778206341","0.388153236867087"
"Sometimes","2013","Not Working","inadequately","27","","",""
"Sometimes","2013","Not Working","general elemantary","145","0.0775656745183502","0.0632545306518139","0.0918768183848864"
"Sometimes","2013","Not Working","middle vocational","366","0.0754601993178915","0.0676786841883805","0.0832417144474025"
"Sometimes","2013","Not Working","vocational + Abi","26","","",""
"Sometimes","2013","Not Working","higher vocational","29","","",""
"Sometimes","2013","Not Working","higher education","131","0.0993840132941718","0.0840378521524694","0.114730174435874"
"Rarely","2013","Full Time","in school","1","","",""
"Rarely","2013","Full Time","inadequately","22","","",""
"Rarely","2013","Full Time","general elemantary","193","0.354539773912451","0.315906842040397","0.393172705784504"
"Rarely","2013","Full Time","middle vocational","1459","0.338932653284496","0.324908101416113","0.352957205152879"
"Rarely","2013","Full Time","vocational + Abi","312","0.46216542950107","0.426766209667548","0.497564649334592"
"Rarely","2013","Full Time","higher vocational","315","0.426145093974597","0.392703401879851","0.459586786069343"
"Rarely","2013","Full Time","higher education","1119","0.412228754803747","0.394157056396906","0.430300453210587"
"Rarely","2013","Part Time","in school","20","","",""
"Rarely","2013","Part Time","inadequately","15","","",""
"Rarely","2013","Part Time","general elemantary","173","0.27552994649173","0.241130202446617","0.309929690536843"
"Rarely","2013","Part Time","middle vocational","1143","0.334077652355233","0.318689369614249","0.349465935096218"
"Rarely","2013","Part Time","vocational + Abi","230","0.343687783127508","0.30742654111679","0.379949025138226"
"Rarely","2013","Part Time","higher vocational","123","0.335240179890693","0.286542877560984","0.383937482220401"
"Rarely","2013","Part Time","higher education","628","0.42039216588403","0.395486514677602","0.445297817090459"
"Rarely","2013","Not Working","in school","103","0.323813679422002","0.274437290007372","0.373190068836633"
"Rarely","2013","Not Working","inadequately","30","0.217218473876433","0.157145730377421","0.277291217375445"
"Rarely","2013","Not Working","general elemantary","259","0.174750894028813","0.154433216296732","0.195068571760894"
"Rarely","2013","Not Working","middle vocational","977","0.211649859063072","0.199615832859014","0.22368388526713"
"Rarely","2013","Not Working","vocational + Abi","109","0.302032166215674","0.2539306936689","0.350133638762448"
"Rarely","2013","Not Working","higher vocational","126","0.269623907700445","0.229758419361886","0.309489396039004"
"Rarely","2013","Not Working","higher education","451","0.317731362998021","0.293848883702352","0.34161384229369"
"Never","2013","Full Time","in school","1","","",""
"Never","2013","Full Time","inadequately","27","","",""
"Never","2013","Full Time","general elemantary","224","0.361042221599383","0.32225349513836","0.399830948060407"
"Never","2013","Full Time","middle vocational","2210","0.487234541651588","0.472425128474203","0.502043954828972"
"Never","2013","Full Time","vocational + Abi","324","0.342216741973655","0.308529718489932","0.375903765457378"
"Never","2013","Full Time","higher vocational","415","0.441041904042603","0.407465204797469","0.474618603287737"
"Never","2013","Full Time","higher education","1256","0.407542235861913","0.389502064002525","0.4255824077213"
"Never","2013","Part Time","in school","15","","",""
"Never","2013","Part Time","inadequately","42","0.631983408823716","0.524265164551193","0.739701653096239"
"Never","2013","Part Time","general elemantary","326","0.529942996432451","0.491514762085737","0.568371230779166"
"Never","2013","Part Time","middle vocational","1911","0.49963780674336","0.483325155909314","0.515950457577407"
"Never","2013","Part Time","vocational + Abi","327","0.488101342348449","0.449937474784749","0.526265209912149"
"Never","2013","Part Time","higher vocational","201","0.544914699804727","0.4935452214383","0.596284178171153"
"Never","2013","Part Time","higher education","645","0.415883489364151","0.391015592828138","0.440751385900164"
"Never","2013","Not Working","in school","62","0.162631361283223","0.123691084161861","0.201571638404586"
"Never","2013","Not Working","inadequately","110","0.666683877647636","0.598009150853423","0.735358604441848"
"Never","2013","Not Working","general elemantary","880","0.724283747607586","0.700374969219034","0.748192525996138"
"Never","2013","Not Working","middle vocational","3004","0.696637934020354","0.68309456903501","0.710181299005697"
"Never","2013","Not Working","vocational + Abi","209","0.619053361318086","0.568177686261208","0.669929036374964"
"Never","2013","Not Working","higher vocational","315","0.659129290506141","0.616547417283765","0.701711163728518"
"Never","2013","Not Working","higher education","853","0.563390159578244","0.537949811355634","0.588830507800853"
"Very often","2014","Full Time","in school","","","",""
"Very often","2014","Full Time","inadequately","","","",""
"Very often","2014","Full Time","general elemantary","","","",""
"Very often","2014","Full Time","middle vocational","","","",""
"Very often","2014","Full Time","vocational + Abi","","","",""
"Very often","2014","Full Time","higher vocational","","","",""
"Very often","2014","Full Time","higher education","","","",""
"Very often","2014","Part Time","in school","","","",""
"Very often","2014","Part Time","inadequately","","","",""
"Very often","2014","Part Time","general elemantary","","","",""
"Very often","2014","Part Time","middle vocational","","","",""
"Very often","2014","Part Time","vocational + Abi","","","",""
"Very often","2014","Part Time","higher vocational","","","",""
"Very often","2014","Part Time","higher education","","","",""
"Very often","2014","Not Working","in school","","","",""
"Very often","2014","Not Working","inadequately","","","",""
"Very often","2014","Not Working","general elemantary","","","",""
"Very often","2014","Not Working","middle vocational","","","",""
"Very often","2014","Not Working","vocational + Abi","","","",""
"Very often","2014","Not Working","higher vocational","","","",""
"Very often","2014","Not Working","higher education","","","",""
"Often","2014","Full Time","in school","","","",""
"Often","2014","Full Time","inadequately","","","",""
"Often","2014","Full Time","general elemantary","","","",""
"Often","2014","Full Time","middle vocational","","","",""
"Often","2014","Full Time","vocational + Abi","","","",""
"Often","2014","Full Time","higher vocational","","","",""
"Often","2014","Full Time","higher education","","","",""
"Often","2014","Part Time","in school","","","",""
"Often","2014","Part Time","inadequately","","","",""
"Often","2014","Part Time","general elemantary","","","",""
"Often","2014","Part Time","middle vocational","","","",""
"Often","2014","Part Time","vocational + Abi","","","",""
"Often","2014","Part Time","higher vocational","","","",""
"Often","2014","Part Time","higher education","","","",""
"Often","2014","Not Working","in school","","","",""
"Often","2014","Not Working","inadequately","","","",""
"Often","2014","Not Working","general elemantary","","","",""
"Often","2014","Not Working","middle vocational","","","",""
"Often","2014","Not Working","vocational + Abi","","","",""
"Often","2014","Not Working","higher vocational","","","",""
"Often","2014","Not Working","higher education","","","",""
"Sometimes","2014","Full Time","in school","","","",""
"Sometimes","2014","Full Time","inadequately","","","",""
"Sometimes","2014","Full Time","general elemantary","","","",""
"Sometimes","2014","Full Time","middle vocational","","","",""
"Sometimes","2014","Full Time","vocational + Abi","","","",""
"Sometimes","2014","Full Time","higher vocational","","","",""
"Sometimes","2014","Full Time","higher education","","","",""
"Sometimes","2014","Part Time","in school","","","",""
"Sometimes","2014","Part Time","inadequately","","","",""
"Sometimes","2014","Part Time","general elemantary","","","",""
"Sometimes","2014","Part Time","middle vocational","","","",""
"Sometimes","2014","Part Time","vocational + Abi","","","",""
"Sometimes","2014","Part Time","higher vocational","","","",""
"Sometimes","2014","Part Time","higher education","","","",""
"Sometimes","2014","Not Working","in school","","","",""
"Sometimes","2014","Not Working","inadequately","","","",""
"Sometimes","2014","Not Working","general elemantary","","","",""
"Sometimes","2014","Not Working","middle vocational","","","",""
"Sometimes","2014","Not Working","vocational + Abi","","","",""
"Sometimes","2014","Not Working","higher vocational","","","",""
"Sometimes","2014","Not Working","higher education","","","",""
"Rarely","2014","Full Time","in school","","","",""
"Rarely","2014","Full Time","inadequately","","","",""
"Rarely","2014","Full Time","general elemantary","","","",""
"Rarely","2014","Full Time","middle vocational","","","",""
"Rarely","2014","Full Time","vocational + Abi","","","",""
"Rarely","2014","Full Time","higher vocational","","","",""
"Rarely","2014","Full Time","higher education","","","",""
"Rarely","2014","Part Time","in school","","","",""
"Rarely","2014","Part Time","inadequately","","","",""
"Rarely","2014","Part Time","general elemantary","","","",""
"Rarely","2014","Part Time","middle vocational","","","",""
"Rarely","2014","Part Time","vocational + Abi","","","",""
"Rarely","2014","Part Time","higher vocational","","","",""
"Rarely","2014","Part Time","higher education","","","",""
"Rarely","2014","Not Working","in school","","","",""
"Rarely","2014","Not Working","inadequately","","","",""
"Rarely","2014","Not Working","general elemantary","","","",""
"Rarely","2014","Not Working","middle vocational","","","",""
"Rarely","2014","Not Working","vocational + Abi","","","",""
"Rarely","2014","Not Working","higher vocational","","","",""
"Rarely","2014","Not Working","higher education","","","",""
"Never","2014","Full Time","in school","","","",""
"Never","2014","Full Time","inadequately","","","",""
"Never","2014","Full Time","general elemantary","","","",""
"Never","2014","Full Time","middle vocational","","","",""
"Never","2014","Full Time","vocational + Abi","","","",""
"Never","2014","Full Time","higher vocational","","","",""
"Never","2014","Full Time","higher education","","","",""
"Never","2014","Part Time","in school","","","",""
"Never","2014","Part Time","inadequately","","","",""
"Never","2014","Part Time","general elemantary","","","",""
"Never","2014","Part Time","middle vocational","","","",""
"Never","2014","Part Time","vocational + Abi","","","",""
"Never","2014","Part Time","higher vocational","","","",""
"Never","2014","Part Time","higher education","","","",""
"Never","2014","Not Working","in school","","","",""
"Never","2014","Not Working","inadequately","","","",""
"Never","2014","Not Working","general elemantary","","","",""
"Never","2014","Not Working","middle vocational","","","",""
"Never","2014","Not Working","vocational + Abi","","","",""
"Never","2014","Not Working","higher vocational","","","",""
"Never","2014","Not Working","higher education","","","",""
"Very often","2015","Full Time","in school","","","",""
"Very often","2015","Full Time","inadequately","","","",""
"Very often","2015","Full Time","general elemantary","","","",""
"Very often","2015","Full Time","middle vocational","","","",""
"Very often","2015","Full Time","vocational + Abi","","","",""
"Very often","2015","Full Time","higher vocational","","","",""
"Very often","2015","Full Time","higher education","","","",""
"Very often","2015","Part Time","in school","","","",""
"Very often","2015","Part Time","inadequately","","","",""
"Very often","2015","Part Time","general elemantary","","","",""
"Very often","2015","Part Time","middle vocational","","","",""
"Very often","2015","Part Time","vocational + Abi","","","",""
"Very often","2015","Part Time","higher vocational","","","",""
"Very often","2015","Part Time","higher education","","","",""
"Very often","2015","Not Working","in school","","","",""
"Very often","2015","Not Working","inadequately","","","",""
"Very often","2015","Not Working","general elemantary","","","",""
"Very often","2015","Not Working","middle vocational","","","",""
"Very often","2015","Not Working","vocational + Abi","","","",""
"Very often","2015","Not Working","higher vocational","","","",""
"Very often","2015","Not Working","higher education","","","",""
"Often","2015","Full Time","in school","","","",""
"Often","2015","Full Time","inadequately","","","",""
"Often","2015","Full Time","general elemantary","","","",""
"Often","2015","Full Time","middle vocational","","","",""
"Often","2015","Full Time","vocational + Abi","","","",""
"Often","2015","Full Time","higher vocational","","","",""
"Often","2015","Full Time","higher education","","","",""
"Often","2015","Part Time","in school","","","",""
"Often","2015","Part Time","inadequately","","","",""
"Often","2015","Part Time","general elemantary","","","",""
"Often","2015","Part Time","middle vocational","","","",""
"Often","2015","Part Time","vocational + Abi","","","",""
"Often","2015","Part Time","higher vocational","","","",""
"Often","2015","Part Time","higher education","","","",""
"Often","2015","Not Working","in school","","","",""
"Often","2015","Not Working","inadequately","","","",""
"Often","2015","Not Working","general elemantary","","","",""
"Often","2015","Not Working","middle vocational","","","",""
"Often","2015","Not Working","vocational + Abi","","","",""
"Often","2015","Not Working","higher vocational","","","",""
"Often","2015","Not Working","higher education","","","",""
"Sometimes","2015","Full Time","in school","","","",""
"Sometimes","2015","Full Time","inadequately","","","",""
"Sometimes","2015","Full Time","general elemantary","","","",""
"Sometimes","2015","Full Time","middle vocational","","","",""
"Sometimes","2015","Full Time","vocational + Abi","","","",""
"Sometimes","2015","Full Time","higher vocational","","","",""
"Sometimes","2015","Full Time","higher education","","","",""
"Sometimes","2015","Part Time","in school","","","",""
"Sometimes","2015","Part Time","inadequately","","","",""
"Sometimes","2015","Part Time","general elemantary","","","",""
"Sometimes","2015","Part Time","middle vocational","","","",""
"Sometimes","2015","Part Time","vocational + Abi","","","",""
"Sometimes","2015","Part Time","higher vocational","","","",""
"Sometimes","2015","Part Time","higher education","","","",""
"Sometimes","2015","Not Working","in school","","","",""
"Sometimes","2015","Not Working","inadequately","","","",""
"Sometimes","2015","Not Working","general elemantary","","","",""
"Sometimes","2015","Not Working","middle vocational","","","",""
"Sometimes","2015","Not Working","vocational + Abi","","","",""
"Sometimes","2015","Not Working","higher vocational","","","",""
"Sometimes","2015","Not Working","higher education","","","",""
"Rarely","2015","Full Time","in school","","","",""
"Rarely","2015","Full Time","inadequately","","","",""
"Rarely","2015","Full Time","general elemantary","","","",""
"Rarely","2015","Full Time","middle vocational","","","",""
"Rarely","2015","Full Time","vocational + Abi","","","",""
"Rarely","2015","Full Time","higher vocational","","","",""
"Rarely","2015","Full Time","higher education","","","",""
"Rarely","2015","Part Time","in school","","","",""
"Rarely","2015","Part Time","inadequately","","","",""
"Rarely","2015","Part Time","general elemantary","","","",""
"Rarely","2015","Part Time","middle vocational","","","",""
"Rarely","2015","Part Time","vocational + Abi","","","",""
"Rarely","2015","Part Time","higher vocational","","","",""
"Rarely","2015","Part Time","higher education","","","",""
"Rarely","2015","Not Working","in school","","","",""
"Rarely","2015","Not Working","inadequately","","","",""
"Rarely","2015","Not Working","general elemantary","","","",""
"Rarely","2015","Not Working","middle vocational","","","",""
"Rarely","2015","Not Working","vocational + Abi","","","",""
"Rarely","2015","Not Working","higher vocational","","","",""
"Rarely","2015","Not Working","higher education","","","",""
"Never","2015","Full Time","in school","","","",""
"Never","2015","Full Time","inadequately","","","",""
"Never","2015","Full Time","general elemantary","","","",""
"Never","2015","Full Time","middle vocational","","","",""
"Never","2015","Full Time","vocational + Abi","","","",""
"Never","2015","Full Time","higher vocational","","","",""
"Never","2015","Full Time","higher education","","","",""
"Never","2015","Part Time","in school","","","",""
"Never","2015","Part Time","inadequately","","","",""
"Never","2015","Part Time","general elemantary","","","",""
"Never","2015","Part Time","middle vocational","","","",""
"Never","2015","Part Time","vocational + Abi","","","",""
"Never","2015","Part Time","higher vocational","","","",""
"Never","2015","Part Time","higher education","","","",""
"Never","2015","Not Working","in school","","","",""
"Never","2015","Not Working","inadequately","","","",""
"Never","2015","Not Working","general elemantary","","","",""
"Never","2015","Not Working","middle vocational","","","",""
"Never","2015","Not Working","vocational + Abi","","","",""
"Never","2015","Not Working","higher vocational","","","",""
"Never","2015","Not Working","higher education","","","",""
"Very often","2016","Full Time","in school","","","",""
"Very often","2016","Full Time","inadequately","","","",""
"Very often","2016","Full Time","general elemantary","","","",""
"Very often","2016","Full Time","middle vocational","","","",""
"Very often","2016","Full Time","vocational + Abi","","","",""
"Very often","2016","Full Time","higher vocational","","","",""
"Very often","2016","Full Time","higher education","","","",""
"Very often","2016","Part Time","in school","","","",""
"Very often","2016","Part Time","inadequately","","","",""
"Very often","2016","Part Time","general elemantary","","","",""
"Very often","2016","Part Time","middle vocational","","","",""
"Very often","2016","Part Time","vocational + Abi","","","",""
"Very often","2016","Part Time","higher vocational","","","",""
"Very often","2016","Part Time","higher education","","","",""
"Very often","2016","Not Working","in school","","","",""
"Very often","2016","Not Working","inadequately","","","",""
"Very often","2016","Not Working","general elemantary","","","",""
"Very often","2016","Not Working","middle vocational","","","",""
"Very often","2016","Not Working","vocational + Abi","","","",""
"Very often","2016","Not Working","higher vocational","","","",""
"Very often","2016","Not Working","higher education","","","",""
"Often","2016","Full Time","in school","","","",""
"Often","2016","Full Time","inadequately","","","",""
"Often","2016","Full Time","general elemantary","","","",""
"Often","2016","Full Time","middle vocational","","","",""
"Often","2016","Full Time","vocational + Abi","","","",""
"Often","2016","Full Time","higher vocational","","","",""
"Often","2016","Full Time","higher education","","","",""
"Often","2016","Part Time","in school","","","",""
"Often","2016","Part Time","inadequately","","","",""
"Often","2016","Part Time","general elemantary","","","",""
"Often","2016","Part Time","middle vocational","","","",""
"Often","2016","Part Time","vocational + Abi","","","",""
"Often","2016","Part Time","higher vocational","","","",""
"Often","2016","Part Time","higher education","","","",""
"Often","2016","Not Working","in school","","","",""
"Often","2016","Not Working","inadequately","","","",""
"Often","2016","Not Working","general elemantary","","","",""
"Often","2016","Not Working","middle vocational","","","",""
"Often","2016","Not Working","vocational + Abi","","","",""
"Often","2016","Not Working","higher vocational","","","",""
"Often","2016","Not Working","higher education","","","",""
"Sometimes","2016","Full Time","in school","","","",""
"Sometimes","2016","Full Time","inadequately","","","",""
"Sometimes","2016","Full Time","general elemantary","","","",""
"Sometimes","2016","Full Time","middle vocational","","","",""
"Sometimes","2016","Full Time","vocational + Abi","","","",""
"Sometimes","2016","Full Time","higher vocational","","","",""
"Sometimes","2016","Full Time","higher education","","","",""
"Sometimes","2016","Part Time","in school","","","",""
"Sometimes","2016","Part Time","inadequately","","","",""
"Sometimes","2016","Part Time","general elemantary","","","",""
"Sometimes","2016","Part Time","middle vocational","","","",""
"Sometimes","2016","Part Time","vocational + Abi","","","",""
"Sometimes","2016","Part Time","higher vocational","","","",""
"Sometimes","2016","Part Time","higher education","","","",""
"Sometimes","2016","Not Working","in school","","","",""
"Sometimes","2016","Not Working","inadequately","","","",""
"Sometimes","2016","Not Working","general elemantary","","","",""
"Sometimes","2016","Not Working","middle vocational","","","",""
"Sometimes","2016","Not Working","vocational + Abi","","","",""
"Sometimes","2016","Not Working","higher vocational","","","",""
"Sometimes","2016","Not Working","higher education","","","",""
"Rarely","2016","Full Time","in school","","","",""
"Rarely","2016","Full Time","inadequately","","","",""
"Rarely","2016","Full Time","general elemantary","","","",""
"Rarely","2016","Full Time","middle vocational","","","",""
"Rarely","2016","Full Time","vocational + Abi","","","",""
"Rarely","2016","Full Time","higher vocational","","","",""
"Rarely","2016","Full Time","higher education","","","",""
"Rarely","2016","Part Time","in school","","","",""
"Rarely","2016","Part Time","inadequately","","","",""
"Rarely","2016","Part Time","general elemantary","","","",""
"Rarely","2016","Part Time","middle vocational","","","",""
"Rarely","2016","Part Time","vocational + Abi","","","",""
"Rarely","2016","Part Time","higher vocational","","","",""
"Rarely","2016","Part Time","higher education","","","",""
"Rarely","2016","Not Working","in school","","","",""
"Rarely","2016","Not Working","inadequately","","","",""
"Rarely","2016","Not Working","general elemantary","","","",""
"Rarely","2016","Not Working","middle vocational","","","",""
"Rarely","2016","Not Working","vocational + Abi","","","",""
"Rarely","2016","Not Working","higher vocational","","","",""
"Rarely","2016","Not Working","higher education","","","",""
"Never","2016","Full Time","in school","","","",""
"Never","2016","Full Time","inadequately","","","",""
"Never","2016","Full Time","general elemantary","","","",""
"Never","2016","Full Time","middle vocational","","","",""
"Never","2016","Full Time","vocational + Abi","","","",""
"Never","2016","Full Time","higher vocational","","","",""
"Never","2016","Full Time","higher education","","","",""
"Never","2016","Part Time","in school","","","",""
"Never","2016","Part Time","inadequately","","","",""
"Never","2016","Part Time","general elemantary","","","",""
"Never","2016","Part Time","middle vocational","","","",""
"Never","2016","Part Time","vocational + Abi","","","",""
"Never","2016","Part Time","higher vocational","","","",""
"Never","2016","Part Time","higher education","","","",""
"Never","2016","Not Working","in school","","","",""
"Never","2016","Not Working","inadequately","","","",""
"Never","2016","Not Working","general elemantary","","","",""
"Never","2016","Not Working","middle vocational","","","",""
"Never","2016","Not Working","vocational + Abi","","","",""
"Never","2016","Not Working","higher vocational","","","",""
"Never","2016","Not Working","higher education","","","",""
"Very often","2017","Full Time","in school","","","",""
"Very often","2017","Full Time","inadequately","","","",""
"Very often","2017","Full Time","general elemantary","","","",""
"Very often","2017","Full Time","middle vocational","","","",""
"Very often","2017","Full Time","vocational + Abi","","","",""
"Very often","2017","Full Time","higher vocational","","","",""
"Very often","2017","Full Time","higher education","","","",""
"Very often","2017","Part Time","in school","","","",""
"Very often","2017","Part Time","inadequately","","","",""
"Very often","2017","Part Time","general elemantary","","","",""
"Very often","2017","Part Time","middle vocational","","","",""
"Very often","2017","Part Time","vocational + Abi","","","",""
"Very often","2017","Part Time","higher vocational","","","",""
"Very often","2017","Part Time","higher education","","","",""
"Very often","2017","Not Working","in school","","","",""
"Very often","2017","Not Working","inadequately","","","",""
"Very often","2017","Not Working","general elemantary","","","",""
"Very often","2017","Not Working","middle vocational","","","",""
"Very often","2017","Not Working","vocational + Abi","","","",""
"Very often","2017","Not Working","higher vocational","","","",""
"Very often","2017","Not Working","higher education","","","",""
"Often","2017","Full Time","in school","","","",""
"Often","2017","Full Time","inadequately","","","",""
"Often","2017","Full Time","general elemantary","","","",""
"Often","2017","Full Time","middle vocational","","","",""
"Often","2017","Full Time","vocational + Abi","","","",""
"Often","2017","Full Time","higher vocational","","","",""
"Often","2017","Full Time","higher education","","","",""
"Often","2017","Part Time","in school","","","",""
"Often","2017","Part Time","inadequately","","","",""
"Often","2017","Part Time","general elemantary","","","",""
"Often","2017","Part Time","middle vocational","","","",""
"Often","2017","Part Time","vocational + Abi","","","",""
"Often","2017","Part Time","higher vocational","","","",""
"Often","2017","Part Time","higher education","","","",""
"Often","2017","Not Working","in school","","","",""
"Often","2017","Not Working","inadequately","","","",""
"Often","2017","Not Working","general elemantary","","","",""
"Often","2017","Not Working","middle vocational","","","",""
"Often","2017","Not Working","vocational + Abi","","","",""
"Often","2017","Not Working","higher vocational","","","",""
"Often","2017","Not Working","higher education","","","",""
"Sometimes","2017","Full Time","in school","","","",""
"Sometimes","2017","Full Time","inadequately","","","",""
"Sometimes","2017","Full Time","general elemantary","","","",""
"Sometimes","2017","Full Time","middle vocational","","","",""
"Sometimes","2017","Full Time","vocational + Abi","","","",""
"Sometimes","2017","Full Time","higher vocational","","","",""
"Sometimes","2017","Full Time","higher education","","","",""
"Sometimes","2017","Part Time","in school","","","",""
"Sometimes","2017","Part Time","inadequately","","","",""
"Sometimes","2017","Part Time","general elemantary","","","",""
"Sometimes","2017","Part Time","middle vocational","","","",""
"Sometimes","2017","Part Time","vocational + Abi","","","",""
"Sometimes","2017","Part Time","higher vocational","","","",""
"Sometimes","2017","Part Time","higher education","","","",""
"Sometimes","2017","Not Working","in school","","","",""
"Sometimes","2017","Not Working","inadequately","","","",""
"Sometimes","2017","Not Working","general elemantary","","","",""
"Sometimes","2017","Not Working","middle vocational","","","",""
"Sometimes","2017","Not Working","vocational + Abi","","","",""
"Sometimes","2017","Not Working","higher vocational","","","",""
"Sometimes","2017","Not Working","higher education","","","",""
"Rarely","2017","Full Time","in school","","","",""
"Rarely","2017","Full Time","inadequately","","","",""
"Rarely","2017","Full Time","general elemantary","","","",""
"Rarely","2017","Full Time","middle vocational","","","",""
"Rarely","2017","Full Time","vocational + Abi","","","",""
"Rarely","2017","Full Time","higher vocational","","","",""
"Rarely","2017","Full Time","higher education","","","",""
"Rarely","2017","Part Time","in school","","","",""
"Rarely","2017","Part Time","inadequately","","","",""
"Rarely","2017","Part Time","general elemantary","","","",""
"Rarely","2017","Part Time","middle vocational","","","",""
"Rarely","2017","Part Time","vocational + Abi","","","",""
"Rarely","2017","Part Time","higher vocational","","","",""
"Rarely","2017","Part Time","higher education","","","",""
"Rarely","2017","Not Working","in school","","","",""
"Rarely","2017","Not Working","inadequately","","","",""
"Rarely","2017","Not Working","general elemantary","","","",""
"Rarely","2017","Not Working","middle vocational","","","",""
"Rarely","2017","Not Working","vocational + Abi","","","",""
"Rarely","2017","Not Working","higher vocational","","","",""
"Rarely","2017","Not Working","higher education","","","",""
"Never","2017","Full Time","in school","","","",""
"Never","2017","Full Time","inadequately","","","",""
"Never","2017","Full Time","general elemantary","","","",""
"Never","2017","Full Time","middle vocational","","","",""
"Never","2017","Full Time","vocational + Abi","","","",""
"Never","2017","Full Time","higher vocational","","","",""
"Never","2017","Full Time","higher education","","","",""
"Never","2017","Part Time","in school","","","",""
"Never","2017","Part Time","inadequately","","","",""
"Never","2017","Part Time","general elemantary","","","",""
"Never","2017","Part Time","middle vocational","","","",""
"Never","2017","Part Time","vocational + Abi","","","",""
"Never","2017","Part Time","higher vocational","","","",""
"Never","2017","Part Time","higher education","","","",""
"Never","2017","Not Working","in school","","","",""
"Never","2017","Not Working","inadequately","","","",""
"Never","2017","Not Working","general elemantary","","","",""
"Never","2017","Not Working","middle vocational","","","",""
"Never","2017","Not Working","vocational + Abi","","","",""
"Never","2017","Not Working","higher vocational","","","",""
"Never","2017","Not Working","higher education","","","",""
"Very often","2018","Full Time","in school","","","",""
"Very often","2018","Full Time","inadequately","1","","",""
"Very often","2018","Full Time","general elemantary","12","","",""
"Very often","2018","Full Time","middle vocational","34","0.00552267449216852","0.00328459207273121","0.00776075691160583"
"Very often","2018","Full Time","vocational + Abi","4","","",""
"Very often","2018","Full Time","higher vocational","5","","",""
"Very often","2018","Full Time","higher education","13","","",""
"Very often","2018","Part Time","in school","2","","",""
"Very often","2018","Part Time","inadequately","2","","",""
"Very often","2018","Part Time","general elemantary","16","","",""
"Very often","2018","Part Time","middle vocational","32","0.00716558942747544","0.00433295753930674","0.00999822131564413"
"Very often","2018","Part Time","vocational + Abi","9","","",""
"Very often","2018","Part Time","higher vocational","","","",""
"Very often","2018","Part Time","higher education","7","","",""
"Very often","2018","Not Working","in school","15","","",""
"Very often","2018","Not Working","inadequately","10","","",""
"Very often","2018","Not Working","general elemantary","14","","",""
"Very often","2018","Not Working","middle vocational","18","","",""
"Very often","2018","Not Working","vocational + Abi","2","","",""
"Very often","2018","Not Working","higher vocational","","","",""
"Very often","2018","Not Working","higher education","7","","",""
"Often","2018","Full Time","in school","","","",""
"Often","2018","Full Time","inadequately","5","","",""
"Often","2018","Full Time","general elemantary","47","0.0712222086139215","0.0515854856392739","0.0908589315885691"
