"pld0044","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Sometimes","2010","Saxony-Anhalt","Other degree","","","",""
"Sometimes","2010","Saxony-Anhalt","no degree/no degree yet","","","",""
"Sometimes","2010","Thuringia","lower secondary degree","","","",""
"Sometimes","2010","Thuringia","secondary school degree","","","",""
"Sometimes","2010","Thuringia","college entrance qualification","","","",""
"Sometimes","2010","Thuringia","Other degree","","","",""
"Sometimes","2010","Thuringia","no degree/no degree yet","","","",""
"Rarely","2010","Schleswig-Holstein","lower secondary degree","","","",""
"Rarely","2010","Schleswig-Holstein","secondary school degree","","","",""
"Rarely","2010","Schleswig-Holstein","college entrance qualification","","","",""
"Rarely","2010","Schleswig-Holstein","Other degree","","","",""
"Rarely","2010","Schleswig-Holstein","no degree/no degree yet","","","",""
"Rarely","2010","Hamburg","lower secondary degree","","","",""
"Rarely","2010","Hamburg","secondary school degree","","","",""
"Rarely","2010","Hamburg","college entrance qualification","","","",""
"Rarely","2010","Hamburg","Other degree","","","",""
"Rarely","2010","Hamburg","no degree/no degree yet","","","",""
"Rarely","2010","Lower Saxony","lower secondary degree","","","",""
"Rarely","2010","Lower Saxony","secondary school degree","","","",""
"Rarely","2010","Lower Saxony","college entrance qualification","","","",""
"Rarely","2010","Lower Saxony","Other degree","","","",""
"Rarely","2010","Lower Saxony","no degree/no degree yet","","","",""
"Rarely","2010","Bremen","lower secondary degree","","","",""
"Rarely","2010","Bremen","secondary school degree","","","",""
"Rarely","2010","Bremen","college entrance qualification","","","",""
"Rarely","2010","Bremen","Other degree","","","",""
"Rarely","2010","Bremen","no degree/no degree yet","","","",""
"Rarely","2010","North Rhine-Westphalia","lower secondary degree","","","",""
"Rarely","2010","North Rhine-Westphalia","secondary school degree","","","",""
"Rarely","2010","North Rhine-Westphalia","college entrance qualification","","","",""
"Rarely","2010","North Rhine-Westphalia","Other degree","","","",""
"Rarely","2010","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Rarely","2010","Hesse","lower secondary degree","","","",""
"Rarely","2010","Hesse","secondary school degree","","","",""
"Rarely","2010","Hesse","college entrance qualification","","","",""
"Rarely","2010","Hesse","Other degree","","","",""
"Rarely","2010","Hesse","no degree/no degree yet","","","",""
"Rarely","2010","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Rarely","2010","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Rarely","2010","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Rarely","2010","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Rarely","2010","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Rarely","2010","Baden-Württemberg","lower secondary degree","","","",""
"Rarely","2010","Baden-Württemberg","secondary school degree","","","",""
"Rarely","2010","Baden-Württemberg","college entrance qualification","","","",""
"Rarely","2010","Baden-Württemberg","Other degree","","","",""
"Rarely","2010","Baden-Württemberg","no degree/no degree yet","","","",""
"Rarely","2010","Bavaria","lower secondary degree","","","",""
"Rarely","2010","Bavaria","secondary school degree","","","",""
"Rarely","2010","Bavaria","college entrance qualification","","","",""
"Rarely","2010","Bavaria","Other degree","","","",""
"Rarely","2010","Bavaria","no degree/no degree yet","","","",""
"Rarely","2010","Berlin","lower secondary degree","","","",""
"Rarely","2010","Berlin","secondary school degree","","","",""
"Rarely","2010","Berlin","college entrance qualification","","","",""
"Rarely","2010","Berlin","Other degree","","","",""
"Rarely","2010","Berlin","no degree/no degree yet","","","",""
"Rarely","2010","Brandenburg","lower secondary degree","","","",""
"Rarely","2010","Brandenburg","secondary school degree","","","",""
"Rarely","2010","Brandenburg","college entrance qualification","","","",""
"Rarely","2010","Brandenburg","Other degree","","","",""
"Rarely","2010","Brandenburg","no degree/no degree yet","","","",""
"Rarely","2010","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Rarely","2010","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Rarely","2010","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Rarely","2010","Mecklenburg-Western Pomerania","Other degree","","","",""
"Rarely","2010","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Rarely","2010","Saxony","lower secondary degree","","","",""
"Rarely","2010","Saxony","secondary school degree","","","",""
"Rarely","2010","Saxony","college entrance qualification","","","",""
"Rarely","2010","Saxony","Other degree","","","",""
"Rarely","2010","Saxony","no degree/no degree yet","","","",""
"Rarely","2010","Saxony-Anhalt","lower secondary degree","","","",""
"Rarely","2010","Saxony-Anhalt","secondary school degree","","","",""
"Rarely","2010","Saxony-Anhalt","college entrance qualification","","","",""
"Rarely","2010","Saxony-Anhalt","Other degree","","","",""
"Rarely","2010","Saxony-Anhalt","no degree/no degree yet","","","",""
"Rarely","2010","Thuringia","lower secondary degree","","","",""
"Rarely","2010","Thuringia","secondary school degree","","","",""
"Rarely","2010","Thuringia","college entrance qualification","","","",""
"Rarely","2010","Thuringia","Other degree","","","",""
"Rarely","2010","Thuringia","no degree/no degree yet","","","",""
"Never","2010","Schleswig-Holstein","lower secondary degree","","","",""
"Never","2010","Schleswig-Holstein","secondary school degree","","","",""
"Never","2010","Schleswig-Holstein","college entrance qualification","","","",""
"Never","2010","Schleswig-Holstein","Other degree","","","",""
"Never","2010","Schleswig-Holstein","no degree/no degree yet","","","",""
"Never","2010","Hamburg","lower secondary degree","","","",""
"Never","2010","Hamburg","secondary school degree","","","",""
"Never","2010","Hamburg","college entrance qualification","","","",""
"Never","2010","Hamburg","Other degree","","","",""
"Never","2010","Hamburg","no degree/no degree yet","","","",""
"Never","2010","Lower Saxony","lower secondary degree","","","",""
"Never","2010","Lower Saxony","secondary school degree","","","",""
"Never","2010","Lower Saxony","college entrance qualification","","","",""
"Never","2010","Lower Saxony","Other degree","","","",""
"Never","2010","Lower Saxony","no degree/no degree yet","","","",""
"Never","2010","Bremen","lower secondary degree","","","",""
"Never","2010","Bremen","secondary school degree","","","",""
"Never","2010","Bremen","college entrance qualification","","","",""
"Never","2010","Bremen","Other degree","","","",""
"Never","2010","Bremen","no degree/no degree yet","","","",""
"Never","2010","North Rhine-Westphalia","lower secondary degree","","","",""
"Never","2010","North Rhine-Westphalia","secondary school degree","","","",""
"Never","2010","North Rhine-Westphalia","college entrance qualification","","","",""
"Never","2010","North Rhine-Westphalia","Other degree","","","",""
"Never","2010","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Never","2010","Hesse","lower secondary degree","","","",""
"Never","2010","Hesse","secondary school degree","","","",""
"Never","2010","Hesse","college entrance qualification","","","",""
"Never","2010","Hesse","Other degree","","","",""
"Never","2010","Hesse","no degree/no degree yet","","","",""
"Never","2010","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Never","2010","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Never","2010","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Never","2010","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Never","2010","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Never","2010","Baden-Württemberg","lower secondary degree","","","",""
"Never","2010","Baden-Württemberg","secondary school degree","","","",""
"Never","2010","Baden-Württemberg","college entrance qualification","","","",""
"Never","2010","Baden-Württemberg","Other degree","","","",""
"Never","2010","Baden-Württemberg","no degree/no degree yet","","","",""
"Never","2010","Bavaria","lower secondary degree","","","",""
"Never","2010","Bavaria","secondary school degree","","","",""
"Never","2010","Bavaria","college entrance qualification","","","",""
"Never","2010","Bavaria","Other degree","","","",""
"Never","2010","Bavaria","no degree/no degree yet","","","",""
"Never","2010","Berlin","lower secondary degree","","","",""
"Never","2010","Berlin","secondary school degree","","","",""
"Never","2010","Berlin","college entrance qualification","","","",""
"Never","2010","Berlin","Other degree","","","",""
"Never","2010","Berlin","no degree/no degree yet","","","",""
"Never","2010","Brandenburg","lower secondary degree","","","",""
"Never","2010","Brandenburg","secondary school degree","","","",""
"Never","2010","Brandenburg","college entrance qualification","","","",""
"Never","2010","Brandenburg","Other degree","","","",""
"Never","2010","Brandenburg","no degree/no degree yet","","","",""
"Never","2010","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Never","2010","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Never","2010","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Never","2010","Mecklenburg-Western Pomerania","Other degree","","","",""
"Never","2010","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Never","2010","Saxony","lower secondary degree","","","",""
"Never","2010","Saxony","secondary school degree","","","",""
"Never","2010","Saxony","college entrance qualification","","","",""
"Never","2010","Saxony","Other degree","","","",""
"Never","2010","Saxony","no degree/no degree yet","","","",""
"Never","2010","Saxony-Anhalt","lower secondary degree","","","",""
"Never","2010","Saxony-Anhalt","secondary school degree","","","",""
"Never","2010","Saxony-Anhalt","college entrance qualification","","","",""
"Never","2010","Saxony-Anhalt","Other degree","","","",""
"Never","2010","Saxony-Anhalt","no degree/no degree yet","","","",""
"Never","2010","Thuringia","lower secondary degree","","","",""
"Never","2010","Thuringia","secondary school degree","","","",""
"Never","2010","Thuringia","college entrance qualification","","","",""
"Never","2010","Thuringia","Other degree","","","",""
"Never","2010","Thuringia","no degree/no degree yet","","","",""
"Very often","2011","Schleswig-Holstein","lower secondary degree","","","",""
"Very often","2011","Schleswig-Holstein","secondary school degree","","","",""
"Very often","2011","Schleswig-Holstein","college entrance qualification","","","",""
"Very often","2011","Schleswig-Holstein","Other degree","","","",""
"Very often","2011","Schleswig-Holstein","no degree/no degree yet","","","",""
"Very often","2011","Hamburg","lower secondary degree","","","",""
"Very often","2011","Hamburg","secondary school degree","","","",""
"Very often","2011","Hamburg","college entrance qualification","","","",""
"Very often","2011","Hamburg","Other degree","","","",""
"Very often","2011","Hamburg","no degree/no degree yet","","","",""
"Very often","2011","Lower Saxony","lower secondary degree","","","",""
"Very often","2011","Lower Saxony","secondary school degree","","","",""
"Very often","2011","Lower Saxony","college entrance qualification","","","",""
"Very often","2011","Lower Saxony","Other degree","","","",""
"Very often","2011","Lower Saxony","no degree/no degree yet","","","",""
"Very often","2011","Bremen","lower secondary degree","","","",""
"Very often","2011","Bremen","secondary school degree","","","",""
"Very often","2011","Bremen","college entrance qualification","","","",""
"Very often","2011","Bremen","Other degree","","","",""
"Very often","2011","Bremen","no degree/no degree yet","","","",""
"Very often","2011","North Rhine-Westphalia","lower secondary degree","","","",""
"Very often","2011","North Rhine-Westphalia","secondary school degree","","","",""
"Very often","2011","North Rhine-Westphalia","college entrance qualification","","","",""
"Very often","2011","North Rhine-Westphalia","Other degree","","","",""
"Very often","2011","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Very often","2011","Hesse","lower secondary degree","","","",""
"Very often","2011","Hesse","secondary school degree","","","",""
"Very often","2011","Hesse","college entrance qualification","","","",""
"Very often","2011","Hesse","Other degree","","","",""
"Very often","2011","Hesse","no degree/no degree yet","","","",""
"Very often","2011","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Very often","2011","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Very often","2011","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Very often","2011","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Very often","2011","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Very often","2011","Baden-Württemberg","lower secondary degree","","","",""
"Very often","2011","Baden-Württemberg","secondary school degree","","","",""
"Very often","2011","Baden-Württemberg","college entrance qualification","","","",""
"Very often","2011","Baden-Württemberg","Other degree","","","",""
"Very often","2011","Baden-Württemberg","no degree/no degree yet","","","",""
"Very often","2011","Bavaria","lower secondary degree","","","",""
"Very often","2011","Bavaria","secondary school degree","","","",""
"Very often","2011","Bavaria","college entrance qualification","","","",""
"Very often","2011","Bavaria","Other degree","","","",""
"Very often","2011","Bavaria","no degree/no degree yet","","","",""
"Very often","2011","Berlin","lower secondary degree","","","",""
"Very often","2011","Berlin","secondary school degree","","","",""
"Very often","2011","Berlin","college entrance qualification","","","",""
"Very often","2011","Berlin","Other degree","","","",""
"Very often","2011","Berlin","no degree/no degree yet","","","",""
"Very often","2011","Brandenburg","lower secondary degree","","","",""
"Very often","2011","Brandenburg","secondary school degree","","","",""
"Very often","2011","Brandenburg","college entrance qualification","","","",""
"Very often","2011","Brandenburg","Other degree","","","",""
"Very often","2011","Brandenburg","no degree/no degree yet","","","",""
"Very often","2011","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Very often","2011","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Very often","2011","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Very often","2011","Mecklenburg-Western Pomerania","Other degree","","","",""
"Very often","2011","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Very often","2011","Saxony","lower secondary degree","","","",""
"Very often","2011","Saxony","secondary school degree","","","",""
"Very often","2011","Saxony","college entrance qualification","","","",""
"Very often","2011","Saxony","Other degree","","","",""
"Very often","2011","Saxony","no degree/no degree yet","","","",""
"Very often","2011","Saxony-Anhalt","lower secondary degree","","","",""
"Very often","2011","Saxony-Anhalt","secondary school degree","","","",""
"Very often","2011","Saxony-Anhalt","college entrance qualification","","","",""
"Very often","2011","Saxony-Anhalt","Other degree","","","",""
"Very often","2011","Saxony-Anhalt","no degree/no degree yet","","","",""
"Very often","2011","Thuringia","lower secondary degree","","","",""
"Very often","2011","Thuringia","secondary school degree","","","",""
"Very often","2011","Thuringia","college entrance qualification","","","",""
"Very often","2011","Thuringia","Other degree","","","",""
"Very often","2011","Thuringia","no degree/no degree yet","","","",""
"Often","2011","Schleswig-Holstein","lower secondary degree","","","",""
"Often","2011","Schleswig-Holstein","secondary school degree","","","",""
"Often","2011","Schleswig-Holstein","college entrance qualification","","","",""
"Often","2011","Schleswig-Holstein","Other degree","","","",""
"Often","2011","Schleswig-Holstein","no degree/no degree yet","","","",""
"Often","2011","Hamburg","lower secondary degree","","","",""
"Often","2011","Hamburg","secondary school degree","","","",""
"Often","2011","Hamburg","college entrance qualification","","","",""
"Often","2011","Hamburg","Other degree","","","",""
"Often","2011","Hamburg","no degree/no degree yet","","","",""
"Often","2011","Lower Saxony","lower secondary degree","","","",""
"Often","2011","Lower Saxony","secondary school degree","","","",""
"Often","2011","Lower Saxony","college entrance qualification","","","",""
"Often","2011","Lower Saxony","Other degree","","","",""
"Often","2011","Lower Saxony","no degree/no degree yet","","","",""
"Often","2011","Bremen","lower secondary degree","","","",""
"Often","2011","Bremen","secondary school degree","","","",""
"Often","2011","Bremen","college entrance qualification","","","",""
"Often","2011","Bremen","Other degree","","","",""
"Often","2011","Bremen","no degree/no degree yet","","","",""
"Often","2011","North Rhine-Westphalia","lower secondary degree","","","",""
"Often","2011","North Rhine-Westphalia","secondary school degree","","","",""
"Often","2011","North Rhine-Westphalia","college entrance qualification","","","",""
"Often","2011","North Rhine-Westphalia","Other degree","","","",""
"Often","2011","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Often","2011","Hesse","lower secondary degree","","","",""
"Often","2011","Hesse","secondary school degree","","","",""
"Often","2011","Hesse","college entrance qualification","","","",""
"Often","2011","Hesse","Other degree","","","",""
"Often","2011","Hesse","no degree/no degree yet","","","",""
"Often","2011","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Often","2011","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Often","2011","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Often","2011","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Often","2011","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Often","2011","Baden-Württemberg","lower secondary degree","","","",""
"Often","2011","Baden-Württemberg","secondary school degree","","","",""
"Often","2011","Baden-Württemberg","college entrance qualification","","","",""
"Often","2011","Baden-Württemberg","Other degree","","","",""
"Often","2011","Baden-Württemberg","no degree/no degree yet","","","",""
"Often","2011","Bavaria","lower secondary degree","","","",""
"Often","2011","Bavaria","secondary school degree","","","",""
"Often","2011","Bavaria","college entrance qualification","","","",""
"Often","2011","Bavaria","Other degree","","","",""
"Often","2011","Bavaria","no degree/no degree yet","","","",""
"Often","2011","Berlin","lower secondary degree","","","",""
"Often","2011","Berlin","secondary school degree","","","",""
"Often","2011","Berlin","college entrance qualification","","","",""
"Often","2011","Berlin","Other degree","","","",""
"Often","2011","Berlin","no degree/no degree yet","","","",""
"Often","2011","Brandenburg","lower secondary degree","","","",""
"Often","2011","Brandenburg","secondary school degree","","","",""
"Often","2011","Brandenburg","college entrance qualification","","","",""
"Often","2011","Brandenburg","Other degree","","","",""
"Often","2011","Brandenburg","no degree/no degree yet","","","",""
"Often","2011","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Often","2011","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Often","2011","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Often","2011","Mecklenburg-Western Pomerania","Other degree","","","",""
"Often","2011","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Often","2011","Saxony","lower secondary degree","","","",""
"Often","2011","Saxony","secondary school degree","","","",""
"Often","2011","Saxony","college entrance qualification","","","",""
"Often","2011","Saxony","Other degree","","","",""
"Often","2011","Saxony","no degree/no degree yet","","","",""
"Often","2011","Saxony-Anhalt","lower secondary degree","","","",""
"Often","2011","Saxony-Anhalt","secondary school degree","","","",""
"Often","2011","Saxony-Anhalt","college entrance qualification","","","",""
"Often","2011","Saxony-Anhalt","Other degree","","","",""
"Often","2011","Saxony-Anhalt","no degree/no degree yet","","","",""
"Often","2011","Thuringia","lower secondary degree","","","",""
"Often","2011","Thuringia","secondary school degree","","","",""
"Often","2011","Thuringia","college entrance qualification","","","",""
"Often","2011","Thuringia","Other degree","","","",""
"Often","2011","Thuringia","no degree/no degree yet","","","",""
"Sometimes","2011","Schleswig-Holstein","lower secondary degree","","","",""
"Sometimes","2011","Schleswig-Holstein","secondary school degree","","","",""
"Sometimes","2011","Schleswig-Holstein","college entrance qualification","","","",""
"Sometimes","2011","Schleswig-Holstein","Other degree","","","",""
"Sometimes","2011","Schleswig-Holstein","no degree/no degree yet","","","",""
"Sometimes","2011","Hamburg","lower secondary degree","","","",""
"Sometimes","2011","Hamburg","secondary school degree","","","",""
"Sometimes","2011","Hamburg","college entrance qualification","","","",""
"Sometimes","2011","Hamburg","Other degree","","","",""
"Sometimes","2011","Hamburg","no degree/no degree yet","","","",""
"Sometimes","2011","Lower Saxony","lower secondary degree","","","",""
"Sometimes","2011","Lower Saxony","secondary school degree","","","",""
"Sometimes","2011","Lower Saxony","college entrance qualification","","","",""
"Sometimes","2011","Lower Saxony","Other degree","","","",""
"Sometimes","2011","Lower Saxony","no degree/no degree yet","","","",""
"Sometimes","2011","Bremen","lower secondary degree","","","",""
"Sometimes","2011","Bremen","secondary school degree","","","",""
"Sometimes","2011","Bremen","college entrance qualification","","","",""
"Sometimes","2011","Bremen","Other degree","","","",""
"Sometimes","2011","Bremen","no degree/no degree yet","","","",""
"Sometimes","2011","North Rhine-Westphalia","lower secondary degree","","","",""
"Sometimes","2011","North Rhine-Westphalia","secondary school degree","","","",""
"Sometimes","2011","North Rhine-Westphalia","college entrance qualification","","","",""
"Sometimes","2011","North Rhine-Westphalia","Other degree","","","",""
"Sometimes","2011","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Sometimes","2011","Hesse","lower secondary degree","","","",""
"Sometimes","2011","Hesse","secondary school degree","","","",""
"Sometimes","2011","Hesse","college entrance qualification","","","",""
"Sometimes","2011","Hesse","Other degree","","","",""
"Sometimes","2011","Hesse","no degree/no degree yet","","","",""
"Sometimes","2011","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Sometimes","2011","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Sometimes","2011","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Sometimes","2011","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Sometimes","2011","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Sometimes","2011","Baden-Württemberg","lower secondary degree","","","",""
"Sometimes","2011","Baden-Württemberg","secondary school degree","","","",""
"Sometimes","2011","Baden-Württemberg","college entrance qualification","","","",""
"Sometimes","2011","Baden-Württemberg","Other degree","","","",""
"Sometimes","2011","Baden-Württemberg","no degree/no degree yet","","","",""
"Sometimes","2011","Bavaria","lower secondary degree","","","",""
"Sometimes","2011","Bavaria","secondary school degree","","","",""
"Sometimes","2011","Bavaria","college entrance qualification","","","",""
"Sometimes","2011","Bavaria","Other degree","","","",""
"Sometimes","2011","Bavaria","no degree/no degree yet","","","",""
"Sometimes","2011","Berlin","lower secondary degree","","","",""
"Sometimes","2011","Berlin","secondary school degree","","","",""
"Sometimes","2011","Berlin","college entrance qualification","","","",""
"Sometimes","2011","Berlin","Other degree","","","",""
"Sometimes","2011","Berlin","no degree/no degree yet","","","",""
"Sometimes","2011","Brandenburg","lower secondary degree","","","",""
"Sometimes","2011","Brandenburg","secondary school degree","","","",""
"Sometimes","2011","Brandenburg","college entrance qualification","","","",""
"Sometimes","2011","Brandenburg","Other degree","","","",""
"Sometimes","2011","Brandenburg","no degree/no degree yet","","","",""
"Sometimes","2011","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Sometimes","2011","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Sometimes","2011","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Sometimes","2011","Mecklenburg-Western Pomerania","Other degree","","","",""
"Sometimes","2011","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Sometimes","2011","Saxony","lower secondary degree","","","",""
"Sometimes","2011","Saxony","secondary school degree","","","",""
"Sometimes","2011","Saxony","college entrance qualification","","","",""
"Sometimes","2011","Saxony","Other degree","","","",""
"Sometimes","2011","Saxony","no degree/no degree yet","","","",""
"Sometimes","2011","Saxony-Anhalt","lower secondary degree","","","",""
"Sometimes","2011","Saxony-Anhalt","secondary school degree","","","",""
"Sometimes","2011","Saxony-Anhalt","college entrance qualification","","","",""
"Sometimes","2011","Saxony-Anhalt","Other degree","","","",""
"Sometimes","2011","Saxony-Anhalt","no degree/no degree yet","","","",""
"Sometimes","2011","Thuringia","lower secondary degree","","","",""
"Sometimes","2011","Thuringia","secondary school degree","","","",""
"Sometimes","2011","Thuringia","college entrance qualification","","","",""
"Sometimes","2011","Thuringia","Other degree","","","",""
"Sometimes","2011","Thuringia","no degree/no degree yet","","","",""
"Rarely","2011","Schleswig-Holstein","lower secondary degree","","","",""
"Rarely","2011","Schleswig-Holstein","secondary school degree","","","",""
"Rarely","2011","Schleswig-Holstein","college entrance qualification","","","",""
"Rarely","2011","Schleswig-Holstein","Other degree","","","",""
"Rarely","2011","Schleswig-Holstein","no degree/no degree yet","","","",""
"Rarely","2011","Hamburg","lower secondary degree","","","",""
"Rarely","2011","Hamburg","secondary school degree","","","",""
"Rarely","2011","Hamburg","college entrance qualification","","","",""
"Rarely","2011","Hamburg","Other degree","","","",""
"Rarely","2011","Hamburg","no degree/no degree yet","","","",""
"Rarely","2011","Lower Saxony","lower secondary degree","","","",""
"Rarely","2011","Lower Saxony","secondary school degree","","","",""
"Rarely","2011","Lower Saxony","college entrance qualification","","","",""
"Rarely","2011","Lower Saxony","Other degree","","","",""
"Rarely","2011","Lower Saxony","no degree/no degree yet","","","",""
"Rarely","2011","Bremen","lower secondary degree","","","",""
"Rarely","2011","Bremen","secondary school degree","","","",""
"Rarely","2011","Bremen","college entrance qualification","","","",""
"Rarely","2011","Bremen","Other degree","","","",""
"Rarely","2011","Bremen","no degree/no degree yet","","","",""
"Rarely","2011","North Rhine-Westphalia","lower secondary degree","","","",""
"Rarely","2011","North Rhine-Westphalia","secondary school degree","","","",""
"Rarely","2011","North Rhine-Westphalia","college entrance qualification","","","",""
"Rarely","2011","North Rhine-Westphalia","Other degree","","","",""
"Rarely","2011","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Rarely","2011","Hesse","lower secondary degree","","","",""
"Rarely","2011","Hesse","secondary school degree","","","",""
"Rarely","2011","Hesse","college entrance qualification","","","",""
"Rarely","2011","Hesse","Other degree","","","",""
"Rarely","2011","Hesse","no degree/no degree yet","","","",""
"Rarely","2011","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Rarely","2011","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Rarely","2011","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Rarely","2011","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Rarely","2011","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Rarely","2011","Baden-Württemberg","lower secondary degree","","","",""
"Rarely","2011","Baden-Württemberg","secondary school degree","","","",""
"Rarely","2011","Baden-Württemberg","college entrance qualification","","","",""
"Rarely","2011","Baden-Württemberg","Other degree","","","",""
"Rarely","2011","Baden-Württemberg","no degree/no degree yet","","","",""
"Rarely","2011","Bavaria","lower secondary degree","","","",""
"Rarely","2011","Bavaria","secondary school degree","","","",""
"Rarely","2011","Bavaria","college entrance qualification","","","",""
"Rarely","2011","Bavaria","Other degree","","","",""
"Rarely","2011","Bavaria","no degree/no degree yet","","","",""
"Rarely","2011","Berlin","lower secondary degree","","","",""
"Rarely","2011","Berlin","secondary school degree","","","",""
"Rarely","2011","Berlin","college entrance qualification","","","",""
"Rarely","2011","Berlin","Other degree","","","",""
"Rarely","2011","Berlin","no degree/no degree yet","","","",""
"Rarely","2011","Brandenburg","lower secondary degree","","","",""
"Rarely","2011","Brandenburg","secondary school degree","","","",""
"Rarely","2011","Brandenburg","college entrance qualification","","","",""
"Rarely","2011","Brandenburg","Other degree","","","",""
"Rarely","2011","Brandenburg","no degree/no degree yet","","","",""
"Rarely","2011","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Rarely","2011","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Rarely","2011","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Rarely","2011","Mecklenburg-Western Pomerania","Other degree","","","",""
"Rarely","2011","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Rarely","2011","Saxony","lower secondary degree","","","",""
"Rarely","2011","Saxony","secondary school degree","","","",""
"Rarely","2011","Saxony","college entrance qualification","","","",""
"Rarely","2011","Saxony","Other degree","","","",""
"Rarely","2011","Saxony","no degree/no degree yet","","","",""
"Rarely","2011","Saxony-Anhalt","lower secondary degree","","","",""
"Rarely","2011","Saxony-Anhalt","secondary school degree","","","",""
"Rarely","2011","Saxony-Anhalt","college entrance qualification","","","",""
"Rarely","2011","Saxony-Anhalt","Other degree","","","",""
"Rarely","2011","Saxony-Anhalt","no degree/no degree yet","","","",""
"Rarely","2011","Thuringia","lower secondary degree","","","",""
"Rarely","2011","Thuringia","secondary school degree","","","",""
"Rarely","2011","Thuringia","college entrance qualification","","","",""
"Rarely","2011","Thuringia","Other degree","","","",""
"Rarely","2011","Thuringia","no degree/no degree yet","","","",""
"Never","2011","Schleswig-Holstein","lower secondary degree","","","",""
"Never","2011","Schleswig-Holstein","secondary school degree","","","",""
"Never","2011","Schleswig-Holstein","college entrance qualification","","","",""
"Never","2011","Schleswig-Holstein","Other degree","","","",""
"Never","2011","Schleswig-Holstein","no degree/no degree yet","","","",""
"Never","2011","Hamburg","lower secondary degree","","","",""
"Never","2011","Hamburg","secondary school degree","","","",""
"Never","2011","Hamburg","college entrance qualification","","","",""
"Never","2011","Hamburg","Other degree","","","",""
"Never","2011","Hamburg","no degree/no degree yet","","","",""
"Never","2011","Lower Saxony","lower secondary degree","","","",""
"Never","2011","Lower Saxony","secondary school degree","","","",""
"Never","2011","Lower Saxony","college entrance qualification","","","",""
"Never","2011","Lower Saxony","Other degree","","","",""
"Never","2011","Lower Saxony","no degree/no degree yet","","","",""
