"pgfamstd","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"Widowed","1987","(Married) couple without C. ","indirect migration background","","","","","5"
"Widowed","1987","Single parent ","indirect migration background","","","","","5"
"Widowed","1987","(Married) couple without C. ","direct migration background","3","","","","5"
"Widowed","1987","Single parent ","no migration background","92","0.24285278092327","0.200935146015022","0.284770415831518","5"
"Widowed","1987","Single parent ","direct migration background","18","","","","5"
"Widowed","1987","1-pers.-HH","indirect migration background","1","","","","5"
"Widowed","1987","Couple + C. LE 16 ","direct migration background","1","","","","5"
"Widowed","1987","Couple + C. LE 16 ","indirect migration background","","","","","5"
"Widowed","1987","Couple + C. GT 16 ","no migration background","9","","","","5"
"Widowed","1987","Couple + C. GT 16 ","direct migration background","","","","","5"
"Widowed","1987","Couple + C. GT 16 ","indirect migration background","","","","","5"
"Widowed","1987","Couple + C. LE and GT 16","no migration background","2","","","","5"
"Widowed","1987","Couple + C. LE and GT 16","direct migration background","","","","","5"
"Widowed","1987","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"Divorced","1988","1-pers.-HH","no migration background","112","0.120726466751748","0.0989259045884655","0.142527028915031","4"
"Divorced","1988","1-pers.-HH","direct migration background","29","","","","4"
"Divorced","1988","1-pers.-HH","indirect migration background","2","","","","4"
"Divorced","1988","(Married) couple without C. ","no migration background","45","0.017619420445179","0.0116291548964239","0.0236096859939342","4"
"Divorced","1988","(Married) couple without C. ","direct migration background","7","","","","4"
"Divorced","1988","(Married) couple without C. ","indirect migration background","","","","","4"
"Divorced","1988","Single parent ","direct migration background","20","","","","4"
"Divorced","1988","Couple + C. LE 16 ","no migration background","9","","","","4"
"Divorced","1988","Single parent ","no migration background","72","0.178671475929717","0.14074948562343","0.216593466236004","4"
"Divorced","1988","Single parent ","indirect migration background","1","","","","4"
"Divorced","1988","Couple + C. LE 16 ","direct migration background","3","","","","4"
"Divorced","1988","Couple + C. LE 16 ","indirect migration background","","","","","4"
"Divorced","1988","Couple + C. GT 16 ","no migration background","12","","","","4"
"Divorced","1988","Couple + C. GT 16 ","direct migration background","3","","","","4"
"Divorced","1988","Couple + C. GT 16 ","indirect migration background","","","","","4"
"Divorced","1988","Couple + C. LE and GT 16","no migration background","2","","","","4"
"Divorced","1988","Couple + C. LE and GT 16","direct migration background","2","","","","4"
"Divorced","1988","Couple + C. LE and GT 16","indirect migration background","2","","","","4"
"Married","1988","1-pers.-HH","no migration background","","","","","1"
"Married","1988","1-pers.-HH","direct migration background","","","","","1"
"Married","1988","1-pers.-HH","indirect migration background","","","","","1"
"Married","1988","(Married) couple without C. ","no migration background","1548","0.863629830538841","0.848004331774661","0.879255329303022","1"
"Married","1988","(Married) couple without C. ","direct migration background","377","0.903030815515241","0.874628861465612","0.93143276956487","1"
"Married","1988","(Married) couple without C. ","indirect migration background","11","","","","1"
"Married","1988","Single parent ","no migration background","7","","","","1"
"Married","1988","Single parent ","direct migration background","5","","","","1"
"Married","1988","Single parent ","indirect migration background","1","","","","1"
"Married","1988","Couple + C. LE 16 ","no migration background","1377","0.969902020734067","0.961037225551006","0.978766815917128","1"
"Married","1988","Couple + C. LE 16 ","direct migration background","759","0.978620742838763","0.968423990807264","0.988817494870262","1"
"Married","1988","Couple + C. LE 16 ","indirect migration background","25","","","","1"
"Married","1988","Couple + C. GT 16 ","no migration background","921","0.580239672902969","0.556295909169142","0.604183436636796","1"
"Married","1988","Couple + C. GT 16 ","direct migration background","338","0.72794052558633","0.688416289321172","0.767464761851488","1"
"Married","1988","Couple + C. GT 16 ","indirect migration background","4","","","","1"
"Married","1988","Couple + C. LE and GT 16","no migration background","321","0.611019483535891","0.569862345999075","0.652176621072706","1"
"Married","1988","Couple + C. LE and GT 16","direct migration background","328","0.698405759897888","0.657810738683561","0.739000781112214","1"
"Married","1988","Couple + C. LE and GT 16","indirect migration background","3","","","","1"
"Married, but separated","1988","1-pers.-HH","no migration background","50","0.0509859065955313","0.0362673286837796","0.0657044845072831","2"
"Married, but separated","1988","Single parent ","direct migration background","17","","","","2"
"Married, but separated","1988","(Married) couple without C. ","no migration background","18","","","","2"
"Married, but separated","1988","(Married) couple without C. ","direct migration background","7","","","","2"
"Married, but separated","1988","Single parent ","indirect migration background","1","","","","2"
"Married, but separated","1988","Couple + C. LE 16 ","indirect migration background","","","","","2"
"Married, but separated","1988","1-pers.-HH","direct migration background","48","0.158047949024164","0.102722115290949","0.213373782757378","2"
"Married, but separated","1988","1-pers.-HH","indirect migration background","1","","","","2"
"Married, but separated","1988","(Married) couple without C. ","indirect migration background","","","","","2"
"Married, but separated","1988","Single parent ","no migration background","35","0.0927745933277404","0.064055072528261","0.12149411412722","2"
"Married, but separated","1988","Couple + C. LE 16 ","direct migration background","3","","","","2"
"Married, but separated","1988","Couple + C. GT 16 ","no migration background","7","","","","2"
"Married, but separated","1988","Couple + C. LE and GT 16","no migration background","5","","","","2"
"Married, but separated","1988","Couple + C. LE and GT 16","direct migration background","8","","","","2"
"Married, but separated","1988","Couple + C. LE 16 ","no migration background","20","","","","2"
"Married, but separated","1988","Couple + C. GT 16 ","direct migration background","8","","","","2"
"Married, but separated","1988","Couple + C. GT 16 ","indirect migration background","1","","","","2"
"Married, but separated","1988","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"Single","1988","1-pers.-HH","direct migration background","58","0.301226100188245","0.231642884907497","0.370809315468992","3"
"Single","1988","1-pers.-HH","indirect migration background","8","","","","3"
"Single","1988","Couple + C. GT 16 ","direct migration background","138","0.247412809462218","0.209088608228232","0.285737010696204","3"
"Single","1988","Couple + C. LE and GT 16","direct migration background","153","0.287336390616422","0.247310136108383","0.32736264512446","3"
"Single","1988","Couple + C. LE and GT 16","indirect migration background","52","0.904505731841013","0.828209168334213","0.980802295347813","3"
"Single","1988","1-pers.-HH","no migration background","337","0.364508915918657","0.332304660992272","0.396713170845041","3"
"Single","1988","(Married) couple without C. ","no migration background","209","0.0886006552347574","0.0756621768624077","0.101539133607107","3"
"Single","1988","Single parent ","direct migration background","35","0.340561491841608","0.246736188938991","0.434386794744224","3"
"Single","1988","Single parent ","indirect migration background","9","","","","3"
"Single","1988","Couple + C. LE 16 ","direct migration background","7","","","","3"
"Single","1988","Couple + C. LE 16 ","indirect migration background","2","","","","3"
"Single","1988","Couple + C. GT 16 ","no migration background","687","0.40721930994285","0.383382440400505","0.431056179485195","3"
"Single","1988","Couple + C. GT 16 ","indirect migration background","84","0.911205066960265","0.852109453849505","0.970300680071026","3"
"Single","1988","Couple + C. LE and GT 16","no migration background","208","0.36872803129584","0.327997972378381","0.409458090213298","3"
"Single","1988","(Married) couple without C. ","direct migration background","24","","","","3"
"Single","1988","(Married) couple without C. ","indirect migration background","5","","","","3"
"Single","1988","Single parent ","no migration background","190","0.479551616928191","0.430096461723286","0.529006772133096","3"
"Single","1988","Couple + C. LE 16 ","no migration background","19","","","","3"
