"pgfamstd","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Divorced","2003","35-65 y.","inadequately","13","","","","4"
"Divorced","2003","35-65 y.","vocational + Abi","41","0.102216670033409","0.0782553611119045","0.126177978954914","4"
"Divorced","2003","35-65 y.","higher vocational","107","0.118505966795553","0.0999544846323697","0.137057448958736","4"
"Divorced","2003","35-65 y.","higher education","249","0.112547179607224","0.101626177129022","0.123468182085425","4"
"Divorced","2003","66 and older","in school","","","","","4"
"Divorced","2003","66 and older","inadequately","2","","","","4"
"Divorced","2003","66 and older","vocational + Abi","5","","","","4"
"Divorced","2003","66 and older","higher vocational","14","","","","4"
"Divorced","2003","66 and older","higher education","29","","","","4"
"Divorced","2003","16-34 y.","in school","2","","","","4"
"Divorced","2003","16-34 y.","vocational + Abi","9","","","","4"
"Divorced","2003","16-34 y.","higher vocational","11","","","","4"
"Divorced","2003","16-34 y.","higher education","5","","","","4"
"Divorced","2003","35-65 y.","in school","","","","","4"
"Divorced","2003","16-34 y.","inadequately","3","","","","4"
"Divorced","2003","16-34 y.","general elemantary","20","","","","4"
"Divorced","2003","16-34 y.","middle vocational","72","0.0263544031484631","0.0203333767422784","0.0323754295546477","4"
"Married","2003","16-34 y.","in school","1","","","","1"
"Married","2003","66 and older","inadequately","34","0.63197032061824","0.50334070429908","0.760599936937401","1"
"Married","2003","16-34 y.","higher vocational","123","0.376124494926828","0.318767342029129","0.433481647824528","1"
"Married","2003","16-34 y.","higher education","192","0.322813189264639","0.284260582562248","0.36136579596703","1"
"Married","2003","35-65 y.","in school","","","","","1"
"Married","2003","35-65 y.","middle vocational","4943","0.70653007288473","0.69546030433045","0.71759984143901","1"
"Married","2003","35-65 y.","vocational + Abi","474","0.663060910995571","0.625674281243161","0.70044754074798","1"
"Married","2003","35-65 y.","higher vocational","920","0.724780958578295","0.699145479246985","0.750416437909605","1"
"Married","2003","35-65 y.","higher education","2524","0.6679836669456","0.651710008125614","0.684257325765587","1"
"Married","2003","66 and older","in school","","","","","1"
"Married","2003","66 and older","middle vocational","1222","0.573676822499279","0.551404719427929","0.595948925570629","1"
"Married","2003","16-34 y.","inadequately","25","","","","1"
"Married","2003","16-34 y.","general elemantary","185","0.164520011087784","0.141343464567279","0.18769655760829","1"
"Married","2003","16-34 y.","middle vocational","800","0.298429088502887","0.281230221012296","0.315627955993477","1"
"Married","2003","16-34 y.","vocational + Abi","138","0.332267567077289","0.288601956147786","0.375933178006792","1"
"Married","2003","66 and older","general elemantary","397","0.44220955626416","0.407400334722122","0.477018777806199","1"
"Married","2003","66 and older","vocational + Abi","65","0.512615384157542","0.415134573910811","0.610096194404273","1"
"Married","2003","66 and older","higher vocational","173","0.599678698652483","0.538575594257551","0.660781803047415","1"
"Married","2003","35-65 y.","inadequately","109","0.683804083896911","0.610124638370847","0.757483529422974","1"
"Married","2003","35-65 y.","general elemantary","727","0.689230579562615","0.660328347509195","0.718132811616036","1"
"Married","2003","66 and older","higher education","442","0.699108536909141","0.66158797095706","0.736629102861221","1"
"Married, but separated","2003","16-34 y.","in school","","","","","2"
"Married, but separated","2003","16-34 y.","inadequately","1","","","","2"
"Married, but separated","2003","16-34 y.","general elemantary","10","","","","2"
"Married, but separated","2003","16-34 y.","higher vocational","7","","","","2"
"Married, but separated","2003","16-34 y.","higher education","7","","","","2"
"Married, but separated","2003","35-65 y.","in school","","","","","2"
"Married, but separated","2003","35-65 y.","inadequately","2","","","","2"
"Married, but separated","2003","35-65 y.","vocational + Abi","12","","","","2"
"Married, but separated","2003","16-34 y.","middle vocational","46","0.0151282509491095","0.0105402057552478","0.0197162961429711","2"
"Married, but separated","2003","16-34 y.","vocational + Abi","6","","","","2"
"Married, but separated","2003","35-65 y.","general elemantary","31","0.0243580543358773","0.0147309316801377","0.0339851769916168","2"
"Married, but separated","2003","35-65 y.","middle vocational","195","0.0321624113724022","0.0278733036237212","0.0364515191210832","2"
"Married, but separated","2003","35-65 y.","higher vocational","32","0.0284825841746155","0.0189345534963448","0.0380306148528861","2"
"Married, but separated","2003","35-65 y.","higher education","80","0.0339677173734334","0.0277080455913826","0.0402273891554842","2"
"Married, but separated","2003","66 and older","in school","","","","","2"
"Married, but separated","2003","66 and older","inadequately","2","","","","2"
"Married, but separated","2003","66 and older","general elemantary","12","","","","2"
"Married, but separated","2003","66 and older","middle vocational","24","","","","2"
"Married, but separated","2003","66 and older","vocational + Abi","1","","","","2"
"Married, but separated","2003","66 and older","higher vocational","2","","","","2"
"Married, but separated","2003","66 and older","higher education","9","","","","2"
"Single","2003","16-34 y.","in school","614","0.990121087229795","0.982317321211917","0.997924853247673","3"
"Single","2003","16-34 y.","inadequately","35","0.539202121169712","0.417081463171122","0.661322779168301","3"
"Single","2003","16-34 y.","general elemantary","768","0.792003762370767","0.766631295502955","0.817376229238579","3"
"Single","2003","16-34 y.","middle vocational","1798","0.659853662076005","0.642046274848013","0.677661049303998","3"
"Single","2003","16-34 y.","vocational + Abi","294","0.637862109013783","0.593307286732837","0.682416931294728","3"
"Single","2003","16-34 y.","higher vocational","133","0.546969258362612","0.48802817619677","0.605910340528453","3"
"Single","2003","16-34 y.","higher education","361","0.657781781018522","0.618660204225591","0.696903357811453","3"
"Single","2003","35-65 y.","in school","","","","","3"
"Single","2003","35-65 y.","inadequately","21","","","","3"
"Single","2003","35-65 y.","general elemantary","58","0.0790389824330055","0.0621900934066396","0.0958878714593714","3"
"Single","2003","35-65 y.","middle vocational","500","0.104828719181371","0.0973816631281349","0.112275775234608","3"
"Single","2003","35-65 y.","vocational + Abi","78","0.185230761606679","0.154502515423353","0.215959007790005","3"
"Single","2003","35-65 y.","higher vocational","82","0.0991232834112237","0.0819711029704484","0.116275463851999","3"
"Single","2003","35-65 y.","higher education","311","0.166499074021818","0.153626022270965","0.179372125772671","3"
"Single","2003","66 and older","in school","","","","","3"
"Single","2003","66 and older","inadequately","3","","","","3"
"Single","2003","66 and older","general elemantary","18","","","","3"
"Single","2003","66 and older","middle vocational","61","0.0403656451724221","0.0315019064366413","0.0492293839082029","3"
"Single","2003","66 and older","vocational + Abi","2","","","","3"
"Single","2003","66 and older","higher vocational","5","","","","3"
"Single","2003","66 and older","higher education","24","","","","3"
"Widowed","2003","16-34 y.","vocational + Abi","","","","","5"
"Widowed","2003","16-34 y.","higher vocational","","","","","5"
"Widowed","2003","16-34 y.","higher education","","","","","5"
"Widowed","2003","35-65 y.","in school","","","","","5"
"Widowed","2003","35-65 y.","inadequately","8","","","","5"
"Widowed","2003","35-65 y.","general elemantary","67","0.0712201658410619","0.0551586010203818","0.087281730661742","5"
"Widowed","2003","35-65 y.","middle vocational","214","0.0368295216813986","0.0322508338667132","0.0414082094960841","5"
"Widowed","2003","16-34 y.","in school","","","","","5"
"Widowed","2003","16-34 y.","inadequately","","","","","5"
"Widowed","2003","16-34 y.","general elemantary","","","","","5"
"Widowed","2003","16-34 y.","middle vocational","3","","","","5"
"Widowed","2003","35-65 y.","vocational + Abi","9","","","","5"
"Widowed","2003","35-65 y.","higher vocational","25","","","","5"
"Widowed","2003","35-65 y.","higher education","53","0.0190023620519247","0.0142843359891676","0.0237203881146819","5"
"Widowed","2003","66 and older","in school","","","","","5"
"Widowed","2003","66 and older","inadequately","13","","","","5"
"Widowed","2003","66 and older","general elemantary","327","0.478126907839771","0.443116371834618","0.513137443844925","5"
"Widowed","2003","66 and older","middle vocational","517","0.330127764972871","0.308949268827492","0.35130626111825","5"
"Widowed","2003","66 and older","vocational + Abi","28","","","","5"
"Widowed","2003","66 and older","higher vocational","53","0.264995199013516","0.20995706451213","0.320033333514901","5"
"Widowed","2003","66 and older","higher education","70","0.14249358100987","0.113897370522328","0.171089791497412","5"
"Divorced","2004","35-65 y.","general elemantary","106","0.144683853098755","0.121815256277971","0.16755244991954","4"
"Divorced","2004","35-65 y.","middle vocational","658","0.124933667835572","0.116755366996218","0.133111968674926","4"
"Divorced","2004","66 and older","general elemantary","32","0.043859350521481","0.0293763191882264","0.0583423818547356","4"
"Divorced","2004","66 and older","middle vocational","80","0.0464683926933288","0.0371613182899433","0.0557754670967143","4"
"Divorced","2004","16-34 y.","in school","1","","","","4"
"Divorced","2004","16-34 y.","general elemantary","18","","","","4"
"Divorced","2004","16-34 y.","middle vocational","56","0.0184227108165626","0.0132013056153415","0.0236441160177838","4"
"Divorced","2004","35-65 y.","inadequately","11","","","","4"
"Divorced","2004","35-65 y.","vocational + Abi","47","0.111314047838809","0.0864766050130619","0.136151490664556","4"
"Divorced","2004","35-65 y.","higher vocational","104","0.114191169945751","0.0956720902801008","0.132710249611401","4"
"Divorced","2004","35-65 y.","higher education","246","0.117586451836599","0.10629632354285","0.128876580130348","4"
"Divorced","2004","66 and older","in school","","","","","4"
"Divorced","2004","66 and older","inadequately","3","","","","4"
"Divorced","2004","66 and older","vocational + Abi","5","","","","4"
"Divorced","2004","66 and older","higher vocational","14","","","","4"
"Divorced","2004","66 and older","higher education","36","0.0812334916716041","0.0597983709175937","0.102668612425615","4"
"Divorced","2004","16-34 y.","higher vocational","9","","","","4"
"Divorced","2004","16-34 y.","higher education","3","","","","4"
"Divorced","2004","16-34 y.","vocational + Abi","10","","","","4"
"Divorced","2004","35-65 y.","in school","","","","","4"
"Divorced","2004","16-34 y.","inadequately","2","","","","4"
"Married","2004","66 and older","in school","","","","","1"
"Married","2004","66 and older","inadequately","33","0.599992020899573","0.469327320871915","0.730656720927231","1"
"Married","2004","16-34 y.","in school","","","","","1"
"Married","2004","16-34 y.","middle vocational","687","0.267187970589153","0.250006785169675","0.28436915600863","1"
"Married","2004","16-34 y.","vocational + Abi","134","0.286685850926561","0.244904220513859","0.328467481339263","1"
"Married","2004","16-34 y.","higher vocational","117","0.3660545043485","0.306812455411862","0.425296553285138","1"
"Married","2004","16-34 y.","higher education","175","0.29313093415718","0.254914500704795","0.331347367609565","1"
"Married","2004","35-65 y.","in school","","","","","1"
"Married","2004","35-65 y.","general elemantary","663","0.676289588797555","0.645872977070105","0.706706200525005","1"
"Married","2004","35-65 y.","middle vocational","4724","0.697065619149749","0.685699453958118","0.70843178434138","1"
"Married","2004","35-65 y.","vocational + Abi","465","0.654030018554901","0.616465676625922","0.69159436048388","1"
"Married","2004","35-65 y.","higher vocational","889","0.725196793440315","0.699202861849099","0.751190725031531","1"
"Married","2004","35-65 y.","higher education","2424","0.654842950537386","0.638179647108836","0.671506253965935","1"
"Married","2004","66 and older","general elemantary","386","0.431754158255954","0.396723049866249","0.466785266645658","1"
"Married","2004","66 and older","higher education","478","0.683475438206807","0.646981480841806","0.719969395571808","1"
"Married","2004","66 and older","vocational + Abi","66","0.526631800798009","0.428279715287824","0.624983886308194","1"
"Married","2004","66 and older","higher vocational","184","0.644424452699486","0.585671465827364","0.703177439571607","1"
"Married","2004","66 and older","middle vocational","1289","0.581687600422606","0.559877277999413","0.6034979228458","1"
"Married","2004","16-34 y.","general elemantary","170","0.155438456492889","0.131884653509187","0.17899225947659","1"
"Married","2004","16-34 y.","inadequately","20","","","","1"
"Married","2004","35-65 y.","inadequately","103","0.700202178359257","0.625108040171864","0.775296316546651","1"
"Married, but separated","2004","16-34 y.","in school","","","","","2"
"Married, but separated","2004","16-34 y.","inadequately","","","","","2"
"Married, but separated","2004","16-34 y.","general elemantary","8","","","","2"
"Married, but separated","2004","16-34 y.","higher vocational","3","","","","2"
"Married, but separated","2004","16-34 y.","higher education","7","","","","2"
"Married, but separated","2004","35-65 y.","in school","","","","","2"
"Married, but separated","2004","35-65 y.","inadequately","4","","","","2"
"Married, but separated","2004","35-65 y.","vocational + Abi","14","","","","2"
"Married, but separated","2004","35-65 y.","higher vocational","34","0.0318719458155561","0.0216436370938718","0.0421002545372403","2"
"Married, but separated","2004","35-65 y.","higher education","88","0.0368505825052564","0.0302474021091909","0.0434537629013219","2"
"Married, but separated","2004","66 and older","in school","","","","","2"
"Married, but separated","2004","66 and older","inadequately","2","","","","2"
"Married, but separated","2004","66 and older","general elemantary","12","","","","2"
"Married, but separated","2004","66 and older","middle vocational","25","","","","2"
"Married, but separated","2004","66 and older","vocational + Abi","1","","","","2"
"Married, but separated","2004","16-34 y.","middle vocational","40","0.0204003032515446","0.0149113312964946","0.0258892752065945","2"
"Married, but separated","2004","16-34 y.","vocational + Abi","3","","","","2"
"Married, but separated","2004","35-65 y.","general elemantary","29","","","","2"
"Married, but separated","2004","35-65 y.","middle vocational","183","0.0333841471258178","0.0289409053157514","0.0378273889358842","2"
"Married, but separated","2004","66 and older","higher vocational","1","","","","2"
"Married, but separated","2004","66 and older","higher education","10","","","","2"
"Single","2004","16-34 y.","in school","634","0.997835550371158","0.994220915313663","1.00145018542865","3"
"Single","2004","16-34 y.","inadequately","37","0.692713462405077","0.574987929195552","0.810438995614601","3"
"Single","2004","16-34 y.","general elemantary","712","0.80147920158857","0.775548439270594","0.827409963906545","3"
"Single","2004","16-34 y.","middle vocational","1761","0.693656247733971","0.675757401211481","0.711555094256461","3"
"Single","2004","16-34 y.","vocational + Abi","303","0.669147991388304","0.625674971359078","0.712621011417529","3"
"Single","2004","16-34 y.","higher vocational","125","0.567826167088639","0.506905006584098","0.628747327593181","3"
"Single","2004","16-34 y.","higher education","360","0.679246954483209","0.64005931679151","0.718434592174907","3"
"Single","2004","35-65 y.","in school","","","","","3"
"Single","2004","35-65 y.","inadequately","19","","","","3"
"Single","2004","35-65 y.","general elemantary","53","0.079236141987046","0.0616770545210959","0.0967952294529962","3"
"Single","2004","35-65 y.","middle vocational","516","0.11009226568041","0.102350255378016","0.117834275982804","3"
"Single","2004","66 and older","middle vocational","66","0.0449172574813205","0.0357593989913805","0.0540751159712604","3"
"Single","2004","66 and older","vocational + Abi","2","","","","3"
"Single","2004","66 and older","higher vocational","8","","","","3"
"Single","2004","35-65 y.","vocational + Abi","81","0.181647669144816","0.151200788023794","0.212094550265837","3"
"Single","2004","35-65 y.","higher vocational","81","0.100042045046238","0.0825703304566641","0.117513759635813","3"
"Single","2004","35-65 y.","higher education","314","0.170156058305068","0.156985442766024","0.183326673844113","3"
"Single","2004","66 and older","in school","","","","","3"
"Single","2004","66 and older","inadequately","1","","","","3"
"Single","2004","66 and older","general elemantary","16","","","","3"
"Single","2004","66 and older","higher education","27","","","","3"
"Widowed","2004","16-34 y.","vocational + Abi","","","","","5"
"Widowed","2004","16-34 y.","higher vocational","","","","","5"
"Widowed","2004","16-34 y.","higher education","","","","","5"
"Widowed","2004","35-65 y.","in school","","","","","5"
"Widowed","2004","35-65 y.","inadequately","6","","","","5"
"Widowed","2004","35-65 y.","general elemantary","58","0.0733747292731115","0.0564238794847789","0.090325579061444","5"
"Widowed","2004","35-65 y.","middle vocational","198","0.0345243002084515","0.030008487042835","0.039040113374068","5"
"Widowed","2004","66 and older","higher education","73","0.133688972379925","0.106987174137781","0.160390770622068","5"
"Widowed","2004","16-34 y.","in school","","","","","5"
"Widowed","2004","16-34 y.","inadequately","","","","","5"
"Widowed","2004","16-34 y.","general elemantary","1","","","","5"
"Widowed","2004","16-34 y.","middle vocational","4","","","","5"
"Widowed","2004","35-65 y.","vocational + Abi","9","","","","5"
"Widowed","2004","35-65 y.","higher vocational","25","","","","5"
"Widowed","2004","35-65 y.","higher education","55","0.0205639568156907","0.0155897305892086","0.0255381830421727","5"
"Widowed","2004","66 and older","in school","","","","","5"
"Widowed","2004","66 and older","inadequately","15","","","","5"
"Widowed","2004","66 and older","general elemantary","322","0.487310976645207","0.451960311671015","0.522661641619399","5"
"Widowed","2004","66 and older","middle vocational","505","0.312396683791914","0.29190446413455","0.332888903449277","5"
"Widowed","2004","66 and older","vocational + Abi","25","","","","5"
"Widowed","2004","66 and older","higher vocational","48","0.216218495009024","0.165691679607757","0.26674531041029","5"
"Divorced","2005","16-34 y.","higher vocational","8","","","","4"
"Divorced","2005","35-65 y.","middle vocational","662","0.135707440155194","0.127007578105961","0.144407302204427","4"
"Divorced","2005","35-65 y.","higher education","234","0.113424269811711","0.102040711979125","0.124807827644296","4"
"Divorced","2005","66 and older","in school","","","","","4"
"Divorced","2005","66 and older","inadequately","3","","","","4"
"Divorced","2005","66 and older","general elemantary","31","0.0460728668257593","0.0309374437105638","0.0612082899409548","4"
"Divorced","2005","66 and older","middle vocational","76","0.0448160609712329","0.0356657111809461","0.0539664107615198","4"
"Divorced","2005","66 and older","higher vocational","15","","","","4"
"Divorced","2005","66 and older","higher education","39","0.0882853107847967","0.0667059909229015","0.109864630646692","4"
"Divorced","2005","16-34 y.","general elemantary","19","","","","4"
"Divorced","2005","16-34 y.","middle vocational","49","0.020664860860849","0.0149021172795015","0.0264276044421964","4"
"Divorced","2005","16-34 y.","vocational + Abi","8","","","","4"
"Divorced","2005","16-34 y.","higher education","5","","","","4"
"Divorced","2005","35-65 y.","in school","","","","","4"
"Divorced","2005","35-65 y.","inadequately","11","","","","4"
"Divorced","2005","35-65 y.","general elemantary","95","0.150585665822278","0.126269270868753","0.174902060775804","4"
"Divorced","2005","35-65 y.","vocational + Abi","50","0.116322350110005","0.090561029209388","0.142083671010623","4"
"Divorced","2005","35-65 y.","higher vocational","105","0.119862749160895","0.100677309772063","0.139048188549726","4"
"Divorced","2005","66 and older","vocational + Abi","6","","","","4"
"Divorced","2005","16-34 y.","in school","1","","","","4"
"Divorced","2005","16-34 y.","inadequately","2","","","","4"
"Married","2005","16-34 y.","general elemantary","136","0.139905849533288","0.116405393200285","0.163406305866291","1"
"Married","2005","16-34 y.","middle vocational","610","0.258565948070591","0.240829391310001","0.276302504831182","1"
"Married","2005","16-34 y.","vocational + Abi","143","0.338946707166464","0.294667506034525","0.383225908298403","1"
"Married","2005","16-34 y.","higher vocational","102","0.434585536030689","0.36738139431388","0.501789677747498","1"
"Married","2005","16-34 y.","higher education","147","0.278013843612731","0.239617055892292","0.31641063133317","1"
"Married","2005","35-65 y.","in school","","","","","1"
"Married","2005","35-65 y.","inadequately","95","0.67781238609098","0.598091834301922","0.757532937880038","1"
"Married","2005","35-65 y.","general elemantary","609","0.678683385202395","0.646933089145293","0.710433681259497","1"
"Married","2005","35-65 y.","middle vocational","4414","0.684541478549676","0.672736881534303","0.696346075565049","1"
"Married","2005","35-65 y.","vocational + Abi","432","0.634371432875487","0.595674060450527","0.673068805300447","1"
"Married","2005","35-65 y.","higher vocational","856","0.716899525218159","0.690288973630222","0.743510076806096","1"
"Married","2005","35-65 y.","higher education","2285","0.650379468552777","0.63326162792187","0.667497309183684","1"
"Married","2005","66 and older","in school","","","","","1"
"Married","2005","66 and older","inadequately","32","0.562312829570585","0.42615773144569","0.698467927695479","1"
"Married","2005","66 and older","general elemantary","367","0.434213438447849","0.39842915780272","0.469997719092979","1"
"Married","2005","66 and older","middle vocational","1287","0.581154298667417","0.559334531710657","0.602974065624177","1"
"Married","2005","66 and older","vocational + Abi","68","0.512484629707836","0.415003179203575","0.609966080212097","1"
"Married","2005","66 and older","higher vocational","177","0.650827890889245","0.592086979351655","0.709568802426835","1"
"Married","2005","66 and older","higher education","504","0.668467095577694","0.632660140799918","0.70427405035547","1"
"Married","2005","16-34 y.","in school","1","","","","1"
"Married","2005","16-34 y.","inadequately","22","","","","1"
"Married, but separated","2005","66 and older","higher vocational","1","","","","2"
"Married, but separated","2005","66 and older","higher education","10","","","","2"
"Married, but separated","2005","35-65 y.","vocational + Abi","18","","","","2"
"Married, but separated","2005","35-65 y.","higher education","97","0.0435327191005561","0.0362076781098449","0.0508577600912673","2"
"Married, but separated","2005","66 and older","in school","","","","","2"
"Married, but separated","2005","66 and older","inadequately","3","","","","2"
"Married, but separated","2005","35-65 y.","general elemantary","32","0.0347316681278263","0.0222826691999927","0.0471806670556598","2"
"Married, but separated","2005","35-65 y.","middle vocational","176","0.0322597162882226","0.0277713340883854","0.0367480984880598","2"
"Married, but separated","2005","35-65 y.","inadequately","4","","","","2"
"Married, but separated","2005","16-34 y.","general elemantary","12","","","","2"
"Married, but separated","2005","16-34 y.","middle vocational","33","0.0148082646399009","0.00991543778172009","0.0197010914980817","2"
"Married, but separated","2005","16-34 y.","vocational + Abi","5","","","","2"
"Married, but separated","2005","35-65 y.","in school","","","","","2"
"Married, but separated","2005","35-65 y.","higher vocational","25","","","","2"
"Married, but separated","2005","66 and older","general elemantary","10","","","","2"
"Married, but separated","2005","66 and older","middle vocational","29","","","","2"
"Married, but separated","2005","66 and older","vocational + Abi","1","","","","2"
"Married, but separated","2005","16-34 y.","higher vocational","2","","","","2"
"Married, but separated","2005","16-34 y.","higher education","7","","","","2"
"Married, but separated","2005","16-34 y.","in school","","","","","2"
"Married, but separated","2005","16-34 y.","inadequately","1","","","","2"
"Single","2005","35-65 y.","higher education","314","0.174276383958134","0.160658685098471","0.187894082817796","3"
"Single","2005","16-34 y.","in school","647","0.996260059140076","0.991563882004961","1.00095623627519","3"
"Single","2005","16-34 y.","general elemantary","669","0.803261524167768","0.776330151116175","0.830192897219361","3"
"Single","2005","16-34 y.","middle vocational","1644","0.701178248216233","0.682635773077621","0.719720723354845","3"
"Single","2005","16-34 y.","higher vocational","97","0.511176196112178","0.443406360523121","0.578946031701235","3"
"Single","2005","16-34 y.","higher education","364","0.694668829475068","0.655198411634381","0.734139247315755","3"
"Single","2005","35-65 y.","in school","","","","","3"
"Single","2005","35-65 y.","inadequately","17","","","","3"
"Single","2005","35-65 y.","general elemantary","49","0.079169798761512","0.0608121470063659","0.097527450516658","3"
"Single","2005","35-65 y.","middle vocational","513","0.115226429912118","0.107115469656408","0.123337390167829","3"
"Single","2005","35-65 y.","vocational + Abi","88","0.205441455499362","0.172977861301374","0.23790504969735","3"
"Single","2005","35-65 y.","higher vocational","91","0.112826279119102","0.0941382329240096","0.131514325314194","3"
"Single","2005","66 and older","in school","","","","","3"
"Single","2005","66 and older","inadequately","","","","","3"
"Single","2005","66 and older","general elemantary","17","","","","3"
"Single","2005","66 and older","middle vocational","68","0.0444725846547774","0.0353557283324656","0.0535894409770892","3"
"Single","2005","66 and older","vocational + Abi","1","","","","3"
"Single","2005","66 and older","higher vocational","10","","","","3"
"Single","2005","16-34 y.","vocational + Abi","283","0.625811398551109","0.580544280859116","0.671078516243103","3"
"Single","2005","16-34 y.","inadequately","38","0.601541277163065","0.480647985576172","0.722434568749957","3"
"Single","2005","66 and older","higher education","27","","","","3"
"Widowed","2005","16-34 y.","vocational + Abi","","","","","5"
"Widowed","2005","16-34 y.","higher vocational","","","","","5"
"Widowed","2005","16-34 y.","higher education","","","","","5"
"Widowed","2005","35-65 y.","in school","","","","","5"
"Widowed","2005","35-65 y.","inadequately","5","","","","5"
"Widowed","2005","35-65 y.","general elemantary","46","0.0568294820859886","0.0410885829290011","0.0725703812429761","5"
"Widowed","2005","35-65 y.","middle vocational","188","0.0322649350947894","0.0277762019596627","0.0367536682299161","5"
"Widowed","2005","66 and older","higher education","84","0.152655305560941","0.125299465240918","0.180011145880964","5"
"Widowed","2005","16-34 y.","in school","","","","","5"
"Widowed","2005","16-34 y.","inadequately","","","","","5"
"Widowed","2005","16-34 y.","general elemantary","1","","","","5"
"Widowed","2005","16-34 y.","middle vocational","5","","","","5"
"Widowed","2005","35-65 y.","vocational + Abi","7","","","","5"
"Widowed","2005","35-65 y.","higher vocational","24","","","","5"
"Widowed","2005","35-65 y.","higher education","51","0.0183871585768227","0.0135644110233861","0.0232099061302593","5"
"Widowed","2005","66 and older","in school","","","","","5"
"Widowed","2005","66 and older","inadequately","13","","","","5"
"Widowed","2005","66 and older","general elemantary","312","0.478337146360218","0.442272941809766","0.514401350910669","5"
"Widowed","2005","66 and older","middle vocational","504","0.312421510631875","0.291923630268373","0.332919390995376","5"
"Widowed","2005","66 and older","vocational + Abi","25","","","","5"
"Widowed","2005","66 and older","higher vocational","50","0.216631094348713","0.165869951449567","0.267392237247859","5"
"Divorced","2006","16-34 y.","general elemantary","21","","","","4"
"Divorced","2006","16-34 y.","middle vocational","54","0.0225478687191786","0.0166047477288726","0.0284909897094847","4"
"Divorced","2006","16-34 y.","higher vocational","5","","","","4"
"Divorced","2006","16-34 y.","higher education","6","","","","4"
"Divorced","2006","35-65 y.","in school","","","","","4"
"Divorced","2006","35-65 y.","inadequately","12","","","","4"
"Divorced","2006","35-65 y.","general elemantary","92","0.132124810726903","0.109453402050254","0.154796219403552","4"
"Divorced","2006","35-65 y.","higher vocational","112","0.122756264177551","0.103831125596996","0.141681402758106","4"
"Divorced","2006","35-65 y.","middle vocational","742","0.142847765940341","0.134258150841692","0.151437381038989","4"
"Divorced","2006","16-34 y.","vocational + Abi","12","","","","4"
"Divorced","2006","35-65 y.","vocational + Abi","55","0.109188680803451","0.0852863149362931","0.133091046670609","4"
"Divorced","2006","35-65 y.","higher education","278","0.11869934109705","0.107496617296167","0.129902064897932","4"
"Divorced","2006","66 and older","in school","","","","","4"
"Divorced","2006","66 and older","inadequately","2","","","","4"
"Divorced","2006","66 and older","middle vocational","94","0.04838911016278","0.0396515818970434","0.0571266384285165","4"
"Divorced","2006","66 and older","vocational + Abi","8","","","","4"
"Divorced","2006","66 and older","higher vocational","19","","","","4"
"Divorced","2006","66 and older","higher education","43","0.0825857409100379","0.063547553570733","0.101623928249343","4"
"Divorced","2006","66 and older","general elemantary","37","0.0499779019459526","0.0351717469344494","0.0647840569574558","4"
"Divorced","2006","16-34 y.","in school","1","","","","4"
"Divorced","2006","16-34 y.","inadequately","1","","","","4"
"Married","2006","16-34 y.","general elemantary","125","0.143558296485567","0.120013694942697","0.167102898028437","1"
"Married","2006","16-34 y.","middle vocational","625","0.263685051092991","0.246045454958996","0.281324647226986","1"
"Married","2006","16-34 y.","vocational + Abi","142","0.32110144688291","0.278058455470286","0.364144438295533","1"
"Married","2006","16-34 y.","higher vocational","93","0.432375746113981","0.361747516022442","0.503003976205521","1"
"Married","2006","16-34 y.","higher education","170","0.29359452173202","0.25633878568862","0.330850257775419","1"
"Married","2006","35-65 y.","in school","2","","","","1"
"Married","2006","35-65 y.","inadequately","88","0.682902456005849","0.601970132840224","0.763834779171475","1"
"Married","2006","35-65 y.","general elemantary","637","0.705041193767092","0.674509871754851","0.735572515779333","1"
"Married","2006","35-65 y.","middle vocational","4686","0.673591043695394","0.662080729415049","0.68510135797574","1"
"Married","2006","35-65 y.","vocational + Abi","473","0.659490599574156","0.623172085252183","0.695809113896128","1"
"Married","2006","35-65 y.","higher vocational","872","0.674375298770959","0.647350243103536","0.701400354438381","1"
"Married","2006","35-65 y.","higher education","2413","0.643233653720143","0.626641080346616","0.659826227093669","1"
"Married","2006","66 and older","in school","1","","","","1"
"Married","2006","66 and older","inadequately","35","0.51914318100544","0.389436564766782","0.648849797244098","1"
"Married","2006","66 and older","general elemantary","405","0.396169822187329","0.362935675668725","0.429403968705933","1"
"Married","2006","66 and older","middle vocational","1530","0.574444793341649","0.554312781504803","0.594576805178495","1"
"Married","2006","66 and older","vocational + Abi","74","0.536529424598992","0.443762222658732","0.629296626539251","1"
"Married","2006","66 and older","higher vocational","217","0.648027987582148","0.594949462841587","0.70110651232271","1"
"Married","2006","66 and older","higher education","602","0.6534541381857","0.62054032246352","0.68636795390788","1"
"Married","2006","16-34 y.","in school","","","","","1"
"Married","2006","16-34 y.","inadequately","15","","","","1"
"Married, but separated","2006","35-65 y.","inadequately","4","","","","2"
"Married, but separated","2006","35-65 y.","general elemantary","42","0.0464147014814267","0.0323294296022865","0.0604999733605668","2"
"Married, but separated","2006","35-65 y.","higher education","93","0.035603195181135","0.0291850461661898","0.0420213441960802","2"
"Married, but separated","2006","16-34 y.","higher vocational","2","","","","2"
"Married, but separated","2006","35-65 y.","in school","","","","","2"
"Married, but separated","2006","66 and older","in school","","","","","2"
"Married, but separated","2006","16-34 y.","general elemantary","4","","","","2"
