"pgfamstd","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Married, but separated","2006","no migration background","Urban Area","261","0.0238162701697379","0.0210969945121436","0.0265355458273321","2"
"Married, but separated","2006","direct migration background","Urban Area","85","0.0453903716022589","0.0361678973263036","0.0546128458782142","2"
"Married, but separated","2006","no migration background","Rural Area","118","0.0204496055681328","0.0171238299190654","0.0237753812172002","2"
"Married, but separated","2006","direct migration background","Rural Area","16","","","","2"
"Married, but separated","2006","indirect migration background","Urban Area","13","","","","2"
"Married, but separated","2006","indirect migration background","Rural Area","2","","","","2"
"Single","2006","no migration background","Urban Area","2941","0.265568856402103","0.257692693454924","0.273445019349283","3"
"Single","2006","no migration background","Rural Area","1693","0.269918195866618","0.259486883925471","0.280349507807765","3"
"Single","2006","direct migration background","Urban Area","251","0.153382282092256","0.137416729589646","0.169347834594867","3"
"Single","2006","direct migration background","Rural Area","56","0.137135718343882","0.104772644438186","0.169498792249578","3"
"Single","2006","indirect migration background","Urban Area","444","0.629851537288433","0.594992015990471","0.664711058586394","3"
"Single","2006","indirect migration background","Rural Area","89","0.740981156734088","0.664486327366423","0.817475986101752","3"
"Widowed","2006","no migration background","Urban Area","837","0.0994344139853764","0.0940976670282771","0.104771160942476","5"
"Widowed","2006","no migration background","Rural Area","516","0.0925288241560364","0.0857196878088493","0.0993379605032236","5"
"Widowed","2006","direct migration background","Urban Area","89","0.0455670134029789","0.036327466363117","0.0548065604428408","5"
"Widowed","2006","direct migration background","Rural Area","35","0.0921732404793599","0.0649583153239407","0.119388165634779","5"
"Widowed","2006","indirect migration background","Urban Area","4","","","","5"
"Widowed","2006","indirect migration background","Rural Area","","","","","5"
"Divorced","2007","no migration background","Urban Area","860","0.0947483198399699","0.0893554153221855","0.100141224357754","4"
"Divorced","2007","direct migration background","Urban Area","100","0.0770639222416208","0.0645473267582395","0.0895805177250022","4"
"Divorced","2007","no migration background","Rural Area","510","0.0882039035328145","0.0813423454324103","0.0950654616332186","4"
"Divorced","2007","indirect migration background","Urban Area","31","0.0406816820107563","0.0262817725515629","0.0550815914699497","4"
"Divorced","2007","direct migration background","Rural Area","25","","","","4"
"Divorced","2007","indirect migration background","Rural Area","5","","","","4"
"Married","2007","no migration background","Urban Area","6672","0.511531086693345","0.502326447204954","0.520735726181736","1"
"Married","2007","no migration background","Rural Area","3815","0.52020501415847","0.508117274507479","0.53229275380946","1"
"Married","2007","direct migration background","Urban Area","1256","0.67806522402708","0.656137450727577","0.699992997326584","1"
"Married","2007","direct migration background","Rural Area","284","0.656625661234626","0.609975902861834","0.703275419607418","1"
"Married","2007","indirect migration background","Urban Area","229","0.311965461845593","0.278194975137494","0.345735948553693","1"
"Married","2007","indirect migration background","Rural Area","32","0.278288195653238","0.198436397062182","0.358139994244294","1"
"Married, but separated","2007","no migration background","Urban Area","241","0.0232823812284072","0.0205055434343437","0.0260592190224707","2"
"Married, but separated","2007","no migration background","Rural Area","114","0.0208248734957745","0.0173698472537398","0.0242798997378091","2"
"Married, but separated","2007","direct migration background","Urban Area","76","0.0520474881125015","0.0416226809801786","0.0624722952448244","2"
"Married, but separated","2007","direct migration background","Rural Area","14","","","","2"
"Married, but separated","2007","indirect migration background","Urban Area","12","","","","2"
"Married, but separated","2007","indirect migration background","Rural Area","4","","","","2"
"Single","2007","no migration background","Urban Area","2790","0.274954603474567","0.266732832024862","0.283176374924273","3"
"Single","2007","no migration background","Rural Area","1639","0.278597626519383","0.267750680783509","0.289444572255256","3"
"Single","2007","direct migration background","Urban Area","226","0.145669684161295","0.1291130387096","0.16222632961299","3"
"Single","2007","direct migration background","Rural Area","44","0.121585480207726","0.0894786696826183","0.153692290732834","3"
"Single","2007","indirect migration background","Urban Area","448","0.624202518984094","0.588898948297208","0.659506089670981","3"
"Single","2007","indirect migration background","Rural Area","80","0.630647359189885","0.544653131424038","0.716641586955731","3"
"Widowed","2007","no migration background","Urban Area","766","0.0954836087637104","0.0900720181402998","0.100895199387121","5"
"Widowed","2007","no migration background","Rural Area","484","0.0921685822935589","0.0851697749970196","0.0991673895900981","5"
"Widowed","2007","direct migration background","Urban Area","86","0.0471536814575026","0.0372054911753629","0.0571018717396424","5"
"Widowed","2007","direct migration background","Rural Area","31","0.0878808591457237","0.0600658320872479","0.1156958862042","5"
"Widowed","2007","indirect migration background","Urban Area","3","","","","5"
"Widowed","2007","indirect migration background","Rural Area","","","","","5"
"Divorced","2008","no migration background","Urban Area","828","0.096784581283361","0.0911829518311849","0.102386210735537","4"
"Divorced","2008","no migration background","Rural Area","497","0.0903070374905016","0.083153525127373","0.0974605498536303","4"
"Divorced","2008","direct migration background","Urban Area","91","0.0751296592795999","0.0620698433472933","0.0881894752119066","4"
"Divorced","2008","direct migration background","Rural Area","22","","","","4"
"Divorced","2008","indirect migration background","Urban Area","30","0.0472146428706184","0.0315694243991561","0.0628598613420806","4"
"Divorced","2008","indirect migration background","Rural Area","4","","","","4"
"Married","2008","no migration background","Urban Area","6261","0.502528522275272","0.493055685181822","0.512001359368723","1"
"Married","2008","no migration background","Rural Area","3611","0.51980088843018","0.507331639311408","0.532270137548952","1"
"Married","2008","direct migration background","Urban Area","1123","0.677066171758109","0.653899521171754","0.700232822344463","1"
"Married","2008","direct migration background","Rural Area","260","0.674402828570363","0.625310450279681","0.723495206861046","1"
"Married","2008","indirect migration background","Urban Area","226","0.312388610859616","0.278201305810024","0.346575915909207","1"
"Married","2008","indirect migration background","Rural Area","34","0.242647692808209","0.167195075722644","0.318100309893773","1"
"Married, but separated","2008","no migration background","Rural Area","108","0.0212251565505501","0.0176278457041463","0.0248224673969538","2"
"Married, but separated","2008","no migration background","Urban Area","229","0.0218169102301413","0.0190491891891164","0.0245846312711662","2"
"Married, but separated","2008","direct migration background","Urban Area","63","0.0433271925671902","0.0332404041836727","0.0534139809507077","2"
"Married, but separated","2008","direct migration background","Rural Area","13","","","","2"
"Married, but separated","2008","indirect migration background","Rural Area","5","","","","2"
"Married, but separated","2008","indirect migration background","Urban Area","9","","","","2"
"Single","2008","no migration background","Urban Area","2633","0.281377702795788","0.272858267640936","0.289897137950641","3"
"Single","2008","no migration background","Rural Area","1485","0.276591858798038","0.265427789868233","0.287755927727843","3"
"Single","2008","direct migration background","Urban Area","206","0.152623235784612","0.134806032952597","0.170440438616626","3"
"Single","2008","direct migration background","Rural Area","33","0.119958085835447","0.0859187944231305","0.153997377247764","3"
"Single","2008","indirect migration background","Urban Area","437","0.623746031989311","0.588011328507082","0.659480735471541","3"
"Single","2008","indirect migration background","Rural Area","81","0.675376808346635","0.592962979422183","0.757790637271088","3"
"Widowed","2008","no migration background","Rural Area","466","0.0920750587307302","0.0848588831390023","0.0992912343224582","5"
"Widowed","2008","no migration background","Urban Area","751","0.0974922834154368","0.0918724143042387","0.103112152526635","5"
"Widowed","2008","direct migration background","Urban Area","82","0.0518537406104897","0.0408682708355063","0.0628392103854732","5"
"Widowed","2008","direct migration background","Rural Area","22","","","","5"
"Widowed","2008","indirect migration background","Urban Area","4","","","","5"
"Widowed","2008","indirect migration background","Rural Area","","","","","5"
"Divorced","2009","no migration background","Rural Area","488","0.0897053300005129","0.082390768969103","0.0970198910319228","4"
"Divorced","2009","no migration background","Urban Area","795","0.0952481103202237","0.0894982285273178","0.10099799211313","4"
"Divorced","2009","direct migration background","Urban Area","80","0.0756455371311736","0.0615555654771029","0.0897355087852443","4"
"Divorced","2009","direct migration background","Rural Area","18","","","","4"
"Divorced","2009","indirect migration background","Urban Area","25","","","","4"
"Divorced","2009","indirect migration background","Rural Area","8","","","","4"
"Married","2009","no migration background","Urban Area","5744","0.493824889181397","0.484032179854236","0.503617598508558","1"
"Married","2009","no migration background","Rural Area","3454","0.526783211950241","0.51400311411015","0.539563309790331","1"
"Married","2009","direct migration background","Urban Area","966","0.675918385946273","0.65097970269103","0.700857069201515","1"
"Married","2009","direct migration background","Rural Area","241","0.686287443148082","0.635289400404791","0.737285485891372","1"
"Married","2009","indirect migration background","Urban Area","199","0.278723954192021","0.243712051064952","0.313735857319091","1"
"Married","2009","indirect migration background","Rural Area","33","0.237742788568948","0.163705470644455","0.31178010649344","1"
"Married, but separated","2009","no migration background","Urban Area","232","0.0234967429874243","0.0205298173301325","0.0264636686447161","2"
"Married, but separated","2009","no migration background","Rural Area","98","0.022747573861933","0.0189311283654248","0.0265640193584413","2"
"Married, but separated","2009","direct migration background","Urban Area","51","0.0357298012645633","0.0258394010546771","0.0456202014744495","2"
"Married, but separated","2009","indirect migration background","Urban Area","15","","","","2"
"Married, but separated","2009","direct migration background","Rural Area","11","","","","2"
"Married, but separated","2009","indirect migration background","Rural Area","2","","","","2"
"Single","2009","no migration background","Urban Area","2517","0.289856427754061","0.280969932138493","0.298742923369629","3"
"Single","2009","no migration background","Rural Area","1378","0.271650072123226","0.260264284020259","0.283035860226194","3"
"Single","2009","direct migration background","Urban Area","179","0.155175493527057","0.135882749063513","0.174468237990602","3"
"Single","2009","direct migration background","Rural Area","29","","","","3"
"Single","2009","indirect migration background","Rural Area","84","0.679593022480286","0.598436829020823","0.760749215939749","3"
"Single","2009","indirect migration background","Urban Area","388","0.656491654321392","0.619409832099562","0.693573476543222","3"
"Widowed","2009","no migration background","Urban Area","725","0.0975738297568934","0.0917616572038491","0.103386002309938","5"
"Widowed","2009","no migration background","Rural Area","445","0.0891138120640874","0.0818210387661439","0.0964065853620309","5"
"Widowed","2009","direct migration background","Urban Area","77","0.057530782130933","0.045123321120089","0.069938243141777","5"
"Widowed","2009","direct migration background","Rural Area","19","","","","5"
"Widowed","2009","indirect migration background","Urban Area","3","","","","5"
"Widowed","2009","indirect migration background","Rural Area","","","","","5"
"Divorced","2010","no migration background","Urban Area","1135","0.100958500907424","0.0957158969187918","0.106201104896056","4"
"Divorced","2010","direct migration background","Urban Area","142","0.0752641699455898","0.064463672334909","0.0860646675562706","4"
"Divorced","2010","no migration background","Rural Area","658","0.0915563032060608","0.0850380338485942","0.0980745725635274","4"
"Divorced","2010","indirect migration background","Urban Area","53","0.0382089020886324","0.0264097236399747","0.0500080805372901","4"
"Divorced","2010","direct migration background","Rural Area","33","0.0720611747193093","0.0516901390898892","0.0924322103487295","4"
"Divorced","2010","indirect migration background","Rural Area","15","","","","4"
"Married","2010","no migration background","Urban Area","7370","0.482293336945782","0.473598063466325","0.490988610425239","1"
"Married","2010","no migration background","Rural Area","4503","0.527965669814888","0.516682560250179","0.539248779379598","1"
"Married","2010","direct migration background","Urban Area","1734","0.689879631390489","0.67094344187345","0.708815820907529","1"
"Married","2010","direct migration background","Rural Area","464","0.689019388730649","0.652553639218021","0.725485138243278","1"
"Married","2010","indirect migration background","Urban Area","446","0.261967477063672","0.234903566321545","0.289031387805799","1"
"Married","2010","indirect migration background","Rural Area","83","0.188246381497038","0.135872273501127","0.240620489492948","1"
"Married, but separated","2010","no migration background","Urban Area","345","0.0274079636225759","0.0245668442809833","0.0302490829641685","2"
"Married, but separated","2010","direct migration background","Urban Area","68","0.0331451054521211","0.0258163346995365","0.0404738762047056","2"
"Married, but separated","2010","no migration background","Rural Area","140","0.0191720851844524","0.0160727378110458","0.022271432557859","2"
"Married, but separated","2010","indirect migration background","Urban Area","17","","","","2"
"Married, but separated","2010","direct migration background","Rural Area","20","","","","2"
"Married, but separated","2010","indirect migration background","Rural Area","3","","","","2"
"Single","2010","no migration background","Urban Area","3128","0.293351670586236","0.285428815934521","0.30127452523795","3"
"Single","2010","direct migration background","Urban Area","272","0.147748368689296","0.133221030319526","0.162275707059066","3"
"Single","2010","no migration background","Rural Area","1782","0.273651614343106","0.263575092148939","0.283728136537273","3"
"Single","2010","direct migration background","Rural Area","81","0.14655139968705","0.11869105808661","0.17441174128749","3"
"Single","2010","indirect migration background","Urban Area","494","0.673610703053585","0.644750355457283","0.702471050649886","3"
"Single","2010","indirect migration background","Rural Area","110","0.746649306301104","0.688377217465086","0.804921395137123","3"
"Widowed","2010","no migration background","Urban Area","708","0.0959885279379824","0.09086248341354","0.101114572462425","5"
"Widowed","2010","no migration background","Rural Area","437","0.0876543274514929","0.081262786735078","0.0940458681679078","5"
"Widowed","2010","direct migration background","Urban Area","76","0.0539627245225034","0.0447127221734203","0.0632127268715865","5"
"Widowed","2010","direct migration background","Rural Area","21","","","","5"
"Widowed","2010","indirect migration background","Urban Area","4","","","","5"
"Widowed","2010","indirect migration background","Rural Area","3","","","","5"
"Divorced","2011","no migration background","Urban Area","1366","0.0979053162972642","0.0931468893318331","0.102663743262695","4"
"Divorced","2011","no migration background","Rural Area","821","0.0929936537561653","0.0870360953848097","0.0989512121275209","4"
"Divorced","2011","direct migration background","Urban Area","174","0.0740354022673894","0.0637222914971694","0.0843485130376093","4"
"Divorced","2011","direct migration background","Rural Area","56","0.0800279838465006","0.0610347766430096","0.0990211910499916","4"
"Divorced","2011","indirect migration background","Urban Area","75","0.040792051421714","0.0292791252042877","0.0523049776391402","4"
"Divorced","2011","indirect migration background","Rural Area","13","","","","4"
"Married","2011","no migration background","Urban Area","8688","0.486261514457432","0.478258746794976","0.494264282119888","1"
"Married","2011","no migration background","Rural Area","5484","0.533065644699069","0.522831424692842","0.543299864705295","1"
"Married","2011","direct migration background","Urban Area","1820","0.675616384644693","0.657176749977341","0.694056019312046","1"
"Married","2011","direct migration background","Rural Area","571","0.682865449527361","0.650290825709331","0.715440073345392","1"
"Married","2011","indirect migration background","Urban Area","453","0.259763672479212","0.234241598169766","0.285285746788659","1"
"Married","2011","indirect migration background","Rural Area","99","0.197647911626726","0.149519799609206","0.245776023644245","1"
"Married, but separated","2011","no migration background","Urban Area","410","0.0242174733425933","0.0217561133201467","0.0266788333650399","2"
"Married, but separated","2011","no migration background","Rural Area","185","0.018413629333018","0.0156557805749823","0.0211714780910536","2"
"Married, but separated","2011","direct migration background","Urban Area","79","0.0363207997215258","0.0289516612935909","0.0436899381494606","2"
"Married, but separated","2011","direct migration background","Rural Area","21","","","","2"
"Married, but separated","2011","indirect migration background","Rural Area","6","","","","2"
"Married, but separated","2011","indirect migration background","Urban Area","20","","","","2"
"Single","2011","no migration background","Urban Area","3633","0.298135895830826","0.290811566579429","0.305460225082222","3"
"Single","2011","no migration background","Rural Area","2091","0.268109792445878","0.259022891499813","0.277196693391944","3"
"Single","2011","direct migration background","Urban Area","310","0.159975589069842","0.145536307569971","0.174414870569714","3"
"Single","2011","direct migration background","Rural Area","101","0.146094433337408","0.121370827211929","0.170818039462888","3"
"Single","2011","indirect migration background","Urban Area","580","0.668215345773237","0.64081046393638","0.695620227610094","3"
"Single","2011","indirect migration background","Rural Area","141","0.745276714610806","0.692618841126036","0.797934588095576","3"
"Widowed","2011","no migration background","Urban Area","887","0.0934798000718851","0.0888187707049515","0.0981408294388187","5"
"Widowed","2011","no migration background","Rural Area","548","0.0874172797658695","0.0816233763389088","0.0932111831928301","5"
"Widowed","2011","direct migration background","Urban Area","93","0.0540518242965491","0.0451452310098136","0.0629584175832846","5"
"Widowed","2011","direct migration background","Rural Area","35","0.0690757770771931","0.0513252965360589","0.0868262576183273","5"
"Widowed","2011","indirect migration background","Urban Area","6","","","","5"
"Widowed","2011","indirect migration background","Rural Area","4","","","","5"
"Divorced","2012","no migration background","Rural Area","860","0.0970141123199076","0.0909322993086512","0.103095925331164","4"
"Divorced","2012","no migration background","Urban Area","1408","0.097460457502041","0.0926586745901685","0.102262240413914","4"
"Divorced","2012","direct migration background","Urban Area","170","0.0786084539037575","0.0675713080908058","0.0896455997167091","4"
"Divorced","2012","direct migration background","Rural Area","55","0.080477361801468","0.0613499741375283","0.0996047494654077","4"
"Divorced","2012","indirect migration background","Urban Area","77","0.0406465949978804","0.0290297552766246","0.0522634347191363","4"
"Divorced","2012","indirect migration background","Rural Area","15","","","","4"
"Married","2012","no migration background","Urban Area","8352","0.494619960269595","0.486525273624602","0.502714646914588","1"
"Married","2012","no migration background","Rural Area","5427","0.537606705428605","0.527361675604924","0.547851735252286","1"
"Married","2012","direct migration background","Urban Area","1671","0.675477362486685","0.656276181589283","0.694678543384087","1"
"Married","2012","direct migration background","Rural Area","562","0.674085917651861","0.641128985956022","0.707042849347699","1"
"Married","2012","indirect migration background","Urban Area","452","0.286506949690089","0.259908945154503","0.313104954225676","1"
"Married","2012","indirect migration background","Rural Area","98","0.251546239679148","0.198702978600548","0.304389500757748","1"
"Married, but separated","2012","no migration background","Urban Area","393","0.0232757862050288","0.0208346425542572","0.0257169298558004","2"
"Married, but separated","2012","no migration background","Rural Area","183","0.0178845174181378","0.0151612203623498","0.0206078144739258","2"
"Married, but separated","2012","direct migration background","Rural Area","26","","","","2"
"Married, but separated","2012","direct migration background","Urban Area","83","0.0382197759499492","0.0303568890080695","0.0460826628918289","2"
"Married, but separated","2012","indirect migration background","Urban Area","23","","","","2"
"Married, but separated","2012","indirect migration background","Rural Area","5","","","","2"
"Single","2012","no migration background","Urban Area","3641","0.298306713749973","0.290899406587092","0.305714020912854","3"
"Single","2012","no migration background","Rural Area","2080","0.261867764968338","0.252833699542151","0.270901830394526","3"
"Single","2012","direct migration background","Urban Area","277","0.153293566934885","0.138518534741244","0.168068599128526","3"
"Single","2012","direct migration background","Rural Area","99","0.160769810226977","0.134942428561814","0.186597191892141","3"
"Single","2012","indirect migration background","Rural Area","138","0.689403621959453","0.633048527397917","0.745758716520989","3"
"Single","2012","indirect migration background","Urban Area","550","0.644832014904062","0.616678877298104","0.67298515251002","3"
"Widowed","2012","no migration background","Urban Area","861","0.0863370822733631","0.0817898528864404","0.0908843116602858","5"
"Widowed","2012","no migration background","Rural Area","548","0.0856268998650115","0.07987724262245","0.0913765571075731","5"
"Widowed","2012","direct migration background","Urban Area","83","0.054400840724723","0.0450992680064681","0.0637024134429779","5"
"Widowed","2012","direct migration background","Rural Area","35","0.0569355433016095","0.0406425827983958","0.0732285038048232","5"
"Widowed","2012","indirect migration background","Urban Area","8","","","","5"
"Widowed","2012","indirect migration background","Rural Area","3","","","","5"
"Divorced","2013","no migration background","Urban Area","1380","0.0974944846925788","0.092575796402483","0.102413172982675","4"
"Divorced","2013","no migration background","Rural Area","833","0.0991732572183413","0.0928517593317738","0.105494755104909","4"
"Divorced","2013","direct migration background","Urban Area","357","0.0826963525766221","0.0749482039536277","0.0904445011996165","4"
"Divorced","2013","direct migration background","Rural Area","100","0.0937045338400092","0.0792062219376734","0.108202845742345","4"
"Divorced","2013","indirect migration background","Urban Area","90","0.0363983203921034","0.0278550984567131","0.0449415423274936","4"
"Divorced","2013","indirect migration background","Rural Area","15","","","","4"
"Married","2013","no migration background","Urban Area","7846","0.494408800628722","0.486118368009103","0.502699233248341","1"
"Married","2013","no migration background","Rural Area","5043","0.529649089873436","0.519092900256955","0.540205279489917","1"
"Married","2013","direct migration background","Urban Area","3392","0.644473161312951","0.631007216860048","0.657939105765855","1"
"Married","2013","direct migration background","Rural Area","1098","0.644605923884861","0.620793452508898","0.668418395260824","1"
"Married","2013","indirect migration background","Urban Area","687","0.28854578224271","0.267877085790584","0.309214478694836","1"
"Married","2013","indirect migration background","Rural Area","127","0.248492288675232","0.204986037311807","0.291998540038657","1"
"Married, but separated","2013","no migration background","Urban Area","382","0.0225042373680446","0.0200448669982139","0.0249636077378752","2"
"Married, but separated","2013","direct migration background","Urban Area","145","0.0335532296648317","0.0284873561822705","0.038619103147393","2"
"Married, but separated","2013","no migration background","Rural Area","203","0.0226409147987035","0.01949478862689","0.025787040970517","2"
"Married, but separated","2013","direct migration background","Rural Area","31","0.0305468739642449","0.0219853904103951","0.0391083575180948","2"
"Married, but separated","2013","indirect migration background","Urban Area","26","","","","2"
"Married, but separated","2013","indirect migration background","Rural Area","5","","","","2"
"Single","2013","no migration background","Urban Area","3532","0.294697695612486","0.287137894568748","0.302257496656224","3"
"Single","2013","no migration background","Rural Area","1992","0.261618002139044","0.252322423367725","0.270913580910364","3"
"Single","2013","direct migration background","Urban Area","833","0.193923799538825","0.182801315012611","0.205046284065039","3"
"Single","2013","direct migration background","Rural Area","277","0.174894373705324","0.155995108204729","0.193793639205919","3"
"Single","2013","indirect migration background","Urban Area","1033","0.652037978678412","0.63030923527167","0.673766722085154","3"
"Single","2013","indirect migration background","Rural Area","229","0.716833829852028","0.671475357846849","0.762192301857208","3"
"Widowed","2013","no migration background","Urban Area","831","0.0908947816981684","0.0861281576965702","0.0956614056997666","5"
"Widowed","2013","no migration background","Rural Area","517","0.0869187359704749","0.0809605577483434","0.0928769141926064","5"
"Widowed","2013","direct migration background","Urban Area","127","0.0453534569067696","0.0394998344957164","0.0512070793178227","5"
"Widowed","2013","direct migration background","Rural Area","46","0.0562482946055605","0.0447856246734653","0.0677109645376556","5"
"Widowed","2013","indirect migration background","Urban Area","10","","","","5"
"Widowed","2013","indirect migration background","Rural Area","3","","","","5"
"Divorced","2014","no migration background","Urban Area","1252","0.0997278966102862","0.0945301405064156","0.104925652714157","4"
"Divorced","2014","no migration background","Rural Area","750","0.101149897258876","0.0944771349095455","0.107822659608206","4"
"Divorced","2014","direct migration background","Urban Area","291","0.0852368330411594","0.0764438492999756","0.0940298167823433","4"
"Divorced","2014","direct migration background","Rural Area","84","0.0961671331200794","0.0800600753189501","0.112274190921209","4"
"Divorced","2014","indirect migration background","Urban Area","77","0.0398761209380782","0.0302066253966103","0.049545616479546","4"
"Divorced","2014","indirect migration background","Rural Area","11","","","","4"
"Married","2014","no migration background","Urban Area","7157","0.492505820400624","0.483833368746062","0.501178272055185","1"
"Married","2014","no migration background","Rural Area","4612","0.523692907679553","0.51264039125803","0.534745424101075","1"
"Married","2014","direct migration background","Urban Area","2688","0.629686514894515","0.614480505906266","0.644892523882763","1"
"Married","2014","direct migration background","Rural Area","907","0.647144520233305","0.621037464892487","0.673251575574124","1"
"Married","2014","indirect migration background","Urban Area","577","0.265765135267131","0.243935311251629","0.287594959282634","1"
"Married","2014","indirect migration background","Rural Area","116","0.246238493365772","0.201359675368195","0.291117311363349","1"
"Married, but separated","2014","no migration background","Urban Area","326","0.0240294122474462","0.0213729074168129","0.0266859170780795","2"
"Married, but separated","2014","no migration background","Rural Area","172","0.0221518418628122","0.0188948255723365","0.025408858153288","2"
"Married, but separated","2014","direct migration background","Urban Area","106","0.0353069907290516","0.0294954243813667","0.0411185570767364","2"
"Married, but separated","2014","indirect migration background","Urban Area","22","","","","2"
"Married, but separated","2014","direct migration background","Rural Area","26","","","","2"
"Married, but separated","2014","indirect migration background","Rural Area","7","","","","2"
"Single","2014","no migration background","Urban Area","3240","0.291523766782539","0.283640244539228","0.29940728902585","3"
"Single","2014","no migration background","Rural Area","1804","0.263480882026113","0.253732200901546","0.273229563150679","3"
"Single","2014","direct migration background","Urban Area","683","0.207990031723645","0.195209325060193","0.220770738387097","3"
"Single","2014","direct migration background","Rural Area","227","0.171593562922497","0.150995278720623","0.192191847124371","3"
"Single","2014","indirect migration background","Urban Area","888","0.669133733594312","0.645881405755304","0.692386061433321","3"
"Single","2014","indirect migration background","Rural Area","215","0.701945769354406","0.654297636632346","0.749593902076466","3"
"Widowed","2014","no migration background","Urban Area","791","0.0922131039591048","0.087194199295571","0.0972320086226386","5"
"Widowed","2014","no migration background","Rural Area","506","0.0895244711726468","0.0832064028285481","0.0958425395167454","5"
"Widowed","2014","direct migration background","Urban Area","106","0.041779629611629","0.0354790097901779","0.0480802494330801","5"
"Widowed","2014","direct migration background","Rural Area","43","0.054580559103325","0.0421700364424556","0.0669910817641943","5"
"Widowed","2014","indirect migration background","Urban Area","9","","","","5"
"Widowed","2014","indirect migration background","Rural Area","5","","","","5"
"Divorced","2015","no migration background","Urban Area","1209","0.104738696430855","0.0992895525108529","0.110187840350858","4"
"Divorced","2015","no migration background","Rural Area","728","0.108528190580993","0.101484921265149","0.115571459896837","4"
"Divorced","2015","direct migration background","Urban Area","262","0.0772847113258076","0.0694483828465937","0.0851210398050214","4"
"Divorced","2015","indirect migration background","Urban Area","63","0.0331869020948734","0.0239798519706085","0.0423939522191383","4"
"Divorced","2015","direct migration background","Rural Area","79","0.101730305514113","0.0864730658401464","0.116987545188079","4"
"Divorced","2015","indirect migration background","Rural Area","12","","","","4"
"Married","2015","no migration background","Urban Area","6753","0.484759907509659","0.475866504739178","0.493653310280141","1"
"Married","2015","no migration background","Rural Area","4359","0.510997583873636","0.499678425603533","0.522316742143739","1"
"Married","2015","direct migration background","Urban Area","2955","0.624614550221472","0.610405117328936","0.638823983114008","1"
"Married","2015","direct migration background","Rural Area","1025","0.581051478569264","0.556149431103605","0.605953526034922","1"
"Married","2015","indirect migration background","Urban Area","527","0.257271824689598","0.234803176162917","0.279740473216279","1"
"Married","2015","indirect migration background","Rural Area","113","0.263014333914786","0.216353309700303","0.30967535812927","1"
"Married, but separated","2015","no migration background","Urban Area","286","0.0221664107096104","0.0195465394338466","0.0247862819853741","2"
"Married, but separated","2015","no migration background","Rural Area","160","0.0209942097814998","0.0177478877203248","0.0242405318426748","2"
"Married, but separated","2015","direct migration background","Urban Area","150","0.0421790624831764","0.0362808202601016","0.0480773047062511","2"
"Married, but separated","2015","direct migration background","Rural Area","51","0.0400055620232009","0.0301145218295927","0.0498966022168092","2"
"Married, but separated","2015","indirect migration background","Urban Area","31","0.0247976408052738","0.0168044819928664","0.0327907996176812","2"
"Married, but separated","2015","indirect migration background","Rural Area","5","","","","2"
"Single","2015","no migration background","Urban Area","3128","0.297122785125887","0.288990595426693","0.305254974825082","3"
"Single","2015","no migration background","Rural Area","1748","0.267015866714533","0.256998235770058","0.277033497659007","3"
"Single","2015","direct migration background","Urban Area","1003","0.21488851083084","0.202835258626341","0.226941763035339","3"
"Single","2015","direct migration background","Rural Area","312","0.215497095747123","0.194744835320208","0.236249356174038","3"
"Single","2015","indirect migration background","Rural Area","207","0.68500870487752","0.635778418825309","0.734238990929732","3"
"Single","2015","indirect migration background","Urban Area","823","0.674384961847554","0.650298553022588","0.69847137067252","3"
"Widowed","2015","no migration background","Urban Area","755","0.0912122002239874","0.0860888092400321","0.0963355912079427","5"
"Widowed","2015","no migration background","Rural Area","497","0.0924641490493389","0.0859046935451621","0.0990236045535157","5"
"Widowed","2015","direct migration background","Urban Area","91","0.0410331651387036","0.0352121157742293","0.0468542145031778","5"
"Widowed","2015","direct migration background","Rural Area","41","0.0617155581463","0.0495701529505145","0.0738609633420855","5"
"Widowed","2015","indirect migration background","Urban Area","10","","","","5"
"Widowed","2015","indirect migration background","Rural Area","5","","","","5"
"Divorced","2016","no migration background","Urban Area","1131","0.101917848073051","0.0963389338766446","0.107496762269458","4"
"Divorced","2016","no migration background","Rural Area","679","0.112568973364603","0.105148364928986","0.119989581800219","4"
"Divorced","2016","direct migration background","Urban Area","296","0.0805435306849084","0.0739776959835587","0.0871093653862581","4"
"Divorced","2016","direct migration background","Rural Area","114","0.102941280786027","0.0913735427030563","0.114509018868997","4"
"Divorced","2016","indirect migration background","Rural Area","11","","","","4"
"Divorced","2016","indirect migration background","Urban Area","54","0.0315240796715795","0.0221895770318368","0.0408585823113223","4"
"Married","2016","no migration background","Urban Area","6230","0.478041151676431","0.468829928586793","0.487252374766069","1"
"Married","2016","direct migration background","Urban Area","4223","0.62187277293835","0.610172963904739","0.633572581971961","1"
"Married","2016","no migration background","Rural Area","4057","0.50779916353083","0.49606154413283","0.51953678292883","1"
"Married","2016","direct migration background","Rural Area","1631","0.595413050694671","0.576729546373924","0.614096555015417","1"
"Married","2016","indirect migration background","Urban Area","479","0.258441155753865","0.235053903077576","0.281828408430155","1"
"Married","2016","indirect migration background","Rural Area","117","0.296915226503512","0.247915355260157","0.345915097746866","1"
"Married, but separated","2016","no migration background","Urban Area","269","0.0230309440222901","0.0202648763519765","0.0257970116926037","2"
