"pgfamstd","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Single","2005","1-pers.-HH","1234","0.434937384010344","0.416980779740848","0.452893988279841","3"
"Single","2005","(Married) couple without C. ","864","0.116842297123226","0.109340633414977","0.124343960831476","3"
"Single","2005","Single parent ","528","0.484848123177639","0.455447461521285","0.514248784833993","3"
"Single","2005","Couple + C. LE 16 ","345","0.0994907579357678","0.0898760293329643","0.109105486538571","3"
"Single","2005","Couple + C. GT 16 ","1426","0.400542715258369","0.384665642822789","0.41641978769395","3"
"Single","2005","Couple + C. LE and GT 16","636","0.384754268171786","0.361673654148197","0.407834882195374","3"
"Widowed","2005","1-pers.-HH","948","0.321268806930787","0.30435482978136","0.338182784080213","5"
"Widowed","2005","(Married) couple without C. ","126","0.0178625450086223","0.014769428903377","0.0209556611138676","5"
"Widowed","2005","Single parent ","139","0.0978621398762944","0.0803825833390747","0.115341696413514","5"
"Widowed","2005","Couple + C. LE 16 ","4","","","","5"
"Widowed","2005","Couple + C. GT 16 ","12","","","","5"
"Widowed","2005","Couple + C. LE and GT 16","7","","","","5"
"Divorced","2006","1-pers.-HH","657","0.196905417781322","0.183343972214984","0.21046686334766","4"
"Divorced","2006","(Married) couple without C. ","315","0.0377701861303718","0.033558051097387","0.0419823211633567","4"
"Divorced","2006","Single parent ","341","0.305691267512921","0.279743867353108","0.331638667672733","4"
"Divorced","2006","Couple + C. LE 16 ","127","0.0375623758028951","0.0316186414362932","0.043506110169497","4"
"Divorced","2006","Couple + C. GT 16 ","84","0.0192026377057173","0.014835775215759","0.0235695001956755","4"
"Divorced","2006","Couple + C. LE and GT 16","39","0.0275691260328738","0.01960332049865","0.0355349315670977","4"
"Married","2006","1-pers.-HH","1","","","","1"
"Married","2006","(Married) couple without C. ","6455","0.814657539381554","0.806072084284606","0.823242994478502","1"
"Married","2006","Single parent ","8","","","","1"
"Married","2006","Couple + C. LE 16 ","3391","0.855762972775638","0.844780207643289","0.866745737907987","1"
"Married","2006","Couple + C. GT 16 ","2199","0.569232512896334","0.553475795892634","0.584989229900034","1"
"Married","2006","Couple + C. LE and GT 16","951","0.56587796214014","0.541764690529486","0.589991233750794","1"
"Married, but separated","2006","1-pers.-HH","194","0.0561686032480209","0.0483164670058451","0.0640207394901967","2"
"Married, but separated","2006","(Married) couple without C. ","78","0.0104545984677706","0.00820730463711469","0.0127018922984264","2"
"Married, but separated","2006","Single parent ","144","0.104757937606579","0.0875098984729055","0.122005976740252","2"
"Married, but separated","2006","Couple + C. LE 16 ","28","","","","2"
"Married, but separated","2006","Couple + C. GT 16 ","26","","","","2"
"Married, but separated","2006","Couple + C. LE and GT 16","14","","","","2"
"Single","2006","1-pers.-HH","1347","0.425830905118692","0.408968003772341","0.442693806465044","3"
"Single","2006","(Married) couple without C. ","892","0.12139487285676","0.114179058403013","0.128610687310506","3"
"Single","2006","Single parent ","574","0.489020006894151","0.460865930725546","0.517174083062755","3"
"Single","2006","Couple + C. LE 16 ","380","0.0972478021620879","0.0879854616325444","0.106510142691631","3"
"Single","2006","Couple + C. GT 16 ","1475","0.401949187024277","0.386348129162265","0.417550244886289","3"
"Single","2006","Couple + C. LE and GT 16","614","0.399273481936458","0.375446860402773","0.423100103470143","3"
"Widowed","2006","1-pers.-HH","1104","0.320049354230023","0.304140424004382","0.335958284455665","5"
"Widowed","2006","Single parent ","144","0.0972910239491515","0.0805998729150377","0.113982174983265","5"
"Widowed","2006","(Married) couple without C. ","129","0.015722803163544","0.0129742001459304","0.0184714061811576","5"
"Widowed","2006","Couple + C. LE 16 ","5","","","","5"
"Widowed","2006","Couple + C. GT 16 ","10","","","","5"
"Widowed","2006","Couple + C. LE and GT 16","5","","","","5"
"Divorced","2007","(Married) couple without C. ","298","0.0377648484577208","0.033411271782632","0.0421184251328095","4"
"Divorced","2007","1-pers.-HH","664","0.209472999641626","0.195232893989683","0.22371310529357","4"
"Divorced","2007","Single parent ","310","0.273418184523704","0.247702318976172","0.299134050071236","4"
"Divorced","2007","Couple + C. LE 16 ","125","0.0406777309346657","0.0342122092730913","0.0471432525962402","4"
"Divorced","2007","Couple + C. GT 16 ","83","0.0189767802171294","0.0145660423623237","0.0233875180719352","4"
"Divorced","2007","Couple + C. LE and GT 16","29","","","","4"
"Married","2007","1-pers.-HH","","","","","1"
"Married","2007","(Married) couple without C. ","6024","0.810614500006626","0.801666164442334","0.819562835570918","1"
"Married","2007","Single parent ","6","","","","1"
"Married","2007","Couple + C. LE 16 ","3055","0.846063975950257","0.834252214077551","0.857875737822962","1"
"Married","2007","Couple + C. GT 16 ","2118","0.562200537614054","0.546162782422064","0.578238292806043","1"
"Married","2007","Couple + C. LE and GT 16","878","0.576888804807225","0.551718379893512","0.602059229720938","1"
"Married, but separated","2007","1-pers.-HH","184","0.0563110431410316","0.0482442289354574","0.0643778573466058","2"
"Married, but separated","2007","(Married) couple without C. ","76","0.0104286453103195","0.00810858528377604","0.012748705336863","2"
"Married, but separated","2007","Single parent ","134","0.107968926399171","0.090063504044275","0.125874348754067","2"
"Married, but separated","2007","Couple + C. LE 16 ","24","","","","2"
"Married, but separated","2007","Couple + C. GT 16 ","23","","","","2"
"Married, but separated","2007","Couple + C. LE and GT 16","12","","","","2"
"Single","2007","(Married) couple without C. ","836","0.12345650619962","0.115943643675784","0.130969368723455","3"
"Single","2007","1-pers.-HH","1268","0.426471808313093","0.409165143573433","0.443778473052754","3"
"Single","2007","Single parent ","576","0.525841375033478","0.497031963229199","0.554650786837756","3"
"Single","2007","Couple + C. LE 16 ","377","0.103217309749511","0.0932595229277222","0.1131750965713","3"
"Single","2007","Couple + C. GT 16 ","1445","0.412795683352684","0.396880101041112","0.428711265664256","3"
"Single","2007","Couple + C. LE and GT 16","555","0.386263298314966","0.361457683070338","0.411068913559594","3"
"Widowed","2007","(Married) couple without C. ","131","0.0177355000257138","0.0147211223948485","0.0207498776565791","5"
"Widowed","2007","1-pers.-HH","1021","0.307744148904249","0.291592418703743","0.323895879104754","5"
"Widowed","2007","Single parent ","128","0.0914848589090637","0.0748512731101996","0.108118444707928","5"
"Widowed","2007","Couple + C. LE 16 ","5","","","","5"
"Widowed","2007","Couple + C. GT 16 ","7","","","","5"
"Widowed","2007","Couple + C. LE and GT 16","6","","","","5"
"Divorced","2008","1-pers.-HH","652","0.215747724910232","0.201065041358679","0.230430408461785","4"
"Divorced","2008","(Married) couple without C. ","295","0.0397815937120667","0.0352254732059919","0.0443377142181416","4"
"Divorced","2008","Single parent ","305","0.266109502723732","0.240285851132032","0.291933154315433","4"
"Divorced","2008","Couple + C. LE 16 ","97","0.0313577627863851","0.025330577271561","0.0373849483012094","4"
"Divorced","2008","Couple + C. LE and GT 16","35","0.0209362532227474","0.0132475881202097","0.0286249183252851","4"
"Divorced","2008","Couple + C. GT 16 ","67","0.0188123801441056","0.0142854067241173","0.0233393535640938","4"
"Married","2008","1-pers.-HH","","","","","1"
"Married","2008","(Married) couple without C. ","5804","0.808446288472839","0.79927268483769","0.817619892107987","1"
"Married","2008","Single parent ","3","","","","1"
"Married","2008","Couple + C. LE 16 ","2746","0.861812958539892","0.849878561223891","0.873747355855892","1"
"Married","2008","Couple + C. GT 16 ","2020","0.549751125447045","0.533173610691545","0.566328640202545","1"
"Married","2008","Couple + C. LE and GT 16","778","0.566151230683178","0.539535929114341","0.592766532252014","1"
"Married, but separated","2008","(Married) couple without C. ","80","0.0122898805100098","0.00972150995655266","0.0148582510634669","2"
"Married, but separated","2008","1-pers.-HH","162","0.0515829540710855","0.0436878617427197","0.0594780463994513","2"
"Married, but separated","2008","Single parent ","121","0.0847689171957931","0.0684926231121362","0.10104521127945","2"
"Married, but separated","2008","Couple + C. LE 16 ","23","","","","2"
"Married, but separated","2008","Couple + C. GT 16 ","25","","","","2"
"Married, but separated","2008","Couple + C. LE and GT 16","11","","","","2"
"Single","2008","1-pers.-HH","1204","0.426947910694032","0.409292048549209","0.444603772838855","3"
"Single","2008","(Married) couple without C. ","770","0.123119433634305","0.115459894713341","0.130778972555269","3"
"Single","2008","Single parent ","573","0.556350128358769","0.527318853590928","0.58538140312661","3"
"Single","2008","Couple + C. LE 16 ","341","0.0993883526455039","0.0890417719687132","0.109734933322294","3"
"Single","2008","Couple + C. LE and GT 16","505","0.405553260104467","0.379185307957278","0.431921212251655","3"
"Single","2008","Couple + C. GT 16 ","1339","0.423734478430887","0.407269231006612","0.440199725855163","3"
"Widowed","2008","(Married) couple without C. ","120","0.0163628036707798","0.0134053671499899","0.0193202401915696","5"
"Widowed","2008","1-pers.-HH","997","0.305721410324651","0.289276396373316","0.322166424275985","5"
"Widowed","2008","Single parent ","123","0.091802043731366","0.0749292007574719","0.10867488670526","5"
"Widowed","2008","Couple + C. LE 16 ","5","","","","5"
"Widowed","2008","Couple + C. GT 16 ","9","","","","5"
"Widowed","2008","Couple + C. LE and GT 16","3","","","","5"
"Divorced","2009","1-pers.-HH","635","0.217739825274757","0.202656461839971","0.232823188709542","4"
"Divorced","2009","(Married) couple without C. ","282","0.0374231604115021","0.0328662705558728","0.0419800502671314","4"
"Divorced","2009","Single parent ","292","0.254315914261464","0.227734201269215","0.280897627253713","4"
"Divorced","2009","Couple + C. LE 16 ","75","0.0272939293771773","0.0213223539901067","0.0332655047642479","4"
"Divorced","2009","Couple + C. LE and GT 16","33","0.0187674325442338","0.0113650184042045","0.0261698466842632","4"
"Divorced","2009","Couple + C. GT 16 ","73","0.0188045004361955","0.0141330821687574","0.0234759187036336","4"
"Married","2009","1-pers.-HH","","","","","1"
"Married","2009","(Married) couple without C. ","5437","0.807463839598365","0.797997146640015","0.816930532556715","1"
"Married","2009","Single parent ","3","","","","1"
"Married","2009","Couple + C. LE 16 ","2424","0.853334498375756","0.840369015013959","0.866299981737553","1"
"Married","2009","Couple + C. GT 16 ","1895","0.54362260795462","0.526492863002814","0.560752352906425","1"
"Married","2009","Couple + C. LE and GT 16","753","0.550587625567172","0.523453195360495","0.57772205577385","1"
"Married, but separated","2009","1-pers.-HH","169","0.0550028087268318","0.0466705769397816","0.0633350405138821","2"
"Married, but separated","2009","(Married) couple without C. ","74","0.0114479201446711","0.00889378619621809","0.0140020540931242","2"
"Married, but separated","2009","Single parent ","105","0.0803826719941558","0.0637866672401596","0.0969786767481519","2"
"Married, but separated","2009","Couple + C. GT 16 ","19","","","","2"
"Married, but separated","2009","Couple + C. LE 16 ","25","","","","2"
"Married, but separated","2009","Couple + C. LE and GT 16","12","","","","2"
"Single","2009","1-pers.-HH","1102","0.424470536092262","0.406406649165531","0.442534423018994","3"
"Single","2009","(Married) couple without C. ","752","0.127675946506281","0.119663335415799","0.135688557596763","3"
"Single","2009","Single parent ","525","0.572073849079735","0.541872299948465","0.602275398211006","3"
"Single","2009","Couple + C. LE 16 ","330","0.109310763742368","0.0978751457101577","0.120746381774578","3"
"Single","2009","Couple + C. GT 16 ","1251","0.430755451341895","0.413725833112914","0.447785069570876","3"
"Single","2009","Couple + C. LE and GT 16","491","0.416838373356505","0.389943885072452","0.443732861640558","3"
"Widowed","2009","1-pers.-HH","970","0.302786829906149","0.285994733003441","0.319578926808857","5"
"Widowed","2009","(Married) couple without C. ","119","0.0159891333391802","0.0129775630343284","0.0190007036440319","5"
"Widowed","2009","Single parent ","106","0.0921797875674595","0.0745219899930345","0.109837585141884","5"
"Widowed","2009","Couple + C. LE 16 ","6","","","","5"
"Widowed","2009","Couple + C. GT 16 ","10","","","","5"
"Widowed","2009","Couple + C. LE and GT 16","2","","","","5"
"Divorced","2010","1-pers.-HH","615","0.222462881664111","0.20683596972764","0.238089793600582","4"
"Divorced","2010","Single parent ","803","0.252697733197782","0.235213441444044","0.270182024951521","4"
"Divorced","2010","(Married) couple without C. ","261","0.040532128535723","0.0356721679179008","0.0453920891535451","4"
"Divorced","2010","Couple + C. GT 16 ","69","0.0212831744645964","0.0160978211008189","0.0264685278283739","4"
"Divorced","2010","Couple + C. LE 16 ","224","0.0298801352988836","0.0260939883913174","0.0336662822064499","4"
"Divorced","2010","Couple + C. LE and GT 16","35","0.0143989662488729","0.00886943073799512","0.0199285017597507","4"
"Married","2010","1-pers.-HH","1","","","","1"
"Married","2010","(Married) couple without C. ","5172","0.807381371085096","0.797662712359379","0.817100029810812","1"
"Married","2010","Single parent ","1","","","","1"
"Married","2010","Couple + C. LE 16 ","6473","0.859571767189811","0.85184564149801","0.867297892881612","1"
"Married","2010","Couple + C. GT 16 ","1731","0.54613203140542","0.528244713768405","0.564019349042435","1"
"Married","2010","Couple + C. LE and GT 16","1058","0.571033073434017","0.548060219279614","0.594005927588421","1"
"Married, but separated","2010","1-pers.-HH","157","0.0563929651084042","0.047725504626806","0.0650604255900023","2"
"Married, but separated","2010","(Married) couple without C. ","72","0.01268048568092","0.00992299133552741","0.0154379800263125","2"
"Married, but separated","2010","Single parent ","277","0.0872935364434551","0.0759367403317194","0.0986503325551907","2"
"Married, but separated","2010","Couple + C. LE 16 ","43","0.0057187455835834","0.00404187905358726","0.00739561211357953","2"
"Married, but separated","2010","Couple + C. GT 16 ","20","","","","2"
"Married, but separated","2010","Couple + C. LE and GT 16","15","","","","2"
"Single","2010","1-pers.-HH","1021","0.424904272736155","0.406330529406084","0.443478016066226","3"
"Single","2010","(Married) couple without C. ","719","0.123993803545628","0.115871646054486","0.13211596103677","3"
"Single","2010","Single parent ","1146","0.567961524181154","0.548030946234908","0.5878921021274","3"
"Single","2010","Couple + C. LE 16 ","1018","0.102516467287548","0.095771131982677","0.109261802592419","3"
"Single","2010","Couple + C. GT 16 ","1149","0.426706076764157","0.408936187941615","0.444475965586698","3"
"Single","2010","Couple + C. LE and GT 16","674","0.407268829220452","0.384463208944398","0.430074449496507","3"
"Widowed","2010","1-pers.-HH","927","0.294940520650799","0.277806317200185","0.312074724101413","5"
"Widowed","2010","(Married) couple without C. ","101","0.0154122111526336","0.0123763806245259","0.0184480416807414","5"
"Widowed","2010","Single parent ","146","0.0918988943081446","0.0802758078790555","0.103521980737234","5"
"Widowed","2010","Couple + C. LE 16 ","10","","","","5"
"Widowed","2010","Couple + C. GT 16 ","7","","","","5"
"Widowed","2010","Couple + C. LE and GT 16","1","","","","5"
"Divorced","2011","1-pers.-HH","853","0.227089970700647","0.213318138040688","0.240861803360605","4"
"Divorced","2011","(Married) couple without C. ","323","0.0401630883571058","0.0358946548790322","0.0444315218351793","4"
"Divorced","2011","Single parent ","967","0.25091886042386","0.235040974818005","0.266796746029716","4"
"Divorced","2011","Couple + C. LE 16 ","203","0.0234885630165441","0.0201717129872803","0.026805413045808","4"
"Divorced","2011","Couple + C. GT 16 ","74","0.0230967822883331","0.0180580899292253","0.0281354746474408","4"
"Divorced","2011","Couple + C. LE and GT 16","44","0.0134038874244567","0.00869908021525949","0.0181086946336539","4"
"Married","2011","1-pers.-HH","1","","","","1"
"Married","2011","(Married) couple without C. ","6709","0.796947540904788","0.788202230321948","0.805692851487629","1"
"Married","2011","Single parent ","4","","","","1"
"Married","2011","Couple + C. LE 16 ","6826","0.859632458495223","0.852024840559681","0.867240076430765","1"
"Married","2011","Couple + C. GT 16 ","2005","0.542674913047261","0.525964056228972","0.55938576986555","1"
"Married","2011","Couple + C. LE and GT 16","1371","0.57310538381814","0.552868933781711","0.59334183385457","1"
"Married, but separated","2011","1-pers.-HH","196","0.0518116317278546","0.0445256305829255","0.0590976328727838","2"
"Married, but separated","2011","(Married) couple without C. ","80","0.0103951247219862","0.00819015815488324","0.0126000912890892","2"
"Married, but separated","2011","Single parent ","339","0.0886420632121957","0.0782326559051167","0.0990514705192747","2"
"Married, but separated","2011","Couple + C. LE 16 ","62","0.00894681497640234","0.00688456335840704","0.0110090665943976","2"
"Married, but separated","2011","Couple + C. GT 16 ","21","","","","2"
"Married, but separated","2011","Couple + C. LE and GT 16","10","","","","2"
"Single","2011","1-pers.-HH","1343","0.425943770799384","0.409688970394448","0.44219857120432","3"
"Single","2011","(Married) couple without C. ","890","0.138402093932828","0.130894860998736","0.14590932686692","3"
"Single","2011","Single parent ","1361","0.565855541653806","0.547703248282817","0.584007835024796","3"
"Single","2011","Couple + C. LE 16 ","900","0.10542486734795","0.0986991457463514","0.112150588949548","3"
"Single","2011","Couple + C. LE and GT 16","870","0.411047461323221","0.390917502788061","0.431177419858381","3"
"Single","2011","Couple + C. GT 16 ","1305","0.426628830175396","0.410038334609783","0.443219325741009","3"
"Widowed","2011","(Married) couple without C. ","126","0.0140921520832917","0.0115296568505267","0.0166546473160568","5"
"Widowed","2011","1-pers.-HH","1162","0.295113070679197","0.280120288212833","0.310105853145562","5"
"Widowed","2011","Single parent ","193","0.092310606480224","0.0817093823436039","0.102911830616844","5"
"Widowed","2011","Couple + C. LE 16 ","18","","","","5"
"Widowed","2011","Couple + C. GT 16 ","9","","","","5"
"Widowed","2011","Couple + C. LE and GT 16","","","","","5"
"Divorced","2012","(Married) couple without C. ","301","0.0377815706499002","0.0336522084335052","0.0419109328662953","4"
"Divorced","2012","1-pers.-HH","877","0.22896243130605","0.215458665866367","0.242466196745733","4"
"Divorced","2012","Single parent ","1020","0.251825133948398","0.236129701381238","0.267520566515558","4"
"Divorced","2012","Couple + C. LE 16 ","233","0.0307763978445249","0.0268198772115075","0.0347329184775423","4"
"Divorced","2012","Couple + C. GT 16 ","73","0.022272835816417","0.0171805530889806","0.0273651185438534","4"
"Divorced","2012","Couple + C. LE and GT 16","33","0.0117055259802082","0.00729064177114312","0.0161204101892733","4"
"Married","2012","1-pers.-HH","1","","","","1"
"Married","2012","(Married) couple without C. ","6853","0.807933087681276","0.799401691412373","0.816464483950179","1"
"Married","2012","Single parent ","3","","","","1"
"Married","2012","Couple + C. LE 16 ","6245","0.862189660536704","0.854293156586449","0.870086164486958","1"
"Married","2012","Couple + C. GT 16 ","1915","0.558668542334202","0.541533883540695","0.575803201127709","1"
"Married","2012","Couple + C. LE and GT 16","1358","0.575271901364191","0.554982335937959","0.595561466790424","1"
"Married, but separated","2012","1-pers.-HH","235","0.0551993178559881","0.0478597252186968","0.0625389104932794","2"
"Married, but separated","2012","(Married) couple without C. ","57","0.00710693768152068","0.00528766150754133","0.00892621385550003","2"
"Married, but separated","2012","Couple + C. LE 16 ","67","0.00787027415372412","0.00584598889763855","0.00989455940980968","2"
"Married, but separated","2012","Single parent ","312","0.0910582325157739","0.0806554424652801","0.101461022566268","2"
"Married, but separated","2012","Couple + C. GT 16 ","19","","","","2"
"Married, but separated","2012","Couple + C. LE and GT 16","12","","","","2"
"Single","2012","1-pers.-HH","1468","0.441220207390865","0.425262038938127","0.457178375843603","3"
"Single","2012","(Married) couple without C. ","857","0.133909528617642","0.126533993909795","0.141285063325489","3"
"Single","2012","Couple + C. LE 16 ","762","0.0970711457376866","0.0902890425341843","0.103853248941189","3"
"Single","2012","Single parent ","1415","0.566044785624103","0.54812346342374","0.583966107824466","3"
"Single","2012","Couple + C. LE and GT 16","875","0.404067591353618","0.383925424970967","0.42420975773627","3"
"Single","2012","Couple + C. GT 16 ","1210","0.412884124787671","0.395894182108007","0.429874067467335","3"
"Widowed","2012","1-pers.-HH","1138","0.274581143715315","0.260237325361044","0.288924962069587","5"
"Widowed","2012","(Married) couple without C. ","122","0.0132688753696612","0.0107907537800576","0.0157469969592648","5"
"Widowed","2012","Single parent ","188","0.0896951723179793","0.0793627974937308","0.100027547142228","5"
"Widowed","2012","Couple + C. LE 16 ","13","","","","5"
"Widowed","2012","Couple + C. GT 16 ","9","","","","5"
"Widowed","2012","Couple + C. LE and GT 16","2","","","","5"
"Divorced","2013","1-pers.-HH","923","0.230646073775443","0.217442368168993","0.243849779381893","4"
"Divorced","2013","(Married) couple without C. ","316","0.0360700218158375","0.0321106686680263","0.0400293749636488","4"
"Divorced","2013","Single parent ","1088","0.2684975993756","0.252996541121933","0.283998657629267","4"
"Divorced","2013","Couple + C. LE 16 ","236","0.0257393664831927","0.0223110285800866","0.0291677043862988","4"
"Divorced","2013","Couple + C. GT 16 ","83","0.0233603460775487","0.0183825468704476","0.0283381452846497","4"
"Divorced","2013","Couple + C. LE and GT 16","37","0.0144583139306669","0.010022576274705","0.0188940515866288","4"
"Married","2013","1-pers.-HH","3","","","","1"
"Married","2013","(Married) couple without C. ","7008","0.806660776480242","0.798275184081011","0.815046368879474","1"
"Married","2013","Single parent ","2","","","","1"
"Married","2013","Couple + C. LE 16 ","7094","0.856349153145952","0.848755921522923","0.863942384768981","1"
"Married","2013","Couple + C. GT 16 ","2084","0.561590030172885","0.545237669155888","0.577942391189883","1"
"Married","2013","Couple + C. LE and GT 16","1642","0.585456977085979","0.567150624354485","0.603763329817474","1"
"Married, but separated","2013","1-pers.-HH","271","0.0531623456441013","0.0461300108214772","0.0601946804667255","2"
"Married, but separated","2013","(Married) couple without C. ","59","0.00619373807315321","0.00452781257336243","0.00785966357294398","2"
"Married, but separated","2013","Single parent ","317","0.0944753070880072","0.0842449080927422","0.104705706083272","2"
"Married, but separated","2013","Couple + C. LE 16 ","75","0.00913275968730155","0.00707328780823829","0.0111922315663648","2"
"Married, but separated","2013","Couple + C. GT 16 ","27","","","","2"
"Married, but separated","2013","Couple + C. LE and GT 16","11","","","","2"
"Single","2013","1-pers.-HH","1615","0.438663243240689","0.423109422996976","0.454217063484403","3"
"Single","2013","(Married) couple without C. ","1009","0.137297292372727","0.12998943840151","0.144605146343944","3"
"Single","2013","Single parent ","1538","0.547939342412389","0.530531383005599","0.56534730181918","3"
"Single","2013","Couple + C. LE 16 ","782","0.1068192295626","0.100132072571832","0.113506386553369","3"
"Single","2013","Couple + C. GT 16 ","1330","0.406905718502004","0.390715998935385","0.423095438068623","3"
"Single","2013","Couple + C. LE and GT 16","1089","0.393263664027065","0.375112209120604","0.411415118933526","3"
"Widowed","2013","1-pers.-HH","1098","0.276420414905456","0.262402354656901","0.290438475154011","5"
"Widowed","2013","(Married) couple without C. ","128","0.0137781712580399","0.0113029650343491","0.0162533774817306","5"
"Widowed","2013","Single parent ","195","0.0881933426666275","0.078274693066456","0.098111992266799","5"
"Widowed","2013","Couple + C. LE 16 ","9","","","","5"
"Widowed","2013","Couple + C. GT 16 ","13","","","","5"
"Widowed","2013","Couple + C. LE and GT 16","3","","","","5"
"Divorced","2014","1-pers.-HH","884","0.234632856592707","0.22085679091443","0.248408922270985","4"
"Divorced","2014","Single parent ","858","0.262445406906841","0.245576188528444","0.279314625285238","4"
"Divorced","2014","(Married) couple without C. ","308","0.0343367841372217","0.0303453266281788","0.0383282416462647","4"
"Divorced","2014","Couple + C. LE 16 ","198","0.0257402073960724","0.0219939047041522","0.0294865100879926","4"
"Divorced","2014","Couple + C. GT 16 ","82","0.0244252064222895","0.0190793286064872","0.0297710842380918","4"
"Divorced","2014","Couple + C. LE and GT 16","47","0.015034312015605","0.0102698936708616","0.0197987303603485","4"
"Married","2014","1-pers.-HH","5","","","","1"
"Married","2014","(Married) couple without C. ","6566","0.807503401189714","0.79886123592055","0.816145566458879","1"
"Married","2014","Single parent ","1","","","","1"
"Married","2014","Couple + C. LE 16 ","5902","0.841179708143427","0.832532879703819","0.849826536583034","1"
"Married","2014","Couple + C. GT 16 ","1869","0.55438243875987","0.537169481009941","0.571595396509799","1"
"Married","2014","Couple + C. LE and GT 16","1443","0.592068161091919","0.572826736952802","0.611309585231036","1"
"Married, but separated","2014","1-pers.-HH","239","0.0542670609354291","0.0469024757208524","0.0616316461500058","2"
"Married, but separated","2014","(Married) couple without C. ","58","0.00597108635125799","0.00428233759800103","0.00765983510451494","2"
"Married, but separated","2014","Single parent ","221","0.0923339525377598","0.0812339738552098","0.10343393122031","2"
"Married, but separated","2014","Couple + C. LE 16 ","73","0.0123123043343061","0.0097035153844548","0.0149210932841574","2"
"Married, but separated","2014","Couple + C. GT 16 ","25","","","","2"
"Married, but separated","2014","Couple + C. LE and GT 16","15","","","","2"
"Single","2014","1-pers.-HH","1436","0.433014514877077","0.416906831615246","0.449122198138907","3"
"Single","2014","(Married) couple without C. ","938","0.137737506464495","0.130183371965283","0.145291640963707","3"
"Single","2014","Single parent ","1360","0.556546684823782","0.537498520050982","0.575594849596581","3"
"Single","2014","Couple + C. LE 16 ","679","0.118651289192598","0.111001145878902","0.126301432506293","3"
"Single","2014","Couple + C. LE and GT 16","998","0.386293167402368","0.367229934659136","0.4053564001456","3"
"Single","2014","Couple + C. GT 16 ","1217","0.409925144270485","0.3928927596671","0.426957528873871","3"
"Widowed","2014","1-pers.-HH","1071","0.277380133289482","0.262825927601249","0.291934338977715","5"
"Widowed","2014","(Married) couple without C. ","125","0.0144512218573108","0.0118352672536689","0.0170671764609528","5"
"Widowed","2014","Single parent ","173","0.0875334504155535","0.0766973284054114","0.0983695724256956","5"
"Widowed","2014","Couple + C. LE 16 ","12","","","","5"
"Widowed","2014","Couple + C. GT 16 ","10","","","","5"
"Widowed","2014","Couple + C. LE and GT 16","3","","","","5"
"Divorced","2015","(Married) couple without C. ","312","0.0381060207143529","0.0338962199459626","0.0423158214827431","4"
"Divorced","2015","1-pers.-HH","872","0.239554694413756","0.22580584933533","0.253303539492182","4"
"Divorced","2015","Single parent ","791","0.265822125354121","0.248587588187027","0.283056662521214","4"
"Divorced","2015","Couple + C. LE 16 ","166","0.0237349597334476","0.0201129360687052","0.02735698339819","4"
"Divorced","2015","Couple + C. GT 16 ","88","0.0301144868467973","0.0240906067581647","0.0361383669354299","4"
"Divorced","2015","Couple + C. LE and GT 16","52","0.0106985868672699","0.00665201503058661","0.0147451587039532","4"
"Married","2015","1-pers.-HH","3","","","","1"
"Married","2015","Single parent ","12","","","","1"
"Married","2015","Couple + C. LE 16 ","5788","0.823568371976843","0.814498289928843","0.832638454024844","1"
"Married","2015","(Married) couple without C. ","6453","0.799114585453379","0.790304505052969","0.80792466585379","1"
"Married","2015","Couple + C. GT 16 ","1795","0.54615163382899","0.528603119478859","0.563700148179122","1"
"Married","2015","Couple + C. LE and GT 16","1404","0.600980322238405","0.58171895932272","0.620241685154089","1"
"Married, but separated","2015","1-pers.-HH","262","0.0543396759591391","0.0470374378519188","0.0616419140663594","2"
"Married, but separated","2015","(Married) couple without C. ","69","0.00741323759719721","0.00552703065237126","0.00929944454202317","2"
"Married, but separated","2015","Single parent ","219","0.0916957073813272","0.0804368685669127","0.102954546195742","2"
"Married, but separated","2015","Couple + C. LE 16 ","70","0.00977281912952791","0.00743209346361518","0.0121135447954406","2"
"Married, but separated","2015","Couple + C. LE and GT 16","17","","","","2"
"Married, but separated","2015","Couple + C. GT 16 ","24","","","","2"
"Single","2015","(Married) couple without C. ","987","0.14179877218991","0.134128126178045","0.149469418201774","3"
"Single","2015","1-pers.-HH","1526","0.430675911969381","0.414725020708928","0.446626803229834","3"
"Single","2015","Single parent ","1340","0.550275935488564","0.530868563078501","0.569683307898628","3"
"Single","2015","Couple + C. LE 16 ","753","0.141829314644527","0.133528073981726","0.150130555307328","3"
"Single","2015","Couple + C. LE and GT 16","1008","0.380438838006437","0.361342757043456","0.399534918969418","3"
"Single","2015","Couple + C. GT 16 ","1176","0.413148634264676","0.395792797016769","0.430504471512582","3"
"Widowed","2015","1-pers.-HH","1039","0.275130715471266","0.260745072708819","0.289516358233713","5"
"Widowed","2015","(Married) couple without C. ","124","0.0135673840451609","0.0110235843478835","0.0161111837424383","5"
"Widowed","2015","Single parent ","162","0.0887017600478205","0.0776100169994935","0.0997935030961475","5"
"Widowed","2015","Couple + C. LE 16 ","8","","","","5"
"Widowed","2015","Couple + C. GT 16 ","9","","","","5"
"Widowed","2015","Couple + C. LE and GT 16","2","","","","5"
"Divorced","2016","1-pers.-HH","865","0.235607223601843","0.22312309866087","0.248091348542817","4"
"Divorced","2016","(Married) couple without C. ","326","0.0433126436748055","0.0387140027867786","0.0479112845628324","4"
