"pgfamstd","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Single","1997","Employed","middle vocational","1107","0.257015193364303","0.243903579987302","0.270126806741304","3"
"Single","1997","Employed","vocational + Abi","128","0.436732145062445","0.384243411540361","0.48922087858453","3"
"Single","1997","Employed","higher vocational","105","0.195839608952846","0.163543091110999","0.228136126794694","3"
"Single","1997","Employed","higher education","284","0.253281938134031","0.230574244144137","0.275989632123925","3"
"Single","1997","Not Employed","in school","300","0.997414470315997","0.991687074262315","1.00314186636968","3"
"Single","1997","Not Employed","inadequately","25","","","","3"
"Single","1997","Not Employed","general elemantary","193","0.12623555089812","0.107405470968904","0.145065630827335","3"
"Single","1997","Not Employed","middle vocational","286","0.10681746282459","0.0939570635034051","0.119677862145776","3"
"Single","1997","Not Employed","vocational + Abi","32","0.268505978701344","0.187506627268418","0.34950533013427","3"
"Single","1997","Not Employed","higher vocational","13","","","","3"
"Single","1997","Not Employed","higher education","35","0.117810934157622","0.0846010438656893","0.151020824449554","3"
"Single","1997","Employed","in school","14","","","","3"
"Single","1997","Employed","inadequately","21","","","","3"
"Widowed","1997","Not Employed","in school","","","","","5"
"Widowed","1997","Not Employed","inadequately","22","","","","5"
"Widowed","1997","Not Employed","general elemantary","258","0.342718720927217","0.315809031597708","0.369628410256727","5"
"Widowed","1997","Not Employed","middle vocational","311","0.209939212137082","0.192982554631757","0.226895869642408","5"
"Widowed","1997","Not Employed","vocational + Abi","5","","","","5"
"Widowed","1997","Not Employed","higher vocational","25","","","","5"
"Widowed","1997","Not Employed","higher education","31","0.0924849889588406","0.0626410365368356","0.122328941380846","5"
"Widowed","1997","Employed","in school","","","","","5"
"Widowed","1997","Employed","inadequately","5","","","","5"
"Widowed","1997","Employed","general elemantary","40","0.0543993285143469","0.0412219926485478","0.067576664380146","5"
"Widowed","1997","Employed","middle vocational","72","0.0206428505123058","0.0163766412679857","0.0249090597566259","5"
"Widowed","1997","Employed","vocational + Abi","2","","","","5"
"Widowed","1997","Employed","higher vocational","3","","","","5"
"Widowed","1997","Employed","higher education","17","","","","5"
"Divorced","1998","Employed","general elemantary","63","0.0764345597141882","0.0614018874670262","0.0914672319613502","4"
"Divorced","1998","Employed","middle vocational","312","0.0913684225993141","0.0829750825179193","0.099761762680709","4"
"Divorced","1998","Employed","vocational + Abi","8","","","","4"
"Divorced","1998","Employed","higher vocational","28","","","","4"
"Divorced","1998","Employed","higher education","124","0.101548087013754","0.0864866246381922","0.116609549389317","4"
"Divorced","1998","Not Employed","in school","","","","","4"
"Divorced","1998","Not Employed","inadequately","10","","","","4"
"Divorced","1998","Not Employed","general elemantary","59","0.0495636588413843","0.0379600881336252","0.0611672295491435","4"
"Divorced","1998","Not Employed","middle vocational","121","0.0549621666212712","0.046023034841017","0.0639012984015254","4"
"Divorced","1998","Not Employed","vocational + Abi","7","","","","4"
"Divorced","1998","Not Employed","higher vocational","9","","","","4"
"Divorced","1998","Not Employed","higher education","26","","","","4"
"Divorced","1998","Employed","in school","","","","","4"
"Divorced","1998","Employed","inadequately","10","","","","4"
"Married","1998","Not Employed","in school","2","","","","1"
"Married","1998","Not Employed","inadequately","177","0.637919537142959","0.57634152572609","0.699497548559828","1"
"Married","1998","Not Employed","general elemantary","750","0.463614456033691","0.436954128924901","0.490274783142481","1"
"Married","1998","Not Employed","middle vocational","1639","0.59803054303332","0.578799757258435","0.617261328808205","1"
"Married","1998","Not Employed","vocational + Abi","81","0.564305581404689","0.477726895535761","0.650884267273617","1"
"Married","1998","Not Employed","higher vocational","150","0.646880186845798","0.581455127053179","0.712305246638418","1"
"Married","1998","Not Employed","higher education","310","0.696348389572894","0.652936315227021","0.739760463918767","1"
"Married","1998","Employed","in school","1","","","","1"
"Married","1998","Employed","inadequately","153","0.671744902181861","0.608384957015235","0.735104847348487","1"
"Married","1998","Employed","general elemantary","611","0.476108279343991","0.447850950715169","0.504365607972814","1"
"Married","1998","Employed","middle vocational","2854","0.609804683559716","0.595595168793244","0.624014198326188","1"
"Married","1998","Employed","vocational + Abi","222","0.531942994991374","0.482165119114989","0.581720870867759","1"
"Married","1998","Employed","higher vocational","464","0.727011640260337","0.691916618723306","0.762106661797369","1"
"Married","1998","Employed","higher education","1047","0.617870083160491","0.59364094575919","0.642099220561792","1"
"Married, but separated","1998","Not Employed","vocational + Abi","1","","","","2"
"Married, but separated","1998","Not Employed","higher vocational","2","","","","2"
"Married, but separated","1998","Not Employed","higher education","8","","","","2"
"Married, but separated","1998","Employed","in school","","","","","2"
"Married, but separated","1998","Employed","inadequately","10","","","","2"
"Married, but separated","1998","Employed","general elemantary","26","","","","2"
"Married, but separated","1998","Employed","middle vocational","126","0.0338412603587675","0.0285739324952172","0.0391085882223179","2"
"Married, but separated","1998","Employed","vocational + Abi","5","","","","2"
"Married, but separated","1998","Employed","higher vocational","11","","","","2"
"Married, but separated","1998","Employed","higher education","34","0.0259552203210832","0.0180268181720871","0.0338836224700794","2"
"Married, but separated","1998","Not Employed","inadequately","8","","","","2"
"Married, but separated","1998","Not Employed","general elemantary","20","","","","2"
"Married, but separated","1998","Not Employed","in school","2","","","","2"
"Married, but separated","1998","Not Employed","middle vocational","59","0.0251378096104833","0.0189977279154032","0.0312778913055634","2"
"Single","1998","Employed","general elemantary","459","0.377975498378713","0.350541251775552","0.405409744981875","3"
"Single","1998","Employed","middle vocational","1169","0.248592528983767","0.236002560746523","0.261182497221011","3"
"Single","1998","Employed","vocational + Abi","149","0.414051149797354","0.364913849772578","0.46318844982213","3"
"Single","1998","Employed","higher vocational","115","0.203515690456975","0.171798820047515","0.235232560866435","3"
"Single","1998","Employed","higher education","321","0.24097389774263","0.2196484967625","0.262299298722761","3"
"Single","1998","Not Employed","middle vocational","347","0.132117653006981","0.118836075155631","0.145399230858332","3"
"Single","1998","Not Employed","vocational + Abi","28","","","","3"
"Single","1998","Not Employed","higher vocational","17","","","","3"
"Single","1998","Not Employed","in school","313","0.992097501176414","0.982350346503634","1.00184465584919","3"
"Single","1998","Not Employed","inadequately","14","","","","3"
"Single","1998","Not Employed","general elemantary","212","0.128184835414116","0.110312595274013","0.146057075554218","3"
"Single","1998","Not Employed","higher education","53","0.136263070834434","0.10387468635572","0.168651455313149","3"
"Single","1998","Employed","in school","16","","","","3"
"Single","1998","Employed","inadequately","34","0.182812737572033","0.130660747692228","0.234964727451838","3"
"Widowed","1998","Not Employed","in school","","","","","5"
"Widowed","1998","Not Employed","inadequately","25","","","","5"
"Widowed","1998","Not Employed","general elemantary","303","0.343268159876266","0.317884206937844","0.368652112814688","5"
"Widowed","1998","Not Employed","middle vocational","331","0.189751827727944","0.174372376691649","0.20513127876424","5"
"Widowed","1998","Not Employed","vocational + Abi","9","","","","5"
"Widowed","1998","Not Employed","higher vocational","27","","","","5"
"Widowed","1998","Not Employed","higher education","34","0.0952536459531153","0.0675387226754338","0.122968569230797","5"
"Widowed","1998","Employed","in school","","","","","5"
"Widowed","1998","Employed","inadequately","4","","","","5"
"Widowed","1998","Employed","general elemantary","41","0.0443074533273944","0.0326647196883253","0.0559501869664635","5"
"Widowed","1998","Employed","middle vocational","66","0.0163931044984351","0.0126941053633856","0.0200921036334845","5"
"Widowed","1998","Employed","vocational + Abi","2","","","","5"
"Widowed","1998","Employed","higher vocational","1","","","","5"
"Widowed","1998","Employed","higher education","19","","","","5"
"Divorced","1999","Not Employed","in school","","","","","4"
"Divorced","1999","Not Employed","inadequately","9","","","","4"
"Divorced","1999","Not Employed","general elemantary","61","0.049738324656552","0.0377389743770106","0.0617376749360933","4"
"Divorced","1999","Not Employed","middle vocational","133","0.0679126912874237","0.0577034259877713","0.0781219565870761","4"
"Divorced","1999","Not Employed","vocational + Abi","6","","","","4"
"Divorced","1999","Not Employed","higher vocational","8","","","","4"
"Divorced","1999","Not Employed","higher education","27","","","","4"
"Divorced","1999","Employed","in school","","","","","4"
"Divorced","1999","Employed","inadequately","9","","","","4"
"Divorced","1999","Employed","general elemantary","64","0.0739036669106459","0.0589894509040902","0.0888178829172015","4"
"Divorced","1999","Employed","middle vocational","340","0.0940564844472483","0.0856273318467281","0.102485637047768","4"
"Divorced","1999","Employed","vocational + Abi","12","","","","4"
