"pgfamstd","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Divorced","2003","Not Employed","general elemantary","69","0.0554292497006846","0.0437992593807419","0.0670592400206273","4"
"Divorced","2003","Not Employed","middle vocational","224","0.0637736100889185","0.0563581357476667","0.0711890844301702","4"
"Divorced","2003","Not Employed","in school","2","","","","4"
"Married","2003","Not Employed","in school","","","","","1"
"Married","2003","Not Employed","inadequately","105","0.610858987249282","0.535780663090492","0.685937311408072","1"
"Married","2003","Not Employed","general elemantary","789","0.476606764774128","0.451221204062268","0.501992325485989","1"
"Married","2003","Not Employed","middle vocational","2734","0.606184429784648","0.591356626150132","0.621012233419165","1"
"Married","2003","Not Employed","vocational + Abi","195","0.559982862624381","0.502950185182428","0.617015540066333","1"
"Married","2003","Not Employed","higher vocational","352","0.637461525410923","0.594544598920593","0.680378451901254","1"
"Married","2003","Not Employed","higher education","730","0.682281682405954","0.652936430839936","0.711626933971972","1"
"Married","2003","Employed","in school","1","","","","1"
"Married","2003","Employed","inadequately","63","0.575077406585698","0.482276353070332","0.667878460101064","1"
"Married","2003","Employed","general elemantary","520","0.398742889730799","0.371739206530772","0.425746572930825","1"
"Married","2003","Employed","middle vocational","4231","0.578337625546861","0.566721028226616","0.589954222867106","1"
"Married","2003","Employed","vocational + Abi","482","0.506863834887153","0.473661540735224","0.540066129039082","1"
"Married","2003","Employed","higher vocational","864","0.656423230991196","0.629609426749353","0.683237035233039","1"
"Married","2003","Employed","higher education","2428","0.589289061985916","0.572725847294963","0.605852276676868","1"
"Married, but separated","2003","Not Employed","in school","","","","","2"
"Married, but separated","2003","Not Employed","inadequately","4","","","","2"
"Married, but separated","2003","Not Employed","general elemantary","24","","","","2"
"Married, but separated","2003","Not Employed","middle vocational","67","0.0170335990853508","0.0131066927431764","0.0209605054275253","2"
"Married, but separated","2003","Not Employed","vocational + Abi","4","","","","2"
"Married, but separated","2003","Not Employed","higher vocational","7","","","","2"
"Married, but separated","2003","Not Employed","higher education","19","","","","2"
"Married, but separated","2003","Employed","in school","","","","","2"
"Married, but separated","2003","Employed","inadequately","1","","","","2"
"Married, but separated","2003","Employed","general elemantary","29","","","","2"
"Married, but separated","2003","Employed","middle vocational","198","0.0293541353838771","0.025383400995221","0.0333248697725332","2"
"Married, but separated","2003","Employed","vocational + Abi","15","","","","2"
"Married, but separated","2003","Employed","higher vocational","34","0.0299232118168401","0.020303507406029","0.0395429162276512","2"
"Married, but separated","2003","Employed","higher education","77","0.0264508832161631","0.0210481772897799","0.0318535891425462","2"
"Single","2003","Not Employed","in school","499","0.990581775352033","0.982123946018065","0.999039604686001","3"
"Single","2003","Not Employed","inadequately","22","","","","3"
"Single","2003","Not Employed","general elemantary","250","0.146265145925025","0.128304393058741","0.164225898791308","3"
"Single","2003","Not Employed","middle vocational","529","0.119793050745511","0.109938514182894","0.129647587308129","3"
"Single","2003","Not Employed","vocational + Abi","48","0.171140607089147","0.12786745188561","0.214413762292683","3"
"Single","2003","Not Employed","higher vocational","33","0.0879340148313082","0.0626517397256523","0.113216289936964","3"
"Single","2003","Not Employed","higher education","74","0.110208563351779","0.0904713136557729","0.129945813047786","3"
"Single","2003","Employed","in school","115","0.987704795388467","0.967650816297204","1.00775877447973","3"
"Single","2003","Employed","inadequately","37","0.337295288799078","0.248538821373734","0.426051756224423","3"
"Single","2003","Employed","general elemantary","594","0.455013032942125","0.42754981697172","0.48247624891253","3"
"Single","2003","Employed","middle vocational","1830","0.27442196135023","0.263925152636648","0.284918770063812","3"
"Single","2003","Employed","vocational + Abi","326","0.397416510034431","0.36491746644889","0.429915553619973","3"
"Single","2003","Employed","higher vocational","187","0.18722831089924","0.165202869986832","0.209253751811648","3"
"Single","2003","Employed","higher education","622","0.281684298037582","0.266539924746204","0.296828671328959","3"
"Widowed","2003","Not Employed","in school","","","","","5"
"Widowed","2003","Not Employed","inadequately","20","","","","5"
"Widowed","2003","Not Employed","general elemantary","355","0.306866496360137","0.283425514975818","0.330307477744456","5"
"Widowed","2003","Not Employed","middle vocational","617","0.193215310295571","0.181233357936126","0.205197262655017","5"
"Widowed","2003","Not Employed","vocational + Abi","33","0.202635046840227","0.156451482403552","0.248818611276903","5"
"Widowed","2003","Not Employed","higher vocational","62","0.171178439437963","0.137552097621434","0.204804781254492","5"
"Widowed","2003","Not Employed","higher education","82","0.0983632466739791","0.0795931251344903","0.117133368213468","5"
"Widowed","2003","Employed","in school","","","","","5"
"Widowed","2003","Employed","inadequately","1","","","","5"
"Widowed","2003","Employed","general elemantary","39","0.0377446404663475","0.0272342407807596","0.0482550401519355","5"
"Widowed","2003","Employed","middle vocational","117","0.0216696082014765","0.0182445016345477","0.0250947147684052","5"
"Widowed","2003","Employed","vocational + Abi","4","","","","5"
"Widowed","2003","Employed","higher vocational","16","","","","5"
"Widowed","2003","Employed","higher education","41","0.0137313141528256","0.00981330018016031","0.0176493281254909","5"
"Divorced","2004","Not Employed","in school","","","","","4"
"Divorced","2004","Not Employed","inadequately","10","","","","4"
"Divorced","2004","Not Employed","general elemantary","67","0.0566374581822784","0.0446486730020855","0.0686262433624712","4"
"Divorced","2004","Not Employed","middle vocational","238","0.0688775414062333","0.061179144504773","0.0765759383076936","4"
"Divorced","2004","Not Employed","vocational + Abi","12","","","","4"
"Divorced","2004","Not Employed","higher vocational","30","0.086812877769197","0.0618574150347204","0.111768340503674","4"
"Divorced","2004","Not Employed","higher education","71","0.104023181342586","0.0850348448467158","0.123011517838456","4"
"Divorced","2004","Employed","in school","1","","","","4"
"Divorced","2004","Employed","inadequately","6","","","","4"
"Divorced","2004","Employed","general elemantary","89","0.0968177798266872","0.0797860381750847","0.11384952147829","4"
"Divorced","2004","Employed","middle vocational","556","0.0966217701690913","0.0895129106422389","0.103730629695944","4"
"Divorced","2004","Employed","vocational + Abi","50","0.0799549614289334","0.0620249359631731","0.0978849868946937","4"
"Divorced","2004","Employed","higher vocational","97","0.104346099670899","0.0867002872499082","0.12199191209189","4"
"Divorced","2004","Employed","higher education","214","0.0893940864980071","0.0796640732249167","0.0991240997710976","4"
"Married","2004","Not Employed","in school","","","","","1"
"Married","2004","Not Employed","inadequately","99","0.592067617614276","0.514448719037752","0.669686516190799","1"
"Married","2004","Not Employed","general elemantary","747","0.458769710738648","0.432924956759904","0.484614464717392","1"
"Married","2004","Not Employed","middle vocational","2702","0.598007579828431","0.58310297879655","0.612912180860311","1"
"Married","2004","Not Employed","vocational + Abi","188","0.547304498453057","0.489616871677283","0.60499212522883","1"
"Married","2004","Not Employed","higher vocational","363","0.666708970708287","0.624928471664003","0.70848946975257","1"
"Married","2004","Not Employed","higher education","737","0.665709832361124","0.636368640313398","0.69505102440885","1"
"Married","2004","Employed","in school","","","","","1"
"Married","2004","Employed","inadequately","57","0.557631055204301","0.461245090885383","0.654017019523219","1"
"Married","2004","Employed","general elemantary","472","0.388455139277112","0.360382812703607","0.416527465850616","1"
"Married","2004","Employed","middle vocational","3998","0.570046377594567","0.558134135016918","0.581958620172217","1"
"Married","2004","Employed","vocational + Abi","477","0.489409709977224","0.456363152870672","0.522456267083775","1"
"Married","2004","Employed","higher vocational","827","0.655664495586465","0.628238324964475","0.683090666208456","1"
"Married","2004","Employed","higher education","2340","0.577468677522608","0.560623039088974","0.594314315956243","1"
"Married, but separated","2004","Not Employed","in school","","","","","2"
"Married, but separated","2004","Not Employed","inadequately","5","","","","2"
"Married, but separated","2004","Not Employed","general elemantary","27","","","","2"
"Married, but separated","2004","Not Employed","middle vocational","71","0.0179702453059959","0.0139319562229013","0.0220085343890904","2"
"Married, but separated","2004","Not Employed","vocational + Abi","3","","","","2"
"Married, but separated","2004","Not Employed","higher vocational","5","","","","2"
"Married, but separated","2004","Not Employed","higher education","21","","","","2"
"Married, but separated","2004","Employed","in school","","","","","2"
"Married, but separated","2004","Employed","inadequately","1","","","","2"
"Married, but separated","2004","Employed","general elemantary","22","","","","2"
"Married, but separated","2004","Employed","middle vocational","177","0.0324254326254147","0.0281634395550604","0.0366874256957691","2"
"Married, but separated","2004","Employed","vocational + Abi","15","","","","2"
"Married, but separated","2004","Employed","higher vocational","33","0.0283563557556972","0.018775326801284","0.0379373847101105","2"
"Married, but separated","2004","Employed","higher education","84","0.033369139574042","0.0272442729410282","0.0394940062070558","2"
"Single","2004","Employed","middle vocational","1786","0.280362636461315","0.269554656097248","0.291170616825382","3"
"Single","2004","Employed","vocational + Abi","331","0.392294271294085","0.360016294744588","0.424572247843582","3"
"Single","2004","Employed","higher vocational","181","0.192385176910898","0.169633082477252","0.215137271344545","3"
"Single","2004","Employed","higher education","623","0.285114983981775","0.269718486960703","0.300511481002847","3"
"Single","2004","Not Employed","in school","544","1","1","1","3"
"Single","2004","Not Employed","inadequately","20","","","","3"
"Single","2004","Not Employed","general elemantary","241","0.153585750046579","0.134885348504166","0.172286151588992","3"
"Single","2004","Not Employed","middle vocational","557","0.127519614134941","0.11737993038313","0.137659297886751","3"
"Single","2004","Not Employed","vocational + Abi","55","0.199165609582295","0.152880253751972","0.245450965412617","3"
"Single","2004","Not Employed","higher vocational","33","0.0903348934888416","0.0649273780632579","0.115742408914425","3"
"Single","2004","Not Employed","higher education","78","0.108691171697027","0.0893320920719367","0.128050251322118","3"
"Single","2004","Employed","in school","90","0.981649855326435","0.954074225238261","1.00922548541461","3"
"Single","2004","Employed","inadequately","37","0.374385710123437","0.280465086607702","0.468306333639173","3"
"Single","2004","Employed","general elemantary","540","0.464182552890419","0.435458438796134","0.492906666984704","3"
"Widowed","2004","Not Employed","in school","","","","","5"
"Widowed","2004","Not Employed","inadequately","20","","","","5"
"Widowed","2004","Not Employed","general elemantary","346","0.312391255103942","0.288352934842422","0.336429575365462","5"
"Widowed","2004","Not Employed","middle vocational","589","0.187625019324399","0.175756904934466","0.199493133714333","5"
"Widowed","2004","Not Employed","vocational + Abi","28","","","","5"
"Widowed","2004","Not Employed","higher vocational","58","0.142450369188989","0.111472247376071","0.173428491001907","5"
"Widowed","2004","Not Employed","higher education","86","0.100987188841354","0.0822463274517198","0.119728050230988","5"
"Widowed","2004","Employed","in school","","","","","5"
"Widowed","2004","Employed","inadequately","1","","","","5"
"Widowed","2004","Employed","general elemantary","35","0.0355686985953422","0.024901179040821","0.0462362181498635","5"
"Widowed","2004","Employed","middle vocational","118","0.0205437831496119","0.0171305940334582","0.0239569722657656","5"
"Widowed","2004","Employed","vocational + Abi","6","","","","5"
"Widowed","2004","Employed","higher vocational","15","","","","5"
"Widowed","2004","Employed","higher education","42","0.0146531124235678","0.0105552882547802","0.0187509365923554","5"
"Divorced","2005","Employed","middle vocational","558","0.10255513711294","0.0950709059372263","0.110039368288655","4"
"Divorced","2005","Employed","higher education","211","0.0904742832510672","0.0804804683588903","0.100468098143244","4"
"Divorced","2005","Employed","vocational + Abi","50","0.0749290973381229","0.0572403910097784","0.0926178036664675","4"
"Divorced","2005","Employed","higher vocational","101","0.110812021391199","0.0923291925949859","0.129294850187412","4"
"Divorced","2005","Not Employed","in school","","","","","4"
"Divorced","2005","Not Employed","inadequately","10","","","","4"
"Divorced","2005","Not Employed","general elemantary","70","0.0629972327285057","0.0500322097964035","0.0759622556606078","4"
"Divorced","2005","Not Employed","middle vocational","229","0.0734755364180424","0.0653346934297463","0.0816163794063386","4"
"Divorced","2005","Not Employed","vocational + Abi","14","","","","4"
"Divorced","2005","Not Employed","higher vocational","27","","","","4"
"Divorced","2005","Not Employed","higher education","67","0.0963229029286338","0.0780642369559981","0.114581568901269","4"
"Divorced","2005","Employed","in school","1","","","","4"
"Divorced","2005","Employed","inadequately","6","","","","4"
"Divorced","2005","Employed","general elemantary","75","0.0928346192826147","0.0753315445770745","0.110337693988155","4"
"Married","2005","Not Employed","in school","","","","","1"
"Married","2005","Not Employed","inadequately","98","0.574142215685058","0.496046040202372","0.652238391167744","1"
"Married","2005","Not Employed","general elemantary","669","0.444465998977396","0.417949467788067","0.470982530166725","1"
"Married","2005","Not Employed","middle vocational","2558","0.594927848055096","0.579611053283603","0.610244642826589","1"
"Married","2005","Not Employed","vocational + Abi","183","0.532735083214682","0.474708612417635","0.590761554011728","1"
"Married","2005","Not Employed","higher vocational","338","0.673481485572889","0.63039320845046","0.716569762695318","1"
"Married","2005","Not Employed","higher education","744","0.659168261509577","0.629834633278809","0.688501889740346","1"
"Married","2005","Employed","in school","1","","","","1"
"Married","2005","Employed","inadequately","51","0.541650442880197","0.439835355888221","0.643465529872174","1"
"Married","2005","Employed","general elemantary","443","0.381066656676714","0.351775363437595","0.410357949915834","1"
"Married","2005","Employed","middle vocational","3753","0.553823229895141","0.541560034232302","0.566086425557979","1"
"Married","2005","Employed","vocational + Abi","460","0.496531567452228","0.46293902567726","0.530124109227196","1"
"Married","2005","Employed","higher vocational","797","0.669174268558135","0.641469950277313","0.696878586838957","1"
"Married","2005","Employed","higher education","2192","0.568438887603643","0.551183517599936","0.585694257607349","1"
"Married, but separated","2005","Not Employed","higher vocational","5","","","","2"
"Married, but separated","2005","Not Employed","higher education","22","","","","2"
"Married, but separated","2005","Employed","in school","","","","","2"
"Married, but separated","2005","Employed","inadequately","2","","","","2"
"Married, but separated","2005","Employed","general elemantary","25","","","","2"
"Married, but separated","2005","Employed","middle vocational","173","0.0315283820883264","0.0272175720318186","0.0358391921448342","2"
"Married, but separated","2005","Employed","vocational + Abi","20","","","","2"
"Married, but separated","2005","Employed","higher vocational","23","","","","2"
"Married, but separated","2005","Employed","higher education","92","0.0377708456087562","0.0311291519023","0.0444125393152125","2"
"Married, but separated","2005","Not Employed","in school","","","","","2"
"Married, but separated","2005","Not Employed","inadequately","6","","","","2"
"Married, but separated","2005","Not Employed","general elemantary","29","","","","2"
"Married, but separated","2005","Not Employed","middle vocational","65","0.0156450587611026","0.0117730706714808","0.0195170468507244","2"
"Married, but separated","2005","Not Employed","vocational + Abi","4","","","","2"
"Single","2005","Not Employed","higher vocational","26","","","","3"
"Single","2005","Not Employed","higher education","74","0.103767240958659","0.0848943614871184","0.1226401204302","3"
"Single","2005","Employed","in school","96","0.975644247233256","0.94512445479548","1.00616403967103","3"
"Single","2005","Employed","vocational + Abi","319","0.399980011970133","0.367065659581298","0.432894364358968","3"
"Single","2005","Employed","higher vocational","172","0.182509826385337","0.159766048398563","0.20525360437211","3"
"Single","2005","Employed","higher education","631","0.291302452563297","0.275473077505305","0.307131827621289","3"
"Single","2005","Employed","inadequately","32","0.366177373937071","0.26773460982557","0.464620138048573","3"
"Single","2005","Employed","general elemantary","485","0.476927723282187","0.44680298605241","0.507052460511965","3"
"Single","2005","Employed","middle vocational","1716","0.291694234029013","0.280480792915536","0.302907675142491","3"
"Single","2005","Not Employed","in school","551","1","1","1","3"
"Single","2005","Not Employed","inadequately","23","","","","3"
"Single","2005","Not Employed","general elemantary","250","0.163368397606728","0.143639933615119","0.183096861598337","3"
"Single","2005","Not Employed","middle vocational","509","0.125770263895667","0.115424291295463","0.13611623649587","3"
"Single","2005","Not Employed","vocational + Abi","53","0.185265881442543","0.140080849220868","0.230450913664217","3"
"Widowed","2005","Not Employed","in school","","","","","5"
"Widowed","2005","Not Employed","inadequately","17","","","","5"
"Widowed","2005","Not Employed","general elemantary","331","0.306605780227431","0.28200083550359","0.331210724951273","5"
"Widowed","2005","Not Employed","middle vocational","585","0.190181292870092","0.177936615382176","0.202425970358009","5"
"Widowed","2005","Not Employed","vocational + Abi","30","0.199639761255317","0.153150227092517","0.246129295418116","5"
"Widowed","2005","Not Employed","higher vocational","59","0.154577278297968","0.121360907593327","0.187793649002609","5"
"Widowed","2005","Not Employed","higher education","96","0.117600111608789","0.0976642865615699","0.137535936656009","5"
"Widowed","2005","Employed","in school","","","","","5"
"Widowed","2005","Employed","inadequately","1","","","","5"
"Widowed","2005","Employed","general elemantary","28","","","","5"
"Widowed","2005","Employed","middle vocational","112","0.0203990168745795","0.0169116806528015","0.0238863530963574","5"
"Widowed","2005","Employed","vocational + Abi","2","","","","5"
"Widowed","2005","Employed","higher vocational","15","","","","5"
"Widowed","2005","Employed","higher education","39","0.0120135309732368","0.00821800411972077","0.0158090578267528","5"
"Divorced","2006","Not Employed","in school","1","","","","4"
"Divorced","2006","Not Employed","inadequately","8","","","","4"
"Divorced","2006","Not Employed","general elemantary","77","0.0632529272406066","0.0510198710476497","0.0754859834335634","4"
"Divorced","2006","Not Employed","middle vocational","285","0.0791563627480346","0.0712488134660911","0.0870639120299781","4"
"Divorced","2006","Not Employed","vocational + Abi","15","","","","4"
"Divorced","2006","Not Employed","higher vocational","31","0.0913374655903806","0.0664804474382561","0.116194483742505","4"
"Divorced","2006","Not Employed","higher education","76","0.0947465771753343","0.0779510545538843","0.111542099796784","4"
"Divorced","2006","Employed","in school","","","","","4"
"Divorced","2006","Employed","inadequately","7","","","","4"
"Divorced","2006","Employed","general elemantary","73","0.0861680158230461","0.0689471799105197","0.103388851735572","4"
"Divorced","2006","Employed","middle vocational","605","0.106871691799367","0.0994243243534905","0.114319059245243","4"
"Divorced","2006","Employed","vocational + Abi","60","0.0820781359330732","0.0643222089676675","0.0998340628984788","4"
"Divorced","2006","Employed","higher vocational","105","0.105388803238444","0.0875567796444111","0.123220826832476","4"
"Divorced","2006","Employed","higher education","251","0.0955985811271958","0.085730934872055","0.105466227382337","4"
"Married","2006","Not Employed","in school","1","","","","1"
"Married","2006","Not Employed","inadequately","101","0.60559584316143","0.527644823246074","0.683546863076787","1"
"Married","2006","Not Employed","general elemantary","727","0.421548066435344","0.396731558282278","0.446364574588409","1"
"Married","2006","Not Employed","middle vocational","2867","0.580481255402058","0.566027662051846","0.594934848752271","1"
"Married","2006","Not Employed","vocational + Abi","194","0.551778657287489","0.495409542860413","0.608147771714565","1"
"Married","2006","Not Employed","higher vocational","380","0.657926325324549","0.616993502212599","0.698859148436499","1"
"Married","2006","Not Employed","higher education","856","0.657807956960115","0.630599044446946","0.685016869473285","1"
"Married","2006","Employed","in school","2","","","","1"
"Married","2006","Employed","inadequately","37","0.40888225290755","0.308422916061984","0.509341589753115","1"
"Married","2006","Employed","general elemantary","440","0.397563549704963","0.367529983381019","0.427597116028907","1"
"Married","2006","Employed","middle vocational","3974","0.551584169733863","0.539595779334707","0.56357256013302","1"
"Married","2006","Employed","vocational + Abi","495","0.508701683299332","0.476362356440398","0.541041010158265","1"
"Married","2006","Employed","higher vocational","802","0.636197878577722","0.608258615251992","0.664137141903453","1"
"Married","2006","Employed","higher education","2329","0.564862004106875","0.548224356703526","0.581499651510224","1"
"Married, but separated","2006","Not Employed","higher vocational","8","","","","2"
"Married, but separated","2006","Not Employed","higher education","29","","","","2"
"Married, but separated","2006","Employed","in school","","","","","2"
"Married, but separated","2006","Employed","inadequately","3","","","","2"
"Married, but separated","2006","Employed","general elemantary","27","","","","2"
"Married, but separated","2006","Not Employed","in school","","","","","2"
"Married, but separated","2006","Not Employed","inadequately","3","","","","2"
"Married, but separated","2006","Not Employed","general elemantary","32","0.0253875660908229","0.0174824183427381","0.0332927138389076","2"
"Married, but separated","2006","Not Employed","middle vocational","73","0.0187973422574466","0.0148196275707377","0.0227750569441556","2"
"Married, but separated","2006","Not Employed","vocational + Abi","6","","","","2"
"Married, but separated","2006","Employed","middle vocational","168","0.0322616175437394","0.0280023338775673","0.0365209012099115","2"
"Married, but separated","2006","Employed","vocational + Abi","17","","","","2"
"Married, but separated","2006","Employed","higher vocational","35","0.0369400894531694","0.0259863639672402","0.0478938149390985","2"
"Married, but separated","2006","Employed","higher education","91","0.030796971816236","0.0249990998546511","0.0365948437778209","2"
"Single","2006","Not Employed","higher vocational","31","0.0822601418663474","0.0585530782987183","0.105967205433976","3"
"Single","2006","Not Employed","higher education","93","0.104305409457009","0.0867762915830979","0.12183452733092","3"
"Single","2006","Employed","in school","65","0.948242623501096","0.895587637893314","1.00089760910888","3"
"Single","2006","Employed","inadequately","43","0.460912079404944","0.359054577032879","0.562769581777009","3"
"Single","2006","Employed","general elemantary","452","0.468228223116298","0.437605807888414","0.498850638344182","3"
"Single","2006","Employed","middle vocational","1739","0.289899419695392","0.278962422034673","0.300836417356111","3"
"Single","2006","Employed","vocational + Abi","343","0.390446228513958","0.358887944681903","0.422004512346013","3"
"Single","2006","Employed","higher vocational","182","0.205450304109271","0.181986406431635","0.228914201786907","3"
"Single","2006","Employed","higher education","695","0.29549916961996","0.280187374182216","0.310810965057703","3"
"Single","2006","Not Employed","in school","565","0.984578093570112","0.974462187702475","0.994693999437749","3"
"Single","2006","Not Employed","inadequately","18","","","","3"
"Single","2006","Not Employed","general elemantary","316","0.18947997367377","0.169785380379525","0.209174566968014","3"
"Single","2006","Not Employed","middle vocational","600","0.131448124320905","0.121551635820686","0.141344612821124","3"
"Single","2006","Not Employed","vocational + Abi","54","0.216339962297686","0.16966921853016","0.263010706065212","3"
"Widowed","2006","Not Employed","in school","3","","","","5"
"Widowed","2006","Not Employed","inadequately","21","","","","5"
"Widowed","2006","Not Employed","general elemantary","369","0.300331466559457","0.277294246349191","0.323368686769724","5"
"Widowed","2006","Not Employed","middle vocational","653","0.190116915271555","0.178624069198562","0.201609761344549","5"
"Widowed","2006","Not Employed","vocational + Abi","30","0.14623058364667","0.106180640833478","0.186280526459862","5"
"Widowed","2006","Not Employed","higher vocational","66","0.14910434559383","0.118371233247143","0.179837457940516","5"
"Widowed","2006","Not Employed","higher education","114","0.115827965640364","0.097475189337179","0.134180741943548","5"
"Widowed","2006","Employed","in school","1","","","","5"
"Widowed","2006","Employed","inadequately","2","","","","5"
"Widowed","2006","Employed","general elemantary","28","","","","5"
"Widowed","2006","Employed","middle vocational","125","0.0193831012276382","0.0160597531459461","0.0227064493093302","5"
"Widowed","2006","Employed","vocational + Abi","3","","","","5"
"Widowed","2006","Employed","higher vocational","15","","","","5"
"Widowed","2006","Employed","higher education","45","0.0132432733297335","0.00940699639692808","0.017079550262539","5"
"Divorced","2007","Not Employed","in school","","","","","4"
"Divorced","2007","Not Employed","inadequately","7","","","","4"
"Divorced","2007","Not Employed","general elemantary","84","0.0730538342521477","0.0592490212229181","0.0868586472813773","4"
"Divorced","2007","Not Employed","middle vocational","280","0.0847376215965679","0.0762452021881644","0.0932300410049714","4"
"Divorced","2007","Not Employed","vocational + Abi","20","","","","4"
"Divorced","2007","Not Employed","higher vocational","27","","","","4"
"Divorced","2007","Not Employed","higher education","77","0.0976828067092563","0.0805537334101534","0.114811880008359","4"
"Divorced","2007","Employed","in school","","","","","4"
"Divorced","2007","Employed","inadequately","5","","","","4"
"Divorced","2007","Employed","general elemantary","58","0.0816829748109615","0.0637897372763727","0.0995762123455503","4"
"Divorced","2007","Employed","middle vocational","578","0.106645634126889","0.0989625485802647","0.114328719673513","4"
"Divorced","2007","Employed","vocational + Abi","53","0.0717522338979301","0.0546815664177001","0.0888229013781601","4"
"Divorced","2007","Employed","higher vocational","95","0.117091214404199","0.0975781260442544","0.136604302764144","4"
"Divorced","2007","Employed","higher education","243","0.0913188287615365","0.0813923120189904","0.101245345504083","4"
"Married","2007","Not Employed","in school","1","","","","1"
"Married","2007","Not Employed","inadequately","89","0.598648303001097","0.516866444165856","0.680430161836338","1"
"Married","2007","Not Employed","general elemantary","644","0.431101477851036","0.404829732617552","0.45737322308452","1"
"Married","2007","Not Employed","middle vocational","2617","0.57749586029536","0.562432897080991","0.592558823509729","1"
"Married","2007","Not Employed","vocational + Abi","183","0.546509144262926","0.489603229440649","0.603415059085202","1"
"Married","2007","Not Employed","higher vocational","364","0.6659197219674","0.624284489946644","0.707554953988155","1"
"Married","2007","Not Employed","higher education","856","0.655208913837672","0.627786031517837","0.682631796157506","1"
"Married","2007","Employed","in school","","","","","1"
"Married","2007","Employed","inadequately","40","0.489435036147142","0.380572458404695","0.598297613889589","1"
"Married","2007","Employed","general elemantary","394","0.409555862926952","0.377428667337501","0.441683058516404","1"
"Married","2007","Employed","middle vocational","3666","0.5306741485868","0.518251807477508","0.543096489696092","1"
"Married","2007","Employed","vocational + Abi","476","0.51524178913869","0.48218436881666","0.548299209460719","1"
"Married","2007","Employed","higher vocational","746","0.64953854559835","0.62058321482187","0.67849387637483","1"
"Married","2007","Employed","higher education","2186","0.564181768036153","0.54709447884994","0.581269057222366","1"
"Married, but separated","2007","Not Employed","higher vocational","9","","","","2"
"Married, but separated","2007","Not Employed","higher education","23","","","","2"
"Married, but separated","2007","Employed","in school","","","","","2"
"Married, but separated","2007","Employed","inadequately","1","","","","2"
"Married, but separated","2007","Employed","general elemantary","25","","","","2"
"Married, but separated","2007","Employed","middle vocational","148","0.0322099872155212","0.0278151975912126","0.0366047768398298","2"
"Married, but separated","2007","Employed","vocational + Abi","26","","","","2"
"Married, but separated","2007","Employed","higher vocational","34","0.0339747641232751","0.0229801903472473","0.0449693378993029","2"
"Married, but separated","2007","Employed","higher education","90","0.0283539910301005","0.0226343064075452","0.0340736756526558","2"
"Married, but separated","2007","Not Employed","in school","","","","","2"
"Married, but separated","2007","Not Employed","inadequately","4","","","","2"
"Married, but separated","2007","Not Employed","general elemantary","25","","","","2"
"Married, but separated","2007","Not Employed","middle vocational","68","0.0170898565748016","0.0131375865280426","0.0210421266215607","2"
"Married, but separated","2007","Not Employed","vocational + Abi","5","","","","2"
"Single","2007","Not Employed","higher vocational","36","0.109334126782946","0.0817880402245376","0.136880213341354","3"
"Single","2007","Not Employed","higher education","86","0.11442616184215","0.0960599224393961","0.132792401244905","3"
"Single","2007","Employed","general elemantary","403","0.453325713776095","0.420802284111898","0.485849143440292","3"
"Single","2007","Not Employed","in school","576","0.985757763889124","0.976089814277391","0.995425713500857","3"
"Single","2007","Not Employed","inadequately","21","","","","3"
"Single","2007","Not Employed","general elemantary","281","0.179996664637649","0.159615837588623","0.200377491686675","3"
"Single","2007","Not Employed","middle vocational","550","0.130809011174468","0.120526553453033","0.141091468895903","3"
"Single","2007","Employed","in school","51","1","1","1","3"
"Single","2007","Employed","inadequately","33","0.396762316880344","0.290221745390416","0.503302888370271","3"
"Single","2007","Employed","middle vocational","1691","0.307496753623454","0.296010367253253","0.318983139993654","3"
"Single","2007","Employed","vocational + Abi","318","0.373897204481219","0.341893535959543","0.405900873002896","3"
"Single","2007","Employed","higher vocational","157","0.18778478675315","0.16408351229674","0.211486061209559","3"
"Single","2007","Employed","higher education","672","0.304485924303919","0.288627956900638","0.320343891707199","3"
"Single","2007","Not Employed","vocational + Abi","55","0.193631527809203","0.148463697262914","0.238799358355491","3"
"Widowed","2007","Not Employed","in school","","","","","5"
"Widowed","2007","Not Employed","inadequately","17","","","","5"
"Widowed","2007","Not Employed","general elemantary","331","0.290124808088559","0.266049868945877","0.314199747231241","5"
"Widowed","2007","Not Employed","middle vocational","616","0.189867650358803","0.177907848937687","0.201827451779918","5"
"Widowed","2007","Not Employed","vocational + Abi","31","0.164509875826343","0.122131815637716","0.20688793601497","5"
"Widowed","2007","Not Employed","higher vocational","57","0.125554808571441","0.0963060388369208","0.15480357830596","5"
"Widowed","2007","Not Employed","higher education","112","0.116044463354746","0.0975657125412222","0.134523214168271","5"
"Widowed","2007","Employed","in school","","","","","5"
"Widowed","2007","Employed","inadequately","2","","","","5"
"Widowed","2007","Employed","general elemantary","20","","","","5"
"Widowed","2007","Employed","middle vocational","117","0.0229734764473366","0.0192442497649332","0.0267027031297399","5"
"Widowed","2007","Employed","vocational + Abi","5","","","","5"
"Widowed","2007","Employed","higher vocational","11","","","","5"
"Widowed","2007","Employed","higher education","44","0.0116594878682912","0.00796032047148334","0.015358655265099","5"
"Divorced","2008","Not Employed","in school","","","","","4"
"Divorced","2008","Not Employed","inadequately","6","","","","4"
"Divorced","2008","Not Employed","general elemantary","77","0.0731423728687255","0.0586968975975162","0.0875878481399348","4"
