"pgfamstd","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Single","2002","in school","Rural Area","186","1","1","1","3"
"Single","2002","inadequately","Urban Area","36","0.167231844511582","0.11825202230929","0.216211666713874","3"
"Single","2002","inadequately","Rural Area","19","","","","3"
"Single","2002","general elemantary","Urban Area","540","0.244335336079469","0.225322089235957","0.263348582922982","3"
"Single","2002","general elemantary","Rural Area","341","0.30537727803875","0.275981490671883","0.334773065405617","3"
"Single","2002","middle vocational","Urban Area","1520","0.210279140209868","0.20099194571148","0.219566334708256","3"
"Single","2002","middle vocational","Rural Area","906","0.216473380875531","0.204025534532338","0.228921227218724","3"
"Single","2002","vocational + Abi","Urban Area","282","0.358736160990101","0.327539284020989","0.389933037959213","3"
"Single","2002","vocational + Abi","Rural Area","91","0.344512308200298","0.287724305695196","0.401300310705401","3"
"Single","2002","higher vocational","Urban Area","147","0.155798001030442","0.134634005075245","0.176961996985638","3"
"Single","2002","higher vocational","Rural Area","68","0.131581060294619","0.104886727585294","0.158275393003944","3"
"Single","2002","higher education","Urban Area","582","0.245930365551357","0.231131859877902","0.260728871224812","3"
"Single","2002","higher education","Rural Area","139","0.155579254545827","0.135929117322634","0.17522939176902","3"
"Widowed","2002","in school","Urban Area","","","","","5"
"Widowed","2002","in school","Rural Area","","","","","5"
"Widowed","2002","inadequately","Urban Area","16","","","","5"
"Widowed","2002","inadequately","Rural Area","5","","","","5"
"Widowed","2002","general elemantary","Urban Area","274","0.195128245082432","0.177592589682734","0.212663900482131","5"
"Widowed","2002","general elemantary","Rural Area","139","0.196477781114792","0.171117859184966","0.221837703044619","5"
"Widowed","2002","middle vocational","Urban Area","454","0.0895836872141371","0.0830751390645346","0.0960922353637397","5"
"Widowed","2002","middle vocational","Rural Area","285","0.0904238662819744","0.0817557215256157","0.099092011038333","5"
"Widowed","2002","vocational + Abi","Urban Area","28","","","","5"
"Widowed","2002","vocational + Abi","Rural Area","11","","","","5"
"Widowed","2002","higher vocational","Urban Area","49","0.0641708485630129","0.0498700359157131","0.0784716612103128","5"
"Widowed","2002","higher vocational","Rural Area","26","","","","5"
"Widowed","2002","higher education","Urban Area","80","0.0315583716422306","0.0255507845272837","0.0375659587571774","5"
"Widowed","2002","higher education","Rural Area","38","0.0490024133831675","0.037299102558513","0.0607057242078219","5"
"Divorced","2003","higher education","Urban Area","194","0.0876409142653872","0.0776899871644365","0.0975918413663378","4"
"Divorced","2003","higher education","Rural Area","89","0.0875629458302806","0.0719184719843775","0.103207419676184","4"
"Divorced","2003","general elemantary","Urban Area","103","0.0775204244290027","0.0653610372699407","0.0896798115880647","4"
"Divorced","2003","general elemantary","Rural Area","47","0.0528509500714052","0.0381684089040695","0.0675334912387408","4"
"Divorced","2003","middle vocational","Urban Area","516","0.0840111379121865","0.077573064066309","0.0904492117580641","4"
"Divorced","2003","middle vocational","Rural Area","274","0.0812773640883683","0.0727889019492377","0.089765826227499","4"
"Divorced","2003","vocational + Abi","Urban Area","41","0.0604032828330342","0.0447956302267113","0.0760109354393571","4"
"Divorced","2003","vocational + Abi","Rural Area","14","","","","4"
"Divorced","2003","higher vocational","Urban Area","91","0.115862761436427","0.0968008853665277","0.134924637506326","4"
"Divorced","2003","higher vocational","Rural Area","41","0.0665588784400081","0.0466807229251122","0.0864370339549039","4"
"Divorced","2003","in school","Rural Area","","","","","4"
"Divorced","2003","inadequately","Urban Area","13","","","","4"
"Divorced","2003","inadequately","Rural Area","5","","","","4"
"Divorced","2003","in school","Urban Area","2","","","","4"
"Married","2003","in school","Urban Area","1","","","","1"
"Married","2003","in school","Rural Area","","","","","1"
"Married","2003","inadequately","Urban Area","137","0.62378939442793","0.558269535422739","0.689309253433121","1"
"Married","2003","inadequately","Rural Area","31","0.493342970906815","0.367880255725234","0.618805686088396","1"
"Married","2003","general elemantary","Urban Area","953","0.465707386684013","0.443025906949389","0.488388866418636","1"
"Married","2003","general elemantary","Rural Area","356","0.396747790321203","0.364642811863595","0.428852768778811","1"
"Married","2003","middle vocational","Urban Area","4472","0.586762745757451","0.575334661769414","0.598190829745489","1"
"Married","2003","middle vocational","Rural Area","2493","0.595225622172052","0.579978098439395","0.610473145904709","1"
"Married","2003","vocational + Abi","Urban Area","536","0.522983356651129","0.490260796593119","0.555705916709139","1"
"Married","2003","vocational + Abi","Rural Area","141","0.518492218633032","0.458559326334757","0.578425110931307","1"
"Married","2003","higher vocational","Urban Area","760","0.623358510155073","0.594500466325519","0.652216553984628","1"
"Married","2003","higher vocational","Rural Area","456","0.705828679339979","0.669489138366099","0.742168220313859","1"
"Married","2003","higher education","Urban Area","2200","0.595430064921721","0.578158194268096","0.612701935575347","1"
"Married","2003","higher education","Rural Area","958","0.668780702239205","0.642731225420422","0.694830179057987","1"
"Married, but separated","2003","in school","Urban Area","","","","","2"
"Married, but separated","2003","in school","Rural Area","","","","","2"
"Married, but separated","2003","inadequately","Urban Area","5","","","","2"
"Married, but separated","2003","inadequately","Rural Area","","","","","2"
"Married, but separated","2003","general elemantary","Urban Area","38","0.0180274127084301","0.0119776043310843","0.0240772210857758","2"
"Married, but separated","2003","general elemantary","Rural Area","15","","","","2"
"Married, but separated","2003","middle vocational","Urban Area","177","0.0264628032622344","0.0227377145263355","0.0301878919981333","2"
"Married, but separated","2003","middle vocational","Rural Area","88","0.0202248688097068","0.015852084411736","0.0245976532076775","2"
"Married, but separated","2003","vocational + Abi","Urban Area","16","","","","2"
"Married, but separated","2003","vocational + Abi","Rural Area","3","","","","2"
"Married, but separated","2003","higher vocational","Urban Area","29","","","","2"
"Married, but separated","2003","higher vocational","Rural Area","12","","","","2"
"Married, but separated","2003","higher education","Urban Area","74","0.0301676107512307","0.0241483106786736","0.0361869108237877","2"
"Married, but separated","2003","higher education","Rural Area","22","","","","2"
"Single","2003","in school","Urban Area","421","0.985999445190094","0.974815986932801","0.997182903447386","3"
"Single","2003","in school","Rural Area","193","1","1","1","3"
"Single","2003","inadequately","Urban Area","40","0.196023618543502","0.142331036441137","0.249716200645866","3"
"Single","2003","inadequately","Rural Area","19","","","","3"
"Single","2003","general elemantary","Urban Area","507","0.25211131785968","0.232367102109868","0.271855533609491","3"
"Single","2003","general elemantary","Rural Area","337","0.328702024165599","0.29787550261544","0.359528545715758","3"
"Single","2003","middle vocational","Urban Area","1512","0.211434501251356","0.201957973526015","0.220911028976697","3"
"Single","2003","middle vocational","Rural Area","847","0.212759053711242","0.200046000504607","0.225472106917877","3"
"Single","2003","vocational + Abi","Urban Area","275","0.331361787627347","0.300523988019337","0.362199587235357","3"
"Single","2003","vocational + Abi","Rural Area","99","0.337679714874681","0.280954130990487","0.394405298758875","3"
"Single","2003","higher vocational","Urban Area","150","0.16229624296012","0.140336192814325","0.184256293105916","3"
"Single","2003","higher vocational","Rural Area","70","0.135619422691673","0.108314366964993","0.162924478418353","3"
"Single","2003","higher education","Urban Area","552","0.255219399820761","0.239876826278841","0.270561973362682","3"
"Single","2003","higher education","Rural Area","144","0.177577322053668","0.15642584928125","0.198728794826085","3"
"Widowed","2003","in school","Urban Area","","","","","5"
"Widowed","2003","in school","Rural Area","","","","","5"
"Widowed","2003","inadequately","Urban Area","15","","","","5"
"Widowed","2003","inadequately","Rural Area","6","","","","5"
"Widowed","2003","general elemantary","Urban Area","257","0.186633458318875","0.168917561600417","0.204349355037333","5"
"Widowed","2003","general elemantary","Rural Area","137","0.207792412472704","0.181166775563591","0.234418049381817","5"
"Widowed","2003","middle vocational","Urban Area","455","0.091328811816772","0.0846430683834082","0.0980145552501357","5"
"Widowed","2003","middle vocational","Rural Area","279","0.0905130912186309","0.0816004602048894","0.0994257222323724","5"
"Widowed","2003","vocational + Abi","Urban Area","27","","","","5"
"Widowed","2003","vocational + Abi","Rural Area","10","","","","5"
"Widowed","2003","higher vocational","Urban Area","53","0.0732100694729729","0.0576965646341195","0.0887235743118264","5"
"Widowed","2003","higher vocational","Rural Area","25","","","","5"
"Widowed","2003","higher education","Urban Area","82","0.0315420102408994","0.0253914840571483","0.0376925364246504","5"
"Widowed","2003","higher education","Rural Area","41","0.0517917751235712","0.0395263789640844","0.064057171283058","5"
"Divorced","2004","in school","Urban Area","1","","","","4"
"Divorced","2004","in school","Rural Area","","","","","4"
"Divorced","2004","inadequately","Urban Area","13","","","","4"
"Divorced","2004","inadequately","Rural Area","3","","","","4"
"Divorced","2004","general elemantary","Urban Area","114","0.0862296732979183","0.073047988835538","0.0994113577602986","4"
"Divorced","2004","general elemantary","Rural Area","42","0.0469078838265106","0.0326430332526071","0.0611727344004142","4"
"Divorced","2004","middle vocational","Urban Area","519","0.0888281520688949","0.0821129912792627","0.095543312858527","4"
"Divorced","2004","middle vocational","Rural Area","275","0.0780164784104354","0.0695959830859385","0.0864369737349322","4"
"Divorced","2004","vocational + Abi","Urban Area","49","0.0670084980387678","0.0506457721413946","0.083371223936141","4"
"Divorced","2004","vocational + Abi","Rural Area","13","","","","4"
"Divorced","2004","higher vocational","Urban Area","86","0.111545830027715","0.0925225935835475","0.130569066471882","4"
"Divorced","2004","higher vocational","Rural Area","41","0.0703086043316171","0.0496787705171692","0.090938438146065","4"
"Divorced","2004","higher education","Urban Area","188","0.0896598933828749","0.0795224618366234","0.0997973249291264","4"
"Divorced","2004","higher education","Rural Area","97","0.104172527992592","0.0872036860129297","0.121141369972254","4"
"Married","2004","in school","Urban Area","","","","","1"
"Married","2004","in school","Rural Area","","","","","1"
"Married","2004","inadequately","Urban Area","129","0.62036117486208","0.552420841952053","0.688301507772106","1"
"Married","2004","inadequately","Rural Area","27","","","","1"
"Married","2004","general elemantary","Urban Area","883","0.447096320963732","0.423748341445562","0.470444300481901","1"
"Married","2004","general elemantary","Rural Area","336","0.392161034325534","0.359222569348693","0.425099499302374","1"
"Married","2004","middle vocational","Urban Area","4305","0.583206254783754","0.57156894383651","0.594843565730998","1"
"Married","2004","middle vocational","Rural Area","2395","0.578391986108291","0.562887818657649","0.593896153558933","1"
"Married","2004","vocational + Abi","Urban Area","520","0.497255652399722","0.464535498930038","0.529975805869407","1"
"Married","2004","vocational + Abi","Rural Area","145","0.537838013226463","0.478147742074345","0.597528284378581","1"
"Married","2004","higher vocational","Urban Area","748","0.632170432217636","0.603031030605281","0.661309833829991","1"
"Married","2004","higher vocational","Rural Area","442","0.717087736616655","0.680743619816946","0.753431853416364","1"
"Married","2004","higher education","Urban Area","2144","0.585070274365561","0.56758718093844","0.602553367792682","1"
"Married","2004","higher education","Rural Area","933","0.649654256748308","0.623153823016232","0.676154690480384","1"
"Married, but separated","2004","in school","Urban Area","","","","","2"
"Married, but separated","2004","in school","Rural Area","","","","","2"
"Married, but separated","2004","inadequately","Urban Area","6","","","","2"
"Married, but separated","2004","inadequately","Rural Area","","","","","2"
"Married, but separated","2004","general elemantary","Urban Area","33","0.0177228382325521","0.0115268914953025","0.0239187849698017","2"
"Married, but separated","2004","general elemantary","Rural Area","16","","","","2"
"Married, but separated","2004","middle vocational","Urban Area","163","0.0280291734923616","0.0241332293952289","0.0319251175894942","2"
"Married, but separated","2004","middle vocational","Rural Area","85","0.0233900990379686","0.0186448448633957","0.0281353532125416","2"
"Married, but separated","2004","vocational + Abi","Urban Area","16","","","","2"
"Married, but separated","2004","vocational + Abi","Rural Area","2","","","","2"
"Married, but separated","2004","higher vocational","Urban Area","29","","","","2"
"Married, but separated","2004","higher vocational","Rural Area","9","","","","2"
"Married, but separated","2004","higher education","Urban Area","81","0.0350147060460484","0.0284922287355478","0.0415371833565489","2"
"Married, but separated","2004","higher education","Rural Area","24","","","","2"
"Single","2004","higher vocational","Urban Area","141","0.168020997522097","0.145427774813373","0.19061422023082","3"
"Single","2004","higher vocational","Rural Area","73","0.1340297310866","0.106539768472847","0.161519693700352","3"
"Single","2004","higher education","Urban Area","555","0.256448310304024","0.240953634617909","0.271942985990138","3"
"Single","2004","higher education","Rural Area","146","0.178865583484966","0.15757762891461","0.200153538055322","3"
"Single","2004","in school","Urban Area","441","0.996986665012227","0.991876848113779","1.00209648191068","3"
"Single","2004","in school","Rural Area","193","1","1","1","3"
"Single","2004","inadequately","Urban Area","33","0.186527850139034","0.131994366429831","0.241061333848238","3"
"Single","2004","inadequately","Rural Area","24","","","","3"
"Single","2004","general elemantary","Urban Area","464","0.258506085711927","0.23794655501515","0.279065616408703","3"
"Single","2004","general elemantary","Rural Area","317","0.336563732236381","0.304684332907824","0.368443131564938","3"
"Single","2004","middle vocational","Urban Area","1477","0.211065660038477","0.201433799718458","0.220697520358496","3"
"Single","2004","middle vocational","Rural Area","866","0.229569083168387","0.216365055089346","0.242773111247427","3"
"Single","2004","vocational + Abi","Urban Area","287","0.346656145891669","0.315512301077568","0.377799990705769","3"
"Single","2004","vocational + Abi","Rural Area","99","0.309579192259786","0.254228442100579","0.364929942418994","3"
"Widowed","2004","in school","Urban Area","","","","","5"
"Widowed","2004","in school","Rural Area","","","","","5"
"Widowed","2004","inadequately","Urban Area","15","","","","5"
"Widowed","2004","inadequately","Rural Area","6","","","","5"
"Widowed","2004","general elemantary","Urban Area","248","0.190445081793871","0.172006307244059","0.208883856343684","5"
"Widowed","2004","general elemantary","Rural Area","133","0.208597754018151","0.181186410580522","0.23600909745578","5"
"Widowed","2004","middle vocational","Urban Area","431","0.0888707596165126","0.0821541455582093","0.0955873736748159","5"
"Widowed","2004","middle vocational","Rural Area","276","0.0906323532749183","0.0816188366128199","0.0996458699370167","5"
"Widowed","2004","vocational + Abi","Urban Area","25","","","","5"
"Widowed","2004","vocational + Abi","Rural Area","9","","","","5"
"Widowed","2004","higher vocational","Urban Area","48","0.0634576432308504","0.0487261794476944","0.0781891070140065","5"
"Widowed","2004","higher vocational","Rural Area","25","","","","5"
"Widowed","2004","higher education","Urban Area","83","0.0338068159014925","0.0273938178753016","0.0402198139276833","5"
"Widowed","2004","higher education","Rural Area","45","0.05215775620384","0.0398070754612951","0.064508436946385","5"
"Divorced","2005","in school","Urban Area","1","","","","4"
"Divorced","2005","in school","Rural Area","","","","","4"
"Divorced","2005","inadequately","Urban Area","13","","","","4"
"Divorced","2005","inadequately","Rural Area","3","","","","4"
"Divorced","2005","general elemantary","Urban Area","104","0.0856537427029477","0.0721095013218429","0.0991979840840525","4"
"Divorced","2005","general elemantary","Rural Area","41","0.0556683636183761","0.0394209636872163","0.071915763549536","4"
"Divorced","2005","middle vocational","Urban Area","508","0.0943298372322106","0.0872438291740087","0.101415845290413","4"
"Divorced","2005","middle vocational","Rural Area","279","0.0843123611110367","0.0753859022418989","0.0932388199801745","4"
"Divorced","2005","vocational + Abi","Urban Area","51","0.0679834145896887","0.0512570417924609","0.0847097873869165","4"
"Divorced","2005","vocational + Abi","Rural Area","13","","","","4"
"Divorced","2005","higher vocational","Urban Area","88","0.114515720345846","0.0947988848675095","0.134232555824182","4"
"Divorced","2005","higher vocational","Rural Area","40","0.0703386318324751","0.0491781276699391","0.0914991359950111","4"
"Divorced","2005","higher education","Urban Area","179","0.087729302319226","0.0775498709564872","0.0979087336819648","4"
"Divorced","2005","higher education","Rural Area","99","0.104389559494012","0.0870967843817656","0.121682334606259","4"
"Married","2005","in school","Urban Area","1","","","","1"
"Married","2005","in school","Rural Area","","","","","1"
"Married","2005","inadequately","Urban Area","120","0.584434254308181","0.513988168285291","0.65488034033107","1"
"Married","2005","inadequately","Rural Area","29","","","","1"
"Married","2005","general elemantary","Urban Area","817","0.437270406643503","0.413262677229098","0.461278136057909","1"
"Married","2005","general elemantary","Rural Area","295","0.371649696434234","0.337405641958269","0.405893750910199","1"
"Married","2005","middle vocational","Urban Area","4029","0.570010935246067","0.558008693542259","0.582013176949875","1"
"Married","2005","middle vocational","Rural Area","2282","0.570804917660294","0.554903672689843","0.586706162630745","1"
"Married","2005","vocational + Abi","Urban Area","498","0.512379201347265","0.479164884702538","0.545593517991992","1"
"Married","2005","vocational + Abi","Rural Area","145","0.483212963441853","0.423047086934249","0.543378839949456","1"
"Married","2005","higher vocational","Urban Area","709","0.644490040066882","0.61485208593816","0.674127994195605","1"
"Married","2005","higher vocational","Rural Area","426","0.724680754486839","0.687718512185478","0.7616429967882","1"
"Married","2005","higher education","Urban Area","2051","0.572116318204129","0.554313270831246","0.589919365577012","1"
"Married","2005","higher education","Rural Area","885","0.653933731701689","0.627029345263788","0.68083811813959","1"
"Married, but separated","2005","in school","Urban Area","","","","","2"
"Married, but separated","2005","in school","Rural Area","","","","","2"
"Married, but separated","2005","inadequately","Urban Area","8","","","","2"
"Married, but separated","2005","inadequately","Rural Area","","","","","2"
"Married, but separated","2005","general elemantary","Urban Area","41","0.0266372039047673","0.0188441468486248","0.0344302609609099","2"
"Married, but separated","2005","general elemantary","Rural Area","13","","","","2"
"Married, but separated","2005","middle vocational","Urban Area","158","0.0266383237052208","0.0227345679564117","0.03054207945403","2"
"Married, but separated","2005","middle vocational","Rural Area","80","0.0223312784462812","0.0175843513641651","0.0270782055283974","2"
"Married, but separated","2005","vocational + Abi","Urban Area","20","","","","2"
"Married, but separated","2005","vocational + Abi","Rural Area","4","","","","2"
"Married, but separated","2005","higher vocational","Urban Area","20","","","","2"
"Married, but separated","2005","higher vocational","Rural Area","8","","","","2"
"Married, but separated","2005","higher education","Urban Area","89","0.0382186479571236","0.0313199814079943","0.045117314506253","2"
"Married, but separated","2005","higher education","Rural Area","25","","","","2"
"Single","2005","higher vocational","Urban Area","134","0.153992296355032","0.131643667318576","0.176340925391489","3"
"Single","2005","higher vocational","Rural Area","64","0.140521874552376","0.111764049214423","0.169279699890329","3"
"Single","2005","higher education","Urban Area","562","0.262798290942176","0.246960531113819","0.278636050770533","3"
"Single","2005","higher education","Rural Area","143","0.173496517638903","0.152080224026346","0.19491281125146","3"
"Single","2005","in school","Urban Area","449","0.994822868556687","0.988199524799534","1.00144621231384","3"
"Single","2005","in school","Rural Area","198","1","1","1","3"
"Single","2005","inadequately","Urban Area","35","0.22813291277794","0.168149054005979","0.2881167715499","3"
"Single","2005","inadequately","Rural Area","20","","","","3"
"Single","2005","general elemantary","Urban Area","448","0.277738622686381","0.256062005816282","0.299415239556481","3"
"Single","2005","general elemantary","Rural Area","287","0.35343518043539","0.319560258985721","0.387310101885059","3"
"Single","2005","middle vocational","Urban Area","1412","0.220256636925152","0.210209729176363","0.230303544673942","3"
"Single","2005","middle vocational","Rural Area","813","0.234909358018842","0.221289690347752","0.248529025689932","3"
"Single","2005","vocational + Abi","Urban Area","277","0.335065071732945","0.303700264917055","0.366429878548836","3"
"Single","2005","vocational + Abi","Rural Area","95","0.368113912585893","0.310046073251075","0.42618175192071","3"
"Widowed","2005","in school","Urban Area","","","","","5"
"Widowed","2005","in school","Rural Area","","","","","5"
"Widowed","2005","inadequately","Urban Area","12","","","","5"
"Widowed","2005","inadequately","Rural Area","6","","","","5"
"Widowed","2005","general elemantary","Urban Area","230","0.1727000240624","0.154406226374763","0.190993821750038","5"
"Widowed","2005","general elemantary","Rural Area","129","0.204234200500971","0.175666568467231","0.23280183253471","5"
"Widowed","2005","middle vocational","Urban Area","429","0.0887642668913491","0.0818693898536396","0.0956591439290587","5"
"Widowed","2005","middle vocational","Rural Area","268","0.0876420847635463","0.0785576297516473","0.0967265397754453","5"
"Widowed","2005","vocational + Abi","Urban Area","24","","","","5"
"Widowed","2005","vocational + Abi","Rural Area","8","","","","5"
"Widowed","2005","higher vocational","Urban Area","51","0.0679136688643761","0.0523353389775291","0.0834919987512231","5"
"Widowed","2005","higher vocational","Rural Area","23","","","","5"
"Widowed","2005","higher education","Urban Area","86","0.0391374405773452","0.0321596783882222","0.0461152027664683","5"
"Widowed","2005","higher education","Rural Area","49","0.0471277855424609","0.0351429401569413","0.0591126309279805","5"
"Divorced","2006","inadequately","Urban Area","11","","","","4"
"Divorced","2006","inadequately","Rural Area","4","","","","4"
"Divorced","2006","general elemantary","Urban Area","107","0.0812901790699073","0.0681754812755005","0.0944048768643141","4"
"Divorced","2006","general elemantary","Rural Area","43","0.0538155510735342","0.0388468964451475","0.068784205701921","4"
"Divorced","2006","middle vocational","Urban Area","566","0.0968615220700861","0.0899510592781487","0.103771984862024","4"
"Divorced","2006","middle vocational","Rural Area","324","0.0929700761376819","0.0840288768766903","0.101911275398673","4"
"Divorced","2006","vocational + Abi","Urban Area","54","0.0679602994895136","0.0517326001275961","0.0841879988514311","4"
"Divorced","2006","vocational + Abi","Rural Area","21","","","","4"
"Divorced","2006","higher vocational","Urban Area","92","0.113513956759852","0.0942531349300809","0.132774778589622","4"
"Divorced","2006","in school","Urban Area","1","","","","4"
"Divorced","2006","in school","Rural Area","","","","","4"
"Divorced","2006","higher vocational","Rural Area","44","0.0758329104572953","0.0548762553823887","0.0967895655322019","4"
"Divorced","2006","higher education","Urban Area","210","0.0871807059447054","0.0775044110721044","0.0968570008173063","4"
"Divorced","2006","higher education","Rural Area","117","0.119361410203723","0.101831437687357","0.136891382720088","4"
"Married","2006","in school","Urban Area","1","","","","1"
"Married","2006","in school","Rural Area","2","","","","1"
"Married","2006","inadequately","Urban Area","113","0.58521984958329","0.51284184656236","0.65759785260422","1"
"Married","2006","inadequately","Rural Area","25","","","","1"
"Married","2006","general elemantary","Urban Area","826","0.437707124351092","0.413899110524445","0.46151513817774","1"
"Married","2006","general elemantary","Rural Area","341","0.359129469841887","0.32730569873831","0.390953240945464","1"
"Married","2006","middle vocational","Urban Area","4344","0.562884500631728","0.551295070978776","0.57447393028468","1"
"Married","2006","middle vocational","Rural Area","2497","0.564425046408591","0.549158248354782","0.579691844462401","1"
"Married","2006","vocational + Abi","Urban Area","535","0.542410775070732","0.510287918821791","0.574533631319672","1"
"Married","2006","vocational + Abi","Rural Area","154","0.444988822492303","0.388085228533573","0.501892416451034","1"
"Married","2006","higher vocational","Urban Area","723","0.612668253153264","0.58309027612927","0.642246230177258","1"
"Married","2006","higher vocational","Rural Area","459","0.703476018264081","0.667320681276161","0.739631355252002","1"
"Married","2006","higher education","Urban Area","2231","0.577184019515972","0.560239106492535","0.59412893253941","1"
"Married","2006","higher education","Rural Area","954","0.63312493436008","0.60706614619923","0.65918372252093","1"
"Married, but separated","2006","general elemantary","Rural Area","15","","","","2"
"Married, but separated","2006","middle vocational","Rural Area","77","0.0250763839587668","0.0202621064186314","0.0298906614989022","2"
"Married, but separated","2006","middle vocational","Urban Area","164","0.0276240426352818","0.023794781011237","0.0314533042593267","2"
"Married, but separated","2006","in school","Urban Area","","","","","2"
"Married, but separated","2006","in school","Rural Area","","","","","2"
"Married, but separated","2006","inadequately","Urban Area","5","","","","2"
"Married, but separated","2006","inadequately","Rural Area","1","","","","2"
"Married, but separated","2006","general elemantary","Urban Area","44","0.0252243662643336","0.0176992618189887","0.0327494707096784","2"
"Married, but separated","2006","vocational + Abi","Urban Area","20","","","","2"
"Married, but separated","2006","vocational + Abi","Rural Area","3","","","","2"
"Married, but separated","2006","higher vocational","Urban Area","30","0.0363425780069258","0.0249798285053539","0.0477053275084978","2"
"Married, but separated","2006","higher vocational","Rural Area","13","","","","2"
"Married, but separated","2006","higher education","Urban Area","94","0.0328273103164171","0.0267154114288083","0.0389392092040259","2"
"Married, but separated","2006","higher education","Rural Area","26","","","","2"
"Single","2006","general elemantary","Rural Area","328","0.366657736562064","0.334691564656629","0.3986239084675","3"
"Single","2006","middle vocational","Urban Area","1482","0.221758799610879","0.212052541053866","0.231465058167892","3"
"Single","2006","middle vocational","Rural Area","857","0.231320539891726","0.218337000212886","0.244304079570566","3"
"Single","2006","vocational + Abi","Urban Area","291","0.327958106456529","0.297687615561835","0.358228597351222","3"
"Single","2006","inadequately","Rural Area","27","","","","3"
"Single","2006","general elemantary","Urban Area","440","0.267386712046715","0.246146572090257","0.288626852003173","3"
"Single","2006","vocational + Abi","Rural Area","106","0.401271695992693","0.345147718830111","0.457395673155274","3"
"Single","2006","higher vocational","Urban Area","143","0.171113424069031","0.148246706616246","0.193980141521816","3"
"Single","2006","higher vocational","Rural Area","70","0.154041078564804","0.12546446469817","0.182617692431438","3"
"Single","2006","higher education","Urban Area","630","0.264215600310163","0.24909179722172","0.279339403398606","3"
"Single","2006","higher education","Rural Area","158","0.172513272086001","0.152084503768843","0.192942040403159","3"
"Single","2006","in school","Urban Area","426","0.976260763108723","0.961905124651817","0.990616401565629","3"
"Single","2006","in school","Rural Area","204","0.989370135517933","0.975365953617064","1.0033743174188","3"
"Single","2006","inadequately","Urban Area","34","0.233579576378581","0.17142271769188","0.295736435065282","3"
"Widowed","2006","in school","Urban Area","4","","","","5"
"Widowed","2006","in school","Rural Area","","","","","5"
"Widowed","2006","inadequately","Urban Area","15","","","","5"
"Widowed","2006","inadequately","Rural Area","8","","","","5"
"Widowed","2006","general elemantary","Urban Area","251","0.188391618267952","0.169626378496351","0.207156858039554","5"
"Widowed","2006","general elemantary","Rural Area","146","0.196628540517774","0.17026386403854","0.222993216997009","5"
"Widowed","2006","middle vocational","Urban Area","481","0.090871135052025","0.0841556093541112","0.0975866607499388","5"
"Widowed","2006","middle vocational","Rural Area","297","0.0862079536032344","0.0775660239354513","0.0948498832710175","5"
"Widowed","2006","vocational + Abi","Urban Area","24","","","","5"
"Widowed","2006","vocational + Abi","Rural Area","9","","","","5"
"Widowed","2006","higher vocational","Urban Area","54","0.0663617880109272","0.0512483739762176","0.0814752020456367","5"
"Widowed","2006","higher vocational","Rural Area","27","","","","5"
"Widowed","2006","higher education","Urban Area","100","0.0385923639127419","0.0319852625051493","0.0451994653203346","5"
"Widowed","2006","higher education","Rural Area","59","0.0540819293495038","0.0418525826378727","0.0663112760611349","5"
"Divorced","2007","in school","Urban Area","","","","","4"
"Divorced","2007","in school","Rural Area","","","","","4"
"Divorced","2007","inadequately","Urban Area","9","","","","4"
"Divorced","2007","inadequately","Rural Area","3","","","","4"
"Divorced","2007","general elemantary","Urban Area","102","0.083817113684618","0.069765369634614","0.097868857734622","4"
"Divorced","2007","general elemantary","Rural Area","40","0.0608193591053256","0.0439493084096002","0.0776894098010511","4"
"Divorced","2007","middle vocational","Urban Area","538","0.0984680401635645","0.091242065077449","0.10569401524968","4"
"Divorced","2007","middle vocational","Rural Area","320","0.096627457932688","0.0872336859788587","0.106021229886517","4"
"Divorced","2007","vocational + Abi","Urban Area","51","0.0651206224524619","0.0488462294003894","0.0813950155045345","4"
"Divorced","2007","vocational + Abi","Rural Area","22","","","","4"
"Divorced","2007","higher vocational","Urban Area","83","0.112180283560917","0.0921647549330789","0.132195812188755","4"
"Divorced","2007","higher vocational","Rural Area","39","0.0823728725375992","0.0600173280273094","0.104728417047889","4"
"Divorced","2007","higher education","Urban Area","207","0.0890152664019996","0.0790406924466108","0.0989898403573885","4"
"Divorced","2007","higher education","Rural Area","113","0.105395664130562","0.0884275083672328","0.122363819893891","4"
"Married","2007","in school","Urban Area","","","","","1"
"Married","2007","in school","Rural Area","1","","","","1"
"Married","2007","inadequately","Urban Area","99","0.606997145568986","0.529605594221628","0.684388696916343","1"
"Married","2007","inadequately","Rural Area","30","0.427761982329733","0.308400124762351","0.547123839897116","1"
"Married","2007","general elemantary","Urban Area","733","0.442640251471673","0.417453854448233","0.467826648495112","1"
"Married","2007","general elemantary","Rural Area","305","0.379253320761081","0.345004722554169","0.413501918967993","1"
"Married","2007","middle vocational","Urban Area","3993","0.5532723831647","0.541215108721456","0.565329657607944","1"
"Married","2007","middle vocational","Rural Area","2290","0.542530113916884","0.526690321970994","0.558369905862773","1"
"Married","2007","vocational + Abi","Urban Area","500","0.532143106509891","0.499232303733933","0.56505390928585","1"
"Married","2007","vocational + Abi","Rural Area","159","0.494946962542108","0.437303906844216","0.55259001824","1"
"Married","2007","higher vocational","Urban Area","674","0.633605226784704","0.6030468405566","0.664163613012808","1"
