"pgfamstd","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Widowed","2003","higher education","East Germany","58","0.06687301579341","0.0532519006852343","0.0804941309015857","5"
"Divorced","2004","in school","West Germany","1","","","","4"
"Divorced","2004","in school","East Germany","","","","","4"
"Divorced","2004","inadequately","West Germany","14","","","","4"
"Divorced","2004","inadequately","East Germany","2","","","","4"
"Divorced","2004","general elemantary","West Germany","132","0.0736100897558464","0.0627253186309208","0.084494860880772","4"
"Divorced","2004","general elemantary","East Germany","24","","","","4"
"Divorced","2004","middle vocational","West Germany","566","0.0807055972055912","0.0747532097086128","0.0866579847025695","4"
"Divorced","2004","middle vocational","East Germany","228","0.103323344509786","0.0919429612996941","0.114703727719878","4"
"Divorced","2004","vocational + Abi","West Germany","55","0.0752965535996507","0.059031282709839","0.0915618244894625","4"
"Divorced","2004","vocational + Abi","East Germany","7","","","","4"
"Divorced","2004","higher vocational","West Germany","91","0.0989521452287747","0.0820927845015086","0.115811505956041","4"
"Divorced","2004","higher vocational","East Germany","36","0.0957684078193825","0.0681779857430062","0.123358829895759","4"
"Divorced","2004","higher education","West Germany","179","0.0860517592714733","0.0760464814891144","0.0960570370538321","4"
"Divorced","2004","higher education","East Germany","106","0.116402669583189","0.0988197361496876","0.13398560301669","4"
"Married","2004","in school","West Germany","","","","","1"
"Married","2004","in school","East Germany","","","","","1"
"Married","2004","inadequately","West Germany","153","0.602423826541119","0.540248101635441","0.664599551446797","1"
"Married","2004","inadequately","East Germany","3","","","","1"
"Married","2004","general elemantary","West Germany","1117","0.452106871248454","0.431361452741312","0.472852289755595","1"
"Married","2004","general elemantary","East Germany","102","0.252964941603","0.208966923174335","0.296962960031666","1"
"Married","2004","middle vocational","West Germany","5171","0.601908844973954","0.591211680166888","0.612606009781021","1"
"Married","2004","middle vocational","East Germany","1529","0.499084945807642","0.480390654586905","0.517779237028378","1"
"Married","2004","vocational + Abi","West Germany","613","0.524786588890114","0.494003781747455","0.555569396032774","1"
"Married","2004","vocational + Abi","East Germany","52","0.311187980469417","0.238065738931256","0.384310222007578","1"
"Married","2004","higher vocational","West Germany","883","0.662032816877598","0.635325418011715","0.688740215743482","1"
"Married","2004","higher vocational","East Germany","307","0.649933686280675","0.60521211470789","0.694655257853461","1"
"Married","2004","higher education","West Germany","2154","0.588900587163185","0.571346312259772","0.606454862066599","1"
"Married","2004","higher education","East Germany","923","0.642405733948881","0.616128318846567","0.668683149051196","1"
"Married, but separated","2004","in school","West Germany","","","","","2"
"Married, but separated","2004","in school","East Germany","","","","","2"
"Married, but separated","2004","inadequately","West Germany","6","","","","2"
"Married, but separated","2004","inadequately","East Germany","","","","","2"
"Married, but separated","2004","general elemantary","West Germany","44","0.0181282525700207","0.0125671734598313","0.0236893316802101","2"
"Married, but separated","2004","general elemantary","East Germany","5","","","","2"
"Married, but separated","2004","middle vocational","West Germany","188","0.0258464532819892","0.0223788752227616","0.0293140313412167","2"
"Married, but separated","2004","middle vocational","East Germany","60","0.0289629949368621","0.0226928244238675","0.0352331654498566","2"
"Married, but separated","2004","vocational + Abi","West Germany","16","","","","2"
"Married, but separated","2004","vocational + Abi","East Germany","2","","","","2"
"Married, but separated","2004","higher vocational","West Germany","34","0.0255710170209166","0.0166584324332074","0.0344836016086258","2"
"Married, but separated","2004","higher vocational","East Germany","4","","","","2"
"Married, but separated","2004","higher education","West Germany","71","0.0290753763109038","0.0230810013822196","0.0350697512395881","2"
"Married, but separated","2004","higher education","East Germany","34","0.0321450030797821","0.02247460063164","0.0418154055279243","2"
"Single","2004","higher vocational","West Germany","157","0.158471213653626","0.137852372738361","0.179090054568891","3"
"Single","2004","higher vocational","East Germany","57","0.151901160936076","0.11824913976824","0.185553182103912","3"
"Single","2004","higher education","West Germany","544","0.267602135898739","0.251807602679551","0.283396669117927","3"
"Single","2004","higher education","East Germany","157","0.138712773371553","0.119762525507421","0.157663021235685","3"
"Single","2004","in school","West Germany","469","0.997321363532661","0.992648602068521","1.0019941249968","3"
"Single","2004","in school","East Germany","165","1","1","1","3"
"Single","2004","inadequately","West Germany","45","0.203085570075666","0.151975674801267","0.254195465350065","3"
"Single","2004","inadequately","East Germany","12","","","","3"
"Single","2004","general elemantary","West Germany","582","0.254510199939772","0.236353907523529","0.272666492356015","3"
"Single","2004","general elemantary","East Germany","199","0.510209812100696","0.459614311101885","0.560805313099507","3"
"Single","2004","middle vocational","West Germany","1624","0.2062341699445","0.197392413017256","0.215075926871744","3"
"Single","2004","middle vocational","East Germany","719","0.262278297787165","0.245832036534116","0.278724559040215","3"
"Single","2004","vocational + Abi","West Germany","296","0.313636483766617","0.285036690319687","0.342236277213547","3"
"Single","2004","vocational + Abi","East Germany","90","0.594978526603378","0.517447166777741","0.672509886429016","3"
"Widowed","2004","in school","West Germany","","","","","5"
"Widowed","2004","in school","East Germany","","","","","5"
"Widowed","2004","inadequately","West Germany","20","","","","5"
"Widowed","2004","inadequately","East Germany","1","","","","5"
"Widowed","2004","general elemantary","West Germany","336","0.201644586485907","0.18492039464931","0.218368778322505","5"
"Widowed","2004","general elemantary","East Germany","45","0.155254266646195","0.118600616294784","0.191907916997606","5"
"Widowed","2004","middle vocational","West Germany","495","0.0853049345939657","0.0792006144081952","0.0914092547797362","5"
"Widowed","2004","middle vocational","East Germany","212","0.106350416958545","0.0948240364119908","0.117876797505099","5"
"Widowed","2004","vocational + Abi","West Germany","31","0.0632160998380458","0.048215588227472","0.0782166114486195","5"
"Widowed","2004","vocational + Abi","East Germany","3","","","","5"
"Widowed","2004","higher vocational","West Germany","40","0.0549728072190843","0.0421036330745315","0.067841981363637","5"
"Widowed","2004","higher vocational","East Germany","33","0.0876824539068613","0.0611647001113093","0.114200207702413","5"
"Widowed","2004","higher education","West Germany","70","0.0283701413556981","0.0224467606094147","0.0342935221019815","5"
"Widowed","2004","higher education","East Germany","58","0.0703338200165948","0.0563144569487069","0.0843531830844826","5"
"Divorced","2005","higher vocational","West Germany","93","0.106449630280966","0.0885544174898143","0.124344843072119","4"
"Divorced","2005","higher education","East Germany","105","0.113956302882418","0.0963901281710206","0.131522477593816","4"
"Divorced","2005","higher vocational","East Germany","35","0.0769276320335088","0.0515032197183576","0.10235204434866","4"
"Divorced","2005","higher education","West Germany","173","0.085023247281018","0.0748911147421313","0.0951553798199047","4"
"Divorced","2005","in school","West Germany","1","","","","4"
"Divorced","2005","in school","East Germany","","","","","4"
"Divorced","2005","inadequately","West Germany","14","","","","4"
"Divorced","2005","inadequately","East Germany","2","","","","4"
"Divorced","2005","general elemantary","West Germany","124","0.0758679216206332","0.0644391415142764","0.08729670172699","4"
"Divorced","2005","general elemantary","East Germany","21","","","","4"
"Divorced","2005","middle vocational","West Germany","557","0.0843706613523232","0.0781333370467745","0.0906079856578718","4"
"Divorced","2005","middle vocational","East Germany","230","0.11730211860487","0.105004268736435","0.129599968473304","4"
"Divorced","2005","vocational + Abi","West Germany","55","0.0741256908056275","0.0576648481146913","0.0905865334965638","4"
"Divorced","2005","vocational + Abi","East Germany","9","","","","4"
"Married","2005","in school","West Germany","1","","","","1"
"Married","2005","in school","East Germany","","","","","1"
"Married","2005","inadequately","West Germany","146","0.585982858722698","0.522048798654928","0.649916918790469","1"
"Married","2005","inadequately","East Germany","3","","","","1"
"Married","2005","general elemantary","West Germany","1024","0.437746153419276","0.416332974418275","0.459159332420277","1"
"Married","2005","general elemantary","East Germany","88","0.240846789314559","0.195594956059657","0.286098622569462","1"
"Married","2005","middle vocational","West Germany","4858","0.591419217187382","0.580387847655022","0.602450586719742","1"
"Married","2005","middle vocational","East Germany","1453","0.484996643095617","0.465896148506503","0.504097137684731","1"
"Married","2005","vocational + Abi","West Germany","585","0.529105423224895","0.497741915996863","0.560468930452927","1"
"Married","2005","vocational + Abi","East Germany","58","0.302114543847144","0.231406556744699","0.372822530949588","1"
"Married","2005","higher vocational","West Germany","838","0.667541149212143","0.640206516706001","0.694875781718286","1"
"Married","2005","higher vocational","East Germany","297","0.681589109582526","0.637141629551789","0.726036589613263","1"
"Married","2005","higher education","West Germany","2040","0.582879434224835","0.564967307384916","0.600791561064755","1"
"Married","2005","higher education","East Germany","896","0.626528077631154","0.599786951036671","0.653269204225637","1"
"Married, but separated","2005","general elemantary","East Germany","4","","","","2"
"Married, but separated","2005","middle vocational","West Germany","190","0.0264822485422021","0.0228790174618856","0.0300854796225186","2"
"Married, but separated","2005","middle vocational","East Germany","48","0.0198680726248823","0.0145348421216365","0.025201303128128","2"
"Married, but separated","2005","vocational + Abi","West Germany","21","","","","2"
"Married, but separated","2005","vocational + Abi","East Germany","3","","","","2"
"Married, but separated","2005","higher vocational","West Germany","24","","","","2"
"Married, but separated","2005","higher vocational","East Germany","4","","","","2"
"Married, but separated","2005","higher education","West Germany","78","0.0335890429642003","0.0270440870451261","0.0401339988832745","2"
"Married, but separated","2005","higher education","East Germany","36","0.0341364432555309","0.0240984366603558","0.044174449850706","2"
"Married, but separated","2005","in school","West Germany","","","","","2"
"Married, but separated","2005","in school","East Germany","","","","","2"
"Married, but separated","2005","inadequately","West Germany","8","","","","2"
"Married, but separated","2005","inadequately","East Germany","","","","","2"
"Married, but separated","2005","general elemantary","West Germany","50","0.024252024649481","0.0176123531891704","0.0308916961097916","2"
"Single","2005","general elemantary","East Germany","186","0.507264206085837","0.454355736895902","0.560172675275772","3"
"Single","2005","middle vocational","West Germany","1532","0.212858559260921","0.203672807670315","0.222044310851528","3"
"Single","2005","middle vocational","East Germany","693","0.275281520047489","0.258211131221558","0.292351908873419","3"
"Single","2005","higher vocational","East Germany","55","0.157923349613045","0.123130431768036","0.192716267458054","3"
"Single","2005","higher education","West Germany","545","0.266884186031354","0.25081570950832","0.282952662554389","3"
"Single","2005","higher education","East Germany","160","0.154440278760975","0.13446315849968","0.17441739902227","3"
"Single","2005","vocational + Abi","West Germany","283","0.315633084949635","0.286430087275074","0.344836082624195","3"
"Single","2005","vocational + Abi","East Germany","89","0.577614363868478","0.501552993355656","0.6536757343813","3"
"Single","2005","higher vocational","West Germany","143","0.147374864264093","0.12680667576888","0.167943052759306","3"
"Single","2005","in school","West Germany","501","0.995428818710871","0.989533823913877","1.00132381350787","3"
"Single","2005","in school","East Germany","146","1","1","1","3"
"Single","2005","inadequately","West Germany","43","0.226065307664303","0.171771564413894","0.280359050914711","3"
"Single","2005","inadequately","East Germany","12","","","","3"
"Single","2005","general elemantary","West Germany","549","0.276833926310285","0.257521695710394","0.296146156910176","3"
"Widowed","2005","in school","West Germany","","","","","5"
"Widowed","2005","in school","East Germany","","","","","5"
"Widowed","2005","inadequately","West Germany","17","","","","5"
"Widowed","2005","inadequately","East Germany","1","","","","5"
"Widowed","2005","general elemantary","West Germany","315","0.185299974000325","0.168529694344487","0.202070253656162","5"
"Widowed","2005","general elemantary","East Germany","44","0.161055019420138","0.122154544519484","0.199955494320792","5"
"Widowed","2005","middle vocational","West Germany","491","0.0848693136571714","0.0786152880797405","0.0911233392346022","5"
"Widowed","2005","middle vocational","East Germany","206","0.102551645627142","0.0909572993615723","0.114145991892712","5"
"Widowed","2005","vocational + Abi","West Germany","29","","","","5"
"Widowed","2005","vocational + Abi","East Germany","3","","","","5"
"Widowed","2005","higher vocational","West Germany","43","0.0586453138498112","0.0450120898418903","0.0722785378577321","5"
"Widowed","2005","higher vocational","East Germany","31","0.0687996482495194","0.0446502374004851","0.0929490590985537","5"
"Widowed","2005","higher education","West Germany","75","0.0316240894985921","0.0252670048822695","0.0379811741149146","5"
"Widowed","2005","higher education","East Germany","60","0.0709388974699218","0.0567468580695363","0.0851309368703073","5"
"Divorced","2006","in school","West Germany","1","","","","4"
"Divorced","2006","in school","East Germany","","","","","4"
"Divorced","2006","inadequately","West Germany","13","","","","4"
"Divorced","2006","inadequately","East Germany","2","","","","4"
"Divorced","2006","general elemantary","West Germany","130","0.0729364669083414","0.0619475473100875","0.0839253865065953","4"
"Divorced","2006","general elemantary","East Germany","20","","","","4"
"Divorced","2006","middle vocational","West Germany","624","0.0897633996831248","0.0836057897593042","0.0959210096069454","4"
"Divorced","2006","middle vocational","East Germany","266","0.118185323103801","0.106251266233104","0.130119379974498","4"
"Divorced","2006","vocational + Abi","West Germany","65","0.0785100212886988","0.0622177134999279","0.0948023290774697","4"
"Divorced","2006","vocational + Abi","East Germany","10","","","","4"
"Divorced","2006","higher vocational","West Germany","103","0.107016029129067","0.0897189784661404","0.124313079791994","4"
"Divorced","2006","higher vocational","East Germany","33","0.077507376245687","0.0521748106779768","0.102839941813397","4"
"Divorced","2006","higher education","West Germany","208","0.0879789162168924","0.0782312777916056","0.0977265546421792","4"
"Divorced","2006","higher education","East Germany","119","0.119383477067116","0.10199053762279","0.136776416511442","4"
"Married","2006","in school","West Germany","3","","","","1"
"Married","2006","in school","East Germany","","","","","1"
"Married","2006","inadequately","West Germany","133","0.546801074064289","0.481020771603248","0.61258137652533","1"
"Married","2006","inadequately","East Germany","5","","","","1"
"Married","2006","general elemantary","West Germany","1060","0.433023850014566","0.412084355686413","0.453963344342719","1"
"Married","2006","general elemantary","East Germany","107","0.257408023714511","0.214016794446202","0.30079925298282","1"
"Married","2006","middle vocational","West Germany","5284","0.583480801486566","0.572861005409822","0.594100597563311","1"
"Married","2006","middle vocational","East Germany","1557","0.484514703508888","0.466039922898097","0.50298948411968","1"
"Married","2006","vocational + Abi","West Germany","634","0.547732656446941","0.517584783059585","0.577880529834297","1"
"Married","2006","vocational + Abi","East Germany","55","0.268049258720584","0.201464954933035","0.334633562508134","1"
"Married","2006","higher vocational","West Germany","883","0.63916816201551","0.6122970399431","0.666039284087921","1"
"Married","2006","higher vocational","East Germany","299","0.658686029870423","0.613765748797782","0.703606310943064","1"
"Married","2006","higher education","West Germany","2238","0.581619484460629","0.564644363909024","0.598594605012234","1"
"Married","2006","higher education","East Germany","947","0.623235021547104","0.597241288977879","0.64922875411633","1"
"Married, but separated","2006","general elemantary","East Germany","5","","","","2"
"Married, but separated","2006","middle vocational","West Germany","195","0.0281662823092927","0.0246022131288486","0.0317303514897369","2"
"Married, but separated","2006","middle vocational","East Germany","46","0.0211824246623251","0.0158594256835778","0.0265054236410724","2"
"Married, but separated","2006","vocational + Abi","West Germany","19","","","","2"
"Married, but separated","2006","vocational + Abi","East Germany","4","","","","2"
"Married, but separated","2006","in school","West Germany","","","","","2"
"Married, but separated","2006","in school","East Germany","","","","","2"
"Married, but separated","2006","inadequately","West Germany","6","","","","2"
"Married, but separated","2006","inadequately","East Germany","","","","","2"
"Married, but separated","2006","general elemantary","West Germany","54","0.0262611535900097","0.0195033427095148","0.0330189644705045","2"
"Married, but separated","2006","higher vocational","West Germany","40","0.0358386066144905","0.02543757930791","0.046239633921071","2"
"Married, but separated","2006","higher vocational","East Germany","3","","","","2"
"Married, but separated","2006","higher education","West Germany","89","0.0301409513913331","0.0242573877219203","0.0360245150607459","2"
"Married, but separated","2006","higher education","East Germany","31","0.0286986563686912","0.0197426326515663","0.0376546800858161","2"
"Single","2006","general elemantary","East Germany","206","0.49616048425582","0.446538630229229","0.545782338282411","3"
"Single","2006","middle vocational","West Germany","1621","0.211565432026288","0.202767298209945","0.22036356584263","3"
"Single","2006","middle vocational","East Germany","718","0.278009951802297","0.261447926449281","0.294571977155314","3"
"Single","2006","vocational + Abi","West Germany","301","0.317585638738715","0.28938692772599","0.345784349751439","3"
"Single","2006","vocational + Abi","East Germany","96","0.592244974138047","0.518373973201334","0.66611597507476","3"
"Single","2006","higher vocational","West Germany","156","0.165139048166931","0.144363247369825","0.185914848964038","3"
"Single","2006","higher vocational","East Germany","57","0.166192182922926","0.130925510500983","0.201458855344868","3"
"Single","2006","higher education","West Germany","614","0.266417729575037","0.251204772390928","0.281630686759147","3"
"Single","2006","higher education","East Germany","174","0.157867909071099","0.138309005965264","0.177426812176934","3"
"Single","2006","in school","West Germany","483","0.975645931743306","0.962011431519621","0.989280431966992","3"
"Single","2006","in school","East Germany","147","1","1","1","3"
"Single","2006","inadequately","West Germany","46","0.249206454279019","0.192048502344693","0.306364406213346","3"
"Single","2006","inadequately","East Germany","15","","","","3"
"Single","2006","general elemantary","West Germany","562","0.273168686660556","0.254338260111681","0.291999113209431","3"
"Widowed","2006","in school","West Germany","4","","","","5"
"Widowed","2006","in school","East Germany","","","","","5"
"Widowed","2006","inadequately","West Germany","22","","","","5"
"Widowed","2006","inadequately","East Germany","1","","","","5"
"Widowed","2006","general elemantary","West Germany","345","0.194609842826527","0.177879168493776","0.211340517159278","5"
"Widowed","2006","general elemantary","East Germany","52","0.165049090785962","0.128206273982004","0.201891907589921","5"
"Widowed","2006","middle vocational","West Germany","554","0.0870240844947284","0.0809520424231115","0.0930961265663453","5"
"Widowed","2006","middle vocational","East Germany","224","0.0981075969226879","0.0871113026975155","0.10910389114786","5"
"Widowed","2006","vocational + Abi","West Germany","28","","","","5"
"Widowed","2006","vocational + Abi","East Germany","5","","","","5"
"Widowed","2006","higher vocational","West Germany","45","0.0528381540740008","0.0403208233862805","0.065355484761721","5"
"Widowed","2006","higher vocational","East Germany","36","0.0837447034957336","0.0575017246586366","0.109987682332831","5"
"Widowed","2006","higher education","West Germany","95","0.0338429183561083","0.0276204106645617","0.0400654260476548","5"
"Widowed","2006","higher education","East Germany","64","0.0708149359459893","0.0570548545914272","0.0845750173005514","5"
"Divorced","2007","in school","West Germany","","","","","4"
"Divorced","2007","in school","East Germany","","","","","4"
"Divorced","2007","inadequately","West Germany","11","","","","4"
"Divorced","2007","inadequately","East Germany","1","","","","4"
"Divorced","2007","general elemantary","West Germany","122","0.0761059243948557","0.064263509471457","0.0879483393182543","4"
"Divorced","2007","general elemantary","East Germany","20","","","","4"
"Divorced","2007","middle vocational","West Germany","608","0.0932256898458121","0.0867311507146736","0.0997202289769505","4"
"Divorced","2007","middle vocational","East Germany","250","0.116086963441004","0.10384921155729","0.128324715324717","4"
"Divorced","2007","vocational + Abi","West Germany","61","0.0712058746425245","0.0553143069106908","0.0870974423743582","4"
"Divorced","2007","vocational + Abi","East Germany","12","","","","4"
"Divorced","2007","higher vocational","West Germany","93","0.108758231737172","0.0906056791295069","0.126910784344837","4"
"Divorced","2007","higher vocational","East Germany","29","","","","4"
"Divorced","2007","higher education","West Germany","200","0.0836629831919455","0.0739035940106897","0.0934223723732014","4"
"Divorced","2007","higher education","East Germany","120","0.12446341379045","0.106498046244387","0.142428781336514","4"
"Married","2007","in school","West Germany","1","","","","1"
"Married","2007","in school","East Germany","","","","","1"
"Married","2007","inadequately","West Germany","125","0.593850646738426","0.525096079119741","0.662605214357111","1"
"Married","2007","inadequately","East Germany","4","","","","1"
"Married","2007","general elemantary","West Germany","950","0.446504646681338","0.424302757494712","0.468706535867965","1"
"Married","2007","general elemantary","East Germany","88","0.240435364428119","0.194943914074845","0.285926814781394","1"
"Married","2007","middle vocational","West Germany","4835","0.566244229306921","0.555174029524836","0.577314429089007","1"
"Married","2007","middle vocational","East Germany","1448","0.483148451992469","0.464057466156562","0.502239437828376","1"
"Married","2007","vocational + Abi","West Germany","601","0.551378021814471","0.520644374786452","0.58211166884249","1"
"Married","2007","vocational + Abi","East Germany","58","0.267478541020095","0.200142326819454","0.334814755220736","1"
"Married","2007","higher vocational","West Germany","824","0.656648604276831","0.628963587527345","0.684333621026317","1"
"Married","2007","higher vocational","East Germany","286","0.650631078571191","0.604254937232355","0.697007219910026","1"
"Married","2007","higher education","West Germany","2139","0.582487308544281","0.565105041296055","0.599869575792508","1"
"Married","2007","higher education","East Germany","903","0.614650636143133","0.588164439817098","0.641136832469169","1"
"Married, but separated","2007","general elemantary","East Germany","3","","","","2"
"Married, but separated","2007","middle vocational","West Germany","179","0.0277907931260786","0.0241191431998492","0.0314624430523081","2"
"Married, but separated","2007","middle vocational","East Germany","37","0.019501461745146","0.0142186856187873","0.0247842378715047","2"
"Married, but separated","2007","vocational + Abi","West Germany","29","","","","2"
"Married, but separated","2007","vocational + Abi","East Germany","2","","","","2"
"Married, but separated","2007","higher vocational","West Germany","38","0.0313411534836467","0.0211821342638063","0.0415001727034871","2"
"Married, but separated","2007","higher vocational","East Germany","5","","","","2"
"Married, but separated","2007","higher education","West Germany","86","0.0258885844490456","0.0202911783450509","0.0314859905530403","2"
"Married, but separated","2007","higher education","East Germany","27","","","","2"
"Married, but separated","2007","in school","West Germany","","","","","2"
"Married, but separated","2007","in school","East Germany","","","","","2"
"Married, but separated","2007","inadequately","West Germany","5","","","","2"
"Married, but separated","2007","inadequately","East Germany","","","","","2"
"Married, but separated","2007","general elemantary","West Germany","47","0.0319747243630528","0.024117544356721","0.0398319043693846","2"
"Single","2007","general elemantary","East Germany","177","0.496478058831382","0.443254063548271","0.549702054114494","3"
"Single","2007","middle vocational","West Germany","1552","0.224104461696538","0.214789998952383","0.233418924440693","3"
"Single","2007","vocational + Abi","East Germany","90","0.585072652675807","0.510120350604832","0.660024954746782","3"
"Single","2007","in school","West Germany","476","0.983832803799271","0.97251487635563","0.995150731242912","3"
"Single","2007","in school","East Germany","151","1","1","1","3"
"Single","2007","inadequately","West Germany","37","0.211366432721873","0.154208607854629","0.268524257589117","3"
"Single","2007","inadequately","East Germany","17","","","","3"
"Single","2007","middle vocational","East Germany","689","0.285035028220151","0.267788699957521","0.302281356482782","3"
"Single","2007","vocational + Abi","West Germany","283","0.297968198354259","0.269705576285741","0.326230820422778","3"
"Single","2007","higher vocational","West Germany","137","0.155871975066099","0.134722623916469","0.177021326215729","3"
"Single","2007","higher vocational","East Germany","56","0.174986833032089","0.138028004276415","0.211945661787764","3"
"Single","2007","higher education","West Germany","572","0.271986065925321","0.256301535466968","0.287670596383674","3"
"Single","2007","higher education","East Germany","186","0.180147653122358","0.159232539442847","0.201062766801869","3"
"Single","2007","general elemantary","West Germany","507","0.261966322483013","0.242329067866128","0.281603577099898","3"
"Widowed","2007","in school","West Germany","","","","","5"
"Widowed","2007","in school","East Germany","","","","","5"
"Widowed","2007","inadequately","West Germany","18","","","","5"
"Widowed","2007","inadequately","East Germany","1","","","","5"
"Widowed","2007","general elemantary","West Germany","300","0.18344838207774","0.166163408723843","0.200733355431637","5"
"Widowed","2007","general elemantary","East Germany","51","0.175234552775664","0.134765471674312","0.215703633877017","5"
"Widowed","2007","middle vocational","West Germany","525","0.0886348260246501","0.0822862058638372","0.094983446185463","5"
"Widowed","2007","middle vocational","East Germany","208","0.0962280946012297","0.0849616856801842","0.107494503522275","5"
"Widowed","2007","vocational + Abi","West Germany","32","0.049402053964742","0.0360108372227662","0.0627932707067179","5"
"Widowed","2007","vocational + Abi","East Germany","4","","","","5"
"Widowed","2007","higher vocational","West Germany","38","0.0473800354362515","0.0349930279694134","0.0597670429030895","5"
"Widowed","2007","higher vocational","East Germany","30","0.0676483695134122","0.043219486579832","0.0920772524469923","5"
"Widowed","2007","higher education","West Germany","95","0.0359750578894066","0.0294109874268578","0.0425391283519555","5"
"Widowed","2007","higher education","East Germany","61","0.0585181743437831","0.0457440994628786","0.0712922492246876","5"
"Divorced","2008","in school","West Germany","","","","","4"
"Divorced","2008","in school","East Germany","","","","","4"
"Divorced","2008","inadequately","West Germany","12","","","","4"
"Divorced","2008","inadequately","East Germany","1","","","","4"
"Divorced","2008","general elemantary","West Germany","108","0.0693862702513792","0.0575347451456296","0.0812377953571287","4"
"Divorced","2008","general elemantary","East Germany","21","","","","4"
"Divorced","2008","middle vocational","West Germany","592","0.0974170552550555","0.0905862821019294","0.104247828408182","4"
"Divorced","2008","middle vocational","East Germany","248","0.121919805579588","0.109111987640909","0.134727623518268","4"
"Divorced","2008","vocational + Abi","West Germany","52","0.0627240609380627","0.0471659061721222","0.0782822157040033","4"
"Divorced","2008","vocational + Abi","East Germany","13","","","","4"
"Divorced","2008","higher vocational","West Germany","84","0.111958775021676","0.092813576933854","0.131103973109498","4"
"Divorced","2008","higher vocational","East Germany","27","","","","4"
"Divorced","2008","higher education","West Germany","191","0.0835985915780103","0.0736173354549829","0.0935798477010376","4"
"Divorced","2008","higher education","East Germany","120","0.117897374474295","0.0999552516867769","0.135839497261814","4"
"Married","2008","in school","West Germany","","","","","1"
"Married","2008","in school","East Germany","","","","","1"
"Married","2008","inadequately","West Germany","104","0.575893606910767","0.501162401332285","0.65062481248925","1"
"Married","2008","inadequately","East Germany","3","","","","1"
"Married","2008","general elemantary","West Germany","853","0.435536272116011","0.412411209040072","0.45866133519195","1"
"Married","2008","general elemantary","East Germany","81","0.235397926740835","0.188398238774303","0.282397614707367","1"
"Married","2008","middle vocational","West Germany","4519","0.558551842694345","0.547113044416301","0.56999064097239","1"
"Married","2008","middle vocational","East Germany","1393","0.488747432867837","0.469180132146183","0.50831473358949","1"
"Married","2008","vocational + Abi","West Germany","559","0.550263985482516","0.518343341289408","0.582184629675624","1"
"Married","2008","vocational + Abi","East Germany","53","0.265633268576639","0.198445258737095","0.332821278416183","1"
"Married","2008","higher vocational","West Germany","771","0.650486090093865","0.621534963338361","0.67943721684937","1"
"Married","2008","higher vocational","East Germany","271","0.655433959410478","0.607463031210397","0.703404887610559","1"
"Married","2008","higher education","West Germany","2029","0.574286862364908","0.556456268311607","0.592117456418209","1"
"Married","2008","higher education","East Germany","853","0.598974475694831","0.571706533420218","0.626242417969445","1"
"Married, but separated","2008","general elemantary","East Germany","1","","","","2"
"Married, but separated","2008","middle vocational","West Germany","170","0.0246952327606238","0.0211201546238652","0.0282703108973825","2"
"Married, but separated","2008","middle vocational","East Germany","29","","","","2"
"Married, but separated","2008","vocational + Abi","West Germany","33","0.0324232266545806","0.021057999964351","0.0437884533448101","2"
"Married, but separated","2008","vocational + Abi","East Germany","3","","","","2"
"Married, but separated","2008","higher vocational","West Germany","31","0.0223387343228555","0.0133657332932177","0.0313117353524934","2"
"Married, but separated","2008","higher vocational","East Germany","4","","","","2"
"Married, but separated","2008","higher education","West Germany","83","0.030517977722167","0.0243151373999023","0.0367208180444317","2"
"Married, but separated","2008","higher education","East Germany","22","","","","2"
"Married, but separated","2008","in school","West Germany","","","","","2"
"Married, but separated","2008","in school","East Germany","","","","","2"
"Married, but separated","2008","inadequately","West Germany","7","","","","2"
"Married, but separated","2008","inadequately","East Germany","","","","","2"
"Married, but separated","2008","general elemantary","West Germany","43","0.0297596627306935","0.0218345325095817","0.0376847929518054","2"
"Single","2008","vocational + Abi","West Germany","260","0.308606192855366","0.278966593411305","0.338245792299427","3"
"Single","2008","vocational + Abi","East Germany","93","0.591468072738481","0.51669026966901","0.666245875807952","3"
"Single","2008","general elemantary","East Germany","165","0.510880480490555","0.455501739958141","0.566259221022968","3"
"Single","2008","middle vocational","West Germany","1442","0.227383147003432","0.2177277523962","0.237038541610664","3"
"Single","2008","middle vocational","East Germany","644","0.286943115175142","0.26923668882824","0.304649541522044","3"
"Single","2008","in school","West Germany","441","1","1","1","3"
"Single","2008","in school","East Germany","112","1","1","1","3"
"Single","2008","inadequately","West Germany","31","0.193881491038975","0.134100780573837","0.253662201504114","3"
"Single","2008","inadequately","East Germany","15","","","","3"
"Single","2008","general elemantary","West Germany","469","0.271305173334706","0.25056775818306","0.292042588486351","3"
"Single","2008","higher vocational","West Germany","122","0.170800738088158","0.147950614334177","0.193650861842139","3"
"Single","2008","higher vocational","East Germany","43","0.165072771650173","0.127597960774711","0.202547582525635","3"
"Single","2008","higher education","West Germany","552","0.274347033660678","0.258256980929434","0.290437086391921","3"
"Single","2008","higher education","East Germany","184","0.195436391042395","0.173374379370441","0.217498402714349","3"
"Widowed","2008","in school","West Germany","","","","","5"
"Widowed","2008","in school","East Germany","","","","","5"
"Widowed","2008","inadequately","West Germany","14","","","","5"
"Widowed","2008","inadequately","East Germany","","","","","5"
"Widowed","2008","general elemantary","West Germany","293","0.194012621567211","0.175569609352815","0.212455633781606","5"
