"pgfamstd","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence","value"
"Married, but separated","2001","Berlin","Not Employed","12","","","","2"
"Married, but separated","2001","Berlin","Employed","26","","","","2"
"Married, but separated","2001","Brandenburg","Not Employed","8","","","","2"
"Married, but separated","2001","Brandenburg","Employed","10","","","","2"
"Single","2001","Schleswig-Holstein","Employed","97","0.247317527634919","0.205857004720731","0.288778050549107","3"
"Single","2001","Hamburg","Not Employed","20","","","","3"
"Single","2001","Hamburg","Employed","64","0.425991254710486","0.351657986710433","0.50032452271054","3"
"Single","2001","Schleswig-Holstein","Not Employed","29","","","","3"
"Single","2001","Lower Saxony","Not Employed","108","0.140380593405431","0.114404348799897","0.166356838010964","3"
"Single","2001","Lower Saxony","Employed","313","0.296495186956064","0.270314369907594","0.322676004004533","3"
"Single","2001","Bremen","Not Employed","8","","","","3"
"Single","2001","Bremen","Employed","38","0.375419729548476","0.280983186456714","0.469856272640238","3"
"Single","2001","North Rhine-Westphalia","Not Employed","272","0.14819664408671","0.131649323979717","0.164743964193702","3"
"Single","2001","North Rhine-Westphalia","Employed","761","0.280554027110385","0.264168634836438","0.296939419384332","3"
"Single","2001","Hesse","Not Employed","78","0.125700124176233","0.0972067106601582","0.154193537692309","3"
"Single","2001","Hesse","Employed","247","0.272486800457541","0.244409671210346","0.300563929704736","3"
"Single","2001","Rhineland-Palatinate,Saarland","Not Employed","76","0.12974748991102","0.101562109915988","0.157932869906052","3"
"Single","2001","Rhineland-Palatinate,Saarland","Employed","183","0.254492938499565","0.224366064764528","0.284619812234603","3"
"Single","2001","Baden-Württemberg","Not Employed","156","0.160683874787025","0.136502546030172","0.184865203543878","3"
"Single","2001","Baden-Württemberg","Employed","470","0.307248853797875","0.285483714172171","0.329013993423579","3"
"Single","2001","Bavaria","Not Employed","162","0.154595629379955","0.132453011626629","0.176738247133281","3"
"Single","2001","Bavaria","Employed","565","0.311762877678792","0.291602653205333","0.331923102152251","3"
"Single","2001","Berlin","Not Employed","80","0.262163997884052","0.2100878014574","0.314240194310703","3"
"Single","2001","Berlin","Employed","178","0.333648177026239","0.293082326567961","0.374214027484516","3"
"Single","2001","Brandenburg","Not Employed","73","0.178658472717613","0.140640453423156","0.216676492012069","3"
"Single","2001","Brandenburg","Employed","173","0.32266659727938","0.284321637357064","0.361011557201696","3"
"Single","2001","Mecklenburg-Western Pomerania","Not Employed","24","","","","3"
"Single","2001","Mecklenburg-Western Pomerania","Employed","103","0.293777034028408","0.245643393648199","0.341910674408617","3"
"Single","2001","Saxony","Not Employed","110","0.15318919083127","0.125307036045523","0.181071345617017","3"
"Single","2001","Saxony","Employed","305","0.3172815423094","0.288564101533208","0.345998983085592","3"
"Single","2001","Thuringia","Employed","160","0.291130296025523","0.254535936842456","0.327724655208591","3"
"Single","2001","Thuringia","Not Employed","85","0.183229510729248","0.144282312954247","0.222176708504249","3"
"Single","2001","Saxony-Anhalt","Not Employed","80","0.140154099117764","0.106469512331175","0.173838685904353","3"
"Single","2001","Saxony-Anhalt","Employed","163","0.278916080631426","0.242729148373494","0.315103012889358","3"
"Widowed","2001","Schleswig-Holstein","Not Employed","41","0.226685645918922","0.17292553245217","0.280445759385674","5"
"Widowed","2001","Schleswig-Holstein","Employed","11","","","","5"
"Widowed","2001","Hamburg","Not Employed","19","","","","5"
"Widowed","2001","Hamburg","Employed","3","","","","5"
"Widowed","2001","Lower Saxony","Not Employed","103","0.176188239867801","0.147699569864028","0.204676909871574","5"
"Widowed","2001","Lower Saxony","Employed","25","","","","5"
"Widowed","2001","Bremen","Not Employed","13","","","","5"
"Widowed","2001","Bremen","Employed","1","","","","5"
"Widowed","2001","North Rhine-Westphalia","Not Employed","253","0.207761183896528","0.188866089120278","0.226656278672778","5"
"Widowed","2001","North Rhine-Westphalia","Employed","40","0.015825095156891","0.0112735505317051","0.0203766397820768","5"
"Widowed","2001","Hesse","Not Employed","84","0.23134385414393","0.195099409098007","0.267588299189854","5"
"Widowed","2001","Hesse","Employed","12","","","","5"
"Widowed","2001","Rhineland-Palatinate,Saarland","Not Employed","91","0.215846229349423","0.181337845486187","0.250354613212659","5"
"Widowed","2001","Rhineland-Palatinate,Saarland","Employed","21","","","","5"
"Widowed","2001","Baden-Württemberg","Not Employed","116","0.18756785667934","0.161863662890006","0.213272050468674","5"
"Widowed","2001","Baden-Württemberg","Employed","21","","","","5"
"Widowed","2001","Bavaria","Not Employed","155","0.211078382334139","0.186084315916034","0.236072448752244","5"
"Widowed","2001","Bavaria","Employed","31","0.0216729347889771","0.0153354779880559","0.0280103915898983","5"
"Widowed","2001","Berlin","Not Employed","37","0.168455798359251","0.124140011846336","0.212771584872166","5"
"Widowed","2001","Berlin","Employed","7","","","","5"
"Widowed","2001","Brandenburg","Not Employed","59","0.218046189749588","0.177065374987607","0.259027004511569","5"
"Widowed","2001","Brandenburg","Employed","11","","","","5"
"Widowed","2001","Mecklenburg-Western Pomerania","Not Employed","44","0.348208515857141","0.276594559810856","0.419822471903426","5"
"Widowed","2001","Mecklenburg-Western Pomerania","Employed","7","","","","5"
"Widowed","2001","Saxony","Not Employed","93","0.204554141006819","0.173327265861984","0.235781016151654","5"
"Widowed","2001","Saxony","Employed","15","","","","5"
"Widowed","2001","Saxony-Anhalt","Not Employed","50","0.171393105540494","0.134826137284633","0.207960073796354","5"
"Widowed","2001","Saxony-Anhalt","Employed","12","","","","5"
"Widowed","2001","Thuringia","Not Employed","55","0.210376341674875","0.169342988200956","0.251409695148794","5"
"Widowed","2001","Thuringia","Employed","9","","","","5"
"Divorced","2002","North Rhine-Westphalia","Not Employed","59","0.0478185572762561","0.0379168802342234","0.0577202343182887","4"
"Divorced","2002","North Rhine-Westphalia","Employed","214","0.0877837910874105","0.0778046032911122","0.0977629788837088","4"
"Divorced","2002","Hesse","Not Employed","18","","","","4"
"Divorced","2002","Hesse","Employed","70","0.0704176145162402","0.055359627609436","0.0854756014230443","4"
"Divorced","2002","Rhineland-Palatinate,Saarland","Not Employed","22","","","","4"
"Divorced","2002","Rhineland-Palatinate,Saarland","Employed","70","0.0850014410454205","0.066164282437036","0.103838599653805","4"
"Divorced","2002","Baden-Württemberg","Not Employed","23","","","","4"
"Divorced","2002","Baden-Württemberg","Employed","116","0.0692738958435132","0.057811163088318","0.0807366285987083","4"
"Divorced","2002","Bavaria","Not Employed","34","0.0494177606231772","0.0363081491732224","0.0625273720731319","4"
"Divorced","2002","Hamburg","Not Employed","10","","","","4"
"Divorced","2002","Hamburg","Employed","14","","","","4"
"Divorced","2002","Lower Saxony","Not Employed","40","0.0638917948213633","0.0462832058050712","0.0815003838376554","4"
"Divorced","2002","Lower Saxony","Employed","83","0.080842893795217","0.0656460060443591","0.0960397815460749","4"
"Divorced","2002","Bremen","Not Employed","5","","","","4"
"Divorced","2002","Bremen","Employed","8","","","","4"
"Divorced","2002","Thuringia","Employed","52","0.120507628687039","0.094216226284187","0.146799031089891","4"
"Divorced","2002","Schleswig-Holstein","Not Employed","11","","","","4"
"Divorced","2002","Schleswig-Holstein","Employed","28","","","","4"
"Divorced","2002","Brandenburg","Not Employed","29","","","","4"
"Divorced","2002","Brandenburg","Employed","44","0.0986342884300049","0.0741777767893519","0.123090800070658","4"
"Divorced","2002","Mecklenburg-Western Pomerania","Not Employed","19","","","","4"
"Divorced","2002","Thuringia","Not Employed","23","","","","4"
"Divorced","2002","Berlin","Employed","79","0.181178281992145","0.148722116912074","0.213634447072216","4"
"Divorced","2002","Bavaria","Employed","159","0.0988642068228252","0.0864312637230798","0.111297149922571","4"
"Divorced","2002","Berlin","Not Employed","27","","","","4"
"Divorced","2002","Mecklenburg-Western Pomerania","Employed","31","0.141141401619772","0.103968951488268","0.178313851751277","4"
"Divorced","2002","Saxony","Not Employed","46","0.0800647948872431","0.058770894726011","0.101358695048475","4"
"Divorced","2002","Saxony","Employed","63","0.0801746975204345","0.0636063351935068","0.0967430598473622","4"
"Divorced","2002","Saxony-Anhalt","Not Employed","26","","","","4"
"Divorced","2002","Saxony-Anhalt","Employed","33","0.0830726870044802","0.0603755799055884","0.105769794103372","4"
"Married","2002","Schleswig-Holstein","Not Employed","162","0.605827347012981","0.545730883673764","0.665923810352199","1"
"Married","2002","Schleswig-Holstein","Employed","306","0.57463239486886","0.529840191802465","0.619424597935255","1"
"Married","2002","Hamburg","Not Employed","57","0.373781222620672","0.283777932683387","0.463784512557957","1"
"Married","2002","Hamburg","Employed","121","0.434128550157515","0.367722252202618","0.500534848112412","1"
"Married","2002","Lower Saxony","Not Employed","466","0.61045702872311","0.575345945957889","0.64556811148833","1"
"Married","2002","Lower Saxony","Employed","785","0.567132703937595","0.539510483349353","0.594754924525837","1"
"Married","2002","Bremen","Not Employed","32","0.568329273686098","0.441943440037661","0.694715107334535","1"
"Married","2002","Bremen","Employed","69","0.536152108878296","0.443794882450622","0.62850933530597","1"
"Married","2002","North Rhine-Westphalia","Not Employed","1145","0.579712111575248","0.556807111873975","0.602617111276521","1"
"Married","2002","North Rhine-Westphalia","Employed","1977","0.588049094675924","0.570692334587439","0.605405854764408","1"
"Married","2002","Hesse","Not Employed","345","0.604420138690877","0.562830286155057","0.646009991226697","1"
"Married","2002","Hesse","Employed","723","0.619963742335714","0.591395864505886","0.648531620165543","1"
"Married","2002","Rhineland-Palatinate,Saarland","Not Employed","329","0.554217334474805","0.512059421453005","0.596375247496605","1"
"Married","2002","Rhineland-Palatinate,Saarland","Employed","546","0.601566856126987","0.568498567118","0.634635145135975","1"
"Married","2002","Baden-Württemberg","Not Employed","599","0.606592459678374","0.575060390256384","0.638124529100365","1"
"Married","2002","Baden-Württemberg","Employed","1222","0.607567324965999","0.585524248923636","0.629610401008362","1"
"Married","2002","Bavaria","Not Employed","680","0.584186555567288","0.554375422434537","0.613997688700039","1"
"Married","2002","Bavaria","Employed","1392","0.540756587483303","0.519998771396343","0.561514403570263","1"
"Married","2002","Berlin","Not Employed","129","0.406699962288372","0.349869472800537","0.463530451776208","1"
"Married","2002","Berlin","Employed","253","0.398756990239623","0.3574970463316","0.440016934147646","1"
"Married","2002","Brandenburg","Not Employed","222","0.512829130452269","0.463723244126996","0.561935016777542","1"
"Married","2002","Brandenburg","Employed","338","0.506120072026135","0.465112174314885","0.547127969737386","1"
"Married","2002","Mecklenburg-Western Pomerania","Not Employed","87","0.426100694441112","0.353859351779221","0.498342037103003","1"
"Married","2002","Mecklenburg-Western Pomerania","Employed","199","0.545244667822817","0.492080654990125","0.598408680655509","1"
"Married","2002","Saxony","Not Employed","358","0.550000958287294","0.51096693528278","0.589034981291808","1"
"Married","2002","Saxony","Employed","626","0.552400891769483","0.522063374666418","0.582738408872547","1"
"Married","2002","Saxony-Anhalt","Not Employed","228","0.557938634564471","0.509208664879882","0.60666860424906","1"
"Married","2002","Saxony-Anhalt","Employed","366","0.591821358784942","0.551401538487112","0.632241179082772","1"
"Married","2002","Thuringia","Not Employed","207","0.485387706024459","0.43507091328927","0.535704498759648","1"
"Married","2002","Thuringia","Employed","339","0.51274716478777","0.472380834920351","0.553113494655189","1"
"Married, but separated","2002","Hesse","Not Employed","6","","","","2"
"Married, but separated","2002","Rhineland-Palatinate,Saarland","Not Employed","11","","","","2"
"Married, but separated","2002","North Rhine-Westphalia","Employed","79","0.0277944762818972","0.0219975546847307","0.0335913978790637","2"
"Married, but separated","2002","Hamburg","Not Employed","","","","","2"
"Married, but separated","2002","Hamburg","Employed","6","","","","2"
"Married, but separated","2002","Lower Saxony","Not Employed","7","","","","2"
"Married, but separated","2002","Lower Saxony","Employed","27","","","","2"
"Married, but separated","2002","Bremen","Not Employed","1","","","","2"
"Married, but separated","2002","North Rhine-Westphalia","Not Employed","34","0.0216180753803061","0.014869480008855","0.0283666707517572","2"
"Married, but separated","2002","Hesse","Employed","28","","","","2"
"Married, but separated","2002","Bremen","Employed","2","","","","2"
"Married, but separated","2002","Schleswig-Holstein","Employed","7","","","","2"
"Married, but separated","2002","Mecklenburg-Western Pomerania","Employed","11","","","","2"
"Married, but separated","2002","Saxony","Not Employed","11","","","","2"
"Married, but separated","2002","Saxony","Employed","14","","","","2"
"Married, but separated","2002","Saxony-Anhalt","Not Employed","7","","","","2"
"Married, but separated","2002","Schleswig-Holstein","Not Employed","3","","","","2"
"Married, but separated","2002","Mecklenburg-Western Pomerania","Not Employed","1","","","","2"
"Married, but separated","2002","Saxony-Anhalt","Employed","8","","","","2"
"Married, but separated","2002","Thuringia","Not Employed","9","","","","2"
"Married, but separated","2002","Thuringia","Employed","17","","","","2"
"Married, but separated","2002","Bavaria","Not Employed","17","","","","2"
"Married, but separated","2002","Bavaria","Employed","47","0.0229148417282676","0.0166820312427014","0.0291476522138338","2"
"Married, but separated","2002","Berlin","Not Employed","12","","","","2"
"Married, but separated","2002","Berlin","Employed","14","","","","2"
"Married, but separated","2002","Rhineland-Palatinate,Saarland","Employed","19","","","","2"
"Married, but separated","2002","Baden-Württemberg","Not Employed","16","","","","2"
"Married, but separated","2002","Baden-Württemberg","Employed","33","0.0143658367838017","0.00899408728691549","0.0197375862806878","2"
"Married, but separated","2002","Brandenburg","Not Employed","5","","","","2"
"Married, but separated","2002","Brandenburg","Employed","14","","","","2"
"Single","2002","Hamburg","Not Employed","24","","","","3"
"Single","2002","Hamburg","Employed","71","0.429592900754203","0.363270198427098","0.495915603081308","3"
"Single","2002","Schleswig-Holstein","Employed","114","0.295750642189813","0.254402953053732","0.337098331325893","3"
"Single","2002","Schleswig-Holstein","Not Employed","37","0.100486469929876","0.0635131134804704","0.137459826379282","3"
"Single","2002","Lower Saxony","Not Employed","128","0.160083170497153","0.13368158750174","0.186484753492566","3"
"Single","2002","Lower Saxony","Employed","314","0.302346543350017","0.276742341945928","0.327950744754106","3"
"Single","2002","Bremen","Not Employed","9","","","","3"
"Single","2002","Bremen","Employed","32","0.350698714779287","0.262323740970727","0.439073688587847","3"
"Single","2002","North Rhine-Westphalia","Not Employed","304","0.153721195805868","0.136984324568487","0.17045806704325","3"
"Single","2002","North Rhine-Westphalia","Employed","777","0.279165616573459","0.263346295248846","0.294984937898073","3"
"Single","2002","Hesse","Not Employed","86","0.135275312053528","0.106184956335984","0.164365667771071","3"
"Single","2002","Hesse","Employed","273","0.255270394981261","0.229608905990853","0.280931883971669","3"
"Single","2002","Rhineland-Palatinate,Saarland","Not Employed","74","0.122624563033683","0.0948044471456264","0.150444678921739","3"
"Single","2002","Rhineland-Palatinate,Saarland","Employed","191","0.257675034468249","0.228134030561654","0.287216038374843","3"
"Single","2002","Baden-Württemberg","Not Employed","175","0.172383926251958","0.148003265416945","0.196764587086972","3"
"Single","2002","Baden-Württemberg","Employed","490","0.29483867573056","0.274254717968382","0.315422633492737","3"
"Single","2002","Bavaria","Not Employed","177","0.145256984170096","0.123944222256202","0.16656974608399","3"
"Single","2002","Bavaria","Employed","586","0.316768823590926","0.297390583325978","0.336147063855873","3"
"Single","2002","Berlin","Not Employed","82","0.273013896579811","0.221471741416261","0.32455605174336","3"
"Single","2002","Berlin","Employed","188","0.365022630609026","0.32445417477066","0.405591086447392","3"
"Single","2002","Brandenburg","Not Employed","84","0.190041086430299","0.15149664097099","0.228585531889608","3"
"Single","2002","Brandenburg","Employed","164","0.350536802779236","0.311401011372988","0.389672594185484","3"
"Single","2002","Mecklenburg-Western Pomerania","Not Employed","34","0.136962238186388","0.0867364038388247","0.187188072533952","3"
"Single","2002","Mecklenburg-Western Pomerania","Employed","91","0.280086092429463","0.232143756059143","0.328028428799783","3"
"Single","2002","Saxony","Not Employed","120","0.163878901278651","0.134835203479512","0.19292259907779","3"
"Single","2002","Saxony","Employed","309","0.338037671808567","0.309176933913367","0.366898409703767","3"
"Single","2002","Thuringia","Employed","172","0.298603659300456","0.261644698251384","0.335562620349528","3"
"Single","2002","Saxony-Anhalt","Not Employed","85","0.159198986644435","0.123300312753724","0.195097660535146","3"
"Single","2002","Saxony-Anhalt","Employed","149","0.285416234758266","0.248276411554925","0.322556057961608","3"
"Single","2002","Thuringia","Not Employed","82","0.205478713501614","0.164800237532787","0.24615718947044","3"
"Widowed","2002","Schleswig-Holstein","Not Employed","41","0.222149424662528","0.171028121310259","0.273270728014797","5"
"Widowed","2002","Schleswig-Holstein","Employed","13","","","","5"
"Widowed","2002","Hamburg","Not Employed","20","","","","5"
"Widowed","2002","Hamburg","Employed","2","","","","5"
"Widowed","2002","Lower Saxony","Not Employed","100","0.159141169273358","0.132802622803765","0.185479715742951","5"
"Widowed","2002","Lower Saxony","Employed","27","","","","5"
"Widowed","2002","Bremen","Not Employed","12","","","","5"
"Widowed","2002","Bremen","Employed","1","","","","5"
"Widowed","2002","North Rhine-Westphalia","Not Employed","242","0.197130059962322","0.17866929504348","0.215590824881163","5"
"Widowed","2002","North Rhine-Westphalia","Employed","42","0.0172070213813093","0.0126211379774768","0.0217929047851417","5"
"Widowed","2002","Hesse","Not Employed","76","0.205575983883911","0.17120331918435","0.239948648583473","5"
"Widowed","2002","Hesse","Employed","15","","","","5"
"Widowed","2002","Rhineland-Palatinate,Saarland","Not Employed","98","0.245972260029755","0.209445244439647","0.282499275619863","5"
"Widowed","2002","Rhineland-Palatinate,Saarland","Employed","16","","","","5"
"Widowed","2002","Baden-Württemberg","Not Employed","109","0.165586253196864","0.141593201193414","0.189579305200313","5"
"Widowed","2002","Baden-Württemberg","Employed","24","","","","5"
"Widowed","2002","Bavaria","Not Employed","142","0.197073682473326","0.173013129523774","0.221134235422878","5"
"Widowed","2002","Bavaria","Employed","30","0.0206955403746781","0.0147655152396643","0.0266255655096918","5"
"Widowed","2002","Berlin","Not Employed","37","0.176190913484196","0.132113897488651","0.220267929479742","5"
"Widowed","2002","Berlin","Employed","7","","","","5"
"Widowed","2002","Brandenburg","Not Employed","58","0.206934449113257","0.167134960179879","0.246733938046635","5"
"Widowed","2002","Brandenburg","Employed","11","","","","5"
"Widowed","2002","Mecklenburg-Western Pomerania","Not Employed","39","0.28552532259661","0.219543003698712","0.351507641494508","5"
"Widowed","2002","Mecklenburg-Western Pomerania","Employed","5","","","","5"
"Widowed","2002","Saxony","Not Employed","89","0.191251264670837","0.160393478783138","0.222109050558537","5"
"Widowed","2002","Saxony","Employed","20","","","","5"
"Widowed","2002","Saxony-Anhalt","Not Employed","53","0.19154041877413","0.152928532742536","0.230152304805725","5"
"Widowed","2002","Saxony-Anhalt","Employed","12","","","","5"
"Widowed","2002","Thuringia","Not Employed","58","0.20820921288963","0.167331773871372","0.249086651907889","5"
"Widowed","2002","Thuringia","Employed","9","","","","5"
"Divorced","2003","North Rhine-Westphalia","Not Employed","68","0.052267418149134","0.0418958934923465","0.0626389428059215","4"
"Divorced","2003","North Rhine-Westphalia","Employed","212","0.0922633450079269","0.0817359939060996","0.102790696109754","4"
"Divorced","2003","Hesse","Not Employed","18","","","","4"
"Divorced","2003","Hesse","Employed","63","0.0714251822505263","0.0555817526152527","0.0872686118857998","4"
"Divorced","2003","Rhineland-Palatinate,Saarland","Not Employed","27","","","","4"
"Divorced","2003","Rhineland-Palatinate,Saarland","Employed","65","0.0822190410789696","0.0632311910934156","0.101206891064524","4"
"Divorced","2003","Baden-Württemberg","Not Employed","28","","","","4"
"Divorced","2003","Baden-Württemberg","Employed","112","0.0811949387107963","0.0685594503173004","0.0938304271042922","4"
"Divorced","2003","Bavaria","Not Employed","40","0.0562779456174492","0.0422649338341318","0.0702909574007666","4"
"Divorced","2003","Schleswig-Holstein","Not Employed","10","","","","4"
"Divorced","2003","Schleswig-Holstein","Employed","24","","","","4"
"Divorced","2003","Hamburg","Not Employed","8","","","","4"
"Divorced","2003","Hamburg","Employed","13","","","","4"
"Divorced","2003","Lower Saxony","Not Employed","37","0.054530895816472","0.0378290717894185","0.0712327198435256","4"
"Divorced","2003","Lower Saxony","Employed","81","0.0796276656694441","0.0642915708224409","0.0949637605164474","4"
"Divorced","2003","Bremen","Not Employed","6","","","","4"
"Divorced","2003","Bremen","Employed","7","","","","4"
"Divorced","2003","Thuringia","Employed","59","0.128533830529962","0.10117810988569","0.155889551174235","4"
"Divorced","2003","Brandenburg","Employed","44","0.110229727710149","0.084032807826486","0.136426647593812","4"
"Divorced","2003","Mecklenburg-Western Pomerania","Not Employed","18","","","","4"
"Divorced","2003","Saxony-Anhalt","Not Employed","23","","","","4"
"Divorced","2003","Mecklenburg-Western Pomerania","Employed","34","0.128581725978649","0.0928432443208158","0.164320207636483","4"
"Divorced","2003","Saxony","Not Employed","46","0.0812310448428565","0.0598133730978284","0.102648716587885","4"
"Divorced","2003","Saxony","Employed","65","0.0892846534021979","0.0715665885620213","0.107002718242374","4"
"Divorced","2003","Saxony-Anhalt","Employed","27","","","","4"
"Divorced","2003","Thuringia","Not Employed","23","","","","4"
"Divorced","2003","Brandenburg","Not Employed","27","","","","4"
"Divorced","2003","Berlin","Not Employed","28","","","","4"
"Divorced","2003","Bavaria","Employed","151","0.0978082442413584","0.0850789475366697","0.110537540946047","4"
"Divorced","2003","Berlin","Employed","69","0.17758970039108","0.144899197849357","0.210280202932803","4"
"Married","2003","Schleswig-Holstein","Not Employed","153","0.6025563176624","0.541650486854457","0.663462148470344","1"
"Married","2003","Schleswig-Holstein","Employed","278","0.576422307373259","0.529333809434822","0.623510805311696","1"
"Married","2003","Hamburg","Not Employed","58","0.402332850322519","0.308538672378259","0.49612702826678","1"
"Married","2003","Hamburg","Employed","107","0.445362717092648","0.374506388173617","0.516219046011679","1"
"Married","2003","Lower Saxony","Not Employed","448","0.62613373544895","0.590545159699563","0.661722311198338","1"
"Married","2003","Lower Saxony","Employed","745","0.570151168603519","0.542106268304318","0.598196068902719","1"
"Married","2003","Bremen","Not Employed","37","0.558011870118287","0.439974192451786","0.676049547784789","1"
"Married","2003","Bremen","Employed","72","0.668560588891206","0.578090736538526","0.759030441243886","1"
"Married","2003","North Rhine-Westphalia","Not Employed","1125","0.574464344424855","0.551424279878778","0.597504408970931","1"
"Married","2003","North Rhine-Westphalia","Employed","1821","0.5771548681294","0.55918431593552","0.595125420323281","1"
"Married","2003","Hesse","Not Employed","302","0.581598067532987","0.537650612698588","0.625545522367386","1"
"Married","2003","Hesse","Employed","652","0.607313354292749","0.577270267564063","0.637356441021434","1"
"Married","2003","Rhineland-Palatinate,Saarland","Not Employed","323","0.52218588355025","0.480287832515573","0.564083934584927","1"
"Married","2003","Rhineland-Palatinate,Saarland","Employed","510","0.566454234238327","0.532199551073969","0.600708917402684","1"
"Married","2003","Baden-Württemberg","Not Employed","576","0.594909287489904","0.562819284113745","0.626999290866063","1"
"Married","2003","Baden-Württemberg","Employed","1122","0.584164642892634","0.561364151610857","0.606965134174412","1"
"Married","2003","Bavaria","Not Employed","660","0.581061146128071","0.551060779956832","0.611061512299311","1"
"Married","2003","Bavaria","Employed","1305","0.536495665305433","0.515127006750726","0.557864323860141","1"
"Married","2003","Berlin","Not Employed","128","0.381879229241317","0.326901455318492","0.436857003164142","1"
"Married","2003","Berlin","Employed","247","0.399266273323598","0.357373341024222","0.441159205622974","1"
"Married","2003","Brandenburg","Not Employed","225","0.498399573130087","0.449339360884918","0.547459785375256","1"
"Married","2003","Brandenburg","Employed","314","0.486298162341891","0.444489257399556","0.528107067284227","1"
"Married","2003","Mecklenburg-Western Pomerania","Not Employed","89","0.424095611780038","0.353451454359756","0.494739769200321","1"
"Married","2003","Mecklenburg-Western Pomerania","Employed","198","0.549694151720963","0.496575445031088","0.602812858410839","1"
"Married","2003","Saxony","Not Employed","348","0.530239974910186","0.491112452938274","0.569367496882097","1"
"Married","2003","Saxony","Employed","592","0.546507806293775","0.515574977109096","0.577440635478454","1"
"Married","2003","Saxony-Anhalt","Not Employed","230","0.554083331723807","0.505371720887298","0.602794942560316","1"
"Married","2003","Saxony-Anhalt","Employed","330","0.601147409374786","0.559380933893776","0.642913884855796","1"
"Married","2003","Thuringia","Not Employed","214","0.501864931761754","0.451659282638183","0.552070580885324","1"
"Married","2003","Thuringia","Employed","311","0.472317031955836","0.431511644080399","0.513122419831273","1"
"Married, but separated","2003","Schleswig-Holstein","Employed","8","","","","2"
"Married, but separated","2003","Lower Saxony","Not Employed","4","","","","2"
"Married, but separated","2003","Lower Saxony","Employed","31","0.0186751126184486","0.0110061073324761","0.026344117904421","2"
"Married, but separated","2003","Bremen","Not Employed","1","","","","2"
"Married, but separated","2003","Bremen","Employed","2","","","","2"
"Married, but separated","2003","North Rhine-Westphalia","Not Employed","30","0.0180962923896921","0.0118845501388326","0.0243080346405516","2"
"Married, but separated","2003","North Rhine-Westphalia","Employed","92","0.0272220725613765","0.0213024772075419","0.0331416679152111","2"
"Married, but separated","2003","Hesse","Not Employed","9","","","","2"
"Married, but separated","2003","Hesse","Employed","28","","","","2"
"Married, but separated","2003","Rhineland-Palatinate,Saarland","Not Employed","8","","","","2"
"Married, but separated","2003","Hamburg","Not Employed","","","","","2"
"Married, but separated","2003","Hamburg","Employed","3","","","","2"
"Married, but separated","2003","Schleswig-Holstein","Not Employed","3","","","","2"
"Married, but separated","2003","Mecklenburg-Western Pomerania","Employed","13","","","","2"
"Married, but separated","2003","Saxony","Not Employed","9","","","","2"
"Married, but separated","2003","Saxony","Employed","22","","","","2"
"Married, but separated","2003","Saxony-Anhalt","Not Employed","8","","","","2"
"Married, but separated","2003","Mecklenburg-Western Pomerania","Not Employed","1","","","","2"
"Married, but separated","2003","Saxony-Anhalt","Employed","7","","","","2"
"Married, but separated","2003","Thuringia","Not Employed","7","","","","2"
"Married, but separated","2003","Thuringia","Employed","9","","","","2"
"Married, but separated","2003","Baden-Württemberg","Employed","39","0.0195363958094532","0.013133833322166","0.0259389582967404","2"
"Married, but separated","2003","Bavaria","Not Employed","12","","","","2"
"Married, but separated","2003","Bavaria","Employed","46","0.0258178933050253","0.0190219816273257","0.0326138049827249","2"
"Married, but separated","2003","Berlin","Not Employed","10","","","","2"
"Married, but separated","2003","Berlin","Employed","17","","","","2"
"Married, but separated","2003","Rhineland-Palatinate,Saarland","Employed","23","","","","2"
"Married, but separated","2003","Baden-Württemberg","Not Employed","19","","","","2"
"Married, but separated","2003","Brandenburg","Employed","16","","","","2"
"Married, but separated","2003","Brandenburg","Not Employed","5","","","","2"
"Single","2003","Schleswig-Holstein","Not Employed","40","0.110691355287866","0.0716427649786818","0.149739945597049","3"
"Single","2003","Schleswig-Holstein","Employed","105","0.306073316407496","0.262154822765777","0.349991810049214","3"
"Single","2003","Hamburg","Not Employed","19","","","","3"
"Single","2003","Hamburg","Employed","64","0.417649177972957","0.347339460819234","0.48795889512668","3"
"Single","2003","Lower Saxony","Not Employed","125","0.15521832749476","0.128582716834457","0.181853938155064","3"
"Single","2003","Lower Saxony","Employed","313","0.29914180335333","0.273202718612571","0.325080888094088","3"
"Single","2003","Bremen","Not Employed","15","","","","3"
"Single","2003","Bremen","Employed","22","","","","3"
"Single","2003","North Rhine-Westphalia","Not Employed","296","0.155905050003684","0.139000254674793","0.172809845332575","3"
"Single","2003","North Rhine-Westphalia","Employed","740","0.287958630771731","0.271486786172462","0.304430475371001","3"
"Single","2003","Hesse","Not Employed","86","0.166054193676182","0.13290146733254","0.199206920019824","3"
"Single","2003","Hesse","Employed","261","0.266107052403388","0.238920156815786","0.293293947990989","3"
"Single","2003","Rhineland-Palatinate,Saarland","Not Employed","93","0.164369523627006","0.133283186446048","0.195455860807965","3"
"Single","2003","Rhineland-Palatinate,Saarland","Employed","188","0.288330509342556","0.257018961260016","0.319642057425095","3"
"Single","2003","Baden-Württemberg","Not Employed","162","0.166553926358037","0.142199133775179","0.190908718940895","3"
"Single","2003","Baden-Württemberg","Employed","500","0.302108553913676","0.280866754022021","0.323350353805331","3"
"Single","2003","Bavaria","Not Employed","187","0.146421191316202","0.12492487235301","0.167917510279394","3"
