"erwst","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Full-time","2012","16-34 y.","higher vocational","118","0.812600192607992","0.753591433671726","0.871608951544258","1"
"Full-time","2012","16-34 y.","higher education","516","0.670235893393558","0.639174403203693","0.701297383583424","1"
"Full-time","2012","16-34 y.","inadequately","27","","","","1"
"Full-time","2012","66 and older","inadequately","1","","","","1"
"Full-time","2012","35-65 y.","in school","","","","","1"
"Full-time","2012","35-65 y.","vocational + Abi","590","0.551235658394741","0.524333102015164","0.578138214774317","1"
"Full-time","2012","35-65 y.","higher vocational","818","0.688074300382355","0.662604909228451","0.713543691536258","1"
"Full-time","2012","35-65 y.","higher education","2583","0.667625732820406","0.653257416521606","0.681994049119207","1"
"Full-time","2012","66 and older","in school","","","","","1"
"Full-time","2012","66 and older","general elemantary","4","","","","1"
"Full-time","2012","66 and older","higher education","26","","","","1"
"Full-time","2012","16-34 y.","in school","1","","","","1"
"Full-time","2012","66 and older","middle vocational","22","","","","1"
"Full-time","2012","35-65 y.","inadequately","49","0.291021031059362","0.226090638259213","0.355951423859512","1"
"Full-time","2012","35-65 y.","general elemantary","364","0.340492266725151","0.312702488753028","0.368282044697275","1"
"Full-time","2012","66 and older","higher vocational","3","","","","1"
"Full-time","2012","66 and older","vocational + Abi","","","","","1"
"Full-time","2012","35-65 y.","middle vocational","3786","0.514316502383825","0.503418141362531","0.52521486340512","1"
"Non-working","2012","16-34 y.","in school","707","0.778876262861821","0.751927376718009","0.805825149005633","5"
"Non-working","2012","16-34 y.","inadequately","82","0.422956709626357","0.341985201268332","0.503928217984381","5"
"Non-working","2012","16-34 y.","general elemantary","458","0.356393216027433","0.327615766696065","0.3851706653588","5"
"Non-working","2012","16-34 y.","middle vocational","949","0.30415166350679","0.287157050239126","0.321146276774454","5"
"Non-working","2012","16-34 y.","vocational + Abi","127","0.18163320088515","0.148994165482406","0.214272236287893","5"
"Non-working","2012","16-34 y.","higher vocational","24","","","","5"
"Non-working","2012","35-65 y.","middle vocational","2103","0.259453687603705","0.249895505012764","0.269011870194646","5"
"Non-working","2012","35-65 y.","vocational + Abi","259","0.174014189541452","0.153507556833319","0.194520822249586","5"
"Non-working","2012","35-65 y.","higher vocational","210","0.169299618891366","0.148682616996783","0.18991662078595","5"
"Non-working","2012","35-65 y.","higher education","596","0.150697128142532","0.139785000588819","0.161609255696245","5"
"Non-working","2012","16-34 y.","higher education","190","0.154040106534423","0.130189548374486","0.177890664694361","5"
"Non-working","2012","35-65 y.","in school","","","","","5"
"Non-working","2012","35-65 y.","inadequately","98","0.56773885323207","0.496925269267005","0.638552437197136","5"
"Non-working","2012","35-65 y.","general elemantary","457","0.397171944040949","0.368476859143396","0.425867028938502","5"
"Non-working","2012","66 and older","higher education","1047","0.918986160654392","0.903236633114474","0.934735688194309","5"
"Non-working","2012","66 and older","inadequately","54","0.937846152197913","0.87516882421589","1.00052348017993","5"
"Non-working","2012","66 and older","in school","","","","","5"
"Non-working","2012","66 and older","higher vocational","354","0.93492908769351","0.909998245352109","0.959859930034911","5"
"Non-working","2012","66 and older","general elemantary","795","0.974622180422762","0.963857863817315","0.98538649702821","5"
"Non-working","2012","66 and older","middle vocational","2587","0.949645431309382","0.94141232681718","0.957878535801584","5"
"Non-working","2012","66 and older","vocational + Abi","116","0.972530939968294","0.943528015716599","1.00153386421999","5"
"Other","2012","16-34 y.","in school","197","0.206022836957913","0.179759458637751","0.232286215278075","6"
"Other","2012","16-34 y.","inadequately","25","","","","6"
"Other","2012","16-34 y.","general elemantary","389","0.365345339380302","0.336412050737933","0.394278628022672","6"
"Other","2012","16-34 y.","middle vocational","423","0.162625557147986","0.148993445288773","0.176257669007199","6"
"Other","2012","16-34 y.","vocational + Abi","50","0.0873919388450128","0.0634839230678201","0.111299954622205","6"
"Other","2012","16-34 y.","higher vocational","4","","","","6"
"Other","2012","16-34 y.","higher education","47","0.0591044505560032","0.0435237294321834","0.074685171679823","6"
"Other","2012","35-65 y.","in school","","","","","6"
"Other","2012","35-65 y.","inadequately","18","","","","6"
"Other","2012","35-65 y.","general elemantary","107","0.0916776131600242","0.0747547765077478","0.108600449812301","6"
"Other","2012","35-65 y.","middle vocational","593","0.0627263948463563","0.0574391716508633","0.0680136180418492","6"
"Other","2012","35-65 y.","vocational + Abi","90","0.0518550754155853","0.0398614984791822","0.0638486523519884","6"
"Other","2012","66 and older","higher vocational","9","","","","6"
"Other","2012","66 and older","higher education","51","0.0442257433902608","0.0323585321608944","0.0560929546196271","6"
"Other","2012","35-65 y.","higher vocational","39","0.0218443284686946","0.0138081670138109","0.0298804899235783","6"
"Other","2012","35-65 y.","higher education","138","0.029096301024236","0.0239696634289865","0.0342229386194855","6"
"Other","2012","66 and older","in school","","","","","6"
"Other","2012","66 and older","inadequately","2","","","","6"
"Other","2012","66 and older","general elemantary","13","","","","6"
"Other","2012","66 and older","middle vocational","70","0.0285240062427499","0.0222566447694227","0.034791367716077","6"
"Other","2012","66 and older","vocational + Abi","2","","","","6"
"Part-time","2012","16-34 y.","in school","6","","","","2"
"Part-time","2012","16-34 y.","inadequately","9","","","","2"
"Part-time","2012","16-34 y.","general elemantary","58","0.0497508108713188","0.0366862110149896","0.0628154107276479","2"
"Part-time","2012","16-34 y.","middle vocational","351","0.085517694039663","0.07518711807173","0.095848270007596","2"
"Part-time","2012","16-34 y.","vocational + Abi","82","0.107004918951255","0.0808356192647909","0.133174218637719","2"
"Part-time","2012","16-34 y.","higher vocational","22","","","","2"
"Part-time","2012","16-34 y.","higher education","127","0.116619549516015","0.0954131799006041","0.137825919131426","2"
"Part-time","2012","35-65 y.","vocational + Abi","374","0.222895076648222","0.200383506051485","0.245406647244958","2"
"Part-time","2012","35-65 y.","higher vocational","204","0.120781752257585","0.102866442348625","0.138697062166545","2"
"Part-time","2012","35-65 y.","higher education","812","0.152580838012826","0.141612905044524","0.163548770981128","2"
"Part-time","2012","66 and older","in school","","","","","2"
"Part-time","2012","66 and older","higher education","29","","","","2"
"Part-time","2012","66 and older","inadequately","","","","","2"
"Part-time","2012","66 and older","general elemantary","8","","","","2"
"Part-time","2012","66 and older","higher vocational","10","","","","2"
"Part-time","2012","35-65 y.","in school","","","","","2"
"Part-time","2012","35-65 y.","inadequately","23","","","","2"
"Part-time","2012","35-65 y.","general elemantary","189","0.170658176073875","0.148595822614941","0.19272052953281","2"
"Part-time","2012","35-65 y.","middle vocational","1597","0.163503415166114","0.155439150230094","0.171567680102133","2"
"Part-time","2012","66 and older","middle vocational","31","0.010367685449202","0.00655403147261796","0.0141813394257861","2"
"Part-time","2012","66 and older","vocational + Abi","4","","","","2"
"Full-time","2013","16-34 y.","inadequately","26","","","","1"
"Full-time","2013","16-34 y.","general elemantary","242","0.194130332562726","0.174490242800619","0.213770422324832","1"
"Full-time","2013","16-34 y.","middle vocational","1263","0.441121772847778","0.424111435336198","0.458132110359358","1"
"Full-time","2013","16-34 y.","vocational + Abi","319","0.60289445458046","0.564128900078044","0.641660009082876","1"
"Full-time","2013","16-34 y.","higher vocational","113","0.79877661791082","0.736263459544594","0.861289776277046","1"
"Full-time","2013","16-34 y.","higher education","660","0.657243288063786","0.629471251625913","0.685015324501659","1"
"Full-time","2013","35-65 y.","vocational + Abi","746","0.567997931217176","0.543972494600064","0.592023367834288","1"
"Full-time","2013","35-65 y.","higher vocational","781","0.684436251126281","0.658379363297463","0.710493138955099","1"
"Full-time","2013","35-65 y.","higher education","2792","0.671454640895098","0.657850573409945","0.685058708380252","1"
"Full-time","2013","66 and older","in school","","","","","1"
"Full-time","2013","66 and older","inadequately","1","","","","1"
"Full-time","2013","16-34 y.","in school","","","","","1"
"Full-time","2013","35-65 y.","middle vocational","3972","0.501643023544895","0.490922486671726","0.512363560418065","1"
"Full-time","2013","66 and older","general elemantary","4","","","","1"
"Full-time","2013","35-65 y.","in school","1","","","","1"
"Full-time","2013","35-65 y.","general elemantary","527","0.355580943525137","0.331388619023112","0.379773268027163","1"
"Full-time","2013","66 and older","higher education","27","","","","1"
"Full-time","2013","35-65 y.","inadequately","92","0.246914903285882","0.202555013647545","0.291274792924218","1"
"Full-time","2013","66 and older","middle vocational","24","","","","1"
"Full-time","2013","66 and older","higher vocational","5","","","","1"
"Full-time","2013","66 and older","vocational + Abi","1","","","","1"
"Non-working","2013","16-34 y.","in school","844","0.789517319261412","0.765137248365257","0.813897390157568","5"
"Non-working","2013","16-34 y.","inadequately","117","0.448796011169517","0.381365629483487","0.516226392855547","5"
"Non-working","2013","16-34 y.","general elemantary","647","0.371324222705973","0.347332890281604","0.395315555130341","5"
"Non-working","2013","16-34 y.","middle vocational","1068","0.290841665422153","0.275282904569076","0.306400426275231","5"
"Non-working","2013","16-34 y.","vocational + Abi","136","0.183597188714995","0.152924090928179","0.214270286501811","5"
"Non-working","2013","35-65 y.","middle vocational","2066","0.258136287874446","0.248753422832331","0.267519152916561","5"
"Non-working","2013","35-65 y.","vocational + Abi","325","0.173933712986754","0.155549106780889","0.192318319192618","5"
"Non-working","2013","35-65 y.","higher vocational","190","0.161583724405271","0.140946981898879","0.182220466911663","5"
"Non-working","2013","35-65 y.","higher education","662","0.131592477343331","0.121801183388036","0.141383771298625","5"
"Non-working","2013","16-34 y.","higher vocational","22","","","","5"
"Non-working","2013","16-34 y.","higher education","205","0.140550225011267","0.120213655931337","0.160886794091196","5"
"Non-working","2013","35-65 y.","in school","","","","","5"
"Non-working","2013","35-65 y.","inadequately","198","0.544849713229475","0.493621341507843","0.596078084951106","5"
"Non-working","2013","35-65 y.","general elemantary","581","0.406760996636521","0.381934886794047","0.431587106478995","5"
"Non-working","2013","66 and older","higher education","1063","0.905564358137976","0.888864873274046","0.922263843001907","5"
"Non-working","2013","66 and older","general elemantary","739","0.972538030123353","0.960942116765347","0.984133943481359","5"
"Non-working","2013","66 and older","in school","","","","","5"
"Non-working","2013","66 and older","higher vocational","331","0.923858415688468","0.896268677537261","0.951448153839676","5"
"Non-working","2013","66 and older","inadequately","60","0.921175484852211","0.85463596600365","0.987715003700771","5"
"Non-working","2013","66 and older","middle vocational","2480","0.95612096196368","0.948249364379503","0.963992559547856","5"
"Non-working","2013","66 and older","vocational + Abi","118","0.951321069782845","0.914185738174902","0.988456401390789","5"
"Other","2013","16-34 y.","in school","225","0.205723823731372","0.181548404586987","0.229899242875757","6"
"Other","2013","16-34 y.","inadequately","40","0.240462053825461","0.182522791437208","0.298401316213713","6"
"Other","2013","16-34 y.","general elemantary","577","0.38764348488848","0.363450871770462","0.411836098006498","6"
"Other","2013","16-34 y.","middle vocational","559","0.175759767910847","0.162720244207822","0.188799291613871","6"
"Other","2013","16-34 y.","vocational + Abi","55","0.0869059338137311","0.0645879552849166","0.109223912342546","6"
"Other","2013","16-34 y.","higher vocational","4","","","","6"
"Other","2013","16-34 y.","higher education","93","0.0760312588390794","0.0605225232200108","0.091539994458148","6"
"Other","2013","35-65 y.","in school","","","","","6"
"Other","2013","35-65 y.","inadequately","34","0.0948751549030181","0.0647294620043896","0.125020847801647","6"
"Other","2013","35-65 y.","general elemantary","170","0.0998066635961512","0.084658086596641","0.114955240595661","6"
"Other","2013","35-65 y.","middle vocational","616","0.0675953837018773","0.0622125668707819","0.0729782005329727","6"
"Other","2013","35-65 y.","vocational + Abi","121","0.0488318075726398","0.0383789493872038","0.0592846657580759","6"
"Other","2013","66 and older","higher vocational","9","","","","6"
"Other","2013","66 and older","higher education","57","0.0547487029935092","0.0417578997722844","0.067739506214734","6"
"Other","2013","35-65 y.","higher vocational","45","0.026815005027262","0.0177576971309911","0.0358723129235329","6"
"Other","2013","35-65 y.","higher education","178","0.0316052576612648","0.0265380506338662","0.0366724646886634","6"
"Other","2013","66 and older","in school","","","","","6"
"Other","2013","66 and older","inadequately","2","","","","6"
"Other","2013","66 and older","general elemantary","17","","","","6"
"Other","2013","66 and older","middle vocational","72","0.0267512949836615","0.0205502877589303","0.0329523022083927","6"
"Other","2013","66 and older","vocational + Abi","5","","","","6"
"Part-time","2013","16-34 y.","in school","5","","","","2"
"Part-time","2013","16-34 y.","inadequately","26","","","","2"
"Part-time","2013","16-34 y.","general elemantary","92","0.0469019598428214","0.0364034261134614","0.0574004935721813","2"
"Part-time","2013","16-34 y.","middle vocational","383","0.0922767938192216","0.0823616719680442","0.102191915670399","2"
"Part-time","2013","16-34 y.","vocational + Abi","102","0.126602422890814","0.100257351489379","0.152947494292249","2"
"Part-time","2013","16-34 y.","higher vocational","19","","","","2"
"Part-time","2013","16-34 y.","higher education","164","0.126175228085868","0.106746208416457","0.145604247755278","2"
"Part-time","2013","35-65 y.","vocational + Abi","441","0.209236548223431","0.18950791193632","0.228965184510541","2"
"Part-time","2013","35-65 y.","higher vocational","206","0.127165019441186","0.108485642303229","0.145844396579144","2"
"Part-time","2013","35-65 y.","higher education","947","0.165347624100306","0.154587567255911","0.176107680944702","2"
"Part-time","2013","66 and older","in school","","","","","2"
"Part-time","2013","66 and older","higher education","31","0.0231049441691459","0.0145256439942376","0.0316842443440542","2"
"Part-time","2013","66 and older","inadequately","","","","","2"
"Part-time","2013","35-65 y.","middle vocational","1702","0.172625304878782","0.164522185788702","0.180728423968862","2"
"Part-time","2013","66 and older","higher vocational","10","","","","2"
"Part-time","2013","35-65 y.","inadequately","39","0.113360228581625","0.0807466286747061","0.145973828488545","2"
"Part-time","2013","66 and older","general elemantary","3","","","","2"
"Part-time","2013","66 and older","middle vocational","25","","","","2"
"Part-time","2013","66 and older","vocational + Abi","5","","","","2"
"Part-time","2013","35-65 y.","in school","","","","","2"
"Part-time","2013","35-65 y.","general elemantary","226","0.13785139624219","0.120428481071368","0.155274311413013","2"
"Full-time","2014","35-65 y.","higher vocational","723","0.688067872212041","0.660971951881611","0.715163792542471","1"
"Full-time","2014","16-34 y.","inadequately","18","","","","1"
"Full-time","2014","16-34 y.","general elemantary","228","0.212135333205372","0.189997008115329","0.234273658295416","1"
"Full-time","2014","16-34 y.","middle vocational","1042","0.420068018412862","0.401536407360465","0.438599629465259","1"
"Full-time","2014","16-34 y.","higher education","556","0.645178004167921","0.61480087804993","0.675555130285912","1"
"Full-time","2014","35-65 y.","vocational + Abi","671","0.563799446642636","0.538033205337714","0.589565687947559","1"
"Full-time","2014","35-65 y.","higher education","2493","0.666050236633405","0.651645710249953","0.680454763016858","1"
"Full-time","2014","66 and older","in school","","","","","1"
"Full-time","2014","66 and older","inadequately","1","","","","1"
"Full-time","2014","16-34 y.","vocational + Abi","268","0.611905769426639","0.569361243363061","0.654450295490217","1"
"Full-time","2014","16-34 y.","higher vocational","92","0.731252358485231","0.655338963566719","0.807165753403744","1"
"Full-time","2014","66 and older","higher education","27","","","","1"
"Full-time","2014","35-65 y.","in school","","","","","1"
"Full-time","2014","16-34 y.","in school","","","","","1"
"Full-time","2014","35-65 y.","inadequately","68","0.205514870015181","0.159247076071738","0.251782663958625","1"
"Full-time","2014","35-65 y.","middle vocational","3498","0.504799296819429","0.493335498570097","0.516263095068762","1"
"Full-time","2014","66 and older","vocational + Abi","1","","","","1"
"Full-time","2014","35-65 y.","general elemantary","416","0.33318836070374","0.306889495565759","0.35948722584172","1"
"Full-time","2014","66 and older","higher vocational","2","","","","1"
"Full-time","2014","66 and older","middle vocational","27","","","","1"
"Full-time","2014","66 and older","general elemantary","4","","","","1"
"Non-working","2014","35-65 y.","middle vocational","1743","0.247447015837763","0.237552644880338","0.257341386795187","5"
"Non-working","2014","35-65 y.","vocational + Abi","239","0.146856206891106","0.128465309890832","0.165247103891381","5"
"Non-working","2014","35-65 y.","higher vocational","173","0.158073754788362","0.136737159405464","0.17941035017126","5"
"Non-working","2014","35-65 y.","higher education","589","0.13641462020991","0.125931561461836","0.146897678957985","5"
"Non-working","2014","16-34 y.","in school","697","0.812622800275917","0.786870461772603","0.838375138779231","5"
"Non-working","2014","16-34 y.","inadequately","97","0.506106004802958","0.429353614982551","0.582858394623365","5"
"Non-working","2014","16-34 y.","general elemantary","538","0.353461985283075","0.327575038431168","0.379348932134982","5"
"Non-working","2014","16-34 y.","middle vocational","845","0.292858081293513","0.275771832126256","0.30994433046077","5"
"Non-working","2014","16-34 y.","vocational + Abi","112","0.1667812753413","0.134236147742587","0.199326402940012","5"
"Non-working","2014","16-34 y.","higher vocational","15","","","","5"
"Non-working","2014","16-34 y.","higher education","193","0.149055842548022","0.126444483150066","0.171667201945977","5"
"Non-working","2014","35-65 y.","in school","","","","","5"
"Non-working","2014","35-65 y.","inadequately","171","0.611330302160854","0.555516374672669","0.667144229649039","5"
"Non-working","2014","35-65 y.","general elemantary","476","0.391036335507084","0.363809651035479","0.418263019978688","5"
"Non-working","2014","66 and older","higher education","1059","0.911799648829066","0.895557087662062","0.92804220999607","5"
"Non-working","2014","66 and older","higher vocational","323","0.944378554367112","0.920229271649166","0.968527837085059","5"
"Non-working","2014","66 and older","general elemantary","673","0.965047704939855","0.951442305049473","0.978653104830237","5"
"Non-working","2014","66 and older","in school","","","","","5"
"Non-working","2014","66 and older","vocational + Abi","121","0.949879926757895","0.912515988417092","0.987243865098698","5"
"Non-working","2014","66 and older","inadequately","48","0.918132595365425","0.842139995463583","0.994125195267267","5"
"Non-working","2014","66 and older","middle vocational","2433","0.943427275687209","0.93452658486206","0.952327966512357","5"
"Other","2014","16-34 y.","in school","182","0.18025383094953","0.154885274914019","0.205622386985041","6"
"Other","2014","16-34 y.","inadequately","34","0.28581600560786","0.216457038334164","0.355174972881556","6"
"Other","2014","16-34 y.","general elemantary","474","0.378570978736526","0.352305708845831","0.404836248627221","6"
"Other","2014","16-34 y.","middle vocational","531","0.189933259535061","0.175205870841342","0.20466064822878","6"
"Other","2014","16-34 y.","vocational + Abi","49","0.093860211990446","0.0683994622354194","0.119320961745473","6"
"Other","2014","16-34 y.","higher vocational","7","","","","6"
"Other","2014","16-34 y.","higher education","77","0.0874530230401954","0.0695173916683172","0.105388654412074","6"
"Other","2014","35-65 y.","in school","","","","","6"
"Other","2014","35-65 y.","inadequately","28","","","","6"
"Other","2014","35-65 y.","general elemantary","144","0.113660705821139","0.0959516385712438","0.131369773071035","6"
"Other","2014","35-65 y.","middle vocational","559","0.068047344748501","0.0622732879178439","0.0738214015791581","6"
"Other","2014","35-65 y.","vocational + Abi","110","0.0531619890811117","0.0415050616148668","0.0648189165473567","6"
"Other","2014","35-65 y.","higher vocational","49","0.0357731893963033","0.0249107680367238","0.0466356107558829","6"
"Other","2014","35-65 y.","higher education","166","0.0337003477035597","0.0281887435039713","0.0392119519031481","6"
"Other","2014","66 and older","in school","","","","","6"
"Other","2014","66 and older","inadequately","1","","","","6"
"Other","2014","66 and older","general elemantary","19","","","","6"
"Other","2014","66 and older","middle vocational","96","0.0357427508930398","0.02859027507038","0.0428952267156996","6"
"Other","2014","66 and older","vocational + Abi","4","","","","6"
"Other","2014","66 and older","higher vocational","10","","","","6"
"Other","2014","66 and older","higher education","57","0.0507117770707576","0.0381450233278006","0.0632785308137146","6"
"Part-time","2014","16-34 y.","in school","3","","","","2"
"Part-time","2014","16-34 y.","inadequately","14","","","","2"
"Part-time","2014","16-34 y.","general elemantary","70","0.0558317027750267","0.0433986554493671","0.0682647501006864","2"
"Part-time","2014","16-34 y.","middle vocational","307","0.097140640758564","0.0860213939072925","0.108259887609836","2"
"Part-time","2014","16-34 y.","vocational + Abi","75","0.127452743241615","0.0983387420616683","0.156566744421562","2"
"Part-time","2014","16-34 y.","higher vocational","17","","","","2"
"Part-time","2014","16-34 y.","higher education","127","0.118313130243862","0.0978073971744222","0.138818863313302","2"
"Part-time","2014","35-65 y.","vocational + Abi","403","0.236182357385146","0.21411429463252","0.258250420137771","2"
"Part-time","2014","35-65 y.","higher vocational","178","0.118085183603294","0.0992109538675424","0.136959413339046","2"
"Part-time","2014","35-65 y.","higher education","870","0.163834795453124","0.152530225721151","0.175139365185098","2"
"Part-time","2014","66 and older","in school","","","","","2"
"Part-time","2014","66 and older","higher education","28","","","","2"
"Part-time","2014","35-65 y.","middle vocational","1507","0.179706342594307","0.170903054456428","0.188509630732186","2"
"Part-time","2014","66 and older","inadequately","","","","","2"
"Part-time","2014","66 and older","higher vocational","11","","","","2"
"Part-time","2014","66 and older","middle vocational","32","0.0116703713057875","0.00753266939924102","0.0158080732123341","2"
"Part-time","2014","35-65 y.","general elemantary","198","0.162114597968037","0.141551247140487","0.182677948795588","2"
"Part-time","2014","66 and older","general elemantary","4","","","","2"
"Part-time","2014","66 and older","vocational + Abi","5","","","","2"
"Part-time","2014","35-65 y.","inadequately","26","","","","2"
"Part-time","2014","35-65 y.","in school","","","","","2"
"Full-time","2015","16-34 y.","general elemantary","220","0.226742553433389","0.203767775312725","0.249717331554054","1"
"Full-time","2015","16-34 y.","middle vocational","1035","0.45372916117296","0.434756091229617","0.472702231116303","1"
"Full-time","2015","16-34 y.","vocational + Abi","286","0.569918299433746","0.52842898955708","0.611407609310412","1"
"Full-time","2015","16-34 y.","higher vocational","96","0.860962741621295","0.800789417017494","0.921136066225097","1"
"Full-time","2015","16-34 y.","higher education","647","0.608728582303997","0.580941699786745","0.636515464821249","1"
"Full-time","2015","35-65 y.","in school","","","","","1"
"Full-time","2015","35-65 y.","vocational + Abi","697","0.547640239380851","0.522316910277067","0.572963568484634","1"
"Full-time","2015","35-65 y.","higher vocational","682","0.666519574171239","0.638231231181145","0.694807917161332","1"
"Full-time","2015","35-65 y.","higher education","2456","0.661970238421888","0.647451757372395","0.676488719471381","1"
"Full-time","2015","66 and older","in school","","","","","1"
"Full-time","2015","66 and older","inadequately","1","","","","1"
"Full-time","2015","66 and older","general elemantary","3","","","","1"
"Full-time","2015","66 and older","higher education","23","","","","1"
"Full-time","2015","16-34 y.","inadequately","24","","","","1"
"Full-time","2015","66 and older","higher vocational","7","","","","1"
"Full-time","2015","35-65 y.","inadequately","74","0.205079988074843","0.160134034273924","0.250025941875762","1"
"Full-time","2015","35-65 y.","middle vocational","3351","0.502217521382917","0.490545392648745","0.513889650117089","1"
"Full-time","2015","66 and older","middle vocational","23","","","","1"
"Full-time","2015","66 and older","vocational + Abi","3","","","","1"
"Full-time","2015","35-65 y.","general elemantary","402","0.338255325195165","0.311272296760961","0.36523835362937","1"
"Full-time","2015","16-34 y.","in school","2","","","","1"
"Non-working","2015","35-65 y.","middle vocational","1694","0.243916312371688","0.233891189765836","0.253941434977541","5"
"Non-working","2015","35-65 y.","vocational + Abi","269","0.157531897958391","0.138996917756943","0.176066878159839","5"
"Non-working","2015","35-65 y.","higher vocational","162","0.159831701577328","0.137843966883958","0.181819436270699","5"
"Non-working","2015","35-65 y.","higher education","578","0.123816338383217","0.113707272340402","0.133925404426032","5"
"Non-working","2015","16-34 y.","in school","594","0.759747166861378","0.729726032653139","0.789768301069616","5"
"Non-working","2015","16-34 y.","inadequately","118","0.566964495801683","0.495563887595256","0.638365104008109","5"
"Non-working","2015","16-34 y.","general elemantary","541","0.351749801858151","0.325549215325213","0.377950388391089","5"
"Non-working","2015","16-34 y.","middle vocational","867","0.282703436837039","0.265542137288078","0.299864736386001","5"
"Non-working","2015","16-34 y.","vocational + Abi","129","0.208650935753364","0.174598463885736","0.242703407620993","5"
"Non-working","2015","16-34 y.","higher vocational","12","","","","5"
"Non-working","2015","16-34 y.","higher education","269","0.171529570905059","0.150066249834594","0.192992891975523","5"
"Non-working","2015","35-65 y.","in school","","","","","5"
"Non-working","2015","35-65 y.","inadequately","170","0.533772246450351","0.478240120522698","0.589304372378005","5"
"Non-working","2015","35-65 y.","general elemantary","448","0.380617068851357","0.352925542864976","0.408308594837739","5"
"Non-working","2015","66 and older","higher education","1081","0.919725370267081","0.904313186935781","0.935137553598381","5"
"Non-working","2015","66 and older","higher vocational","323","0.929111548241449","0.902108982736725","0.956114113746173","5"
"Non-working","2015","66 and older","in school","","","","","5"
"Non-working","2015","66 and older","middle vocational","2394","0.933657682172845","0.924007360351595","0.943308003994094","5"
"Non-working","2015","66 and older","vocational + Abi","130","0.926216459373826","0.882757764074952","0.969675154672701","5"
"Non-working","2015","66 and older","inadequately","41","0.910739110540734","0.825519123876016","0.995959097205452","5"
"Non-working","2015","66 and older","general elemantary","643","0.966320099767386","0.952618954179154","0.980021245355619","5"
"Other","2015","16-34 y.","in school","181","0.238572992432985","0.208623941113121","0.26852204375285","6"
"Other","2015","16-34 y.","inadequately","24","","","","6"
"Other","2015","16-34 y.","general elemantary","450","0.363850544162912","0.337452980361061","0.390248107964762","6"
"Other","2015","35-65 y.","middle vocational","522","0.0689491429851219","0.0630344054997063","0.0748638804705374","6"
"Other","2015","35-65 y.","vocational + Abi","97","0.054324069904526","0.0427922338930183","0.0658559059160337","6"
"Other","2015","66 and older","higher vocational","9","","","","6"
"Other","2015","66 and older","higher education","58","0.0440622187531787","0.032421121379332","0.0557033161270255","6"
"Other","2015","16-34 y.","middle vocational","453","0.175497908562656","0.161001276833458","0.189994540291854","6"
"Other","2015","16-34 y.","vocational + Abi","56","0.107002601578312","0.081098013357352","0.132907189799271","6"
"Other","2015","16-34 y.","higher vocational","7","","","","6"
"Other","2015","16-34 y.","higher education","97","0.0783868199606353","0.063083531049013","0.0936901088722577","6"
"Other","2015","35-65 y.","in school","","","","","6"
"Other","2015","35-65 y.","inadequately","28","","","","6"
"Other","2015","35-65 y.","general elemantary","125","0.112921073754088","0.0948704683315391","0.130971679176637","6"
"Other","2015","35-65 y.","higher vocational","39","0.0310870279223027","0.0206735004248682","0.0415005554197372","6"
"Other","2015","35-65 y.","higher education","171","0.0332367860414987","0.0277351222194015","0.038738449863596","6"
"Other","2015","66 and older","in school","","","","","6"
"Other","2015","66 and older","inadequately","1","","","","6"
"Other","2015","66 and older","general elemantary","14","","","","6"
"Other","2015","66 and older","middle vocational","104","0.0470498341717054","0.0388393875436819","0.0552602807997288","6"
"Other","2015","66 and older","vocational + Abi","3","","","","6"
"Part-time","2015","16-34 y.","in school","1","","","","2"
"Part-time","2015","16-34 y.","inadequately","19","","","","2"
"Part-time","2015","16-34 y.","general elemantary","65","0.0576571005455481","0.0448675985358178","0.0704466025552783","2"
"Part-time","2015","16-34 y.","middle vocational","290","0.0880694934273445","0.0772693661365446","0.0988696207181445","2"
"Part-time","2015","16-34 y.","vocational + Abi","76","0.114428163234578","0.087751421177044","0.141104905292113","2"
"Part-time","2015","16-34 y.","higher vocational","12","","","","2"
"Part-time","2015","16-34 y.","higher education","172","0.141355026830309","0.121519151941168","0.16119090171945","2"
"Part-time","2015","35-65 y.","vocational + Abi","421","0.240503792756232","0.218759018165492","0.262248567346972","2"
"Part-time","2015","35-65 y.","higher vocational","184","0.14256169632913","0.121583470862849","0.163539921795411","2"
"Part-time","2015","35-65 y.","higher education","873","0.180976637153396","0.169160272564915","0.192793001741877","2"
"Part-time","2015","66 and older","in school","","","","","2"
"Part-time","2015","66 and older","higher education","32","0.0211214971508387","0.0129655824949441","0.0292774118067334","2"
"Part-time","2015","35-65 y.","middle vocational","1482","0.184917023260273","0.175853987491659","0.193980059028887","2"
"Part-time","2015","66 and older","inadequately","","","","","2"
"Part-time","2015","66 and older","general elemantary","6","","","","2"
"Part-time","2015","66 and older","middle vocational","34","0.0113274276653683","0.00722402127328652","0.01543083405745","2"
"Part-time","2015","66 and older","higher vocational","8","","","","2"
"Part-time","2015","35-65 y.","in school","","","","","2"
"Part-time","2015","35-65 y.","general elemantary","206","0.168206532199389","0.14687351302932","0.189539551369459","2"
"Part-time","2015","66 and older","vocational + Abi","3","","","","2"
"Part-time","2015","35-65 y.","inadequately","38","0.142040105597671","0.103179798270485","0.180900412924857","2"
"Full-time","2016","16-34 y.","general elemantary","189","0.202313972864536","0.18270928920637","0.221918656522703","1"
