"erwst","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Part-time","1996","no degree/no degree yet","Couple + C. LE 16 ","7","","",""
"Part-time","1996","no degree/no degree yet","Couple + C. GT 16 ","12","","",""
"Part-time","1996","no degree/no degree yet","Couple + C. LE and GT 16","13","","",""
"Non-working","1996","lower secondary degree","1-pers.-HH","540","0.746787646228785","0.715932555364561","0.777642737093009"
"Non-working","1996","lower secondary degree","(Married) couple without C. ","1181","0.671483426720969","0.650201669312294","0.692765184129644"
"Non-working","1996","lower secondary degree","Single parent ","107","0.421215999611524","0.360132780219398","0.482299219003651"
"Non-working","1996","lower secondary degree","Couple + C. LE 16 ","280","0.304343055544372","0.274381576193803","0.334304534894941"
"Non-working","1996","lower secondary degree","Couple + C. GT 16 ","339","0.410814194744969","0.378103703904541","0.443524685585397"
"Non-working","1996","lower secondary degree","Couple + C. LE and GT 16","69","0.223974784103742","0.177935316367613","0.270014251839871"
"Non-working","1996","secondary school degree","1-pers.-HH","148","0.503857655564585","0.452209606809377","0.555505704319792"
"Non-working","1996","secondary school degree","(Married) couple without C. ","242","0.37267953878312","0.339194999008133","0.406164078558107"
"Non-working","1996","secondary school degree","Single parent ","54","0.288258059643138","0.223510832391082","0.353005286895194"
"Non-working","1996","secondary school degree","Couple + C. LE 16 ","303","0.286445709350792","0.259849406274851","0.313042012426733"
"Non-working","1996","secondary school degree","Couple + C. GT 16 ","145","0.273672672423432","0.237103768311039","0.310241576535825"
"Non-working","1996","secondary school degree","Couple + C. LE and GT 16","84","0.229280504862344","0.187180665284645","0.271380344440043"
"Non-working","1996","college entrance qualification","1-pers.-HH","65","0.292047880280142","0.23378806078279","0.350307699777494"
"Non-working","1996","college entrance qualification","(Married) couple without C. ","163","0.382273535803315","0.339551187423522","0.424995884183108"
"Non-working","1996","college entrance qualification","Single parent ","30","0.358564458976448","0.255390718749521","0.461738199203375"
"Non-working","1996","college entrance qualification","Couple + C. LE 16 ","105","0.207730675996581","0.172242557875147","0.243218794118014"
"Non-working","1996","college entrance qualification","Couple + C. GT 16 ","121","0.358178723621192","0.307437845577675","0.40891960166471"
"Non-working","1996","college entrance qualification","Couple + C. LE and GT 16","43","0.274674378869307","0.205512993418534","0.34383576432008"
"Non-working","1996","Other degree","1-pers.-HH","27","","",""
"Non-working","1996","Other degree","(Married) couple without C. ","111","0.554009033995372","0.488175451673308","0.619842616317437"
"Non-working","1996","Other degree","Single parent ","17","","",""
"Non-working","1996","Other degree","Couple + C. LE 16 ","113","0.366148443230259","0.311904762213224","0.420392124247293"
"Non-working","1996","Other degree","Couple + C. GT 16 ","89","0.351952364922833","0.291656854126604","0.412247875719062"
"Non-working","1996","Other degree","Couple + C. LE and GT 16","54","0.395402339250167","0.317674043520877","0.473130634979456"
"Non-working","1996","no degree/no degree yet","1-pers.-HH","22","","",""
"Non-working","1996","no degree/no degree yet","(Married) couple without C. ","58","0.67109947375802","0.575097555567253","0.767101391948787"
"Non-working","1996","no degree/no degree yet","Single parent ","47","0.848278583575643","0.755951994814023","0.940605172337262"
"Non-working","1996","no degree/no degree yet","Couple + C. LE 16 ","47","0.407700328126987","0.309908289356807","0.505492366897166"
"Non-working","1996","no degree/no degree yet","Couple + C. GT 16 ","211","0.844987918491056","0.802056544178189","0.887919292803923"
"Non-working","1996","no degree/no degree yet","Couple + C. LE and GT 16","146","0.787609716878883","0.731484780467663","0.843734653290103"
"Other","1996","lower secondary degree","1-pers.-HH","11","","",""
"Other","1996","lower secondary degree","(Married) couple without C. ","32","0.0136376589903997","0.00838233673585585","0.0188929812449436"
"Other","1996","lower secondary degree","Single parent ","20","","",""
"Other","1996","lower secondary degree","Couple + C. LE 16 ","38","0.0484687955034657","0.0344849498002466","0.0624526412066847"
"Other","1996","lower secondary degree","Couple + C. GT 16 ","68","0.0731839082654528","0.0558680993403561","0.0904997171905495"
"Other","1996","lower secondary degree","Couple + C. LE and GT 16","53","0.13162783199316","0.0942925336578981","0.168963130328423"
"Other","1996","secondary school degree","1-pers.-HH","14","","",""
"Other","1996","secondary school degree","(Married) couple without C. ","23","","",""
"Other","1996","secondary school degree","Single parent ","23","","",""
"Other","1996","secondary school degree","Couple + C. LE 16 ","44","0.0456890735489531","0.0334051324398109","0.0579730146580953"
"Other","1996","secondary school degree","Couple + C. GT 16 ","72","0.123348054223037","0.0963762630237664","0.150319845422308"
"Other","1996","secondary school degree","Couple + C. LE and GT 16","76","0.211660567589382","0.170750960593771","0.252570174584994"
"Other","1996","college entrance qualification","1-pers.-HH","13","","",""
"Other","1996","college entrance qualification","(Married) couple without C. ","26","","",""
"Other","1996","college entrance qualification","Single parent ","10","","",""
"Other","1996","college entrance qualification","Couple + C. LE 16 ","6","","",""
"Other","1996","college entrance qualification","Couple + C. GT 16 ","41","0.111982636047423","0.078610261958239","0.145355010136606"
"Other","1996","college entrance qualification","Couple + C. LE and GT 16","18","","",""
"Other","1996","Other degree","1-pers.-HH","1","","",""
"Other","1996","Other degree","(Married) couple without C. ","5","","",""
"Other","1996","Other degree","Single parent ","2","","",""
"Other","1996","Other degree","Couple + C. LE 16 ","6","","",""
"Other","1996","Other degree","Couple + C. GT 16 ","8","","",""
"Other","1996","Other degree","Couple + C. LE and GT 16","5","","",""
"Other","1996","no degree/no degree yet","1-pers.-HH","3","","",""
"Other","1996","no degree/no degree yet","(Married) couple without C. ","1","","",""
"Other","1996","no degree/no degree yet","Single parent ","2","","",""
"Other","1996","no degree/no degree yet","Couple + C. LE 16 ","3","","",""
"Other","1996","no degree/no degree yet","Couple + C. GT 16 ","3","","",""
"Other","1996","no degree/no degree yet","Couple + C. LE and GT 16","5","","",""
"Full-time","1997","lower secondary degree","1-pers.-HH","166","0.193130970829148","0.164416073658245","0.221845868000051"
"Full-time","1997","lower secondary degree","(Married) couple without C. ","540","0.250106690518612","0.230613123355473","0.269600257681751"
"Full-time","1997","lower secondary degree","Single parent ","94","0.391329900691003","0.330952594783715","0.451707206598291"
"Full-time","1997","lower secondary degree","Couple + C. LE 16 ","485","0.556940282808732","0.524231327112691","0.589649238504773"
"Full-time","1997","lower secondary degree","Couple + C. GT 16 ","364","0.40252472333995","0.36912143886092","0.43592800781898"
"Full-time","1997","lower secondary degree","Couple + C. LE and GT 16","139","0.486591577897615","0.429263094411627","0.543920061383603"
"Full-time","1997","secondary school degree","1-pers.-HH","193","0.434731490149836","0.383945316370443","0.485517663929229"
"Full-time","1997","secondary school degree","(Married) couple without C. ","464","0.532930141407137","0.498117606161717","0.567742676652557"
"Full-time","1997","secondary school degree","Single parent ","77","0.389263624308673","0.318231041173591","0.460296207443755"
"Full-time","1997","secondary school degree","Couple + C. LE 16 ","552","0.491362548671945","0.461037393291995","0.521687704051894"
"Full-time","1997","secondary school degree","Couple + C. GT 16 ","346","0.527325817558955","0.487995882918739","0.566655752199171"
"Full-time","1997","secondary school degree","Couple + C. LE and GT 16","189","0.442764788904161","0.392356786331561","0.493172791476761"
"Full-time","1997","college entrance qualification","1-pers.-HH","146","0.591233372031095","0.52929531264725","0.65317143141494"
"Full-time","1997","college entrance qualification","(Married) couple without C. ","311","0.552025705649991","0.508993301877758","0.595058109422223"
"Full-time","1997","college entrance qualification","Single parent ","41","0.350969012806832","0.254995057925926","0.446942967687738"
"Full-time","1997","college entrance qualification","Couple + C. LE 16 ","302","0.611084878290738","0.567472913217234","0.654696843364242"
"Full-time","1997","college entrance qualification","Couple + C. GT 16 ","168","0.460991847285598","0.408917834092202","0.513065860478994"
"Full-time","1997","college entrance qualification","Couple + C. LE and GT 16","89","0.498054076867976","0.420580284563704","0.575527869172249"
"Full-time","1997","Other degree","1-pers.-HH","25","","",""
"Full-time","1997","Other degree","(Married) couple without C. ","94","0.34759383992076","0.286316604888029","0.40887107495349"
"Full-time","1997","Other degree","Single parent ","20","","",""
"Full-time","1997","Other degree","Couple + C. LE 16 ","133","0.500000752466261","0.439457262792511","0.56054424214001"
"Full-time","1997","Other degree","Couple + C. GT 16 ","104","0.469566514892407","0.403316821887146","0.535816207897668"
"Full-time","1997","Other degree","Couple + C. LE and GT 16","82","0.61077681534878","0.530582323228764","0.690971307468797"
"Full-time","1997","no degree/no degree yet","1-pers.-HH","12","","",""
"Full-time","1997","no degree/no degree yet","(Married) couple without C. ","29","","",""
"Full-time","1997","no degree/no degree yet","Single parent ","6","","",""
"Full-time","1997","no degree/no degree yet","Couple + C. LE 16 ","37","0.539390037180261","0.433426425579687","0.645353648780835"
"Full-time","1997","no degree/no degree yet","Couple + C. GT 16 ","45","0.110090224271381","0.0732965584067417","0.146883890136019"
"Full-time","1997","no degree/no degree yet","Couple + C. LE and GT 16","28","","",""
"Part-time","1997","lower secondary degree","1-pers.-HH","16","","",""
"Part-time","1997","lower secondary degree","(Married) couple without C. ","86","0.0444322364599171","0.0351573466978033","0.0537071262220309"
"Part-time","1997","lower secondary degree","Single parent ","31","0.130457731214867","0.0887908024598991","0.172124659969836"
"Part-time","1997","lower secondary degree","Couple + C. LE 16 ","104","0.133349623472611","0.110965036163605","0.155734210781616"
"Part-time","1997","lower secondary degree","Couple + C. GT 16 ","70","0.107023273002155","0.0859664858567286","0.128080060147582"
"Part-time","1997","lower secondary degree","Couple + C. LE and GT 16","42","0.150054610430111","0.109093016457578","0.191016204402645"
"Part-time","1997","secondary school degree","1-pers.-HH","9","","",""
"Part-time","1997","secondary school degree","(Married) couple without C. ","46","0.0603612547264427","0.043743621205213","0.0769788882476724"
"Part-time","1997","secondary school degree","Single parent ","22","","",""
"Part-time","1997","secondary school degree","Couple + C. LE 16 ","155","0.161449462148734","0.139130152169664","0.183768772127803"
"Part-time","1997","secondary school degree","Couple + C. GT 16 ","50","0.0803937926691371","0.0589740143280349","0.101813571010239"
