"erwst","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"Non-working","2012","general elemantary","West Germany","1452","0.578403662477014","0.559462414626374","0.597344910327655"
"Non-working","2012","general elemantary","East Germany","258","0.699437963764592","0.653933138590484","0.744942788938701"
"Non-working","2012","middle vocational","West Germany","4150","0.437714304304255","0.428119018801303","0.447309589807206"
"Non-working","2012","middle vocational","East Germany","1489","0.465864567305028","0.448934616106481","0.482794518503574"
"Non-working","2012","vocational + Abi","West Germany","429","0.270738773208401","0.249434012714827","0.292043533701975"
"Non-working","2012","vocational + Abi","East Germany","73","0.211772776569673","0.1655401844003","0.258005368739047"
"Non-working","2012","higher vocational","West Germany","403","0.338990376102315","0.31360740603383","0.364373346170799"
"Non-working","2012","higher vocational","East Germany","185","0.384706409862647","0.341136542188067","0.428276277537227"
"Non-working","2012","higher education","West Germany","1267","0.291852683686201","0.27874506619755","0.304960301174852"
"Non-working","2012","higher education","East Germany","566","0.420334406277351","0.395689169010704","0.444979643543999"
"Other","2012","in school","West Germany","187","0.219789414794455","0.191094006868798","0.248484822720112"
"Other","2012","in school","East Germany","10","","",""
"Other","2012","inadequately","West Germany","35","0.0841437066356054","0.0545926694364767","0.113694743834734"
"Other","2012","inadequately","East Germany","10","","",""
"Other","2012","general elemantary","West Germany","437","0.142440512858006","0.129034687809025","0.155846337906988"
"Other","2012","general elemantary","East Germany","72","0.165177034374782","0.128322764340723","0.202031304408841"
"Other","2012","middle vocational","West Germany","878","0.077929443440178","0.0727448240639618","0.0831140628163942"
"Other","2012","middle vocational","East Germany","208","0.0611276261811484","0.0529970332628788","0.069258219099418"
"Other","2012","vocational + Abi","West Germany","126","0.0592072855176518","0.0478912470779684","0.0705233239573351"
"Other","2012","vocational + Abi","East Germany","16","","",""
"Other","2012","higher vocational","West Germany","37","0.0254575951649249","0.0170115398676959","0.0339036504621538"
"Other","2012","higher vocational","East Germany","15","","",""
"Other","2012","higher education","West Germany","193","0.0402041786863119","0.0345404149115961","0.0458679424610277"
"Other","2012","higher education","East Germany","43","0.0299595339369066","0.0214479727799385","0.0384710950938747"
"Full-time","2013","in school","West Germany","1","","",""
"Full-time","2013","in school","East Germany","","","",""
"Full-time","2013","inadequately","West Germany","114","0.195326209253633","0.162808478876719","0.227843939630548"
"Full-time","2013","inadequately","East Germany","5","","",""
"Full-time","2013","general elemantary","West Germany","729","0.19247599475594","0.17921639981207","0.205735589699809"
"Full-time","2013","general elemantary","East Germany","44","0.110174652060521","0.0805459466937727","0.139803357427269"
"Full-time","2013","middle vocational","West Germany","4033","0.355970069870068","0.34703170755646","0.364908432183677"
"Full-time","2013","middle vocational","East Germany","1226","0.388062542176653","0.371196895720728","0.404928188632579"
"Full-time","2013","vocational + Abi","West Germany","905","0.507842681009162","0.486227506267385","0.529457855750938"
"Full-time","2013","vocational + Abi","East Germany","161","0.598852780465467","0.545067346406521","0.652638214524413"
"Full-time","2013","higher vocational","West Germany","701","0.517324882940649","0.490140474663556","0.544509291217741"
"Full-time","2013","higher vocational","East Germany","198","0.49628513485647","0.449407532602293","0.543162737110646"
"Full-time","2013","higher education","West Germany","2742","0.541671482770211","0.528281206984462","0.55506175855596"
"Full-time","2013","higher education","East Germany","737","0.450265084864282","0.425576477772045","0.474953691956518"
"Part-time","2013","in school","West Germany","3","","",""
"Part-time","2013","in school","East Germany","2","","",""
"Part-time","2013","inadequately","West Germany","60","0.0968971935902989","0.0726336497662998","0.121160737414298"
"Part-time","2013","inadequately","East Germany","5","","",""
"Part-time","2013","general elemantary","West Germany","290","0.0639248229278194","0.0556975788550871","0.0721520670005517"
"Part-time","2013","general elemantary","East Germany","31","0.0589901349060819","0.0366951990186832","0.0812850707934805"
"Part-time","2013","middle vocational","West Germany","1723","0.117371488390466","0.111362955131473","0.123380021649458"
"Part-time","2013","middle vocational","East Germany","387","0.101471169695775","0.0910206965730718","0.111921642818478"
"Part-time","2013","vocational + Abi","West Germany","485","0.166009866200793","0.149922328260393","0.182097404141194"
"Part-time","2013","vocational + Abi","East Germany","63","0.156915713119647","0.117002061301532","0.196829364937762"
"Part-time","2013","higher vocational","West Germany","178","0.0979533967404768","0.0817824672730955","0.114124326207858"
"Part-time","2013","higher vocational","East Germany","57","0.0892285745403154","0.0625007231231899","0.115956425957441"
"Part-time","2013","higher education","West Germany","914","0.127537016650633","0.118572544390436","0.13650148891083"
"Part-time","2013","higher education","East Germany","228","0.119810059050819","0.103695418100371","0.135924700001267"
"Non-working","2013","in school","West Germany","712","0.781057714337105","0.754379692272463","0.807735736401748"
"Non-working","2013","in school","East Germany","132","0.855427842971796","0.799521598622797","0.911334087320796"
"Non-working","2013","inadequately","West Germany","333","0.596787699692663","0.556552435748694","0.637022963636632"
"Non-working","2013","inadequately","East Germany","42","0.578126773490262","0.45713366697639","0.699119880004134"
"Non-working","2013","general elemantary","West Germany","1699","0.581775585848421","0.565185574348998","0.598365597347844"
"Non-working","2013","general elemantary","East Germany","268","0.676471465557525","0.632202387118635","0.720740543996415"
"Non-working","2013","middle vocational","West Germany","4227","0.443345382212184","0.434071486879383","0.452619277544985"
"Non-working","2013","middle vocational","East Germany","1387","0.448310427014688","0.431098265253462","0.465522588775914"
"Non-working","2013","vocational + Abi","West Germany","500","0.263937695588857","0.244880886786113","0.2829945043916"
"Non-working","2013","vocational + Abi","East Germany","79","0.22247628787004","0.176835678367354","0.268116897372725"
"Non-working","2013","higher vocational","West Germany","376","0.355794562360074","0.329749668544548","0.3818394561756"
"Non-working","2013","higher vocational","East Germany","167","0.391502159046546","0.345740266809994","0.437264051283098"
"Non-working","2013","higher education","West Germany","1390","0.283018966803706","0.27091313320469","0.295124800402721"
"Non-working","2013","higher education","East Germany","540","0.393028183197091","0.368791013597557","0.417265352796625"
"Other","2013","in school","West Germany","207","0.214469522241695","0.1879899141791","0.24094913030429"
"Other","2013","in school","East Germany","18","","",""
"Other","2013","inadequately","West Germany","64","0.110988897463405","0.0852242978464942","0.136753497080316"
"Other","2013","inadequately","East Germany","12","","",""
"Other","2013","general elemantary","West Germany","678","0.16182359646782","0.149436974314574","0.174210218621065"
"Other","2013","general elemantary","East Germany","86","0.154363747475872","0.120174944294349","0.188552550657396"
"Other","2013","middle vocational","West Germany","1040","0.0833130595272819","0.0781540628142357","0.0884720562403281"
"Other","2013","middle vocational","East Germany","207","0.0621558611128838","0.0537997349363654","0.0705119872894021"
"Other","2013","vocational + Abi","West Germany","165","0.0622097572011884","0.0517667810548993","0.0726527333474775"
"Other","2013","vocational + Abi","East Germany","16","","",""
"Other","2013","higher vocational","West Germany","43","0.0289271579588003","0.0198093690678119","0.0380449468497888"
"Other","2013","higher vocational","East Germany","15","","",""
"Other","2013","higher education","West Germany","273","0.0477725337754508","0.0420407132143244","0.0535043543365771"
"Other","2013","higher education","East Germany","55","0.0368966728878084","0.0275422750475853","0.0462510707280315"
"Full-time","2014","in school","West Germany","","","",""
"Full-time","2014","in school","East Germany","","","",""
"Full-time","2014","inadequately","West Germany","85","0.168349524732643","0.133778026466276","0.20292102299901"
"Full-time","2014","inadequately","East Germany","2","","",""
"Full-time","2014","general elemantary","West Germany","605","0.199231601795169","0.184546781697955","0.213916421892383"
"Full-time","2014","general elemantary","East Germany","43","0.0960484186350275","0.0672444215455475","0.124852415724507"
"Full-time","2014","middle vocational","West Germany","3466","0.348670714600261","0.339209586423917","0.358131842776604"
"Full-time","2014","middle vocational","East Germany","1101","0.37891734077101","0.361181505296465","0.396653176245555"
"Full-time","2014","vocational + Abi","West Germany","783","0.501899064990407","0.478539829285864","0.52525830069495"
"Full-time","2014","vocational + Abi","East Germany","157","0.615038884022843","0.559793031706665","0.670284736339022"
"Full-time","2014","higher vocational","West Germany","633","0.513316447571726","0.484930190270929","0.541702704872523"
"Full-time","2014","higher vocational","East Germany","184","0.496773244612013","0.448317262820477","0.545229226403548"
"Full-time","2014","higher education","West Germany","2430","0.533948640334437","0.519829104582923","0.54806817608595"
"Full-time","2014","higher education","East Germany","646","0.454829710834037","0.429172802155509","0.480486619512566"
"Part-time","2014","in school","West Germany","3","","",""
"Part-time","2014","in school","East Germany","","","",""
"Part-time","2014","inadequately","West Germany","39","0.0635514384150665","0.0410118236023669","0.0860910532277661"
"Part-time","2014","inadequately","East Germany","1","","",""
"Part-time","2014","general elemantary","West Germany","243","0.0805670754781226","0.0705607441353143","0.0905734068209309"
"Part-time","2014","general elemantary","East Germany","29","","",""
"Part-time","2014","middle vocational","West Germany","1503","0.119692291964355","0.113247851269602","0.126136732659109"
"Part-time","2014","middle vocational","East Germany","343","0.110601792301679","0.0991352120089217","0.122068372594437"
"Part-time","2014","vocational + Abi","West Germany","429","0.186454958944624","0.168259227121895","0.204650690767353"
"Part-time","2014","vocational + Abi","East Germany","54","0.135660102496501","0.0967817091331125","0.17453849585989"
"Part-time","2014","higher vocational","West Germany","160","0.0950788820519019","0.0784202396640696","0.111737524439734"
"Part-time","2014","higher vocational","East Germany","46","0.0848492976771955","0.0578435085840362","0.111855086770355"
"Part-time","2014","higher education","West Germany","826","0.126973333571104","0.117549582605576","0.136397084536632"
"Part-time","2014","higher education","East Germany","199","0.102502884195787","0.0868750642440981","0.118130704147476"
"Non-working","2014","in school","West Germany","592","0.806755595291002","0.778775974091648","0.834735216490356"
"Non-working","2014","in school","East Germany","105","0.868061979792904","0.806740092987155","0.929383866598653"
"Non-working","2014","inadequately","West Germany","275","0.646629624102264","0.602463966428818","0.690795281775709"
"Non-working","2014","inadequately","East Germany","41","0.571400500926461","0.441787007707016","0.701013994145906"
"Non-working","2014","general elemantary","West Germany","1420","0.55140175943701","0.533116593287104","0.569686925586917"
"Non-working","2014","general elemantary","East Germany","267","0.695346795882028","0.650354446817251","0.740339144946805"
"Non-working","2014","middle vocational","West Germany","3778","0.441569882389466","0.431711196580154","0.451428568198778"
"Non-working","2014","middle vocational","East Germany","1243","0.452229748681562","0.43403343167281","0.470426065690313"
"Non-working","2014","vocational + Abi","West Germany","401","0.246218063366778","0.226091270569678","0.266344856163878"
"Non-working","2014","vocational + Abi","East Germany","71","0.213807468485334","0.167257879396937","0.260357057573731"
"Non-working","2014","higher vocational","West Germany","342","0.349678562576762","0.322595937993181","0.376761187160343"
"Non-working","2014","higher vocational","East Germany","169","0.402520876700364","0.354993700740071","0.450048052660656"
"Non-working","2014","higher education","West Germany","1291","0.288213934661963","0.275393994052598","0.301033875271328"
"Non-working","2014","higher education","East Germany","550","0.403650416092109","0.378371002929573","0.428929829254646"
"Other","2014","in school","West Germany","170","0.185367159972578","0.157830280205645","0.212904039739511"
"Other","2014","in school","East Germany","12","","",""
"Other","2014","inadequately","West Germany","51","0.121469412750026","0.0912870146271685","0.151651810872884"
"Other","2014","inadequately","East Germany","12","","",""
"Other","2014","general elemantary","West Germany","574","0.168799563289698","0.155028274207723","0.182570852371672"
"Other","2014","general elemantary","East Germany","63","0.149792473790436","0.114907168047453","0.184677779533419"
"Other","2014","middle vocational","West Germany","999","0.0900671110459177","0.0843835217826871","0.0957507003091482"
"Other","2014","middle vocational","East Germany","187","0.0582511182457493","0.0496881487054714","0.0668140877860272"
"Other","2014","vocational + Abi","West Germany","147","0.0654279126981906","0.0538753138598456","0.0769805115365356"
"Other","2014","vocational + Abi","East Germany","16","","",""
"Other","2014","higher vocational","West Germany","56","0.04192610779961","0.0305437040534677","0.0533085115457524"
"Other","2014","higher vocational","East Germany","10","","",""
"Other","2014","higher education","West Germany","248","0.0508640914324959","0.0446450473812127","0.0570831354837791"
"Other","2014","higher education","East Germany","52","0.0390169888780669","0.029040021426974","0.0489939563291597"
"Full-time","2015","in school","West Germany","1","","",""
"Full-time","2015","in school","East Germany","1","","",""
"Full-time","2015","inadequately","West Germany","96","0.168678840296781","0.135352168668485","0.202005511925077"
"Full-time","2015","inadequately","East Germany","3","","",""
"Full-time","2015","general elemantary","West Germany","572","0.198581074754253","0.183635610240683","0.213526539267822"
"Full-time","2015","general elemantary","East Germany","53","0.135442802598986","0.101305494654038","0.169580110543934"
"Full-time","2015","middle vocational","West Germany","3376","0.350828710985282","0.341222585985326","0.360434835985238"
"Full-time","2015","middle vocational","East Germany","1033","0.385543668878664","0.367411600518055","0.403675737239273"
"Full-time","2015","vocational + Abi","West Germany","837","0.484141818229103","0.461551589597523","0.506732046860683"
"Full-time","2015","vocational + Abi","East Germany","149","0.575569004945921","0.518683536702456","0.632454473189385"
"Full-time","2015","higher vocational","West Germany","600","0.51803279193987","0.489039826346395","0.547025757533345"
"Full-time","2015","higher vocational","East Germany","185","0.507693538916346","0.458700240212659","0.556686837620033"
"Full-time","2015","higher education","West Germany","2499","0.52418373392032","0.510378141083475","0.537989326757166"
"Full-time","2015","higher education","East Germany","627","0.439421573134545","0.413697546546308","0.465145599722783"
"Part-time","2015","in school","West Germany","1","","",""
"Part-time","2015","in school","East Germany","","","",""
"Part-time","2015","inadequately","West Germany","54","0.104631458829194","0.0773913224439123","0.131871595214475"
"Part-time","2015","inadequately","East Germany","3","","",""
"Part-time","2015","general elemantary","West Germany","252","0.0830512032029328","0.0727127349341698","0.0933896714716958"
"Part-time","2015","general elemantary","East Germany","25","","",""
"Part-time","2015","middle vocational","West Germany","1467","0.121276444390537","0.11470538519044","0.127847503590633"
"Part-time","2015","middle vocational","East Germany","339","0.109016649413561","0.0974062741369764","0.120627024690146"
"Part-time","2015","vocational + Abi","West Germany","451","0.180908559707078","0.163507931883164","0.198309187530991"
"Part-time","2015","vocational + Abi","East Germany","49","0.157249056518542","0.11535110981623","0.199147003220854"
"Part-time","2015","higher vocational","West Germany","159","0.10182710695099","0.0842795385789555","0.119374675323025"
"Part-time","2015","higher vocational","East Germany","45","0.0994691903574061","0.0701392165767143","0.128799164138098"
"Part-time","2015","higher education","West Germany","873","0.139617723705607","0.130036749903083","0.14919869750813"
"Part-time","2015","higher education","East Germany","204","0.126804270778537","0.109557697652262","0.144050843904812"
"Non-working","2015","in school","West Germany","485","0.73389826256489","0.70005523358127","0.767741291548511"
"Non-working","2015","in school","East Germany","109","0.934325827334764","0.890549228402317","0.978102426267211"
"Non-working","2015","inadequately","West Germany","289","0.600860111473751","0.557276172823141","0.64444405012436"
"Non-working","2015","inadequately","East Germany","40","0.665648926526548","0.53864003224392","0.792657820809175"
"Non-working","2015","general elemantary","West Germany","1393","0.558277112299183","0.53967293133158","0.576881293266787"
"Non-working","2015","general elemantary","East Germany","239","0.639577940371812","0.591681100694812","0.687474780048812"
"Non-working","2015","middle vocational","West Germany","3734","0.439413379748844","0.429423068472689","0.449403691024998"
"Non-working","2015","middle vocational","East Germany","1221","0.442874579232033","0.424369885053484","0.461379273410581"
"Non-working","2015","vocational + Abi","West Germany","452","0.266213526170568","0.246234741029049","0.286192311312088"
"Non-working","2015","vocational + Abi","East Germany","76","0.231117659301778","0.182600473675469","0.279634844928087"
"Non-working","2015","higher vocational","West Germany","337","0.351227736532814","0.323529902506325","0.378925570559303"
"Non-working","2015","higher vocational","East Germany","160","0.370369962408792","0.323046262318135","0.417693662499449"
"Non-working","2015","higher education","West Germany","1395","0.292946499239061","0.280365534559536","0.305527463918585"
"Non-working","2015","higher education","East Germany","533","0.378494166699899","0.353356076965879","0.403632256433919"
"Other","2015","in school","West Germany","168","0.264526506595894","0.230747602772106","0.298305410419681"
"Other","2015","in school","East Germany","13","","",""
"Other","2015","inadequately","West Germany","46","0.125829589400275","0.0963129667939952","0.155346212006554"
"Other","2015","inadequately","East Germany","7","","",""
"Other","2015","general elemantary","West Germany","520","0.160090609743631","0.146353042221644","0.173828177265618"
"Other","2015","general elemantary","East Germany","69","0.166811125692225","0.129620055438578","0.204002195945873"
"Other","2015","middle vocational","West Germany","904","0.0884814648753377","0.082764968639468","0.0941979611112074"
"Other","2015","middle vocational","East Germany","175","0.0625651024757427","0.0535431260773335","0.0715870788741518"
"Other","2015","vocational + Abi","West Germany","140","0.0687360958932509","0.0572994682360928","0.080172723550409"
"Other","2015","vocational + Abi","East Germany","16","","",""
"Other","2015","higher vocational","West Germany","45","0.0289123645763254","0.0191899018507401","0.0386348273019106"
"Other","2015","higher vocational","East Germany","10","","",""
"Other","2015","higher education","West Germany","260","0.0432520431350127","0.0376286851225243","0.048875401147501"
"Other","2015","higher education","East Germany","66","0.0552799893870182","0.043435520130608","0.0671244586434284"
"Full-time","2016","in school","West Germany","1","","",""
"Full-time","2016","in school","East Germany","","","",""
"Full-time","2016","inadequately","West Germany","109","0.168422988685537","0.150585725942965","0.186260251428109"
"Full-time","2016","inadequately","East Germany","11","","",""
"Full-time","2016","general elemantary","West Germany","497","0.187280744220268","0.173511574776881","0.201049913663656"
"Full-time","2016","general elemantary","East Germany","40","0.111992809170509","0.0843510041422322","0.139634614198785"
"Full-time","2016","middle vocational","West Germany","3062","0.362243720820605","0.35239963080946","0.372087810831751"
"Full-time","2016","middle vocational","East Germany","963","0.37345323372502","0.355241205941502","0.391665261508537"
"Full-time","2016","vocational + Abi","West Germany","795","0.504421970236765","0.481626417512316","0.527217522961213"
"Full-time","2016","vocational + Abi","East Germany","149","0.604560824229086","0.548765612520406","0.660356035937765"
"Full-time","2016","higher vocational","West Germany","548","0.526073181470852","0.495784765187902","0.556361597753802"
"Full-time","2016","higher vocational","East Germany","166","0.527429999345615","0.476559884589222","0.578300114102009"
"Full-time","2016","higher education","West Germany","2265","0.517824200767942","0.504258577134191","0.531389824401693"
"Full-time","2016","higher education","East Germany","612","0.437047007723747","0.41176776001417","0.462326255433325"
"Part-time","2016","in school","West Germany","1","","",""
"Part-time","2016","in school","East Germany","","","",""
"Part-time","2016","inadequately","West Germany","66","0.082361538197615","0.0692584303423066","0.0954646460529235"
"Part-time","2016","inadequately","East Germany","6","","",""
"Part-time","2016","general elemantary","West Germany","240","0.085838998198269","0.0759524526459638","0.0957255437505742"
"Part-time","2016","general elemantary","East Germany","34","0.0782407159646639","0.0547017025124413","0.101779729416887"
"Part-time","2016","middle vocational","West Germany","1389","0.125622583091936","0.118834750899923","0.132410415283949"
"Part-time","2016","middle vocational","East Germany","338","0.116772540721904","0.104681321598817","0.12886375984499"
"Part-time","2016","vocational + Abi","West Germany","446","0.177483527688862","0.160063516252204","0.19490353912552"
"Part-time","2016","vocational + Abi","East Germany","59","0.20997854695353","0.163500915438847","0.256456178468213"
"Part-time","2016","higher vocational","West Germany","152","0.108030689285184","0.0892008604899339","0.126860518080434"
"Part-time","2016","higher vocational","East Germany","40","0.0851341436029373","0.0566975334175344","0.11357075378834"
"Part-time","2016","higher education","West Germany","851","0.140565307965743","0.131129232577644","0.150001383353841"
"Part-time","2016","higher education","East Germany","191","0.135428262966282","0.11798935943553","0.152867166497034"
"Non-working","2016","in school","West Germany","510","0.826313505477653","0.796777959568505","0.8558490513868"
"Non-working","2016","in school","East Germany","105","0.945513491858981","0.903848239302953","0.987178744415009"
"Non-working","2016","inadequately","West Germany","1417","0.646682094023023","0.623899428769563","0.669464759276484"
"Non-working","2016","inadequately","East Germany","317","0.718959747301802","0.67173224034072","0.766187254262884"
"Non-working","2016","general elemantary","West Germany","1838","0.576766235104661","0.559328865450638","0.594203604758683"
"Non-working","2016","general elemantary","East Germany","358","0.634792037094546","0.592588491037801","0.676995583151292"
"Non-working","2016","middle vocational","West Germany","3845","0.425742318740377","0.415615463813341","0.435869173667412"
"Non-working","2016","middle vocational","East Germany","1241","0.442516388303874","0.423816277595791","0.461216499011957"
"Non-working","2016","vocational + Abi","West Germany","477","0.252914657342808","0.233096228802918","0.272733085882697"
"Non-working","2016","vocational + Abi","East Germany","71","0.161131969292984","0.119177835161627","0.203086103424341"
"Non-working","2016","higher vocational","West Germany","300","0.325254222887706","0.296837146073274","0.353671299702137"
"Non-working","2016","higher vocational","East Germany","152","0.371260461194608","0.322031353388855","0.420489569000361"
"Non-working","2016","higher education","West Germany","1846","0.300358911961964","0.287913656894407","0.31280416702952"
"Non-working","2016","higher education","East Germany","610","0.385897473950177","0.361087836732245","0.410707111168109"
"Other","2016","in school","West Germany","120","0.171391755804891","0.142011258617147","0.200772252992634"
"Other","2016","in school","East Germany","9","","",""
"Other","2016","inadequately","West Germany","99","0.102533379093825","0.0880750510282153","0.116991707159434"
"Other","2016","inadequately","East Germany","14","","",""
"Other","2016","general elemantary","West Germany","509","0.150114022476802","0.137507889921603","0.162720155032002"
"Other","2016","general elemantary","East Germany","68","0.174974437770281","0.141671381238988","0.208277494301574"
"Other","2016","middle vocational","West Germany","862","0.0863913773470823","0.0806374673367214","0.0921452873574433"
"Other","2016","middle vocational","East Germany","168","0.0672578372492021","0.0578277502618197","0.0766879242365845"
"Other","2016","vocational + Abi","West Germany","130","0.065179844731566","0.0539255624991273","0.0764341269640046"
"Other","2016","vocational + Abi","East Germany","16","","",""
"Other","2016","higher vocational","West Germany","44","0.0406419063562584","0.0286641562239972","0.0526196564885196"
"Other","2016","higher vocational","East Germany","12","","",""
"Other","2016","higher education","West Germany","250","0.0412515793043511","0.0358525148976728","0.0466506437110293"
"Other","2016","higher education","East Germany","66","0.0416272553597933","0.0314479036578824","0.0518066070617042"
"Full-time","2017","in school","West Germany","1","","",""
"Full-time","2017","in school","East Germany","1","","",""
"Full-time","2017","inadequately","West Germany","168","0.182123148726836","0.166431934112736","0.197814363340937"
"Full-time","2017","inadequately","East Germany","20","","",""
"Full-time","2017","general elemantary","West Germany","612","0.201569208702695","0.188225118569708","0.214913298835681"
"Full-time","2017","general elemantary","East Germany","71","0.182835412685596","0.150173479937234","0.215497345433958"
"Full-time","2017","middle vocational","West Germany","3446","0.36035693199386","0.350970504076342","0.369743359911378"
"Full-time","2017","middle vocational","East Germany","1161","0.402243222942559","0.384693652922407","0.419792792962712"
"Full-time","2017","vocational + Abi","West Germany","857","0.465908364263496","0.444138622176065","0.487678106350927"
"Full-time","2017","vocational + Abi","East Germany","176","0.57792957731972","0.525662170781256","0.630196983858185"
"Full-time","2017","higher vocational","West Germany","621","0.540756117892946","0.511891370696269","0.569620865089623"
"Full-time","2017","higher vocational","East Germany","186","0.488689289675735","0.439763847416163","0.537614731935307"
"Full-time","2017","higher education","West Germany","2651","0.523869040670104","0.511142552275284","0.536595529064924"
"Full-time","2017","higher education","East Germany","682","0.457430641420388","0.432772217190599","0.482089065650176"
"Part-time","2017","in school","West Germany","1","","",""
"Part-time","2017","in school","East Germany","","","",""
"Part-time","2017","inadequately","West Germany","100","0.0724317557982564","0.0618935306842201","0.0829699809122928"
"Part-time","2017","inadequately","East Germany","5","","",""
"Part-time","2017","general elemantary","West Germany","282","0.0835694850286697","0.0743643139008916","0.0927746561564478"
"Part-time","2017","general elemantary","East Germany","31","0.0649745171563039","0.0441468702140759","0.0858021640985319"
"Part-time","2017","middle vocational","West Germany","1586","0.124386047644781","0.117933856409095","0.130838238880467"
"Part-time","2017","middle vocational","East Germany","365","0.122239680269826","0.110516270833521","0.133963089706131"
"Part-time","2017","vocational + Abi","West Germany","502","0.201604906379849","0.184096177402618","0.219113635357081"
"Part-time","2017","vocational + Abi","East Germany","57","0.158423130667944","0.11978134192426","0.197064919411628"
"Part-time","2017","higher vocational","West Germany","168","0.112787340261928","0.0944646436572403","0.131110036866616"
"Part-time","2017","higher vocational","East Germany","54","0.10933081825373","0.0787882595929072","0.139873376914553"
"Part-time","2017","higher education","West Germany","977","0.141001993535593","0.132133645821653","0.149870341249533"
"Part-time","2017","higher education","East Germany","210","0.123932347073826","0.107623013263152","0.140241680884501"
"Non-working","2017","in school","West Germany","558","0.813533268570076","0.78440879659391","0.842657740546241"
"Non-working","2017","in school","East Germany","119","0.894040073540529","0.842688014176987","0.94539213290407"
"Non-working","2017","inadequately","West Germany","1925","0.659964971461283","0.640705148051061","0.679224794871505"
"Non-working","2017","inadequately","East Germany","311","0.667780115306172","0.618575446577513","0.716984784034831"
"Non-working","2017","general elemantary","West Germany","2041","0.550823596706564","0.534278360650354","0.567368832762774"
"Non-working","2017","general elemantary","East Germany","357","0.615261490277879","0.574149391423485","0.656373589132273"
"Non-working","2017","middle vocational","West Germany","4040","0.424232505871114","0.414569981495583","0.433895030246646"
"Non-working","2017","middle vocational","East Germany","1293","0.421858908101815","0.404183868748222","0.439533947455407"
"Non-working","2017","vocational + Abi","West Germany","506","0.266089545982892","0.246804060096128","0.285375031869656"
"Non-working","2017","vocational + Abi","East Germany","93","0.226663568090716","0.182356182301974","0.270970953879457"
"Non-working","2017","higher vocational","West Germany","322","0.315975520862851","0.289047285848387","0.342903755877316"
"Non-working","2017","higher vocational","East Germany","154","0.394922562901631","0.347077474930192","0.44276765087307"
"Non-working","2017","higher education","West Germany","1994","0.282407344271124","0.270936087677147","0.293878600865101"
"Non-working","2017","higher education","East Germany","616","0.382751702868407","0.358693478110181","0.406809927626634"
"Other","2017","in school","West Germany","127","0.180579251769127","0.151814732165795","0.20934377137246"
"Other","2017","in school","East Germany","18","","",""
"Other","2017","inadequately","West Germany","131","0.0854801240136248","0.0741127754994791","0.0968474725277704"
"Other","2017","inadequately","East Germany","16","","",""
"Other","2017","general elemantary","West Germany","537","0.164037709562072","0.151720185347639","0.176355233776504"
"Other","2017","general elemantary","East Germany","79","0.136928579880221","0.107879834962814","0.165977324797628"
"Other","2017","middle vocational","West Germany","978","0.0910245144902445","0.0854008379773796","0.0966481910031093"
"Other","2017","middle vocational","East Germany","180","0.0536581886858004","0.0455932350217311","0.0617231423498696"
"Other","2017","vocational + Abi","West Germany","152","0.0663971833737631","0.0555316500807291","0.0772627166667971"
"Other","2017","vocational + Abi","East Germany","17","","",""
"Other","2017","higher vocational","West Germany","34","0.0304810209822744","0.0205237973728837","0.0404382445916652"
"Other","2017","higher vocational","East Germany","7","","",""
"Other","2017","higher education","West Germany","294","0.0527216215231782","0.0470269693822549","0.0584162736641014"
"Other","2017","higher education","East Germany","60","0.0358853086373788","0.0266787408511724","0.0450918764235853"
"Full-time","2018","in school","West Germany","3","","",""
"Full-time","2018","in school","East Germany","1","","",""
"Full-time","2018","inadequately","West Germany","207","0.167959247084281","0.15105643513826","0.184862059030301"
"Full-time","2018","inadequately","East Germany","23","","",""
"Full-time","2018","general elemantary","West Germany","597","0.203179619219958","0.189083608862586","0.21727562957733"
"Full-time","2018","general elemantary","East Germany","79","0.146886640474036","0.117194172951404","0.176579107996669"
"Full-time","2018","middle vocational","West Germany","3204","0.362384509662606","0.352653680260368","0.372115339064845"
"Full-time","2018","middle vocational","East Germany","1094","0.387102814694651","0.369298053851243","0.404907575538059"
"Full-time","2018","vocational + Abi","West Germany","817","0.475511925850037","0.452943451112285","0.498080400587789"
"Full-time","2018","vocational + Abi","East Germany","173","0.596625647160108","0.543856004993302","0.649395289326915"
"Full-time","2018","higher vocational","West Germany","560","0.536833698515878","0.506886124355138","0.566781272676617"
"Full-time","2018","higher vocational","East Germany","187","0.500717340420772","0.451094074360615","0.55034060648093"
"Full-time","2018","higher education","West Germany","2564","0.520389468223222","0.507248360748024","0.53353057569842"
"Full-time","2018","higher education","East Germany","644","0.464600613301918","0.43936108201415","0.489840144589686"
"Part-time","2018","in school","West Germany","3","","",""
"Part-time","2018","in school","East Germany","","","",""
"Part-time","2018","inadequately","West Germany","123","0.106004650637184","0.0920854341257045","0.119923867148664"
"Part-time","2018","inadequately","East Germany","7","","",""
"Part-time","2018","general elemantary","West Germany","298","0.0985978366088944","0.0881537873076687","0.10904188591012"
"Part-time","2018","general elemantary","East Germany","44","0.0654930515014834","0.0447419741123486","0.0862441288906181"
"Part-time","2018","middle vocational","West Germany","1528","0.132205845009402","0.125349079383406","0.139062610635399"
"Part-time","2018","middle vocational","East Germany","380","0.118559265182582","0.106742639609","0.130375890756164"
"Part-time","2018","vocational + Abi","West Germany","484","0.196029047227251","0.178088566055299","0.213969528399204"
