"erwst","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Other","2005","Part Time","(0) in school","37","0.394473964091662","0.298683191979627","0.490264736203697"
"Other","2005","Part Time","(1a) inadequately completed","6","","",""
"Other","2005","Part Time","(1b) general elementary school","97","0.241106117586329","0.196292633532429","0.285919601640229"
"Other","2005","Part Time","(1c) basic vocational qualification","216","0.202067249118193","0.178218518878419","0.225915979357966"
"Other","2005","Part Time","(2b) intermediate general qualification","79","0.464785615631554","0.386768751002356","0.542802480260752"
"Other","2005","Part Time","(2a) intermediate vocational","198","0.15741852633762","0.137771582686971","0.177065469988268"
"Other","2005","Part Time","(2c_gen) general maturity certificate","139","0.416188005239948","0.362095881105947","0.470280129373949"
"Other","2005","Part Time","(2c_voc) vocational maturity certificate","83","0.206650397943773","0.167600177283866","0.245700618603679"
"Other","2005","Part Time","(3a) lower tertiary education","44","0.154695649131739","0.116482355496637","0.192908942766841"
"Other","2005","Part Time","(3b) higher tertiary education","79","0.145904929194828","0.117396155702798","0.174413702686858"
"Other","2005","Not Working","(0) in school","5","","",""
"Other","2005","Not Working","(1a) inadequately completed","","","",""
"Other","2005","Not Working","(1b) general elementary school","12","","",""
"Other","2005","Not Working","(1c) basic vocational qualification","14","","",""
"Other","2005","Not Working","(2b) intermediate general qualification","8","","",""
"Other","2005","Not Working","(2a) intermediate vocational","14","","",""
"Other","2005","Not Working","(2c_gen) general maturity certificate","9","","",""
"Other","2005","Not Working","(2c_voc) vocational maturity certificate","8","","",""
"Other","2005","Not Working","(3a) lower tertiary education","4","","",""
"Other","2005","Not Working","(3b) higher tertiary education","5","","",""
"Full-time","2006","Full Time","(0) in school","2","","",""
"Full-time","2006","Full Time","(1a) inadequately completed","35","0.698059499787073","0.572059684362481","0.824059315211664"
"Full-time","2006","Full Time","(1b) general elementary school","231","0.683048799184388","0.633518573282707","0.732579025086068"
"Full-time","2006","Full Time","(1c) basic vocational qualification","1741","0.903943701262103","0.890728766515133","0.917158636009072"
"Full-time","2006","Full Time","(2b) intermediate general qualification","80","0.427836305617819","0.357852679226273","0.497819932009365"
"Full-time","2006","Full Time","(2a) intermediate vocational","2226","0.919360482844913","0.908539089553686","0.93018187613614"
"Full-time","2006","Full Time","(2c_gen) general maturity certificate","91","0.646518766090071","0.57026990410218","0.722767628077962"
"Full-time","2006","Full Time","(2c_voc) vocational maturity certificate","708","0.909147053839161","0.889016589836891","0.92927751784143"
"Full-time","2006","Full Time","(3a) lower tertiary education","845","0.924314312518798","0.907278638675014","0.941349986362582"
"Full-time","2006","Full Time","(3b) higher tertiary education","1398","0.923111691444327","0.909683130494023","0.93654025239463"
"Full-time","2006","Part Time","(0) in school","1","","",""
"Full-time","2006","Part Time","(1a) inadequately completed","5","","",""
"Full-time","2006","Part Time","(1b) general elementary school","48","0.151206953658918","0.113127086831256","0.18928682048658"
"Full-time","2006","Part Time","(1c) basic vocational qualification","192","0.172936131691474","0.151030401109547","0.194841862273402"
"Full-time","2006","Part Time","(2b) intermediate general qualification","21","","",""
"Full-time","2006","Part Time","(2a) intermediate vocational","244","0.186141078974555","0.165825265707887","0.206456892241224"
"Full-time","2006","Part Time","(2c_gen) general maturity certificate","18","","",""
"Full-time","2006","Part Time","(2c_voc) vocational maturity certificate","76","0.166260221271306","0.131784090254868","0.200736352287743"
"Full-time","2006","Part Time","(3a) lower tertiary education","80","0.21544437591144","0.172915851209084","0.257972900613796"
"Full-time","2006","Part Time","(3b) higher tertiary education","138","0.260588088553373","0.226063954653799","0.295112222452948"
"Full-time","2006","Not Working","(0) in school","","","",""
"Full-time","2006","Not Working","(1a) inadequately completed","1","","",""
"Full-time","2006","Not Working","(1b) general elementary school","4","","",""
"Full-time","2006","Not Working","(1c) basic vocational qualification","14","","",""
"Full-time","2006","Not Working","(2b) intermediate general qualification","1","","",""
"Full-time","2006","Not Working","(2a) intermediate vocational","11","","",""
"Full-time","2006","Not Working","(2c_gen) general maturity certificate","4","","",""
"Full-time","2006","Not Working","(2c_voc) vocational maturity certificate","6","","",""
"Full-time","2006","Not Working","(3a) lower tertiary education","4","","",""
"Full-time","2006","Not Working","(3b) higher tertiary education","13","","",""
"Part-time","2006","Full Time","(0) in school","","","",""
"Part-time","2006","Full Time","(1a) inadequately completed","4","","",""
"Part-time","2006","Full Time","(1b) general elementary school","11","","",""
"Part-time","2006","Full Time","(1c) basic vocational qualification","60","0.0371067410536447","0.0286296492324413","0.0455838328748481"
"Part-time","2006","Full Time","(2b) intermediate general qualification","3","","",""
"Part-time","2006","Full Time","(2a) intermediate vocational","107","0.0403201613764952","0.0325022521765548","0.0481380705764356"
"Part-time","2006","Full Time","(2c_gen) general maturity certificate","3","","",""
"Part-time","2006","Full Time","(2c_voc) vocational maturity certificate","38","0.0461710486756562","0.0314720642576787","0.0608700330936337"
"Part-time","2006","Full Time","(3a) lower tertiary education","41","0.0358365461188429","0.0238641520344209","0.047808940203265"
"Part-time","2006","Full Time","(3b) higher tertiary education","80","0.0481203465395632","0.0373326780852962","0.0589080149938303"
"Part-time","2006","Part Time","(0) in school","6","","",""
"Part-time","2006","Part Time","(1a) inadequately completed","8","","",""
"Part-time","2006","Part Time","(1b) general elementary school","110","0.293006552863986","0.244627763836534","0.341385341891438"
"Part-time","2006","Part Time","(1c) basic vocational qualification","438","0.348873091730285","0.321266556337975","0.376479627122595"
"Part-time","2006","Part Time","(2b) intermediate general qualification","40","0.198231157086163","0.139828565222892","0.256633748949434"
"Part-time","2006","Part Time","(2a) intermediate vocational","634","0.409085260631801","0.383422234736268","0.434748286527334"
"Part-time","2006","Part Time","(2c_gen) general maturity certificate","42","0.193011946759749","0.148720096844213","0.237303796675286"
"Part-time","2006","Part Time","(2c_voc) vocational maturity certificate","209","0.450962151452003","0.404885567579104","0.497038735324901"
"Part-time","2006","Part Time","(3a) lower tertiary education","157","0.392738575318371","0.342221233067657","0.443255917569084"
"Part-time","2006","Part Time","(3b) higher tertiary education","255","0.359935921378451","0.322185081885027","0.397686760871874"
"Part-time","2006","Not Working","(0) in school","","","",""
"Part-time","2006","Not Working","(1a) inadequately completed","1","","",""
"Part-time","2006","Not Working","(1b) general elementary school","8","","",""
"Part-time","2006","Not Working","(1c) basic vocational qualification","8","","",""
"Part-time","2006","Not Working","(2b) intermediate general qualification","","","",""
"Part-time","2006","Not Working","(2a) intermediate vocational","21","","",""
"Part-time","2006","Not Working","(2c_gen) general maturity certificate","2","","",""
"Part-time","2006","Not Working","(2c_voc) vocational maturity certificate","1","","",""
"Part-time","2006","Not Working","(3a) lower tertiary education","3","","",""
"Part-time","2006","Not Working","(3b) higher tertiary education","6","","",""
"Non-working","2006","Full Time","(0) in school","","","",""
"Non-working","2006","Full Time","(1a) inadequately completed","5","","",""
"Non-working","2006","Full Time","(1b) general elementary school","20","","",""
"Non-working","2006","Full Time","(1c) basic vocational qualification","85","0.0450914749872968","0.0357855507269983","0.0543973992475953"
"Non-working","2006","Full Time","(2b) intermediate general qualification","3","","",""
"Non-working","2006","Full Time","(2a) intermediate vocational","73","0.0285286824036363","0.0219122762911059","0.0351450885161666"
"Non-working","2006","Full Time","(2c_gen) general maturity certificate","4","","",""
"Non-working","2006","Full Time","(2c_voc) vocational maturity certificate","26","","",""
"Non-working","2006","Full Time","(3a) lower tertiary education","28","","",""
"Non-working","2006","Full Time","(3b) higher tertiary education","25","","",""
"Non-working","2006","Part Time","(0) in school","32","0.501779216132274","0.381152535292178","0.622405896972371"
"Non-working","2006","Part Time","(1a) inadequately completed","14","","",""
"Non-working","2006","Part Time","(1b) general elementary school","86","0.289240645066794","0.241045911304487","0.3374353788291"
"Non-working","2006","Part Time","(1c) basic vocational qualification","278","0.258316448747857","0.232963370185147","0.283669527310567"
"Non-working","2006","Part Time","(2b) intermediate general qualification","40","0.249594455145202","0.18619477610373","0.312994134186674"
"Non-working","2006","Part Time","(2a) intermediate vocational","284","0.218291991030059","0.196730454006484","0.239853528053634"
"Non-working","2006","Part Time","(2c_gen) general maturity certificate","98","0.30710347163272","0.25533388145484","0.358873061810601"
"Non-working","2006","Part Time","(2c_voc) vocational maturity certificate","88","0.201003880652013","0.163894505642508","0.238113255661517"
"Non-working","2006","Part Time","(3a) lower tertiary education","76","0.23828077926011","0.194210801655273","0.282350756864947"
"Non-working","2006","Part Time","(3b) higher tertiary education","133","0.211110110905603","0.179013069474042","0.243207152337164"
"Non-working","2006","Not Working","(0) in school","500","0.873233502310513","0.846109634921173","0.900357369699854"
"Non-working","2006","Not Working","(1a) inadequately completed","156","0.979064573953173","0.956880838901029","1.00124830900532"
"Non-working","2006","Not Working","(1b) general elementary school","1277","0.977368949429191","0.969333655408769","0.985404243449614"
"Non-working","2006","Not Working","(1c) basic vocational qualification","3106","0.98849753917512","0.984767903205601","0.992227175144639"
"Non-working","2006","Not Working","(2b) intermediate general qualification","215","0.882620337804442","0.841898641277467","0.923342034331417"
"Non-working","2006","Not Working","(2a) intermediate vocational","1292","0.9598996191046","0.949426156087793","0.970373082121407"
"Non-working","2006","Not Working","(2c_gen) general maturity certificate","360","0.939847994278147","0.915878655309644","0.96381733324665"
"Non-working","2006","Not Working","(2c_voc) vocational maturity certificate","396","0.962561282705446","0.944118537714677","0.981004027696215"
"Non-working","2006","Not Working","(3a) lower tertiary education","512","0.978184126109827","0.965664427928931","0.990703824290722"
"Non-working","2006","Not Working","(3b) higher tertiary education","623","0.95600875313088","0.940231194135852","0.971786312125909"
"Other","2006","Full Time","(0) in school","4","","",""
"Other","2006","Full Time","(1a) inadequately completed","7","","",""
"Other","2006","Full Time","(1b) general elementary school","77","0.22916745045487","0.184426548909764","0.273908351999975"
"Other","2006","Full Time","(1c) basic vocational qualification","24","","",""
"Other","2006","Full Time","(2b) intermediate general qualification","106","0.529260665143261","0.458657766687932","0.599863563598589"
"Other","2006","Full Time","(2a) intermediate vocational","26","","",""
"Other","2006","Full Time","(2c_gen) general maturity certificate","53","0.309184845668424","0.235470902227289","0.38289878910956"
"Other","2006","Full Time","(2c_voc) vocational maturity certificate","11","","",""
"Other","2006","Full Time","(3a) lower tertiary education","12","","",""
"Other","2006","Full Time","(3b) higher tertiary education","9","","",""
"Other","2006","Part Time","(0) in school","27","","",""
"Other","2006","Part Time","(1a) inadequately completed","7","","",""
"Other","2006","Part Time","(1b) general elementary school","96","0.266545848410302","0.219547664178035","0.313544032642569"
"Other","2006","Part Time","(1c) basic vocational qualification","237","0.219874327830384","0.195885175899586","0.243863479761182"
"Other","2006","Part Time","(2b) intermediate general qualification","78","0.351765472217567","0.281811197249787","0.421719747185346"
"Other","2006","Part Time","(2a) intermediate vocational","248","0.186481669363584","0.166151533526819","0.206811805200348"
"Other","2006","Part Time","(2c_gen) general maturity certificate","147","0.430055748449461","0.374493893189877","0.485617603709044"
"Other","2006","Part Time","(2c_voc) vocational maturity certificate","75","0.181773746624679","0.146061977238069","0.217485516011289"
"Other","2006","Part Time","(3a) lower tertiary education","46","0.15353626951008","0.116244710837636","0.190827828182523"
"Other","2006","Part Time","(3b) higher tertiary education","95","0.168365879162573","0.138935525437999","0.197796232887148"
"Other","2006","Not Working","(0) in school","78","0.126766497689487","0.0996426303001463","0.153890365078827"
"Other","2006","Not Working","(1a) inadequately completed","2","","",""
"Other","2006","Not Working","(1b) general elementary school","27","","",""
"Other","2006","Not Working","(1c) basic vocational qualification","12","","",""
"Other","2006","Not Working","(2b) intermediate general qualification","24","","",""
"Other","2006","Not Working","(2a) intermediate vocational","24","","",""
"Other","2006","Not Working","(2c_gen) general maturity certificate","12","","",""
"Other","2006","Not Working","(2c_voc) vocational maturity certificate","4","","",""
"Other","2006","Not Working","(3a) lower tertiary education","4","","",""
"Other","2006","Not Working","(3b) higher tertiary education","7","","",""
"Full-time","2007","Full Time","(0) in school","","","",""
"Full-time","2007","Full Time","(1a) inadequately completed","32","0.811166836964293","0.689880376310833","0.932453297617753"
"Full-time","2007","Full Time","(1b) general elementary school","205","0.741176523181878","0.690237386329829","0.792115660033928"
"Full-time","2007","Full Time","(1c) basic vocational qualification","1607","0.915341403213133","0.902261619779334","0.928421186646933"
"Full-time","2007","Full Time","(2b) intermediate general qualification","75","0.522240479041625","0.446708060497958","0.597772897585291"
"Full-time","2007","Full Time","(2a) intermediate vocational","2127","0.921436718545829","0.910452853433708","0.932420583657951"
"Full-time","2007","Full Time","(2c_gen) general maturity certificate","96","0.610897094732338","0.53438993869139","0.687404250773286"
"Full-time","2007","Full Time","(2c_voc) vocational maturity certificate","683","0.922578955324059","0.903413502907465","0.941744407740653"
"Full-time","2007","Full Time","(3a) lower tertiary education","785","0.932129621907255","0.915270175012013","0.948989068802498"
"Full-time","2007","Full Time","(3b) higher tertiary education","1340","0.927853615204767","0.914494948341032","0.941212282068502"
"Full-time","2007","Part Time","(0) in school","","","",""
"Full-time","2007","Part Time","(1a) inadequately completed","7","","",""
"Full-time","2007","Part Time","(1b) general elementary school","52","0.160355613971649","0.120462660605978","0.20024856733732"
"Full-time","2007","Part Time","(1c) basic vocational qualification","177","0.202578496564352","0.177949261858635","0.227207731270068"
"Full-time","2007","Part Time","(2b) intermediate general qualification","19","","",""
"Full-time","2007","Part Time","(2a) intermediate vocational","220","0.164117832024465","0.144121939132202","0.184113724916729"
"Full-time","2007","Part Time","(2c_gen) general maturity certificate","27","","",""
"Full-time","2007","Part Time","(2c_voc) vocational maturity certificate","59","0.128025460416615","0.0960334778191628","0.160017443014067"
"Full-time","2007","Part Time","(3a) lower tertiary education","81","0.227349843767645","0.183689692261386","0.271009995273904"
"Full-time","2007","Part Time","(3b) higher tertiary education","134","0.248687583589457","0.213926588298438","0.283448578880476"
"Full-time","2007","Not Working","(0) in school","","","",""
"Full-time","2007","Not Working","(1a) inadequately completed","","","",""
"Full-time","2007","Not Working","(1b) general elementary school","7","","",""
"Full-time","2007","Not Working","(1c) basic vocational qualification","15","","",""
"Full-time","2007","Not Working","(2b) intermediate general qualification","2","","",""
"Full-time","2007","Not Working","(2a) intermediate vocational","15","","",""
"Full-time","2007","Not Working","(2c_gen) general maturity certificate","3","","",""
"Full-time","2007","Not Working","(2c_voc) vocational maturity certificate","6","","",""
"Full-time","2007","Not Working","(3a) lower tertiary education","2","","",""
"Full-time","2007","Not Working","(3b) higher tertiary education","10","","",""
"Part-time","2007","Full Time","(0) in school","","","",""
"Part-time","2007","Full Time","(1a) inadequately completed","1","","",""
"Part-time","2007","Full Time","(1b) general elementary school","5","","",""
"Part-time","2007","Full Time","(1c) basic vocational qualification","67","0.0418032781541392","0.0323994220032337","0.0512071343050448"
"Part-time","2007","Full Time","(2b) intermediate general qualification","6","","",""
"Part-time","2007","Full Time","(2a) intermediate vocational","100","0.0433524576681188","0.0350387362526609","0.0516661790835768"
"Part-time","2007","Full Time","(2c_gen) general maturity certificate","2","","",""
"Part-time","2007","Full Time","(2c_voc) vocational maturity certificate","36","0.0435008366105239","0.0288730407097216","0.0581286325113261"
"Part-time","2007","Full Time","(3a) lower tertiary education","42","0.0400177011190417","0.0268798990570884","0.053155503180995"
"Part-time","2007","Full Time","(3b) higher tertiary education","65","0.0457000023076619","0.034917571671263","0.0564824329440609"
"Part-time","2007","Part Time","(0) in school","4","","",""
"Part-time","2007","Part Time","(1a) inadequately completed","11","","",""
"Part-time","2007","Part Time","(1b) general elementary school","101","0.305584182730635","0.255502184522576","0.355666180938695"
"Part-time","2007","Part Time","(1c) basic vocational qualification","396","0.346042029057617","0.316891286774654","0.37519277134058"
"Part-time","2007","Part Time","(2b) intermediate general qualification","24","","",""
"Part-time","2007","Part Time","(2a) intermediate vocational","674","0.489230179689929","0.462242868304922","0.516217491074937"
"Part-time","2007","Part Time","(2c_gen) general maturity certificate","41","0.16765772264422","0.126140274198225","0.209175171090215"
"Part-time","2007","Part Time","(2c_voc) vocational maturity certificate","214","0.510596296520834","0.462731795536792","0.558460797504876"
"Part-time","2007","Part Time","(3a) lower tertiary education","163","0.409445166526706","0.358221053329613","0.460669279723799"
"Part-time","2007","Part Time","(3b) higher tertiary education","270","0.394689075048348","0.355381914068078","0.433996236028618"
"Part-time","2007","Not Working","(0) in school","","","",""
"Part-time","2007","Not Working","(1a) inadequately completed","1","","",""
"Part-time","2007","Not Working","(1b) general elementary school","7","","",""
"Part-time","2007","Not Working","(1c) basic vocational qualification","6","","",""
"Part-time","2007","Not Working","(2b) intermediate general qualification","1","","",""
"Part-time","2007","Not Working","(2a) intermediate vocational","18","","",""
"Part-time","2007","Not Working","(2c_gen) general maturity certificate","3","","",""
"Part-time","2007","Not Working","(2c_voc) vocational maturity certificate","6","","",""
"Part-time","2007","Not Working","(3a) lower tertiary education","4","","",""
"Part-time","2007","Not Working","(3b) higher tertiary education","8","","",""
"Non-working","2007","Full Time","(0) in school","","","",""
"Non-working","2007","Full Time","(1a) inadequately completed","","","",""
"Non-working","2007","Full Time","(1b) general elementary school","17","","",""
"Non-working","2007","Full Time","(1c) basic vocational qualification","51","0.0340712918457468","0.0255473534154206","0.0425952302760731"
"Non-working","2007","Full Time","(2b) intermediate general qualification","5","","",""
"Non-working","2007","Full Time","(2a) intermediate vocational","45","0.0191340201466441","0.0135413323583953","0.0247267079348929"
"Non-working","2007","Full Time","(2c_gen) general maturity certificate","1","","",""
"Non-working","2007","Full Time","(2c_voc) vocational maturity certificate","19","","",""
"Non-working","2007","Full Time","(3a) lower tertiary education","18","","",""
"Non-working","2007","Full Time","(3b) higher tertiary education","27","","",""
"Non-working","2007","Part Time","(0) in school","24","","",""
"Non-working","2007","Part Time","(1a) inadequately completed","17","","",""
"Non-working","2007","Part Time","(1b) general elementary school","83","0.244533535774231","0.19780488737452","0.291262184173942"
"Non-working","2007","Part Time","(1c) basic vocational qualification","214","0.225575819935195","0.199963672167787","0.251187967702602"
"Non-working","2007","Part Time","(2b) intermediate general qualification","36","0.252725713687493","0.182474447102569","0.322976980272418"
"Non-working","2007","Part Time","(2a) intermediate vocational","234","0.198955813084068","0.177403348560396","0.220508277607741"
"Non-working","2007","Part Time","(2c_gen) general maturity certificate","100","0.300981674569717","0.250003743673414","0.35195960546602"
"Non-working","2007","Part Time","(2c_voc) vocational maturity certificate","72","0.197122967521209","0.159030929337981","0.235215005704437"
"Non-working","2007","Part Time","(3a) lower tertiary education","67","0.192813803045689","0.151717535152858","0.23391007093852"
"Non-working","2007","Part Time","(3b) higher tertiary education","104","0.182112879058269","0.151076440255741","0.213149317860798"
"Non-working","2007","Not Working","(0) in school","503","0.866885608439664","0.839168138403934","0.894603078475394"
"Non-working","2007","Not Working","(1a) inadequately completed","134","0.992300975414818","0.977556790494453","1.00704516033518"
"Non-working","2007","Not Working","(1b) general elementary school","1127","0.97171353365681","0.962160531279798","0.981266536033822"
"Non-working","2007","Not Working","(1c) basic vocational qualification","2850","0.988172585563587","0.9842317768636","0.992113394263574"
"Non-working","2007","Not Working","(2b) intermediate general qualification","211","0.829715466538629","0.782259397132538","0.877171535944719"
"Non-working","2007","Not Working","(2a) intermediate vocational","1210","0.956620246782179","0.945421004544047","0.96781948902031"
"Non-working","2007","Not Working","(2c_gen) general maturity certificate","332","0.900207701698715","0.868852152830973","0.931563250566457"
"Non-working","2007","Not Working","(2c_voc) vocational maturity certificate","380","0.962994474457376","0.944425067957307","0.981563880957445"
"Non-working","2007","Not Working","(3a) lower tertiary education","496","0.975427740733123","0.961924982311501","0.988930499154745"
"Non-working","2007","Not Working","(3b) higher tertiary education","632","0.967313278117979","0.953674961800849","0.980951594435109"
"Other","2007","Full Time","(0) in school","","","",""
"Other","2007","Full Time","(1a) inadequately completed","7","","",""
"Other","2007","Full Time","(1b) general elementary school","57","0.193800054171064","0.147828704923777","0.23977140341835"
"Other","2007","Full Time","(1c) basic vocational qualification","15","","",""
"Other","2007","Full Time","(2b) intermediate general qualification","82","0.404938273223743","0.330710082915758","0.479166463531727"
"Other","2007","Full Time","(2a) intermediate vocational","33","0.0160768036394079","0.0109423636823887","0.0212112435964271"
"Other","2007","Full Time","(2c_gen) general maturity certificate","57","0.381398631508767","0.305176551622906","0.457620711394629"
"Other","2007","Full Time","(2c_voc) vocational maturity certificate","9","","",""
"Other","2007","Full Time","(3a) lower tertiary education","10","","",""
"Other","2007","Full Time","(3b) higher tertiary education","9","","",""
"Other","2007","Part Time","(0) in school","23","","",""
"Other","2007","Part Time","(1a) inadequately completed","7","","",""
"Other","2007","Part Time","(1b) general elementary school","89","0.289526667523485","0.240217850090888","0.338835484956082"
"Other","2007","Part Time","(1c) basic vocational qualification","236","0.225803654442836","0.200182345347205","0.251424963538468"
"Other","2007","Part Time","(2b) intermediate general qualification","68","0.389694219578063","0.31085811675939","0.468530322396736"
"Other","2007","Part Time","(2a) intermediate vocational","190","0.147696175201537","0.128541613051808","0.166850737351267"
"Other","2007","Part Time","(2c_gen) general maturity certificate","143","0.462453169484646","0.407040390682587","0.517865948286706"
"Other","2007","Part Time","(2c_voc) vocational maturity certificate","74","0.164255275541342","0.128779037115465","0.19973151396722"
"Other","2007","Part Time","(3a) lower tertiary education","43","0.170391186659961","0.13122541367339","0.209556959646531"
"Other","2007","Part Time","(3b) higher tertiary education","86","0.174510462303926","0.143987871830285","0.205033052777566"
"Other","2007","Not Working","(0) in school","74","0.133114391560336","0.105396921524606","0.160831861596066"
"Other","2007","Not Working","(1a) inadequately completed","","","",""
"Other","2007","Not Working","(1b) general elementary school","16","","",""
"Other","2007","Not Working","(1c) basic vocational qualification","20","","",""
"Other","2007","Not Working","(2b) intermediate general qualification","27","","",""
"Other","2007","Not Working","(2a) intermediate vocational","28","","",""
"Other","2007","Not Working","(2c_gen) general maturity certificate","13","","",""
"Other","2007","Not Working","(2c_voc) vocational maturity certificate","5","","",""
"Other","2007","Not Working","(3a) lower tertiary education","3","","",""
"Other","2007","Not Working","(3b) higher tertiary education","3","","",""
"Full-time","2008","Full Time","(0) in school","","","",""
"Full-time","2008","Full Time","(1a) inadequately completed","28","","",""
"Full-time","2008","Full Time","(1b) general elementary school","206","0.774512767301219","0.7243862271891","0.824639307413338"
"Full-time","2008","Full Time","(1c) basic vocational qualification","1494","0.921186448152622","0.908065512551657","0.934307383753587"
"Full-time","2008","Full Time","(2b) intermediate general qualification","64","0.427597490854803","0.352337807722206","0.5028571739874"
"Full-time","2008","Full Time","(2a) intermediate vocational","2090","0.918428929093261","0.907149356330457","0.929708501856066"
"Full-time","2008","Full Time","(2c_gen) general maturity certificate","94","0.652785287161083","0.574203342283521","0.731367232038644"
"Full-time","2008","Full Time","(2c_voc) vocational maturity certificate","636","0.934711169705172","0.916225116724852","0.953197222685492"
"Full-time","2008","Full Time","(3a) lower tertiary education","755","0.942365329278497","0.926296139917787","0.958434518639206"
"Full-time","2008","Full Time","(3b) higher tertiary education","1243","0.932136118798494","0.918679658071393","0.945592579525595"
"Full-time","2008","Part Time","(0) in school","","","",""
"Full-time","2008","Part Time","(1a) inadequately completed","9","","",""
"Full-time","2008","Part Time","(1b) general elementary school","45","0.126355718587937","0.08824725537166","0.164464181804215"
"Full-time","2008","Part Time","(1c) basic vocational qualification","172","0.184259479918403","0.159696386476332","0.208822573360474"
"Full-time","2008","Part Time","(2b) intermediate general qualification","15","","",""
"Full-time","2008","Part Time","(2a) intermediate vocational","193","0.168072007143527","0.147132299742734","0.18901171454432"
"Full-time","2008","Part Time","(2c_gen) general maturity certificate","28","","",""
"Full-time","2008","Part Time","(2c_voc) vocational maturity certificate","74","0.170551889262218","0.134189697021891","0.206914081502546"
"Full-time","2008","Part Time","(3a) lower tertiary education","64","0.17174608695257","0.131053406811618","0.212438767093521"
"Full-time","2008","Part Time","(3b) higher tertiary education","154","0.3142641997969","0.276019985583449","0.352508414010351"
"Full-time","2008","Not Working","(0) in school","","","",""
"Full-time","2008","Not Working","(1a) inadequately completed","2","","",""
"Full-time","2008","Not Working","(1b) general elementary school","6","","",""
"Full-time","2008","Not Working","(1c) basic vocational qualification","13","","",""
"Full-time","2008","Not Working","(2b) intermediate general qualification","1","","",""
"Full-time","2008","Not Working","(2a) intermediate vocational","10","","",""
"Full-time","2008","Not Working","(2c_gen) general maturity certificate","1","","",""
"Full-time","2008","Not Working","(2c_voc) vocational maturity certificate","5","","",""
"Full-time","2008","Not Working","(3a) lower tertiary education","4","","",""
"Full-time","2008","Not Working","(3b) higher tertiary education","14","","",""
"Part-time","2008","Full Time","(0) in school","1","","",""
"Part-time","2008","Full Time","(1a) inadequately completed","3","","",""
"Part-time","2008","Full Time","(1b) general elementary school","6","","",""
"Part-time","2008","Full Time","(1c) basic vocational qualification","63","0.0357318031954125","0.0266928742587737","0.0447707321320512"
"Part-time","2008","Full Time","(2b) intermediate general qualification","2","","",""
"Part-time","2008","Full Time","(2a) intermediate vocational","89","0.0433705656644606","0.0349765223923748","0.0517646089365464"
"Part-time","2008","Full Time","(2c_gen) general maturity certificate","2","","",""
"Part-time","2008","Full Time","(2c_voc) vocational maturity certificate","26","","",""
"Part-time","2008","Full Time","(3a) lower tertiary education","33","0.0341347674849487","0.0216149167308845","0.046654618239013"
"Part-time","2008","Full Time","(3b) higher tertiary education","65","0.0460779002440643","0.0348609542637542","0.0572948462243743"
"Part-time","2008","Part Time","(0) in school","2","","",""
"Part-time","2008","Part Time","(1a) inadequately completed","11","","",""
"Part-time","2008","Part Time","(1b) general elementary school","98","0.336264818919484","0.282077857224641","0.390451780614327"
"Part-time","2008","Part Time","(1c) basic vocational qualification","371","0.372467766240649","0.341837237849353","0.403098294631945"
"Part-time","2008","Part Time","(2b) intermediate general qualification","25","","",""
"Part-time","2008","Part Time","(2a) intermediate vocational","618","0.464598277181689","0.436669062369043","0.492527491994335"
"Part-time","2008","Part Time","(2c_gen) general maturity certificate","40","0.169420791342464","0.125324752973253","0.213516829711675"
"Part-time","2008","Part Time","(2c_voc) vocational maturity certificate","207","0.494482514542035","0.44614651089896","0.542818518185111"
"Part-time","2008","Part Time","(3a) lower tertiary education","156","0.403710689976994","0.350774246792361","0.456647133161627"
"Part-time","2008","Part Time","(3b) higher tertiary education","256","0.405618559307007","0.365167359771298","0.446069758842715"
"Part-time","2008","Not Working","(0) in school","","","",""
"Part-time","2008","Not Working","(1a) inadequately completed","","","",""
"Part-time","2008","Not Working","(1b) general elementary school","1","","",""
"Part-time","2008","Not Working","(1c) basic vocational qualification","8","","",""
"Part-time","2008","Not Working","(2b) intermediate general qualification","1","","",""
"Part-time","2008","Not Working","(2a) intermediate vocational","11","","",""
"Part-time","2008","Not Working","(2c_gen) general maturity certificate","4","","",""
"Part-time","2008","Not Working","(2c_voc) vocational maturity certificate","5","","",""
"Part-time","2008","Not Working","(3a) lower tertiary education","4","","",""
"Part-time","2008","Not Working","(3b) higher tertiary education","2","","",""
"Non-working","2008","Full Time","(0) in school","","","",""
"Non-working","2008","Full Time","(1a) inadequately completed","1","","",""
"Non-working","2008","Full Time","(1b) general elementary school","8","","",""
"Non-working","2008","Full Time","(1c) basic vocational qualification","40","0.0207362752499536","0.0137971329791036","0.0276754175208036"
"Non-working","2008","Full Time","(2b) intermediate general qualification","6","","",""
"Non-working","2008","Full Time","(2a) intermediate vocational","55","0.0252066783549484","0.0187469259373499","0.0316664307725468"
"Non-working","2008","Full Time","(2c_gen) general maturity certificate","2","","",""
"Non-working","2008","Full Time","(2c_voc) vocational maturity certificate","16","","",""
"Non-working","2008","Full Time","(3a) lower tertiary education","12","","",""
"Non-working","2008","Full Time","(3b) higher tertiary education","26","","",""
"Non-working","2008","Part Time","(0) in school","40","0.587505615139699","0.467829786261524","0.707181444017874"
"Non-working","2008","Part Time","(1a) inadequately completed","9","","",""
"Non-working","2008","Part Time","(1b) general elementary school","65","0.22025067994578","0.172717945760773","0.267783414130787"
