"erwst","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Non-working","2008","Part Time","(1c) basic vocational qualification","193","0.204015574762149","0.178484090163652","0.229547059360647"
"Non-working","2008","Part Time","(2b) intermediate general qualification","21","","",""
"Non-working","2008","Part Time","(2a) intermediate vocational","211","0.199968351234209","0.177570092172763","0.222366610295656"
"Non-working","2008","Part Time","(2c_gen) general maturity certificate","80","0.254600527215657","0.203391104152647","0.305809950278668"
"Non-working","2008","Part Time","(2c_voc) vocational maturity certificate","54","0.156987744797242","0.121817369752941","0.192158119841542"
"Non-working","2008","Part Time","(3a) lower tertiary education","60","0.19590118329752","0.153079438173249","0.23872292842179"
"Non-working","2008","Part Time","(3b) higher tertiary education","90","0.150248914825243","0.120812059639599","0.179685770010888"
"Non-working","2008","Not Working","(0) in school","419","0.860698253121111","0.830070785667754","0.891325720574468"
"Non-working","2008","Not Working","(1a) inadequately completed","114","0.964304054321795","0.930541481121903","0.998066627521687"
"Non-working","2008","Not Working","(1b) general elementary school","1027","0.967885849402266","0.957257376064426","0.978514322740105"
"Non-working","2008","Not Working","(1c) basic vocational qualification","2671","0.982048522684003","0.977038453893158","0.987058591474848"
"Non-working","2008","Not Working","(2b) intermediate general qualification","194","0.882966078061418","0.840679796925192","0.925252359197644"
"Non-working","2008","Not Working","(2a) intermediate vocational","1122","0.965246684853856","0.954742945211797","0.975750424495915"
"Non-working","2008","Not Working","(2c_gen) general maturity certificate","303","0.903133056094576","0.870827008876349","0.935439103312802"
"Non-working","2008","Not Working","(2c_voc) vocational maturity certificate","338","0.954709527109579","0.933048177298423","0.976370876920735"
"Non-working","2008","Not Working","(3a) lower tertiary education","495","0.977023795308012","0.96403319091398","0.990014399702045"
"Non-working","2008","Not Working","(3b) higher tertiary education","627","0.977079720341883","0.965584096283877","0.988575344399889"
"Other","2008","Full Time","(0) in school","1","","",""
"Other","2008","Full Time","(1a) inadequately completed","5","","",""
"Other","2008","Full Time","(1b) general elementary school","47","0.151699865307853","0.108671006714276","0.194728723901431"
"Other","2008","Full Time","(1c) basic vocational qualification","23","","",""
"Other","2008","Full Time","(2b) intermediate general qualification","94","0.508832312178797","0.432782826309011","0.584881798048584"
"Other","2008","Full Time","(2a) intermediate vocational","28","","",""
"Other","2008","Full Time","(2c_gen) general maturity certificate","43","0.310536223759905","0.234161369363407","0.386911078156403"
"Other","2008","Full Time","(2c_voc) vocational maturity certificate","8","","",""
"Other","2008","Full Time","(3a) lower tertiary education","8","","",""
"Other","2008","Full Time","(3b) higher tertiary education","8","","",""
"Other","2008","Part Time","(0) in school","23","","",""
"Other","2008","Part Time","(1a) inadequately completed","8","","",""
"Other","2008","Part Time","(1b) general elementary school","84","0.317128782546799","0.263753043742758","0.37050452135084"
"Other","2008","Part Time","(1c) basic vocational qualification","221","0.239257179078798","0.212227334879013","0.266287023278583"
"Other","2008","Part Time","(2b) intermediate general qualification","64","0.436909728816609","0.349958053483314","0.523861404149904"
"Other","2008","Part Time","(2a) intermediate vocational","203","0.167361364440574","0.146457049968629","0.18826567891252"
"Other","2008","Part Time","(2c_gen) general maturity certificate","130","0.483017499501654","0.424275997498751","0.541759001504558"
"Other","2008","Part Time","(2c_voc) vocational maturity certificate","76","0.177977851398505","0.140999127539052","0.214956575257958"
"Other","2008","Part Time","(3a) lower tertiary education","50","0.228642039772917","0.18333171794391","0.273952361601923"
"Other","2008","Part Time","(3b) higher tertiary education","66","0.129868326070849","0.102174434612817","0.157562217528881"
"Other","2008","Not Working","(0) in school","72","0.139301746878889","0.108674279425531","0.169929214332246"
"Other","2008","Not Working","(1a) inadequately completed","","","",""
"Other","2008","Not Working","(1b) general elementary school","23","","",""
"Other","2008","Not Working","(1c) basic vocational qualification","6","","",""
"Other","2008","Not Working","(2b) intermediate general qualification","26","","",""
"Other","2008","Not Working","(2a) intermediate vocational","25","","",""
"Other","2008","Not Working","(2c_gen) general maturity certificate","14","","",""
"Other","2008","Not Working","(2c_voc) vocational maturity certificate","6","","",""
"Other","2008","Not Working","(3a) lower tertiary education","8","","",""
"Other","2008","Not Working","(3b) higher tertiary education","8","","",""
"Full-time","2009","Full Time","(0) in school","","","",""
"Full-time","2009","Full Time","(1a) inadequately completed","27","","",""
"Full-time","2009","Full Time","(1b) general elementary school","174","0.739108637807591","0.683437111318986","0.794780164296197"
"Full-time","2009","Full Time","(1c) basic vocational qualification","1323","0.920726578357126","0.906753245225426","0.934699911488827"
"Full-time","2009","Full Time","(2b) intermediate general qualification","65","0.467784647854991","0.391651672952496","0.543917622757486"
"Full-time","2009","Full Time","(2a) intermediate vocational","1949","0.916389041200778","0.904650368001801","0.928127714399755"
"Full-time","2009","Full Time","(2c_gen) general maturity certificate","85","0.558747542105102","0.477928170094681","0.639566914115522"
"Full-time","2009","Full Time","(2c_voc) vocational maturity certificate","590","0.934814488229095","0.915689712054085","0.953939264404105"
"Full-time","2009","Full Time","(3a) lower tertiary education","730","0.933467384968051","0.916122222651299","0.950812547284802"
"Full-time","2009","Full Time","(3b) higher tertiary education","1173","0.927997128130307","0.913718599671281","0.942275656589333"
"Full-time","2009","Part Time","(0) in school","","","",""
"Full-time","2009","Part Time","(1a) inadequately completed","4","","",""
"Full-time","2009","Part Time","(1b) general elementary school","43","0.169865394655584","0.124395477723086","0.215335311588083"
"Full-time","2009","Part Time","(1c) basic vocational qualification","166","0.197923732251766","0.172247340466443","0.223600124037089"
"Full-time","2009","Part Time","(2b) intermediate general qualification","14","","",""
"Full-time","2009","Part Time","(2a) intermediate vocational","195","0.180876317022644","0.158886305641456","0.202866328403832"
"Full-time","2009","Part Time","(2c_gen) general maturity certificate","25","","",""
"Full-time","2009","Part Time","(2c_voc) vocational maturity certificate","60","0.164479642733212","0.126344149006559","0.202615136459865"
"Full-time","2009","Part Time","(3a) lower tertiary education","67","0.211163480090521","0.166446134968593","0.255880825212449"
"Full-time","2009","Part Time","(3b) higher tertiary education","157","0.29231685590778","0.254978342897587","0.329655368917972"
"Full-time","2009","Not Working","(0) in school","","","",""
"Full-time","2009","Not Working","(1a) inadequately completed","1","","",""
"Full-time","2009","Not Working","(1b) general elementary school","4","","",""
"Full-time","2009","Not Working","(1c) basic vocational qualification","8","","",""
"Full-time","2009","Not Working","(2b) intermediate general qualification","2","","",""
"Full-time","2009","Not Working","(2a) intermediate vocational","6","","",""
"Full-time","2009","Not Working","(2c_gen) general maturity certificate","2","","",""
"Full-time","2009","Not Working","(2c_voc) vocational maturity certificate","7","","",""
"Full-time","2009","Not Working","(3a) lower tertiary education","2","","",""
"Full-time","2009","Not Working","(3b) higher tertiary education","5","","",""
"Part-time","2009","Full Time","(0) in school","","","",""
"Part-time","2009","Full Time","(1a) inadequately completed","3","","",""
"Part-time","2009","Full Time","(1b) general elementary school","4","","",""
"Part-time","2009","Full Time","(1c) basic vocational qualification","44","0.0212003097327748","0.0137497502613879","0.0286508692041618"
"Part-time","2009","Full Time","(2b) intermediate general qualification","4","","",""
"Part-time","2009","Full Time","(2a) intermediate vocational","90","0.0437879483447462","0.035110303492309","0.0524655931971834"
"Part-time","2009","Full Time","(2c_gen) general maturity certificate","4","","",""
"Part-time","2009","Full Time","(2c_voc) vocational maturity certificate","27","","",""
"Part-time","2009","Full Time","(3a) lower tertiary education","45","0.0407547002124506","0.02699321877282","0.0545161816520811"
"Part-time","2009","Full Time","(3b) higher tertiary education","56","0.052932565079071","0.0405649161767969","0.0653002139813452"
"Part-time","2009","Part Time","(0) in school","3","","",""
"Part-time","2009","Part Time","(1a) inadequately completed","10","","",""
"Part-time","2009","Part Time","(1b) general elementary school","83","0.28278958289881","0.228257455148115","0.337321710649505"
"Part-time","2009","Part Time","(1c) basic vocational qualification","354","0.369204301526561","0.338104690131081","0.400303912922042"
"Part-time","2009","Part Time","(2b) intermediate general qualification","21","","",""
"Part-time","2009","Part Time","(2a) intermediate vocational","579","0.442487145479769","0.414112030396478","0.470862260563059"
"Part-time","2009","Part Time","(2c_gen) general maturity certificate","40","0.105214704064167","0.0685481928359033","0.14188121529243"
"Part-time","2009","Part Time","(2c_voc) vocational maturity certificate","175","0.492570485493997","0.441140448887069","0.544000522100925"
"Part-time","2009","Part Time","(3a) lower tertiary education","152","0.388394840599154","0.334994331414991","0.441795349783316"
"Part-time","2009","Part Time","(3b) higher tertiary education","240","0.343849737324629","0.304855838083427","0.382843636565832"
"Part-time","2009","Not Working","(0) in school","","","",""
"Part-time","2009","Not Working","(1a) inadequately completed","","","",""
"Part-time","2009","Not Working","(1b) general elementary school","","","",""
"Part-time","2009","Not Working","(1c) basic vocational qualification","4","","",""
"Part-time","2009","Not Working","(2b) intermediate general qualification","1","","",""
