"erwst","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Part-time","2004","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Part-time","2004","66 and older","(3a) lower tertiary education","7","","",""
"Part-time","2004","66 and older","(3b) higher tertiary education","5","","",""
"Non-working","2004","16-34 y.","(0) in school","594","0.933892432187974","0.914657392182653","0.953127472193295"
"Non-working","2004","16-34 y.","(1a) inadequately completed","23","","",""
"Non-working","2004","16-34 y.","(1b) general elementary school","191","0.43983622294531","0.39442692832884","0.48524551756178"
"Non-working","2004","16-34 y.","(1c) basic vocational qualification","192","0.306239897564365","0.27174764331314","0.340732151815591"
"Non-working","2004","16-34 y.","(2b) intermediate general qualification","174","0.352227208180577","0.309316328654923","0.39513808770623"
"Non-working","2004","16-34 y.","(2a) intermediate vocational","304","0.216313912150815","0.193660659198445","0.238967165103185"
"Non-working","2004","16-34 y.","(2c_gen) general maturity certificate","371","0.491625109941921","0.454878069724608","0.528372150159234"
"Non-working","2004","16-34 y.","(2c_voc) vocational maturity certificate","141","0.239114341262021","0.203104913500668","0.275123769023374"
"Non-working","2004","16-34 y.","(3a) lower tertiary education","32","0.136672078922833","0.0910738853549497","0.182270272490716"
"Non-working","2004","16-34 y.","(3b) higher tertiary education","50","0.149585133186181","0.110927625327741","0.188242641044621"
"Non-working","2004","35-65 y.","(0) in school","","","",""
"Non-working","2004","35-65 y.","(1a) inadequately completed","93","0.571522053371773","0.494115273977556","0.64892883276599"
"Non-working","2004","35-65 y.","(1b) general elementary school","427","0.518962747787803","0.484868700122536","0.55305679545307"
"Non-working","2004","35-65 y.","(1c) basic vocational qualification","1408","0.378022897662829","0.362315853011321","0.393729942314338"
"Non-working","2004","35-65 y.","(2b) intermediate general qualification","40","0.424103098410587","0.326752508536488","0.521453688284686"
"Non-working","2004","35-65 y.","(2a) intermediate vocational","846","0.267616249123877","0.252617818290927","0.282614679956828"
"Non-working","2004","35-65 y.","(2c_gen) general maturity certificate","46","0.401439032252159","0.315848285893177","0.487029778611141"
"Non-working","2004","35-65 y.","(2c_voc) vocational maturity certificate","203","0.244549321422125","0.216231310526031","0.27286733231822"
"Non-working","2004","35-65 y.","(3a) lower tertiary education","246","0.215342081670564","0.192209594767359","0.238474568573769"
"Non-working","2004","35-65 y.","(3b) higher tertiary education","287","0.191051625391894","0.173485283587714","0.208617967196075"
"Non-working","2004","66 and older","(0) in school","","","",""
"Non-working","2004","66 and older","(1a) inadequately completed","66","0.965671853286012","0.922075450633435","1.00926825593859"
"Non-working","2004","66 and older","(1b) general elementary school","732","0.969612171625896","0.957294530719727","0.981929812532065"
"Non-working","2004","66 and older","(1c) basic vocational qualification","1709","0.974428458780315","0.967047451358994","0.981809466201637"
"Non-working","2004","66 and older","(2b) intermediate general qualification","37","1","1","1"
"Non-working","2004","66 and older","(2a) intermediate vocational","392","0.968711253831401","0.951879923921375","0.985542583741427"
"Non-working","2004","66 and older","(2c_gen) general maturity certificate","14","","",""
"Non-working","2004","66 and older","(2c_voc) vocational maturity certificate","141","0.956987568549471","0.924190157074526","0.989784980024416"
"Non-working","2004","66 and older","(3a) lower tertiary education","253","0.926853690567768","0.896355724523176","0.957351656612359"
"Non-working","2004","66 and older","(3b) higher tertiary education","312","0.919154279667072","0.890554801968987","0.947753757365157"
"Other","2004","16-34 y.","(0) in school","40","0.0569939295870696","0.0390469808947076","0.0749408782794317"
"Other","2004","16-34 y.","(1a) inadequately completed","2","","",""
"Other","2004","16-34 y.","(1b) general elementary school","158","0.313309255579872","0.270875745537511","0.355742765622233"
"Other","2004","16-34 y.","(1c) basic vocational qualification","39","0.0458107267831796","0.0301653189282373","0.0614561346381219"
"Other","2004","16-34 y.","(2b) intermediate general qualification","227","0.449458586522607","0.404771251864684","0.49414592118053"
"Other","2004","16-34 y.","(2a) intermediate vocational","65","0.0616734996064916","0.0484379016278103","0.0749090975851729"
"Other","2004","16-34 y.","(2c_gen) general maturity certificate","221","0.311443961045628","0.277405266661449","0.345482655429807"
"Other","2004","16-34 y.","(2c_voc) vocational maturity certificate","43","0.0942205221351266","0.0695579879591929","0.11888305631106"
"Other","2004","16-34 y.","(3a) lower tertiary education","5","","",""
"Other","2004","16-34 y.","(3b) higher tertiary education","18","","",""
"Other","2004","35-65 y.","(0) in school","","","",""
"Other","2004","35-65 y.","(1a) inadequately completed","10","","",""
"Other","2004","35-65 y.","(1b) general elementary school","43","0.0536478468848721","0.0382725449763402","0.069023148793404"
"Other","2004","35-65 y.","(1c) basic vocational qualification","176","0.0458984745503997","0.0391198021221673","0.0526771469786322"
"Other","2004","35-65 y.","(2b) intermediate general qualification","9","","",""
"Other","2004","35-65 y.","(2a) intermediate vocational","172","0.052126571371632","0.0445960509705534","0.0596570917727107"
"Other","2004","35-65 y.","(2c_gen) general maturity certificate","10","","",""
"Other","2004","35-65 y.","(2c_voc) vocational maturity certificate","47","0.0568417351839908","0.0415870796047716","0.0720963907632099"
"Other","2004","35-65 y.","(3a) lower tertiary education","28","","",""
"Other","2004","35-65 y.","(3b) higher tertiary education","58","0.0413735187652379","0.0324747177145174","0.0502723198159585"
"Other","2004","66 and older","(0) in school","","","",""
"Other","2004","66 and older","(1a) inadequately completed","1","","",""
"Other","2004","66 and older","(1b) general elementary school","7","","",""
"Other","2004","66 and older","(1c) basic vocational qualification","25","","",""
"Other","2004","66 and older","(2b) intermediate general qualification","","","",""
"Other","2004","66 and older","(2a) intermediate vocational","7","","",""
"Other","2004","66 and older","(2c_gen) general maturity certificate","","","",""
"Other","2004","66 and older","(2c_voc) vocational maturity certificate","2","","",""
"Other","2004","66 and older","(3a) lower tertiary education","9","","",""
"Other","2004","66 and older","(3b) higher tertiary education","18","","",""
"Full-time","2005","16-34 y.","(0) in school","1","","",""
"Full-time","2005","16-34 y.","(1a) inadequately completed","13","","",""
"Full-time","2005","16-34 y.","(1b) general elementary school","72","0.197073027756338","0.159120257316039","0.235025798196637"
"Full-time","2005","16-34 y.","(1c) basic vocational qualification","342","0.502230700434857","0.462682239460494","0.54177916140922"
"Full-time","2005","16-34 y.","(2b) intermediate general qualification","68","0.18300949311634","0.147042683161544","0.218976303071136"
"Full-time","2005","16-34 y.","(2a) intermediate vocational","707","0.62695379089944","0.599039119540312","0.654868462258568"
"Full-time","2005","16-34 y.","(2c_gen) general maturity certificate","69","0.151768068857694","0.124353421940108","0.179182715775281"
"Full-time","2005","16-34 y.","(2c_voc) vocational maturity certificate","287","0.55831067826554","0.514999617646821","0.601621738884259"
"Full-time","2005","16-34 y.","(3a) lower tertiary education","145","0.747361913438986","0.686837527974895","0.807886298903077"
"Full-time","2005","16-34 y.","(3b) higher tertiary education","220","0.643714103414472","0.591648340266834","0.695779866562109"
"Full-time","2005","35-65 y.","(0) in school","","","",""
"Full-time","2005","35-65 y.","(1a) inadequately completed","33","0.229578809727469","0.16112555541738","0.298032064037558"
"Full-time","2005","35-65 y.","(1b) general elementary school","219","0.293888538590256","0.261111169353807","0.326665907826705"
"Full-time","2005","35-65 y.","(1c) basic vocational qualification","1518","0.472202114319606","0.455389382738253","0.489014845900958"
"Full-time","2005","35-65 y.","(2b) intermediate general qualification","32","0.407921984437495","0.312077874689219","0.503766094185771"
"Full-time","2005","35-65 y.","(2a) intermediate vocational","1713","0.531239741117792","0.51409911966076","0.548380362574825"
"Full-time","2005","35-65 y.","(2c_gen) general maturity certificate","50","0.348835908263301","0.265285438104514","0.432386378422088"
"Full-time","2005","35-65 y.","(2c_voc) vocational maturity certificate","461","0.527036378430041","0.493783954352115","0.560288802507968"
"Full-time","2005","35-65 y.","(3a) lower tertiary education","717","0.632351343469349","0.604592454008437","0.660110232930262"
"Full-time","2005","35-65 y.","(3b) higher tertiary education","1227","0.628073093599445","0.605923022144779","0.650223165054111"
"Full-time","2005","66 and older","(0) in school","","","",""
"Full-time","2005","66 and older","(1a) inadequately completed","","","",""
"Full-time","2005","66 and older","(1b) general elementary school","2","","",""
"Full-time","2005","66 and older","(1c) basic vocational qualification","10","","",""
"Full-time","2005","66 and older","(2b) intermediate general qualification","","","",""
"Full-time","2005","66 and older","(2a) intermediate vocational","3","","",""
"Full-time","2005","66 and older","(2c_gen) general maturity certificate","","","",""
"Full-time","2005","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Full-time","2005","66 and older","(3a) lower tertiary education","9","","",""
"Full-time","2005","66 and older","(3b) higher tertiary education","8","","",""
"Part-time","2005","16-34 y.","(0) in school","5","","",""
"Part-time","2005","16-34 y.","(1a) inadequately completed","2","","",""
"Part-time","2005","16-34 y.","(1b) general elementary school","21","","",""
"Part-time","2005","16-34 y.","(1c) basic vocational qualification","48","0.100744233558313","0.0769366334183943","0.124551833698231"
"Part-time","2005","16-34 y.","(2b) intermediate general qualification","11","","",""
"Part-time","2005","16-34 y.","(2a) intermediate vocational","113","0.0867817526323818","0.0705324421821373","0.103031063082626"
"Part-time","2005","16-34 y.","(2c_gen) general maturity certificate","38","0.0669940106060493","0.0478912844974338","0.0860967367146648"
"Part-time","2005","16-34 y.","(2c_voc) vocational maturity certificate","54","0.112878535103473","0.0852791359090864","0.140477934297859"
"Part-time","2005","16-34 y.","(3a) lower tertiary education","15","","",""
"Part-time","2005","16-34 y.","(3b) higher tertiary education","39","0.139687044483053","0.101998210076589","0.177375878889516"
"Part-time","2005","35-65 y.","(0) in school","","","",""
"Part-time","2005","35-65 y.","(1a) inadequately completed","13","","",""
"Part-time","2005","35-65 y.","(1b) general elementary school","97","0.13448816577354","0.109939681686876","0.159036649860204"
"Part-time","2005","35-65 y.","(1c) basic vocational qualification","399","0.114771418901578","0.104036838287288","0.125505999515868"
"Part-time","2005","35-65 y.","(2b) intermediate general qualification","22","","",""
"Part-time","2005","35-65 y.","(2a) intermediate vocational","567","0.156784271344613","0.144295305199011","0.169273237490215"
"Part-time","2005","35-65 y.","(2c_gen) general maturity certificate","15","","",""
"Part-time","2005","35-65 y.","(2c_voc) vocational maturity certificate","161","0.187844947489779","0.161830873007997","0.213859021971561"
"Part-time","2005","35-65 y.","(3a) lower tertiary education","172","0.1342637227208","0.114635610897894","0.153891834543706"
"Part-time","2005","35-65 y.","(3b) higher tertiary education","246","0.126423253993475","0.111193066390806","0.141653441596144"
"Part-time","2005","66 and older","(0) in school","","","",""
"Part-time","2005","66 and older","(1a) inadequately completed","2","","",""
"Part-time","2005","66 and older","(1b) general elementary school","6","","",""
"Part-time","2005","66 and older","(1c) basic vocational qualification","17","","",""
"Part-time","2005","66 and older","(2b) intermediate general qualification","","","",""
"Part-time","2005","66 and older","(2a) intermediate vocational","7","","",""
"Part-time","2005","66 and older","(2c_gen) general maturity certificate","","","",""
"Part-time","2005","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Part-time","2005","66 and older","(3a) lower tertiary education","5","","",""
"Part-time","2005","66 and older","(3b) higher tertiary education","10","","",""
"Non-working","2005","16-34 y.","(0) in school","605","0.923724174279822","0.903396295856018","0.944052052703627"
"Non-working","2005","16-34 y.","(1a) inadequately completed","22","","",""
"Non-working","2005","16-34 y.","(1b) general elementary school","190","0.45653316660096","0.409008995025954","0.504057338175967"
"Non-working","2005","16-34 y.","(1c) basic vocational qualification","182","0.310810426031117","0.274202001073002","0.347418850989233"
"Non-working","2005","16-34 y.","(2b) intermediate general qualification","163","0.368799210691884","0.323921017472488","0.41367740391128"
"Non-working","2005","16-34 y.","(2a) intermediate vocational","268","0.224880485395614","0.200781783033213","0.248979187758014"
"Non-working","2005","16-34 y.","(2c_gen) general maturity certificate","363","0.496971124942021","0.458768150326636","0.535174099557407"
"Non-working","2005","16-34 y.","(2c_voc) vocational maturity certificate","120","0.238934688108187","0.201742393943392","0.276126982272983"
"Non-working","2005","16-34 y.","(3a) lower tertiary education","28","","",""
"Non-working","2005","16-34 y.","(3b) higher tertiary education","53","0.176255927213087","0.134829791162129","0.217682063264044"
"Non-working","2005","35-65 y.","(0) in school","","","",""
"Non-working","2005","35-65 y.","(1a) inadequately completed","90","0.582934838112172","0.502679107556425","0.663190568667919"
"Non-working","2005","35-65 y.","(1b) general elementary school","380","0.503520391362065","0.467545012364201","0.539495770359928"
"Non-working","2005","35-65 y.","(1c) basic vocational qualification","1282","0.356148842374601","0.34002201260558","0.372275672143622"
"Non-working","2005","35-65 y.","(2b) intermediate general qualification","41","0.402212669563759","0.306583886180604","0.497841452946915"
"Non-working","2005","35-65 y.","(2a) intermediate vocational","814","0.261247734136106","0.246158000555635","0.276337467716578"
"Non-working","2005","35-65 y.","(2c_gen) general maturity certificate","43","0.366822095844539","0.282336299118371","0.451307892570707"
"Non-working","2005","35-65 y.","(2c_voc) vocational maturity certificate","193","0.22991739953429","0.201892522233279","0.2579422768353"
"Non-working","2005","35-65 y.","(3a) lower tertiary education","233","0.194131346643991","0.17136012460398","0.216902568684001"
"Non-working","2005","35-65 y.","(3b) higher tertiary education","292","0.20664893253691","0.188092669219979","0.225205195853841"
"Non-working","2005","66 and older","(0) in school","","","",""
"Non-working","2005","66 and older","(1a) inadequately completed","63","0.946031406836167","0.891100756777604","1.00096205689473"
"Non-working","2005","66 and older","(1b) general elementary school","698","0.976065191312287","0.964838223254785","0.987292159369788"
"Non-working","2005","66 and older","(1c) basic vocational qualification","1708","0.973300861767947","0.965752491140946","0.980849232394947"
"Non-working","2005","66 and older","(2b) intermediate general qualification","36","1","1","1"
"Non-working","2005","66 and older","(2a) intermediate vocational","393","0.967055353128314","0.949757009021093","0.984353697235536"
"Non-working","2005","66 and older","(2c_gen) general maturity certificate","16","","",""
"Non-working","2005","66 and older","(2c_voc) vocational maturity certificate","148","0.980857478455888","0.958929177271034","1.00278577964074"
"Non-working","2005","66 and older","(3a) lower tertiary education","274","0.9426135437852","0.916117942693894","0.969109144876506"
"Non-working","2005","66 and older","(3b) higher tertiary education","335","0.906836238337229","0.877338982406177","0.93633349426828"
"Other","2005","16-34 y.","(0) in school","44","0.0688295116428694","0.049441673437383","0.0882173498483557"
"Other","2005","16-34 y.","(1a) inadequately completed","4","","",""
"Other","2005","16-34 y.","(1b) general elementary school","139","0.298963841468365","0.255284970137025","0.342642712799705"
"Other","2005","16-34 y.","(1c) basic vocational qualification","42","0.0862146399757125","0.0640134367214791","0.108415843229946"
"Other","2005","16-34 y.","(2b) intermediate general qualification","202","0.423248863811332","0.377292174400192","0.469205553222473"
"Other","2005","16-34 y.","(2a) intermediate vocational","65","0.0613839710725644","0.0475290227301427","0.075238919414986"
"Other","2005","16-34 y.","(2c_gen) general maturity certificate","188","0.284266795594235","0.249802151823654","0.318731439364817"
"Other","2005","16-34 y.","(2c_voc) vocational maturity certificate","44","0.0898760985228002","0.0649316005578244","0.114820596487776"
"Other","2005","16-34 y.","(3a) lower tertiary education","10","","",""
"Other","2005","16-34 y.","(3b) higher tertiary education","13","","",""
"Other","2005","35-65 y.","(0) in school","","","",""
"Other","2005","35-65 y.","(1a) inadequately completed","9","","",""
"Other","2005","35-65 y.","(1b) general elementary school","46","0.0681029042741394","0.0499764469043718","0.0862293616439069"
"Other","2005","35-65 y.","(1c) basic vocational qualification","188","0.0568776244042157","0.0490776129308124","0.064677635877619"
"Other","2005","35-65 y.","(2b) intermediate general qualification","6","","",""
"Other","2005","35-65 y.","(2a) intermediate vocational","162","0.0507282534014883","0.0431907742267264","0.0582657325762501"
"Other","2005","35-65 y.","(2c_gen) general maturity certificate","17","","",""
"Other","2005","35-65 y.","(2c_voc) vocational maturity certificate","51","0.0552012745458898","0.0399911297987805","0.070411419292999"
"Other","2005","35-65 y.","(3a) lower tertiary education","37","0.03925358716586","0.028073364986748","0.050433809344972"
"Other","2005","35-65 y.","(3b) higher tertiary education","64","0.0388547198701695","0.0299983112049323","0.0477111285354068"
"Other","2005","66 and older","(0) in school","","","",""
"Other","2005","66 and older","(1a) inadequately completed","","","",""
"Other","2005","66 and older","(1b) general elementary school","6","","",""
"Other","2005","66 and older","(1c) basic vocational qualification","17","","",""
"Other","2005","66 and older","(2b) intermediate general qualification","","","",""
"Other","2005","66 and older","(2a) intermediate vocational","6","","",""
"Other","2005","66 and older","(2c_gen) general maturity certificate","","","",""
"Other","2005","66 and older","(2c_voc) vocational maturity certificate","2","","",""
"Other","2005","66 and older","(3a) lower tertiary education","8","","",""
"Other","2005","66 and older","(3b) higher tertiary education","20","","",""
"Full-time","2006","16-34 y.","(0) in school","1","","",""
"Full-time","2006","16-34 y.","(1a) inadequately completed","11","","",""
"Full-time","2006","16-34 y.","(1b) general elementary school","67","0.184151316562285","0.14716985355285","0.221132779571719"
"Full-time","2006","16-34 y.","(1c) basic vocational qualification","332","0.511430804105318","0.471827733328442","0.551033874882194"
"Full-time","2006","16-34 y.","(2b) intermediate general qualification","63","0.169872400361759","0.135555898257285","0.204188902466233"
"Full-time","2006","16-34 y.","(2a) intermediate vocational","670","0.616998675014485","0.588779915446064","0.645217434582906"
"Full-time","2006","16-34 y.","(2c_gen) general maturity certificate","64","0.12589344170778","0.101015096953392","0.150771786462169"
"Full-time","2006","16-34 y.","(2c_voc) vocational maturity certificate","288","0.564966038707973","0.522190450302252","0.607741627113694"
"Full-time","2006","16-34 y.","(3a) lower tertiary education","148","0.723418902974602","0.663063933145104","0.7837738728041"
"Full-time","2006","16-34 y.","(3b) higher tertiary education","230","0.639298448331188","0.589899169482327","0.68869772718005"
"Full-time","2006","35-65 y.","(0) in school","1","","",""
"Full-time","2006","35-65 y.","(1a) inadequately completed","30","0.221184889439279","0.150111446368665","0.292258332509892"
"Full-time","2006","35-65 y.","(1b) general elementary school","211","0.289113009852583","0.256945316305002","0.321280703400165"
"Full-time","2006","35-65 y.","(1c) basic vocational qualification","1601","0.476051699685037","0.459597411944113","0.492505987425961"
"Full-time","2006","35-65 y.","(2b) intermediate general qualification","39","0.429367283645418","0.338899910638157","0.519834656652678"
"Full-time","2006","35-65 y.","(2a) intermediate vocational","1803","0.522058600223585","0.505620014540655","0.538497185906515"
"Full-time","2006","35-65 y.","(2c_gen) general maturity certificate","49","0.324700163347534","0.243894311715405","0.405506014979664"
"Full-time","2006","35-65 y.","(2c_voc) vocational maturity certificate","499","0.531079633474895","0.499396289524347","0.562762977425443"
"Full-time","2006","35-65 y.","(3a) lower tertiary education","770","0.631813606190585","0.604914183028142","0.658713029353028"
"Full-time","2006","35-65 y.","(3b) higher tertiary education","1306","0.643136178635739","0.622007746428673","0.664264610842806"
"Full-time","2006","66 and older","(0) in school","1","","",""
"Full-time","2006","66 and older","(1a) inadequately completed","","","",""
"Full-time","2006","66 and older","(1b) general elementary school","5","","",""
"Full-time","2006","66 and older","(1c) basic vocational qualification","14","","",""
"Full-time","2006","66 and older","(2b) intermediate general qualification","","","",""
"Full-time","2006","66 and older","(2a) intermediate vocational","8","","",""
"Full-time","2006","66 and older","(2c_gen) general maturity certificate","","","",""
"Full-time","2006","66 and older","(2c_voc) vocational maturity certificate","3","","",""
"Full-time","2006","66 and older","(3a) lower tertiary education","11","","",""
"Full-time","2006","66 and older","(3b) higher tertiary education","13","","",""
"Part-time","2006","16-34 y.","(0) in school","6","","",""
"Part-time","2006","16-34 y.","(1a) inadequately completed","","","",""
"Part-time","2006","16-34 y.","(1b) general elementary school","22","","",""
"Part-time","2006","16-34 y.","(1c) basic vocational qualification","56","0.105594772860641","0.0812469151839714","0.129942630537311"
"Part-time","2006","16-34 y.","(2b) intermediate general qualification","17","","",""
"Part-time","2006","16-34 y.","(2a) intermediate vocational","114","0.0882068935530554","0.0717444203401608","0.10466936676595"
"Part-time","2006","16-34 y.","(2c_gen) general maturity certificate","31","0.0618378009270225","0.0437742252595921","0.079901376594453"
"Part-time","2006","16-34 y.","(2c_voc) vocational maturity certificate","55","0.120745101995776","0.0926315707238641","0.148858633267688"
"Part-time","2006","16-34 y.","(3a) lower tertiary education","16","","",""
"Part-time","2006","16-34 y.","(3b) higher tertiary education","40","0.098526459822693","0.0678681852331076","0.129184734412278"
"Part-time","2006","35-65 y.","(0) in school","","","",""
"Part-time","2006","35-65 y.","(1a) inadequately completed","11","","",""
"Part-time","2006","35-65 y.","(1b) general elementary school","100","0.117786599289561","0.0949137331264508","0.140659465452672"
"Part-time","2006","35-65 y.","(1c) basic vocational qualification","431","0.114182435505599","0.103704406301655","0.124660464709544"
"Part-time","2006","35-65 y.","(2b) intermediate general qualification","26","","",""
"Part-time","2006","35-65 y.","(2a) intermediate vocational","640","0.158188741213612","0.146179580777123","0.170197901650101"
"Part-time","2006","35-65 y.","(2c_gen) general maturity certificate","16","","",""
"Part-time","2006","35-65 y.","(2c_voc) vocational maturity certificate","192","0.188193955564183","0.16337802208585","0.213009889042516"
"Part-time","2006","35-65 y.","(3a) lower tertiary education","182","0.124249389418472","0.105852179313935","0.142646599523009"
"Part-time","2006","35-65 y.","(3b) higher tertiary education","289","0.133535346103282","0.118533728714089","0.148536963492476"
"Part-time","2006","66 and older","(0) in school","","","",""
"Part-time","2006","66 and older","(1a) inadequately completed","2","","",""
"Part-time","2006","66 and older","(1b) general elementary school","7","","",""
"Part-time","2006","66 and older","(1c) basic vocational qualification","19","","",""
"Part-time","2006","66 and older","(2b) intermediate general qualification","","","",""
"Part-time","2006","66 and older","(2a) intermediate vocational","8","","",""
"Part-time","2006","66 and older","(2c_gen) general maturity certificate","","","",""
"Part-time","2006","66 and older","(2c_voc) vocational maturity certificate","1","","",""
"Part-time","2006","66 and older","(3a) lower tertiary education","3","","",""
"Part-time","2006","66 and older","(3b) higher tertiary education","12","","",""
"Non-working","2006","16-34 y.","(0) in school","522","0.823222424426823","0.793551340561157","0.852893508292489"
"Non-working","2006","16-34 y.","(1a) inadequately completed","21","","",""
"Non-working","2006","16-34 y.","(1b) general elementary school","191","0.474484556419176","0.426841935161707","0.522127177676646"
"Non-working","2006","16-34 y.","(1c) basic vocational qualification","181","0.299080929350682","0.262806492496553","0.335355366204812"
"Non-working","2006","16-34 y.","(2b) intermediate general qualification","180","0.359600043242611","0.315746499909703","0.40345358657552"
"Non-working","2006","16-34 y.","(2a) intermediate vocational","274","0.222160664551499","0.198029726811619","0.246291602291379"
"Non-working","2006","16-34 y.","(2c_gen) general maturity certificate","397","0.535810884313218","0.498409215405605","0.57321255322083"
"Non-working","2006","16-34 y.","(2c_voc) vocational maturity certificate","127","0.224649755076223","0.188639584454274","0.260659925698172"
"Non-working","2006","16-34 y.","(3a) lower tertiary education","39","0.169122269853668","0.118542619574415","0.21970192013292"
"Non-working","2006","16-34 y.","(3b) higher tertiary education","67","0.210248047256529","0.168329510139139","0.25216658437392"
"Non-working","2006","35-65 y.","(0) in school","4","","",""
"Non-working","2006","35-65 y.","(1a) inadequately completed","80","0.645449947804933","0.563531350920896","0.727368544688971"
"Non-working","2006","35-65 y.","(1b) general elementary school","403","0.526641887243647","0.491214556354308","0.562069218132986"
"Non-working","2006","35-65 y.","(1c) basic vocational qualification","1305","0.350357867052183","0.334639738427933","0.366075995676432"
"Non-working","2006","35-65 y.","(2b) intermediate general qualification","43","0.355646123828364","0.268153702959359","0.443138544697368"
"Non-working","2006","35-65 y.","(2a) intermediate vocational","900","0.260963643836991","0.246511229546555","0.275416058127427"
"Non-working","2006","35-65 y.","(2c_gen) general maturity certificate","44","0.407206470123385","0.322422783245563","0.491990157001207"
"Non-working","2006","35-65 y.","(2c_voc) vocational maturity certificate","219","0.231459619494267","0.204681960684951","0.258237278303584"
"Non-working","2006","35-65 y.","(3a) lower tertiary education","242","0.200259634960527","0.177940064590373","0.222579205330681"
"Non-working","2006","35-65 y.","(3b) higher tertiary education","311","0.17555244710464","0.158774087373477","0.192330806835803"
"Non-working","2006","66 and older","(0) in school","6","","",""
"Non-working","2006","66 and older","(1a) inadequately completed","74","0.941971738218028","0.889408754216864","0.994534722219191"
"Non-working","2006","66 and older","(1b) general elementary school","789","0.977119423618044","0.966822372112467","0.987416475123622"
"Non-working","2006","66 and older","(1c) basic vocational qualification","1983","0.96874599728719","0.961202626968743","0.976289367605638"
"Non-working","2006","66 and older","(2b) intermediate general qualification","35","0.978319504992828","0.930745272169044","1.02589373781661"
"Non-working","2006","66 and older","(2a) intermediate vocational","475","0.944927310725312","0.924991612944115","0.964863008506508"
"Non-working","2006","66 and older","(2c_gen) general maturity certificate","21","","",""
"Non-working","2006","66 and older","(2c_voc) vocational maturity certificate","164","0.960922380004173","0.931706905418418","0.990137854589929"
"Non-working","2006","66 and older","(3a) lower tertiary education","335","0.943631948750791","0.919873852670531","0.967390044831051"
"Non-working","2006","66 and older","(3b) higher tertiary education","403","0.918180783760188","0.892686174327326","0.943675393193049"
"Other","2006","16-34 y.","(0) in school","106","0.167337173345722","0.138304165535948","0.196370181155497"
"Other","2006","16-34 y.","(1a) inadequately completed","6","","",""
"Other","2006","16-34 y.","(1b) general elementary school","142","0.292677950838413","0.249267383012383","0.336088518664444"
"Other","2006","16-34 y.","(1c) basic vocational qualification","43","0.083893493683359","0.0619295913404158","0.105857396026302"
"Other","2006","16-34 y.","(2b) intermediate general qualification","200","0.426780043936543","0.381580726361608","0.471979361511478"
"Other","2006","16-34 y.","(2a) intermediate vocational","82","0.07263376688096","0.0575680227087714","0.0876995110531487"
"Other","2006","16-34 y.","(2c_gen) general maturity certificate","191","0.276457873051979","0.242916245554543","0.309999500549416"
"Other","2006","16-34 y.","(2c_voc) vocational maturity certificate","46","0.0896391042200281","0.0649912684606058","0.11428693997945"
"Other","2006","16-34 y.","(3a) lower tertiary education","8","","",""
"Other","2006","16-34 y.","(3b) higher tertiary education","26","","",""
"Other","2006","35-65 y.","(0) in school","3","","",""
"Other","2006","35-65 y.","(1a) inadequately completed","10","","",""
"Other","2006","35-65 y.","(1b) general elementary school","49","0.0664585036142088","0.0487847858678667","0.0841322213605508"
"Other","2006","35-65 y.","(1c) basic vocational qualification","202","0.059407997757181","0.0516199087139594","0.0671960868004027"
"Other","2006","35-65 y.","(2b) intermediate general qualification","7","","",""
"Other","2006","35-65 y.","(2a) intermediate vocational","204","0.0587890147258118","0.0510478005840856","0.066530228867538"
"Other","2006","35-65 y.","(2c_gen) general maturity certificate","20","","",""
"Other","2006","35-65 y.","(2c_voc) vocational maturity certificate","43","0.0492667914666546","0.0355261150518018","0.0630074678815073"
"Other","2006","35-65 y.","(3a) lower tertiary education","41","0.0436773694304159","0.0322789386602612","0.0550758002005706"
"Other","2006","35-65 y.","(3b) higher tertiary education","69","0.0477760281563386","0.0383692886573823","0.0571827676552949"
"Other","2006","66 and older","(0) in school","","","",""
"Other","2006","66 and older","(1a) inadequately completed","","","",""
"Other","2006","66 and older","(1b) general elementary school","9","","",""
"Other","2006","66 and older","(1c) basic vocational qualification","28","","",""
"Other","2006","66 and older","(2b) intermediate general qualification","1","","",""
"Other","2006","66 and older","(2a) intermediate vocational","12","","",""
"Other","2006","66 and older","(2c_gen) general maturity certificate","1","","",""
"Other","2006","66 and older","(2c_voc) vocational maturity certificate","1","","",""
"Other","2006","66 and older","(3a) lower tertiary education","13","","",""
"Other","2006","66 and older","(3b) higher tertiary education","16","","",""
"Full-time","2007","16-34 y.","(0) in school","","","",""
"Full-time","2007","16-34 y.","(1a) inadequately completed","14","","",""
"Full-time","2007","16-34 y.","(1b) general elementary school","79","0.248965796696856","0.203984329607212","0.2939472637865"
"Full-time","2007","16-34 y.","(1c) basic vocational qualification","305","0.589866928125901","0.547345685210476","0.632388171041326"
"Full-time","2007","16-34 y.","(2b) intermediate general qualification","63","0.189315560232381","0.151714582526512","0.226916537938249"
"Full-time","2007","16-34 y.","(2a) intermediate vocational","603","0.623246234497721","0.593272568259355","0.653219900736087"
"Full-time","2007","16-34 y.","(2c_gen) general maturity certificate","68","0.118088499247428","0.0937433461873887","0.142433652307468"
