"erwst","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Part-time","2002","Employed","middle vocational","1221","0.157251001697331","0.148948314543017","0.165553688851644","2"
"Part-time","2002","Employed","vocational + Abi","133","0.13948233817025","0.116434630749851","0.162530045590649","2"
"Part-time","2002","Employed","higher vocational","201","0.155259743869698","0.135310691686641","0.175208796052754","2"
"Part-time","2002","Employed","higher education","495","0.132130567462665","0.121105459709314","0.143155675216016","2"
"Part-time","2002","Not Employed","in school","3","","","","2"
"Part-time","2002","Not Employed","higher vocational","2","","","","2"
"Part-time","2002","Not Employed","higher education","11","","","","2"
"Part-time","2002","Employed","in school","12","","","","2"
"Part-time","2002","Employed","inadequately","15","","","","2"
"Part-time","2002","Employed","general elemantary","167","0.133347759041686","0.115220351049886","0.151475167033485","2"
"Full-time","2003","Not Employed","vocational + Abi","3","","","","1"
"Full-time","2003","Not Employed","higher vocational","3","","","","1"
"Full-time","2003","Not Employed","higher education","7","","","","1"
"Full-time","2003","Employed","in school","","","","","1"
"Full-time","2003","Not Employed","middle vocational","19","","","","1"
"Full-time","2003","Not Employed","in school","","","","","1"
"Full-time","2003","Employed","inadequately","52","0.496563882584245","0.402700848002264","0.590426917166226","1"
"Full-time","2003","Employed","higher education","2542","0.74384106605011","0.72916211078971","0.75852002131051","1"
"Full-time","2003","Not Employed","inadequately","","","","","1"
"Full-time","2003","Not Employed","general elemantary","7","","","","1"
"Full-time","2003","Employed","middle vocational","4321","0.630846026114088","0.619520129856566","0.64217192237161","1"
"Full-time","2003","Employed","higher vocational","861","0.728985945816633","0.703910426257473","0.754061465375792","1"
"Full-time","2003","Employed","general elemantary","461","0.387531331311395","0.36068418207858","0.414378480544209","1"
"Full-time","2003","Employed","vocational + Abi","561","0.630546194485142","0.598510925479581","0.662581463490703","1"
"Non-working","2003","Not Employed","vocational + Abi","281","0.96015736617543","0.93772361521751","0.982591117133351","5"
"Non-working","2003","Not Employed","higher vocational","474","0.968601989090454","0.95311356053819","0.984090417642717","5"
"Non-working","2003","Not Employed","higher education","945","0.97344029921975","0.963331927400638","0.983548671038862","5"
"Non-working","2003","Employed","in school","69","0.53944916021073","0.449132221224518","0.629766099196942","5"
"Non-working","2003","Employed","inadequately","23","","","","5"
"Non-working","2003","Employed","higher education","243","0.0750170620885385","0.066158826947444","0.083875297229633","5"
"Non-working","2003","Not Employed","in school","491","0.972065863791504","0.957636582580653","0.986495145002355","5"
"Non-working","2003","Not Employed","inadequately","162","1","1","1","5"
"Non-working","2003","Employed","general elemantary","190","0.176325286727781","0.155324382502731","0.19732619095283","5"
"Non-working","2003","Employed","middle vocational","868","0.123892643664957","0.116160346380158","0.131624940949756","5"
"Non-working","2003","Not Employed","general elemantary","1467","0.981679358115339","0.974897193962652","0.988461522268027","5"
"Non-working","2003","Not Employed","middle vocational","4125","0.984324840501909","0.9805695494461","0.988080131557718","5"
"Non-working","2003","Employed","vocational + Abi","92","0.107169582231828","0.0866385820744543","0.127700582389203","5"
"Non-working","2003","Employed","higher vocational","99","0.0797405063203443","0.0644581928502786","0.09502281979041","5"
"Other","2003","Not Employed","inadequately","","","","","6"
"Other","2003","Not Employed","general elemantary","25","","","","6"
"Other","2003","Not Employed","middle vocational","41","0.00913457731352368","0.00625837149353627","0.0120107831335111","6"
"Other","2003","Not Employed","vocational + Abi","5","","","","6"
"Other","2003","Not Employed","in school","9","","","","6"
"Other","2003","Employed","middle vocational","584","0.0805780161023866","0.0741898993248634","0.0869661328799097","6"
"Other","2003","Employed","vocational + Abi","70","0.0947290467647168","0.0752924276153059","0.114165665914128","6"
"Other","2003","Employed","higher vocational","48","0.0357362821499716","0.025263862108501","0.0462087021914421","6"
"Other","2003","Employed","higher education","104","0.0429877975174394","0.0361670550426188","0.0498085399922599","6"
"Other","2003","Not Employed","higher vocational","7","","","","6"
"Other","2003","Not Employed","higher education","14","","","","6"
"Other","2003","Employed","in school","45","0.427393871885641","0.337754810297696","0.517032933473586","6"
"Other","2003","Employed","inadequately","22","","","","6"
"Other","2003","Employed","general elemantary","445","0.309887180762393","0.284403351828396","0.335371009696391","6"
"Part-time","2003","Not Employed","inadequately","","","","","2"
"Part-time","2003","Not Employed","general elemantary","3","","","","2"
"Part-time","2003","Not Employed","middle vocational","18","","","","2"
"Part-time","2003","Not Employed","vocational + Abi","3","","","","2"
"Part-time","2003","Employed","middle vocational","1201","0.164683314118569","0.155978540181112","0.173388088056026","2"
"Part-time","2003","Employed","vocational + Abi","149","0.167555176518313","0.142766890311962","0.192343462724664","2"
"Part-time","2003","Employed","higher vocational","199","0.155537265713051","0.135091568235618","0.175982963190485","2"
"Part-time","2003","Employed","higher education","508","0.138154074343912","0.126550361236167","0.149757787451657","2"
"Part-time","2003","Employed","inadequately","12","","","","2"
"Part-time","2003","Employed","general elemantary","169","0.126256201198432","0.107953244992945","0.144559157403919","2"
"Part-time","2003","Not Employed","in school","1","","","","2"
"Part-time","2003","Not Employed","higher vocational","3","","","","2"
"Part-time","2003","Not Employed","higher education","6","","","","2"
"Part-time","2003","Employed","in school","3","","","","2"
"Full-time","2004","Not Employed","vocational + Abi","3","","","","1"
"Full-time","2004","Not Employed","higher vocational","3","","","","1"
"Full-time","2004","Not Employed","higher education","10","","","","1"
"Full-time","2004","Employed","in school","","","","","1"
"Full-time","2004","Employed","inadequately","48","0.453835555212177","0.357217347752232","0.550453762672123","1"
"Full-time","2004","Employed","higher education","2486","0.738511680744561","0.723547870087555","0.753475491401566","1"
"Full-time","2004","Not Employed","in school","","","","","1"
"Full-time","2004","Not Employed","inadequately","2","","","","1"
"Full-time","2004","Not Employed","general elemantary","7","","","","1"
"Full-time","2004","Not Employed","middle vocational","21","","","","1"
"Full-time","2004","Employed","general elemantary","415","0.383938347934489","0.355950988176436","0.411925707692541","1"
"Full-time","2004","Employed","middle vocational","4105","0.624542683485315","0.61291288137829","0.63617248559234","1"
"Full-time","2004","Employed","vocational + Abi","561","0.626528357602575","0.594568418950152","0.658488296254998","1"
"Full-time","2004","Employed","higher vocational","839","0.762690085067187","0.738154913962168","0.787225256172207","1"
"Non-working","2004","Not Employed","vocational + Abi","277","0.97010386434901","0.950401253133572","0.989806475564447","5"
"Non-working","2004","Not Employed","higher vocational","481","0.979184376951226","0.966582025802969","0.991786728099482","5"
"Non-working","2004","Not Employed","higher education","972","0.984247614060114","0.976522441707473","0.991972786412755","5"
"Non-working","2004","Employed","in school","54","0.564708592470432","0.463943789062182","0.665473395878681","5"
"Non-working","2004","Employed","inadequately","25","","","","5"
"Non-working","2004","Employed","higher education","208","0.0769373637129425","0.0678628866018609","0.0860118408240241","5"
"Non-working","2004","Not Employed","in school","538","0.985889012209952","0.975995636755403","0.9957823876645","5"
"Non-working","2004","Not Employed","inadequately","150","0.963306889545081","0.933613325508523","0.993000453581638","5"
"Non-working","2004","Not Employed","general elemantary","1412","0.983859244683017","0.977355044890993","0.990363444475042","5"
"Non-working","2004","Not Employed","middle vocational","4108","0.981595008677309","0.977523245990543","0.985666771364076","5"
"Non-working","2004","Employed","general elemantary","168","0.160704367350225","0.139569943266204","0.181838791434246","5"
"Non-working","2004","Employed","middle vocational","782","0.125119713438335","0.117173720726809","0.133065706149861","5"
"Non-working","2004","Employed","vocational + Abi","96","0.103338084644819","0.083226267082448","0.123449902207189","5"
"Non-working","2004","Employed","higher vocational","66","0.0438172821021609","0.032012709659434","0.0556218545448879","5"
"Other","2004","Not Employed","inadequately","1","","","","6"
"Other","2004","Not Employed","general elemantary","22","","","","6"
"Other","2004","Employed","middle vocational","640","0.0904924043351778","0.0836023887338773","0.0973824199364783","6"
"Other","2004","Employed","vocational + Abi","71","0.0989179275913399","0.0791924996465241","0.118643355536156","6"
"Other","2004","Not Employed","middle vocational","39","0.0100057479612341","0.00699073214240805","0.0130207637800601","6"
"Other","2004","Not Employed","vocational + Abi","5","","","","6"
"Other","2004","Employed","higher vocational","58","0.0438478690913495","0.0320393661048509","0.0556563720778481","6"
"Other","2004","Employed","higher education","128","0.0489175016100089","0.0415727248190089","0.056262278401009","6"
"Other","2004","Not Employed","in school","7","","","","6"
"Other","2004","Not Employed","higher vocational","7","","","","6"
"Other","2004","Not Employed","higher education","8","","","","6"
"Other","2004","Employed","in school","33","0.371609454343032","0.273397395534224","0.469821513151839","6"
"Other","2004","Employed","inadequately","19","","","","6"
"Other","2004","Employed","general elemantary","410","0.312088435947655","0.285424501076902","0.338752370818408","6"
"Part-time","2004","Not Employed","inadequately","1","","","","2"
"Part-time","2004","Not Employed","general elemantary","1","","","","2"
"Part-time","2004","Not Employed","middle vocational","18","","","","2"
"Part-time","2004","Not Employed","vocational + Abi","2","","","","2"
"Part-time","2004","Employed","vocational + Abi","152","0.171215630161267","0.146327100803205","0.196104159519328","2"
"Part-time","2004","Employed","higher vocational","192","0.149644763739302","0.129072217054532","0.170217310424072","2"
"Part-time","2004","Employed","higher education","491","0.135633453932488","0.123974226912394","0.147292680952582","2"
"Part-time","2004","Not Employed","in school","1","","","","2"
"Part-time","2004","Not Employed","higher vocational","2","","","","2"
"Part-time","2004","Employed","middle vocational","1133","0.159845198741173","0.151044028306134","0.168646369176211","2"
"Part-time","2004","Not Employed","higher education","8","","","","2"
"Part-time","2004","Employed","in school","6","","","","2"
"Part-time","2004","Employed","inadequately","10","","","","2"
"Part-time","2004","Employed","general elemantary","167","0.143268848767631","0.123107607762087","0.163430089773175","2"
"Full-time","2005","Not Employed","vocational + Abi","2","","","","1"
"Full-time","2005","Not Employed","higher vocational","4","","","","1"
"Full-time","2005","Not Employed","higher education","17","","","","1"
"Full-time","2005","Employed","in school","1","","","","1"
"Full-time","2005","Employed","inadequately","40","0.455521700531931","0.353756568459502","0.55728683260436","1"
"Full-time","2005","Employed","higher education","2309","0.715077715204895","0.699372174742187","0.730783255667603","1"
"Full-time","2005","Employed","vocational + Abi","547","0.623102610389247","0.590562453408274","0.655642767370219","1"
"Full-time","2005","Employed","higher vocational","783","0.728199942413874","0.702027955531221","0.754371929296526","1"
"Full-time","2005","Not Employed","in school","","","","","1"
"Full-time","2005","Not Employed","inadequately","1","","","","1"
"Full-time","2005","Not Employed","general elemantary","7","","","","1"
"Full-time","2005","Not Employed","middle vocational","19","","","","1"
"Full-time","2005","Employed","general elemantary","380","0.370169279279546","0.341046807129131","0.399291751429961","1"
"Full-time","2005","Employed","middle vocational","3862","0.619813783726824","0.607860049929105","0.631767517524542","1"
"Non-working","2005","Employed","inadequately","21","","","","5"
"Non-working","2005","Not Employed","vocational + Abi","276","0.977966379847321","0.960923987764063","0.995008771930578","5"
"Non-working","2005","Not Employed","higher vocational","447","0.982809291086273","0.970905182711111","0.994713399461436","5"
"Non-working","2005","Not Employed","higher education","977","0.976325199439987","0.966935022631461","0.985715376248512","5"
"Non-working","2005","Employed","in school","54","0.538384370754531","0.440183131602954","0.636585609906108","5"
"Non-working","2005","Employed","higher education","238","0.0884326650397521","0.0785536467662113","0.0983116833132928","5"
"Non-working","2005","Employed","general elemantary","156","0.190177956033307","0.166508350684679","0.213847561381935","5"
"Non-working","2005","Employed","vocational + Abi","78","0.104215410686242","0.083699251545081","0.124731569827403","5"
"Non-working","2005","Not Employed","in school","547","0.993691208860853","0.987086139982254","1.00029627773945","5"
"Non-working","2005","Not Employed","inadequately","151","0.990686531177419","0.975515622557429","1.00585743979741","5"
"Non-working","2005","Not Employed","general elemantary","1328","0.981099382835853","0.973862140236634","0.988336625435072","5"
"Non-working","2005","Not Employed","middle vocational","3901","0.981059941047868","0.976821294109791","0.985298587985946","5"
"Non-working","2005","Employed","middle vocational","786","0.123236793672381","0.115142366224267","0.131331221120494","5"
"Non-working","2005","Employed","higher vocational","91","0.0874937012649814","0.070871331782942","0.104116070747021","5"
"Other","2005","Not Employed","inadequately","1","","","","6"
"Other","2005","Not Employed","general elemantary","19","","","","6"
"Other","2005","Not Employed","middle vocational","35","0.0109243028577415","0.00769208638146064","0.0141565193340223","6"
"Other","2005","Not Employed","vocational + Abi","6","","","","6"
"Other","2005","Employed","middle vocational","621","0.096192609506216","0.0889318244770462","0.103453394535386","6"
"Other","2005","Employed","vocational + Abi","70","0.0887298539620031","0.069636301082047","0.107823406841959","6"
"Other","2005","Employed","higher vocational","54","0.0422646898960013","0.0304288741748451","0.0541005056171576","6"
"Other","2005","Employed","higher education","143","0.0525498300264071","0.0447859842147955","0.0603136758380186","6"
"Other","2005","Not Employed","in school","5","","","","6"
"Other","2005","Not Employed","higher vocational","4","","","","6"
"Other","2005","Not Employed","higher education","9","","","","6"
"Other","2005","Employed","in school","39","0.413179284988766","0.316183584966916","0.510174985010615","6"
"Other","2005","Employed","inadequately","19","","","","6"
"Other","2005","Employed","general elemantary","370","0.30476094555398","0.276998170886498","0.332523720221462","6"
"Part-time","2005","Not Employed","inadequately","1","","","","2"
"Part-time","2005","Not Employed","general elemantary","6","","","","2"
"Part-time","2005","Not Employed","middle vocational","18","","","","2"
"Part-time","2005","Not Employed","vocational + Abi","1","","","","2"
"Part-time","2005","Employed","vocational + Abi","157","0.183952124962508","0.157936245168087","0.209968004756929","2"
"Part-time","2005","Employed","higher vocational","182","0.142041666425144","0.121505112044592","0.162578220805695","2"
"Part-time","2005","Employed","higher education","483","0.143939789728946","0.131725853653699","0.156153725804193","2"
"Part-time","2005","Not Employed","in school","","","","","2"
"Part-time","2005","Not Employed","higher vocational","3","","","","2"
"Part-time","2005","Employed","middle vocational","1066","0.16075681309458","0.151711921053383","0.169801705135776","2"
"Part-time","2005","Not Employed","higher education","4","","","","2"
"Part-time","2005","Employed","in school","5","","","","2"
"Part-time","2005","Employed","inadequately","12","","","","2"
"Part-time","2005","Employed","general elemantary","150","0.134891819133167","0.114288169922113","0.155495468344221","2"
"Full-time","2006","Not Employed","vocational + Abi","6","","","","1"
"Full-time","2006","Not Employed","higher vocational","2","","","","1"
"Full-time","2006","Not Employed","higher education","17","","","","1"
"Full-time","2006","Employed","in school","2","","","","1"
"Full-time","2006","Not Employed","in school","","","","","1"
"Full-time","2006","Not Employed","inadequately","1","","","","1"
"Full-time","2006","Not Employed","general elemantary","5","","","","1"
"Full-time","2006","Not Employed","middle vocational","30","0.00721729781070261","0.00474658431626621","0.00968801130513901","1"
"Full-time","2006","Employed","inadequately","35","0.419218264023081","0.318390357467633","0.520046170578529","1"
"Full-time","2006","Employed","higher education","2461","0.72509608055332","0.710128544720107","0.740063616386533","1"
"Full-time","2006","Employed","vocational + Abi","569","0.618598062799617","0.587211055930065","0.64998506966917","1"
"Full-time","2006","Employed","higher vocational","795","0.712623364068222","0.686353887330656","0.738892840805788","1"
"Full-time","2006","Employed","general elemantary","373","0.397795259036251","0.36780279403659","0.427787724035912","1"
"Full-time","2006","Employed","middle vocational","4007","0.618714732488248","0.607026990964774","0.630402474011722","1"
"Non-working","2006","Not Employed","vocational + Abi","290","0.952328371946343","0.928217616547898","0.976439127344787","5"
"Non-working","2006","Not Employed","higher vocational","514","0.991931564300077","0.984234946189547","0.999628182410607","5"
"Non-working","2006","Not Employed","higher education","1135","0.965929853938669","0.955543955357147","0.976315752520192","5"
"Non-working","2006","Employed","in school","30","0.431577970093772","0.313855675316506","0.549300264871037","5"
"Non-working","2006","Not Employed","inadequately","148","0.98257496763604","0.961704640241309","1.00344529503077","5"
"Non-working","2006","Not Employed","general elemantary","1472","0.966017784422118","0.956953942817982","0.975081626026254","5"
"Non-working","2006","Not Employed","middle vocational","4400","0.975713681424102","0.971220540765207","0.980206822082996","5"
"Non-working","2006","Employed","inadequately","21","","","","5"
"Non-working","2006","Not Employed","in school","493","0.871724383718846","0.844296538568683","0.899152228869009","5"
"Non-working","2006","Employed","middle vocational","781","0.117195620397141","0.109455489806009","0.124935750988272","5"
"Non-working","2006","Employed","vocational + Abi","93","0.0965972932617835","0.0775085494349899","0.115686037088577","5"
"Non-working","2006","Employed","higher education","262","0.081282891858916","0.0721216882198538","0.0904440954979782","5"
"Non-working","2006","Employed","general elemantary","146","0.156811483670581","0.134529105141619","0.179093862199543","5"
"Non-working","2006","Employed","higher vocational","78","0.0892843232590939","0.0727314009324838","0.105837245585704","5"
"Other","2006","Not Employed","inadequately","1","","","","6"
"Other","2006","Not Employed","general elemantary","51","0.0275452430840329","0.0193577318607761","0.0357327543072896","6"
"Other","2006","Not Employed","middle vocational","47","0.0104025890039524","0.00744111470003117","0.0133640633078736","6"
"Other","2006","Not Employed","vocational + Abi","3","","","","6"
"Other","2006","Employed","middle vocational","694","0.102917449505323","0.0956057039548288","0.110229195055818","6"
"Other","2006","Employed","vocational + Abi","72","0.0886547388624276","0.0702873836675812","0.107022094057274","6"
"Other","2006","Employed","higher vocational","63","0.0521573557642616","0.0392504669085572","0.065064244619966","6"
"Other","2006","Employed","higher education","162","0.0544106759859129","0.0468064432105449","0.062014908761281","6"
"Other","2006","Not Employed","in school","78","0.128275616281154","0.10084777113099","0.155703461431317","6"
"Other","2006","Not Employed","higher vocational","3","","","","6"
"Other","2006","Not Employed","higher education","11","","","","6"
"Other","2006","Employed","in school","30","0.46566710087483","0.347107324848493","0.584226876901166","6"
"Other","2006","Employed","inadequately","28","","","","6"
"Other","2006","Employed","general elemantary","340","0.302939704563816","0.274780294902235","0.331099114225397","6"
"Part-time","2006","Not Employed","middle vocational","32","0.0066664317612434","0.00429122047416305","0.00904164304832374","2"
"Part-time","2006","Not Employed","vocational + Abi","1","","","","2"
"Part-time","2006","Not Employed","inadequately","1","","","","2"
"Part-time","2006","Not Employed","general elemantary","7","","","","2"
"Part-time","2006","Not Employed","in school","","","","","2"
"Part-time","2006","Not Employed","higher vocational","","","","","2"
"Part-time","2006","Employed","middle vocational","1152","0.161172197609288","0.152324264525064","0.170020130693512","2"
"Part-time","2006","Employed","vocational + Abi","186","0.196149905076171","0.170491139309477","0.221808670842866","2"
"Part-time","2006","Employed","higher vocational","204","0.145934956908422","0.125441236556269","0.166428677260576","2"
"Part-time","2006","Employed","higher education","533","0.139210351601851","0.127605319534777","0.150815383668925","2"
"Part-time","2006","Not Employed","higher education","9","","","","2"
"Part-time","2006","Employed","in school","6","","","","2"
"Part-time","2006","Employed","inadequately","8","","","","2"
"Part-time","2006","Employed","general elemantary","164","0.142453552729352","0.12103570914365","0.163871396315053","2"
"Full-time","2007","Not Employed","vocational + Abi","6","","","","1"
"Full-time","2007","Not Employed","higher vocational","2","","","","1"
"Full-time","2007","Not Employed","higher education","12","","","","1"
"Full-time","2007","Employed","in school","","","","","1"
"Full-time","2007","Not Employed","in school","","","","","1"
"Full-time","2007","Not Employed","inadequately","","","","","1"
"Full-time","2007","Not Employed","general elemantary","9","","","","1"
"Full-time","2007","Not Employed","middle vocational","32","0.00831354262378356","0.00555468373075201","0.0110724015168151","1"
"Full-time","2007","Employed","inadequately","32","0.470436070689047","0.361739689236684","0.579132452141409","1"
"Full-time","2007","Employed","higher education","2340","0.729329062797354","0.714039669880623","0.744618455714084","1"
"Full-time","2007","Employed","general elemantary","346","0.418106335418647","0.385917148201798","0.450295522635497","1"
"Full-time","2007","Employed","middle vocational","3800","0.623539619713902","0.611502988231653","0.635576251196151","1"
"Full-time","2007","Employed","vocational + Abi","544","0.6189044801535","0.586798762035594","0.651010198271406","1"
"Full-time","2007","Employed","higher vocational","733","0.724431556324355","0.69732893710917","0.751534175539539","1"
"Non-working","2007","Not Employed","vocational + Abi","283","0.973089916150181","0.954655208823566","0.991524623476797","5"
"Non-working","2007","Not Employed","higher vocational","479","0.974459871832414","0.960562297437468","0.988357446227361","5"
"Non-working","2007","Not Employed","higher education","1128","0.970834387075938","0.96114264293183","0.980526131220046","5"
"Non-working","2007","Employed","in school","24","","","","5"
"Non-working","2007","Not Employed","inadequately","136","0.984390875154335","0.963709395142118","1.00507235516655","5"
"Non-working","2007","Not Employed","general elemantary","1318","0.951230040926519","0.939853765576278","0.96260631627676","5"
"Non-working","2007","Not Employed","middle vocational","4051","0.972682523505472","0.967729674608769","0.977635372402175","5"
"Non-working","2007","Employed","inadequately","19","","","","5"
"Non-working","2007","Employed","middle vocational","628","0.105113069167942","0.0974935820283441","0.11273255630754","5"
"Non-working","2007","Employed","vocational + Abi","72","0.0916132103576829","0.072542445581873","0.110683975133493","5"
"Non-working","2007","Not Employed","in school","503","0.866885608439664","0.839168138403934","0.894603078475394","5"
"Non-working","2007","Employed","higher education","216","0.0666549008429471","0.0580717877029226","0.0752380139829716","5"
"Non-working","2007","Employed","general elemantary","135","0.13741361965204","0.114945795797385","0.159881443506694","5"
"Non-working","2007","Employed","higher vocational","59","0.0517637111084093","0.0383246530572066","0.065202769159612","5"
"Other","2007","Not Employed","in school","74","0.133114391560336","0.105396921524606","0.160831861596066","6"
"Other","2007","Not Employed","inadequately","1","","","","6"
"Other","2007","Not Employed","general elemantary","42","0.0306072178285356","0.02150928053963","0.0397051551174412","6"
"Other","2007","Not Employed","middle vocational","55","0.0131854574731898","0.0097195688315518","0.0166513461148278","6"
"Other","2007","Not Employed","vocational + Abi","3","","","","6"
"Other","2007","Employed","middle vocational","643","0.102365937887937","0.0948351451341707","0.109896730641704","6"
"Other","2007","Employed","vocational + Abi","70","0.0737446683150678","0.0564670320348087","0.091022304595327","6"
"Other","2007","Employed","higher vocational","56","0.0583281581320652","0.0441118520597077","0.0725444642044227","6"
"Other","2007","Employed","higher education","148","0.0568844103592388","0.0489138884390077","0.0648549322794699","6"
"Other","2007","Not Employed","higher vocational","8","","","","6"
"Other","2007","Not Employed","higher education","6","","","","6"
"Other","2007","Employed","in school","23","","","","6"
"Other","2007","Employed","inadequately","20","","","","6"
"Other","2007","Employed","general elemantary","286","0.28839608347065","0.258832391666327","0.317959775274973","6"
"Part-time","2007","Not Employed","in school","","","","","2"
"Part-time","2007","Not Employed","inadequately","1","","","","2"
"Part-time","2007","Not Employed","general elemantary","8","","","","2"
"Part-time","2007","Not Employed","middle vocational","23","","","","2"
"Part-time","2007","Not Employed","vocational + Abi","4","","","","2"
"Part-time","2007","Not Employed","higher vocational","6","","","","2"
"Part-time","2007","Employed","middle vocational","1153","0.168981373230219","0.159671621580432","0.178291124880005","2"
"Part-time","2007","Employed","vocational + Abi","193","0.215737641173749","0.188545256075603","0.242930026271895","2"
"Part-time","2007","Employed","higher vocational","196","0.165476574435171","0.142934941750893","0.188018207119448","2"
"Part-time","2007","Employed","higher education","540","0.14713162600046","0.134941682557983","0.159321569442938","2"
"Part-time","2007","Not Employed","higher education","12","","","","2"
"Part-time","2007","Employed","in school","4","","","","2"
"Part-time","2007","Employed","inadequately","10","","","","2"
"Part-time","2007","Employed","general elemantary","135","0.156083961458663","0.132398950930054","0.179768971987272","2"
"Full-time","2008","Not Employed","vocational + Abi","3","","","","1"
"Full-time","2008","Not Employed","higher vocational","5","","","","1"
"Full-time","2008","Not Employed","higher education","18","","","","1"
"Full-time","2008","Employed","in school","","","","","1"
"Full-time","2008","Not Employed","middle vocational","23","","","","1"
"Full-time","2008","Employed","inadequately","33","0.49178384054318","0.374669404051421","0.608898277034939","1"
"Full-time","2008","Employed","higher education","2216","0.743207005084553","0.727692796542497","0.758721213626608","1"
"Full-time","2008","Not Employed","in school","","","","","1"
"Full-time","2008","Not Employed","inadequately","2","","","","1"
"Full-time","2008","Not Employed","general elemantary","6","","","","1"
"Full-time","2008","Employed","general elemantary","324","0.413590336086687","0.380126773213285","0.447053898960089","1"
"Full-time","2008","Employed","middle vocational","3657","0.628584513195532","0.616272024323366","0.640897002067698","1"
"Full-time","2008","Employed","vocational + Abi","536","0.634466782606053","0.601957890204953","0.666975675007154","1"
"Full-time","2008","Employed","higher vocational","669","0.706361913670745","0.677597549583826","0.735126277757664","1"
"Non-working","2008","Not Employed","vocational + Abi","246","0.956240739075139","0.931231519498066","0.981249958652211","5"
"Non-working","2008","Not Employed","higher vocational","447","0.964946990616581","0.94812194963164","0.981772031601522","5"
"Non-working","2008","Not Employed","higher education","1122","0.97705487044027","0.9684459288525","0.985663812028039","5"
"Non-working","2008","Employed","in school","39","0.581472490956331","0.46154520546045","0.701399776452212","5"
"Non-working","2008","Not Employed","middle vocational","3781","0.971229036223033","0.965963112799463","0.976494959646602","5"
"Non-working","2008","Employed","inadequately","7","","","","5"
"Non-working","2008","Employed","general elemantary","98","0.127143763359837","0.104507469742059","0.149780056977615","5"
"Non-working","2008","Employed","middle vocational","561","0.0947754013755683","0.0873116012984745","0.102239201452662","5"
"Non-working","2008","Employed","higher education","188","0.057100537598155","0.0488603721029152","0.0653407030933948","5"
"Non-working","2008","Not Employed","in school","418","0.861357012908802","0.830727914597106","0.891986111220498","5"
"Non-working","2008","Not Employed","inadequately","113","0.955201776639244","0.917718882504614","0.992684670773874","5"
"Non-working","2008","Not Employed","general elemantary","1204","0.95599630855736","0.944666883029999","0.96732573408472","5"
"Non-working","2008","Employed","vocational + Abi","59","0.0777436355637915","0.0596680424316494","0.0958192286959337","5"
"Non-working","2008","Employed","higher vocational","58","0.0665919596273266","0.0508455475030923","0.082338371751561","5"
"Other","2008","Not Employed","in school","71","0.138642987091198","0.108013888779503","0.169272085402894","6"
"Other","2008","Not Employed","inadequately","2","","","","6"
"Other","2008","Not Employed","general elemantary","47","0.0362672514107336","0.0259403303822538","0.0465941724392135","6"
"Other","2008","Not Employed","middle vocational","44","0.0128431298076824","0.00929609845252911","0.0163901611628358","6"
"Other","2008","Not Employed","vocational + Abi","4","","","","6"
"Other","2008","Employed","middle vocational","631","0.111341008116692","0.103325535167326","0.119356481066058","6"
"Other","2008","Employed","vocational + Abi","68","0.0801333913523586","0.0618058802055778","0.0984609024991394","6"
"Other","2008","Employed","higher vocational","54","0.0534697831678045","0.0392610159145942","0.0676785504210149","6"
"Other","2008","Employed","higher education","132","0.0541731300132397","0.0461345205526837","0.0622117394737957","6"
"Other","2008","Not Employed","higher vocational","5","","","","6"
"Other","2008","Not Employed","higher education","16","","","","6"
"Other","2008","Employed","in school","24","","","","6"
"Other","2008","Employed","inadequately","19","","","","6"
"Other","2008","Employed","general elemantary","280","0.303181749712599","0.271949899455962","0.334413599969236","6"
"Part-time","2008","Not Employed","in school","","","","","2"
"Part-time","2008","Not Employed","inadequately","","","","","2"
"Part-time","2008","Not Employed","general elemantary","2","","","","2"
"Part-time","2008","Not Employed","middle vocational","23","","","","2"
"Part-time","2008","Not Employed","vocational + Abi","4","","","","2"
"Part-time","2008","Employed","middle vocational","1067","0.165299077312208","0.155833771068569","0.174764383555847","2"
"Part-time","2008","Employed","vocational + Abi","180","0.207656190477796","0.180274290510722","0.235038090444871","2"
"Part-time","2008","Employed","higher vocational","182","0.173576343534124","0.14965521936323","0.197497467705018","2"
"Part-time","2008","Employed","higher education","510","0.145519327304053","0.132996724586216","0.15804193002189","2"
"Part-time","2008","Not Employed","higher vocational","2","","","","2"
"Part-time","2008","Not Employed","higher education","6","","","","2"
"Part-time","2008","Employed","in school","2","","","","2"
"Part-time","2008","Employed","inadequately","11","","","","2"
"Part-time","2008","Employed","general elemantary","130","0.156084150840877","0.131422882858906","0.180745418822848","2"
"Full-time","2009","Not Employed","vocational + Abi","6","","","","1"
"Full-time","2009","Not Employed","higher vocational","3","","","","1"
"Full-time","2009","Not Employed","higher education","7","","","","1"
"Full-time","2009","Employed","in school","","","","","1"
"Full-time","2009","Not Employed","middle vocational","15","","","","1"
"Full-time","2009","Employed","inadequately","29","","","","1"
"Full-time","2009","Employed","higher education","2127","0.72538768427587","0.709260006013196","0.741515362538543","1"
"Full-time","2009","Not Employed","in school","","","","","1"
"Full-time","2009","Employed","general elemantary","290","0.414295835768178","0.379135188770244","0.449456482766112","1"
"Full-time","2009","Employed","middle vocational","3355","0.614312953714283","0.60151500823643","0.627110899192136","1"
"Full-time","2009","Not Employed","inadequately","1","","","","1"
