"erwst","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Part-time","1990","Employed","middle vocational","352","0.119820209053539","0.108452314110975","0.131188103996103","2"
"Part-time","1990","Not Employed","in school","","","","","2"
"Part-time","1990","Not Employed","higher education","2","","","","2"
"Part-time","1990","Employed","in school","4","","","","2"
"Part-time","1990","Employed","inadequately","33","0.0661490947459229","0.0407554577892864","0.0915427317025593","2"
"Part-time","1990","Employed","general elemantary","172","0.160865999870088","0.141613504649983","0.180118495090193","2"
"Full-time","1991","Not Employed","in school","","","","","1"
"Full-time","1991","Not Employed","inadequately","6","","","","1"
"Full-time","1991","Not Employed","general elemantary","16","","","","1"
"Full-time","1991","Not Employed","middle vocational","23","","","","1"
"Full-time","1991","Not Employed","vocational + Abi","6","","","","1"
"Full-time","1991","Not Employed","higher vocational","","","","","1"
"Full-time","1991","Not Employed","higher education","8","","","","1"
"Full-time","1991","Employed","in school","","","","","1"
"Full-time","1991","Employed","inadequately","284","0.779279054036727","0.736848047426721","0.821710060646732","1"
"Full-time","1991","Employed","general elemantary","820","0.52399203744798","0.497584726629275","0.550399348266685","1"
"Full-time","1991","Employed","middle vocational","2334","0.736904107741921","0.721483562253789","0.752324653230053","1"
"Full-time","1991","Employed","vocational + Abi","171","0.698491616845192","0.639439646422987","0.757543587267396","1"
"Full-time","1991","Employed","higher vocational","298","0.808232507084226","0.768649211915294","0.847815802253159","1"
"Full-time","1991","Employed","higher education","469","0.798715052124231","0.766083654262353","0.83134644998611","1"
"Non-working","1991","Not Employed","in school","130","0.986842879198075","0.9674042532715","1.00628150512465","5"
"Non-working","1991","Not Employed","inadequately","246","0.949150139023213","0.92239479424718","0.975905483799247","5"
"Non-working","1991","Not Employed","general elemantary","1005","0.976536376185361","0.967367491590293","0.985705260780428","5"
"Non-working","1991","Not Employed","middle vocational","1363","0.969938230365621","0.961066160544522","0.97881030018672","5"
"Non-working","1991","Not Employed","vocational + Abi","68","0.960844325193018","0.916946669223293","1.00474198116274","5"
"Non-working","1991","Not Employed","higher vocational","139","0.994557814455017","0.98237112449468","1.00674450441535","5"
"Non-working","1991","Not Employed","higher education","129","0.954413834608073","0.919984912304511","0.988842756911635","5"
"Non-working","1991","Employed","in school","9","","","","5"
"Non-working","1991","Employed","inadequately","31","0.0798939393270644","0.0521549315517043","0.107632947102425","5"
"Non-working","1991","Employed","general elemantary","117","0.0944369755629328","0.0789742837423657","0.1098996673835","5"
"Non-working","1991","Employed","middle vocational","240","0.0800628463314635","0.0705582909241999","0.0895674017387272","5"
"Non-working","1991","Employed","vocational + Abi","24","","","","5"
"Non-working","1991","Employed","higher vocational","18","","","","5"
"Non-working","1991","Employed","higher education","27","","","","5"
"Other","1991","Not Employed","general elemantary","18","","","","6"
"Other","1991","Not Employed","middle vocational","25","","","","6"
"Other","1991","Employed","vocational + Abi","19","","","","6"
"Other","1991","Employed","higher vocational","14","","","","6"
"Other","1991","Not Employed","inadequately","4","","","","6"
"Other","1991","Employed","middle vocational","183","0.0593306248237881","0.0510570122980288","0.0676042373495473","6"
"Other","1991","Employed","higher education","20","","","","6"
"Other","1991","Not Employed","vocational + Abi","1","","","","6"
"Other","1991","Not Employed","higher vocational","1","","","","6"
"Other","1991","Not Employed","in school","2","","","","6"
"Other","1991","Employed","in school","8","","","","6"
"Other","1991","Employed","inadequately","13","","","","6"
"Other","1991","Employed","general elemantary","266","0.212425963152705","0.190798567861576","0.234053358443833","6"
"Other","1991","Not Employed","higher education","1","","","","6"
"Part-time","1991","Employed","higher education","64","0.126421863099293","0.099376297663028","0.153467428535558","2"
"Part-time","1991","Employed","higher vocational","50","0.124998841591064","0.0917471609440616","0.158250522238067","2"
"Part-time","1991","Employed","vocational + Abi","18","","","","2"
"Part-time","1991","Not Employed","general elemantary","8","","","","2"
"Part-time","1991","Not Employed","middle vocational","12","","","","2"
"Part-time","1991","Not Employed","vocational + Abi","","","","","2"
"Part-time","1991","Not Employed","inadequately","3","","","","2"
"Part-time","1991","Not Employed","higher vocational","","","","","2"
"Part-time","1991","Not Employed","in school","","","","","2"
"Part-time","1991","Not Employed","higher education","3","","","","2"
"Part-time","1991","Employed","middle vocational","375","0.123702421102827","0.112171815434609","0.135233026771046","2"
"Part-time","1991","Employed","in school","1","","","","2"
"Part-time","1991","Employed","inadequately","39","0.0931093134929989","0.0633797117056887","0.122838915280309","2"
"Part-time","1991","Employed","general elemantary","171","0.169145023836382","0.149323047648039","0.188967000024726","2"
"Full-time","1992","Not Employed","in school","","","","","1"
"Full-time","1992","Not Employed","inadequately","2","","","","1"
"Full-time","1992","Not Employed","general elemantary","8","","","","1"
"Full-time","1992","Not Employed","middle vocational","30","0.0118590264756259","0.00705680530975549","0.0166612476414962","1"
"Full-time","1992","Not Employed","vocational + Abi","","","","","1"
"Full-time","1992","Not Employed","higher vocational","","","","","1"
"Full-time","1992","Not Employed","higher education","9","","","","1"
"Full-time","1992","Employed","in school","","","","","1"
"Full-time","1992","Employed","inadequately","259","0.732852075495333","0.687017771486412","0.778686379504254","1"
"Full-time","1992","Employed","general elemantary","840","0.505664511576647","0.480571354708298","0.530757668444996","1"
"Full-time","1992","Employed","middle vocational","3497","0.722119578047824","0.709445795518784","0.734793360576864","1"
"Full-time","1992","Employed","vocational + Abi","202","0.682003718710852","0.628031600057132","0.735975837364572","1"
"Full-time","1992","Employed","higher vocational","484","0.806991282516612","0.77538615376099","0.838596411272235","1"
"Full-time","1992","Employed","higher education","1115","0.799070407138859","0.777982944010347","0.820157870267372","1"
"Non-working","1992","Not Employed","in school","158","1","1","1","5"
"Non-working","1992","Not Employed","inadequately","271","0.992462255355009","0.982239700398493","1.00268481031152","5"
"Non-working","1992","Not Employed","general elemantary","1250","0.986881293247614","0.980657666341687","0.993104920153541","5"
"Non-working","1992","Not Employed","middle vocational","1885","0.975949169219436","0.969152645685484","0.982745692753388","5"
"Non-working","1992","Not Employed","vocational + Abi","98","0.975145650117615","0.944784141170636","1.00550715906459","5"
"Non-working","1992","Not Employed","higher vocational","169","0.990392664998161","0.97577240113583","1.00501292886049","5"
"Non-working","1992","Not Employed","higher education","255","0.949250033963867","0.923213992401954","0.975286075525781","5"
"Non-working","1992","Employed","in school","11","","","","5"
"Non-working","1992","Employed","inadequately","54","0.163467121036051","0.125161430813481","0.201772811258621","5"
"Non-working","1992","Employed","general elemantary","172","0.121120453430634","0.104745254222641","0.137495652638627","5"
"Non-working","1992","Employed","middle vocational","616","0.122281927766099","0.113012959939015","0.131550895593183","5"
"Non-working","1992","Employed","vocational + Abi","41","0.141262574299368","0.10089721449051","0.181627934108226","5"
"Non-working","1992","Employed","higher vocational","46","0.060408798077257","0.0413298578227141","0.0794877383317999","5"
"Non-working","1992","Employed","higher education","146","0.0889839144158524","0.0739998843298757","0.103967944501829","5"
"Other","1992","Not Employed","vocational + Abi","1","","","","6"
"Other","1992","Not Employed","general elemantary","21","","","","6"
"Other","1992","Not Employed","middle vocational","21","","","","6"
"Other","1992","Employed","vocational + Abi","19","","","","6"
"Other","1992","Employed","higher vocational","16","","","","6"
"Other","1992","Employed","higher education","22","","","","6"
"Other","1992","Not Employed","inadequately","1","","","","6"
"Other","1992","Employed","middle vocational","185","0.0402035971698776","0.0346459018893709","0.0457612924503843","6"
"Other","1992","Not Employed","higher vocational","2","","","","6"
"Other","1992","Not Employed","in school","","","","","6"
"Other","1992","Not Employed","higher education","5","","","","6"
"Other","1992","Employed","in school","16","","","","6"
"Other","1992","Employed","inadequately","11","","","","6"
"Other","1992","Employed","general elemantary","325","0.21098486263581","0.190507148052714","0.231462577218905","6"
"Part-time","1992","Employed","higher education","104","0.0933536287929212","0.0780429506680579","0.108664306917785","2"
"Part-time","1992","Not Employed","general elemantary","5","","","","2"
"Part-time","1992","Not Employed","middle vocational","16","","","","2"
"Part-time","1992","Employed","higher vocational","53","0.0941400207475261","0.0707542137478568","0.117525827747195","2"
"Part-time","1992","Not Employed","vocational + Abi","2","","","","2"
"Part-time","1992","Not Employed","higher vocational","","","","","2"
"Part-time","1992","Employed","vocational + Abi","24","","","","2"
"Part-time","1992","Not Employed","inadequately","1","","","","2"
"Part-time","1992","Not Employed","in school","","","","","2"
"Part-time","1992","Not Employed","higher education","4","","","","2"
"Part-time","1992","Employed","middle vocational","501","0.115394897016199","0.106355473423241","0.124434320609158","2"
"Part-time","1992","Employed","in school","2","","","","2"
"Part-time","1992","Employed","inadequately","34","0.0661161879209621","0.0403762850304313","0.0918560908114928","2"
"Part-time","1992","Employed","general elemantary","188","0.16223017235691","0.143727206750696","0.180733137963123","2"
