"erwst","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Other","2011","inadequately","Male","19","","",""
"Other","2011","inadequately","Female","25","","",""
"Other","2011","general elemantary","Male","217","0.205812078960604","0.180779171217397","0.230844986703812"
"Other","2011","general elemantary","Female","282","0.109945114971712","0.0964724222563423","0.123417807687082"
"Other","2011","middle vocational","Male","232","0.046895847629861","0.0416295540645599","0.0521621411951622"
"Other","2011","middle vocational","Female","780","0.0911731723714107","0.0847722931475766","0.0975740515952448"
"Other","2011","vocational + Abi","Male","19","","",""
"Other","2011","vocational + Abi","Female","133","0.0792691805605926","0.0647989208085224","0.0937394403126628"
"Other","2011","higher vocational","Male","18","","",""
"Other","2011","higher vocational","Female","47","0.0704165615143725","0.0516370227250326","0.0891961003037123"
"Other","2011","higher education","Male","77","0.027889042181956","0.0221983539930898","0.0335797303708221"
"Other","2011","higher education","Female","157","0.0585048794962704","0.0501191262594815","0.0668906327330594"
"Full-time","2012","in school","Male","1","","",""
"Full-time","2012","in school","Female","","","",""
"Full-time","2012","inadequately","Male","64","0.431404979803565","0.354422192455084","0.508387767152046"
"Full-time","2012","inadequately","Female","13","","",""
"Full-time","2012","general elemantary","Male","357","0.34943374484063","0.320316004673717","0.378551485007543"
"Full-time","2012","general elemantary","Female","170","0.0962111630186267","0.0831929612735024","0.109229364763751"
"Full-time","2012","middle vocational","Male","3397","0.535524106090966","0.52296512060298","0.548083091578953"
"Full-time","2012","middle vocational","Female","1503","0.222279149930734","0.212898111279962","0.231660188581507"
"Full-time","2012","vocational + Abi","Male","495","0.693972934218157","0.659104052730437","0.728841815705877"
"Full-time","2012","vocational + Abi","Female","372","0.381364841210367","0.354961186774605","0.40776849564613"
"Full-time","2012","higher vocational","Male","740","0.634345154453745","0.606202159704222","0.662488149203268"
"Full-time","2012","higher vocational","Female","199","0.347105513061176","0.311585280369165","0.382625745753187"
"Full-time","2012","higher education","Male","1990","0.612809110789569","0.595822824104692","0.629795397474446"
"Full-time","2012","higher education","Female","1135","0.429692660400643","0.411987336624173","0.447397984177112"
"Part-time","2012","in school","Male","3","","",""
"Part-time","2012","in school","Female","3","","",""
"Part-time","2012","inadequately","Male","9","","",""
"Part-time","2012","inadequately","Female","23","","",""
"Part-time","2012","general elemantary","Male","25","","",""
"Part-time","2012","general elemantary","Female","230","0.110326041805266","0.0964948616974432","0.124157221913089"
"Part-time","2012","middle vocational","Male","168","0.0244989300597252","0.0206060511899484","0.0283918089295021"
"Part-time","2012","middle vocational","Female","1811","0.187246257019659","0.178444370758981","0.196048143280337"
"Part-time","2012","vocational + Abi","Male","24","","",""
"Part-time","2012","vocational + Abi","Female","436","0.255793864672727","0.232076408885364","0.279511320460089"
"Part-time","2012","higher vocational","Male","30","0.0190043298955999","0.0110256387222781","0.0269830210689217"
"Part-time","2012","higher vocational","Female","206","0.230056913450558","0.1986539595309","0.261459867370216"
"Part-time","2012","higher education","Male","160","0.0563121710205692","0.0482734197621971","0.0643509222789412"
"Part-time","2012","higher education","Female","808","0.186359177086725","0.17243202936292","0.20028632481053"
"Non-working","2012","in school","Male","344","0.794938322751762","0.757127162378908","0.832749483124616"
"Non-working","2012","in school","Female","363","0.762796116659448","0.724462247629691","0.801129985689205"
"Non-working","2012","inadequately","Male","70","0.435560720135012","0.358491228022419","0.512630212247606"
"Non-working","2012","inadequately","Female","164","0.767976018433981","0.713303306512878","0.822648730355084"
"Non-working","2012","general elemantary","Male","418","0.435254795865918","0.404976771301288","0.465532820430549"
"Non-working","2012","general elemantary","Female","1292","0.677348106419879","0.656709619782577","0.69798659305718"
"Non-working","2012","middle vocational","Male","2216","0.388755748951165","0.376480529570895","0.401030968331436"
"Non-working","2012","middle vocational","Female","3423","0.493955653171212","0.482675163311546","0.505236143030878"
"Non-working","2012","vocational + Abi","Male","131","0.243406705487346","0.21093655181619","0.275876859158503"
"Non-working","2012","vocational + Abi","Female","371","0.278732579618891","0.254359049201678","0.303106110036104"
"Non-working","2012","higher vocational","Male","342","0.334259607210118","0.306694084448087","0.36182512997215"
"Non-working","2012","higher vocational","Female","246","0.377065479381919","0.340903421915389","0.413227536848449"
"Non-working","2012","higher education","Male","914","0.299488991882674","0.283516554573854","0.315461429191493"
"Non-working","2012","higher education","Female","919","0.33792497034816","0.321007548790818","0.354842391905503"
"Other","2012","in school","Male","90","0.190010107368626","0.153270104383395","0.226750110353858"
"Other","2012","in school","Female","107","0.222053597312383","0.184597608578864","0.259509586045901"
"Other","2012","inadequately","Male","16","","",""
"Other","2012","inadequately","Female","29","","",""
"Other","2012","general elemantary","Male","230","0.196714055043105","0.172437768318114","0.220990341768097"
"Other","2012","general elemantary","Female","279","0.116114688756229","0.101971533188738","0.130257844323719"
"Other","2012","middle vocational","Male","277","0.0512212148981433","0.0456699637411951","0.0567724660550915"
"Other","2012","middle vocational","Female","809","0.0965189398783953","0.0898561596462476","0.103181720110543"
"Other","2012","vocational + Abi","Male","21","","",""
"Other","2012","vocational + Abi","Female","121","0.0841087144980147","0.0690211591619536","0.0991962698340758"
"Other","2012","higher vocational","Male","13","","",""
"Other","2012","higher vocational","Female","39","0.0457720941063466","0.0301783647165837","0.0613658234961095"
"Other","2012","higher education","Male","95","0.0313897263071885","0.02530919431041","0.037470258303967"
"Other","2012","higher education","Female","141","0.0460231921644718","0.0385289503494909","0.0535174339794528"
"Full-time","2013","in school","Male","","","",""
"Full-time","2013","in school","Female","1","","",""
"Full-time","2013","inadequately","Male","94","0.341612532884204","0.285355808296721","0.397869257471687"
"Full-time","2013","inadequately","Female","25","","",""
"Full-time","2013","general elemantary","Male","555","0.344784953971288","0.32037964002375","0.369190267918826"
"Full-time","2013","general elemantary","Female","218","0.0896869131443588","0.0781784541805263","0.101195372108191"
"Full-time","2013","middle vocational","Male","3642","0.52221791919641","0.509960117146569","0.534475721246252"
"Full-time","2013","middle vocational","Female","1617","0.216503959694207","0.207393570567179","0.225614348821234"
"Full-time","2013","vocational + Abi","Male","621","0.690287976939364","0.659313399113779","0.721262554764948"
"Full-time","2013","vocational + Abi","Female","445","0.384873930351314","0.360397193470058","0.409350667232569"
"Full-time","2013","higher vocational","Male","711","0.617390738586832","0.588377480255106","0.646403996918558"
"Full-time","2013","higher vocational","Female","188","0.322559208248338","0.286814990227881","0.358303426268795"
"Full-time","2013","higher education","Male","2226","0.620749037864565","0.604556203743536","0.636941871985593"
"Full-time","2013","higher education","Female","1253","0.408654058864162","0.392202776764298","0.425105340964026"
"Part-time","2013","in school","Male","2","","",""
"Part-time","2013","in school","Female","3","","",""
"Part-time","2013","inadequately","Male","21","","",""
"Part-time","2013","inadequately","Female","44","0.112198375684427","0.0796862729796292","0.144710478389226"
"Part-time","2013","general elemantary","Male","47","0.0240753425492138","0.0162046545283622","0.0319460305700654"
"Part-time","2013","general elemantary","Female","274","0.0864656900436442","0.0751458163945894","0.0977855636926989"
"Part-time","2013","middle vocational","Male","184","0.0259300831479223","0.0220300454042761","0.0298301208915684"
"Part-time","2013","middle vocational","Female","1926","0.194751309235348","0.185991577443638","0.203511041027058"
"Part-time","2013","vocational + Abi","Male","36","0.0440812552838193","0.030329799580046","0.0578327109875926"
"Part-time","2013","vocational + Abi","Female","512","0.258640641147246","0.236612645776366","0.280668636518126"
"Part-time","2013","higher vocational","Male","29","","",""
"Part-time","2013","higher vocational","Female","206","0.232110670014546","0.199828533081694","0.264392806947398"
"Part-time","2013","higher education","Male","180","0.048611624420004","0.0414344998999624","0.0557887489400456"
"Part-time","2013","higher education","Female","962","0.217479698240623","0.203674005651791","0.231285390829455"
"Non-working","2013","in school","Male","434","0.843815106330829","0.812995460215434","0.874634752446223"
"Non-working","2013","in school","Female","410","0.730038975006794","0.692664766401788","0.7674131836118"
"Non-working","2013","inadequately","Male","131","0.466130883966077","0.406955905886839","0.525305862045314"
"Non-working","2013","inadequately","Female","244","0.6912285664511","0.643637744923216","0.738819387978984"
"Non-working","2013","general elemantary","Male","513","0.414602043801794","0.389305590479834","0.439898497123755"
"Non-working","2013","general elemantary","Female","1454","0.695313720570917","0.676775241948843","0.713852199192991"
"Non-working","2013","middle vocational","Male","2207","0.395684502287937","0.383684587109988","0.407684417465886"
"Non-working","2013","middle vocational","Female","3407","0.488740429633364","0.477683222103249","0.499797637163478"
"Non-working","2013","vocational + Abi","Male","167","0.22478273905595","0.196818409910496","0.252747068201404"
"Non-working","2013","vocational + Abi","Female","412","0.28589790857942","0.263167991732668","0.308627825426173"
"Non-working","2013","higher vocational","Male","320","0.346184861891989","0.317784738106971","0.374584985677007"
"Non-working","2013","higher vocational","Female","223","0.397012057663356","0.359599140821961","0.434424974504752"
"Non-working","2013","higher education","Male","942","0.298105828823534","0.282839924166415","0.313371733480654"
"Non-working","2013","higher education","Female","988","0.312787866351655","0.297272165799751","0.328303566903559"
"Other","2013","in school","Male","97","0.149501332064014","0.119229142344056","0.179773521783973"
"Other","2013","in school","Female","128","0.266435708181498","0.229216789300776","0.303654627062221"
"Other","2013","inadequately","Male","27","","",""
"Other","2013","inadequately","Female","49","0.132648057799908","0.0977065267162167","0.167589588883599"
"Other","2013","general elemantary","Male","342","0.216537659677703","0.195388452225265","0.237686867130142"
"Other","2013","general elemantary","Female","422","0.12853367624108","0.115053641508905","0.142013710973255"
"Other","2013","middle vocational","Male","346","0.0561674953677306","0.0505173218667726","0.0618176688686885"
"Other","2013","middle vocational","Female","901","0.100004301437082","0.0933681672452029","0.106640435628961"
"Other","2013","vocational + Abi","Male","32","0.0408480287208673","0.0275881219088301","0.0541079355329045"
"Other","2013","vocational + Abi","Female","149","0.0705875199220196","0.0577026387765331","0.0834724010675061"
"Other","2013","higher vocational","Male","18","","",""
"Other","2013","higher vocational","Female","40","0.0483180640737596","0.0319210004464512","0.064715127701068"
"Other","2013","higher education","Male","101","0.0325335088918972","0.026612647244997","0.0384543705387975"
"Other","2013","higher education","Female","227","0.0610783765435599","0.0530641900574846","0.0690925630296352"
"Full-time","2014","in school","Male","","","",""
"Full-time","2014","in school","Female","","","",""
"Full-time","2014","inadequately","Male","68","0.294014350138279","0.232829980507365","0.355198719769193"
"Full-time","2014","inadequately","Female","19","","",""
"Full-time","2014","general elemantary","Male","471","0.345038440254913","0.31884186762821","0.371235012881617"
"Full-time","2014","general elemantary","Female","177","0.0868548552616423","0.0744471304865217","0.0992625800367629"
"Full-time","2014","middle vocational","Male","3155","0.515692215077682","0.502705893983637","0.528678536171727"
"Full-time","2014","middle vocational","Female","1412","0.207660428928759","0.198110883744027","0.217209974113491"
"Full-time","2014","vocational + Abi","Male","544","0.678757181317404","0.645449181937801","0.712065180697006"
"Full-time","2014","vocational + Abi","Female","396","0.383676675908679","0.357273091747287","0.41008026007007"
"Full-time","2014","higher vocational","Male","639","0.615816936835872","0.585472125845889","0.646161747825855"
"Full-time","2014","higher vocational","Female","178","0.311569288568284","0.274906516972364","0.348232060164204"
"Full-time","2014","higher education","Male","1933","0.612029991056161","0.594898584746008","0.629161397366313"
"Full-time","2014","higher education","Female","1143","0.414114623753897","0.396869543985001","0.431359703522793"
"Part-time","2014","in school","Male","1","","",""
"Part-time","2014","in school","Female","2","","",""
"Part-time","2014","inadequately","Male","15","","",""
"Part-time","2014","inadequately","Female","25","","",""
"Part-time","2014","general elemantary","Male","44","0.0399928427839252","0.0291951441600321","0.0507905414078184"
"Part-time","2014","general elemantary","Female","228","0.102462989175528","0.0891021145798159","0.11582386377124"
"Part-time","2014","middle vocational","Male","162","0.0309548460518571","0.0264542870938534","0.0354554050098608"
"Part-time","2014","middle vocational","Female","1684","0.197198310363696","0.187831194863652","0.206565425863739"
"Part-time","2014","vocational + Abi","Male","42","0.0638675959595185","0.0464261077362374","0.0813090841827995"
"Part-time","2014","vocational + Abi","Female","441","0.274511542486056","0.250280536670724","0.298742548301388"
"Part-time","2014","higher vocational","Male","22","","",""
"Part-time","2014","higher vocational","Female","184","0.238700348613334","0.20495435687447","0.272446340352197"
"Part-time","2014","higher education","Male","166","0.0534236153640017","0.0455177019044689","0.0613295288235345"
"Part-time","2014","higher education","Female","859","0.199400272100986","0.185411835226737","0.213388708975235"
"Non-working","2014","in school","Male","348","0.851877821204278","0.818145828864971","0.885609813543585"
"Non-working","2014","in school","Female","349","0.771453470252429","0.732913812480233","0.809993128024626"
"Non-working","2014","inadequately","Male","109","0.505345508141817","0.438202085950712","0.572488930332921"
"Non-working","2014","inadequately","Female","207","0.73542777786608","0.684920214412592","0.785935341319568"
"Non-working","2014","general elemantary","Male","479","0.414587430199637","0.387439175486929","0.441735684912344"
"Non-working","2014","general elemantary","Female","1208","0.665602444939066","0.644816766950247","0.686388122927884"
"Non-working","2014","middle vocational","Male","2013","0.389407407406987","0.376736491925207","0.402078322888767"
"Non-working","2014","middle vocational","Female","3008","0.493064818388309","0.481294766820441","0.504834869956177"
"Non-working","2014","vocational + Abi","Male","134","0.204603587639799","0.175828076191979","0.233379099087619"
"Non-working","2014","vocational + Abi","Female","338","0.27275492575543","0.248572348797171","0.29693750271369"
"Non-working","2014","higher vocational","Male","306","0.348934200537442","0.319198804631769","0.378669596443115"
"Non-working","2014","higher vocational","Female","205","0.386948989156505","0.348392896220467","0.425505082092543"
"Non-working","2014","higher education","Male","904","0.29958273695877","0.283478342529042","0.315687131388499"
"Non-working","2014","higher education","Female","937","0.322642590557198","0.30627561680712","0.339009564307276"
"Other","2014","in school","Male","77","0.147373438196119","0.113712026282065","0.181034850110173"
"Other","2014","in school","Female","105","0.214737667884363","0.177047578401317","0.252427757367409"
"Other","2014","inadequately","Male","21","","",""
"Other","2014","inadequately","Female","42","0.144708762330909","0.104426049830549","0.184991474831268"
"Other","2014","general elemantary","Male","271","0.200381286761525","0.178322943869814","0.222439629653236"
"Other","2014","general elemantary","Female","366","0.145079710623764","0.129563297066226","0.160596124181303"
"Other","2014","middle vocational","Male","359","0.0639455314634737","0.0575880400077117","0.0703030229192356"
"Other","2014","middle vocational","Female","827","0.102076442319236","0.0949490184517447","0.109203866186728"
"Other","2014","vocational + Abi","Male","35","0.0527716350832789","0.0368237815716028","0.068719488594955"
"Other","2014","vocational + Abi","Female","128","0.0690568558498351","0.0552898067065915","0.0828239049930787"
"Other","2014","higher vocational","Male","20","","",""
"Other","2014","higher vocational","Female","46","0.0627813736618779","0.0435790530643348","0.0819836942594209"
"Other","2014","higher education","Male","105","0.0349636566210675","0.0285058082485345","0.0414215049936004"
"Other","2014","higher education","Female","195","0.0638425135879191","0.0552834147582366","0.0724016124176017"
"Full-time","2015","in school","Male","","","",""
"Full-time","2015","in school","Female","2","","",""
"Full-time","2015","inadequately","Male","79","0.310336996845028","0.249342985637818","0.371331008052238"
"Full-time","2015","inadequately","Female","20","","",""
"Full-time","2015","general elemantary","Male","474","0.350626802400222","0.324269257121265","0.376984347679179"
"Full-time","2015","general elemantary","Female","151","0.0866002115524463","0.0738324410769352","0.0993679820279574"
"Full-time","2015","middle vocational","Male","3031","0.515847734170438","0.502657076238049","0.529038392102828"
"Full-time","2015","middle vocational","Female","1378","0.214127672144386","0.204330704197554","0.223924640091218"
"Full-time","2015","vocational + Abi","Male","595","0.678660068356847","0.646638281718026","0.710681854995669"
"Full-time","2015","vocational + Abi","Female","391","0.348574936527346","0.323183954201213","0.373965918853479"
"Full-time","2015","higher vocational","Male","611","0.611676988657323","0.580717965320696","0.642636011993951"
"Full-time","2015","higher vocational","Female","174","0.336375568600882","0.298219479945754","0.374531657256011"
"Full-time","2015","higher education","Male","1964","0.596427521696211","0.579473912448409","0.613381130944013"
"Full-time","2015","higher education","Female","1162","0.408238094922809","0.39131398442587","0.425162205419747"
"Part-time","2015","in school","Male","1","","",""
"Part-time","2015","in school","Female","","","",""
"Part-time","2015","inadequately","Male","21","","",""
"Part-time","2015","inadequately","Female","36","0.094198647858017","0.0620429990594202","0.126354296656614"
"Part-time","2015","general elemantary","Male","46","0.0357002315308965","0.0254513429083663","0.0459491201534268"
"Part-time","2015","general elemantary","Female","231","0.109407407193442","0.095236813713575","0.123578000673308"
"Part-time","2015","middle vocational","Male","174","0.0282576655121188","0.0238838706319996","0.0326314603922381"
"Part-time","2015","middle vocational","Female","1632","0.201082151849824","0.191509833914803","0.210654469784846"
"Part-time","2015","vocational + Abi","Male","34","0.0479691447917842","0.0333155707633329","0.0626227188202354"
"Part-time","2015","vocational + Abi","Female","466","0.281417607198793","0.257456156304604","0.305379058092981"
"Part-time","2015","higher vocational","Male","28","","",""
"Part-time","2015","higher vocational","Female","176","0.244376754147877","0.209673272750458","0.279080235545297"
"Part-time","2015","higher education","Male","183","0.0576620031112386","0.0496069061091434","0.0657171001133338"
"Part-time","2015","higher education","Female","894","0.227718463969852","0.213278618864844","0.242158309074859"
"Non-working","2015","in school","Male","279","0.774538938881255","0.731068771151618","0.818009106610892"
"Non-working","2015","in school","Female","315","0.746001133358343","0.704518765315219","0.787483501401466"
"Non-working","2015","inadequately","Male","106","0.479543449134213","0.413677921512547","0.545408976755879"
"Non-working","2015","inadequately","Female","223","0.694859624359264","0.644170260986556","0.745548987731972"
"Non-working","2015","general elemantary","Male","467","0.407440121971518","0.380298659593316","0.43458158434972"
"Non-working","2015","general elemantary","Female","1165","0.672936542687685","0.651639063381609","0.694234021993762"
"Non-working","2015","middle vocational","Male","1984","0.393741328721706","0.380845501878633","0.40663715556478"
"Non-working","2015","middle vocational","Female","2971","0.482164352921442","0.470230716222612","0.494097989620272"
"Non-working","2015","vocational + Abi","Male","151","0.204291013826926","0.17664459863419","0.231937429019662"
"Non-working","2015","vocational + Abi","Female","377","0.30815688582628","0.283553836211703","0.332759935440857"
"Non-working","2015","higher vocational","Male","297","0.348827794660574","0.318552869001439","0.379102720319709"
"Non-working","2015","higher vocational","Female","200","0.368781091978094","0.329816981470289","0.4077452024859"
"Non-working","2015","higher education","Male","954","0.308366247936572","0.292407674432735","0.324324821440409"
"Non-working","2015","higher education","Female","974","0.309506016499929","0.293587958486368","0.325424074513491"
"Other","2015","in school","Male","75","0.223857847168531","0.18049770361343","0.267217990723633"
"Other","2015","in school","Female","106","0.252247816486209","0.210860195809413","0.293635437163005"
"Other","2015","inadequately","Male","15","","",""
"Other","2015","inadequately","Female","38","0.143552453977398","0.104953622693178","0.182151285261618"
"Other","2015","general elemantary","Male","272","0.206232844097363","0.183883709865458","0.228581978329269"
"Other","2015","general elemantary","Female","317","0.131055838566427","0.115736173918536","0.146375503214318"
"Other","2015","middle vocational","Male","325","0.0621532715957363","0.055780730558147","0.0685258126333256"
"Other","2015","middle vocational","Female","754","0.102625823084348","0.0953782199917694","0.109873426176926"
"Other","2015","vocational + Abi","Male","37","0.0690797730244425","0.0516910076709407","0.0864685383779443"
"Other","2015","vocational + Abi","Female","119","0.0618505704475813","0.0490152399188727","0.0746859009762899"
"Other","2015","higher vocational","Male","16","","",""
"Other","2015","higher vocational","Female","39","0.0504665852731462","0.0327879990979205","0.0681451714483719"
"Other","2015","higher education","Male","116","0.0375442272559789","0.0309754499844628","0.0441130045274949"
"Other","2015","higher education","Female","210","0.0545374246074106","0.0467185352057768","0.0623563140090445"
"Full-time","2016","in school","Male","1","","",""
"Full-time","2016","in school","Female","","","",""
"Full-time","2016","inadequately","Male","101","0.301021836240548","0.274157885388532","0.327885787092563"
"Full-time","2016","inadequately","Female","19","","",""
"Full-time","2016","general elemantary","Male","397","0.303991345141683","0.281592351145651","0.326390339137715"
"Full-time","2016","general elemantary","Female","140","0.0960965559888545","0.0830621188638022","0.109130993113907"
"Full-time","2016","middle vocational","Male","2728","0.520646201885874","0.507426561899284","0.533865841872463"
"Full-time","2016","middle vocational","Female","1297","0.218913741300679","0.208768656034685","0.229058826566672"
"Full-time","2016","vocational + Abi","Male","556","0.691505562666421","0.660196759950673","0.722814365382169"
"Full-time","2016","vocational + Abi","Female","388","0.375193603326077","0.348944725375564","0.40144248127659"
"Full-time","2016","higher vocational","Male","546","0.623664604295542","0.59134204245137","0.655987166139715"
"Full-time","2016","higher vocational","Female","168","0.354258186579003","0.314322450490988","0.394193922667019"
"Full-time","2016","higher education","Male","1786","0.581616405253858","0.565122360792861","0.598110449714854"
"Full-time","2016","higher education","Female","1091","0.413891774355179","0.396971597407821","0.430811951302538"
"Part-time","2016","in school","Male","1","","",""
"Part-time","2016","in school","Female","","","",""
"Part-time","2016","inadequately","Male","40","0.078505457538535","0.0627534689704493","0.0942574461066207"
"Part-time","2016","inadequately","Female","32","0.0863288923793595","0.0681710866351702","0.104486698123549"
"Part-time","2016","general elemantary","Male","61","0.0346741159547165","0.0257650893048441","0.0435831426045888"
"Part-time","2016","general elemantary","Female","213","0.118590335909727","0.104291821977455","0.132888849841999"
"Part-time","2016","middle vocational","Male","188","0.0328328345217325","0.0281173627390883","0.0375483063043766"
"Part-time","2016","middle vocational","Female","1539","0.208720796823067","0.198750285549333","0.218691308096801"
"Part-time","2016","vocational + Abi","Male","43","0.055564104299834","0.0400356455105756","0.0710925630890925"
"Part-time","2016","vocational + Abi","Female","462","0.281793173524346","0.25740381961965","0.306182527429043"
"Part-time","2016","higher vocational","Male","23","","",""
"Part-time","2016","higher vocational","Female","169","0.249736585196382","0.213593912834413","0.285879257558352"
"Part-time","2016","higher education","Male","200","0.0722354223035925","0.0635794568394455","0.0808913877677394"
"Part-time","2016","higher education","Female","842","0.21501026303047","0.200896780851884","0.229123745209056"
"Non-working","2016","in school","Male","297","0.876462294730178","0.842135984585471","0.910788604874885"
"Non-working","2016","in school","Female","318","0.805117307040005","0.765955021178676","0.844279592901334"
"Non-working","2016","inadequately","Male","908","0.536379335715148","0.507174384092562","0.565584287337733"
"Non-working","2016","inadequately","Female","826","0.757673590464678","0.729970272672021","0.785376908257334"
"Non-working","2016","general elemantary","Male","881","0.447799822884711","0.423585026960326","0.472014618809097"
"Non-working","2016","general elemantary","Female","1315","0.673048553251723","0.652302180408811","0.693794926094636"
"Non-working","2016","middle vocational","Male","2239","0.385992963614224","0.373110570216129","0.398875357012319"
"Non-working","2016","middle vocational","Female","2847","0.46910523199108","0.456861634262357","0.481348829719804"
"Non-working","2016","vocational + Abi","Male","195","0.200639243586303","0.173492089693286","0.227786397479319"
"Non-working","2016","vocational + Abi","Female","353","0.275909426559261","0.2516773845431","0.300141468575422"
"Non-working","2016","higher vocational","Male","276","0.332579054920305","0.301145749207912","0.364012360632698"
"Non-working","2016","higher vocational","Female","176","0.342538902980478","0.302914541869079","0.382163264091877"
"Non-working","2016","higher education","Male","1312","0.312293300823633","0.296797840764356","0.32778876088291"
"Non-working","2016","higher education","Female","1144","0.321412815635466","0.305369023894013","0.337456607376919"
"Other","2016","in school","Male","54","0.119364359292627","0.0855425993296725","0.153186119255582"
"Other","2016","in school","Female","75","0.194882692959995","0.155720407098666","0.234044978821324"
"Other","2016","inadequately","Male","71","0.0840933705057697","0.0678399204627148","0.100346820548825"
"Other","2016","inadequately","Female","42","0.0989494732612959","0.0796443912419951","0.118254555280597"
"Other","2016","general elemantary","Male","281","0.213534716018889","0.193579124385835","0.233490307651943"
"Other","2016","general elemantary","Female","296","0.112264554849695","0.0983027855073918","0.126226324191999"
"Other","2016","middle vocational","Male","331","0.0605279999781702","0.0542178414249661","0.0668381585313744"
"Other","2016","middle vocational","Female","699","0.103260229885174","0.0957945485190687","0.110725911251279"
"Other","2016","vocational + Abi","Male","42","0.0522910894474424","0.037200844848181","0.0673813340467039"
"Other","2016","vocational + Abi","Female","104","0.0671037965903149","0.0535393991506427","0.0806681940299871"
"Other","2016","higher vocational","Male","18","","",""
"Other","2016","higher vocational","Female","38","0.0534663252441361","0.034682653318156","0.0722499971701163"
"Other","2016","higher education","Male","138","0.0338548716189168","0.0278076862265952","0.0399020570112384"
"Other","2016","higher education","Female","178","0.049685146978885","0.0422203217777833","0.0571499721799868"
"Full-time","2017","in school","Male","1","","",""
"Full-time","2017","in school","Female","1","","",""
"Full-time","2017","inadequately","Male","166","0.312807616298356","0.28886928193661","0.336745950660103"
"Full-time","2017","inadequately","Female","22","","",""
"Full-time","2017","general elemantary","Male","507","0.348276455294099","0.326436398740518","0.370116511847681"
"Full-time","2017","general elemantary","Female","176","0.101053286411256","0.088407002912009","0.113699569910503"
"Full-time","2017","middle vocational","Male","3109","0.521165293976871","0.50857954153229","0.533751046421452"
"Full-time","2017","middle vocational","Female","1498","0.225798142395949","0.216001450699517","0.235594834092381"
"Full-time","2017","vocational + Abi","Male","592","0.651469226869673","0.620424251527376","0.68251420221197"
"Full-time","2017","vocational + Abi","Female","441","0.343639838019454","0.319237049628589","0.36804262641032"
"Full-time","2017","higher vocational","Male","613","0.625973788575407","0.595188439806141","0.656759137344673"
"Full-time","2017","higher vocational","Female","194","0.349618770600543","0.311367814463679","0.387869726737407"
"Full-time","2017","higher education","Male","2124","0.609931675205425","0.59460174929246","0.625261601118389"
"Full-time","2017","higher education","Female","1209","0.401145779452667","0.385124016031103","0.417167542874231"
"Part-time","2017","in school","Male","","","",""
"Part-time","2017","in school","Female","1","","",""
"Part-time","2017","inadequately","Male","63","0.0486422571531589","0.0375353053106224","0.0597492089956954"
"Part-time","2017","inadequately","Female","42","0.0806867112685417","0.0654970745113381","0.0958763480257452"
"Part-time","2017","general elemantary","Male","56","0.0173060403747415","0.0113278740353255","0.0232842067141574"
"Part-time","2017","general elemantary","Female","257","0.123980956165985","0.110153095897864","0.137808816434106"
"Part-time","2017","middle vocational","Male","223","0.0355416337260542","0.0308770910887166","0.0402061763633919"
"Part-time","2017","middle vocational","Female","1728","0.206510514877563","0.197025591500015","0.215995438255111"
"Part-time","2017","vocational + Abi","Male","54","0.061217955217212","0.0455992294945864","0.0768366809398376"
"Part-time","2017","vocational + Abi","Female","505","0.303167213765474","0.279550362273528","0.32678406525742"
"Part-time","2017","higher vocational","Male","31","0.0239581008148301","0.0142289393833646","0.0336872622462956"
"Part-time","2017","higher vocational","Female","191","0.274266850543508","0.238478962864312","0.310054738222704"
"Part-time","2017","higher education","Male","230","0.0616569690594271","0.0540973306702721","0.0692166074485822"
"Part-time","2017","higher education","Female","957","0.224342772835917","0.210706690746211","0.237978854925624"
"Non-working","2017","in school","Male","336","0.859676075157455","0.825293504875011","0.8940586454399"
"Non-working","2017","in school","Female","341","0.788715360751933","0.750265191617846","0.82716552988602"
"Non-working","2017","inadequately","Male","1119","0.564927485709551","0.539330237658212","0.59052473376089"
"Non-working","2017","inadequately","Female","1117","0.74954436741744","0.725379818848866","0.773708915986015"
"Non-working","2017","general elemantary","Male","959","0.432737501487195","0.410025035042706","0.455449967931684"
"Non-working","2017","general elemantary","Female","1439","0.640830644737209","0.620700727409459","0.660960562064958"
"Non-working","2017","middle vocational","Male","2296","0.377875865217272","0.365660351562231","0.390091378872313"
"Non-working","2017","middle vocational","Female","3037","0.466618139505604","0.454928743169998","0.47830753584121"
"Non-working","2017","vocational + Abi","Male","208","0.228691637166621","0.201328684242203","0.256054590091039"
"Non-working","2017","vocational + Abi","Female","391","0.287059380986347","0.263814402648444","0.310304359324251"
"Non-working","2017","higher vocational","Male","288","0.32962271616912","0.299715003718767","0.359530428619473"
"Non-working","2017","higher vocational","Female","188","0.342454824826794","0.30438986569649","0.380519783957098"
"Non-working","2017","higher education","Male","1387","0.292234398433494","0.277940867939508","0.306527928927481"
"Non-working","2017","higher education","Female","1223","0.309464187975579","0.2943530578224","0.324575318128758"
"Other","2017","in school","Male","55","0.140037511126929","0.105684326517925","0.174390695735934"
"Other","2017","in school","Female","90","0.201046498948833","0.163296829575381","0.238796168322284"
"Other","2017","inadequately","Male","93","0.073622640838934","0.0601387334036773","0.0871065482741908"
"Other","2017","inadequately","Female","54","0.102269940028661","0.0853709209360383","0.119168959121284"
"Other","2017","general elemantary","Male","306","0.201680002843964","0.18328584458409","0.220074161103838"
