"erwst","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence"
"Full-time","2011","Part Time","Urban Area","884","0.195301417752821","0.184296550054957","0.206306285450685"
"Non-working","2011","Full Time","Rural Area","114","0.0304979926667851","0.0250379556466291","0.0359580296869412"
"Non-working","2011","Full Time","Urban Area","192","0.028351918658527","0.0244168136174818","0.0322870236995721"
"Non-working","2011","Not Working","Rural Area","3533","0.957906626547841","0.951484016189908","0.964329236905775"
"Non-working","2011","Not Working","Urban Area","6569","0.96527292308522","0.96096415890955","0.96958168726089"
"Non-working","2011","Part Time","Rural Area","540","0.213274276960873","0.197800672985999","0.228747880935747"
"Non-working","2011","Part Time","Urban Area","985","0.228981576243004","0.217317558868408","0.240645593617601"
"Other","2011","Full Time","Rural Area","197","0.0637298406138046","0.0559734868242752","0.071486194403334"
"Other","2011","Full Time","Urban Area","260","0.0432554979671978","0.0384323648396066","0.0480786310947891"
"Other","2011","Not Working","Rural Area","136","0.0234481626070321","0.0186081646350014","0.0282881605790627"
"Other","2011","Not Working","Urban Area","209","0.0206276182645877","0.0172826498745448","0.0239725866546307"
"Other","2011","Part Time","Rural Area","542","0.224976169660182","0.209202368911031","0.240749970409334"
"Other","2011","Part Time","Urban Area","966","0.211679709016055","0.200339880757227","0.223019537274883"
"Part-time","2011","Full Time","Rural Area","169","0.0394155026107291","0.0332369475067266","0.0455940577147316"
"Part-time","2011","Full Time","Urban Area","374","0.0435092850346292","0.0386726651565199","0.0483459049127385"
"Part-time","2011","Not Working","Rural Area","53","0.00719856168666564","0.00449462085213806","0.00990250252119321"
"Part-time","2011","Not Working","Urban Area","105","0.00666487546852533","0.0047500135397725","0.00857973739727815"
"Part-time","2011","Part Time","Rural Area","1090","0.361071929962463","0.342927914341642","0.379215945583283"
"Part-time","2011","Part Time","Urban Area","2150","0.36403729698812","0.350680440077621","0.377394153898619"
"Full-time","2012","Full Time","Rural Area","3321","0.862566158980824","0.851670541652638","0.87346177630901"
"Full-time","2012","Full Time","Urban Area","5806","0.884387938886679","0.876677680807645","0.892098196965714"
"Full-time","2012","Not Working","Rural Area","65","0.0150979641020431","0.0111887977287711","0.0190071304753152"
"Full-time","2012","Not Working","Urban Area","103","0.0152890668598534","0.0123333422598769","0.01824479145983"
"Full-time","2012","Part Time","Rural Area","407","0.15276947962231","0.138900742603015","0.166638216641605"
"Full-time","2012","Part Time","Urban Area","798","0.194921210158875","0.183817021943233","0.206025398374516"
"Non-working","2012","Full Time","Rural Area","113","0.029172670180651","0.0238470783270685","0.0344982620342334"
"Non-working","2012","Full Time","Urban Area","182","0.0280987090207171","0.0241139670830771","0.0320834509583571"
"Non-working","2012","Not Working","Rural Area","3497","0.960989247687682","0.95478227449726","0.967196220878105"
"Non-working","2012","Not Working","Urban Area","6219","0.958254187551464","0.953436197288045","0.963072177814884"
"Non-working","2012","Part Time","Rural Area","516","0.230161611116089","0.21393476776207","0.246388454470108"
"Non-working","2012","Part Time","Urban Area","893","0.208277677314681","0.196894961837349","0.219660392792014"
"Other","2012","Full Time","Rural Area","202","0.0604489017885548","0.0529073068670468","0.0679904967100628"
"Other","2012","Full Time","Urban Area","246","0.0426899804919873","0.0378154227639264","0.0475645382200482"
"Other","2012","Not Working","Rural Area","125","0.0168441610838404","0.0127187776819314","0.0209695444857493"
"Other","2012","Not Working","Urban Area","208","0.0193202506019245","0.0160044448722674","0.0226360563315815"
"Other","2012","Part Time","Rural Area","555","0.222877226063043","0.206833860389372","0.238920591736715"
"Other","2012","Part Time","Urban Area","1066","0.234036326775611","0.222168155763568","0.245904497787654"
"Part-time","2012","Full Time","Rural Area","200","0.0478122690499707","0.0410601551493137","0.0545643829506277"
"Part-time","2012","Full Time","Urban Area","373","0.0448233716006164","0.0398340667350241","0.0498126764662086"
"Part-time","2012","Not Working","Rural Area","51","0.00706862712643412","0.00438293889881364","0.00975431535405459"
"Part-time","2012","Not Working","Urban Area","90","0.00713649498675786","0.00510878260742848","0.00916420736608723"
"Part-time","2012","Part Time","Rural Area","1107","0.394191683198558","0.375353493690798","0.413029872706318"
"Part-time","2012","Part Time","Urban Area","2132","0.362764785750833","0.349287559556493","0.376242011945173"
"Full-time","2013","Full Time","Rural Area","2994","0.855850743448448","0.844239181435982","0.867462305460913"
"Full-time","2013","Full Time","Urban Area","5423","0.878423727572334","0.870299090587658","0.886548364557011"
"Full-time","2013","Not Working","Rural Area","539","0.058292682100469","0.051458536842538","0.0651268273584"
"Full-time","2013","Not Working","Urban Area","1624","0.0956734949975424","0.089875840753601","0.101471149241484"
"Full-time","2013","Part Time","Rural Area","396","0.175137266357235","0.16032682655244","0.189947706162029"
"Full-time","2013","Part Time","Urban Area","705","0.174951920418947","0.164034319279233","0.185869521558661"
"Non-working","2013","Full Time","Rural Area","120","0.0423844841790219","0.0357243272164455","0.0490446411415983"
"Non-working","2013","Full Time","Urban Area","164","0.0251655349454959","0.0212715340644627","0.0290595358265291"
"Non-working","2013","Not Working","Rural Area","3586","0.899913191671329","0.891159163439757","0.9086672199029"
"Non-working","2013","Not Working","Urban Area","6965","0.828988089604804","0.821566769116938","0.83640941009267"
"Non-working","2013","Part Time","Rural Area","463","0.197818770977439","0.182296408253236","0.213341133701642"
"Non-working","2013","Part Time","Urban Area","828","0.198351062903777","0.186892303135963","0.209809822671592"
"Other","2013","Full Time","Rural Area","191","0.0521420674242858","0.0447926794517474","0.0594914553968242"
"Other","2013","Full Time","Urban Area","261","0.0457501198526927","0.0405554888921083","0.0509447508132771"
"Other","2013","Not Working","Rural Area","244","0.028614571611362","0.0237515227838484","0.0334776204388755"
"Other","2013","Not Working","Urban Area","705","0.0444254767303241","0.0403643906802253","0.0484865627804229"
"Other","2013","Part Time","Rural Area","549","0.225965562866932","0.209669259497006","0.242261866236858"
"Other","2013","Part Time","Urban Area","1096","0.249769707406803","0.237330422396668","0.262208992416939"
"Part-time","2013","Full Time","Rural Area","210","0.0496227049482447","0.04244354433526","0.0568018655612295"
"Part-time","2013","Full Time","Urban Area","367","0.0506606176294771","0.0452083958486579","0.0561128394102962"
"Part-time","2013","Not Working","Rural Area","146","0.0131795546168404","0.00985304601966563","0.0165060632140151"
"Part-time","2013","Not Working","Urban Area","594","0.0309129386673296","0.0275014384298464","0.0343244389048128"
"Part-time","2013","Part Time","Rural Area","1122","0.401078399798394","0.381980418868748","0.42017638072804"
"Part-time","2013","Part Time","Urban Area","2023","0.376927309270472","0.363001309028375","0.39085330951257"
"Full-time","2014","Full Time","Rural Area","3033","0.858228547451889","0.846711901551172","0.869745193352607"
"Full-time","2014","Full Time","Urban Area","5787","0.880446249939301","0.872689201916206","0.888203297962397"
"Full-time","2014","Not Working","Rural Area","79","0.0179407301964193","0.013528104249812","0.0223533561430265"
"Full-time","2014","Not Working","Urban Area","159","0.0184089276123888","0.0151377382372379","0.0216801169875397"
"Full-time","2014","Part Time","Rural Area","397","0.165985907686234","0.151418580958894","0.180553234413574"
"Full-time","2014","Part Time","Urban Area","789","0.168531197799484","0.158224114833376","0.178838280765593"
"Non-working","2014","Full Time","Rural Area","101","0.0251028014495755","0.0199377976197786","0.0302678052793724"
"Non-working","2014","Full Time","Urban Area","203","0.0254181262871373","0.0216550381879886","0.029181214386286"
"Non-working","2014","Not Working","Rural Area","3196","0.94772987109097","0.940330798684424","0.955128943497515"
"Non-working","2014","Not Working","Urban Area","5956","0.945538893435363","0.940016732345501","0.951061054525225"
"Non-working","2014","Part Time","Rural Area","436","0.191875384797791","0.176458154589193","0.207292615006388"
"Non-working","2014","Part Time","Urban Area","944","0.205880498644027","0.194747217527152","0.217013779760902"
"Other","2014","Full Time","Rural Area","188","0.0579613988221149","0.05024643454228","0.0656763631019498"
"Other","2014","Full Time","Urban Area","339","0.0484612956544792","0.0433270789643847","0.0535955123445738"
"Other","2014","Not Working","Rural Area","153","0.0262985694182842","0.0209788690249228","0.0316182698116456"
"Other","2014","Not Working","Urban Area","270","0.0250035106422275","0.0212039956432145","0.0288030256412404"
"Other","2014","Part Time","Rural Area","620","0.263268568603305","0.246025614860869","0.280511522345742"
"Other","2014","Part Time","Urban Area","1221","0.250095648012317","0.238171464720983","0.262019831303651"
"Part-time","2014","Full Time","Rural Area","202","0.0587072522764203","0.0509458825094287","0.0664686220434118"
"Part-time","2014","Full Time","Urban Area","391","0.0456743281190819","0.040682635415955","0.0506660208222088"
"Part-time","2014","Not Working","Rural Area","48","0.00803082929432692","0.00506369302772159","0.0109979655609322"
"Part-time","2014","Not Working","Urban Area","102","0.0110486683100209","0.00850495261402066","0.0135923840060211"
"Part-time","2014","Part Time","Rural Area","1053","0.37887013891267","0.359877122190351","0.39786315563499"
"Part-time","2014","Part Time","Urban Area","2113","0.375492655544172","0.362159217802292","0.388826093286052"
"Full-time","2015","Full Time","Rural Area","2818","0.862062259902839","0.850289850442807","0.87383466936287"
"Full-time","2015","Full Time","Urban Area","5338","0.869538394631546","0.861173518200329","0.877903271062763"
"Full-time","2015","Not Working","Rural Area","266","0.0305857239729964","0.0249910967896392","0.0361803511563537"
"Full-time","2015","Not Working","Urban Area","610","0.0383862730172068","0.0339515269250465","0.042821019109367"
"Full-time","2015","Part Time","Rural Area","377","0.159437444366047","0.144929694914702","0.173945193817392"
"Full-time","2015","Part Time","Urban Area","720","0.178863845833373","0.167899273844472","0.189828417822275"
"Non-working","2015","Full Time","Rural Area","85","0.0223158526117148","0.0172731829577097","0.0273585222657199"
"Non-working","2015","Full Time","Urban Area","202","0.0304244062348014","0.0261588498988522","0.0346899625707505"
"Non-working","2015","Not Working","Rural Area","3130","0.928736346064211","0.920377673220209","0.937095018908214"
"Non-working","2015","Not Working","Urban Area","5999","0.91420588437659","0.907741439808937","0.920670328944242"
"Non-working","2015","Part Time","Rural Area","463","0.196670875336378","0.180918841126382","0.212422909546374"
"Non-working","2015","Part Time","Urban Area","880","0.192163859844545","0.180891358136068","0.203436361553023"
"Other","2015","Full Time","Rural Area","193","0.0609790344563667","0.0528097803390464","0.069148288573687"
"Other","2015","Full Time","Urban Area","285","0.0451868486597302","0.0400281636273497","0.0503455336921106"
"Other","2015","Not Working","Rural Area","178","0.0324123684911143","0.0266585308744194","0.0381662061078092"
"Other","2015","Not Working","Urban Area","402","0.0345483682523406","0.0303327673464402","0.038763969158241"
"Other","2015","Part Time","Rural Area","558","0.241029319692693","0.224079413395229","0.257979225990156"
"Other","2015","Part Time","Urban Area","1048","0.238432018061226","0.226240453587117","0.250623582535336"
"Part-time","2015","Full Time","Rural Area","200","0.0546428530290798","0.0468836140359832","0.0624020920221764"
"Part-time","2015","Full Time","Urban Area","403","0.0548503504739223","0.0491955956292258","0.0605051053186188"
"Part-time","2015","Not Working","Rural Area","65","0.00826556147167779","0.00532391186554625","0.0112072110778093"
"Part-time","2015","Not Working","Urban Area","199","0.0128594743538629","0.0102588264511009","0.0154601222566248"
"Part-time","2015","Part Time","Rural Area","1048","0.402862360604882","0.383425083116614","0.42229963809315"
"Part-time","2015","Part Time","Urban Area","2045","0.390540276260855","0.376582114285676","0.404498438236034"
"Full-time","2016","Full Time","Rural Area","2694","0.845367142775506","0.832816600037579","0.857917685513432"
"Full-time","2016","Full Time","Urban Area","5191","0.879765133207042","0.871537049869101","0.887993216544983"
"Full-time","2016","Not Working","Rural Area","101","0.0133789307254304","0.0100067157697654","0.0167511456810955"
"Full-time","2016","Not Working","Urban Area","157","0.00986231154550567","0.00779461676891254","0.0119300063220988"
"Full-time","2016","Part Time","Rural Area","402","0.177222600852934","0.161819760035631","0.192625441670236"
"Full-time","2016","Part Time","Urban Area","756","0.193407561697516","0.182012254529972","0.204802868865059"
"Non-working","2016","Full Time","Rural Area","98","0.0271036962643859","0.0214668463406799","0.0327405461880918"
"Non-working","2016","Full Time","Urban Area","170","0.0243273694966137","0.0204297473672785","0.0282249916259489"
"Non-working","2016","Not Working","Rural Area","4116","0.954714046447662","0.948610984623764","0.960817108271559"
"Non-working","2016","Not Working","Urban Area","8052","0.949069078190193","0.944468748510856","0.95366940786953"
"Non-working","2016","Part Time","Rural Area","394","0.194491091333675","0.17852549560687","0.210456687060479"
"Non-working","2016","Part Time","Urban Area","829","0.190202826596267","0.178879895879442","0.201525757313093"
"Other","2016","Full Time","Rural Area","171","0.0581379422645055","0.0500150178174125","0.0662608667115985"
"Other","2016","Full Time","Urban Area","247","0.0387957586096663","0.0339103593872218","0.0436811578321108"
"Other","2016","Not Working","Rural Area","198","0.0240700566800853","0.0195714581925683","0.0285686551676023"
"Other","2016","Not Working","Urban Area","385","0.0295785785826858","0.0260335632877389","0.0331235938776327"
"Other","2016","Part Time","Rural Area","531","0.218272789185136","0.201610774564476","0.234934803805796"
"Other","2016","Part Time","Urban Area","1055","0.240794008330302","0.228458277343315","0.25312973931729"
"Part-time","2016","Full Time","Rural Area","225","0.069391218695603","0.0605700776709489","0.078212359720257"
"Part-time","2016","Full Time","Urban Area","394","0.0571117386866781","0.051240997958735","0.0629824794146213"
"Part-time","2016","Not Working","Rural Area","44","0.00783696614682269","0.00524878385643763","0.0104251484372077"
"Part-time","2016","Not Working","Urban Area","180","0.0114900316816156","0.00926005451777708","0.0137200088454541"
"Part-time","2016","Part Time","Rural Area","1034","0.410013518628256","0.390174498600796","0.429852538655716"
"Part-time","2016","Part Time","Urban Area","1975","0.375595603375915","0.361623703509456","0.389567503242374"
"Full-time","2017","Full Time","Rural Area","3241","0.873755280681902","0.863149276397703","0.8843612849661"
"Full-time","2017","Full Time","Urban Area","5768","0.872514732966555","0.864532942525533","0.880496523407577"
"Full-time","2017","Not Working","Rural Area","147","0.016064877210436","0.0125148095511855","0.0196149448696865"
"Full-time","2017","Not Working","Urban Area","254","0.0144108538903836","0.0120464808661045","0.0167752269146626"
"Full-time","2017","Part Time","Rural Area","456","0.167721428025243","0.153517801800602","0.181925054249884"
"Full-time","2017","Part Time","Urban Area","891","0.182203264403838","0.171701429774479","0.192705099033197"
"Non-working","2017","Full Time","Rural Area","82","0.0173590147428945","0.0131883022387022","0.0215297272470869"
"Non-working","2017","Full Time","Urban Area","211","0.0322919537524254","0.0280613409936181","0.0365225665112326"
"Non-working","2017","Not Working","Rural Area","4383","0.946101086950449","0.939724717572437","0.952477456328461"
"Non-working","2017","Not Working","Urban Area","8870","0.944224227134003","0.939671374950838","0.948777079317168"
"Non-working","2017","Part Time","Rural Area","471","0.193729266949418","0.178704468042918","0.208754065855918"
"Non-working","2017","Part Time","Urban Area","884","0.182372323730042","0.171866704165659","0.192877943294425"
"Other","2017","Full Time","Rural Area","214","0.0544216411463206","0.0471775340860025","0.0616657482066387"
"Other","2017","Full Time","Urban Area","295","0.0441528738853207","0.0392363557482173","0.049069392022424"
"Other","2017","Not Working","Rural Area","230","0.0306457628664217","0.025778988991774","0.0355125367410694"
"Other","2017","Not Working","Urban Area","441","0.0300559190416565","0.0266685576216453","0.0334432804616678"
"Other","2017","Part Time","Rural Area","571","0.231875344211575","0.215831304016323","0.247919384406828"
"Other","2017","Part Time","Urban Area","1105","0.238100886665536","0.226513282465267","0.249688490865805"
"Part-time","2017","Full Time","Rural Area","230","0.0544640634288833","0.0472172960514309","0.0617108308063356"
"Part-time","2017","Full Time","Urban Area","433","0.0510404393956988","0.0457734190874596","0.056307459703938"
"Part-time","2017","Not Working","Rural Area","58","0.00718827297269342","0.00480287732313308","0.00957366862225376"
"Part-time","2017","Not Working","Urban Area","195","0.0113089999339564","0.00921119272559337","0.0134068071423194"
"Part-time","2017","Part Time","Rural Area","1160","0.406673960813763","0.387999825999667","0.425348095627859"
"Part-time","2017","Part Time","Urban Area","2310","0.397323525200584","0.384010441214718","0.41063660918645"
"Full-time","2018","Full Time","Rural Area","3070","0.878435850841454","0.867731400764668","0.889140300918241"
"Full-time","2018","Full Time","Urban Area","5533","0.879603578365113","0.87169846904694","0.887508687683286"
"Full-time","2018","Not Working","Rural Area","136","0.0126565223139352","0.00925790984094096","0.0160551347869294"
"Full-time","2018","Not Working","Urban Area","300","0.0145254481011084","0.0119837746065324","0.0170671215956845"
"Full-time","2018","Part Time","Rural Area","449","0.171370484202385","0.157146005531515","0.185594962873255"
"Full-time","2018","Part Time","Urban Area","893","0.171386853961971","0.161158974582719","0.181614733341224"
"Non-working","2018","Full Time","Rural Area","118","0.027279863321259","0.021943791996334","0.032615934646184"
"Non-working","2018","Full Time","Urban Area","210","0.0280598794089792","0.0240482551240912","0.0320715036938672"
"Non-working","2018","Not Working","Rural Area","3751","0.957080497825327","0.950918636886024","0.96324235876463"
"Non-working","2018","Not Working","Urban Area","7599","0.947839677328588","0.943116112713883","0.952563241943293"
"Non-working","2018","Part Time","Rural Area","500","0.196080251802204","0.181093365116664","0.211067138487743"
"Non-working","2018","Part Time","Urban Area","910","0.177250108956141","0.166885614901021","0.18761460301126"
"Other","2018","Full Time","Rural Area","180","0.0416934494138549","0.0351456899099743","0.0482412089177356"
"Other","2018","Full Time","Urban Area","312","0.040357447446264","0.0355769378941745","0.0451379569983535"
"Other","2018","Not Working","Rural Area","193","0.0194053122456752","0.0152114379672412","0.0235991865241092"
"Other","2018","Not Working","Urban Area","392","0.0274035119640597","0.0239353310470088","0.0308716928811107"
"Other","2018","Part Time","Rural Area","540","0.212182354756288","0.196749167297381","0.227615542215195"
"Other","2018","Part Time","Urban Area","1161","0.242841126048465","0.231203200836574","0.254479051260355"
"Part-time","2018","Full Time","Rural Area","212","0.052590836423432","0.0452789336619707","0.0599027391848933"
"Part-time","2018","Full Time","Urban Area","455","0.0519790947796438","0.0465867095574479","0.0573714800018397"
"Part-time","2018","Not Working","Rural Area","76","0.0108576676150621","0.00770696083716391","0.0140083743929603"
"Part-time","2018","Not Working","Urban Area","221","0.010231362606244","0.00809356854634793","0.0123691566661401"
"Part-time","2018","Part Time","Rural Area","1207","0.420366909239123","0.401734071869797","0.438999746608449"
"Part-time","2018","Part Time","Urban Area","2251","0.408521911033423","0.395180617407743","0.421863204659104"
"Full-time","2019","Full Time","Rural Area","3194","0.859659605150504","0.848544100979148","0.870775109321859"
"Full-time","2019","Full Time","Urban Area","5606","0.869842281577639","0.86165988916676","0.878024673988517"
"Full-time","2019","Not Working","Rural Area","180","0.0291069609756761","0.0237760609856501","0.0344378609657021"
"Full-time","2019","Not Working","Urban Area","329","0.0256865867119643","0.0220268579108165","0.0293463155131121"
"Full-time","2019","Part Time","Rural Area","473","0.165565715795377","0.151076635089068","0.180054796501687"
"Full-time","2019","Part Time","Urban Area","876","0.185216491965785","0.174187596659451","0.19624538727212"
"Non-working","2019","Full Time","Rural Area","110","0.0283901466272548","0.0230751336169306","0.033705159637579"
"Non-working","2019","Full Time","Urban Area","199","0.0312121425387825","0.0269834976362436","0.0354407874413215"
"Non-working","2019","Not Working","Rural Area","3351","0.908179996096403","0.89902262046992","0.917337371722885"
"Non-working","2019","Not Working","Urban Area","6269","0.929355033894084","0.923427448729798","0.935282619058371"
"Non-working","2019","Part Time","Rural Area","470","0.208816489200798","0.192971915285926","0.224661063115669"
"Non-working","2019","Part Time","Urban Area","801","0.185194578176084","0.174166187025393","0.196222969326775"
"Other","2019","Full Time","Rural Area","189","0.045073712146391","0.0384344296659983","0.0517129946267837"
"Other","2019","Full Time","Urban Area","273","0.0424229784990391","0.0375216645770405","0.0473242924210377"
"Other","2019","Not Working","Rural Area","210","0.0405573817317306","0.0343018984506733","0.0468128650127879"
"Other","2019","Not Working","Urban Area","401","0.0320633025112239","0.027987867537233","0.0361387374852148"
"Other","2019","Part Time","Rural Area","467","0.182186656240549","0.167139828989852","0.197233483491247"
"Other","2019","Part Time","Urban Area","938","0.197302203065669","0.186003903778735","0.208600502352603"
"Part-time","2019","Full Time","Rural Area","258","0.0668765360758508","0.0588822258168637","0.0748708463348379"
"Part-time","2019","Full Time","Urban Area","418","0.0565225973845397","0.0509069233664156","0.0621382714026638"
"Part-time","2019","Not Working","Rural Area","79","0.0221556611961905","0.0174880612076716","0.0268232611847094"
"Part-time","2019","Not Working","Urban Area","179","0.0128950768827273","0.0102850799864125","0.0155050737790421"
"Part-time","2019","Part Time","Rural Area","1118","0.443431138763276","0.42406548770709","0.462796789819461"
"Part-time","2019","Part Time","Urban Area","2151","0.432286726792461","0.418222315877053","0.446351137707869"
