"erwst","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"Other","2002","(0) in school","West Germany","50","0.0832027233185042","0.0580726052660203","0.108332841370988"
"Other","2002","(0) in school","East Germany","","","",""
"Other","2002","(1a) inadequately completed","West Germany","","","",""
"Other","2002","(1a) inadequately completed","East Germany","","","",""
"Other","2002","(1b) general elementary school","West Germany","218","0.0975516454110858","0.0846572467010504","0.110446044121121"
"Other","2002","(1b) general elementary school","East Germany","40","0.114705553237506","0.0764104394181241","0.153000667056889"
"Other","2002","(1c) basic vocational qualification","West Germany","207","0.0339478852451899","0.0291257961408369","0.0387699743495428"
"Other","2002","(1c) basic vocational qualification","East Germany","","","",""
"Other","2002","(2b) intermediate general qualification","West Germany","172","0.364594813951007","0.322107893615489","0.407081734286524"
"Other","2002","(2b) intermediate general qualification","East Germany","93","0.570171319403338","0.495312352485564","0.645030286321111"
"Other","2002","(2a) intermediate vocational","West Germany","164","0.050183987690097","0.0429385908010682","0.0574293845791258"
"Other","2002","(2a) intermediate vocational","East Germany","62","0.0338424126177172","0.0256269968544779","0.0420578283809566"
"Other","2002","(2c_gen) general maturity certificate","West Germany","181","0.249959482770173","0.218222017319995","0.28169694822035"
"Other","2002","(2c_gen) general maturity certificate","East Germany","60","0.330783344314497","0.261858346177602","0.399708342451392"
"Other","2002","(2c_voc) vocational maturity certificate","West Germany","72","0.0533535051680048","0.0416562121416725","0.065050798194337"
"Other","2002","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Other","2002","(3a) lower tertiary education","West Germany","","","",""
"Other","2002","(3a) lower tertiary education","East Germany","","","",""
"Other","2002","(3b) higher tertiary education","West Germany","60","0.0339107776946791","0.0262403391944778","0.0415812161948804"
"Other","2002","(3b) higher tertiary education","East Germany","","","",""
"Full-time","2003","(0) in school","West Germany","","","",""
"Full-time","2003","(0) in school","East Germany","","","",""
"Full-time","2003","(1a) inadequately completed","West Germany","58","0.213309443540669","0.163420395295212","0.263198491786126"
"Full-time","2003","(1a) inadequately completed","East Germany","","","",""
"Full-time","2003","(1b) general elementary school","West Germany","361","0.172403625407928","0.155485735724857","0.189321515090999"
"Full-time","2003","(1b) general elementary school","East Germany","","","",""
"Full-time","2003","(1c) basic vocational qualification","West Germany","2015","0.373921136624157","0.360700269812561","0.387142003435753"
"Full-time","2003","(1c) basic vocational qualification","East Germany","187","0.12418245315983","0.105538723555957","0.142826182763704"
"Full-time","2003","(2b) intermediate general qualification","West Germany","77","0.190364910494115","0.154720351713433","0.226009469274798"
"Full-time","2003","(2b) intermediate general qualification","East Germany","","","",""
"Full-time","2003","(2a) intermediate vocational","West Germany","1597","0.466293945903037","0.449357924757772","0.483229967048303"
"Full-time","2003","(2a) intermediate vocational","East Germany","1026","0.552821839560002","0.530066605146071","0.575577073973933"
"Full-time","2003","(2c_gen) general maturity certificate","West Germany","108","0.178922885463161","0.150219856735194","0.207625914191128"
"Full-time","2003","(2c_gen) general maturity certificate","East Germany","","","",""
"Full-time","2003","(2c_voc) vocational maturity certificate","West Germany","688","0.463533643523738","0.437271203090549","0.489796083956928"
"Full-time","2003","(2c_voc) vocational maturity certificate","East Germany","99","0.481226110160357","0.41036710449319","0.552085115827523"
"Full-time","2003","(3a) lower tertiary education","West Germany","621","0.579381076060828","0.549349648904114","0.609412503217543"
"Full-time","2003","(3a) lower tertiary education","East Germany","335","0.409554069952545","0.37278222568087","0.44632591422422"
"Full-time","2003","(3b) higher tertiary education","West Germany","1206","0.570850874948352","0.549346276598532","0.592355473298173"
"Full-time","2003","(3b) higher tertiary education","East Germany","387","0.484955143514354","0.445262250200757","0.524648036827951"
"Part-time","2003","(0) in school","West Germany","","","",""
"Part-time","2003","(0) in school","East Germany","","","",""
"Part-time","2003","(1a) inadequately completed","West Germany","","","",""
"Part-time","2003","(1a) inadequately completed","East Germany","","","",""
"Part-time","2003","(1b) general elementary school","West Germany","134","0.0570085301036134","0.0466239843134903","0.0673930758937366"
"Part-time","2003","(1b) general elementary school","East Germany","","","",""
"Part-time","2003","(1c) basic vocational qualification","West Germany","478","0.0871156504821253","0.0794099633065844","0.0948213376576662"
"Part-time","2003","(1c) basic vocational qualification","East Germany","37","0.0283982975394387","0.0190078531891088","0.0377887418897687"
"Part-time","2003","(2b) intermediate general qualification","West Germany","33","0.0645199150393951","0.0422140382326671","0.0868257918461231"
"Part-time","2003","(2b) intermediate general qualification","East Germany","","","",""
"Part-time","2003","(2a) intermediate vocational","West Germany","570","0.149268004641762","0.137170099326313","0.16136590995721"
"Part-time","2003","(2a) intermediate vocational","East Germany","204","0.0969204354578446","0.0833804215274057","0.110460449388284"
"Part-time","2003","(2c_gen) general maturity certificate","West Germany","57","0.081029602065869","0.060594565491664","0.101464638640074"
"Part-time","2003","(2c_gen) general maturity certificate","East Germany","","","",""
"Part-time","2003","(2c_voc) vocational maturity certificate","West Germany","198","0.126246470924715","0.10875496106829","0.143737980781141"
"Part-time","2003","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Part-time","2003","(3a) lower tertiary education","West Germany","114","0.0844158193988167","0.0675032156155322","0.101328423182101"
"Part-time","2003","(3a) lower tertiary education","East Germany","77","0.10750045454599","0.0843383042914879","0.130662604800493"
"Part-time","2003","(3b) higher tertiary education","West Germany","278","0.115479749534108","0.101593892453813","0.129365606614404"
"Part-time","2003","(3b) higher tertiary education","East Germany","45","0.0793569534950471","0.0578896460132898","0.100824260976804"
"Non-working","2003","(0) in school","West Germany","406","0.892155294157126","0.863685435352629","0.920625152961624"
"Non-working","2003","(0) in school","East Germany","154","0.941852072467788","0.905815037358208","0.977889107577368"
"Non-working","2003","(1a) inadequately completed","West Germany","172","0.655546938223737","0.597675386098279","0.713418490349195"
"Non-working","2003","(1a) inadequately completed","East Germany","","","",""
"Non-working","2003","(1b) general elementary school","West Germany","1221","0.676138093484683","0.655179538405549","0.697096648563818"
"Non-working","2003","(1b) general elementary school","East Germany","199","0.837222599009064","0.791912446171143","0.882532751846985"
"Non-working","2003","(1c) basic vocational qualification","West Germany","2452","0.50272998078213","0.489067834461257","0.516392127103003"
"Non-working","2003","(1c) basic vocational qualification","East Germany","955","0.831932565159068","0.810793698206587","0.853071432111549"
"Non-working","2003","(2b) intermediate general qualification","West Germany","185","0.425414272790763","0.380525412615557","0.47030313296597"
"Non-working","2003","(2b) intermediate general qualification","East Germany","75","0.478137078736827","0.402825947498332","0.553448209975321"
"Non-working","2003","(2a) intermediate vocational","West Germany","1018","0.34046699452149","0.324379581577574","0.356554407465405"
"Non-working","2003","(2a) intermediate vocational","East Germany","543","0.314156220744916","0.292912339785519","0.335400101704314"
"Non-working","2003","(2c_gen) general maturity certificate","West Germany","346","0.502688735456623","0.465246089601333","0.540131381311913"
"Non-working","2003","(2c_gen) general maturity certificate","East Germany","98","0.537467790189286","0.46503093137641","0.609904649002162"
"Non-working","2003","(2c_voc) vocational maturity certificate","West Germany","424","0.34389403926408","0.318877771307684","0.368910307220477"
"Non-working","2003","(2c_voc) vocational maturity certificate","East Germany","65","0.390974606555685","0.321771851677102","0.460177361434269"
"Non-working","2003","(3a) lower tertiary education","West Germany","271","0.297810705500997","0.269991375326869","0.325630035675125"
"Non-working","2003","(3a) lower tertiary education","East Germany","262","0.459902321652836","0.422634099236569","0.497170544069103"
"Non-working","2003","(3b) higher tertiary education","West Germany","493","0.274468716936619","0.255080387888454","0.293857045984785"
"Non-working","2003","(3b) higher tertiary education","East Germany","162","0.407054863955667","0.36803612993495","0.446073597976383"
"Other","2003","(0) in school","West Germany","47","0.0965111654992729","0.0694082603779822","0.123614070620564"
"Other","2003","(0) in school","East Germany","","","",""
"Other","2003","(1a) inadequately completed","West Germany","","","",""
"Other","2003","(1a) inadequately completed","East Germany","","","",""
"Other","2003","(1b) general elementary school","West Germany","199","0.094449751003775","0.0813512864945025","0.107548215513047"
"Other","2003","(1b) general elementary school","East Germany","36","0.0958665684624354","0.0597315853627193","0.132001551562152"
"Other","2003","(1c) basic vocational qualification","West Germany","200","0.036233232111588","0.0311270663044865","0.0413393979186895"
"Other","2003","(1c) basic vocational qualification","East Germany","","","",""
"Other","2003","(2b) intermediate general qualification","West Germany","171","0.319700901675726","0.277358351492008","0.362043451859445"
"Other","2003","(2b) intermediate general qualification","East Germany","74","0.38835710532215","0.314877073809535","0.461837136834764"
"Other","2003","(2a) intermediate vocational","West Germany","148","0.043971054933711","0.0370104113351465","0.0509316985322754"
"Other","2003","(2a) intermediate vocational","East Germany","61","0.0361015042372374","0.0275640826949026","0.0446389257795722"
"Other","2003","(2c_gen) general maturity certificate","West Germany","174","0.237358777014347","0.20549732298992","0.269220231038775"
"Other","2003","(2c_gen) general maturity certificate","East Germany","57","0.326986234126378","0.25883258634149","0.395139881911265"
"Other","2003","(2c_voc) vocational maturity certificate","West Germany","75","0.066325846287466","0.0532200844147665","0.0794316081601655"
"Other","2003","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Other","2003","(3a) lower tertiary education","West Germany","32","0.0383923990393583","0.0267035706252495","0.0500812274534671"
"Other","2003","(3a) lower tertiary education","East Germany","","","",""
"Other","2003","(3b) higher tertiary education","West Germany","58","0.0392006585809199","0.0307686912687395","0.0476326258931003"
"Other","2003","(3b) higher tertiary education","East Germany","","","",""
"Full-time","2004","(0) in school","West Germany","","","",""
"Full-time","2004","(0) in school","East Germany","","","",""
"Full-time","2004","(1a) inadequately completed","West Germany","55","0.209979406828108","0.159288529372619","0.260670284283596"
"Full-time","2004","(1a) inadequately completed","East Germany","","","",""
"Full-time","2004","(1b) general elementary school","West Germany","327","0.168860601912808","0.151582727248569","0.186138476577048"
"Full-time","2004","(1b) general elementary school","East Germany","","","",""
"Full-time","2004","(1c) basic vocational qualification","West Germany","1866","0.359474804876689","0.346092500148082","0.372857109605296"
"Full-time","2004","(1c) basic vocational qualification","East Germany","193","0.135109398464435","0.115479931911345","0.154738865017525"
"Full-time","2004","(2b) intermediate general qualification","West Germany","76","0.211797579338023","0.174089084434372","0.249506074241673"
"Full-time","2004","(2b) intermediate general qualification","East Germany","","","",""
"Full-time","2004","(2a) intermediate vocational","West Germany","1535","0.475638588110297","0.458484809699896","0.492792366520698"
"Full-time","2004","(2a) intermediate vocational","East Germany","989","0.523248119622832","0.499986558591685","0.54650968065398"
"Full-time","2004","(2c_gen) general maturity certificate","West Germany","112","0.202786888079356","0.17204202536718","0.233531750791531"
"Full-time","2004","(2c_gen) general maturity certificate","East Germany","","","",""
"Full-time","2004","(2c_voc) vocational maturity certificate","West Germany","676","0.471074300864689","0.444622997106245","0.497525604623133"
"Full-time","2004","(2c_voc) vocational maturity certificate","East Germany","103","0.444797429936915","0.376436660769811","0.513158199104019"
"Full-time","2004","(3a) lower tertiary education","West Germany","621","0.584956277788221","0.554879771549947","0.615032784026496"
"Full-time","2004","(3a) lower tertiary education","East Germany","323","0.396974368363586","0.36020020898445","0.433748527742721"
"Full-time","2004","(3b) higher tertiary education","West Germany","1177","0.557596343508691","0.535823707787439","0.579368979229943"
"Full-time","2004","(3b) higher tertiary education","East Germany","375","0.46970929879676","0.429808421934475","0.509610175659046"
"Part-time","2004","(0) in school","West Germany","","","",""
"Part-time","2004","(0) in school","East Germany","","","",""
"Part-time","2004","(1a) inadequately completed","West Germany","","","",""
"Part-time","2004","(1a) inadequately completed","East Germany","","","",""
"Part-time","2004","(1b) general elementary school","West Germany","132","0.0661333146058594","0.0546718054820662","0.0775948237296527"
"Part-time","2004","(1b) general elementary school","East Germany","","","",""
"Part-time","2004","(1c) basic vocational qualification","West Germany","463","0.0862436539673854","0.0784146348200436","0.0940726731147271"
"Part-time","2004","(1c) basic vocational qualification","East Germany","33","0.0270067694274066","0.0176983411667182","0.0363151976880949"
"Part-time","2004","(2b) intermediate general qualification","West Germany","","","",""
"Part-time","2004","(2b) intermediate general qualification","East Germany","","","",""
"Part-time","2004","(2a) intermediate vocational","West Germany","521","0.131213534483976","0.119616372231155","0.142810696736796"
"Part-time","2004","(2a) intermediate vocational","East Germany","196","0.105865586151918","0.091536528867057","0.120194643436779"
"Part-time","2004","(2c_gen) general maturity certificate","West Germany","48","0.0748098458683113","0.0546929815198669","0.0949267102167556"
"Part-time","2004","(2c_gen) general maturity certificate","East Germany","","","",""
"Part-time","2004","(2c_voc) vocational maturity certificate","West Germany","199","0.135454975054717","0.117320861512302","0.153589088597132"
"Part-time","2004","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Part-time","2004","(3a) lower tertiary education","West Germany","112","0.0797439980592426","0.0632083168652574","0.0962796792532278"
"Part-time","2004","(3a) lower tertiary education","East Germany","82","0.120886399927847","0.096384212585007","0.145388587270687"
"Part-time","2004","(3b) higher tertiary education","West Germany","266","0.112438022290967","0.0985896848440101","0.126286359737923"
"Part-time","2004","(3b) higher tertiary education","East Germany","39","0.0739701910041053","0.0530458538825422","0.0948945281256684"
"Non-working","2004","(0) in school","West Germany","437","0.937986756395471","0.916297639804131","0.95967587298681"
"Non-working","2004","(0) in school","East Germany","157","0.916416275937956","0.874314414024598","0.958518137851313"
"Non-working","2004","(1a) inadequately completed","West Germany","169","0.685997141289538","0.628234079614044","0.743760202965033"
"Non-working","2004","(1a) inadequately completed","East Germany","","","",""
"Non-working","2004","(1b) general elementary school","West Germany","1170","0.673869643733732","0.652248793079704","0.695490494387761"
"Non-working","2004","(1b) general elementary school","East Germany","180","0.82709815193238","0.777575667435478","0.876620636429282"
"Non-working","2004","(1c) basic vocational qualification","West Germany","2397","0.514909230253606","0.500971071012148","0.528847389495065"
"Non-working","2004","(1c) basic vocational qualification","East Germany","912","0.820428126994487","0.798387469027734","0.84246878496124"
"Non-working","2004","(2b) intermediate general qualification","West Germany","183","0.419587943405568","0.37404306646689","0.465132820344246"
"Non-working","2004","(2b) intermediate general qualification","East Germany","68","0.44336630141397","0.366629933208831","0.52010266961911"
"Non-working","2004","(2a) intermediate vocational","West Germany","1016","0.341634109294034","0.325344143718827","0.357924074869241"
"Non-working","2004","(2a) intermediate vocational","East Germany","526","0.325594050557391","0.303769880495719","0.347418220619063"
"Non-working","2004","(2c_gen) general maturity certificate","West Germany","333","0.485615658000217","0.447398743824299","0.523832572176135"
"Non-working","2004","(2c_gen) general maturity certificate","East Germany","98","0.530149857396357","0.459919281121904","0.600380433670811"
"Non-working","2004","(2c_voc) vocational maturity certificate","West Germany","414","0.332946468702736","0.307973360857555","0.357919576547918"
"Non-working","2004","(2c_voc) vocational maturity certificate","East Germany","71","0.403387148859536","0.335902125403776","0.470872172315295"
"Non-working","2004","(3a) lower tertiary education","West Germany","272","0.312992557238228","0.284687340505624","0.341297773970833"
"Non-working","2004","(3a) lower tertiary education","East Germany","259","0.460868076890094","0.423402754672498","0.498333399107691"
"Non-working","2004","(3b) higher tertiary education","West Germany","479","0.28023106625421","0.260543302807846","0.299918829700573"
"Non-working","2004","(3b) higher tertiary education","East Germany","170","0.416841949860778","0.377424393073208","0.456259506648348"
"Other","2004","(0) in school","West Germany","34","0.0575832272400593","0.0366338657746615","0.078532588705457"
"Other","2004","(0) in school","East Germany","","","",""
"Other","2004","(1a) inadequately completed","West Germany","","","",""
"Other","2004","(1a) inadequately completed","East Germany","","","",""
"Other","2004","(1b) general elementary school","West Germany","177","0.0911364397475998","0.0778629660648675","0.104409913430332"
"Other","2004","(1b) general elementary school","East Germany","31","0.115294934347086","0.0734706564043389","0.157119212289834"
"Other","2004","(1c) basic vocational qualification","West Germany","213","0.0393723109023194","0.0339485369489373","0.0447960848557014"
"Other","2004","(1c) basic vocational qualification","East Germany","","","",""
"Other","2004","(2b) intermediate general qualification","West Germany","163","0.310367332122114","0.267669410612204","0.353065253632025"
"Other","2004","(2b) intermediate general qualification","East Germany","73","0.430770999632126","0.354281487490214","0.507260511774038"
"Other","2004","(2a) intermediate vocational","West Germany","184","0.0515137681116933","0.0439212984049645","0.059106237818422"
"Other","2004","(2a) intermediate vocational","East Germany","60","0.0452922436678584","0.0356075485474268","0.05497693878829"
"Other","2004","(2c_gen) general maturity certificate","West Germany","164","0.236787608052116","0.204281303641069","0.269293912463164"
"Other","2004","(2c_gen) general maturity certificate","East Germany","67","0.361401014191612","0.293799562564471","0.429002465818753"
"Other","2004","(2c_voc) vocational maturity certificate","West Germany","79","0.0605242553778576","0.0478881698770975","0.0731603408786178"
"Other","2004","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Other","2004","(3a) lower tertiary education","West Germany","","","",""
"Other","2004","(3a) lower tertiary education","East Germany","","","",""
"Other","2004","(3b) higher tertiary education","West Germany","77","0.0497345679461326","0.0402045584303092","0.059264577461956"
"Other","2004","(3b) higher tertiary education","East Germany","","","",""
"Full-time","2005","(0) in school","West Germany","","","",""
"Full-time","2005","(0) in school","East Germany","","","",""
"Full-time","2005","(1a) inadequately completed","West Germany","42","0.200328284529901","0.148714095894721","0.25194247316508"
"Full-time","2005","(1a) inadequately completed","East Germany","","","",""
"Full-time","2005","(1b) general elementary school","West Germany","282","0.160386011379377","0.142759594047624","0.178012428711129"
"Full-time","2005","(1b) general elementary school","East Germany","","","",""
"Full-time","2005","(1c) basic vocational qualification","West Germany","1724","0.360886916667758","0.347096539042579","0.374677294292938"
"Full-time","2005","(1c) basic vocational qualification","East Germany","146","0.113439819585443","0.0946476767752132","0.132231962395672"
"Full-time","2005","(2b) intermediate general qualification","West Germany","81","0.222904952131103","0.184016676883414","0.261793227378791"
"Full-time","2005","(2b) intermediate general qualification","East Germany","","","",""
"Full-time","2005","(2a) intermediate vocational","West Germany","1483","0.486541860455924","0.468975551223865","0.504108169687983"
"Full-time","2005","(2a) intermediate vocational","East Germany","940","0.518032660455","0.49433576059302","0.541729560316981"
"Full-time","2005","(2c_gen) general maturity certificate","West Germany","100","0.195036847078224","0.163670482352117","0.226403211804331"
"Full-time","2005","(2c_gen) general maturity certificate","East Germany","","","",""
"Full-time","2005","(2c_voc) vocational maturity certificate","West Germany","643","0.468627759114021","0.441594917217337","0.495660601010705"
"Full-time","2005","(2c_voc) vocational maturity certificate","East Germany","105","0.462061099796334","0.394949693459266","0.529172506133402"
"Full-time","2005","(3a) lower tertiary education","West Germany","584","0.575735981040784","0.544980534165765","0.606491427915804"
"Full-time","2005","(3a) lower tertiary education","East Germany","287","0.379310550185155","0.342320748388761","0.416300351981549"
"Full-time","2005","(3b) higher tertiary education","West Germany","1090","0.526958863169855","0.504684399892751","0.549233326446958"
"Full-time","2005","(3b) higher tertiary education","East Germany","365","0.511385628419435","0.471288035432231","0.55148322140664"
"Part-time","2005","(0) in school","West Germany","","","",""
"Part-time","2005","(0) in school","East Germany","","","",""
"Part-time","2005","(1a) inadequately completed","West Germany","","","",""
"Part-time","2005","(1a) inadequately completed","East Germany","","","",""
"Part-time","2005","(1b) general elementary school","West Germany","121","0.0699853120248144","0.0577309889069839","0.082239635142645"
"Part-time","2005","(1b) general elementary school","East Germany","","","",""
"Part-time","2005","(1c) basic vocational qualification","West Germany","440","0.0893917866388625","0.0811992889771066","0.0975842843006183"
"Part-time","2005","(1c) basic vocational qualification","East Germany","","","",""
"Part-time","2005","(2b) intermediate general qualification","West Germany","","","",""
"Part-time","2005","(2b) intermediate general qualification","East Germany","","","",""
"Part-time","2005","(2a) intermediate vocational","West Germany","487","0.126199846732709","0.114528973051975","0.137870720413442"
"Part-time","2005","(2a) intermediate vocational","East Germany","200","0.115269656253623","0.100124731560973","0.130414580946273"
"Part-time","2005","(2c_gen) general maturity certificate","West Germany","45","0.0820884214650234","0.0603584462984677","0.103818396631579"
"Part-time","2005","(2c_gen) general maturity certificate","East Germany","","","",""
"Part-time","2005","(2c_voc) vocational maturity certificate","West Germany","195","0.146613858441051","0.12745195831155","0.165775758570552"
"Part-time","2005","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Part-time","2005","(3a) lower tertiary education","West Germany","106","0.0899191732204304","0.0721175997956249","0.107720746645236"
"Part-time","2005","(3a) lower tertiary education","East Germany","86","0.11340175397191","0.0892293033880647","0.137574204555756"
"Part-time","2005","(3b) higher tertiary education","West Germany","254","0.120447071331326","0.105926003693596","0.134968138969055"
"Part-time","2005","(3b) higher tertiary education","East Germany","41","0.062758001093834","0.0433034440249575","0.0822125581627104"
"Non-working","2005","(0) in school","West Germany","465","0.92139365649438","0.897990866187273","0.944796446801487"
"Non-working","2005","(0) in school","East Germany","140","0.934208851876201","0.894131857342444","0.974285846409959"
"Non-working","2005","(1a) inadequately completed","West Germany","161","0.650224407960427","0.588725346901377","0.711723469019477"
"Non-working","2005","(1a) inadequately completed","East Germany","","","",""
"Non-working","2005","(1b) general elementary school","West Germany","1097","0.672050437429031","0.649500495171829","0.694600379686233"
"Non-working","2005","(1b) general elementary school","East Germany","171","0.815966745382165","0.76368004374114","0.86825344702319"
"Non-working","2005","(1c) basic vocational qualification","West Germany","2271","0.500509548717559","0.486152290390781","0.514866807044338"
"Non-working","2005","(1c) basic vocational qualification","East Germany","901","0.850969064588978","0.829866534416324","0.872071594761632"
"Non-working","2005","(2b) intermediate general qualification","West Germany","185","0.431379715462054","0.385102972306612","0.477656458617496"
"Non-working","2005","(2b) intermediate general qualification","East Germany","55","0.415883705347132","0.334530597621075","0.49723681307319"
"Non-working","2005","(2a) intermediate vocational","West Germany","955","0.33095819723863","0.314420269322696","0.347496125154564"
"Non-working","2005","(2a) intermediate vocational","East Germany","520","0.333136025040596","0.31078313992853","0.355488910152662"
"Non-working","2005","(2c_gen) general maturity certificate","West Germany","309","0.468139749607161","0.428639087085021","0.507640412129301"
"Non-working","2005","(2c_gen) general maturity certificate","East Germany","113","0.611784882909142","0.541747935157283","0.681821830661001"
"Non-working","2005","(2c_voc) vocational maturity certificate","West Germany","391","0.324364171808978","0.299004067103963","0.349724276513993"
"Non-working","2005","(2c_voc) vocational maturity certificate","East Germany","70","0.395765647709581","0.329938973404289","0.461592322014873"
"Non-working","2005","(3a) lower tertiary education","West Germany","268","0.29408738644892","0.265733935518987","0.322440837378853"
"Non-working","2005","(3a) lower tertiary education","East Germany","267","0.477376301601435","0.439298458633945","0.515454144568925"
"Non-working","2005","(3b) higher tertiary education","West Germany","512","0.310923648862241","0.290273176650705","0.331574121073776"
"Non-working","2005","(3b) higher tertiary education","East Germany","168","0.373645545117728","0.334839363214205","0.412451727021251"
"Other","2005","(0) in school","West Germany","39","0.073070998075591","0.0504395684113747","0.0957024277398072"
"Other","2005","(0) in school","East Germany","","","",""
"Other","2005","(1a) inadequately completed","West Germany","","","",""
"Other","2005","(1a) inadequately completed","East Germany","","","",""
"Other","2005","(1b) general elementary school","West Germany","165","0.0975782391667779","0.0833247155334939","0.111831762800062"
"Other","2005","(1b) general elementary school","East Germany","","","",""
"Other","2005","(1c) basic vocational qualification","West Germany","224","0.0492117479758198","0.0430005119184833","0.0554229840331562"
"Other","2005","(1c) basic vocational qualification","East Germany","","","",""
"Other","2005","(2b) intermediate general qualification","West Germany","146","0.298159096754535","0.255416084770471","0.340902108738598"
"Other","2005","(2b) intermediate general qualification","East Germany","62","0.426480408749517","0.344848076132638","0.508112741366396"
"Other","2005","(2a) intermediate vocational","West Germany","185","0.0563000955727373","0.0481990809128839","0.0644011102325908"
"Other","2005","(2a) intermediate vocational","East Germany","48","0.0335616582507808","0.0250205753150412","0.0421027411865205"
"Other","2005","(2c_gen) general maturity certificate","West Germany","159","0.254734981849592","0.220243050219455","0.289226913479728"
"Other","2005","(2c_gen) general maturity certificate","East Germany","46","0.233274670108884","0.172496822427178","0.294052517790589"
"Other","2005","(2c_voc) vocational maturity certificate","West Germany","80","0.0603942106359497","0.047489485331043","0.0732989359408564"
"Other","2005","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Other","2005","(3a) lower tertiary education","West Germany","34","0.0402574592898652","0.028025590639198","0.0524893279405325"
"Other","2005","(3a) lower tertiary education","East Germany","","","",""
"Other","2005","(3b) higher tertiary education","West Germany","74","0.041670416636579","0.0327550172064135","0.0505858160667445"
"Other","2005","(3b) higher tertiary education","East Germany","","","",""
"Full-time","2006","(0) in school","West Germany","","","",""
"Full-time","2006","(0) in school","East Germany","","","",""
"Full-time","2006","(1a) inadequately completed","West Germany","36","0.178414448164384","0.127822878076513","0.229006018252256"
"Full-time","2006","(1a) inadequately completed","East Germany","","","",""
"Full-time","2006","(1b) general elementary school","West Germany","274","0.157770878227948","0.14072612339791","0.174815633057985"
"Full-time","2006","(1b) general elementary school","East Germany","","","",""
"Full-time","2006","(1c) basic vocational qualification","West Germany","1798","0.357871395473192","0.344615844705933","0.371126946240452"
"Full-time","2006","(1c) basic vocational qualification","East Germany","149","0.115021985495582","0.0967482929204064","0.133295678070757"
"Full-time","2006","(2b) intermediate general qualification","West Germany","80","0.212084977176406","0.174189360968013","0.2499805933848"
"Full-time","2006","(2b) intermediate general qualification","East Germany","","","",""
"Full-time","2006","(2a) intermediate vocational","West Germany","1521","0.464775311376604","0.447968447351066","0.481582175402142"
"Full-time","2006","(2a) intermediate vocational","East Germany","960","0.523485595118613","0.50045742657444","0.546513763662785"
"Full-time","2006","(2c_gen) general maturity certificate","West Germany","99","0.173497491949331","0.144408659832449","0.202586324066213"
"Full-time","2006","(2c_gen) general maturity certificate","East Germany","","","",""
"Full-time","2006","(2c_voc) vocational maturity certificate","West Germany","674","0.474090243734522","0.448027228521105","0.500153258947938"
"Full-time","2006","(2c_voc) vocational maturity certificate","East Germany","116","0.493841006994488","0.428945038072573","0.558736975916402"
"Full-time","2006","(3a) lower tertiary education","West Germany","630","0.551788261916073","0.52268916544457","0.580887358387577"
"Full-time","2006","(3a) lower tertiary education","East Germany","299","0.385887231612214","0.349458814465638","0.42231564875879"
"Full-time","2006","(3b) higher tertiary education","West Germany","1184","0.552160364772503","0.531042394829361","0.573278334715645"
"Full-time","2006","(3b) higher tertiary education","East Germany","365","0.455516847481839","0.417289977591005","0.493743717372673"
"Part-time","2006","(0) in school","West Germany","","","",""
"Part-time","2006","(0) in school","East Germany","","","",""
"Part-time","2006","(1a) inadequately completed","West Germany","","","",""
"Part-time","2006","(1a) inadequately completed","East Germany","","","",""
"Part-time","2006","(1b) general elementary school","West Germany","125","0.0590985619045852","0.0480724414423802","0.0701246823667903"
"Part-time","2006","(1b) general elementary school","East Germany","","","",""
"Part-time","2006","(1c) basic vocational qualification","West Germany","482","0.0884022797607521","0.0805525153398976","0.0962520441816066"
"Part-time","2006","(1c) basic vocational qualification","East Germany","","","",""
"Part-time","2006","(2b) intermediate general qualification","West Germany","39","0.0739397665362417","0.0496818786469195","0.098197654425564"
"Part-time","2006","(2b) intermediate general qualification","East Germany","","","",""
"Part-time","2006","(2a) intermediate vocational","West Germany","547","0.135233553862147","0.12370993892595","0.146757168798344"
"Part-time","2006","(2a) intermediate vocational","East Germany","215","0.10223560101731","0.0882670524657477","0.116204149568872"
"Part-time","2006","(2c_gen) general maturity certificate","West Germany","42","0.0834609721812221","0.0622150885852293","0.104706855777215"
"Part-time","2006","(2c_gen) general maturity certificate","East Germany","","","",""
"Part-time","2006","(2c_voc) vocational maturity certificate","West Germany","227","0.155468377653283","0.13655506830889","0.174381686997676"
"Part-time","2006","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Part-time","2006","(3a) lower tertiary education","West Germany","119","0.0826445591610189","0.0665333692542947","0.0987557490677431"
"Part-time","2006","(3a) lower tertiary education","East Germany","82","0.108325548206527","0.0850684973439546","0.131582599069099"
"Part-time","2006","(3b) higher tertiary education","West Germany","279","0.112521407387521","0.0991013364936536","0.125941478281388"
"Part-time","2006","(3b) higher tertiary education","East Germany","62","0.0936246540961335","0.0712645691976605","0.115984738994607"
"Non-working","2006","(0) in school","West Germany","403","0.799064634195378","0.76404728683532","0.834081981555436"
"Non-working","2006","(0) in school","East Germany","129","0.90930878041749","0.862886364627287","0.955731196207694"
