"erwst","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Other","2004","16-34 y.","Couple + C. GT 16 ","340","0.217793213839523","0.19656332381983","0.239023103859217","6"
"Other","2004","16-34 y.","Couple + C. LE and GT 16","165","0.273981757109284","0.240160133677575","0.307803380540993","6"
"Other","2004","35-65 y.","1-pers.-HH","35","0.0356179880384299","0.025153600619293","0.0460823754575667","6"
"Other","2004","35-65 y.","(Married) couple without C. ","131","0.0349422699627691","0.0291900642103789","0.0406944757151592","6"
"Other","2004","35-65 y.","Single parent ","30","0.0497277329812752","0.0318032257587325","0.0676522402038178","6"
"Other","2004","35-65 y.","Couple + C. LE 16 ","177","0.0607232853735898","0.0519414178285555","0.0695051529186241","6"
"Other","2004","35-65 y.","Couple + C. GT 16 ","105","0.0544346640055744","0.0451768630644569","0.0636924649466919","6"
"Other","2004","35-65 y.","Couple + C. LE and GT 16","62","0.0702232733841743","0.0552918331510102","0.0851547136173385","6"
"Other","2004","66 and older","1-pers.-HH","15","","","","6"
"Other","2004","66 and older","(Married) couple without C. ","47","0.0216973996517688","0.0158043582410529","0.0275904410624846","6"
"Other","2004","66 and older","Couple + C. LE 16 ","","","","","6"
"Other","2004","66 and older","Couple + C. GT 16 ","4","","","","6"
"Other","2004","66 and older","Couple + C. LE and GT 16","","","","","6"
"Other","2004","66 and older","Single parent ","","","","","6"
"Part-time","2004","16-34 y.","(Married) couple without C. ","72","0.0837131610075196","0.0668075312560646","0.100618790758975","2"
"Part-time","2004","16-34 y.","Single parent ","40","0.0719483774966884","0.048411211783157","0.0954855432102197","2"
"Part-time","2004","16-34 y.","Couple + C. GT 16 ","40","0.0231002819187419","0.0153735042669536","0.0308270595705303","2"
"Part-time","2004","16-34 y.","Couple + C. LE and GT 16","8","","","","2"
"Part-time","2004","35-65 y.","1-pers.-HH","85","0.0702993566042423","0.0558648544901169","0.0847338587183678","2"
"Part-time","2004","35-65 y.","(Married) couple without C. ","424","0.106750458774345","0.0970776303626266","0.116423287186064","2"
"Part-time","2004","16-34 y.","1-pers.-HH","34","0.0632171998689848","0.0445378664157067","0.081896533322263","2"
"Part-time","2004","16-34 y.","Couple + C. LE 16 ","179","0.131869456609622","0.112914534307986","0.150824378911258","2"
"Part-time","2004","35-65 y.","Single parent ","121","0.228628569912106","0.194001089540051","0.26325605028416","2"
"Part-time","2004","35-65 y.","Couple + C. LE 16 ","509","0.160508953127176","0.147010930878761","0.174006975375592","2"
"Part-time","2004","35-65 y.","Couple + C. GT 16 ","365","0.167189295885871","0.151962740119898","0.182415851651843","2"
"Part-time","2004","35-65 y.","Couple + C. LE and GT 16","226","0.174819635237034","0.152625339056994","0.197013931417073","2"
"Part-time","2004","66 and older","1-pers.-HH","8","","","","2"
"Part-time","2004","66 and older","Couple + C. LE 16 ","2","","","","2"
"Part-time","2004","66 and older","(Married) couple without C. ","25","","","","2"
"Part-time","2004","66 and older","Single parent ","","","","","2"
"Part-time","2004","66 and older","Couple + C. GT 16 ","4","","","","2"
"Part-time","2004","66 and older","Couple + C. LE and GT 16","","","","","2"
"Full-time","2005","16-34 y.","1-pers.-HH","394","0.602763822473626","0.566410721941921","0.639116923005332","1"
"Full-time","2005","16-34 y.","(Married) couple without C. ","655","0.664108721658229","0.634059450664597","0.69415799265186","1"
"Full-time","2005","16-34 y.","Single parent ","74","0.158488221928719","0.125436791069929","0.191539652787508","1"
"Full-time","2005","16-34 y.","Couple + C. LE 16 ","425","0.405501617246067","0.376499742964995","0.434503491527138","1"
"Full-time","2005","35-65 y.","(Married) couple without C. ","1742","0.446989315770022","0.431057342497823","0.46292128904222","1"
"Full-time","2005","16-34 y.","Couple + C. GT 16 ","324","0.238628353201349","0.21586565894199","0.261391047460707","1"
"Full-time","2005","16-34 y.","Couple + C. LE and GT 16","61","0.0979367799774983","0.0748368357427061","0.121036724212291","1"
"Full-time","2005","35-65 y.","1-pers.-HH","682","0.567415729652158","0.539325830136493","0.595505629167824","1"
"Full-time","2005","35-65 y.","Single parent ","242","0.410148564566878","0.370119447346016","0.450177681787739","1"
"Full-time","2005","35-65 y.","Couple + C. LE 16 ","1465","0.562679099578268","0.543691841385587","0.581666357770948","1"
"Full-time","2005","35-65 y.","Couple + C. GT 16 ","1157","0.502876698801373","0.48173237656269","0.524021021040055","1"
"Full-time","2005","35-65 y.","Couple + C. LE and GT 16","566","0.519639926228611","0.489690124885423","0.5495897275718","1"
"Full-time","2005","66 and older","1-pers.-HH","4","","","","1"
"Full-time","2005","66 and older","(Married) couple without C. ","25","","","","1"
"Full-time","2005","66 and older","Single parent ","1","","","","1"
"Full-time","2005","66 and older","Couple + C. LE 16 ","","","","","1"
"Full-time","2005","66 and older","Couple + C. LE and GT 16","","","","","1"
"Full-time","2005","66 and older","Couple + C. GT 16 ","2","","","","1"
"Non-working","2005","16-34 y.","Single parent ","271","0.582243289481218","0.537608279832399","0.626878299130037","5"
"Non-working","2005","16-34 y.","Couple + C. LE 16 ","424","0.368606345435603","0.340110211615251","0.397102479255954","5"
"Non-working","2005","16-34 y.","1-pers.-HH","162","0.216884906057576","0.186267321006694","0.247502491108458","5"
"Non-working","2005","16-34 y.","(Married) couple without C. ","146","0.171869872811638","0.147866948546567","0.195872797076709","5"
"Non-working","2005","16-34 y.","Couple + C. GT 16 ","673","0.494554817119793","0.467854984285306","0.52125464995428","5"
"Non-working","2005","35-65 y.","1-pers.-HH","382","0.311157864387426","0.28490876654641","0.337406962228442","5"
"Non-working","2005","35-65 y.","(Married) couple without C. ","1452","0.401527118728277","0.385818647674818","0.417235589781735","5"
"Non-working","2005","16-34 y.","Couple + C. LE and GT 16","411","0.592940759445896","0.554759170761493","0.631122348130299","5"
"Non-working","2005","35-65 y.","Single parent ","174","0.298692283232498","0.261444502300365","0.335940064164631","5"
"Non-working","2005","35-65 y.","Couple + C. LE 16 ","504","0.204172356351821","0.188743287106628","0.219601425597013","5"
"Non-working","2005","35-65 y.","Couple + C. GT 16 ","533","0.271051244307394","0.252253525245114","0.289848963369674","5"
"Non-working","2005","35-65 y.","Couple + C. LE and GT 16","223","0.229524886627099","0.204316013246225","0.254733760007973","5"
"Non-working","2005","66 and older","1-pers.-HH","1060","0.976216016071859","0.967153507214885","0.985278524928834","5"
"Non-working","2005","66 and older","Couple + C. LE and GT 16","2","","","","5"
"Non-working","2005","66 and older","Single parent ","61","0.985726091318607","0.956200280733974","1.01525190190324","5"
"Non-working","2005","66 and older","Couple + C. LE 16 ","4","","","","5"
"Non-working","2005","66 and older","(Married) couple without C. ","2274","0.958703525757903","0.950699538597637","0.966707512918169","5"
"Non-working","2005","66 and older","Couple + C. GT 16 ","160","0.97541101604462","0.951922586780655","0.998899445308584","5"
"Other","2005","16-34 y.","1-pers.-HH","106","0.13404185559639","0.108730690450279","0.159353020742501","6"
"Other","2005","16-34 y.","(Married) couple without C. ","68","0.0590598324863619","0.0440615304767198","0.0740581344960041","6"
"Other","2005","16-34 y.","Single parent ","94","0.185778190705629","0.150579184688539","0.22097719672272","6"
"Other","2005","16-34 y.","Couple + C. LE 16 ","97","0.0968286786492142","0.0793607462047175","0.114296611093711","6"
"Other","2005","16-34 y.","Couple + C. GT 16 ","312","0.241163013168151","0.218317869724192","0.26400815661211","6"
"Other","2005","16-34 y.","Couple + C. LE and GT 16","155","0.277550710190189","0.242749496604262","0.312351923776117","6"
"Other","2005","35-65 y.","1-pers.-HH","48","0.0454502888203618","0.0336407826519847","0.0572597949887389","6"
"Other","2005","35-65 y.","(Married) couple without C. ","136","0.0419609250665585","0.0355359954372294","0.0483858546958876","6"
"Other","2005","35-65 y.","Single parent ","33","0.0548059039079001","0.036283034414512","0.0733287734012882","6"
"Other","2005","35-65 y.","Couple + C. LE 16 ","180","0.0697189347242402","0.0599709641522608","0.0794669052962196","6"
"Other","2005","35-65 y.","Couple + C. GT 16 ","98","0.051491381506709","0.0421455302398603","0.0608372327735577","6"
"Other","2005","35-65 y.","Couple + C. LE and GT 16","70","0.0744035694455238","0.0586721844592586","0.0901349544317889","6"
"Other","2005","66 and older","1-pers.-HH","14","","","","6"
"Other","2005","66 and older","(Married) couple without C. ","43","0.0174069273750043","0.0121460807396921","0.0226677740103165","6"
"Other","2005","66 and older","Couple + C. LE 16 ","","","","","6"
"Other","2005","66 and older","Couple + C. GT 16 ","1","","","","6"
"Other","2005","66 and older","Couple + C. LE and GT 16","","","","","6"
"Other","2005","66 and older","Single parent ","","","","","6"
"Part-time","2005","16-34 y.","(Married) couple without C. ","80","0.104961573043771","0.0854608375816458","0.124462308505897","2"
"Part-time","2005","16-34 y.","Single parent ","30","0.0734902978844341","0.0498745524187684","0.0971060433500998","2"
"Part-time","2005","16-34 y.","Couple + C. GT 16 ","38","0.0256538165107071","0.017210813786561","0.0340968192348532","2"
"Part-time","2005","16-34 y.","Couple + C. LE and GT 16","9","","","","2"
"Part-time","2005","35-65 y.","1-pers.-HH","83","0.0759761171400534","0.0609535454963642","0.0909986887837427","2"
"Part-time","2005","35-65 y.","(Married) couple without C. ","411","0.109522640435143","0.0995153240440216","0.119529956826264","2"
"Part-time","2005","16-34 y.","1-pers.-HH","34","0.0463094158724079","0.0306965772728381","0.0619222544719778","2"
"Part-time","2005","16-34 y.","Couple + C. LE 16 ","155","0.129063358669117","0.109259528468097","0.148867188870136","2"
"Part-time","2005","35-65 y.","Single parent ","131","0.236353248292725","0.201778332083112","0.270928164502337","2"
"Part-time","2005","35-65 y.","Couple + C. LE 16 ","473","0.163429609345671","0.149276614019615","0.177582604671728","2"
"Part-time","2005","35-65 y.","Couple + C. GT 16 ","360","0.174580675384525","0.158527300290172","0.190634050478877","2"
"Part-time","2005","35-65 y.","Couple + C. LE and GT 16","210","0.176431617698766","0.153581035005754","0.199282200391778","2"
"Part-time","2005","66 and older","1-pers.-HH","8","","","","2"
"Part-time","2005","66 and older","Couple + C. LE 16 ","","","","","2"
"Part-time","2005","66 and older","(Married) couple without C. ","32","0.0139177955618983","0.00920531555395953","0.018630275569837","2"
"Part-time","2005","66 and older","Single parent ","","","","","2"
"Part-time","2005","66 and older","Couple + C. GT 16 ","4","","","","2"
"Part-time","2005","66 and older","Couple + C. LE and GT 16","1","","","","2"
"Full-time","2006","16-34 y.","1-pers.-HH","409","0.581947681673566","0.545869623193416","0.618025740153716","1"
"Full-time","2006","16-34 y.","(Married) couple without C. ","627","0.616788257844806","0.585905429363281","0.647671086326331","1"
"Full-time","2006","16-34 y.","Single parent ","73","0.176056153672608","0.14229882489811","0.209813482447107","1"
"Full-time","2006","16-34 y.","Couple + C. LE 16 ","403","0.381078773986383","0.352560018882377","0.409597529090389","1"
"Full-time","2006","35-65 y.","(Married) couple without C. ","1907","0.454320699449068","0.439081813860444","0.469559585037692","1"
"Full-time","2006","35-65 y.","Couple + C. LE 16 ","1517","0.539947677756597","0.521529668902765","0.55836568661043","1"
"Full-time","2006","35-65 y.","Couple + C. GT 16 ","1202","0.526207986640087","0.505512064735259","0.546903908544916","1"
"Full-time","2006","35-65 y.","Couple + C. LE and GT 16","534","0.536050801434718","0.505218691247152","0.566882911622285","1"
"Full-time","2006","16-34 y.","Couple + C. GT 16 ","337","0.251336079626423","0.228605521258964","0.274066637993882","1"
"Full-time","2006","16-34 y.","Couple + C. LE and GT 16","50","0.107861350283395","0.0833248279064837","0.132397872660305","1"
"Full-time","2006","35-65 y.","1-pers.-HH","777","0.578783917595718","0.552445364911394","0.605122470280042","1"
"Full-time","2006","35-65 y.","Single parent ","261","0.378220467134758","0.341110813931428","0.415330120338088","1"
"Full-time","2006","66 and older","1-pers.-HH","11","","","","1"
"Full-time","2006","66 and older","(Married) couple without C. ","37","0.0130496651163432","0.00887508569852588","0.0172242445341604","1"
"Full-time","2006","66 and older","Single parent ","1","","","","1"
"Full-time","2006","66 and older","Couple + C. LE 16 ","1","","","","1"
"Full-time","2006","66 and older","Couple + C. LE and GT 16","1","","","","1"
"Full-time","2006","66 and older","Couple + C. GT 16 ","4","","","","1"
"Non-working","2006","16-34 y.","(Married) couple without C. ","168","0.184575440840228","0.159931595887235","0.209219285793222","5"
"Non-working","2006","16-34 y.","Single parent ","275","0.548530942150977","0.504423870803049","0.592638013498905","5"
"Non-working","2006","16-34 y.","1-pers.-HH","163","0.229898984255706","0.199121845448621","0.260676123062792","5"
"Non-working","2006","16-34 y.","Couple + C. LE 16 ","455","0.4153624303445","0.386424833506149","0.444300027182851","5"
"Non-working","2006","16-34 y.","Couple + C. GT 16 ","663","0.441734823692651","0.415712844713927","0.467756802671376","5"
"Non-working","2006","16-34 y.","Couple + C. LE and GT 16","362","0.563275564554968","0.524044679385933","0.602506449724003","5"
"Non-working","2006","35-65 y.","1-pers.-HH","434","0.313169427455238","0.288429655325766","0.337909199584711","5"
"Non-working","2006","35-65 y.","Couple + C. LE 16 ","551","0.215331214686193","0.200141140032259","0.230521289340128","5"
"Non-working","2006","35-65 y.","Couple + C. GT 16 ","536","0.253754434590061","0.235717617821269","0.271791251358853","5"
"Non-working","2006","35-65 y.","(Married) couple without C. ","1557","0.385127004675168","0.370233465840752","0.400020543509583","5"
"Non-working","2006","35-65 y.","Single parent ","192","0.310464670674649","0.275058372201652","0.345870969147645","5"
"Non-working","2006","35-65 y.","Couple + C. LE and GT 16","196","0.216106894186283","0.190660409588856","0.241553378783709","5"
"Non-working","2006","66 and older","1-pers.-HH","1250","0.967599066635974","0.957933037203318","0.97726509606863","5"
"Non-working","2006","66 and older","(Married) couple without C. ","2708","0.956154427027777","0.948622739571249","0.963686114484305","5"
"Non-working","2006","66 and older","Single parent ","66","0.960885688103045","0.915142413047798","1.00662896315829","5"
"Non-working","2006","66 and older","Couple + C. LE 16 ","4","","","","5"
"Non-working","2006","66 and older","Couple + C. LE and GT 16","4","","","","5"
"Non-working","2006","66 and older","Couple + C. GT 16 ","153","0.959338720583655","0.929018608981197","0.989658832186114","5"
"Other","2006","16-34 y.","Couple + C. LE 16 ","94","0.0777983387189195","0.0620692483586517","0.0935274290791874","6"
"Other","2006","35-65 y.","1-pers.-HH","55","0.0495300147156882","0.0379559837826215","0.0611040456487549","6"
"Other","2006","35-65 y.","(Married) couple without C. ","158","0.0460911856795685","0.0396736901112412","0.0525086812478959","6"
"Other","2006","16-34 y.","1-pers.-HH","109","0.132504476360533","0.107705442292615","0.157303510428451","6"
"Other","2006","16-34 y.","(Married) couple without C. ","82","0.101437325612583","0.0822593527706043","0.120615298454561","6"
"Other","2006","16-34 y.","Single parent ","111","0.216961087412933","0.180428851107236","0.25349332371863","6"
"Other","2006","16-34 y.","Couple + C. GT 16 ","363","0.283188166571727","0.25957907004689","0.306797263096564","6"
"Other","2006","16-34 y.","Couple + C. LE and GT 16","189","0.306023604267902","0.269572245828652","0.342474962707152","6"
"Other","2006","35-65 y.","Single parent ","39","0.0685300704233114","0.0491960942072779","0.0878640466393449","6"
"Other","2006","35-65 y.","Couple + C. LE 16 ","191","0.0687556545208358","0.0594048439387188","0.0781064651029527","6"
"Other","2006","35-65 y.","Couple + C. GT 16 ","119","0.0630625980194345","0.052987404218257","0.073137791820612","6"
"Other","2006","35-65 y.","Couple + C. LE and GT 16","70","0.0697263560537314","0.0539804047776426","0.0854723073298203","6"
"Other","2006","66 and older","1-pers.-HH","12","","","","6"
"Other","2006","66 and older","(Married) couple without C. ","66","0.0198330573530956","0.0147043224180854","0.0249617922881057","6"
"Other","2006","66 and older","Couple + C. LE 16 ","","","","","6"
"Other","2006","66 and older","Couple + C. GT 16 ","2","","","","6"
"Other","2006","66 and older","Couple + C. LE and GT 16","","","","","6"
"Other","2006","66 and older","Single parent ","1","","","","6"
"Part-time","2006","35-65 y.","(Married) couple without C. ","479","0.114461110196195","0.104717138748818","0.124205081643573","2"
"Part-time","2006","16-34 y.","(Married) couple without C. ","75","0.0971989757023826","0.0783817115037096","0.116016239901056","2"
"Part-time","2006","16-34 y.","Single parent ","30","0.0584518167634816","0.0376589704578391","0.079244663069124","2"
"Part-time","2006","16-34 y.","Couple + C. GT 16 ","36","0.0237409301091991","0.0157633598202266","0.0317185003981715","2"
"Part-time","2006","16-34 y.","Couple + C. LE and GT 16","13","","","","2"
"Part-time","2006","35-65 y.","1-pers.-HH","84","0.0585166402333554","0.0459959802310864","0.0710373002356245","2"
"Part-time","2006","35-65 y.","Single parent ","164","0.242784791767282","0.209974010271329","0.275595573263235","2"
"Part-time","2006","35-65 y.","Couple + C. LE 16 ","554","0.175965453036374","0.161893653466104","0.190037252606643","2"
"Part-time","2006","35-65 y.","Couple + C. GT 16 ","379","0.156974980750417","0.141896845224354","0.17205311627648","2"
"Part-time","2006","35-65 y.","Couple + C. LE and GT 16","205","0.178115948325267","0.154461014333499","0.201770882317036","2"
"Part-time","2006","66 and older","1-pers.-HH","16","","","","2"
"Part-time","2006","66 and older","Couple + C. LE 16 ","","","","","2"
"Part-time","2006","66 and older","Couple + C. GT 16 ","4","","","","2"
"Part-time","2006","16-34 y.","1-pers.-HH","37","0.0556488577101946","0.0388808775694733","0.0724168378509159","2"
"Part-time","2006","16-34 y.","Couple + C. LE 16 ","162","0.125760456950198","0.106289254509867","0.145231659390528","2"
"Part-time","2006","66 and older","(Married) couple without C. ","28","","","","2"
"Part-time","2006","66 and older","Single parent ","1","","","","2"
"Part-time","2006","66 and older","Couple + C. LE and GT 16","1","","","","2"
"Full-time","2007","16-34 y.","1-pers.-HH","383","0.593426040763221","0.556149272519578","0.630702809006865","1"
"Full-time","2007","16-34 y.","(Married) couple without C. ","587","0.678355430172454","0.647100307203043","0.709610553141865","1"
"Full-time","2007","16-34 y.","Single parent ","73","0.159015468126421","0.126436366814114","0.191594569438727","1"
"Full-time","2007","16-34 y.","Couple + C. LE 16 ","393","0.399616808241606","0.369645165538771","0.429588450944441","1"
"Full-time","2007","35-65 y.","(Married) couple without C. ","1804","0.475816615638042","0.459765825039005","0.491867406237078","1"
"Full-time","2007","35-65 y.","Couple + C. LE 16 ","1412","0.537145020020328","0.517833718314571","0.556456321726085","1"
"Full-time","2007","35-65 y.","Couple + C. GT 16 ","1197","0.553421575593787","0.532412603818099","0.574430547369475","1"
"Full-time","2007","35-65 y.","Couple + C. LE and GT 16","486","0.499981180918909","0.467829014724824","0.532133347112994","1"
"Full-time","2007","16-34 y.","Couple + C. GT 16 ","316","0.251340220662692","0.228200694912439","0.274479746412945","1"
"Full-time","2007","16-34 y.","Couple + C. LE and GT 16","47","0.102479600523845","0.0770874965436565","0.127871704504033","1"
"Full-time","2007","35-65 y.","1-pers.-HH","737","0.585355385591858","0.558512526195053","0.612198244988664","1"
"Full-time","2007","35-65 y.","Single parent ","251","0.397509894587632","0.358481691802331","0.436538097372933","1"
"Full-time","2007","66 and older","1-pers.-HH","11","","","","1"
"Full-time","2007","66 and older","(Married) couple without C. ","32","0.00785550929276841","0.00459194401300032","0.0111190745725365","1"
"Full-time","2007","66 and older","Single parent ","2","","","","1"
"Full-time","2007","66 and older","Couple + C. LE 16 ","","","","","1"
"Full-time","2007","66 and older","Couple + C. GT 16 ","6","","","","1"
"Full-time","2007","66 and older","Couple + C. LE and GT 16","1","","","","1"
"Non-working","2007","16-34 y.","(Married) couple without C. ","112","0.136331379966949","0.113371165906505","0.159291594027392","5"
"Non-working","2007","16-34 y.","Single parent ","260","0.548669293926649","0.504336185927207","0.593002401926091","5"
"Non-working","2007","16-34 y.","1-pers.-HH","151","0.221415739614407","0.189906187573618","0.252925291655197","5"
"Non-working","2007","16-34 y.","Couple + C. LE 16 ","365","0.3593314082434","0.329972580072616","0.388690236414184","5"
"Non-working","2007","16-34 y.","Couple + C. GT 16 ","673","0.444171097157546","0.417666151549481","0.470676042765612","5"
"Non-working","2007","16-34 y.","Couple + C. LE and GT 16","318","0.54985229454723","0.508198137221163","0.591506451873297","5"
"Non-working","2007","35-65 y.","1-pers.-HH","398","0.292620868756059","0.267831827961165","0.317409909550954","5"
"Non-working","2007","35-65 y.","Couple + C. LE 16 ","420","0.182984750262104","0.168009784710861","0.197959715813347","5"
"Non-working","2007","35-65 y.","Couple + C. GT 16 ","476","0.229488633727343","0.211718201106327","0.247259066348358","5"
"Non-working","2007","66 and older","Couple + C. LE 16 ","6","","","","5"
"Non-working","2007","35-65 y.","(Married) couple without C. ","1321","0.36824815372043","0.352746481456724","0.383749825984136","5"
"Non-working","2007","35-65 y.","Single parent ","170","0.295506862543301","0.259119398385851","0.331894326700752","5"
"Non-working","2007","35-65 y.","Couple + C. LE and GT 16","179","0.218003297882132","0.191452704810127","0.244553890954138","5"
"Non-working","2007","66 and older","1-pers.-HH","1183","0.96225033302928","0.951560009312792","0.972940656745767","5"
"Non-working","2007","66 and older","(Married) couple without C. ","2690","0.960775130522765","0.953598686556366","0.967951574489164","5"
"Non-working","2007","66 and older","Single parent ","66","0.974511057567419","0.937051475425927","1.01197063970891","5"
"Non-working","2007","66 and older","Couple + C. LE and GT 16","1","","","","5"
"Non-working","2007","66 and older","Couple + C. GT 16 ","163","0.880779734666457","0.833701399563374","0.92785806976954","5"
"Other","2007","16-34 y.","1-pers.-HH","92","0.121240512768822","0.0964694825178033","0.14601154301984","6"
"Other","2007","16-34 y.","(Married) couple without C. ","82","0.0901506468156762","0.0709872004315905","0.109314093199762","6"
"Other","2007","16-34 y.","Single parent ","113","0.211219291702389","0.174855401205985","0.247583182198794","6"
"Other","2007","16-34 y.","Couple + C. LE 16 ","87","0.0893952447055977","0.0719371608029887","0.106853328608207","6"
"Other","2007","16-34 y.","Couple + C. GT 16 ","316","0.269343545549978","0.245679384861207","0.293007706238749","6"
"Other","2007","16-34 y.","Couple + C. LE and GT 16","176","0.329891566038682","0.290526048992102","0.369257083085263","6"
"Other","2007","35-65 y.","1-pers.-HH","54","0.0473938324378573","0.0358167650371947","0.0589708998385198","6"
"Other","2007","35-65 y.","(Married) couple without C. ","147","0.0430844421558122","0.0365586678936413","0.0496102164179831","6"
"Other","2007","35-65 y.","Single parent ","48","0.0769026076755322","0.055654321004852","0.0981508943462125","6"
"Other","2007","35-65 y.","Couple + C. LE 16 ","164","0.0633072911245268","0.0538760524188559","0.0727385298301976","6"
"Other","2007","35-65 y.","Couple + C. GT 16 ","108","0.0637080569784456","0.0533868447363373","0.0740292692205539","6"
"Other","2007","35-65 y.","Couple + C. LE and GT 16","65","0.0737340553951845","0.0569289150818004","0.0905391957085686","6"
"Other","2007","66 and older","1-pers.-HH","10","","","","6"
"Other","2007","66 and older","(Married) couple without C. ","58","0.0215488261136653","0.0161809923729061","0.0269166598544245","6"
"Other","2007","66 and older","Couple + C. LE 16 ","","","","","6"
"Other","2007","66 and older","Couple + C. GT 16 ","11","","","","6"
"Other","2007","66 and older","Couple + C. LE and GT 16","","","","","6"
"Other","2007","66 and older","Single parent ","","","","","6"
"Part-time","2007","35-65 y.","(Married) couple without C. ","447","0.112850788485716","0.102681615474052","0.123019961497381","2"
"Part-time","2007","16-34 y.","(Married) couple without C. ","77","0.0951625430449209","0.0755279116779108","0.114797174411931","2"
"Part-time","2007","16-34 y.","Single parent ","38","0.0810959462445408","0.0567761424573773","0.105415750031704","2"
"Part-time","2007","16-34 y.","Couple + C. GT 16 ","45","0.0351451366297837","0.0253221213429362","0.0449681519166311","2"
"Part-time","2007","16-34 y.","Couple + C. LE and GT 16","7","","","","2"
"Part-time","2007","35-65 y.","1-pers.-HH","105","0.0746299132142253","0.0603114914981726","0.0889483349302781","2"
"Part-time","2007","35-65 y.","Single parent ","135","0.230080635193535","0.196515200413627","0.263646069973442","2"
"Part-time","2007","35-65 y.","Couple + C. LE 16 ","565","0.216562938593041","0.200610120025535","0.232515757160548","2"
"Part-time","2007","35-65 y.","Couple + C. GT 16 ","370","0.153381733700425","0.138153184729758","0.168610282671092","2"
"Part-time","2007","35-65 y.","Couple + C. LE and GT 16","199","0.208281465803774","0.182168815505506","0.234394116102042","2"
"Part-time","2007","66 and older","1-pers.-HH","17","","","","2"
"Part-time","2007","66 and older","Couple + C. LE 16 ","","","","","2"
"Part-time","2007","66 and older","Couple + C. GT 16 ","2","","","","2"
"Part-time","2007","16-34 y.","1-pers.-HH","41","0.0639177068535495","0.0453545094952665","0.0824809042118324","2"
"Part-time","2007","16-34 y.","Couple + C. LE 16 ","181","0.151656538809397","0.129708746641638","0.173604330977156","2"
"Part-time","2007","66 and older","(Married) couple without C. ","31","0.00982053407080118","0.00617515933427237","0.01346590880733","2"
"Part-time","2007","66 and older","Single parent ","","","","","2"
"Part-time","2007","66 and older","Couple + C. LE and GT 16","1","","","","2"
"Full-time","2008","16-34 y.","1-pers.-HH","368","0.608777809614541","0.569986231454976","0.647569387774106","1"
"Full-time","2008","16-34 y.","(Married) couple without C. ","569","0.712315587022847","0.681179468893153","0.74345170515254","1"
"Full-time","2008","16-34 y.","Single parent ","91","0.175610175904809","0.14167769012177","0.209542661687847","1"
"Full-time","2008","16-34 y.","Couple + C. LE 16 ","333","0.399111151534903","0.366570033653932","0.431652269415874","1"
"Full-time","2008","35-65 y.","(Married) couple without C. ","1746","0.501343115580795","0.484716585538462","0.517969645623127","1"
"Full-time","2008","35-65 y.","Couple + C. LE 16 ","1300","0.563293494514444","0.543202123076154","0.583384865952733","1"
"Full-time","2008","35-65 y.","Couple + C. GT 16 ","1140","0.542827321753226","0.521162051410023","0.564492592096429","1"
"Full-time","2008","35-65 y.","Couple + C. LE and GT 16","446","0.535916593780073","0.50202959943868","0.569803588121466","1"
"Full-time","2008","16-34 y.","Couple + C. GT 16 ","335","0.269012226630852","0.24441942889769","0.293605024364014","1"
"Full-time","2008","16-34 y.","Couple + C. LE and GT 16","42","0.0923587524227174","0.06690416644184","0.117813338403595","1"
"Full-time","2008","35-65 y.","1-pers.-HH","727","0.588812756776062","0.561348049521243","0.616277464030881","1"
"Full-time","2008","35-65 y.","Single parent ","250","0.434892976921659","0.394582626426558","0.475203327416759","1"
"Full-time","2008","66 and older","1-pers.-HH","8","","","","1"
"Full-time","2008","66 and older","(Married) couple without C. ","34","0.00872517732617528","0.00527984744568086","0.0121705072066697","1"
"Full-time","2008","66 and older","Single parent ","1","","","","1"
"Full-time","2008","66 and older","Couple + C. LE 16 ","1","","","","1"
"Full-time","2008","66 and older","Couple + C. LE and GT 16","1","","","","1"
"Full-time","2008","66 and older","Couple + C. GT 16 ","7","","","","1"
"Non-working","2008","16-34 y.","(Married) couple without C. ","96","0.121002171688905","0.0985705557872277","0.143433787590583","5"
"Non-working","2008","16-34 y.","Single parent ","245","0.509223063343063","0.46463992557047","0.553806201115656","5"
"Non-working","2008","16-34 y.","1-pers.-HH","126","0.217268086362205","0.184488702081191","0.250047470643218","5"
"Non-working","2008","16-34 y.","Couple + C. LE and GT 16","287","0.545334938656758","0.501557802287583","0.589112075025932","5"
"Non-working","2008","35-65 y.","1-pers.-HH","352","0.280927794640526","0.255840712100739","0.306014877180314","5"
"Non-working","2008","16-34 y.","Couple + C. LE 16 ","295","0.336793912334595","0.305389199023025","0.368198625646166","5"
"Non-working","2008","16-34 y.","Couple + C. GT 16 ","581","0.438437715277665","0.410919529964338","0.465955900590993","5"
"Non-working","2008","35-65 y.","(Married) couple without C. ","1162","0.333753729751989","0.318073094845674","0.349434364658303","5"
"Non-working","2008","35-65 y.","Couple + C. LE 16 ","377","0.161658448257137","0.146745720721351","0.176571175792923","5"
"Non-working","2008","35-65 y.","Couple + C. GT 16 ","422","0.226844569802637","0.208631182268994","0.24505795733628","5"
"Non-working","2008","35-65 y.","Single parent ","143","0.242829490493155","0.207963052262733","0.277695928723577","5"
"Non-working","2008","35-65 y.","Couple + C. LE and GT 16","142","0.167956038171944","0.142554654436484","0.193357421907405","5"
"Non-working","2008","66 and older","1-pers.-HH","1179","0.965259577627647","0.9549713063086","0.975547848946695","5"
