"erwst","year","education","n","percent","lower_confidence","upper_confidence"
"Non-working","2016","no degree/no degree yet","2402","0.729013088868637","0.712811191924778","0.745214985812497"
"Non-working","2016","Other degree","3217","0.422678217118347","0.409838407956795","0.435518026279899"
"Non-working","2016","secondary school degree","2140","0.337236615198256","0.325957501061715","0.348515729334797"
"Other","2016","college entrance qualification","560","0.0814816250012435","0.0750021475865173","0.0879611024159697"
"Other","2016","lower secondary degree","465","0.0655499330932805","0.0592581626812889","0.0718417035052721"
"Other","2016","no degree/no degree yet","249","0.127022317233113","0.114883800217517","0.13916083424871"
"Other","2016","Other degree","427","0.08416621503955","0.0769497935303809","0.0913826365487191"
"Other","2016","secondary school degree","632","0.0769670491124844","0.070608040729221","0.0833260574957479"
"Part-time","2016","college entrance qualification","1282","0.143536248981152","0.135231978145518","0.151840519816786"
"Part-time","2016","lower secondary degree","575","0.0891164720252397","0.081873461646723","0.0963594824037565"
"Part-time","2016","no degree/no degree yet","85","0.0434185991327483","0.0359897264566474","0.0508474718088492"
"Part-time","2016","Other degree","577","0.135583645963524","0.126685289387177","0.144482002539872"
"Part-time","2016","secondary school degree","1265","0.14786840569622","0.139399653872816","0.156337157519623"
"Full-time","2017","college entrance qualification","3672","0.486642126004187","0.475672351269306","0.497611900739068"
"Full-time","2017","lower secondary degree","1748","0.267709652659454","0.256672494632109","0.2787468106868"
"Full-time","2017","no degree/no degree yet","228","0.113435188669939","0.103071675209236","0.123798702130642"
"Full-time","2017","Other degree","1512","0.366506806256939","0.354395017153781","0.378618595360097"
"Full-time","2017","secondary school degree","3287","0.448887511716572","0.437779528326624","0.45999549510652"
"Non-working","2017","college entrance qualification","2121","0.275206329281681","0.265404228801226","0.285008429762136"
"Non-working","2017","lower secondary degree","3275","0.57871043880309","0.566401953883397","0.591018923722783"
"Non-working","2017","no degree/no degree yet","2960","0.721621531257992","0.706974472142495","0.736268590373488"
"Non-working","2017","Other degree","3484","0.408620013647233","0.396263685600186","0.420976341694279"
"Non-working","2017","secondary school degree","2359","0.329067876438383","0.318574183035309","0.339561569841457"
"Other","2017","college entrance qualification","674","0.0856945493420718","0.0795512030134682","0.0918378956706753"
"Other","2017","lower secondary degree","527","0.0724448640025542","0.0659830082562564","0.078906719748852"
"Other","2017","no degree/no degree yet","292","0.127407787274389","0.116511425218971","0.138304149329807"
"Other","2017","Other degree","483","0.0999955070135607","0.0924548552756316","0.10753615875149"
"Other","2017","secondary school degree","617","0.0720061457657468","0.0662331177304084","0.0777791738010851"
"Part-time","2017","college entrance qualification","1508","0.15245699537206","0.144567716729993","0.160346274014127"
"Part-time","2017","lower secondary degree","632","0.0811350445349017","0.0743287039949338","0.0879413850748697"
"Part-time","2017","no degree/no degree yet","117","0.0375354927976799","0.0313240670978208","0.043746918497539"
"Part-time","2017","Other degree","601","0.124877673082268","0.116568207711503","0.133187138453033"
"Part-time","2017","secondary school degree","1439","0.150038466079298","0.142063161508391","0.158013770650205"
"Full-time","2018","college entrance qualification","3493","0.486881449916721","0.475726052356638","0.498036847476804"
"Full-time","2018","lower secondary degree","1581","0.262180544372244","0.250892606373747","0.27346848237074"
"Full-time","2018","no degree/no degree yet","267","0.110488659078426","0.0991236894475417","0.12185362870931"
"Full-time","2018","Other degree","1523","0.377251686504773","0.364067521670109","0.390435851339437"
"Full-time","2018","secondary school degree","3041","0.446450625214189","0.435093351726655","0.457807898701723"
"Non-working","2018","college entrance qualification","2088","0.277135399121436","0.267146007009856","0.287124791233017"
"Non-working","2018","lower secondary degree","3171","0.574333211829854","0.561643370786031","0.587023052873676"
"Non-working","2018","no degree/no degree yet","2253","0.712867358337262","0.696466018354202","0.729268698320322"
"Non-working","2018","Other degree","2543","0.39888763695423","0.385568261315536","0.412207012592923"
"Non-working","2018","secondary school degree","2300","0.328972187441371","0.318238250597279","0.339706124285463"
"Other","2018","college entrance qualification","651","0.0823221358105132","0.0761877932692476","0.0884564783517788"
"Other","2018","lower secondary degree","488","0.0770187812294975","0.0701759774548405","0.0838615850041544"
"Other","2018","no degree/no degree yet","260","0.118245131263781","0.10653938110881","0.129950881418752"
"Other","2018","Other degree","479","0.0896033492860884","0.0818344731636976","0.0973722254084791"
"Other","2018","secondary school degree","618","0.0679216397026472","0.0621733390179582","0.0736699403873362"
"Part-time","2018","college entrance qualification","1480","0.153661015151329","0.145612447428487","0.161709582874171"
"Part-time","2018","lower secondary degree","592","0.0864674625684052","0.0792542671062579","0.0936806580305524"
"Part-time","2018","no degree/no degree yet","143","0.0583988513205315","0.0498978648386569","0.066899837802406"
"Part-time","2018","Other degree","647","0.134257327254909","0.124983816926778","0.143530837583039"
"Part-time","2018","secondary school degree","1401","0.156655547641792","0.14835160062236","0.164959494661225"
"Full-time","2019","college entrance qualification","4201","0.487899522289301","0.477335199746514","0.498463844832088"
"Full-time","2019","lower secondary degree","1523","0.26841864435092","0.256649444805985","0.280187843895855"
"Full-time","2019","no degree/no degree yet","340","0.12761247757503","0.114782384392964","0.140442570757096"
"Full-time","2019","Other degree","1421","0.377554953020262","0.363310116092675","0.39179978994785"
"Full-time","2019","secondary school degree","3318","0.438265941477597","0.427078356280432","0.449453526674763"
"Non-working","2019","college entrance qualification","2080","0.270358617988111","0.260971685315579","0.279745550660643"
"Non-working","2019","lower secondary degree","2923","0.572453979296354","0.559314716584907","0.585593242007801"
"Non-working","2019","no degree/no degree yet","1846","0.666586901802409","0.648458971027891","0.684714832576928"
"Non-working","2019","Other degree","2034","0.410862963861392","0.396406118077537","0.425319809645247"
"Non-working","2019","secondary school degree","2268","0.32924497313393","0.318648931381419","0.339841014886441"
"Other","2019","college entrance qualification","677","0.076686717957137","0.0710628711440115","0.0823105647702624"
"Other","2019","lower secondary degree","440","0.0700329831668736","0.0632550956299215","0.0768108707038256"
"Other","2019","no degree/no degree yet","280","0.126656414363208","0.113867470542728","0.139445358183688"
"Other","2019","Other degree","412","0.0748330339353245","0.0671013583442998","0.0825647095263492"
"Other","2019","secondary school degree","576","0.0642619645592387","0.058732841487185","0.0697910876312924"
"Part-time","2019","college entrance qualification","1642","0.165055141765452","0.157209250380495","0.172901033150408"
"Part-time","2019","lower secondary degree","560","0.0890943931858518","0.0815283093832722","0.0966604769884314"
"Part-time","2019","no degree/no degree yet","132","0.0791442062593525","0.0687633328734413","0.0895250796452637"
"Part-time","2019","Other degree","582","0.136749049183021","0.126653090176219","0.146845008189823"
"Part-time","2019","secondary school degree","1394","0.168227120829234","0.159792753713301","0.176661487945168"
