"erwst","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"Part-time","2011","no migration background","Rural Area","1196","0.0979808938168561","0.0919077332790785","0.104054054354634"
"Part-time","2011","direct migration background","Urban Area","316","0.115747212189727","0.103186404666088","0.128308019713366"
"Part-time","2011","direct migration background","Rural Area","82","0.104243973562507","0.0828812231733812","0.125606723951633"
"Part-time","2011","indirect migration background","Urban Area","137","0.0958047052800959","0.0787493951963261","0.112860015363866"
"Part-time","2011","indirect migration background","Rural Area","34","0.146817235776351","0.104285135324392","0.189349336228309"
"Non-working","2011","no migration background","Urban Area","6169","0.439846232929109","0.431934153720227","0.447758312137991"
"Non-working","2011","no migration background","Rural Area","3726","0.423612064958863","0.413517728046859","0.433706401870867"
"Non-working","2011","direct migration background","Urban Area","1131","0.458642566847404","0.439078762818193","0.478206370876615"
"Non-working","2011","direct migration background","Rural Area","359","0.443600583156492","0.40886887002622","0.478332296286764"
"Non-working","2011","indirect migration background","Urban Area","446","0.353767959411646","0.326061019014778","0.381474899808515"
"Non-working","2011","indirect migration background","Rural Area","102","0.318328488981837","0.262348527077","0.374308450886674"
"Other","2011","no migration background","Urban Area","1112","0.0695277967782465","0.0654734817325431","0.0735821118239499"
"Other","2011","no migration background","Rural Area","742","0.0767678019582664","0.0713292758383795","0.0822063280781534"
"Other","2011","direct migration background","Urban Area","172","0.0669964942010472","0.0571803314896179","0.0768126569124764"
"Other","2011","direct migration background","Rural Area","86","0.127635850714429","0.104308143200396","0.150963558228462"
"Other","2011","indirect migration background","Urban Area","151","0.141585540551792","0.121383602147113","0.161787478956471"
"Other","2011","indirect migration background","Rural Area","47","0.212999208433235","0.163797084336155","0.262201332530315"
"Full-time","2012","no migration background","Urban Area","5450","0.390328638542331","0.382445128540295","0.398212148544367"
"Full-time","2012","no migration background","Rural Area","3434","0.387552290560441","0.377553982252276","0.397550598868607"
"Full-time","2012","direct migration background","Urban Area","855","0.379212307900591","0.359357570590215","0.399067045210966"
"Full-time","2012","direct migration background","Rural Area","270","0.356874827253739","0.323189304323145","0.390560350184333"
"Full-time","2012","indirect migration background","Urban Area","402","0.403224031092729","0.374404999995221","0.432043062190237"
"Full-time","2012","indirect migration background","Rural Area","89","0.384490535678757","0.325472054081699","0.443509017275815"
"Part-time","2012","no migration background","Urban Area","2128","0.101024313517588","0.0961541511101841","0.105894475924992"
"Part-time","2012","no migration background","Rural Area","1228","0.105338503310687","0.0990383689956991","0.111638637625674"
"Part-time","2012","direct migration background","Urban Area","322","0.125354179939459","0.11180425445835","0.138904105420569"
"Part-time","2012","direct migration background","Rural Area","94","0.111513421446533","0.0893811194272512","0.133645723465815"
"Part-time","2012","indirect migration background","Urban Area","145","0.105619508134545","0.0875630012373033","0.123676015031788"
"Part-time","2012","indirect migration background","Rural Area","36","0.13647203242985","0.0948246346443826","0.178119430215317"
"Non-working","2012","no migration background","Urban Area","5955","0.43511594168207","0.427103983498589","0.443127899865551"
"Non-working","2012","no migration background","Rural Area","3695","0.430847606062823","0.420685049198231","0.441010162927416"
"Non-working","2012","direct migration background","Urban Area","945","0.421391664278965","0.401185368892569","0.44159795966536"
"Non-working","2012","direct migration background","Rural Area","336","0.441553140926448","0.406637501720857","0.47646878013204"
"Non-working","2012","indirect migration background","Urban Area","394","0.325823694161827","0.298289106128324","0.35335828219533"
"Non-working","2012","indirect migration background","Rural Area","95","0.361464119172828","0.303179617557619","0.419748620788037"
"Other","2012","no migration background","Urban Area","1176","0.0735311062580108","0.0693130973927189","0.0777491151233026"
"Other","2012","no migration background","Rural Area","764","0.0762616000660487","0.0708146384040053","0.0817085617280922"
"Other","2012","direct migration background","Urban Area","172","0.0740418478809854","0.0633270079247405","0.0847566878372303"
"Other","2012","direct migration background","Rural Area","77","0.09005861037328","0.0699303189232511","0.110186901823309"
"Other","2012","indirect migration background","Urban Area","172","0.165332766610899","0.143508650791641","0.187156882430156"
"Other","2012","indirect migration background","Rural Area","41","0.117573312718566","0.0784962841998089","0.156650341237322"
"Full-time","2013","no migration background","Urban Area","5206","0.379809387936719","0.371778192860049","0.38784058301339"
"Full-time","2013","no migration background","Rural Area","3179","0.373137108500285","0.362927361982057","0.383346855018514"
"Full-time","2013","direct migration background","Urban Area","1891","0.384728642591766","0.371065530373298","0.398391754810234"
"Full-time","2013","direct migration background","Rural Area","612","0.373475833208846","0.349456301801905","0.397495364615787"
"Full-time","2013","indirect migration background","Urban Area","655","0.398463864971346","0.376184568835611","0.420743161107081"
"Full-time","2013","indirect migration background","Rural Area","138","0.386871602715484","0.338031614391307","0.435711591039661"
"Part-time","2013","no migration background","Urban Area","2072","0.106230314862049","0.101131470239823","0.111329159484274"
"Part-time","2013","no migration background","Rural Area","1266","0.111880378042437","0.105226004850745","0.118534751234128"
"Part-time","2013","direct migration background","Urban Area","691","0.120837021528715","0.111683805171083","0.129990237886347"
"Part-time","2013","direct migration background","Rural Area","172","0.116886695332556","0.100933226862187","0.132840163802925"
"Part-time","2013","indirect migration background","Urban Area","221","0.100692360936052","0.0869984172607039","0.114386304611401"
"Part-time","2013","indirect migration background","Rural Area","40","0.0925016704474485","0.063447123052723","0.121556217842174"
"Non-working","2013","no migration background","Urban Area","5513","0.434872763389084","0.426669456539469","0.443076070238699"
"Non-working","2013","no migration background","Rural Area","3430","0.437773362817484","0.427300272874875","0.448246452760094"
"Non-working","2013","direct migration background","Urban Area","1786","0.397670997064008","0.383926847481733","0.411415146646282"
"Non-working","2013","direct migration background","Rural Area","599","0.414212249504414","0.389752839538682","0.438671659470147"
"Non-working","2013","indirect migration background","Urban Area","658","0.338982359352337","0.317441094128696","0.360523624575977"
"Non-working","2013","indirect migration background","Rural Area","140","0.381551117894099","0.332838140032013","0.430264095756184"
"Other","2013","no migration background","Urban Area","1238","0.079087533812148","0.0746217476263332","0.0835533199979628"
"Other","2013","no migration background","Rural Area","745","0.0772091506397935","0.071574324959403","0.082843976320184"
"Other","2013","direct migration background","Urban Area","503","0.0967633388155115","0.0884610998960774","0.105065577734946"
"Other","2013","direct migration background","Rural Area","175","0.0954252219541836","0.0808364682988984","0.110013975609469"
"Other","2013","indirect migration background","Urban Area","321","0.161861414740265","0.145100191231615","0.178622638248915"
"Other","2013","indirect migration background","Rural Area","64","0.139075608942969","0.104376014358978","0.17377520352696"
"Full-time","2014","no migration background","Urban Area","4697","0.378761172268094","0.370359739350559","0.387162605185629"
"Full-time","2014","no migration background","Rural Area","2884","0.36811670403989","0.357454474747411","0.378778933332369"
"Full-time","2014","direct migration background","Urban Area","1484","0.374653017812007","0.359446253252285","0.389859782371729"
"Full-time","2014","direct migration background","Rural Area","490","0.395128490488723","0.368450447193392","0.421806533784053"
"Full-time","2014","indirect migration background","Urban Area","554","0.385332472183321","0.36130500880092","0.409359935565721"
"Full-time","2014","indirect migration background","Rural Area","135","0.406899592053756","0.355868973725247","0.457930210382264"
"Part-time","2014","no migration background","Urban Area","1893","0.113114802761808","0.107629068489026","0.11860053703459"
"Part-time","2014","no migration background","Rural Area","1094","0.113993412247338","0.106967622153147","0.12101920234153"
"Part-time","2014","direct migration background","Urban Area","539","0.117044454989404","0.106944800512475","0.127144109466332"
"Part-time","2014","direct migration background","Rural Area","164","0.106805111465539","0.0899503593687342","0.123659863562344"
"Part-time","2014","indirect migration background","Urban Area","174","0.0928513609546938","0.0785227745151399","0.107179947394248"
"Part-time","2014","indirect migration background","Rural Area","45","0.115672956207307","0.0824494500507781","0.148896462363836"
"Non-working","2014","no migration background","Urban Area","5086","0.427792470987817","0.419223381176163","0.436361560799472"
"Non-working","2014","no migration background","Rural Area","3126","0.428822983958024","0.417881878429229","0.439764089486818"
"Non-working","2014","direct migration background","Urban Area","1449","0.414535051117123","0.399057838307765","0.430012263926482"
"Non-working","2014","direct migration background","Rural Area","488","0.381452106362791","0.354945147094684","0.407959065630898"
"Non-working","2014","indirect migration background","Urban Area","568","0.347325692645109","0.32381926146672","0.370832123823499"
"Non-working","2014","indirect migration background","Rural Area","119","0.3293976257237","0.280575591857635","0.378219659589764"
"Other","2014","no migration background","Urban Area","1130","0.0803315539822806","0.0756239483970371","0.0850391595675241"
"Other","2014","no migration background","Rural Area","756","0.0890668997547476","0.0827698340128206","0.0953639654966746"
"Other","2014","direct migration background","Urban Area","420","0.0937674760814654","0.0846093290717339","0.102925623091197"
"Other","2014","direct migration background","Rural Area","148","0.116614291682947","0.0990995268850743","0.134129056480819"
"Other","2014","indirect migration background","Urban Area","280","0.174490474216876","0.155752747939176","0.193228200494577"
"Other","2014","indirect migration background","Rural Area","57","0.148029826015238","0.111139720115787","0.184919931914688"
"Full-time","2015","no migration background","Urban Area","4417","0.375596810822183","0.366998894981869","0.384194726662497"
"Full-time","2015","no migration background","Rural Area","2700","0.367941646676729","0.35704213020015","0.378841163153308"
"Full-time","2015","direct migration background","Urban Area","1734","0.376664876752102","0.362479184730395","0.390850568773808"
"Full-time","2015","direct migration background","Rural Area","641","0.430321012256374","0.405389239972706","0.455252784540042"
"Full-time","2015","indirect migration background","Urban Area","517","0.416084364757325","0.390818151633397","0.441350577881254"
"Full-time","2015","indirect migration background","Rural Area","120","0.434912494496555","0.382676624019963","0.487148364973148"
"Part-time","2015","no migration background","Urban Area","1820","0.116221738910203","0.110531702736928","0.121911775083478"
"Part-time","2015","no migration background","Rural Area","1097","0.120292457079149","0.112940084163876","0.127644829994421"
"Part-time","2015","direct migration background","Urban Area","646","0.134061012238152","0.124086146498498","0.144035877977806"
"Part-time","2015","direct migration background","Rural Area","182","0.121384184119684","0.104939621204545","0.137828747034824"
"Part-time","2015","indirect migration background","Urban Area","181","0.088221040826793","0.0736830203478034","0.102759061305783"
"Part-time","2015","indirect migration background","Rural Area","34","0.0893517008027054","0.0592953124263493","0.119408089179062"
"Non-working","2015","no migration background","Urban Area","4889","0.427781663728115","0.418997677358319","0.436565650097911"
"Non-working","2015","no migration background","Rural Area","3001","0.422859842693458","0.411694346202252","0.434025339184664"
"Non-working","2015","direct migration background","Urban Area","1670","0.402562601023255","0.388205224814582","0.416919977231928"
"Non-working","2015","direct migration background","Rural Area","551","0.343400022382388","0.31948931822951","0.367310726535266"
"Non-working","2015","indirect migration background","Urban Area","522","0.331825550975061","0.307689053475302","0.35596204847482"
"Non-working","2015","indirect migration background","Rural Area","126","0.301978146108379","0.253601883979221","0.350354408237537"
"Other","2015","no migration background","Urban Area","1061","0.0803997865394987","0.0755722378239232","0.0852273352550741"
"Other","2015","no migration background","Rural Area","722","0.0889060535506646","0.0824734554575175","0.0953386516438116"
"Other","2015","direct migration background","Urban Area","432","0.0867115099864913","0.0784728888519655","0.0949501311210172"
"Other","2015","direct migration background","Rural Area","141","0.104894781241553","0.0894651424263904","0.120324420056717"
"Other","2015","indirect migration background","Urban Area","242","0.163869043440821","0.144894994543985","0.182843092337656"
"Other","2015","indirect migration background","Rural Area","66","0.173757658592361","0.13383350267488","0.213681814509841"
"Full-time","2016","no migration background","Urban Area","4101","0.386209332522364","0.377250565888593","0.395168099156134"
"Full-time","2016","no migration background","Rural Area","2518","0.370766934520182","0.359449488798435","0.382084380241929"
"Full-time","2016","direct migration background","Urban Area","1534","0.367570172492081","0.356030522943467","0.379109822040694"
"Full-time","2016","direct migration background","Rural Area","564","0.37325813016558","0.354963445064856","0.391552815266305"
"Full-time","2016","indirect migration background","Urban Area","469","0.391414854640595","0.365389315074078","0.417440394207113"
"Full-time","2016","indirect migration background","Rural Area","115","0.437299950223355","0.384259568242467","0.490340332204242"
"Part-time","2016","no migration background","Urban Area","1726","0.113808196103463","0.107964638415457","0.11965175379147"
"Part-time","2016","no migration background","Rural Area","1077","0.133029243776929","0.125071903327092","0.140986584226767"
"Part-time","2016","direct migration background","Urban Area","635","0.135190901000709","0.127007192099662","0.143374609901756"
"Part-time","2016","direct migration background","Rural Area","182","0.115832596585416","0.103727769449964","0.127937423720868"
"Part-time","2016","indirect migration background","Urban Area","188","0.10803477988715","0.0914818005672098","0.12458775920709"
"Part-time","2016","indirect migration background","Rural Area","44","0.0993864229074105","0.0673966448369752","0.131376200977846"
"Non-working","2016","no migration background","Urban Area","4567","0.422152951073219","0.413064956353689","0.43124094579275"
"Non-working","2016","no migration background","Rural Area","2780","0.415905972315327","0.404357325088763","0.427454619541892"
"Non-working","2016","direct migration background","Urban Area","4022","0.405997037357938","0.394243406300446","0.417750668415431"
"Non-working","2016","direct migration background","Rural Area","1723","0.413829900191502","0.395200506961023","0.432459293421981"
"Non-working","2016","indirect migration background","Urban Area","472","0.360058163377318","0.334461874723878","0.385654452030758"
"Non-working","2016","indirect migration background","Rural Area","114","0.289152950571097","0.240676551838483","0.337629349303712"
"Other","2016","no migration background","Urban Area","952","0.0778295203009535","0.0729000019686489","0.082759038633258"
"Other","2016","no migration background","Rural Area","622","0.0802978493875616","0.0739303675926906","0.0866653311824326"
"Other","2016","direct migration background","Urban Area","515","0.091241889149272","0.084350010833737","0.098133767464807"
"Other","2016","direct migration background","Rural Area","216","0.0970793730575017","0.0858807606222152","0.108277985492788"
"Other","2016","indirect migration background","Urban Area","222","0.140492202094937","0.121962372008319","0.159022032181556"
"Other","2016","indirect migration background","Rural Area","63","0.174160676298137","0.133609702965897","0.214711649630378"
"Full-time","2017","no migration background","Urban Area","4785","0.384850263147604","0.376366338880008","0.393334187415201"
"Full-time","2017","no migration background","Rural Area","3106","0.386374762345949","0.375746659624575","0.397002865067323"
"Full-time","2017","direct migration background","Urban Area","1599","0.361082215743946","0.350225622007401","0.371938809480491"
"Full-time","2017","direct migration background","Rural Area","615","0.376129842230217","0.358326591962883","0.393933092497552"
"Full-time","2017","indirect migration background","Urban Area","529","0.390211873902152","0.365551007938185","0.414872739866119"
"Full-time","2017","indirect migration background","Rural Area","123","0.473127748048062","0.419742615495246","0.526512880600879"
"Part-time","2017","no migration background","Urban Area","2031","0.121371859190043","0.115677799380841","0.127065918999244"
"Part-time","2017","no migration background","Rural Area","1208","0.124735650179972","0.117523501378582","0.131947798981362"
"Part-time","2017","direct migration background","Urban Area","688","0.127707076016337","0.120162988739719","0.135251163292956"
"Part-time","2017","direct migration background","Rural Area","196","0.104124110375868","0.0928992002794765","0.11534902047226"
"Part-time","2017","indirect migration background","Urban Area","219","0.118682771206108","0.10233236412009","0.135033178292127"
"Part-time","2017","indirect migration background","Rural Area","44","0.0808626516694139","0.0517123771853347","0.110012926153493"
"Non-working","2017","no migration background","Urban Area","4765","0.413499999304456","0.404913181799727","0.422086816809186"
"Non-working","2017","no migration background","Rural Area","3040","0.408113909709173","0.397386137911388","0.418841681506958"
"Non-working","2017","direct migration background","Urban Area","4671","0.41993354287093","0.408777833076546","0.431089252665314"
"Non-working","2017","direct migration background","Rural Area","1790","0.398288041694186","0.380296173952513","0.416279909435858"
"Non-working","2017","indirect migration background","Urban Area","529","0.342430938529402","0.318441185082302","0.366420691976502"
"Non-working","2017","indirect migration background","Rural Area","106","0.2582155569028","0.211419580340235","0.305011533465365"
"Other","2017","no migration background","Urban Area","1054","0.0802778783578966","0.075539969225566","0.0850157874902273"
"Other","2017","no migration background","Rural Area","709","0.0807756777649059","0.0748279535891188","0.0867234019406929"
"Other","2017","direct migration background","Urban Area","561","0.0912771653687871","0.0847674074061728","0.0977869233314014"
"Other","2017","direct migration background","Rural Area","243","0.121458005699729","0.109452578163424","0.133463433236034"
"Other","2017","indirect migration background","Urban Area","226","0.148674416362337","0.130688417389297","0.166660415335377"
"Other","2017","indirect migration background","Rural Area","63","0.187794043379723","0.146034817057939","0.229553269701508"
"Full-time","2018","no migration background","Urban Area","4540","0.386887755884946","0.378255329899731","0.395520181870161"
"Full-time","2018","no migration background","Rural Area","2895","0.38147092157068","0.370643801615694","0.392298041525666"
"Full-time","2018","direct migration background","Urban Area","1669","0.38506511237114","0.373268054171229","0.396862170571051"
"Full-time","2018","direct migration background","Rural Area","631","0.400937227032431","0.381147727766908","0.420726726297954"
"Full-time","2018","indirect migration background","Urban Area","517","0.40278991208859","0.377743266087158","0.427836558090022"
"Full-time","2018","indirect migration background","Rural Area","129","0.492947398182515","0.440115566634191","0.545779229730839"
"Part-time","2018","no migration background","Urban Area","1976","0.125753821702419","0.119876927893787","0.131630715511052"
"Part-time","2018","no migration background","Rural Area","1222","0.134266475329867","0.126667096753165","0.141865853906569"
"Part-time","2018","direct migration background","Urban Area","742","0.137080538313022","0.128742476664568","0.145418599961476"
"Part-time","2018","direct migration background","Rural Area","222","0.12816817167504","0.114670250037824","0.141666093312255"
"Part-time","2018","indirect migration background","Urban Area","209","0.11783756067483","0.101372517620421","0.13430260372924"
"Part-time","2018","indirect migration background","Rural Area","51","0.11324650450635","0.0797590044607187","0.146734004551981"
"Non-working","2018","no migration background","Urban Area","4661","0.407659575354342","0.39894984146617","0.416369309242515"
"Non-working","2018","no migration background","Rural Area","2982","0.407847293701202","0.396893417709222","0.418801169693182"
"Non-working","2018","direct migration background","Urban Area","3568","0.39945459856378","0.387580553173791","0.41132864395377"
"Non-working","2018","direct migration background","Rural Area","1281","0.39148910585402","0.371780565202439","0.411197646505602"
"Non-working","2018","indirect migration background","Urban Area","490","0.296641232611936","0.273314660189504","0.319967805034368"
"Non-working","2018","indirect migration background","Rural Area","106","0.27647330432956","0.229210144753597","0.323736463905523"
"Other","2018","no migration background","Urban Area","1051","0.0796988470582919","0.0748986244455817","0.084499069671002"
"Other","2018","no migration background","Rural Area","633","0.0764153093982513","0.0704938232325253","0.0823367955639774"
"Other","2018","direct migration background","Urban Area","557","0.0783997507520576","0.0718831561848291","0.0849163453192861"
"Other","2018","direct migration background","Rural Area","222","0.0794054954385091","0.0684880779852133","0.0903229128918049"
"Other","2018","indirect migration background","Urban Area","257","0.182731294624643","0.162996363372218","0.202466225877068"
"Other","2018","indirect migration background","Rural Area","58","0.117332792981575","0.0833251079212366","0.151340478041914"
"Full-time","2019","no migration background","Urban Area","4741","0.394020193129484","0.385159293727634","0.402881092531334"
"Full-time","2019","no migration background","Rural Area","3096","0.386151012340495","0.375266542964364","0.397035481716626"
"Full-time","2019","direct migration background","Urban Area","1548","0.381523602916834","0.368606934558392","0.394440271275276"
"Full-time","2019","direct migration background","Rural Area","609","0.377900760215353","0.35699328211601","0.398808238314696"
"Full-time","2019","indirect migration background","Urban Area","522","0.409424230635264","0.382947476968504","0.435900984302024"
"Full-time","2019","indirect migration background","Rural Area","142","0.44608364633664","0.39378221211905","0.49838508055423"
"Part-time","2019","no migration background","Urban Area","1910","0.132830325949546","0.126675863162368","0.138984788736724"
"Part-time","2019","no migration background","Rural Area","1192","0.139281514279122","0.131540903933181","0.147022124625063"
"Part-time","2019","direct migration background","Urban Area","620","0.14494111612659","0.135580120314688","0.154302111938491"
"Part-time","2019","direct migration background","Rural Area","215","0.151049243867342","0.135607958115658","0.166490529619026"
"Part-time","2019","indirect migration background","Urban Area","218","0.150343554017455","0.131099160170501","0.169587947864409"
"Part-time","2019","indirect migration background","Rural Area","48","0.144090820329513","0.107140742911001","0.181040897748026"
"Non-working","2019","no migration background","Urban Area","4104","0.399915120553097","0.39103170978288","0.408798531323313"
"Non-working","2019","no migration background","Rural Area","2790","0.399730993065352","0.388779968014217","0.410682018116487"
"Non-working","2019","direct migration background","Urban Area","2764","0.397383074087831","0.384370788575857","0.410395359599805"
"Non-working","2019","direct migration background","Rural Area","1044","0.398114496017298","0.377006652302885","0.419222339731711"
"Non-working","2019","indirect migration background","Urban Area","401","0.310995315099371","0.286070717084107","0.335919913114635"
"Non-working","2019","indirect migration background","Rural Area","97","0.28449483254303","0.237023990848674","0.331965674237385"
"Other","2019","no migration background","Urban Area","927","0.073234360367873","0.0685101209569423","0.0779585997788037"
"Other","2019","no migration background","Rural Area","608","0.0748364803150306","0.0689539546905734","0.0807190059394878"
"Other","2019","direct migration background","Urban Area","501","0.0761522068687451","0.0690992748446386","0.0832051388928516"
"Other","2019","direct migration background","Rural Area","198","0.0729354999000067","0.0617228725178124","0.084148127282201"
"Other","2019","indirect migration background","Urban Area","184","0.129236900247909","0.111174168729724","0.147299631766095"
"Other","2019","indirect migration background","Rural Area","60","0.125330700790817","0.0904942397785837","0.160167161803051"
