"erwst","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"Part-time","2004","(1b) general elementary school","in school","","","",""
"Part-time","2004","(1b) general elementary school","inadequately","","","",""
"Part-time","2004","(1b) general elementary school","general elemantary","135","0.0615802180712827","0.0510183499330599","0.0721420862095055"
"Part-time","2004","(1b) general elementary school","middle vocational","","","",""
"Part-time","2004","(1b) general elementary school","vocational + Abi","","","",""
"Part-time","2004","(1b) general elementary school","higher vocational","","","",""
"Part-time","2004","(1b) general elementary school","higher education","","","",""
"Part-time","2004","(1c) basic vocational qualification","in school","","","",""
"Part-time","2004","(1c) basic vocational qualification","inadequately","","","",""
"Part-time","2004","(1c) basic vocational qualification","general elemantary","","","",""
"Part-time","2004","(1c) basic vocational qualification","middle vocational","472","0.0804392078052319","0.073317229374188","0.0875611862362759"
"Part-time","2004","(1c) basic vocational qualification","vocational + Abi","","","",""
"Part-time","2004","(1c) basic vocational qualification","higher vocational","","","",""
"Part-time","2004","(1c) basic vocational qualification","higher education","","","",""
"Part-time","2004","(2b) intermediate general qualification","in school","","","",""
"Part-time","2004","(2b) intermediate general qualification","inadequately","","","",""
"Part-time","2004","(2b) intermediate general qualification","general elemantary","33","0.0522041199256646","0.0345810251202954","0.0698272147310338"
"Part-time","2004","(2b) intermediate general qualification","middle vocational","","","",""
"Part-time","2004","(2b) intermediate general qualification","vocational + Abi","","","",""
"Part-time","2004","(2b) intermediate general qualification","higher vocational","","","",""
"Part-time","2004","(2b) intermediate general qualification","higher education","","","",""
"Part-time","2004","(2a) intermediate vocational","in school","","","",""
"Part-time","2004","(2a) intermediate vocational","inadequately","","","",""
"Part-time","2004","(2a) intermediate vocational","general elemantary","","","",""
"Part-time","2004","(2a) intermediate vocational","middle vocational","608","0.123067970130197","0.113243209181591","0.132892731078804"
"Part-time","2004","(2a) intermediate vocational","vocational + Abi","","","",""
"Part-time","2004","(2a) intermediate vocational","higher vocational","109","0.12814501596356","0.103931071748193","0.152358960178926"
"Part-time","2004","(2a) intermediate vocational","higher education","","","",""
"Part-time","2004","(2c_gen) general maturity certificate","in school","","","",""
"Part-time","2004","(2c_gen) general maturity certificate","inadequately","","","",""
"Part-time","2004","(2c_gen) general maturity certificate","general elemantary","","","",""
"Part-time","2004","(2c_gen) general maturity certificate","middle vocational","63","0.0721647314494915","0.0547794690787544","0.0895499938202285"
"Part-time","2004","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Part-time","2004","(2c_gen) general maturity certificate","higher vocational","","","",""
"Part-time","2004","(2c_gen) general maturity certificate","higher education","","","",""
"Part-time","2004","(2c_voc) vocational maturity certificate","in school","","","",""
"Part-time","2004","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Part-time","2004","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Part-time","2004","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Part-time","2004","(2c_voc) vocational maturity certificate","vocational + Abi","154","0.124684330390475","0.105730327033772","0.143638333747178"
"Part-time","2004","(2c_voc) vocational maturity certificate","higher vocational","61","0.137414789335927","0.103842948880467","0.170986629791386"
"Part-time","2004","(2c_voc) vocational maturity certificate","higher education","","","",""
"Part-time","2004","(3a) lower tertiary education","in school","","","",""
"Part-time","2004","(3a) lower tertiary education","inadequately","","","",""
"Part-time","2004","(3a) lower tertiary education","general elemantary","","","",""
"Part-time","2004","(3a) lower tertiary education","middle vocational","","","",""
"Part-time","2004","(3a) lower tertiary education","vocational + Abi","","","",""
"Part-time","2004","(3a) lower tertiary education","higher vocational","","","",""
"Part-time","2004","(3a) lower tertiary education","higher education","194","0.0926995597725747","0.0789579540691298","0.10644116547602"
"Part-time","2004","(3b) higher tertiary education","in school","","","",""
"Part-time","2004","(3b) higher tertiary education","inadequately","","","",""
"Part-time","2004","(3b) higher tertiary education","general elemantary","","","",""
"Part-time","2004","(3b) higher tertiary education","middle vocational","","","",""
"Part-time","2004","(3b) higher tertiary education","vocational + Abi","","","",""
"Part-time","2004","(3b) higher tertiary education","higher vocational","","","",""
"Part-time","2004","(3b) higher tertiary education","higher education","305","0.105106933441885","0.0933183215108845","0.116895545372885"
"Non-working","2004","(0) in school","in school","592","0.933795323411527","0.914517062956731","0.953073583866324"
"Non-working","2004","(0) in school","inadequately","","","",""
"Non-working","2004","(0) in school","general elemantary","","","",""
"Non-working","2004","(0) in school","middle vocational","","","",""
"Non-working","2004","(0) in school","vocational + Abi","","","",""
"Non-working","2004","(0) in school","higher vocational","","","",""
"Non-working","2004","(0) in school","higher education","","","",""
"Non-working","2004","(1a) inadequately completed","in school","","","",""
"Non-working","2004","(1a) inadequately completed","inadequately","154","0.721294472723166","0.661501477605759","0.781087467840573"
"Non-working","2004","(1a) inadequately completed","general elemantary","","","",""
"Non-working","2004","(1a) inadequately completed","middle vocational","","","",""
"Non-working","2004","(1a) inadequately completed","vocational + Abi","","","",""
"Non-working","2004","(1a) inadequately completed","higher vocational","","","",""
"Non-working","2004","(1a) inadequately completed","higher education","","","",""
"Non-working","2004","(1b) general elementary school","in school","","","",""
"Non-working","2004","(1b) general elementary school","inadequately","","","",""
"Non-working","2004","(1b) general elementary school","general elemantary","1329","0.690331296067196","0.670017130288655","0.710645461845737"
"Non-working","2004","(1b) general elementary school","middle vocational","","","",""
"Non-working","2004","(1b) general elementary school","vocational + Abi","","","",""
"Non-working","2004","(1b) general elementary school","higher vocational","","","",""
"Non-working","2004","(1b) general elementary school","higher education","","","",""
"Non-working","2004","(1c) basic vocational qualification","in school","","","",""
"Non-working","2004","(1c) basic vocational qualification","inadequately","","","",""
"Non-working","2004","(1c) basic vocational qualification","general elemantary","","","",""
"Non-working","2004","(1c) basic vocational qualification","middle vocational","3063","0.563819488334558","0.550833359440994","0.576805617228121"
"Non-working","2004","(1c) basic vocational qualification","vocational + Abi","","","",""
"Non-working","2004","(1c) basic vocational qualification","higher vocational","246","0.50932209311858","0.465590958837938","0.553053227399222"
"Non-working","2004","(1c) basic vocational qualification","higher education","","","",""
"Non-working","2004","(2b) intermediate general qualification","in school","","","",""
"Non-working","2004","(2b) intermediate general qualification","inadequately","","","",""
"Non-working","2004","(2b) intermediate general qualification","general elemantary","251","0.424876076734509","0.385712329797117","0.4640398236719"
"Non-working","2004","(2b) intermediate general qualification","middle vocational","","","",""
"Non-working","2004","(2b) intermediate general qualification","vocational + Abi","","","",""
"Non-working","2004","(2b) intermediate general qualification","higher vocational","","","",""
"Non-working","2004","(2b) intermediate general qualification","higher education","","","",""
"Non-working","2004","(2a) intermediate vocational","in school","","","",""
"Non-working","2004","(2a) intermediate vocational","inadequately","","","",""
"Non-working","2004","(2a) intermediate vocational","general elemantary","","","",""
"Non-working","2004","(2a) intermediate vocational","middle vocational","1356","0.347696979163764","0.33345430100833","0.361939657319198"
"Non-working","2004","(2a) intermediate vocational","vocational + Abi","","","",""
"Non-working","2004","(2a) intermediate vocational","higher vocational","186","0.274347109863499","0.242024441234657","0.30666977849234"
"Non-working","2004","(2a) intermediate vocational","higher education","","","",""
"Non-working","2004","(2c_gen) general maturity certificate","in school","","","",""
"Non-working","2004","(2c_gen) general maturity certificate","inadequately","","","",""
"Non-working","2004","(2c_gen) general maturity certificate","general elemantary","","","",""
"Non-working","2004","(2c_gen) general maturity certificate","middle vocational","431","0.493322531989635","0.459732177840382","0.526912886138889"
"Non-working","2004","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Non-working","2004","(2c_gen) general maturity certificate","higher vocational","","","",""
"Non-working","2004","(2c_gen) general maturity certificate","higher education","","","",""
"Non-working","2004","(2c_voc) vocational maturity certificate","in school","","","",""
"Non-working","2004","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Non-working","2004","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Non-working","2004","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Non-working","2004","(2c_voc) vocational maturity certificate","vocational + Abi","373","0.341589242336067","0.314380202620438","0.368798282051695"
"Non-working","2004","(2c_voc) vocational maturity certificate","higher vocational","112","0.332909638881783","0.286956738673443","0.378862539090123"
"Non-working","2004","(2c_voc) vocational maturity certificate","higher education","","","",""
"Non-working","2004","(3a) lower tertiary education","in school","","","",""
"Non-working","2004","(3a) lower tertiary education","inadequately","","","",""
"Non-working","2004","(3a) lower tertiary education","general elemantary","","","",""
"Non-working","2004","(3a) lower tertiary education","middle vocational","","","",""
"Non-working","2004","(3a) lower tertiary education","vocational + Abi","","","",""
"Non-working","2004","(3a) lower tertiary education","higher vocational","","","",""
"Non-working","2004","(3a) lower tertiary education","higher education","531","0.359557909131375","0.336820161455258","0.382295656807491"
"Non-working","2004","(3b) higher tertiary education","in school","","","",""
"Non-working","2004","(3b) higher tertiary education","inadequately","","","",""
"Non-working","2004","(3b) higher tertiary education","general elemantary","","","",""
"Non-working","2004","(3b) higher tertiary education","middle vocational","","","",""
"Non-working","2004","(3b) higher tertiary education","vocational + Abi","","","",""
"Non-working","2004","(3b) higher tertiary education","higher vocational","","","",""
"Non-working","2004","(3b) higher tertiary education","higher education","649","0.3062659762548","0.288548278419344","0.323983674090257"
"Other","2004","(0) in school","in school","40","0.0570776508757246","0.0390902392982813","0.0750650624531679"
"Other","2004","(0) in school","inadequately","","","",""
"Other","2004","(0) in school","general elemantary","","","",""
"Other","2004","(0) in school","middle vocational","","","",""
"Other","2004","(0) in school","vocational + Abi","","","",""
"Other","2004","(0) in school","higher vocational","","","",""
"Other","2004","(0) in school","higher education","","","",""
"Other","2004","(1a) inadequately completed","in school","","","",""
"Other","2004","(1a) inadequately completed","inadequately","","","",""
"Other","2004","(1a) inadequately completed","general elemantary","","","",""
"Other","2004","(1a) inadequately completed","middle vocational","","","",""
"Other","2004","(1a) inadequately completed","vocational + Abi","","","",""
"Other","2004","(1a) inadequately completed","higher vocational","","","",""
"Other","2004","(1a) inadequately completed","higher education","","","",""
"Other","2004","(1b) general elementary school","in school","","","",""
"Other","2004","(1b) general elementary school","inadequately","","","",""
"Other","2004","(1b) general elementary school","general elemantary","196","0.0909911201640575","0.078355250970326","0.103626989357789"
"Other","2004","(1b) general elementary school","middle vocational","","","",""
"Other","2004","(1b) general elementary school","vocational + Abi","","","",""
"Other","2004","(1b) general elementary school","higher vocational","","","",""
"Other","2004","(1b) general elementary school","higher education","","","",""
"Other","2004","(1c) basic vocational qualification","in school","","","",""
"Other","2004","(1c) basic vocational qualification","inadequately","","","",""
"Other","2004","(1c) basic vocational qualification","general elemantary","","","",""
"Other","2004","(1c) basic vocational qualification","middle vocational","224","0.0377188751281037","0.032729951121565","0.0427077991346424"
"Other","2004","(1c) basic vocational qualification","vocational + Abi","","","",""
"Other","2004","(1c) basic vocational qualification","higher vocational","","","",""
"Other","2004","(1c) basic vocational qualification","higher education","","","",""
"Other","2004","(2b) intermediate general qualification","in school","","","",""
"Other","2004","(2b) intermediate general qualification","inadequately","","","",""
"Other","2004","(2b) intermediate general qualification","general elemantary","236","0.337144229284712","0.299690957168441","0.374597501400982"
"Other","2004","(2b) intermediate general qualification","middle vocational","","","",""
"Other","2004","(2b) intermediate general qualification","vocational + Abi","","","",""
"Other","2004","(2b) intermediate general qualification","higher vocational","","","",""
"Other","2004","(2b) intermediate general qualification","higher education","","","",""
"Other","2004","(2a) intermediate vocational","in school","","","",""
"Other","2004","(2a) intermediate vocational","inadequately","","","",""
"Other","2004","(2a) intermediate vocational","general elemantary","","","",""
"Other","2004","(2a) intermediate vocational","middle vocational","211","0.0508092841466463","0.0442415617795674","0.0573770065137252"
"Other","2004","(2a) intermediate vocational","vocational + Abi","","","",""
"Other","2004","(2a) intermediate vocational","higher vocational","33","0.0432178990118692","0.028486944218815","0.0579488538049233"
"Other","2004","(2a) intermediate vocational","higher education","","","",""
"Other","2004","(2c_gen) general maturity certificate","in school","","","",""
"Other","2004","(2c_gen) general maturity certificate","inadequately","","","",""
"Other","2004","(2c_gen) general maturity certificate","general elemantary","","","",""
"Other","2004","(2c_gen) general maturity certificate","middle vocational","231","0.258352603752758","0.228943047574918","0.287762159930599"
"Other","2004","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Other","2004","(2c_gen) general maturity certificate","higher vocational","","","",""
"Other","2004","(2c_gen) general maturity certificate","higher education","","","",""
"Other","2004","(2c_voc) vocational maturity certificate","in school","","","",""
"Other","2004","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Other","2004","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Other","2004","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Other","2004","(2c_voc) vocational maturity certificate","vocational + Abi","76","0.0755555481594808","0.0603925091057745","0.0907185872131872"
"Other","2004","(2c_voc) vocational maturity certificate","higher vocational","","","",""
"Other","2004","(2c_voc) vocational maturity certificate","higher education","","","",""
"Other","2004","(3a) lower tertiary education","in school","","","",""
"Other","2004","(3a) lower tertiary education","inadequately","","","",""
"Other","2004","(3a) lower tertiary education","general elemantary","","","",""
"Other","2004","(3a) lower tertiary education","middle vocational","","","",""
"Other","2004","(3a) lower tertiary education","vocational + Abi","","","",""
"Other","2004","(3a) lower tertiary education","higher vocational","","","",""
"Other","2004","(3a) lower tertiary education","higher education","42","0.0219809312539246","0.0150335714517569","0.0289282910560924"
"Other","2004","(3b) higher tertiary education","in school","","","",""
"Other","2004","(3b) higher tertiary education","inadequately","","","",""
"Other","2004","(3b) higher tertiary education","general elemantary","","","",""
"Other","2004","(3b) higher tertiary education","middle vocational","","","",""
"Other","2004","(3b) higher tertiary education","vocational + Abi","","","",""
"Other","2004","(3b) higher tertiary education","higher vocational","","","",""
"Other","2004","(3b) higher tertiary education","higher education","94","0.0477800074602871","0.0395811531094233","0.0559788618111508"
"Full-time","2005","(0) in school","in school","","","",""
"Full-time","2005","(0) in school","inadequately","","","",""
"Full-time","2005","(0) in school","general elemantary","","","",""
"Full-time","2005","(0) in school","middle vocational","","","",""
"Full-time","2005","(0) in school","vocational + Abi","","","",""
"Full-time","2005","(0) in school","higher vocational","","","",""
"Full-time","2005","(0) in school","higher education","","","",""
"Full-time","2005","(1a) inadequately completed","in school","","","",""
"Full-time","2005","(1a) inadequately completed","inadequately","35","0.201163681412371","0.146288641552695","0.256038721272046"
"Full-time","2005","(1a) inadequately completed","general elemantary","","","",""
"Full-time","2005","(1a) inadequately completed","middle vocational","","","",""
"Full-time","2005","(1a) inadequately completed","vocational + Abi","","","",""
"Full-time","2005","(1a) inadequately completed","higher vocational","","","",""
"Full-time","2005","(1a) inadequately completed","higher education","","","",""
"Full-time","2005","(1b) general elementary school","in school","","","",""
"Full-time","2005","(1b) general elementary school","inadequately","","","",""
"Full-time","2005","(1b) general elementary school","general elemantary","287","0.153709928096858","0.137207773953387","0.170212082240329"
"Full-time","2005","(1b) general elementary school","middle vocational","","","",""
"Full-time","2005","(1b) general elementary school","vocational + Abi","","","",""
"Full-time","2005","(1b) general elementary school","higher vocational","","","",""
"Full-time","2005","(1b) general elementary school","higher education","","","",""
"Full-time","2005","(1c) basic vocational qualification","in school","","","",""
"Full-time","2005","(1c) basic vocational qualification","inadequately","","","",""
"Full-time","2005","(1c) basic vocational qualification","general elemantary","","","",""
"Full-time","2005","(1c) basic vocational qualification","middle vocational","1672","0.31737094728585","0.30481503630276","0.329926858268939"
"Full-time","2005","(1c) basic vocational qualification","vocational + Abi","","","",""
"Full-time","2005","(1c) basic vocational qualification","higher vocational","198","0.424807430320469","0.380307266887879","0.469307593753059"
"Full-time","2005","(1c) basic vocational qualification","higher education","","","",""
"Full-time","2005","(2b) intermediate general qualification","in school","","","",""
"Full-time","2005","(2b) intermediate general qualification","inadequately","","","",""
"Full-time","2005","(2b) intermediate general qualification","general elemantary","100","0.205119744714001","0.172286438796548","0.237953050631455"
"Full-time","2005","(2b) intermediate general qualification","middle vocational","","","",""
"Full-time","2005","(2b) intermediate general qualification","vocational + Abi","","","",""
"Full-time","2005","(2b) intermediate general qualification","higher vocational","","","",""
"Full-time","2005","(2b) intermediate general qualification","higher education","","","",""
"Full-time","2005","(2a) intermediate vocational","in school","","","",""
"Full-time","2005","(2a) intermediate vocational","inadequately","","","",""
"Full-time","2005","(2a) intermediate vocational","general elemantary","","","",""
"Full-time","2005","(2a) intermediate vocational","middle vocational","2039","0.486456854295994","0.471189341608129","0.501724366983859"
"Full-time","2005","(2a) intermediate vocational","vocational + Abi","","","",""
"Full-time","2005","(2a) intermediate vocational","higher vocational","384","0.551554698068475","0.514738569715781","0.588370826421168"
"Full-time","2005","(2a) intermediate vocational","higher education","","","",""
"Full-time","2005","(2c_gen) general maturity certificate","in school","","","",""
"Full-time","2005","(2c_gen) general maturity certificate","inadequately","","","",""
"Full-time","2005","(2c_gen) general maturity certificate","general elemantary","","","",""
"Full-time","2005","(2c_gen) general maturity certificate","middle vocational","119","0.179280795875665","0.152683414235385","0.205878177515945"
"Full-time","2005","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Full-time","2005","(2c_gen) general maturity certificate","higher vocational","","","",""
"Full-time","2005","(2c_gen) general maturity certificate","higher education","","","",""
"Full-time","2005","(2c_voc) vocational maturity certificate","in school","","","",""
"Full-time","2005","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Full-time","2005","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Full-time","2005","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Full-time","2005","(2c_voc) vocational maturity certificate","vocational + Abi","549","0.455235396345006","0.426289279508149","0.484181513181863"
"Full-time","2005","(2c_voc) vocational maturity certificate","higher vocational","199","0.507654368280426","0.457650732043281","0.557658004517571"
"Full-time","2005","(2c_voc) vocational maturity certificate","higher education","","","",""
"Full-time","2005","(3a) lower tertiary education","in school","","","",""
"Full-time","2005","(3a) lower tertiary education","inadequately","","","",""
"Full-time","2005","(3a) lower tertiary education","general elemantary","","","",""
"Full-time","2005","(3a) lower tertiary education","middle vocational","","","",""
"Full-time","2005","(3a) lower tertiary education","vocational + Abi","","","",""
"Full-time","2005","(3a) lower tertiary education","higher vocational","","","",""
"Full-time","2005","(3a) lower tertiary education","higher education","871","0.512691651279306","0.488595831134079","0.536787471424533"
"Full-time","2005","(3b) higher tertiary education","in school","","","",""
"Full-time","2005","(3b) higher tertiary education","inadequately","","","",""
"Full-time","2005","(3b) higher tertiary education","general elemantary","","","",""
"Full-time","2005","(3b) higher tertiary education","middle vocational","","","",""
"Full-time","2005","(3b) higher tertiary education","vocational + Abi","","","",""
"Full-time","2005","(3b) higher tertiary education","higher vocational","","","",""
"Full-time","2005","(3b) higher tertiary education","higher education","1455","0.524033443315353","0.504561325374047","0.54350556125666"
"Part-time","2005","(0) in school","in school","","","",""
"Part-time","2005","(0) in school","inadequately","","","",""
"Part-time","2005","(0) in school","general elemantary","","","",""
"Part-time","2005","(0) in school","middle vocational","","","",""
"Part-time","2005","(0) in school","vocational + Abi","","","",""
"Part-time","2005","(0) in school","higher vocational","","","",""
"Part-time","2005","(0) in school","higher education","","","",""
"Part-time","2005","(1a) inadequately completed","in school","","","",""
"Part-time","2005","(1a) inadequately completed","inadequately","","","",""
"Part-time","2005","(1a) inadequately completed","general elemantary","","","",""
"Part-time","2005","(1a) inadequately completed","middle vocational","","","",""
"Part-time","2005","(1a) inadequately completed","vocational + Abi","","","",""
"Part-time","2005","(1a) inadequately completed","higher vocational","","","",""
"Part-time","2005","(1a) inadequately completed","higher education","","","",""
"Part-time","2005","(1b) general elementary school","in school","","","",""
"Part-time","2005","(1b) general elementary school","inadequately","","","",""
"Part-time","2005","(1b) general elementary school","general elemantary","123","0.065024202431265","0.0537426787797246","0.0763057260828054"
"Part-time","2005","(1b) general elementary school","middle vocational","","","",""
"Part-time","2005","(1b) general elementary school","vocational + Abi","","","",""
"Part-time","2005","(1b) general elementary school","higher vocational","","","",""
"Part-time","2005","(1b) general elementary school","higher education","","","",""
"Part-time","2005","(1c) basic vocational qualification","in school","","","",""
"Part-time","2005","(1c) basic vocational qualification","inadequately","","","",""
"Part-time","2005","(1c) basic vocational qualification","general elemantary","","","",""
"Part-time","2005","(1c) basic vocational qualification","middle vocational","434","0.0817571428655245","0.0743659609352999","0.0891483247957492"
"Part-time","2005","(1c) basic vocational qualification","vocational + Abi","","","",""
"Part-time","2005","(1c) basic vocational qualification","higher vocational","30","0.0537197695232179","0.0334225815371358","0.0740169575093"
"Part-time","2005","(1c) basic vocational qualification","higher education","","","",""
"Part-time","2005","(2b) intermediate general qualification","in school","","","",""
"Part-time","2005","(2b) intermediate general qualification","inadequately","","","",""
"Part-time","2005","(2b) intermediate general qualification","general elemantary","33","0.046154540273302","0.029093470935873","0.063215609610731"
"Part-time","2005","(2b) intermediate general qualification","middle vocational","","","",""
"Part-time","2005","(2b) intermediate general qualification","vocational + Abi","","","",""
"Part-time","2005","(2b) intermediate general qualification","higher vocational","","","",""
"Part-time","2005","(2b) intermediate general qualification","higher education","","","",""
"Part-time","2005","(2a) intermediate vocational","in school","","","",""
"Part-time","2005","(2a) intermediate vocational","inadequately","","","",""
"Part-time","2005","(2a) intermediate vocational","general elemantary","","","",""
"Part-time","2005","(2a) intermediate vocational","middle vocational","589","0.125709205492088","0.115582477352334","0.135835933631842"
"Part-time","2005","(2a) intermediate vocational","vocational + Abi","","","",""
"Part-time","2005","(2a) intermediate vocational","higher vocational","98","0.106703692611443","0.0838489373045968","0.129558447918288"
"Part-time","2005","(2a) intermediate vocational","higher education","","","",""
"Part-time","2005","(2c_gen) general maturity certificate","in school","","","",""
"Part-time","2005","(2c_gen) general maturity certificate","inadequately","","","",""
"Part-time","2005","(2c_gen) general maturity certificate","general elemantary","","","",""
"Part-time","2005","(2c_gen) general maturity certificate","middle vocational","53","0.0766341915034974","0.0581894367207919","0.0950789462862029"
"Part-time","2005","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Part-time","2005","(2c_gen) general maturity certificate","higher vocational","","","",""
"Part-time","2005","(2c_gen) general maturity certificate","higher education","","","",""
"Part-time","2005","(2c_voc) vocational maturity certificate","in school","","","",""
"Part-time","2005","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Part-time","2005","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Part-time","2005","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Part-time","2005","(2c_voc) vocational maturity certificate","vocational + Abi","158","0.135918492573049","0.115998714818997","0.155838270327102"
"Part-time","2005","(2c_voc) vocational maturity certificate","higher vocational","57","0.147095796325502","0.11166893012016","0.182522662530844"
"Part-time","2005","(2c_voc) vocational maturity certificate","higher education","","","",""
"Part-time","2005","(3a) lower tertiary education","in school","","","",""
"Part-time","2005","(3a) lower tertiary education","inadequately","","","",""
"Part-time","2005","(3a) lower tertiary education","general elemantary","","","",""
"Part-time","2005","(3a) lower tertiary education","middle vocational","","","",""
"Part-time","2005","(3a) lower tertiary education","vocational + Abi","","","",""
"Part-time","2005","(3a) lower tertiary education","higher vocational","","","",""
"Part-time","2005","(3a) lower tertiary education","higher education","192","0.0974560973249012","0.0831589187888662","0.111753275860936"
"Part-time","2005","(3b) higher tertiary education","in school","","","",""
"Part-time","2005","(3b) higher tertiary education","inadequately","","","",""
"Part-time","2005","(3b) higher tertiary education","general elemantary","","","",""
"Part-time","2005","(3b) higher tertiary education","middle vocational","","","",""
"Part-time","2005","(3b) higher tertiary education","vocational + Abi","","","",""
"Part-time","2005","(3b) higher tertiary education","higher vocational","","","",""
"Part-time","2005","(3b) higher tertiary education","higher education","295","0.109610225026422","0.0974298380361691","0.121790612016674"
"Non-working","2005","(0) in school","in school","601","0.923370499823503","0.90293696083228","0.943804038814727"
"Non-working","2005","(0) in school","inadequately","","","",""
"Non-working","2005","(0) in school","general elemantary","","","",""
"Non-working","2005","(0) in school","middle vocational","","","",""
"Non-working","2005","(0) in school","vocational + Abi","","","",""
"Non-working","2005","(0) in school","higher vocational","","","",""
"Non-working","2005","(0) in school","higher education","","","",""
"Non-working","2005","(1a) inadequately completed","in school","","","",""
"Non-working","2005","(1a) inadequately completed","inadequately","148","0.669470849559565","0.605077371972899","0.733864327146231"
"Non-working","2005","(1a) inadequately completed","general elemantary","","","",""
"Non-working","2005","(1a) inadequately completed","middle vocational","","","",""
"Non-working","2005","(1a) inadequately completed","vocational + Abi","","","",""
"Non-working","2005","(1a) inadequately completed","higher vocational","","","",""
"Non-working","2005","(1a) inadequately completed","higher education","","","",""
"Non-working","2005","(1b) general elementary school","in school","","","",""
"Non-working","2005","(1b) general elementary school","inadequately","","","",""
"Non-working","2005","(1b) general elementary school","general elemantary","1244","0.688077666395908","0.666880782390255","0.709274550401561"
"Non-working","2005","(1b) general elementary school","middle vocational","","","",""
"Non-working","2005","(1b) general elementary school","vocational + Abi","","","",""
"Non-working","2005","(1b) general elementary school","higher vocational","","","",""
"Non-working","2005","(1b) general elementary school","higher education","","","",""
"Non-working","2005","(1c) basic vocational qualification","in school","","","",""
"Non-working","2005","(1c) basic vocational qualification","inadequately","","","",""
"Non-working","2005","(1c) basic vocational qualification","general elemantary","","","",""
"Non-working","2005","(1c) basic vocational qualification","middle vocational","2936","0.553991662824802","0.540582694557808","0.567400631091797"
"Non-working","2005","(1c) basic vocational qualification","vocational + Abi","","","",""
"Non-working","2005","(1c) basic vocational qualification","higher vocational","236","0.505412339452535","0.460402912973532","0.550421765931539"
"Non-working","2005","(1c) basic vocational qualification","higher education","","","",""
"Non-working","2005","(2b) intermediate general qualification","in school","","","",""
"Non-working","2005","(2b) intermediate general qualification","inadequately","","","",""
"Non-working","2005","(2b) intermediate general qualification","general elemantary","240","0.428744487061614","0.388502955492133","0.468986018631095"
"Non-working","2005","(2b) intermediate general qualification","middle vocational","","","",""
"Non-working","2005","(2b) intermediate general qualification","vocational + Abi","","","",""
"Non-working","2005","(2b) intermediate general qualification","higher vocational","","","",""
"Non-working","2005","(2b) intermediate general qualification","higher education","","","",""
"Non-working","2005","(2a) intermediate vocational","in school","","","",""
"Non-working","2005","(2a) intermediate vocational","inadequately","","","",""
"Non-working","2005","(2a) intermediate vocational","general elemantary","","","",""
"Non-working","2005","(2a) intermediate vocational","middle vocational","1283","0.335967093348068","0.321539269563459","0.350394917132676"
"Non-working","2005","(2a) intermediate vocational","vocational + Abi","","","",""
"Non-working","2005","(2a) intermediate vocational","higher vocational","192","0.305863397213943","0.271753900693412","0.339972893734474"
"Non-working","2005","(2a) intermediate vocational","higher education","","","",""
"Non-working","2005","(2c_gen) general maturity certificate","in school","","","",""
"Non-working","2005","(2c_gen) general maturity certificate","inadequately","","","",""
"Non-working","2005","(2c_gen) general maturity certificate","general elemantary","","","",""
"Non-working","2005","(2c_gen) general maturity certificate","middle vocational","422","0.493075364573539","0.45840941887747","0.527741310269607"
"Non-working","2005","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Non-working","2005","(2c_gen) general maturity certificate","higher vocational","","","",""
"Non-working","2005","(2c_gen) general maturity certificate","higher education","","","",""
"Non-working","2005","(2c_voc) vocational maturity certificate","in school","","","",""
"Non-working","2005","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Non-working","2005","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Non-working","2005","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Non-working","2005","(2c_voc) vocational maturity certificate","vocational + Abi","354","0.34090787274004","0.313355472659976","0.368460272820104"
"Non-working","2005","(2c_voc) vocational maturity certificate","higher vocational","107","0.302603580648727","0.256656347222744","0.348550814074711"
"Non-working","2005","(2c_voc) vocational maturity certificate","higher education","","","",""
"Non-working","2005","(3a) lower tertiary education","in school","","","",""
"Non-working","2005","(3a) lower tertiary education","inadequately","","","",""
"Non-working","2005","(3a) lower tertiary education","general elemantary","","","",""
"Non-working","2005","(3a) lower tertiary education","middle vocational","","","",""
"Non-working","2005","(3a) lower tertiary education","vocational + Abi","","","",""
