"erwst","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"Other","2019","Not Working","direct migration background","280","0.0243181410879236","0.0196679735134672","0.0289683086623799","6"
"Other","2019","Not Working","indirect migration background","51","0.0830502253662345","0.0579680733145731","0.108132377417896","6"
"Part-time","2019","Full Time","no migration background","580","0.0604002105665174","0.0552658540938996","0.0655345670391353","2"
"Part-time","2019","Full Time","direct migration background","121","0.0670481915386156","0.0557335944261962","0.0783627886510349","2"
"Part-time","2019","Part Time","indirect migration background","230","0.376625501265954","0.337725076952071","0.415525925579837","2"
"Part-time","2019","Part Time","no migration background","2606","0.443176513736758","0.429980700091656","0.456372327381859","2"
"Part-time","2019","Part Time","direct migration background","627","0.411262411384416","0.388014815532347","0.434510007236485","2"
"Part-time","2019","Not Working","indirect migration background","13","","","","2"
"Part-time","2019","Full Time","indirect migration background","39","0.0518463407198055","0.0356626013330066","0.0680300801066045","2"
"Part-time","2019","Not Working","no migration background","118","0.0147835047487159","0.0119369418184957","0.017630067678936","2"
"Part-time","2019","Not Working","direct migration background","141","0.0227269919377309","0.0182278651454671","0.0272261187299947","2"
