"erwst","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence"
"Full-time","2013","35-65 y.","Not Employed","1396","0.16297943815173","0.153117352522572","0.172841523780887"
"Full-time","2013","35-65 y.","Employed","7547","0.664825163481011","0.656509205629901","0.673141121332121"
"Full-time","2013","66 and older","Not Employed","7","","",""
"Full-time","2013","66 and older","Employed","55","0.114589344985019","0.0846908493634714","0.144487840606566"
"Part-time","2013","16-34 y.","Not Employed","242","0.0499505546332351","0.0434702345151235","0.0564308747513467"
"Part-time","2013","16-34 y.","Employed","567","0.106098675581965","0.0966697569989981","0.115527594164933"
"Part-time","2013","35-65 y.","Not Employed","495","0.0514222754400855","0.0455250680161156","0.0573194828640555"
"Part-time","2013","35-65 y.","Employed","3084","0.203972879130902","0.196874274351255","0.211071483910549"
"Part-time","2013","66 and older","Not Employed","3","","",""
"Part-time","2013","66 and older","Employed","71","0.138686664915781","0.10624502614581","0.171128303685753"
"Non-working","2013","16-34 y.","Not Employed","2660","0.633811632094592","0.619480332561588","0.648142931627595"
"Non-working","2013","16-34 y.","Employed","580","0.128056102547439","0.117825374861388","0.13828683023349"
"Non-working","2013","35-65 y.","Not Employed","3237","0.751043344295475","0.739497420970791","0.762589267620159"
"Non-working","2013","35-65 y.","Employed","837","0.0654101542356695","0.0610544742187153","0.0697658342526236"
"Non-working","2013","66 and older","Not Employed","4654","0.997564768677324","0.99615176139901","0.998977775955637"
"Non-working","2013","66 and older","Employed","158","0.380143756679139","0.33457950233957","0.425708011018709"
"Other","2013","16-34 y.","Not Employed","679","0.137516815129299","0.127271945898774","0.147761684359823"
"Other","2013","16-34 y.","Employed","1035","0.229184885940426","0.216316318238404","0.242053453642449"
"Other","2013","35-65 y.","Not Employed","260","0.0345549421127093","0.0296779375236596","0.039431946701759"
"Other","2013","35-65 y.","Employed","910","0.0657918031524175","0.0614243265884361","0.0701592797163989"
"Other","2013","66 and older","Not Employed","10","","",""
"Other","2013","66 and older","Employed","152","0.36658023342006","0.321349339183239","0.411811127656882"
"Full-time","2014","16-34 y.","Not Employed","106","0.0463046344313947","0.038117741994409","0.0544915268683805"
"Full-time","2014","16-34 y.","Employed","2156","0.51965676011477","0.505256401402454","0.534057118827085"
"Full-time","2014","35-65 y.","Not Employed","131","0.0402085398669011","0.0330599263407336","0.0473571533930685"
"Full-time","2014","35-65 y.","Employed","7789","0.659492960365288","0.651255845598597","0.667730075131979"
"Full-time","2014","66 and older","Not Employed","1","","",""
"Full-time","2014","66 and older","Employed","61","0.110613883918492","0.0825252687566959","0.138702499080287"
"Part-time","2014","16-34 y.","Not Employed","54","0.0236250456344031","0.0177081124963373","0.029541978772469"
"Part-time","2014","16-34 y.","Employed","581","0.110366214440355","0.101334652070053","0.119397776810658"
"Part-time","2014","35-65 y.","Not Employed","96","0.0240716744884728","0.0184942160951536","0.0296491328817921"
"Part-time","2014","35-65 y.","Employed","3098","0.206825117150347","0.199784785734937","0.213865448565758"
"Part-time","2014","66 and older","Not Employed","","","",""
"Part-time","2014","66 and older","Employed","80","0.149520507870005","0.117585822701662","0.181455193038347"
"Non-working","2014","16-34 y.","Not Employed","2025","0.81461253503515","0.799472818436202","0.829752251634099"
"Non-working","2014","16-34 y.","Employed","695","0.131770606932317","0.122021480701212","0.141519733163423"
"Non-working","2014","35-65 y.","Not Employed","2608","0.917341910892163","0.907321569342408","0.927362252441919"
"Non-working","2014","35-65 y.","Employed","827","0.0629906187067549","0.0587676594238682","0.0672135779896416"
"Non-working","2014","66 and older","Not Employed","4519","0.99754528914724","0.996104443223147","0.998986135071334"
"Non-working","2014","66 and older","Employed","162","0.366399218556271","0.323250743081769","0.409547694030773"
"Other","2014","16-34 y.","Not Employed","346","0.115457784899052","0.103007682846871","0.127907886951233"
"Other","2014","16-34 y.","Employed","1192","0.238206418512558","0.225928222490743","0.250484614534373"
"Other","2014","35-65 y.","Not Employed","66","0.018377874752463","0.0134902929447177","0.0232654565602083"
"Other","2014","35-65 y.","Employed","1000","0.0706913037776101","0.0662360752697172","0.0751465322855031"
"Other","2014","66 and older","Not Employed","11","","",""
"Other","2014","66 and older","Employed","176","0.373466389655233","0.330147403598153","0.416785375712312"
"Full-time","2015","16-34 y.","Not Employed","472","0.115389432287201","0.10420030294249","0.126578561631912"
"Full-time","2015","16-34 y.","Employed","1905","0.534549760555989","0.519372021836156","0.549727499275822"
"Full-time","2015","35-65 y.","Not Employed","404","0.0593453432279174","0.0512398127360874","0.0674508737197474"
"Full-time","2015","35-65 y.","Employed","7288","0.64898979175217","0.640449504693953","0.657530078810387"
"Full-time","2015","66 and older","Not Employed","","","",""
"Full-time","2015","66 and older","Employed","60","0.126025912169968","0.0973905656288257","0.15466125871111"
"Part-time","2015","16-34 y.","Not Employed","112","0.026591360886412","0.0209568646315794","0.0322258571412447"
"Part-time","2015","16-34 y.","Employed","547","0.112498307864247","0.102883647144844","0.12211296858365"
"Part-time","2015","35-65 y.","Not Employed","151","0.0264117505807881","0.0209105273096935","0.0319129738518827"
"Part-time","2015","35-65 y.","Employed","3067","0.219468136979684","0.212062290261503","0.226873983697865"
"Part-time","2015","66 and older","Not Employed","1","","",""
"Part-time","2015","66 and older","Employed","82","0.142105336356976","0.111979062693109","0.172231610020843"
"Non-working","2015","16-34 y.","Not Employed","2109","0.729998499847479","0.714450258021122","0.745546741673837"
"Non-working","2015","16-34 y.","Employed","652","0.125041638033573","0.114977017767956","0.135106258299191"
"Non-working","2015","35-65 y.","Not Employed","2577","0.881757742125272","0.870680439670742","0.892835044579802"
"Non-working","2015","35-65 y.","Employed","784","0.0642533635585091","0.0598658271516207","0.0686408999653974"
"Non-working","2015","66 and older","Not Employed","4443","0.996173003901091","0.994359501489901","0.99798650631228"
"Non-working","2015","66 and older","Employed","194","0.355386564349881","0.31408909692207","0.396684031777691"
"Other","2015","16-34 y.","Not Employed","439","0.128020706978908","0.116319506753816","0.139721907204"
"Other","2015","16-34 y.","Employed","1045","0.227910293546191","0.215146133969468","0.240674453122914"
"Other","2015","35-65 y.","Not Employed","132","0.0324851640660229","0.0264031927881859","0.0385671353438598"
"Other","2015","35-65 y.","Employed","859","0.0672887077096369","0.0628060211453298","0.0717713942739439"
"Other","2015","66 and older","Not Employed","9","","",""
"Other","2015","66 and older","Employed","180","0.376482187123175","0.334677989787438","0.418286384458913"
"Full-time","2016","16-34 y.","Not Employed","153","0.0291362637063919","0.0243243383337963","0.0339481890789875"
"Full-time","2016","16-34 y.","Employed","1928","0.542284415834816","0.526989664695124","0.557579166974509"
"Full-time","2016","35-65 y.","Not Employed","104","0.0218885048941437","0.0174811817449341","0.0262958280433533"
"Full-time","2016","35-65 y.","Employed","7046","0.654365092003357","0.64570581867397","0.663024365332744"
"Full-time","2016","66 and older","Not Employed","1","","",""
"Full-time","2016","66 and older","Employed","69","0.127890223842201","0.0987046424120166","0.157075805272384"
"Part-time","2016","16-34 y.","Not Employed","94","0.0232755071086678","0.0189617227732902","0.0275892914440454"
"Part-time","2016","16-34 y.","Employed","514","0.108495603647864","0.098947902467573","0.118043304828156"
"Part-time","2016","35-65 y.","Not Employed","128","0.0246525738399254","0.0199818577499916","0.0293232899298593"
"Part-time","2016","35-65 y.","Employed","3027","0.222487741311407","0.214914718698367","0.230060763924447"
"Part-time","2016","66 and older","Not Employed","2","","",""
"Part-time","2016","66 and older","Employed","87","0.168758399825552","0.136027312505837","0.201489487145267"
"Non-working","2016","16-34 y.","Not Employed","4027","0.843318281595886","0.832918415812668","0.853718147379105"
"Non-working","2016","16-34 y.","Employed","619","0.134846848138284","0.124361136736882","0.145332559539686"
"Non-working","2016","35-65 y.","Not Employed","3842","0.923368695867073","0.915356282515989","0.931381109218158"
"Non-working","2016","35-65 y.","Employed","702","0.0582656099145542","0.0540004732538624","0.062530746575246"
"Non-working","2016","66 and older","Not Employed","4299","0.998634579274542","0.997531650102871","0.999737508446213"
"Non-working","2016","66 and older","Employed","170","0.331630876944504","0.290487515845463","0.372774238043544"
"Other","2016","16-34 y.","Not Employed","419","0.104269947589054","0.0955263338420041","0.113013561336104"
"Other","2016","16-34 y.","Employed","1015","0.214373132379035","0.201774472721242","0.226971792036829"
"Other","2016","35-65 y.","Not Employed","160","0.0300902253988575","0.0249444473179037","0.0352360034798112"
"Other","2016","35-65 y.","Employed","812","0.0648815567706818","0.0603966178821783","0.0693664956591854"
"Other","2016","66 and older","Not Employed","4","","",""
"Other","2016","66 and older","Employed","177","0.371720499387744","0.329487804057466","0.413953194718021"
"Full-time","2017","16-34 y.","Not Employed","248","0.0459904965242809","0.0404410998875447","0.0515398931610171"
"Full-time","2017","16-34 y.","Employed","2282","0.54899141604977","0.534680179297719","0.563302652801821"
"Full-time","2017","35-65 y.","Not Employed","153","0.0261673570851524","0.0215652659481622","0.0307694482221425"
"Full-time","2017","35-65 y.","Employed","7992","0.651622954741024","0.64345618717458","0.659789722307469"
"Full-time","2017","66 and older","Not Employed","","","",""
"Full-time","2017","66 and older","Employed","82","0.132993576841515","0.105890666673035","0.160096487009996"
"Part-time","2017","16-34 y.","Not Employed","130","0.0248311828725751","0.020708556531175","0.0289538092139752"
"Part-time","2017","16-34 y.","Employed","596","0.113784185204227","0.104651201444401","0.122917168964053"
"Part-time","2017","35-65 y.","Not Employed","120","0.0212634588653092","0.0171045157752037","0.0254224019554147"
"Part-time","2017","35-65 y.","Employed","3437","0.222796508817272","0.215663893461075","0.229929124173469"
"Part-time","2017","66 and older","Not Employed","3","","",""
"Part-time","2017","66 and older","Employed","100","0.135201285140677","0.107909159455884","0.16249341082547"
"Non-working","2017","16-34 y.","Not Employed","4607","0.825136871989498","0.815073408261199","0.835200335717797"
"Non-working","2017","16-34 y.","Employed","662","0.122108839889556","0.112692201874002","0.131525477905109"
"Non-working","2017","35-65 y.","Not Employed","4174","0.91277317526374","0.90463851187885","0.92090783864863"
"Non-working","2017","35-65 y.","Employed","784","0.0619606787431278","0.057828340643478","0.0660930168427776"
"Non-working","2017","66 and older","Not Employed","4472","0.997836663450061","0.996476611510677","0.999196715389444"
"Non-working","2017","66 and older","Employed","202","0.312912444909615","0.275903483793708","0.349921406025523"
"Other","2017","16-34 y.","Not Employed","488","0.104041448613646","0.0959526779624248","0.112130219264868"
"Other","2017","16-34 y.","Employed","1104","0.215115558856448","0.203297646711053","0.226933471001842"
"Other","2017","35-65 y.","Not Employed","175","0.0397960087857986","0.0341604805133299","0.0454315370582673"
"Other","2017","35-65 y.","Employed","862","0.0636198576985756","0.0594362622053742","0.067803453191777"
"Other","2017","66 and older","Not Employed","8","","",""
"Other","2017","66 and older","Employed","219","0.418892693108193","0.379513302104795","0.45827208411159"
"Full-time","2018","16-34 y.","Not Employed","273","0.0534166597494085","0.0465711843270623","0.0602621351717546"
"Full-time","2018","16-34 y.","Employed","2251","0.535437668227878","0.521313698075976","0.549561638379779"
"Full-time","2018","35-65 y.","Not Employed","163","0.0204699459750391","0.0161051549927773","0.0248347369573008"
"Full-time","2018","35-65 y.","Employed","7621","0.654801457835598","0.646497736148875","0.663105179522321"
"Full-time","2018","66 and older","Not Employed","","","",""
"Full-time","2018","66 and older","Employed","73","0.12902072064202","0.102591308905607","0.155450132378433"
"Part-time","2018","16-34 y.","Not Employed","148","0.0326418748981362","0.0272322517293828","0.0380514980668896"
"Part-time","2018","16-34 y.","Employed","637","0.123353567703794","0.114041021797505","0.132666113610083"
"Part-time","2018","35-65 y.","Not Employed","147","0.019595416035788","0.0153229744737265","0.0238678575978495"
"Part-time","2018","35-65 y.","Employed","3372","0.227605774043043","0.220282679580231","0.234928868505854"
"Part-time","2018","66 and older","Not Employed","2","","",""
"Part-time","2018","66 and older","Employed","116","0.171672563303734","0.141941850427631","0.201403276179837"
"Non-working","2018","16-34 y.","Not Employed","3285","0.815795376461805","0.803994161892027","0.827596591031583"
"Non-working","2018","16-34 y.","Employed","758","0.13213087925929","0.122541077822392","0.141720680696188"
"Non-working","2018","35-65 y.","Not Employed","3598","0.932902145517561","0.925190117778367","0.940614173256755"
"Non-working","2018","35-65 y.","Employed","785","0.0590139018676864","0.0548981208665503","0.0631296828688225"
"Non-working","2018","66 and older","Not Employed","4467","0.996749633553883","0.995082891898868","0.998416375208899"
"Non-working","2018","66 and older","Employed","195","0.280865388555834","0.245432377386296","0.316298399725372"
"Other","2018","16-34 y.","Not Employed","439","0.0981460888906503","0.0890889626948135","0.107203215086487"
"Other","2018","16-34 y.","Employed","1144","0.209077884809038","0.197561895771691","0.220593873846385"
"Other","2018","35-65 y.","Not Employed","135","0.0270324924716121","0.0220334314933544","0.0320315534498699"
"Other","2018","35-65 y.","Employed","815","0.0585788662536734","0.0544773357852814","0.0626803967220653"
"Other","2018","66 and older","Not Employed","11","","",""
"Other","2018","66 and older","Employed","234","0.418441327498412","0.379548644185254","0.457334010811569"
"Full-time","2019","16-34 y.","Not Employed","215","0.0504123707652419","0.0429519356662445","0.0578728058642394"
"Full-time","2019","16-34 y.","Employed","2200","0.54853035204598","0.534051622488957","0.563009081603002"
"Full-time","2019","35-65 y.","Not Employed","297","0.0739286586366867","0.065645283752202","0.0822120335211713"
"Full-time","2019","35-65 y.","Employed","8374","0.648188133575873","0.640057710271209","0.656318556880537"
"Full-time","2019","66 and older","Not Employed","12","","",""
"Full-time","2019","66 and older","Employed","206","0.129548584589306","0.106826105381353","0.15227106379726"
"Part-time","2019","16-34 y.","Not Employed","102","0.0250268465351636","0.0197005239507126","0.0303531691196146"
"Part-time","2019","16-34 y.","Employed","638","0.147752424470125","0.137427995507909","0.158076853432341"
"Part-time","2019","35-65 y.","Not Employed","159","0.0451517020520971","0.0385784099212601","0.0517249941829341"
"Part-time","2019","35-65 y.","Employed","3393","0.234301836245931","0.227090362507266","0.241513309984597"
"Part-time","2019","66 and older","Not Employed","11","","",""
"Part-time","2019","66 and older","Employed","172","0.170694264987882","0.145235700610299","0.196152829365465"
"Non-working","2019","16-34 y.","Not Employed","2567","0.797107292326925","0.783394696301469","0.810819888352382"
"Non-working","2019","16-34 y.","Employed","675","0.124228381185619","0.114631686201009","0.133825076170229"
"Non-working","2019","35-65 y.","Not Employed","3196","0.84541141192348","0.833966790014265","0.856856033832696"
"Non-working","2019","35-65 y.","Employed","751","0.060815737450812","0.0567467085973224","0.0648847663043017"
"Non-working","2019","66 and older","Not Employed","4378","0.986965891657155","0.983632721865575","0.990299061448736"
"Non-working","2019","66 and older","Employed","244","0.409129318916906","0.375860021270518","0.442398616563295"
"Other","2019","16-34 y.","Not Employed","420","0.127453490372669","0.11608250158885","0.138824479156488"
"Other","2019","16-34 y.","Employed","1025","0.179488842298276","0.168323377182874","0.190654307413678"
"Other","2019","35-65 y.","Not Employed","181","0.0355082273877358","0.0296496463548196","0.0413668084206521"
"Other","2019","35-65 y.","Employed","734","0.0566942927273837","0.0527569494599556","0.0606316359948117"
"Other","2019","66 and older","Not Employed","47","0.00942883872158511","0.00658871247427277","0.0122689649688975"
"Other","2019","66 and older","Employed","217","0.290627831505906","0.259904183275878","0.321351479735933"
