"erwst","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Other","2012","inadequately","Rural Area","19","","","","6"
"Other","2012","general elemantary","Urban Area","309","0.137215483701289","0.121880878902911","0.152550088499667","6"
"Other","2012","general elemantary","Rural Area","200","0.15994353521909","0.137949573442191","0.181937496995988","6"
"Other","2012","middle vocational","Urban Area","659","0.0779102778327637","0.0720732797754585","0.0837472758900688","6"
"Other","2012","middle vocational","Rural Area","427","0.0687867370568761","0.0621004378155234","0.0754730362982288","6"
"Other","2012","vocational + Abi","Urban Area","99","0.0606631848419548","0.048238560946303","0.0730878087376067","6"
"Other","2012","vocational + Abi","Rural Area","43","0.049983797047266","0.0318217141405971","0.0681458799539349","6"
"Other","2012","higher vocational","Urban Area","24","","","","6"
"Other","2012","higher vocational","Rural Area","28","","","","6"
"Other","2012","higher education","Urban Area","184","0.039699881624449","0.0339417380626158","0.0454580251862822","6"
"Other","2012","higher education","Rural Area","52","0.0333349738446193","0.0249125239157441","0.0417574237734946","6"
"Part-time","2012","in school","Urban Area","4","","","","2"
"Part-time","2012","in school","Rural Area","2","","","","2"
"Part-time","2012","inadequately","Urban Area","23","","","","2"
"Part-time","2012","inadequately","Rural Area","9","","","","2"
"Part-time","2012","general elemantary","Urban Area","167","0.0748062205414081","0.0630814307586922","0.086531010324124","2"
"Part-time","2012","general elemantary","Rural Area","88","0.0832960133541865","0.066715707052733","0.0998763196556399","2"
"Part-time","2012","middle vocational","Urban Area","1179","0.105505546247825","0.0988154548220564","0.112195637673593","2"
"Part-time","2012","middle vocational","Rural Area","800","0.11450809345242","0.106095705973086","0.122920480931754","2"
"Part-time","2012","vocational + Abi","Urban Area","346","0.167925627944991","0.148469807971335","0.187381447918646","2"
"Part-time","2012","vocational + Abi","Rural Area","114","0.156047542936025","0.125801192212806","0.186293893659244","2"
"Part-time","2012","higher vocational","Urban Area","139","0.0951028008960579","0.0775827035385989","0.112622898253517","2"
"Part-time","2012","higher vocational","Rural Area","97","0.0957357166649044","0.0745079358284854","0.116963497501323","2"
"Part-time","2012","higher education","Urban Area","725","0.12037574125744","0.110779470839708","0.129972011675172","2"
"Part-time","2012","higher education","Rural Area","243","0.104651159921896","0.0902890404144549","0.119013279429338","2"
"Full-time","2013","middle vocational","Rural Area","2112","0.379727624664859","0.366894539404444","0.392560709925273","1"
"Full-time","2013","general elemantary","Urban Area","545","0.193410514785944","0.178251861629663","0.208569167942225","1"
"Full-time","2013","general elemantary","Rural Area","228","0.163301679817673","0.142534258365626","0.184069101269719","1"
"Full-time","2013","middle vocational","Urban Area","3147","0.352503185472526","0.342484929605791","0.362521441339261","1"
"Full-time","2013","higher education","Rural Area","920","0.499336828856676","0.476453560815937","0.522220096897416","1"
"Full-time","2013","vocational + Abi","Urban Area","796","0.51971428830313","0.496293066945799","0.543135509660461","1"
"Full-time","2013","inadequately","Rural Area","38","0.161477348155663","0.107114154645023","0.215840541666302","1"
"Full-time","2013","vocational + Abi","Rural Area","270","0.513238786053628","0.474084560192541","0.552393011914716","1"
"Full-time","2013","in school","Urban Area","","","","","1"
"Full-time","2013","higher education","Urban Area","2559","0.531485442508174","0.517715734297456","0.545255150718892","1"
"Full-time","2013","in school","Rural Area","1","","","","1"
"Full-time","2013","inadequately","Urban Area","81","0.189891587855734","0.154010452035207","0.225772723676261","1"
"Full-time","2013","higher vocational","Urban Area","560","0.520662335337973","0.490488343797017","0.550836326878929","1"
"Full-time","2013","higher vocational","Rural Area","339","0.49725994169076","0.45973505525042","0.5347848281311","1"
"Non-working","2013","general elemantary","Urban Area","1313","0.579306409913737","0.560359804438494","0.59825301538898","5"
"Non-working","2013","general elemantary","Rural Area","654","0.618382449203528","0.59108980903696","0.645675089370096","5"
"Non-working","2013","middle vocational","Urban Area","3500","0.453598156762529","0.44315856546337","0.464037748061687","5"
"Non-working","2013","middle vocational","Rural Area","2114","0.428072997283186","0.414989224872693","0.441156769693678","5"
"Non-working","2013","higher education","Rural Area","549","0.341772996994326","0.320065730095155","0.363480263893498","5"
"Non-working","2013","inadequately","Rural Area","97","0.532685688772078","0.458974772074331","0.606396605469825","5"
"Non-working","2013","vocational + Abi","Urban Area","416","0.262848225907702","0.242213041256308","0.283483410559096","5"
"Non-working","2013","higher education","Urban Area","1381","0.292718377239795","0.280162742090759","0.305274012388831","5"
"Non-working","2013","in school","Urban Area","560","0.799663668243138","0.770346290621291","0.828981045864985","5"
"Non-working","2013","in school","Rural Area","284","0.764710445377932","0.720832053577241","0.808588837178624","5"
"Non-working","2013","inadequately","Urban Area","278","0.615732060041187","0.571232603420903","0.660231516661472","5"
"Non-working","2013","vocational + Abi","Rural Area","163","0.247298492203706","0.21350111088743","0.281095873519982","5"
"Non-working","2013","higher vocational","Urban Area","324","0.357574075865031","0.328625417111485","0.386522734618576","5"
"Non-working","2013","higher vocational","Rural Area","219","0.376426161616756","0.340064832760253","0.412787490473258","5"
"Other","2013","in school","Urban Area","152","0.194287752024581","0.165307358774343","0.22326814527482","6"
"Other","2013","in school","Rural Area","73","0.232182787559021","0.188506592284601","0.27585898283344","6"
"Other","2013","inadequately","Urban Area","55","0.102284364027517","0.0745629252061727","0.130005802848862","6"
"Other","2013","inadequately","Rural Area","21","","","","6"
"Other","2013","general elemantary","Urban Area","521","0.167040249885056","0.152724408725305","0.181356091044806","6"
"Other","2013","higher vocational","Urban Area","34","0.0260498160809542","0.0164291618092792","0.0356704703526293","6"
"Other","2013","higher vocational","Rural Area","24","","","","6"
"Other","2013","higher education","Urban Area","262","0.0498230686269227","0.0438191474338084","0.055826989820037","6"
"Other","2013","higher education","Rural Area","66","0.0327891772158004","0.0246388647575099","0.0409394896740908","6"
"Other","2013","general elemantary","Rural Area","243","0.147990937234725","0.128040957016851","0.167940917452598","6"
"Other","2013","middle vocational","Urban Area","799","0.0817878839473473","0.0760413262181707","0.0875344416765239","6"
"Other","2013","middle vocational","Rural Area","448","0.0743431624907766","0.0674065204126948","0.0812798045688583","6"
"Other","2013","vocational + Abi","Urban Area","129","0.0586615073972778","0.047645432114993","0.0696775826795626","6"
"Other","2013","vocational + Abi","Rural Area","52","0.0541348437285377","0.0364087116165439","0.0718609758405316","6"
"Part-time","2013","in school","Urban Area","4","","","","2"
"Part-time","2013","in school","Rural Area","1","","","","2"
"Part-time","2013","inadequately","Urban Area","45","0.0920919880755616","0.0656390693961102","0.118544906755013","2"
"Part-time","2013","inadequately","Rural Area","20","","","","2"
"Part-time","2013","general elemantary","Urban Area","229","0.0602428254152638","0.0511110591124161","0.0693745917181115","2"
"Part-time","2013","general elemantary","Rural Area","92","0.0703249337440747","0.0559593572360562","0.0846905102520933","2"
"Part-time","2013","middle vocational","Urban Area","1290","0.112110773817598","0.105494783719693","0.118726763915503","2"
"Part-time","2013","middle vocational","Rural Area","820","0.117856215561179","0.109330129766827","0.126382301355531","2"
"Part-time","2013","vocational + Abi","Urban Area","407","0.15877597839189","0.141643286351907","0.175908670431873","2"
"Part-time","2013","vocational + Abi","Rural Area","141","0.185327878014128","0.154889414334705","0.21576634169355","2"
"Part-time","2013","higher vocational","Urban Area","135","0.0957137727160421","0.0779443188133152","0.113483226618769","2"
"Part-time","2013","higher vocational","Rural Area","100","0.0961665016745293","0.0740400369754354","0.118292966373623","2"
"Part-time","2013","higher education","Urban Area","843","0.125973111625108","0.116816836561","0.135129386689217","2"
"Part-time","2013","higher education","Rural Area","299","0.126100996933197","0.110908179911892","0.141293813954502","2"
"Full-time","2014","general elemantary","Urban Area","448","0.194153667531345","0.177511222150472","0.210796112912218","1"
"Full-time","2014","general elemantary","Rural Area","200","0.173941595480321","0.151271515512298","0.196611675448344","1"
"Full-time","2014","middle vocational","Urban Area","2694","0.342497443801721","0.331914552181529","0.353080335421913","1"
"Full-time","2014","middle vocational","Rural Area","1873","0.376601328013555","0.363029096899169","0.390173559127941","1"
"Full-time","2014","inadequately","Rural Area","26","","","","1"
"Full-time","2014","higher education","Rural Area","814","0.478401055563133","0.454599117091486","0.50220299403478","1"
"Full-time","2014","in school","Urban Area","","","","","1"
"Full-time","2014","in school","Rural Area","","","","","1"
"Full-time","2014","inadequately","Urban Area","61","0.165114973958376","0.126867710104423","0.203362237812329","1"
"Full-time","2014","higher education","Urban Area","2262","0.53173068347735","0.517231748426742","0.546229618527958","1"
"Full-time","2014","vocational + Abi","Urban Area","685","0.500812541138484","0.475517978428276","0.526107103848692","1"
"Full-time","2014","higher vocational","Urban Area","509","0.513167531313667","0.481615383572018","0.544719679055317","1"
"Full-time","2014","vocational + Abi","Rural Area","255","0.564428570236694","0.523251572304407","0.605605568168981","1"
"Full-time","2014","higher vocational","Rural Area","308","0.502639580028231","0.463781307873209","0.541497852183253","1"
"Non-working","2014","general elemantary","Urban Area","1104","0.554626173752142","0.533714887363291","0.575537460140993","5"
"Non-working","2014","general elemantary","Rural Area","583","0.594614599104908","0.565251777503285","0.623977420706531","5"
"Non-working","2014","middle vocational","Urban Area","3154","0.457777997955845","0.446667257970484","0.468888737941205","5"
"Non-working","2014","middle vocational","Rural Area","1867","0.417730333420512","0.403915760098684","0.43154490674234","5"
"Non-working","2014","higher education","Rural Area","531","0.339222626994349","0.316663728000535","0.361781525988163","5"
"Non-working","2014","vocational + Abi","Urban Area","342","0.252218518152666","0.23024833978552","0.274188696519812","5"
"Non-working","2014","inadequately","Rural Area","88","0.58953519659402","0.509190044758739","0.669880348429301","5"
"Non-working","2014","higher education","Urban Area","1310","0.301158581550893","0.287828606626637","0.314488556475148","5"
"Non-working","2014","higher vocational","Urban Area","305","0.367611165518689","0.337174573868268","0.398047757169109","5"
"Non-working","2014","in school","Urban Area","470","0.812005977787071","0.780638717025531","0.843373238548611","5"
"Non-working","2014","in school","Rural Area","227","0.813992611523983","0.768896364207313","0.859088858840652","5"
"Non-working","2014","vocational + Abi","Rural Area","130","0.209729754572372","0.175920286888398","0.243539222256347","5"
"Non-working","2014","higher vocational","Rural Area","206","0.352635368017759","0.315502631874436","0.389768104161082","5"
"Non-working","2014","inadequately","Urban Area","228","0.653758253834269","0.604747417566921","0.702769090101618","5"
"Other","2014","in school","Urban Area","126","0.187994022212929","0.156626761451389","0.219361282974469","6"
"Other","2014","in school","Rural Area","56","0.163064767245613","0.120250248437983","0.205879286053243","6"
"Other","2014","inadequately","Urban Area","44","0.121981068713533","0.0882684908313994","0.155693646595667","6"
"Other","2014","inadequately","Rural Area","19","","","","6"
"Other","2014","general elemantary","Urban Area","426","0.169155575980367","0.153382324119248","0.184928827841486","6"
"Other","2014","higher vocational","Urban Area","32","0.0267363895044334","0.0165533788838176","0.0369194001250492","6"
"Other","2014","higher vocational","Rural Area","34","0.0517843237631622","0.0345627731123721","0.0690058744139524","6"
"Other","2014","higher education","Urban Area","218","0.0438907683178474","0.0379384967118989","0.0498430399237958","6"
"Other","2014","higher education","Rural Area","82","0.0630932057089027","0.0515084360550432","0.0746779753627622","6"
"Other","2014","general elemantary","Rural Area","211","0.161486837890384","0.139479401376837","0.183494274403931","6"
"Other","2014","middle vocational","Urban Area","750","0.0858140666598148","0.079567757620466","0.0920603756991635","6"
"Other","2014","middle vocational","Rural Area","436","0.0803775086899716","0.0727619906868081","0.087993026693135","6"
"Other","2014","vocational + Abi","Urban Area","117","0.0639985892819253","0.0516168630563656","0.076380315507485","6"
"Other","2014","vocational + Abi","Rural Area","46","0.0544894458016868","0.0356395098307191","0.0733393817726546","6"
"Part-time","2014","in school","Urban Area","","","","","2"
"Part-time","2014","in school","Rural Area","3","","","","2"
"Part-time","2014","inadequately","Urban Area","29","","","","2"
"Part-time","2014","inadequately","Rural Area","11","","","","2"
"Part-time","2014","general elemantary","Urban Area","192","0.0820645827361459","0.0705167051804357","0.093612460291856","2"
"Part-time","2014","general elemantary","Rural Area","80","0.0699569675243869","0.0547019412538092","0.0852119937949646","2"
"Part-time","2014","middle vocational","Urban Area","1126","0.113910491582619","0.106825364919095","0.120995618246144","2"
"Part-time","2014","middle vocational","Rural Area","720","0.125290829875962","0.116017859568835","0.134563800183088","2"
"Part-time","2014","vocational + Abi","Urban Area","357","0.182970351426925","0.163410434123976","0.202530268729874","2"
"Part-time","2014","vocational + Abi","Rural Area","126","0.171352229389247","0.140059001979445","0.202645456799048","2"
"Part-time","2014","higher vocational","Urban Area","118","0.0924849136632107","0.0741966721437974","0.110773155182624","2"
"Part-time","2014","higher vocational","Rural Area","88","0.0929407281908481","0.0703754650617445","0.115505991319952","2"
"Part-time","2014","higher education","Urban Area","760","0.12321996665391","0.113669419311211","0.13277051399661","2"
"Part-time","2014","higher education","Rural Area","265","0.119283111733616","0.103839262481386","0.134726960985846","2"
"Full-time","2015","general elemantary","Urban Area","415","0.193390976511782","0.176433982182178","0.210347970841385","1"
"Full-time","2015","general elemantary","Rural Area","210","0.186999952507541","0.163291328414964","0.210708576600119","1"
"Full-time","2015","middle vocational","Urban Area","2611","0.343473248586891","0.332706059703805","0.354240437469976","1"
"Full-time","2015","middle vocational","Rural Area","1798","0.383556271933416","0.36976730488117","0.397345238985663","1"
"Full-time","2015","inadequately","Rural Area","28","","","","1"
"Full-time","2015","in school","Urban Area","","","","","1"
"Full-time","2015","vocational + Abi","Urban Area","715","0.486162835540085","0.461595776855749","0.510729894224422","1"
"Full-time","2015","in school","Rural Area","2","","","","1"
"Full-time","2015","higher education","Urban Area","2299","0.518997514663408","0.504728501562072","0.533266527764745","1"
"Full-time","2015","vocational + Abi","Rural Area","271","0.523941802953683","0.483296941912844","0.564586663994523","1"
"Full-time","2015","higher education","Rural Area","827","0.47508925870222","0.451672219971593","0.498506297432847","1"
"Full-time","2015","inadequately","Urban Area","71","0.174779399210495","0.136941870790188","0.212616927630803","1"
"Full-time","2015","higher vocational","Rural Area","294","0.50679607948088","0.467056233026888","0.546535925934871","1"
"Full-time","2015","higher vocational","Urban Area","491","0.520312295873734","0.488255611082741","0.552368980664726","1"
"Non-working","2015","general elemantary","Urban Area","1092","0.561687975834077","0.540385087564509","0.582990864103645","5"
"Non-working","2015","general elemantary","Rural Area","540","0.579898521813491","0.549886626497011","0.609910417129971","5"
"Non-working","2015","middle vocational","Urban Area","3111","0.459754723751196","0.448454468627753","0.471054978874639","5"
"Non-working","2015","middle vocational","Rural Area","1844","0.404269308033484","0.390352781765912","0.418185834301055","5"
"Non-working","2015","higher education","Rural Area","558","0.335774541593697","0.313629154318491","0.357919928868904","5"
"Non-working","2015","vocational + Abi","Urban Area","383","0.264995714968132","0.243303000990222","0.286688428946043","5"
"Non-working","2015","inadequately","Rural Area","92","0.545613562506907","0.466196306756461","0.625030818257353","5"
"Non-working","2015","higher education","Urban Area","1370","0.300325204410218","0.287233938543227","0.31341647027721","5"
"Non-working","2015","in school","Rural Area","206","0.85047851539236","0.806362660042284","0.894594370742436","5"
"Non-working","2015","higher vocational","Urban Area","305","0.364458663520765","0.333576813480505","0.395340513561026","5"
"Non-working","2015","in school","Urban Area","388","0.716721965765077","0.678251752773476","0.755192178756678","5"
"Non-working","2015","inadequately","Urban Area","237","0.627172645741092","0.578995613095853","0.675349678386331","5"
"Non-working","2015","vocational + Abi","Rural Area","145","0.252504116596182","0.217147334799709","0.287860898392654","5"
"Non-working","2015","higher vocational","Rural Area","192","0.339779958357398","0.302132164434036","0.37742775228076","5"
"Other","2015","in school","Urban Area","138","0.282139605108251","0.243716292229172","0.320562917987331","6"
"Other","2015","in school","Rural Area","43","0.146699917624889","0.102929865979584","0.190469969270193","6"
"Other","2015","inadequately","Urban Area","33","0.0787448312330624","0.0519103251817556","0.105579337284369","6"
"Other","2015","inadequately","Rural Area","20","","","","6"
"Other","2015","general elemantary","Urban Area","381","0.165983659359179","0.150009457023295","0.181957861695064","6"
"Other","2015","general elemantary","Rural Area","208","0.150373856730588","0.128639818825844","0.172107894635331","6"
"Other","2015","middle vocational","Urban Area","677","0.0836805205717546","0.0774018845758103","0.0899591565676989","6"
"Other","2015","middle vocational","Rural Area","402","0.0828054743811245","0.0749904430747689","0.0906205056874801","6"
"Other","2015","vocational + Abi","Urban Area","102","0.0608444304100206","0.0490946780621561","0.0725941827578851","6"
"Other","2015","vocational + Abi","Rural Area","54","0.0799544540837874","0.0578815188496003","0.102027389317975","6"
"Other","2015","higher vocational","Urban Area","25","","","","6"
"Other","2015","higher vocational","Rural Area","30","0.0483804826559457","0.0313250370737252","0.0654359282381661","6"
"Other","2015","higher education","Urban Area","239","0.0432120065272906","0.037405061531269","0.0490189515233122","6"
"Other","2015","higher education","Rural Area","87","0.0526508425321569","0.0421781262594519","0.0631235588048619","6"
"Part-time","2015","in school","Urban Area","1","","","","2"
"Part-time","2015","in school","Rural Area","","","","","2"
"Part-time","2015","inadequately","Urban Area","46","0.11930312381535","0.0870083874090614","0.151597860221639","2"
"Part-time","2015","inadequately","Rural Area","11","","","","2"
"Part-time","2015","general elemantary","Urban Area","196","0.0789373882949619","0.0673606774175973","0.0905140991723265","2"
"Part-time","2015","general elemantary","Rural Area","81","0.0827276689483804","0.0659776671660376","0.0994776707307231","2"
"Part-time","2015","middle vocational","Urban Area","1073","0.113091507090159","0.105910521387298","0.12027249279302","2"
"Part-time","2015","middle vocational","Rural Area","733","0.129368945651976","0.119851890925861","0.138886000378091","2"
"Part-time","2015","vocational + Abi","Urban Area","390","0.187997019081762","0.168792482926262","0.207201555237262","2"
"Part-time","2015","vocational + Abi","Rural Area","110","0.143599626366347","0.115059941506932","0.172139311225762","2"
"Part-time","2015","higher vocational","Urban Area","112","0.099219981216132","0.0800369951469671","0.118402967285297","2"
"Part-time","2015","higher vocational","Rural Area","92","0.105043479505777","0.0806720042224943","0.129414954789059","2"
"Part-time","2015","higher education","Urban Area","802","0.137465274399082","0.12763145034874","0.147299098449425","2"
"Part-time","2015","higher education","Rural Area","275","0.136485357171926","0.120387075498089","0.152583638845763","2"
"Full-time","2016","general elemantary","Urban Area","358","0.181570799223921","0.166047675413789","0.197093923034053","1"
"Full-time","2016","general elemantary","Rural Area","179","0.174317373327883","0.152985113637792","0.195649633017974","1"
"Full-time","2016","middle vocational","Urban Area","2373","0.356134829946219","0.345128922735139","0.367140737157299","1"
"Full-time","2016","middle vocational","Rural Area","1652","0.379591067844366","0.365561151090348","0.393620984598383","1"
"Full-time","2016","inadequately","Rural Area","40","0.135434215815399","0.109790363865572","0.161078067765227","1"
"Full-time","2016","higher education","Rural Area","788","0.483019778447696","0.460395084185397","0.505644472709995","1"
"Full-time","2016","vocational + Abi","Urban Area","705","0.526327907469973","0.501629704067893","0.551026110872054","1"
"Full-time","2016","higher education","Urban Area","2089","0.508868109227736","0.494750490373213","0.522985728082259","1"
"Full-time","2016","inadequately","Urban Area","80","0.183411023147697","0.162805060097322","0.204016986198071","1"
"Full-time","2016","higher vocational","Urban Area","444","0.53067824108242","0.497128465962451","0.564228016202389","1"
"Full-time","2016","in school","Urban Area","1","","","","1"
"Full-time","2016","in school","Rural Area","","","","","1"
"Full-time","2016","vocational + Abi","Rural Area","239","0.478369361815728","0.437468354473921","0.519270369157535","1"
"Full-time","2016","higher vocational","Rural Area","270","0.518405436490825","0.477168717755744","0.559642155225906","1"
"Non-working","2016","middle vocational","Rural Area","1870","0.40170642656271","0.387533170291598","0.415879682833822","5"
"Non-working","2016","general elemantary","Urban Area","1466","0.583943146549201","0.564094669765713","0.603791623332689","5"
"Non-working","2016","general elemantary","Rural Area","730","0.580878042422934","0.553133814789048","0.608622270056821","5"
"Non-working","2016","middle vocational","Urban Area","3216","0.443980299452473","0.432560772981678","0.455399825923269","5"
"Non-working","2016","higher education","Rural Area","740","0.345551869230623","0.324021199614239","0.367082538847007","5"
"Non-working","2016","vocational + Abi","Urban Area","389","0.243278877297221","0.222055309416518","0.264502445177923","5"
"Non-working","2016","inadequately","Rural Area","583","0.653365536844483","0.617701210827543","0.689029862861423","5"
"Non-working","2016","higher education","Urban Area","1716","0.307112660135076","0.294085794284821","0.320139525985331","5"
"Non-working","2016","in school","Rural Area","190","0.868107418564593","0.823795454506996","0.912419382622191","5"
"Non-working","2016","inadequately","Urban Area","1151","0.655521159341251","0.630219262764394","0.680823055918109","5"
"Non-working","2016","vocational + Abi","Rural Area","159","0.239429083946033","0.204488586069798","0.274369581822268","5"
"Non-working","2016","in school","Urban Area","425","0.828875895503579","0.796567663801643","0.861184127205515","5"
"Non-working","2016","higher vocational","Rural Area","177","0.338730710447711","0.299671361286957","0.377790059608466","5"
"Non-working","2016","higher vocational","Urban Area","275","0.334805097674586","0.303079550930118","0.366530644419054","5"
"Other","2016","in school","Urban Area","95","0.168297668173171","0.136202781360058","0.200392554986284","6"
"Other","2016","in school","Rural Area","34","0.131892581435407","0.087580617377809","0.176204545493005","6"
"Other","2016","inadequately","Urban Area","67","0.0672703858379223","0.0539330746087329","0.0806076970671116","6"
"Other","2016","inadequately","Rural Area","46","0.158079955336495","0.130740247629232","0.185419663043758","6"
"Other","2016","general elemantary","Urban Area","352","0.147021816041269","0.132761622693903","0.161282009388635","6"
"Other","2016","general elemantary","Rural Area","225","0.164936209582104","0.144068355889427","0.185804063274781","6"
"Other","2016","middle vocational","Urban Area","663","0.0859377406207132","0.0794960329764327","0.0923794482649937","6"
"Other","2016","middle vocational","Rural Area","367","0.0766496666470932","0.0689584247353499","0.0843409085588365","6"
"Other","2016","vocational + Abi","Urban Area","105","0.0602760045898227","0.048503451660475","0.0720485575191704","6"
"Other","2016","vocational + Abi","Rural Area","41","0.0613785153324479","0.0417257252635559","0.0810313054013398","6"
"Other","2016","higher vocational","Urban Area","32","0.0358368293130785","0.0233406086264587","0.0483330499996982","6"
"Other","2016","higher vocational","Rural Area","24","","","","6"
"Other","2016","higher education","Urban Area","235","0.0437075264222265","0.0379341051092727","0.0494809477351802","6"
"Other","2016","higher education","Rural Area","81","0.0340412468645785","0.0258312060071545","0.0422512877220025","6"
"Part-time","2016","in school","Urban Area","1","","","","2"
"Part-time","2016","middle vocational","Urban Area","1020","0.113947129980594","0.106644106958594","0.121250153002594","2"
"Part-time","2016","middle vocational","Rural Area","707","0.142052838945831","0.13196000075766","0.152145677134002","2"
"Part-time","2016","vocational + Abi","Urban Area","371","0.170117210642983","0.151531431572671","0.188702989713295","2"
"Part-time","2016","vocational + Abi","Rural Area","134","0.220823038905791","0.18685964965749","0.254786428154092","2"
"Part-time","2016","higher vocational","Urban Area","99","0.0986798319299158","0.0786308477462327","0.118728816113599","2"
"Part-time","2016","higher vocational","Rural Area","93","0.109900297820924","0.0840879623048533","0.135712633336995","2"
"Part-time","2016","higher education","Urban Area","777","0.140311704214961","0.130503777216381","0.150119631213541","2"
"Part-time","2016","higher education","Rural Area","265","0.137387105457103","0.121800761445047","0.152973449469158","2"
"Part-time","2016","inadequately","Rural Area","15","","","","2"
"Part-time","2016","general elemantary","Urban Area","193","0.087464238185609","0.076087814282437","0.0988406620887809","2"
"Part-time","2016","general elemantary","Rural Area","81","0.0798683746670787","0.0646253078175387","0.0951114415166187","2"
"Part-time","2016","in school","Rural Area","","","","","2"
"Part-time","2016","inadequately","Urban Area","57","0.0937974316731296","0.078274041936696","0.109320821409563","2"
"Full-time","2017","general elemantary","Urban Area","430","0.19794060283101","0.182636837022555","0.213244368639466","1"
"Full-time","2017","general elemantary","Rural Area","253","0.20261293625847","0.181603054477587","0.223622818039354","1"
"Full-time","2017","middle vocational","Urban Area","2664","0.356526416118745","0.345971771451172","0.367081060786317","1"
"Full-time","2017","vocational + Abi","Urban Area","745","0.472899711462044","0.449201419217188","0.4965980037069","1"
"Full-time","2017","middle vocational","Rural Area","1943","0.389719438090951","0.376384474212398","0.403054401969505","1"
"Full-time","2017","inadequately","Rural Area","68","0.176880840561637","0.150188600954677","0.203573080168597","1"
"Full-time","2017","higher education","Rural Area","936","0.499965651732007","0.478483288564367","0.521448014899648","1"
"Full-time","2017","vocational + Abi","Rural Area","288","0.502204769691154","0.463914076986586","0.540495462395721","1"
"Full-time","2017","higher vocational","Urban Area","484","0.53312835447436","0.500624232326699","0.565632476622021","1"
"Full-time","2017","in school","Rural Area","1","","","","1"
"Full-time","2017","inadequately","Urban Area","120","0.188373153764553","0.170749740196641","0.205996567332465","1"
"Full-time","2017","higher education","Urban Area","2397","0.515842691282315","0.502517222561885","0.529168160002745","1"
"Full-time","2017","higher vocational","Rural Area","323","0.52136337749148","0.482691763364687","0.560034991618272","1"
"Full-time","2017","in school","Urban Area","1","","","","1"
"Non-working","2017","middle vocational","Rural Area","1986","0.394841791538379","0.381475926787029","0.408207656289729","5"
"Non-working","2017","general elemantary","Urban Area","1589","0.55572464823371","0.536640027197045","0.574809269270376","5"
"Non-working","2017","general elemantary","Rural Area","809","0.56250588122448","0.53657572853978","0.58843603390918","5"
"Non-working","2017","middle vocational","Urban Area","3347","0.439867310279723","0.428929290556939","0.450805330002507","5"
"Non-working","2017","higher education","Rural Area","765","0.322346160684255","0.302265534409345","0.342426786959166","5"
"Non-working","2017","in school","Urban Area","484","0.817924228813614","0.78670575584305","0.849142701784177","5"
"Non-working","2017","vocational + Abi","Urban Area","424","0.261213836672885","0.240362045596369","0.282065627749402","5"
"Non-working","2017","inadequately","Rural Area","649","0.656771366294492","0.623558059008169","0.689984673580816","5"
"Non-working","2017","vocational + Abi","Rural Area","175","0.261552113524154","0.227895804715896","0.295208422332411","5"
"Non-working","2017","higher education","Urban Area","1845","0.293309905919122","0.28117019138513","0.305449620453113","5"
"Non-working","2017","in school","Rural Area","193","0.847393749937284","0.801707196007142","0.893080303867425","5"
"Non-working","2017","inadequately","Urban Area","1587","0.662219346557297","0.640902613605477","0.683536079509118","5"
"Non-working","2017","higher vocational","Rural Area","191","0.334869044902468","0.298333956868377","0.371404132936558","5"
"Non-working","2017","higher vocational","Urban Area","285","0.333705757551151","0.302984521765854","0.364426993336447","5"
"Other","2017","in school","Urban Area","101","0.175557211665846","0.144780753450977","0.206333669880715","6"
"Other","2017","in school","Rural Area","44","0.151947052932066","0.106341551311818","0.197552554552314","6"
"Other","2017","inadequately","Urban Area","101","0.0776769873559302","0.0656130232688117","0.0897409514430487","6"
"Other","2017","inadequately","Rural Area","46","0.119553894829012","0.0968580415348803","0.142249748123144","6"
"Other","2017","general elemantary","Urban Area","371","0.164851171992528","0.150599836676725","0.179102507308331","6"
"Other","2017","general elemantary","Rural Area","245","0.153329739428193","0.13449646727981","0.172163011576575","6"
"Other","2017","middle vocational","Urban Area","728","0.084002453776266","0.077889859927372","0.0901150476251601","6"
"Other","2017","middle vocational","Rural Area","430","0.0836041233394839","0.0760356819355082","0.0911725647434596","6"
"Other","2017","vocational + Abi","Urban Area","121","0.0624686938998499","0.0509816044861696","0.0739557833135303","6"
"Other","2017","vocational + Abi","Rural Area","48","0.0640045818819786","0.0452602556245692","0.082748908139388","6"
"Other","2017","higher vocational","Urban Area","21","","","","6"
"Other","2017","higher vocational","Rural Area","20","","","","6"
"Other","2017","higher education","Urban Area","262","0.0501013175460747","0.0442843877367581","0.0559182473553914","6"
"Other","2017","higher education","Rural Area","92","0.0485081937511102","0.0392777595868714","0.057738627915349","6"
"Part-time","2017","middle vocational","Urban Area","1172","0.119603819825266","0.112453194896917","0.126754444753616","2"
"Part-time","2017","middle vocational","Rural Area","779","0.131834647031186","0.122584107862493","0.14108518619988","2"
"Part-time","2017","vocational + Abi","Urban Area","415","0.203417757965221","0.184310619920658","0.222524896009784","2"
"Part-time","2017","in school","Urban Area","1","","","","2"
"Part-time","2017","in school","Rural Area","","","","","2"
"Part-time","2017","inadequately","Urban Area","83","0.0717305123222189","0.0601002012546633","0.0833608233897744","2"
"Part-time","2017","inadequately","Rural Area","22","","","","2"
"Part-time","2017","general elemantary","Urban Area","214","0.0814835769427517","0.0709759146458665","0.0919912392396368","2"
