"erwst","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Part-time","1997","Saxony-Anhalt","direct migration background","1","","",""
"Part-time","1997","Saxony-Anhalt","indirect migration background","","","",""
"Part-time","1997","Thuringia","no migration background","34","0.0591834842241572","0.0407721126746669","0.0775948557736474"
"Part-time","1997","Thuringia","direct migration background","2","","",""
"Part-time","1997","Thuringia","indirect migration background","","","",""
"Non-working","1997","Schleswig-Holstein","no migration background","99","0.446018376239134","0.383519960330179","0.50851679214809"
"Non-working","1997","Schleswig-Holstein","direct migration background","10","","",""
"Non-working","1997","Schleswig-Holstein","indirect migration background","3","","",""
"Non-working","1997","Hamburg","no migration background","41","0.493555085793885","0.391944129289092","0.595166042298679"
"Non-working","1997","Hamburg","direct migration background","12","","",""
"Non-working","1997","Hamburg","indirect migration background","2","","",""
"Non-working","1997","Lower Saxony","no migration background","330","0.483681200040783","0.449181196223875","0.518181203857692"
"Non-working","1997","Lower Saxony","direct migration background","90","0.555836955917483","0.485371490132981","0.626302421701986"
"Non-working","1997","Lower Saxony","indirect migration background","22","","",""
"Non-working","1997","Bremen","no migration background","41","0.637227392386891","0.525390941006649","0.749063843767134"
"Non-working","1997","Bremen","direct migration background","11","","",""
"Non-working","1997","Bremen","indirect migration background","1","","",""
"Non-working","1997","North Rhine-Westphalia","no migration background","689","0.437038650478214","0.413739079825385","0.460338221131043"
"Non-working","1997","North Rhine-Westphalia","direct migration background","289","0.48447708315495","0.444817898544548","0.524136267765351"
"Non-working","1997","North Rhine-Westphalia","indirect migration background","72","0.506333606208528","0.431398522930202","0.581268689486854"
"Non-working","1997","Hesse","no migration background","219","0.487592684584913","0.445038094886472","0.530147274283354"
"Non-working","1997","Hesse","direct migration background","125","0.554297057625982","0.495336605563337","0.613257509688627"
"Non-working","1997","Hesse","indirect migration background","18","","",""
"Non-working","1997","Rhineland-Palatinate,Saarland","no migration background","255","0.542472710551098","0.499897905483148","0.585047515619047"
"Non-working","1997","Rhineland-Palatinate,Saarland","direct migration background","69","0.38843246264366","0.315593485421843","0.461271439865477"
"Non-working","1997","Rhineland-Palatinate,Saarland","indirect migration background","7","","",""
"Non-working","1997","Baden-Württemberg","no migration background","385","0.460343852962198","0.428615782549127","0.492071923375268"
"Non-working","1997","Baden-Württemberg","direct migration background","292","0.489054109409672","0.45002004918488","0.528088169634465"
"Non-working","1997","Baden-Württemberg","indirect migration background","52","0.346383126314921","0.269464872719775","0.423301379910068"
"Non-working","1997","Bavaria","no migration background","477","0.473018804166775","0.444687626250577","0.501349982082973"
"Non-working","1997","Bavaria","direct migration background","151","0.437876513523314","0.386121499609289","0.489631527437339"
"Non-working","1997","Bavaria","indirect migration background","27","","",""
"Non-working","1997","Berlin","no migration background","176","0.456840473405044","0.409592831233049","0.504088115577039"
"Non-working","1997","Berlin","direct migration background","33","0.530820862749121","0.414739565037164","0.646902160461078"
"Non-working","1997","Berlin","indirect migration background","6","","",""
"Non-working","1997","Brandenburg","no migration background","245","0.467921016742387","0.427313313866066","0.508528719618709"
"Non-working","1997","Brandenburg","direct migration background","10","","",""
"Non-working","1997","Brandenburg","indirect migration background","","","",""
"Non-working","1997","Mecklenburg-Western Pomerania","no migration background","161","0.509159593465046","0.458629361996916","0.559689824933176"
"Non-working","1997","Mecklenburg-Western Pomerania","direct migration background","7","","",""
"Non-working","1997","Mecklenburg-Western Pomerania","indirect migration background","2","","",""
"Non-working","1997","Saxony","no migration background","430","0.490949576410602","0.460682791107321","0.521216361713882"
"Non-working","1997","Saxony","direct migration background","27","","",""
"Non-working","1997","Saxony","indirect migration background","4","","",""
"Non-working","1997","Saxony-Anhalt","no migration background","276","0.523431790036083","0.484554494656617","0.562309085415549"
"Non-working","1997","Saxony-Anhalt","direct migration background","21","","",""
"Non-working","1997","Saxony-Anhalt","indirect migration background","3","","",""
"Non-working","1997","Thuringia","no migration background","274","0.509226608597958","0.470220784322228","0.548232432873688"
"Non-working","1997","Thuringia","direct migration background","18","","",""
"Non-working","1997","Thuringia","indirect migration background","2","","",""
"Other","1997","Schleswig-Holstein","no migration background","13","","",""
"Other","1997","Schleswig-Holstein","direct migration background","","","",""
"Other","1997","Schleswig-Holstein","indirect migration background","","","",""
"Other","1997","Hamburg","no migration background","4","","",""
"Other","1997","Hamburg","direct migration background","","","",""
"Other","1997","Hamburg","indirect migration background","3","","",""
"Other","1997","Lower Saxony","no migration background","37","0.0348739467778819","0.0222084234243125","0.0475394701314513"
"Other","1997","Lower Saxony","direct migration background","9","","",""
"Other","1997","Lower Saxony","indirect migration background","6","","",""
"Other","1997","Bremen","no migration background","1","","",""
"Other","1997","Bremen","direct migration background","1","","",""
"Other","1997","Bremen","indirect migration background","","","",""
"Other","1997","North Rhine-Westphalia","no migration background","96","0.0461126993091926","0.0362610824875638","0.0559643161308213"
"Other","1997","North Rhine-Westphalia","direct migration background","19","","",""
"Other","1997","North Rhine-Westphalia","indirect migration background","33","0.199964271552218","0.140015411436399","0.259913131668038"
"Other","1997","Hesse","no migration background","27","","",""
"Other","1997","Hesse","direct migration background","7","","",""
"Other","1997","Hesse","indirect migration background","9","","",""
"Other","1997","Rhineland-Palatinate,Saarland","no migration background","23","","",""
"Other","1997","Rhineland-Palatinate,Saarland","direct migration background","10","","",""
"Other","1997","Rhineland-Palatinate,Saarland","indirect migration background","5","","",""
"Other","1997","Baden-Württemberg","no migration background","52","0.0509984117783558","0.0369942951941574","0.0650025283625541"
"Other","1997","Baden-Württemberg","direct migration background","19","","",""
"Other","1997","Baden-Württemberg","indirect migration background","27","","",""
"Other","1997","Bavaria","no migration background","63","0.0377748602301298","0.0269563452211408","0.0485933752391187"
"Other","1997","Bavaria","direct migration background","13","","",""
"Other","1997","Bavaria","indirect migration background","15","","",""
"Other","1997","Berlin","no migration background","16","","",""
"Other","1997","Berlin","direct migration background","1","","",""
"Other","1997","Berlin","indirect migration background","5","","",""
"Other","1997","Brandenburg","no migration background","33","0.049788910464341","0.0320873948352241","0.0674904260934578"
"Other","1997","Brandenburg","direct migration background","1","","",""
"Other","1997","Brandenburg","indirect migration background","","","",""
"Other","1997","Mecklenburg-Western Pomerania","no migration background","16","","",""
"Other","1997","Mecklenburg-Western Pomerania","direct migration background","1","","",""
"Other","1997","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Other","1997","Saxony","no migration background","57","0.0386687461829101","0.0269957047809441","0.0503417875848761"
"Other","1997","Saxony","direct migration background","1","","",""
"Other","1997","Saxony","indirect migration background","3","","",""
"Other","1997","Saxony-Anhalt","no migration background","33","0.0448425616791575","0.0287329100014717","0.0609522133568434"
