"erwst","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"Part-time","2002","16-34 y.","indirect migration background","31","0.0395362422792077","0.024415401607285","0.0546570829511304","2"
"Part-time","2002","35-65 y.","no migration background","1615","0.132058162556232","0.125864565928167","0.138251759184296","2"
"Part-time","2002","35-65 y.","direct migration background","188","0.117196645370868","0.102004430465967","0.13238886027577","2"
"Part-time","2002","66 and older","no migration background","37","0.00933904299210859","0.00604328620950638","0.0126347997747108","2"
"Part-time","2002","66 and older","direct migration background","1","","","","2"
"Part-time","2002","16-34 y.","no migration background","343","0.0736775264752693","0.0662892963092171","0.0810657566413215","2"
"Part-time","2002","16-34 y.","direct migration background","54","0.0690052428648714","0.0508046884824286","0.0872057972473141","2"
"Part-time","2002","35-65 y.","indirect migration background","25","","","","2"
"Part-time","2002","66 and older","indirect migration background","","","","","2"
"Full-time","2003","35-65 y.","no migration background","5712","0.505742299239489","0.496384254124083","0.515100344354894","1"
"Full-time","2003","16-34 y.","no migration background","1829","0.437037416893122","0.42265326968234","0.451421564103905","1"
"Full-time","2003","16-34 y.","direct migration background","241","0.348050042895206","0.312246862145377","0.383853223645034","1"
"Full-time","2003","16-34 y.","indirect migration background","224","0.359249905831682","0.322020987131394","0.39647882453197","1"
"Full-time","2003","35-65 y.","direct migration background","755","0.450080536142521","0.425733809995344","0.474427262289697","1"
"Full-time","2003","35-65 y.","indirect migration background","70","0.459793604790542","0.376642146215208","0.542945063365876","1"
"Full-time","2003","66 and older","no migration background","36","0.00913575058124859","0.00590375773981449","0.0123677434226827","1"
"Full-time","2003","66 and older","direct migration background","4","","","","1"
"Full-time","2003","66 and older","indirect migration background","","","","","1"
"Non-working","2003","35-65 y.","no migration background","3205","0.31645080800576","0.307745547647275","0.325156068364245","5"
"Non-working","2003","16-34 y.","no migration background","1661","0.336318402419665","0.322617781597466","0.350019023241864","5"
"Non-working","2003","16-34 y.","direct migration background","294","0.43425630101922","0.397001987778623","0.471510614259817","5"
"Non-working","2003","16-34 y.","indirect migration background","259","0.385730545938455","0.347959481202005","0.423501610674905","5"
"Non-working","2003","35-65 y.","direct migration background","606","0.386417795364434","0.362588519444372","0.410247071284496","5"
"Non-working","2003","35-65 y.","indirect migration background","37","0.333070749820845","0.254435607390416","0.411705892251274","5"
"Non-working","2003","66 and older","no migration background","3213","0.96831472683394","0.962364573058692","0.974264880609189","5"
"Non-working","2003","66 and older","direct migration background","348","0.964406781500042","0.945294688581558","0.983518874418526","5"
"Non-working","2003","66 and older","indirect migration background","13","","","","5"
"Other","2003","35-65 y.","no migration background","457","0.0452364369600285","0.0413465598024391","0.0491263141176179","6"
"Other","2003","16-34 y.","no migration background","743","0.14859397346397","0.138279335209393","0.158908611718547","6"
"Other","2003","35-65 y.","direct migration background","49","0.0368898492982898","0.027665466236624","0.0461142323599557","6"
"Other","2003","16-34 y.","indirect migration background","116","0.205218910398578","0.173880987839353","0.236556832957803","6"
"Other","2003","16-34 y.","direct migration background","83","0.126698953159095","0.101697679241106","0.151700227077084","6"
"Other","2003","35-65 y.","indirect migration background","6","","","","6"
"Other","2003","66 and older","no migration background","46","0.0145692463240826","0.0104989803223931","0.018639512325772","6"
"Other","2003","66 and older","direct migration background","7","","","","6"
"Other","2003","66 and older","indirect migration background","1","","","","6"
"Part-time","2003","16-34 y.","indirect migration background","39","0.0498006378312852","0.0329210214815093","0.066680254181061","2"
"Part-time","2003","35-65 y.","no migration background","1591","0.132570455794723","0.126223225548062","0.138917686041383","2"
"Part-time","2003","16-34 y.","no migration background","335","0.0780502072232424","0.0702711725162157","0.0858292419302691","2"
"Part-time","2003","16-34 y.","direct migration background","62","0.0909947029264796","0.0693782268091697","0.112611179043789","2"
"Part-time","2003","35-65 y.","direct migration background","194","0.126611819194755","0.110338104840111","0.142885533549399","2"
"Part-time","2003","35-65 y.","indirect migration background","25","","","","2"
"Part-time","2003","66 and older","no migration background","34","0.00798027626072861","0.00495781801479739","0.0110027345066598","2"
"Part-time","2003","66 and older","direct migration background","2","","","","2"
"Part-time","2003","66 and older","indirect migration background","","","","","2"
"Full-time","2004","35-65 y.","no migration background","5549","0.509212833825658","0.499678015969669","0.518747651681646","1"
"Full-time","2004","16-34 y.","no migration background","1714","0.427677899119099","0.413011066008736","0.442344732229463","1"
"Full-time","2004","16-34 y.","direct migration background","228","0.375499607241557","0.337625764583977","0.413373449899136","1"
"Full-time","2004","16-34 y.","indirect migration background","206","0.29314360301057","0.258068273653321","0.328218932367819","1"
"Full-time","2004","35-65 y.","direct migration background","722","0.448221293787905","0.423527201035642","0.472915386540168","1"
"Full-time","2004","35-65 y.","indirect migration background","73","0.428895668714271","0.35021648342479","0.507574854003751","1"
"Full-time","2004","66 and older","no migration background","39","0.00895521882869839","0.00580662424599185","0.0121038134114049","1"
"Full-time","2004","66 and older","direct migration background","4","","","","1"
"Full-time","2004","66 and older","indirect migration background","","","","","1"
"Non-working","2004","35-65 y.","no migration background","2959","0.306527917887108","0.297734339476055","0.315321496298162","5"
"Non-working","2004","16-34 y.","no migration background","1632","0.342131177428255","0.328066697866931","0.35619565698958","5"
"Non-working","2004","16-34 y.","direct migration background","275","0.434741192582022","0.395970162977012","0.473512222187032","5"
"Non-working","2004","16-34 y.","indirect migration background","287","0.433000208143661","0.394820601206327","0.471179815080994","5"
"Non-working","2004","35-65 y.","direct migration background","611","0.403691245409807","0.379328589990406","0.428053900829209","5"
"Non-working","2004","35-65 y.","indirect migration background","37","0.275525141600372","0.204498942652222","0.346551340548521","5"
"Non-working","2004","66 and older","no migration background","3303","0.965739506045772","0.959660132742116","0.971818879349428","5"
"Non-working","2004","66 and older","direct migration background","350","0.959657690666971","0.939499752907924","0.979815628426019","5"
"Non-working","2004","66 and older","indirect migration background","12","","","","5"
"Other","2004","16-34 y.","no migration background","726","0.158322337337279","0.147500482976405","0.169144191698153","6"
"Other","2004","35-65 y.","no migration background","496","0.050270796948671","0.0461033132172742","0.0544382806800677","6"
"Other","2004","16-34 y.","indirect migration background","119","0.227059098062328","0.194778724666741","0.259339471457915","6"
"Other","2004","35-65 y.","direct migration background","50","0.0321804496162349","0.0234173527254514","0.0409435465070184","6"
"Other","2004","16-34 y.","direct migration background","72","0.115512670782964","0.0905133108335005","0.140512030732428","6"
"Other","2004","35-65 y.","indirect migration background","9","","","","6"
"Other","2004","66 and older","no migration background","62","0.0173980772737034","0.0130281779089669","0.0217679766384399","6"
"Other","2004","66 and older","direct migration background","7","","","","6"
"Other","2004","66 and older","indirect migration background","","","","","6"
"Part-time","2004","16-34 y.","indirect migration background","35","0.046797090783441","0.0305229504021316","0.0630712311647505","2"
"Part-time","2004","35-65 y.","no migration background","1556","0.133988451338563","0.12749146942967","0.140485433247456","2"
"Part-time","2004","16-34 y.","no migration background","299","0.0718685861153658","0.0642120563648358","0.0795251158658958","2"
"Part-time","2004","16-34 y.","direct migration background","53","0.0742465293934569","0.0537418009322958","0.0947512578546179","2"
"Part-time","2004","35-65 y.","direct migration background","175","0.115907011186053","0.100011730871141","0.131802291500964","2"
"Part-time","2004","35-65 y.","indirect migration background","33","0.271082616589095","0.20041567670909","0.341749556469099","2"
"Part-time","2004","66 and older","no migration background","35","0.00790719785182625","0.00494700875036776","0.0108673869532847","2"
"Part-time","2004","66 and older","direct migration background","5","","","","2"
"Part-time","2004","66 and older","indirect migration background","","","","","2"
"Full-time","2005","16-34 y.","no migration background","1597","0.417688092262409","0.402670700617295","0.432705483907524","1"
"Full-time","2005","16-34 y.","direct migration background","168","0.321213226994055","0.281609062267308","0.360817391720803","1"
"Full-time","2005","16-34 y.","indirect migration background","214","0.307430222186827","0.272412312240696","0.342448132132959","1"
"Full-time","2005","35-65 y.","no migration background","5236","0.514707345673465","0.504918615902498","0.524496075444431","1"
"Full-time","2005","35-65 y.","direct migration background","670","0.436138835082644","0.410865504635802","0.461412165529486","1"
"Full-time","2005","35-65 y.","indirect migration background","84","0.528728188106857","0.450396451266808","0.607059924946906","1"
"Full-time","2005","66 and older","no migration background","30","0.00870485826598633","0.00559884107978417","0.0118108754521885","1"
"Full-time","2005","66 and older","direct migration background","2","","","","1"
"Full-time","2005","66 and older","indirect migration background","","","","","1"
"Non-working","2005","35-65 y.","no migration background","2783","0.292379482334017","0.283470708116977","0.301288256551056","5"
"Non-working","2005","66 and older","direct migration background","357","0.966076638496573","0.947655504293079","0.984497772700068","5"
"Non-working","2005","16-34 y.","no migration background","1588","0.354723992633385","0.340155699712032","0.369292285554739","5"
"Non-working","2005","16-34 y.","direct migration background","248","0.442409600354411","0.40028387638825","0.484535324320573","5"
"Non-working","2005","16-34 y.","indirect migration background","309","0.458679728071343","0.42086446788401","0.496494988258677","5"
"Non-working","2005","35-65 y.","direct migration background","561","0.387169499431688","0.362344756580974","0.411994242282402","5"
"Non-working","2005","35-65 y.","indirect migration background","37","0.266529322265352","0.197146866477845","0.335911778052859","5"
"Non-working","2005","66 and older","no migration background","3312","0.966441029031124","0.960419406740283","0.972462651321965","5"
"Non-working","2005","66 and older","indirect migration background","12","","","","5"
"Other","2005","16-34 y.","no migration background","685","0.157040233259306","0.145961260012749","0.168119206505862","6"
"Other","2005","16-34 y.","direct migration background","75","0.163735011008011","0.132350150937511","0.195119871078512","6"
"Other","2005","16-34 y.","indirect migration background","108","0.172383376265995","0.143718671835056","0.201048080696934","6"
"Other","2005","35-65 y.","no migration background","498","0.0553147593427955","0.0508375399500473","0.0597919787355438","6"
"Other","2005","35-65 y.","direct migration background","73","0.0455253957725032","0.034901762809189","0.0561490287358174","6"
"Other","2005","35-65 y.","indirect migration background","10","","","","6"
"Other","2005","66 and older","no migration background","50","0.0142050005458047","0.0102482793794809","0.0181617217121284","6"
"Other","2005","66 and older","direct migration background","9","","","","6"
"Other","2005","66 and older","indirect migration background","","","","","6"
"Part-time","2005","16-34 y.","indirect migration background","36","0.0615066734758344","0.0432735157816943","0.0797398311699745","2"
"Part-time","2005","35-65 y.","no migration background","1497","0.137598412649723","0.130851489194925","0.14434533610452","2"
"Part-time","2005","16-34 y.","no migration background","273","0.0705476818448998","0.0627503582944962","0.0783450053953034","2"
"Part-time","2005","16-34 y.","direct migration background","43","0.0726421616435222","0.0506283363415447","0.0946559869454996","2"
"Part-time","2005","35-65 y.","direct migration background","175","0.131166269713165","0.113961715491135","0.148370823935196","2"
"Part-time","2005","35-65 y.","indirect migration background","25","","","","2"
"Part-time","2005","66 and older","no migration background","44","0.0106491121570845","0.00721706388273249","0.0140811604314365","2"
"Part-time","2005","66 and older","direct migration background","3","","","","2"
"Part-time","2005","66 and older","indirect migration background","","","","","2"
"Full-time","2006","16-34 y.","no migration background","1557","0.404379699637101","0.389597056853441","0.419162342420761","1"
"Full-time","2006","16-34 y.","direct migration background","176","0.32351693838687","0.284312846064915","0.362721030708825","1"
"Full-time","2006","16-34 y.","indirect migration background","213","0.320747754054662","0.285351507353539","0.356144000755785","1"
"Full-time","2006","35-65 y.","no migration background","5589","0.519033415402963","0.509611241488814","0.528455589317111","1"
"Full-time","2006","35-65 y.","direct migration background","652","0.440408643237528","0.414900431686193","0.465916854788864","1"
"Full-time","2006","35-65 y.","indirect migration background","88","0.427286641444033","0.355417788846862","0.499155494041205","1"
"Full-time","2006","66 and older","no migration background","49","0.0120622833640664","0.00871346851234716","0.0154110982157857","1"
"Full-time","2006","66 and older","direct migration background","5","","","","1"
"Full-time","2006","66 and older","indirect migration background","1","","","","1"
"Non-working","2006","16-34 y.","indirect migration background","302","0.435678601676584","0.398077009562507","0.47328019379066","5"
"Non-working","2006","16-34 y.","no migration background","1628","0.351947453121758","0.337562227149955","0.36633267909356","5"
"Non-working","2006","16-34 y.","direct migration background","236","0.436308273008144","0.39474861335811","0.477867932658178","5"
"Non-working","2006","35-65 y.","no migration background","2978","0.285201316734857","0.276686728710867","0.293715904758847","5"
"Non-working","2006","35-65 y.","direct migration background","536","0.389037967561279","0.363987277173047","0.414088657949511","5"
"Non-working","2006","35-65 y.","indirect migration background","53","0.32207813746297","0.254191727889796","0.389964547036143","5"
"Non-working","2006","66 and older","no migration background","3914","0.962149509131196","0.956295294643005","0.968003723619387","5"
"Non-working","2006","66 and older","direct migration background","378","0.950211037809463","0.928815194434636","0.97160688118429","5"
"Non-working","2006","66 and older","indirect migration background","12","","","","5"
"Other","2006","35-65 y.","no migration background","568","0.0585318532612374","0.0541050017218825","0.0629587048005923","6"
"Other","2006","16-34 y.","indirect migration background","115","0.178627073899877","0.149579912782987","0.207674235016766","6"
"Other","2006","16-34 y.","no migration background","773","0.177084148633258","0.165585674248048","0.188582623018468","6"
"Other","2006","16-34 y.","direct migration background","83","0.150055161150643","0.120127328469067","0.179982993832219","6"
"Other","2006","35-65 y.","direct migration background","74","0.051430464833462","0.0400813652869095","0.0627795643800146","6"
"Other","2006","35-65 y.","indirect migration background","7","","","","6"
"Other","2006","66 and older","no migration background","72","0.0141506385019303","0.0105273335395369","0.0177739434643237","6"
"Other","2006","66 and older","direct migration background","9","","","","6"
"Other","2006","66 and older","indirect migration background","","","","","6"
"Part-time","2006","16-34 y.","indirect migration background","38","0.0649465703688779","0.0462588561244879","0.0836342846132678","2"
"Part-time","2006","35-65 y.","no migration background","1667","0.137233414600943","0.130744491945438","0.143722337256449","2"
"Part-time","2006","16-34 y.","no migration background","276","0.0665886986078838","0.0590792256929381","0.0740981715228295","2"
"Part-time","2006","16-34 y.","direct migration background","52","0.0901196274543427","0.066122665105776","0.114116589802909","2"
"Part-time","2006","35-65 y.","direct migration background","193","0.11912292436773","0.102478379603671","0.13576746913179","2"
"Part-time","2006","35-65 y.","indirect migration background","34","0.222197742357483","0.161800540631189","0.282594944083777","2"
"Part-time","2006","66 and older","no migration background","47","0.0116375690028074","0.00834753156541616","0.0149276064401986","2"
"Part-time","2006","66 and older","direct migration background","5","","","","2"
"Part-time","2006","66 and older","indirect migration background","","","","","2"
"Full-time","2007","16-34 y.","no migration background","1472","0.417574377748796","0.402224191380031","0.432924564117561","1"
"Full-time","2007","16-34 y.","direct migration background","148","0.307556637382429","0.265384670623566","0.349728604141293","1"
"Full-time","2007","16-34 y.","indirect migration background","228","0.345538648729768","0.308839283602516","0.382238013857021","1"
"Full-time","2007","35-65 y.","no migration background","5309","0.532625437296617","0.522844056208616","0.542406818384618","1"
"Full-time","2007","35-65 y.","direct migration background","581","0.42983461644326","0.402985647046645","0.456683585839874","1"
"Full-time","2007","35-65 y.","indirect migration background","96","0.420470524988438","0.349907903086283","0.491033146890592","1"
"Full-time","2007","66 and older","no migration background","50","0.0107708664942666","0.00757642064545283","0.0139653123430803","1"
"Full-time","2007","66 and older","direct migration background","1","","","","1"
"Full-time","2007","66 and older","indirect migration background","1","","","","1"
"Non-working","2007","16-34 y.","indirect migration background","271","0.402265865791766","0.364423449977087","0.440108281606445","5"
"Non-working","2007","16-34 y.","no migration background","1472","0.329329752695448","0.314701363738094","0.343958141652802","5"
"Non-working","2007","16-34 y.","direct migration background","198","0.463535179752522","0.417964957251609","0.509105402253436","5"
"Non-working","2007","35-65 y.","no migration background","2535","0.26278944715784","0.254160527525649","0.271418366790031","5"
"Non-working","2007","35-65 y.","direct migration background","479","0.3832449185623","0.356877289930869","0.409612547193732","5"
"Non-working","2007","35-65 y.","indirect migration background","45","0.265486759665898","0.20236335514785","0.328610164183947","5"
"Non-working","2007","66 and older","no migration background","3840","0.958031368335247","0.951825907635024","0.96423682903547","5"
"Non-working","2007","66 and older","direct migration background","373","0.975536389586504","0.960064950311518","0.991007828861491","5"
"Non-working","2007","66 and older","indirect migration background","10","","","","5"
"Other","2007","35-65 y.","no migration background","522","0.0562420556614602","0.051725393628387","0.0607587176945334","6"
"Other","2007","16-34 y.","no migration background","719","0.17953758432241","0.167591281216987","0.191483887427834","6"
"Other","2007","16-34 y.","indirect migration background","102","0.163244937809407","0.13472245879263","0.191767416826185","6"
"Other","2007","16-34 y.","direct migration background","65","0.139406668808575","0.107754028820694","0.171059308796456","6"
"Other","2007","35-65 y.","direct migration background","62","0.0492053711584706","0.0374746120016529","0.0609361303152883","6"
"Other","2007","35-65 y.","indirect migration background","12","","","","6"
"Other","2007","66 and older","no migration background","72","0.0176361338082389","0.013562709577447","0.0217095580390307","6"
"Other","2007","66 and older","direct migration background","7","","","","6"
"Other","2007","66 and older","indirect migration background","","","","","6"
"Part-time","2007","16-34 y.","indirect migration background","44","0.0889505476690582","0.0669813840885929","0.110919711249523","2"
"Part-time","2007","35-65 y.","no migration background","1629","0.148343059884083","0.141374827056526","0.15531129271164","2"
"Part-time","2007","16-34 y.","no migration background","302","0.0735582852333457","0.0654327618518829","0.0816838086148085","2"
"Part-time","2007","16-34 y.","direct migration background","49","0.0895015140564735","0.063414523545075","0.115588504567872","2"
"Part-time","2007","35-65 y.","direct migration background","184","0.137715093835969","0.11902580974089","0.156404377931049","2"
"Part-time","2007","35-65 y.","indirect migration background","35","0.25254204137135","0.190436636841729","0.314647445900971","2"
"Part-time","2007","66 and older","no migration background","49","0.0135616313622476","0.00998221098883325","0.0171410517356619","2"
"Part-time","2007","66 and older","direct migration background","2","","","","2"
"Part-time","2007","66 and older","indirect migration background","","","","","2"
"Full-time","2008","16-34 y.","no migration background","1437","0.427416637063189","0.411325748005472","0.443507526120906","1"
"Full-time","2008","16-34 y.","direct migration background","133","0.341247686941686","0.293260157466066","0.389235216417305","1"
"Full-time","2008","16-34 y.","indirect migration background","206","0.370259301747796","0.332432920627274","0.408085682868319","1"
"Full-time","2008","35-65 y.","no migration background","5056","0.548724295256932","0.53862753445819","0.558821056055675","1"
"Full-time","2008","35-65 y.","direct migration background","540","0.447636231606364","0.419143744030632","0.476128719182096","1"
"Full-time","2008","35-65 y.","indirect migration background","104","0.50118494651857","0.430644497262243","0.571725395774898","1"
"Full-time","2008","66 and older","no migration background","48","0.0103438391041366","0.00719813981479225","0.0134895383934809","1"
"Full-time","2008","66 and older","direct migration background","4","","","","1"
"Full-time","2008","66 and older","indirect migration background","","","","","1"
"Non-working","2008","16-34 y.","indirect migration background","260","0.383329578602135","0.345242851927009","0.421416305277261","5"
"Non-working","2008","16-34 y.","no migration background","1271","0.317291302200402","0.302152839746893","0.33242976465391","5"
"Non-working","2008","16-34 y.","direct migration background","141","0.413697629121634","0.363851114332589","0.463544143910678","5"
"Non-working","2008","35-65 y.","no migration background","2246","0.24266373972301","0.233965511171639","0.251361968274381","5"
"Non-working","2008","35-65 y.","direct migration background","389","0.343127703421632","0.315924282284503","0.37033112455876","5"
"Non-working","2008","35-65 y.","indirect migration background","36","0.186462824221627","0.131514523399633","0.24141112504362","5"
"Non-working","2008","66 and older","no migration background","3791","0.956155940493911","0.94979012711415","0.962521753873672","5"
"Non-working","2008","66 and older","direct migration background","359","0.950664729117641","0.928745518669669","0.972583939565614","5"
"Non-working","2008","66 and older","indirect migration background","11","","","","5"
"Other","2008","16-34 y.","no migration background","662","0.179933263913808","0.167438867131506","0.192427660696109","6"
"Other","2008","16-34 y.","direct migration background","57","0.14462321329415","0.109024836911922","0.180221589676378","6"
"Other","2008","16-34 y.","indirect migration background","129","0.208694569470482","0.17686076300552","0.240528375935443","6"
"Other","2008","35-65 y.","no migration background","495","0.0579955482681522","0.0532530432060328","0.0627380533302715","6"
"Other","2008","35-65 y.","direct migration background","71","0.0700116152344777","0.0553905514736883","0.084632678995267","6"
"Other","2008","35-65 y.","indirect migration background","14","","","","6"
"Other","2008","66 and older","no migration background","88","0.0229510320029648","0.0182952414572262","0.0276068225487035","6"
"Other","2008","66 and older","direct migration background","7","","","","6"
"Other","2008","66 and older","indirect migration background","","","","","6"
"Part-time","2008","16-34 y.","indirect migration background","31","0.0377165501795872","0.0227927847648313","0.0526403155943431","2"
"Part-time","2008","16-34 y.","no migration background","261","0.0753587968226012","0.0667728426593679","0.0839447509858346","2"
"Part-time","2008","16-34 y.","direct migration background","44","0.100431470642531","0.0700096994876738","0.130853241797387","2"
"Part-time","2008","35-65 y.","no migration background","1534","0.150616416751905","0.14335916676399","0.157873666739821","2"
"Part-time","2008","35-65 y.","direct migration background","170","0.139224449737527","0.119388277230288","0.159060622244765","2"
"Part-time","2008","35-65 y.","indirect migration background","39","0.211849143810171","0.154200715837452","0.26949757178289","2"
"Part-time","2008","66 and older","no migration background","47","0.0105491883989875","0.00737274743286011","0.013725629365115","2"
"Part-time","2008","66 and older","direct migration background","5","","","","2"
"Part-time","2008","66 and older","indirect migration background","","","","","2"
"Full-time","2009","16-34 y.","no migration background","1311","0.422800498277097","0.406134093650061","0.439466902904134","1"
"Full-time","2009","16-34 y.","direct migration background","102","0.299134707292571","0.247832263008178","0.350437151576964","1"
"Full-time","2009","16-34 y.","indirect migration background","184","0.385270906706354","0.344964037253645","0.425577776159063","1"
"Full-time","2009","35-65 y.","no migration background","4762","0.559093212457888","0.548648927434954","0.569537497480822","1"
"Full-time","2009","35-65 y.","direct migration background","469","0.431327455949843","0.401067026586953","0.461587885312734","1"
"Full-time","2009","35-65 y.","indirect migration background","100","0.482142320039435","0.411278551448067","0.553006088630803","1"
"Full-time","2009","66 and older","no migration background","57","0.011670271778504","0.00828750675784119","0.0150530367991668","1"
"Full-time","2009","66 and older","direct migration background","3","","","","1"
"Full-time","2009","66 and older","indirect migration background","","","","","1"
"Non-working","2009","16-34 y.","indirect migration background","237","0.358513980886821","0.318794759769995","0.398233202003648","5"
"Non-working","2009","16-34 y.","no migration background","1190","0.322083539304365","0.30631891747741","0.337848161131319","5"
"Non-working","2009","16-34 y.","direct migration background","112","0.375612250237938","0.321351669370221","0.429872831105656","5"
"Non-working","2009","35-65 y.","no migration background","2034","0.240423576200059","0.231434036028183","0.249413116371936","5"
"Non-working","2009","66 and older","no migration background","3660","0.947521906850557","0.9404982373179","0.954545576383214","5"
"Non-working","2009","35-65 y.","direct migration background","346","0.346275046568694","0.31720481219462","0.375345280942769","5"
"Non-working","2009","35-65 y.","indirect migration background","39","0.200908857265021","0.144085209763462","0.25773250476658","5"
"Non-working","2009","66 and older","direct migration background","325","0.947444534015087","0.923760441743813","0.971128626286362","5"
"Non-working","2009","66 and older","indirect migration background","5","","","","5"
"Other","2009","16-34 y.","no migration background","641","0.18608322974756","0.172953529278451","0.199212930216669","6"
"Other","2009","16-34 y.","direct migration background","43","0.167278116086291","0.125460725315494","0.209095506857088","6"
"Other","2009","16-34 y.","indirect migration background","106","0.199999712272192","0.166870292132221","0.233129132412164","6"
"Other","2009","35-65 y.","no migration background","456","0.0551553244165785","0.0503531586810407","0.0599574901521164","6"
"Other","2009","35-65 y.","direct migration background","64","0.0795622483179412","0.0630277455684491","0.0960967510674332","6"
"Other","2009","35-65 y.","indirect migration background","12","","","","6"
"Other","2009","66 and older","no migration background","102","0.0277799855968727","0.0226035751681793","0.0329563960255662","6"
"Other","2009","66 and older","direct migration background","6","","","","6"
"Other","2009","66 and older","indirect migration background","1","","","","6"
"Part-time","2009","16-34 y.","indirect migration background","33","0.0562154001346319","0.0371380445822812","0.0752927556869825","2"
"Part-time","2009","16-34 y.","no migration background","233","0.0690327326709782","0.0604799794562573","0.077585485885699","2"
"Part-time","2009","16-34 y.","direct migration background","49","0.157974926383199","0.117110635162352","0.198839217604046","2"
"Part-time","2009","35-65 y.","no migration background","1429","0.145327886925474","0.137914145082285","0.152741628768663","2"
"Part-time","2009","35-65 y.","direct migration background","150","0.142835249163521","0.121456108061601","0.164214390265441","2"
"Part-time","2009","35-65 y.","indirect migration background","40","0.263120134477252","0.200673822614121","0.325566446340384","2"
"Part-time","2009","66 and older","no migration background","53","0.0130278357740664","0.00945618484927523","0.0165994866988576","2"
"Part-time","2009","66 and older","direct migration background","7","","","","2"
"Part-time","2009","66 and older","indirect migration background","","","","","2"
"Full-time","2010","16-34 y.","no migration background","1765","0.427249895498528","0.413764353805363","0.440735437191693","1"
"Full-time","2010","16-34 y.","direct migration background","254","0.273142975559994","0.244704143363275","0.301581807756713","1"
"Full-time","2010","16-34 y.","indirect migration background","225","0.333562738925469","0.301621352487626","0.365504125363312","1"
"Full-time","2010","35-65 y.","no migration background","5833","0.562788970397179","0.553668042091212","0.571909898703146","1"
"Full-time","2010","35-65 y.","direct migration background","705","0.417023193708744","0.393289705594153","0.440756681823335","1"
"Full-time","2010","35-65 y.","indirect migration background","184","0.493087470736272","0.443147736965208","0.543027204507337","1"
"Full-time","2010","66 and older","no migration background","54","0.0119535617694877","0.00847523963309325","0.0154318839058822","1"
"Full-time","2010","66 and older","direct migration background","3","","","","1"
"Full-time","2010","66 and older","indirect migration background","","","","","1"
"Non-working","2010","16-34 y.","indirect migration background","427","0.409300860621225","0.375989692680532","0.442612028561919","5"
"Non-working","2010","16-34 y.","no migration background","2113","0.321064226984458","0.308336374576703","0.333792079392213","5"
"Non-working","2010","16-34 y.","direct migration background","503","0.428312348371661","0.396729452520775","0.459895244222547","5"
"Non-working","2010","35-65 y.","no migration background","2648","0.218030478486338","0.210438163536042","0.225622793436635","5"
"Non-working","2010","66 and older","no migration background","3553","0.952999218669981","0.946225435849992","0.95977300148997","5"
"Non-working","2010","35-65 y.","indirect migration background","102","0.224374642919701","0.182703960470883","0.26604532536852","5"
"Non-working","2010","35-65 y.","direct migration background","615","0.356076634046469","0.333028028356238","0.3791252397367","5"
"Non-working","2010","66 and older","direct migration background","306","0.948716541846954","0.924549138531637","0.972883945162271","5"
"Non-working","2010","66 and older","indirect migration background","6","","","","5"
"Other","2010","16-34 y.","no migration background","847","0.187267456068667","0.176632154584849","0.197902757552485","6"
"Other","2010","16-34 y.","direct migration background","101","0.1740703245135","0.14986972362715","0.19827092539985","6"
"Other","2010","16-34 y.","indirect migration background","145","0.202889043998806","0.175644844668423","0.230133243329188","6"
"Other","2010","35-65 y.","no migration background","730","0.0602774385908615","0.0559012309500252","0.0646536462316977","6"
"Other","2010","35-65 y.","direct migration background","124","0.0865925716307341","0.0730553850022489","0.100129758259219","6"
"Other","2010","35-65 y.","indirect migration background","33","0.0645905082539021","0.0400375987303922","0.089143417777412","6"
"Other","2010","66 and older","no migration background","95","0.0232929428845031","0.0184653926585233","0.0281204931104829","6"
"Other","2010","66 and older","direct migration background","5","","","","6"
"Other","2010","66 and older","indirect migration background","","","","","6"
"Part-time","2010","16-34 y.","indirect migration background","40","0.0542473564545008","0.0389024786767668","0.0695922342322347","2"
"Part-time","2010","16-34 y.","no migration background","444","0.0644184214483471","0.0577258857696459","0.0711109571270484","2"
"Part-time","2010","16-34 y.","direct migration background","85","0.124474351554845","0.103404250549752","0.145544452559938","2"
"Part-time","2010","35-65 y.","no migration background","2151","0.158903112525621","0.152180935991222","0.165625289060021","2"
"Part-time","2010","35-65 y.","direct migration background","214","0.140307600614053","0.123590230008015","0.157024971220091","2"
"Part-time","2010","35-65 y.","indirect migration background","66","0.217947378090124","0.176708053975974","0.259186702204274","2"
"Part-time","2010","66 and older","no migration background","48","0.011754276676028","0.00830472318741705","0.015203830164639","2"
"Part-time","2010","66 and older","direct migration background","6","","","","2"
"Part-time","2010","66 and older","indirect migration background","","","","","2"
"Full-time","2011","16-34 y.","no migration background","1887","0.434606363587638","0.42155905859988","0.447653668575396","1"
"Full-time","2011","16-34 y.","direct migration background","261","0.364751816231482","0.333320964995874","0.39618266746709","1"
"Full-time","2011","16-34 y.","indirect migration background","257","0.37286592052607","0.34129100175495","0.404440839297189","1"
"Full-time","2011","35-65 y.","no migration background","7263","0.573303501580302","0.565109463824018","0.581497539336587","1"
"Full-time","2011","66 and older","no migration background","53","0.00958114966911755","0.00682046908053716","0.012341830257698","1"
"Full-time","2011","66 and older","direct migration background","3","","","","1"
"Full-time","2011","35-65 y.","direct migration background","868","0.448020666048648","0.425971293061298","0.470070039035997","1"
