"erwst","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Non-working","2003","Couple + C. LE and GT 16","Urban Area","407","0.346242869614221","0.319357629724789","0.373128109503653","5"
"Other","2003","1-pers.-HH","Urban Area","95","0.0400364765157485","0.0317362050621489","0.048336747969348","6"
"Other","2003","1-pers.-HH","Rural Area","38","0.0394401305925226","0.026378272328224","0.0525019888568212","6"
"Other","2003","(Married) couple without C. ","Urban Area","165","0.034551956793722","0.0294665343088666","0.0396373792785774","6"
"Other","2003","(Married) couple without C. ","Rural Area","73","0.0276748224710949","0.0210817119871168","0.034267932955073","6"
"Other","2003","Single parent ","Urban Area","84","0.109582058855312","0.0870302684786125","0.132133849232011","6"
"Other","2003","Single parent ","Rural Area","46","0.113455515192021","0.0817758342795891","0.145135196104454","6"
"Other","2003","Couple + C. LE 16 ","Urban Area","157","0.0597351334318849","0.0512714262302603","0.0681988406335095","6"
"Other","2003","Couple + C. LE 16 ","Rural Area","89","0.0561925137756455","0.0440465441420084","0.0683384834092826","6"
"Other","2003","Couple + C. GT 16 ","Urban Area","280","0.118051689605458","0.105354945148041","0.130748434062876","6"
"Other","2003","Couple + C. GT 16 ","Rural Area","174","0.119756029073418","0.103203624337203","0.136308433809634","6"
"Other","2003","Couple + C. LE and GT 16","Urban Area","163","0.152928492610926","0.132589964589447","0.173267020632404","6"
"Other","2003","Couple + C. LE and GT 16","Rural Area","90","0.163145490000711","0.134607875030713","0.191683104970708","6"
"Part-time","2003","1-pers.-HH","Urban Area","107","0.0539785971472386","0.0444111012812737","0.0635460930132034","2"
"Part-time","2003","(Married) couple without C. ","Rural Area","164","0.0747218557717201","0.0641536285429055","0.0852900830005347","2"
"Part-time","2003","Single parent ","Rural Area","42","0.101559217578878","0.0713859650063157","0.13173247015144","2"
"Part-time","2003","Couple + C. LE 16 ","Urban Area","547","0.164678429991255","0.151433007542073","0.177923852440437","2"
"Part-time","2003","Couple + C. LE 16 ","Rural Area","222","0.158624695968739","0.139356922426332","0.177892469511145","2"
"Part-time","2003","1-pers.-HH","Rural Area","21","","","","2"
"Part-time","2003","(Married) couple without C. ","Urban Area","368","0.0667286794673112","0.0597802526639698","0.0736771062706527","2"
"Part-time","2003","Single parent ","Urban Area","110","0.140123949337943","0.115063522818054","0.165184375857832","2"
"Part-time","2003","Couple + C. GT 16 ","Rural Area","132","0.0941307299055181","0.0792436557809132","0.109017804030123","2"
"Part-time","2003","Couple + C. GT 16 ","Urban Area","251","0.102975089670618","0.0910158643040078","0.114934315037229","2"
"Part-time","2003","Couple + C. LE and GT 16","Urban Area","177","0.119833949540498","0.101481775443549","0.138186123637447","2"
"Part-time","2003","Couple + C. LE and GT 16","Rural Area","85","0.134359099574759","0.108019596105325","0.160698603044192","2"
"Full-time","2004","1-pers.-HH","Urban Area","792","0.368354934112478","0.347565502125952","0.389144366099005","1"
"Full-time","2004","1-pers.-HH","Rural Area","272","0.283630980086484","0.253695636691681","0.313566323481287","1"
"Full-time","2004","(Married) couple without C. ","Urban Area","1795","0.312211034533059","0.29931491710823","0.325107151957888","1"
"Full-time","2004","(Married) couple without C. ","Rural Area","758","0.29308450782648","0.274618294591281","0.311550721061678","1"
"Full-time","2004","Single parent ","Urban Area","223","0.313079281764855","0.279299310172554","0.346859253357155","1"
"Full-time","2004","Single parent ","Rural Area","117","0.3133844948118","0.266372590254628","0.360396399368972","1"
"Full-time","2004","Couple + C. LE 16 ","Urban Area","1453","0.528344542581093","0.509877475379689","0.546811609782497","1"
"Full-time","2004","Couple + C. LE 16 ","Rural Area","652","0.527101512122789","0.499556085234852","0.554646939010725","1"
"Full-time","2004","Couple + C. GT 16 ","Rural Area","651","0.405014891940127","0.380072668275451","0.429957115604804","1"
"Full-time","2004","Couple + C. LE and GT 16","Urban Area","416","0.347395223882157","0.31991182234888","0.374878625415434","1"
"Full-time","2004","Couple + C. LE and GT 16","Rural Area","243","0.384071766656151","0.34647817220027","0.421665361112032","1"
"Full-time","2004","Couple + C. GT 16 ","Urban Area","971","0.370477621987225","0.3513078116096","0.389647432364849","1"
"Non-working","2004","1-pers.-HH","Urban Area","1078","0.539240428315487","0.517757116635133","0.560723739995841","5"
"Non-working","2004","1-pers.-HH","Rural Area","525","0.633847575365663","0.601854028653927","0.665841122077399","5"
"Non-working","2004","(Married) couple without C. ","Urban Area","2628","0.584727389886794","0.571013817118745","0.598440962654842","5"
"Non-working","2004","(Married) couple without C. ","Rural Area","1334","0.604249006238564","0.584410149347523","0.624087863129606","5"
"Non-working","2004","Single parent ","Rural Area","163","0.42804498540594","0.377898796458843","0.478191174353036","5"
"Non-working","2004","Couple + C. LE 16 ","Urban Area","678","0.244392489632156","0.228495351588761","0.260289627675551","5"
"Non-working","2004","Couple + C. LE and GT 16","Rural Area","245","0.378399608692372","0.340913221774826","0.415885995609919","5"
"Non-working","2004","Single parent ","Urban Area","295","0.399577257260777","0.363898661283685","0.435255853237869","5"
"Non-working","2004","Couple + C. LE 16 ","Rural Area","323","0.274831735773255","0.250201348028622","0.299462123517888","5"
"Non-working","2004","Couple + C. GT 16 ","Urban Area","933","0.406191709691031","0.38669685976334","0.425686559618722","5"
"Non-working","2004","Couple + C. GT 16 ","Rural Area","513","0.381812376258994","0.357127453117446","0.406497299400542","5"
"Non-working","2004","Couple + C. LE and GT 16","Urban Area","431","0.377083071676465","0.34910826962709","0.405057873725841","5"
"Other","2004","1-pers.-HH","Urban Area","109","0.0504652094452212","0.0410305917913221","0.0598998270991204","6"
"Other","2004","1-pers.-HH","Rural Area","36","0.0368062495326335","0.0243020289986968","0.0493104700665702","6"
"Other","2004","(Married) couple without C. ","Urban Area","173","0.0357505226299057","0.0305834667730889","0.0409175784867225","6"
"Other","2004","(Married) couple without C. ","Rural Area","85","0.0311686762526947","0.0241188091521724","0.038218543353217","6"
"Other","2004","Single parent ","Urban Area","90","0.131179145974066","0.106588138273806","0.155770153674326","6"
"Other","2004","Single parent ","Rural Area","49","0.12674411257575","0.0930272660927144","0.160460959058786","6"
"Other","2004","Couple + C. LE 16 ","Urban Area","180","0.0668305373521266","0.0575921829122847","0.0760688917919686","6"
"Other","2004","Couple + C. LE 16 ","Rural Area","93","0.0678857891490762","0.0540072928600853","0.0817642854380672","6"
"Other","2004","Couple + C. GT 16 ","Urban Area","275","0.115459806290299","0.102774369117668","0.12814524346293","6"
"Other","2004","Couple + C. GT 16 ","Rural Area","174","0.10980717563136","0.093921560715323","0.125692790547397","6"
"Other","2004","Couple + C. LE and GT 16","Urban Area","140","0.15394222535976","0.133111119406373","0.174773331313147","6"
"Other","2004","Couple + C. LE and GT 16","Rural Area","87","0.140579258329931","0.113713064488153","0.167445452171708","6"
"Part-time","2004","1-pers.-HH","Urban Area","89","0.0419394281268135","0.0333000882507822","0.0505787680028448","2"
"Part-time","2004","(Married) couple without C. ","Rural Area","157","0.0714978096822615","0.0610449408617717","0.0819506785027513","2"
"Part-time","2004","Single parent ","Rural Area","45","0.13182640720651","0.0975404101272973","0.166112404285722","2"
"Part-time","2004","Couple + C. LE 16 ","Urban Area","496","0.160432430434624","0.146855524991469","0.17400933587778","2"
"Part-time","2004","Couple + C. LE 16 ","Rural Area","194","0.13018096295488","0.111615464764263","0.148746461145496","2"
"Part-time","2004","1-pers.-HH","Rural Area","38","0.04571519501522","0.0318441779443342","0.0595862120861058","2"
"Part-time","2004","(Married) couple without C. ","Urban Area","364","0.0673110529502418","0.0603380658786887","0.0742840400217948","2"
"Part-time","2004","Single parent ","Urban Area","116","0.156164315000302","0.12972205009059","0.182606579910015","2"
"Part-time","2004","Couple + C. GT 16 ","Rural Area","150","0.103365556169519","0.0878972678902747","0.118833844448763","2"
"Part-time","2004","Couple + C. LE and GT 16","Rural Area","68","0.0969493663215463","0.0740791041671795","0.119819628475913","2"
"Part-time","2004","Couple + C. GT 16 ","Urban Area","259","0.107870862031445","0.0955569179491021","0.120184806113788","2"
"Part-time","2004","Couple + C. LE and GT 16","Urban Area","166","0.121579479081618","0.102716303253081","0.140442654910154","2"
"Full-time","2005","1-pers.-HH","Urban Area","797","0.372887086699506","0.352180065834845","0.393594107564167","1"
"Full-time","2005","1-pers.-HH","Rural Area","283","0.322429733246771","0.291583047404558","0.353276419088984","1"
"Full-time","2005","(Married) couple without C. ","Urban Area","1681","0.317613954131246","0.30443414161332","0.330793766649172","1"
"Full-time","2005","(Married) couple without C. ","Rural Area","741","0.307892059736827","0.288906400387269","0.326877719086386","1"
"Full-time","2005","Single parent ","Urban Area","200","0.277990035833845","0.245243161277561","0.310736910390128","1"
"Full-time","2005","Single parent ","Rural Area","117","0.290968786665694","0.246005201101432","0.335932372229956","1"
"Full-time","2005","Couple + C. LE 16 ","Urban Area","1298","0.514308871777396","0.494929275205014","0.533688468349778","1"
"Full-time","2005","Couple + C. LE 16 ","Rural Area","592","0.506478325601106","0.477855148816229","0.535101502385983","1"
"Full-time","2005","Couple + C. GT 16 ","Rural Area","574","0.41096927319505","0.384839647497257","0.437098898892842","1"
"Full-time","2005","Couple + C. LE and GT 16","Urban Area","397","0.34578265248362","0.31786536068223","0.373699944285009","1"
"Full-time","2005","Couple + C. GT 16 ","Urban Area","909","0.357541772888893","0.337954678547378","0.377128867230408","1"
"Full-time","2005","Couple + C. LE and GT 16","Rural Area","230","0.373316157379026","0.334386248549171","0.41224606620888","1"
"Non-working","2005","1-pers.-HH","Urban Area","1077","0.528950627451605","0.507576083345619","0.550325171557591","5"
"Non-working","2005","1-pers.-HH","Rural Area","527","0.59332307491423","0.56090522677841","0.625740923050051","5"
"Non-working","2005","(Married) couple without C. ","Urban Area","2580","0.572218240689319","0.558211523607797","0.586224957770841","5"
"Non-working","2005","(Married) couple without C. ","Rural Area","1292","0.585691480978509","0.565431645740123","0.605951316216895","5"
"Non-working","2005","Couple + C. LE 16 ","Rural Area","308","0.290680252207251","0.264683860341469","0.316676644073033","5"
"Non-working","2005","Single parent ","Rural Area","184","0.469042872044119","0.419641267430831","0.518444476657407","5"
"Non-working","2005","Couple + C. LE and GT 16","Urban Area","410","0.373655164587897","0.345259443457544","0.40205088571825","5"
"Non-working","2005","Couple + C. LE 16 ","Urban Area","624","0.243059027134659","0.226427216812316","0.259690837457003","5"
"Non-working","2005","Couple + C. GT 16 ","Rural Area","484","0.36966321674804","0.344027292361927","0.395299141134153","5"
"Non-working","2005","Single parent ","Urban Area","322","0.446729759482827","0.41039061124764","0.483068907718015","5"
"Non-working","2005","Couple + C. GT 16 ","Urban Area","882","0.405605033017862","0.385538451097927","0.425671614937796","5"
"Non-working","2005","Couple + C. LE and GT 16","Rural Area","226","0.366652255079809","0.327866786841633","0.405437723317986","5"
"Other","2005","Couple + C. GT 16 ","Urban Area","262","0.128186224193315","0.114524147648256","0.141848300738374","6"
"Other","2005","Couple + C. GT 16 ","Rural Area","149","0.107720185801277","0.0912553039656777","0.124185067636876","6"
"Other","2005","Couple + C. LE and GT 16","Urban Area","149","0.160950667245126","0.139380634905277","0.182520699584975","6"
"Other","2005","Couple + C. LE and GT 16","Rural Area","76","0.138196930482297","0.110420658178309","0.165973202786285","6"
"Other","2005","1-pers.-HH","Urban Area","127","0.0547578025429635","0.0450157462751651","0.0644998588107619","6"
"Other","2005","1-pers.-HH","Rural Area","41","0.0449237367649388","0.0312536660512007","0.0585938074786769","6"
"Other","2005","(Married) couple without C. ","Urban Area","165","0.034310029585903","0.0291568677325089","0.0394631914392971","6"
"Other","2005","(Married) couple without C. ","Rural Area","82","0.0369665421404064","0.0292064902381951","0.0447265940426178","6"
"Other","2005","Single parent ","Urban Area","86","0.112107957851678","0.0890467554011124","0.135169160302243","6"
"Other","2005","Single parent ","Rural Area","41","0.10662776736493","0.0760745858414975","0.137180948888362","6"
"Other","2005","Couple + C. LE 16 ","Urban Area","179","0.0751040187494023","0.0648844946260285","0.0853235428727761","6"
"Other","2005","Couple + C. LE 16 ","Rural Area","98","0.0856020039006696","0.0695845352117053","0.101619472589634","6"
"Part-time","2005","1-pers.-HH","Urban Area","94","0.0434044833059255","0.0346790391510187","0.0521299274608323","2"
"Part-time","2005","1-pers.-HH","Rural Area","31","0.0393234550740599","0.0264963625675962","0.0521505475805237","2"
"Part-time","2005","(Married) couple without C. ","Urban Area","367","0.075857775593532","0.0683620473100987","0.0833535038769653","2"
"Part-time","2005","(Married) couple without C. ","Rural Area","156","0.069449917144257","0.0589944060797979","0.079905428208716","2"
"Part-time","2005","Single parent ","Urban Area","111","0.163172246831651","0.136162231532766","0.190182262130535","2"
"Part-time","2005","Single parent ","Rural Area","50","0.133360573925257","0.0997064719234267","0.167014675927087","2"
"Part-time","2005","Couple + C. LE 16 ","Urban Area","454","0.167528082338542","0.153047659510311","0.182008505166774","2"
"Part-time","2005","Couple + C. LE 16 ","Rural Area","174","0.117239418290974","0.0988214136217823","0.135657422960165","2"
"Part-time","2005","Couple + C. GT 16 ","Rural Area","155","0.111647324255633","0.0949219284455639","0.128372720065703","2"
"Part-time","2005","Couple + C. GT 16 ","Urban Area","247","0.108666969899931","0.0959479703527358","0.121385969447126","2"
"Part-time","2005","Couple + C. LE and GT 16","Urban Area","159","0.119611515683357","0.100564175830051","0.138658855536663","2"
"Part-time","2005","Couple + C. LE and GT 16","Rural Area","61","0.121834657058868","0.0955080850177","0.148161229100037","2"
"Full-time","2006","1-pers.-HH","Urban Area","867","0.364702657928094","0.345065068663807","0.384340247192381","1"
"Full-time","2006","1-pers.-HH","Rural Area","330","0.335358496874013","0.306788596060289","0.363928397687738","1"
"Full-time","2006","(Married) couple without C. ","Urban Area","1805","0.321224636099816","0.308698236414334","0.333751035785299","1"
"Full-time","2006","(Married) couple without C. ","Rural Area","766","0.285095551266165","0.26758673180486","0.30260437072747","1"
"Full-time","2006","Single parent ","Urban Area","206","0.258257978288579","0.227443802551677","0.289072154025481","1"
"Full-time","2006","Single parent ","Rural Area","129","0.304171318241585","0.261135890491851","0.347206745991318","1"
"Full-time","2006","Couple + C. LE 16 ","Urban Area","1317","0.488149116470574","0.469329471424487","0.506968761516661","1"
"Full-time","2006","Couple + C. LE 16 ","Rural Area","604","0.499699067701285","0.471665239099685","0.527732896302885","1"
"Full-time","2006","Couple + C. GT 16 ","Rural Area","636","0.433682830683591","0.408669967994488","0.458695693372695","1"
"Full-time","2006","Couple + C. GT 16 ","Urban Area","907","0.376270340068711","0.356428655509709","0.396112024627714","1"
"Full-time","2006","Couple + C. LE and GT 16","Rural Area","212","0.39971434645661","0.3590349647333","0.440393728179919","1"
"Full-time","2006","Couple + C. LE and GT 16","Urban Area","373","0.345603855032362","0.317082370943143","0.374125339121582","1"
"Non-working","2006","1-pers.-HH","Urban Area","1217","0.541354133600715","0.521025431145945","0.561682836055485","5"
"Non-working","2006","1-pers.-HH","Rural Area","630","0.581063680403465","0.551206676924582","0.610920683882348","5"
"Non-working","2006","(Married) couple without C. ","Urban Area","2929","0.561137039418907","0.547824597107423","0.574449481730391","5"
"Non-working","2006","(Married) couple without C. ","Rural Area","1504","0.599746865366618","0.580745316238915","0.618748414494322","5"
"Non-working","2006","Couple + C. LE 16 ","Rural Area","320","0.29666205149757","0.271051111947483","0.322272991047656","5"
"Non-working","2006","Couple + C. LE and GT 16","Urban Area","376","0.374952986891554","0.345918963957847","0.403987009825261","5"
"Non-working","2006","Single parent ","Rural Area","189","0.409546138207001","0.363545883949708","0.455546392464293","5"
"Non-working","2006","Couple + C. GT 16 ","Rural Area","526","0.352602741157106","0.328488383915653","0.376717098398559","5"
"Non-working","2006","Couple + C. LE 16 ","Urban Area","690","0.268105684057409","0.251427811784044","0.284783556330774","5"
"Non-working","2006","Couple + C. GT 16 ","Urban Area","826","0.359982880344465","0.34032362474772","0.37964213594121","5"
"Non-working","2006","Single parent ","Urban Area","344","0.461185325508195","0.426089562614331","0.496281088402059","5"
"Non-working","2006","Couple + C. LE and GT 16","Rural Area","186","0.318547968336488","0.279855578163305","0.357240358509671","5"
"Other","2006","1-pers.-HH","Urban Area","125","0.0514400328101538","0.0424281983985771","0.0604518672217305","6"
"Other","2006","1-pers.-HH","Rural Area","51","0.0491691317035304","0.0360845979263454","0.0622536654807154","6"
"Other","2006","(Married) couple without C. ","Urban Area","204","0.0426749769346843","0.0372527815966395","0.0480971722727291","6"
"Other","2006","(Married) couple without C. ","Rural Area","102","0.0446026765251958","0.036596777374434","0.0526085756759576","6"
"Other","2006","Single parent ","Urban Area","92","0.117391521830135","0.0947294478183179","0.140053595841952","6"
"Other","2006","Single parent ","Rural Area","59","0.155005838220325","0.121151314132427","0.188860362308222","6"
"Other","2006","Couple + C. LE 16 ","Urban Area","179","0.0697274679442834","0.0601385303579819","0.0793164055305848","6"
"Other","2006","Couple + C. LE 16 ","Rural Area","106","0.0753533327379844","0.060553676598666","0.0901529888773028","6"
"Other","2006","Couple + C. GT 16 ","Urban Area","303","0.159389179851558","0.144397259862651","0.174381099840465","6"
"Other","2006","Couple + C. GT 16 ","Rural Area","181","0.121549578200957","0.105057219339531","0.138041937062383","6"
"Other","2006","Couple + C. LE and GT 16","Urban Area","163","0.157190579767807","0.135361249422645","0.179019910112969","6"
"Other","2006","Couple + C. LE and GT 16","Rural Area","96","0.180975911487303","0.149003218511462","0.212948604463145","6"
"Part-time","2006","1-pers.-HH","Urban Area","99","0.0425031756610377","0.0342729915634296","0.0507333597586457","2"
"Part-time","2006","1-pers.-HH","Rural Area","38","0.0344086910189916","0.0233782952101392","0.0454390868278441","2"
"Part-time","2006","(Married) couple without C. ","Urban Area","400","0.0749633475465927","0.0678991511829716","0.0820275439102139","2"
"Part-time","2006","(Married) couple without C. ","Rural Area","182","0.0705549068420211","0.060623446209537","0.0804863674745052","2"
"Part-time","2006","Single parent ","Urban Area","133","0.163165174373091","0.137149754040859","0.189180594705323","2"
"Part-time","2006","Single parent ","Rural Area","62","0.13127670533109","0.0996866491103848","0.162866761551795","2"
"Part-time","2006","Couple + C. LE 16 ","Urban Area","524","0.174017731527734","0.159743735905493","0.188291727149975","2"
"Part-time","2006","Couple + C. LE 16 ","Rural Area","192","0.128285548063161","0.10953610041555","0.147034995710772","2"
"Part-time","2006","Couple + C. GT 16 ","Rural Area","165","0.0921648499583458","0.0775654980382434","0.106764201878448","2"
"Part-time","2006","Couple + C. LE and GT 16","Urban Area","156","0.122252578308276","0.102606482417102","0.14189867419945","2"
"Part-time","2006","Couple + C. GT 16 ","Urban Area","254","0.104357599735266","0.0918360029929156","0.116879196477617","2"
"Part-time","2006","Couple + C. LE and GT 16","Rural Area","63","0.100761773719599","0.0757637442616545","0.125759803177544","2"
"Full-time","2007","1-pers.-HH","Urban Area","792","0.365614964871532","0.345351828343963","0.385878101399101","1"
"Full-time","2007","1-pers.-HH","Rural Area","339","0.366036040053872","0.336356850081417","0.395715230026327","1"
"Full-time","2007","(Married) couple without C. ","Urban Area","1669","0.32811273065507","0.315040726148164","0.341184735161975","1"
"Full-time","2007","(Married) couple without C. ","Rural Area","754","0.3033471538498","0.285076904446236","0.321617403253364","1"
"Full-time","2007","Single parent ","Urban Area","202","0.265772499250599","0.233683753283855","0.297861245217343","1"
"Full-time","2007","Single parent ","Rural Area","124","0.277437385717489","0.235019751582601","0.319855019852377","1"
"Full-time","2007","Couple + C. LE 16 ","Urban Area","1225","0.489007125626985","0.469317485129578","0.508696766124393","1"
"Full-time","2007","Couple + C. LE 16 ","Rural Area","580","0.511530899526293","0.482216838403803","0.540844960648784","1"
"Full-time","2007","Couple + C. GT 16 ","Urban Area","901","0.385579865676966","0.365481655271895","0.405678076082037","1"
"Full-time","2007","Couple + C. LE and GT 16","Rural Area","191","0.398794363763983","0.355659193253956","0.441929534274009","1"
"Full-time","2007","Couple + C. LE and GT 16","Urban Area","343","0.321298013960485","0.292135594236027","0.350460433684943","1"
"Full-time","2007","Couple + C. GT 16 ","Rural Area","618","0.45199576973499","0.426200551118786","0.477790988351194","1"
"Non-working","2007","1-pers.-HH","Urban Area","1144","0.530441300819236","0.509443112069289","0.551439489569183","5"
"Non-working","2007","1-pers.-HH","Rural Area","588","0.551866795414377","0.521227517277041","0.582506073551713","5"
"Non-working","2007","(Married) couple without C. ","Urban Area","2712","0.566667202534425","0.552871073072379","0.58046333199647","5"
"Non-working","2007","(Married) couple without C. ","Rural Area","1411","0.571791929652722","0.552126078830042","0.591457780475402","5"
"Non-working","2007","Couple + C. GT 16 ","Urban Area","813","0.346613742993579","0.326963162603746","0.366264323383411","5"
"Non-working","2007","Single parent ","Rural Area","180","0.426154525237818","0.379304779378014","0.473004271097622","5"
"Non-working","2007","Couple + C. GT 16 ","Rural Area","499","0.342191237411261","0.317600908281899","0.366781566540623","5"
"Non-working","2007","Couple + C. LE 16 ","Rural Area","242","0.244898385410172","0.219680006554249","0.270116764266094","5"
"Non-working","2007","Couple + C. LE 16 ","Urban Area","549","0.232983504312168","0.216332604429974","0.249634404194362","5"
"Non-working","2007","Couple + C. LE and GT 16","Rural Area","156","0.276917938645494","0.237498101085535","0.316337776205453","5"
"Non-working","2007","Couple + C. LE and GT 16","Urban Area","342","0.378154280213568","0.347870798093852","0.408437762333284","5"
"Non-working","2007","Single parent ","Urban Area","316","0.45379581732669","0.417630676844128","0.489960957809252","5"
"Other","2007","1-pers.-HH","Urban Area","106","0.0474191059647007","0.0384768759200915","0.0563613360093099","6"
"Other","2007","1-pers.-HH","Rural Area","50","0.046112985166238","0.0331913366971478","0.0590346336353282","6"
"Other","2007","(Married) couple without C. ","Urban Area","190","0.0351956786845386","0.0300653317567484","0.0403260256123287","6"
"Other","2007","(Married) couple without C. ","Rural Area","97","0.052090301832974","0.0432589288724075","0.0609216747935405","6"
"Other","2007","Single parent ","Urban Area","91","0.12427427633273","0.100310399639618","0.148238153025843","6"
"Other","2007","Single parent ","Rural Area","70","0.157538708817462","0.123024746148284","0.192052671486641","6"
"Other","2007","Couple + C. LE 16 ","Urban Area","168","0.0749886007644066","0.064614655833985","0.0853625456948282","6"
"Other","2007","Couple + C. LE 16 ","Rural Area","83","0.0609923494171642","0.0469579526238803","0.0750267462104481","6"
"Other","2007","Couple + C. GT 16 ","Urban Area","277","0.16150170702462","0.146306481678208","0.176696932371032","6"
"Other","2007","Couple + C. GT 16 ","Rural Area","158","0.117318500814022","0.100639680244759","0.133997321383284","6"
"Other","2007","Couple + C. LE and GT 16","Urban Area","162","0.167374078153473","0.144061031190208","0.190687125116738","6"
"Other","2007","Couple + C. LE and GT 16","Rural Area","79","0.187854947118192","0.153445823505705","0.222264070730678","6"
"Part-time","2007","1-pers.-HH","Urban Area","128","0.056524628344531","0.0468082958998972","0.0662409607891648","2"
"Part-time","2007","1-pers.-HH","Rural Area","35","0.035984179365513","0.0245090995012148","0.0474592592298112","2"
"Part-time","2007","(Married) couple without C. ","Urban Area","385","0.070024388125967","0.062919734930266","0.0771290413216681","2"
"Part-time","2007","(Married) couple without C. ","Rural Area","170","0.0727706146645035","0.0624468541684408","0.0830943751605663","2"
"Part-time","2007","Single parent ","Urban Area","119","0.156157407089981","0.12978836112613","0.182526453053832","2"
"Part-time","2007","Single parent ","Rural Area","54","0.13886938022723","0.106107865651044","0.171630894803417","2"
"Part-time","2007","Couple + C. LE 16 ","Urban Area","534","0.20302076929644","0.187176708240874","0.218864830352006","2"
"Part-time","2007","Couple + C. LE 16 ","Rural Area","212","0.182578365646371","0.15992309650238","0.205233634790361","2"
"Part-time","2007","Couple + C. GT 16 ","Urban Area","262","0.106304684304835","0.0935773211261781","0.119032047483492","2"
"Part-time","2007","Couple + C. GT 16 ","Rural Area","155","0.0884944920397278","0.0737741520339491","0.103214832045506","2"
"Part-time","2007","Couple + C. LE and GT 16","Urban Area","138","0.133173627672473","0.111955593292755","0.154391662052192","2"
"Part-time","2007","Couple + C. LE and GT 16","Rural Area","69","0.136432750472332","0.106194762455512","0.166670738489151","2"
"Full-time","2008","1-pers.-HH","Urban Area","791","0.378500989612875","0.357757005361871","0.399244973863879","1"
"Full-time","2008","1-pers.-HH","Rural Area","312","0.339445509943674","0.309460465619316","0.369430554268032","1"
"Full-time","2008","(Married) couple without C. ","Urban Area","1610","0.340944131132552","0.327443782943318","0.354444479321785","1"
"Full-time","2008","(Married) couple without C. ","Rural Area","739","0.330180900545551","0.311163054822434","0.349198746268667","1"
"Full-time","2008","Single parent ","Urban Area","211","0.278757421213807","0.245891261000448","0.311623581427166","1"
"Full-time","2008","Single parent ","Rural Area","131","0.322022050170114","0.277067398938655","0.366976701401573","1"
"Full-time","2008","Couple + C. LE 16 ","Urban Area","1111","0.511002472851036","0.490194485422116","0.531810460279956","1"
"Full-time","2008","Couple + C. LE 16 ","Rural Area","523","0.530117436474534","0.499152975114001","0.561081897835067","1"
"Full-time","2008","Couple + C. GT 16 ","Rural Area","589","0.425321294024051","0.398600071083265","0.452042516964837","1"
"Full-time","2008","Couple + C. LE and GT 16","Urban Area","312","0.353944709442263","0.322278316675019","0.385611102209507","1"
"Full-time","2008","Couple + C. LE and GT 16","Rural Area","177","0.377455614916354","0.332963425752963","0.421947804079746","1"
"Full-time","2008","Couple + C. GT 16 ","Urban Area","893","0.398067221790572","0.377371427981394","0.418763015599749","1"
"Non-working","2008","(Married) couple without C. ","Rural Area","1348","0.537502063192079","0.517339230320627","0.557664896063531","5"
"Non-working","2008","1-pers.-HH","Urban Area","1091","0.520064905038355","0.498697170881886","0.541432639194824","5"
"Non-working","2008","1-pers.-HH","Rural Area","566","0.572312997250446","0.540984095761969","0.603641898738924","5"
"Non-working","2008","(Married) couple without C. ","Urban Area","2574","0.550581610197367","0.536414589948428","0.564748630446307","5"
"Non-working","2008","Couple + C. GT 16 ","Rural Area","434","0.368577783246559","0.342503659594704","0.394651906898415","5"
"Non-working","2008","Couple + C. LE and GT 16","Urban Area","287","0.313456245276006","0.282736429147926","0.344176061404086","5"
"Non-working","2008","Single parent ","Urban Area","294","0.431624008345509","0.395319067842123","0.467928948848896","5"
"Non-working","2008","Single parent ","Rural Area","156","0.339184108214592","0.293634774348804","0.384733442080381","5"
"Non-working","2008","Couple + C. LE 16 ","Urban Area","465","0.206911722797862","0.190049354987689","0.223774090608035","5"
"Non-working","2008","Couple + C. LE 16 ","Rural Area","210","0.223980745863345","0.198115035386576","0.249846456340113","5"
"Non-working","2008","Couple + C. GT 16 ","Urban Area","734","0.331135049514133","0.311237404496686","0.351032694531581","5"
"Non-working","2008","Couple + C. LE and GT 16","Rural Area","143","0.327414494190714","0.284343155292533","0.370485833088896","5"
"Other","2008","1-pers.-HH","Urban Area","108","0.0530785408219564","0.0434899472534858","0.062667134390427","6"
"Other","2008","1-pers.-HH","Rural Area","44","0.0523602944641084","0.038254810187241","0.0664657787409758","6"
"Other","2008","(Married) couple without C. ","Urban Area","196","0.0395894575537205","0.0340360380768939","0.045142877030547","6"
"Other","2008","(Married) couple without C. ","Rural Area","98","0.0503745791038484","0.0415297700042387","0.0592193882034581","6"
"Other","2008","Single parent ","Urban Area","94","0.139588587560049","0.114186283645924","0.164990891474175","6"
"Other","2008","Single parent ","Rural Area","67","0.186668689534564","0.149180581077981","0.224156797991148","6"
"Other","2008","Couple + C. LE 16 ","Urban Area","170","0.086563190937866","0.0748581987721982","0.0982681831035338","6"
"Other","2008","Couple + C. LE 16 ","Rural Area","78","0.077412860234527","0.0608325338411588","0.0939931866278953","6"
"Other","2008","Couple + C. GT 16 ","Urban Area","265","0.154360663617632","0.139085326974993","0.169636000260272","6"
"Other","2008","Couple + C. GT 16 ","Rural Area","143","0.109821756655782","0.092922488572187","0.126721024739377","6"
"Other","2008","Couple + C. LE and GT 16","Urban Area","147","0.200438348179543","0.173928183611617","0.226948512747468","6"
"Other","2008","Couple + C. LE and GT 16","Rural Area","81","0.168484865259708","0.134130557939912","0.202839172579504","6"
