"erwst","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Part-time","2001","Employed","secondary school degree","754","0.149390373516341","0.139422531130165","0.159358215902518"
"Part-time","2001","Employed","college entrance qualification","452","0.140102765467582","0.128451282076028","0.151754248859137"
"Part-time","2001","Employed","Other degree","118","0.139114033670371","0.115683382009266","0.162544685331476"
"Part-time","2001","Employed","no degree/no degree yet","24","","",""
"Non-working","2001","Not Employed","lower secondary degree","4278","0.984312395925383","0.980617961033577","0.988006830817189"
"Non-working","2001","Not Employed","secondary school degree","1455","0.959109239084036","0.949205501680629","0.969012976487442"
"Non-working","2001","Not Employed","college entrance qualification","1004","0.96271790872217","0.951264193231301","0.97417162421304"
"Non-working","2001","Not Employed","Other degree","523","0.970185486357137","0.955814115238941","0.984556857475333"
"Non-working","2001","Not Employed","no degree/no degree yet","602","0.982055493974268","0.971563831712133","0.992547156236403"
"Non-working","2001","Employed","lower secondary degree","556","0.124272507601626","0.114571187451997","0.133973827751256"
"Non-working","2001","Employed","secondary school degree","456","0.0907146158310598","0.0826837300917197","0.0987455015703999"
"Non-working","2001","Employed","college entrance qualification","333","0.101033222678489","0.0909165310000053","0.111149914356973"
"Non-working","2001","Employed","Other degree","93","0.125998929409703","0.10353087372709","0.148466985092316"
"Non-working","2001","Employed","no degree/no degree yet","75","0.275796822086688","0.221577675273116","0.330015968900259"
"Other","2001","Not Employed","lower secondary degree","31","0.00689335062401462","0.00443345681534252","0.00935324443268672"
"Other","2001","Not Employed","secondary school degree","31","0.0136619226875683","0.00785666777729012","0.0194671775978465"
"Other","2001","Not Employed","college entrance qualification","24","","",""
"Other","2001","Not Employed","Other degree","7","","",""
"Other","2001","Not Employed","no degree/no degree yet","10","","",""
"Other","2001","Employed","lower secondary degree","433","0.0931480206002893","0.084601018083777","0.101695023116802"
"Other","2001","Employed","secondary school degree","469","0.0939727790162645","0.0858136017811055","0.102131956251424"
"Other","2001","Employed","college entrance qualification","310","0.0929167530339754","0.083171229470241","0.10266227659771"
"Other","2001","Employed","Other degree","59","0.0701041792862559","0.0528173563246974","0.0873910022478145"
"Other","2001","Employed","no degree/no degree yet","78","0.311650567332057","0.255459629875798","0.367841504788316"
"Full-time","2002","Not Employed","lower secondary degree","18","","",""
"Full-time","2002","Not Employed","secondary school degree","22","","",""
"Full-time","2002","Not Employed","college entrance qualification","13","","",""
"Full-time","2002","Not Employed","Other degree","5","","",""
"Full-time","2002","Not Employed","no degree/no degree yet","1","","",""
"Full-time","2002","Employed","lower secondary degree","2571","0.615706772168297","0.600927005971447","0.630486538365147"
"Full-time","2002","Employed","secondary school degree","3289","0.642692301873437","0.629559783788751","0.655824819958123"
"Full-time","2002","Employed","college entrance qualification","3013","0.673138213619622","0.659254760757993","0.687021666481252"
"Full-time","2002","Employed","Other degree","535","0.644102906063774","0.611191785579787","0.677014026547761"
"Full-time","2002","Employed","no degree/no degree yet","68","0.305001970346334","0.248157145875668","0.361846794817"
"Part-time","2002","Not Employed","lower secondary degree","11","","",""
"Part-time","2002","Not Employed","secondary school degree","12","","",""
"Part-time","2002","Not Employed","college entrance qualification","17","","",""
"Part-time","2002","Not Employed","Other degree","1","","",""
"Part-time","2002","Not Employed","no degree/no degree yet","3","","",""
"Part-time","2002","Employed","lower secondary degree","642","0.153884899798322","0.142921078227886","0.164848721368758"
"Part-time","2002","Employed","secondary school degree","855","0.155694216281092","0.145758220600928","0.165630211961256"
"Part-time","2002","Employed","college entrance qualification","601","0.128154989284624","0.118261472502807","0.13804850606644"
"Part-time","2002","Employed","Other degree","115","0.156309070377607","0.131346655416763","0.18127148533845"
"Part-time","2002","Employed","no degree/no degree yet","29","","",""
"Non-working","2002","Not Employed","lower secondary degree","4165","0.988793911246412","0.98561759856169","0.991970223931134"
"Non-working","2002","Not Employed","secondary school degree","1524","0.95596178553296","0.945905004921631","0.966018566144289"
"Non-working","2002","Not Employed","college entrance qualification","1182","0.961382243182376","0.950618566737009","0.972145919627744"
"Non-working","2002","Not Employed","Other degree","502","0.969802845108491","0.955037351142835","0.984568339074147"
"Non-working","2002","Not Employed","no degree/no degree yet","653","0.989305099999719","0.981481303614457","0.997128896384981"
"Non-working","2002","Employed","lower secondary degree","523","0.13515239258266","0.124764417566607","0.145540367598713"
"Non-working","2002","Employed","secondary school degree","513","0.102622607305418","0.094306226710429","0.110938987900407"
"Non-working","2002","Employed","college entrance qualification","395","0.102460112231188","0.0934844275984918","0.111435796863885"
"Non-working","2002","Employed","Other degree","105","0.124131653956526","0.101466247853764","0.146797060059287"
"Non-working","2002","Employed","no degree/no degree yet","85","0.314120011713212","0.256811426247887","0.371428597178537"
"Other","2002","Not Employed","lower secondary degree","25","","",""
"Other","2002","Not Employed","secondary school degree","41","0.0267531015070575","0.0188440857273521","0.0346621172867629"
"Other","2002","Not Employed","college entrance qualification","19","","",""
"Other","2002","Not Employed","Other degree","8","","",""
"Other","2002","Not Employed","no degree/no degree yet","7","","",""
"Other","2002","Employed","lower secondary degree","425","0.0952559354507206","0.0863360736109923","0.104175797290449"
"Other","2002","Employed","secondary school degree","458","0.0989908745400535","0.0908064632214375","0.107175285858669"
"Other","2002","Employed","college entrance qualification","376","0.0962466848645655","0.0875173504037288","0.104976019325402"
"Other","2002","Employed","Other degree","58","0.0754563696020938","0.0573006077771811","0.0936121314270064"
"Other","2002","Employed","no degree/no degree yet","70","0.257458977155607","0.203475349384604","0.31144260492661"
"Full-time","2003","Not Employed","lower secondary degree","13","","",""
"Full-time","2003","Not Employed","secondary school degree","11","","",""
"Full-time","2003","Not Employed","college entrance qualification","12","","",""
"Full-time","2003","Not Employed","Other degree","3","","",""
"Full-time","2003","Not Employed","no degree/no degree yet","","","",""
"Full-time","2003","Employed","lower secondary degree","2353","0.621852443031772","0.606528824933351","0.637176061130193"
"Full-time","2003","Employed","secondary school degree","3071","0.635420704616358","0.621940089153335","0.64890132007938"
"Full-time","2003","Employed","college entrance qualification","2826","0.664132219657246","0.649841904776811","0.67842253453768"
"Full-time","2003","Employed","Other degree","464","0.602560834956014","0.567278147892395","0.637843522019633"
"Full-time","2003","Employed","no degree/no degree yet","63","0.348563024477737","0.287246015924523","0.40988003303095"
"Part-time","2003","Not Employed","lower secondary degree","9","","",""
"Part-time","2003","Not Employed","secondary school degree","12","","",""
"Part-time","2003","Not Employed","college entrance qualification","10","","",""
"Part-time","2003","Not Employed","Other degree","2","","",""
"Part-time","2003","Not Employed","no degree/no degree yet","1","","",""
"Part-time","2003","Employed","lower secondary degree","584","0.144821061303431","0.133700380918145","0.155941741688718"
"Part-time","2003","Employed","secondary school degree","889","0.168812388919438","0.158320957946432","0.179303819892444"
"Part-time","2003","Employed","college entrance qualification","625","0.141275758756715","0.130736961809759","0.151814555703672"
"Part-time","2003","Employed","Other degree","121","0.186800936983403","0.158700450942781","0.214901423024025"
"Part-time","2003","Employed","no degree/no degree yet","18","","",""
"Non-working","2003","Not Employed","lower secondary degree","4061","0.990890846496464","0.987984526507287","0.993797166485642"
"Non-working","2003","Not Employed","secondary school degree","1514","0.968135418020704","0.959458452054395","0.976812383987013"
"Non-working","2003","Not Employed","college entrance qualification","1203","0.963487507848453","0.953093974387318","0.973881041309588"
"Non-working","2003","Not Employed","Other degree","500","0.959723385988783","0.942693465283154","0.976753306694412"
"Non-working","2003","Not Employed","no degree/no degree yet","659","0.981725917577592","0.971576340404763","0.99187549475042"
"Non-working","2003","Employed","lower secondary degree","503","0.133146490997095","0.122410930680765","0.143882051313424"
"Non-working","2003","Employed","secondary school degree","504","0.106485523393133","0.0978462121452898","0.115124834640975"
"Non-working","2003","Employed","college entrance qualification","387","0.0974292567523356","0.0884567111989912","0.10640180230568"
"Non-working","2003","Employed","Other degree","94","0.13053036489322","0.106241408363006","0.154819321423433"
"Non-working","2003","Employed","no degree/no degree yet","91","0.279038027466121","0.221322592328138","0.336753462604104"
"Other","2003","Not Employed","lower secondary degree","22","","",""
"Other","2003","Not Employed","secondary school degree","37","0.0193667588986502","0.0125586341438857","0.0261748836534148"
"Other","2003","Not Employed","college entrance qualification","26","","",""
"Other","2003","Not Employed","Other degree","7","","",""
"Other","2003","Not Employed","no degree/no degree yet","9","","",""
"Other","2003","Employed","lower secondary degree","407","0.100180004667702","0.0906924270589755","0.109667582276429"
"Other","2003","Employed","secondary school degree","433","0.0892813830710717","0.0812948995304973","0.0972678666116461"
"Other","2003","Employed","college entrance qualification","358","0.0971627648337031","0.0882011759925438","0.106124353674862"
"Other","2003","Employed","Other degree","60","0.0801078631673638","0.0605360122603026","0.099679714074425"
"Other","2003","Employed","no degree/no degree yet","60","0.264886405996005","0.208104343813253","0.321668468178757"
"Full-time","2004","Not Employed","lower secondary degree","11","","",""
"Full-time","2004","Not Employed","secondary school degree","15","","",""
"Full-time","2004","Not Employed","college entrance qualification","11","","",""
"Full-time","2004","Not Employed","Other degree","9","","",""
"Full-time","2004","Not Employed","no degree/no degree yet","","","",""
"Full-time","2004","Employed","lower secondary degree","2198","0.602754518516956","0.586831911658216","0.618677125375696"
"Full-time","2004","Employed","secondary school degree","2953","0.637712876388096","0.623965396617535","0.651460356158658"
"Full-time","2004","Employed","college entrance qualification","2778","0.673361172855836","0.658997051122592","0.687725294589081"
"Full-time","2004","Employed","Other degree","429","0.624340769092178","0.58804734694891","0.660634191235447"
"Full-time","2004","Employed","no degree/no degree yet","61","0.347446526169256","0.282423598355364","0.412469453983148"
"Part-time","2004","Not Employed","lower secondary degree","5","","",""
"Part-time","2004","Not Employed","secondary school degree","10","","",""
"Part-time","2004","Not Employed","college entrance qualification","15","","",""
"Part-time","2004","Not Employed","Other degree","2","","",""
"Part-time","2004","Not Employed","no degree/no degree yet","1","","",""
"Part-time","2004","Employed","lower secondary degree","578","0.155165178446331","0.143383762548443","0.166946594344219"
"Part-time","2004","Employed","secondary school degree","832","0.160539463785112","0.150039807238667","0.171039120331557"
"Part-time","2004","Employed","college entrance qualification","605","0.140291078553412","0.129654256795584","0.15092790031124"
"Part-time","2004","Employed","Other degree","112","0.158351983569481","0.130993183470129","0.185710783668833"
"Part-time","2004","Employed","no degree/no degree yet","19","","",""
"Non-working","2004","Not Employed","lower secondary degree","3929","0.991079573021984","0.988154010774717","0.994005135269252"
"Non-working","2004","Not Employed","secondary school degree","1553","0.970358649333833","0.962071880877183","0.978645417790483"
"Non-working","2004","Not Employed","college entrance qualification","1247","0.964109738005431","0.953986262135146","0.974233213875716"
"Non-working","2004","Not Employed","Other degree","503","0.968761829002001","0.953752041342917","0.983771616661084"
"Non-working","2004","Not Employed","no degree/no degree yet","696","0.984776000389205","0.975737702673242","0.993814298105169"
"Non-working","2004","Employed","lower secondary degree","455","0.134924066743819","0.123807100724214","0.146041032763423"
"Non-working","2004","Employed","secondary school degree","442","0.102637270441063","0.0939572528017363","0.11131728808039"
"Non-working","2004","Employed","college entrance qualification","333","0.083561759743748","0.0750860411711826","0.0920374783163134"
"Non-working","2004","Employed","Other degree","82","0.135792331058562","0.110119916335075","0.16146474578205"
"Non-working","2004","Employed","no degree/no degree yet","81","0.364559812879385","0.298833962190839","0.430285663567931"
"Other","2004","Not Employed","lower secondary degree","23","","",""
"Other","2004","Not Employed","secondary school degree","31","0.0170922376804564","0.0107589981613748","0.023425477199538"
"Other","2004","Not Employed","college entrance qualification","24","","",""
"Other","2004","Not Employed","Other degree","2","","",""
"Other","2004","Not Employed","no degree/no degree yet","8","","",""
"Other","2004","Employed","lower secondary degree","397","0.107156236292895","0.0970913027371739","0.117221169848616"
"Other","2004","Employed","secondary school degree","469","0.0991103893857288","0.0905640639293831","0.107656714842075"
"Other","2004","Employed","college entrance qualification","379","0.102785988847004","0.0934848501476158","0.112087127546392"
"Other","2004","Employed","Other degree","61","0.0815149162797788","0.0610092144800108","0.102020618079547"
"Other","2004","Employed","no degree/no degree yet","45","0.203848401729145","0.148835313938831","0.258861489519459"
"Full-time","2005","Not Employed","lower secondary degree","12","","",""
"Full-time","2005","Not Employed","secondary school degree","14","","",""
"Full-time","2005","Not Employed","college entrance qualification","22","","",""
"Full-time","2005","Not Employed","Other degree","2","","",""
"Full-time","2005","Not Employed","no degree/no degree yet","","","",""
"Full-time","2005","Employed","lower secondary degree","1968","0.592169215631664","0.575467930746743","0.608870500516585"
"Full-time","2005","Employed","secondary school degree","2828","0.6337222861961","0.619658220873792","0.647786351518408"
"Full-time","2005","Employed","college entrance qualification","2625","0.651031302488484","0.636187682025063","0.665874922951904"
"Full-time","2005","Employed","Other degree","397","0.583170588435812","0.545209594762181","0.621131582109444"
"Full-time","2005","Employed","no degree/no degree yet","48","0.310652417204357","0.246031744446613","0.375273089962101"
"Part-time","2005","Not Employed","lower secondary degree","8","","",""
"Part-time","2005","Not Employed","secondary school degree","16","","",""
"Part-time","2005","Not Employed","college entrance qualification","5","","",""
"Part-time","2005","Not Employed","Other degree","3","","",""
"Part-time","2005","Not Employed","no degree/no degree yet","1","","",""
"Part-time","2005","Employed","lower secondary degree","537","0.15765743244782","0.145272644715658","0.170042220179982"
"Part-time","2005","Employed","secondary school degree","799","0.156265823079871","0.145666186875095","0.166865459284646"
"Part-time","2005","Employed","college entrance qualification","598","0.147336437852257","0.136298457802785","0.158374417901729"
"Part-time","2005","Employed","Other degree","97","0.161460212103687","0.133129650446198","0.189790773761176"
"Part-time","2005","Employed","no degree/no degree yet","21","","",""
"Non-working","2005","Not Employed","lower secondary degree","3760","0.987615515636245","0.984100113992843","0.991130917279646"
"Non-working","2005","Not Employed","secondary school degree","1478","0.966178820323075","0.957129829538293","0.975227811107858"
"Non-working","2005","Not Employed","college entrance qualification","1197","0.969069151984748","0.959459931414391","0.978678372555106"
"Non-working","2005","Not Employed","Other degree","478","0.985206768818734","0.974484694182392","0.995928843455076"
"Non-working","2005","Not Employed","no degree/no degree yet","705","0.994348131115495","0.988837789033394","0.999858473197596"
"Non-working","2005","Employed","lower secondary degree","450","0.14005385459095","0.128259610035532","0.151848099146368"
"Non-working","2005","Employed","secondary school degree","438","0.110777822429847","0.101615877181298","0.119939767678396"
"Non-working","2005","Employed","college entrance qualification","371","0.100143694958911","0.0907951492143714","0.10949224070345"
"Non-working","2005","Employed","Other degree","77","0.134669622384585","0.108385929482967","0.160953315286203"
"Non-working","2005","Employed","no degree/no degree yet","76","0.302018127080062","0.237904026397819","0.366132227762305"
"Other","2005","Not Employed","lower secondary degree","22","","",""
"Other","2005","Not Employed","secondary school degree","25","","",""
"Other","2005","Not Employed","college entrance qualification","23","","",""
"Other","2005","Not Employed","Other degree","4","","",""
"Other","2005","Not Employed","no degree/no degree yet","5","","",""
"Other","2005","Employed","lower secondary degree","371","0.110119497329566","0.0994808864469698","0.120758108212162"
"Other","2005","Employed","secondary school degree","443","0.099234068294182","0.0905065149564746","0.107961621631889"
"Other","2005","Employed","college entrance qualification","367","0.101488564700348","0.0920844908832318","0.110892638517465"
"Other","2005","Employed","Other degree","77","0.120699577075916","0.0956164254589306","0.145782728692901"
"Other","2005","Employed","no degree/no degree yet","52","0.262801560700233","0.201337513807236","0.324265607593231"
"Full-time","2006","Not Employed","lower secondary degree","14","","",""
"Full-time","2006","Not Employed","secondary school degree","13","","",""
"Full-time","2006","Not Employed","college entrance qualification","23","","",""
"Full-time","2006","Not Employed","Other degree","6","","",""
"Full-time","2006","Not Employed","no degree/no degree yet","1","","",""
"Full-time","2006","Employed","lower secondary degree","2039","0.596138550256451","0.579760799183102","0.612516301329801"
"Full-time","2006","Employed","secondary school degree","2928","0.63673679238928","0.623026523598611","0.650447061179948"
"Full-time","2006","Employed","college entrance qualification","2762","0.65756961681687","0.64322379570274","0.671915437930999"
"Full-time","2006","Employed","Other degree","395","0.588718561735503","0.551035094055281","0.626402029415724"
"Full-time","2006","Employed","no degree/no degree yet","45","0.327578484471357","0.255082552342774","0.400074416599941"
"Part-time","2006","Not Employed","lower secondary degree","13","","",""
"Part-time","2006","Not Employed","secondary school degree","21","","",""
"Part-time","2006","Not Employed","college entrance qualification","11","","",""
"Part-time","2006","Not Employed","Other degree","4","","",""
"Part-time","2006","Not Employed","no degree/no degree yet","1","","",""
"Part-time","2006","Employed","lower secondary degree","573","0.151243071003377","0.139284098360512","0.163202043646241"
"Part-time","2006","Employed","secondary school degree","877","0.162356633543079","0.151843797640217","0.172869469445941"
"Part-time","2006","Employed","college entrance qualification","665","0.151665383849696","0.140821241130927","0.162509526568464"
"Part-time","2006","Employed","Other degree","113","0.168863687911949","0.140173611534489","0.197553764289409"
"Part-time","2006","Employed","no degree/no degree yet","18","","",""
"Non-working","2006","Not Employed","lower secondary degree","4157","0.985890697572216","0.98233352687591","0.989447868268522"
"Non-working","2006","Not Employed","secondary school degree","1709","0.950467698947433","0.94042452743837","0.960510870456495"
"Non-working","2006","Not Employed","college entrance qualification","1376","0.962936695954681","0.953138301427689","0.972735090481673"
"Non-working","2006","Not Employed","Other degree","532","0.960278185641258","0.94394108482428","0.976615286458235"
"Non-working","2006","Not Employed","no degree/no degree yet","657","0.907332491352496","0.886426399844811","0.92823858286018"
"Non-working","2006","Employed","lower secondary degree","443","0.134376870865447","0.122992968813482","0.145760772917412"
"Non-working","2006","Employed","secondary school degree","441","0.0976840246807804","0.0892205950916999","0.106147454269861"
"Non-working","2006","Employed","college entrance qualification","387","0.0909897563567261","0.0822951677901272","0.0996843449233251"
"Non-working","2006","Employed","Other degree","71","0.128513994863623","0.102884924016193","0.154143065711053"
"Non-working","2006","Employed","no degree/no degree yet","52","0.344483218186391","0.271080677048914","0.417885759323869"
"Other","2006","Not Employed","lower secondary degree","39","0.00697437603691904","0.00446439490025444","0.00948435717358365"
"Other","2006","Not Employed","secondary school degree","50","0.0306803564322283","0.0226981739216765","0.0386625389427802"
"Other","2006","Not Employed","college entrance qualification","18","","",""
"Other","2006","Not Employed","Other degree","7","","",""
"Other","2006","Not Employed","no degree/no degree yet","80","0.0912649640220565","0.0705016557713615","0.112028272272752"
"Other","2006","Employed","lower secondary degree","393","0.118241507874725","0.107463853117035","0.129019162632415"
"Other","2006","Employed","secondary school degree","481","0.103222549386861","0.0945492383690841","0.111895860404638"
"Other","2006","Employed","college entrance qualification","389","0.0997752429767084","0.0907146782089258","0.108835807744491"
"Other","2006","Employed","Other degree","76","0.113903755488926","0.0895740467052261","0.138233464272625"
"Other","2006","Employed","no degree/no degree yet","46","0.239399998005809","0.173486344398758","0.305313651612859"
"Full-time","2007","Not Employed","lower secondary degree","19","","",""
"Full-time","2007","Not Employed","secondary school degree","17","","",""
"Full-time","2007","Not Employed","college entrance qualification","20","","",""
"Full-time","2007","Not Employed","Other degree","4","","",""
"Full-time","2007","Not Employed","no degree/no degree yet","","","",""
"Full-time","2007","Employed","lower secondary degree","1896","0.617121988049655","0.60005741553165","0.63418656056766"
"Full-time","2007","Employed","secondary school degree","2753","0.645265161163815","0.631127025641573","0.659403296686057"
"Full-time","2007","Employed","college entrance qualification","2667","0.658132194917655","0.643521870054197","0.672742519781112"
"Full-time","2007","Employed","Other degree","356","0.56898514204375","0.529393142242627","0.608577141844872"
"Full-time","2007","Employed","no degree/no degree yet","39","0.339546342279967","0.25906541461884","0.420027269941094"
"Part-time","2007","Not Employed","lower secondary degree","13","","",""
"Part-time","2007","Not Employed","secondary school degree","19","","",""
"Part-time","2007","Not Employed","college entrance qualification","19","","",""
"Part-time","2007","Not Employed","Other degree","2","","",""
"Part-time","2007","Not Employed","no degree/no degree yet","1","","",""
"Part-time","2007","Employed","lower secondary degree","532","0.158888645314806","0.146054916180782","0.171722374448831"
"Part-time","2007","Employed","secondary school degree","897","0.184093916446908","0.172641136554176","0.19554669633964"
"Part-time","2007","Employed","college entrance qualification","676","0.157657072163633","0.146432355219097","0.168881789108168"
"Part-time","2007","Employed","Other degree","101","0.159320200011392","0.130061058283539","0.188579341739244"
"Part-time","2007","Employed","no degree/no degree yet","16","","",""
"Non-working","2007","Not Employed","lower secondary degree","3806","0.983098706591751","0.979038585843897","0.987158827339604"
"Non-working","2007","Not Employed","secondary school degree","1615","0.942096843776399","0.931020331049359","0.953173356503438"
"Non-working","2007","Not Employed","college entrance qualification","1343","0.944501418479581","0.932521289207451","0.956481547751712"
"Non-working","2007","Not Employed","Other degree","468","0.983273534951539","0.971764784842488","0.994782285060591"
"Non-working","2007","Not Employed","no degree/no degree yet","640","0.901365112583605","0.879509613966481","0.923220611200728"
"Non-working","2007","Employed","lower secondary degree","320","0.103724749562864","0.0930208607454381","0.114428638380291"
"Non-working","2007","Employed","secondary school degree","358","0.0835430103353957","0.075366232197585","0.0917197884732065"
"Non-working","2007","Employed","college entrance qualification","332","0.081600166001327","0.0731680684544945","0.0900322635481594"
"Non-working","2007","Employed","Other degree","81","0.153830573861165","0.12498621767966","0.18267493004267"
"Non-working","2007","Employed","no degree/no degree yet","41","0.309748835139244","0.231165458584254","0.388332211694233"
"Other","2007","Not Employed","lower secondary degree","34","0.00775057159758462","0.00498835512000216","0.0105127880751671"
"Other","2007","Not Employed","secondary school degree","57","0.0345984845681123","0.0259311275822403","0.0432658415539842"
"Other","2007","Not Employed","college entrance qualification","21","","",""
"Other","2007","Not Employed","Other degree","3","","",""
"Other","2007","Not Employed","no degree/no degree yet","74","0.096537572542223","0.0748905432267057","0.11818460185774"
"Other","2007","Employed","lower secondary degree","369","0.120264617072674","0.108845706912436","0.131683527232912"
"Other","2007","Employed","secondary school degree","391","0.0870979120538816","0.0787651864217258","0.0954306376860374"
"Other","2007","Employed","college entrance qualification","374","0.102610566917386","0.0932638148689192","0.111957318965853"
"Other","2007","Employed","Other degree","63","0.117864084083694","0.0920848891710575","0.14364327899633"
"Other","2007","Employed","no degree/no degree yet","37","0.231230108792912","0.159575744849123","0.302884472736701"
"Full-time","2008","Not Employed","lower secondary degree","15","","",""
"Full-time","2008","Not Employed","secondary school degree","12","","",""
"Full-time","2008","Not Employed","college entrance qualification","23","","",""
"Full-time","2008","Not Employed","Other degree","4","","",""
"Full-time","2008","Not Employed","no degree/no degree yet","2","","",""
"Full-time","2008","Employed","lower secondary degree","1793","0.619608663499929","0.601999824823935","0.637217502175923"
"Full-time","2008","Employed","secondary school degree","2659","0.644587376894087","0.630113693356871","0.659061060431304"
"Full-time","2008","Employed","college entrance qualification","2544","0.671683966365101","0.65675507034537","0.686612862384833"
"Full-time","2008","Employed","Other degree","313","0.581456361192992","0.539575710325971","0.623337012060014"
"Full-time","2008","Employed","no degree/no degree yet","37","0.321077640242259","0.244013272097928","0.39814200838659"
"Part-time","2008","Not Employed","lower secondary degree","8","","",""
"Part-time","2008","Not Employed","secondary school degree","13","","",""
"Part-time","2008","Not Employed","college entrance qualification","13","","",""
"Part-time","2008","Not Employed","Other degree","2","","",""
"Part-time","2008","Not Employed","no degree/no degree yet","","","",""
"Part-time","2008","Employed","lower secondary degree","490","0.157818437290504","0.144595181488225","0.171041693092783"
"Part-time","2008","Employed","secondary school degree","818","0.17491462115133","0.163426890276825","0.186402352025835"
"Part-time","2008","Employed","college entrance qualification","639","0.160329276174069","0.148664938658004","0.171993613690133"
"Part-time","2008","Employed","Other degree","109","0.172720004792343","0.140629092134869","0.204810917449818"
"Part-time","2008","Employed","no degree/no degree yet","17","","",""
"Non-working","2008","Not Employed","lower secondary degree","3555","0.979949623895482","0.97537391282446","0.984525334966505"
"Non-working","2008","Not Employed","secondary school degree","1520","0.955910573551816","0.945845068738343","0.965976078365288"
"Non-working","2008","Not Employed","college entrance qualification","1286","0.948828451968973","0.937087391629523","0.960569512308423"
"Non-working","2008","Not Employed","Other degree","407","0.959182528451146","0.940214000484216","0.978151056418076"
"Non-working","2008","Not Employed","no degree/no degree yet","537","0.888498773126706","0.863541580838379","0.913455965415034"
"Non-working","2008","Employed","lower secondary degree","293","0.0983867098739488","0.0875839421918895","0.109189477556008"
"Non-working","2008","Employed","secondary school degree","319","0.0841757210979722","0.0757797439213496","0.0925716982745949"
"Non-working","2008","Employed","college entrance qualification","280","0.0689619307504353","0.0609065220105772","0.0770173394902934"
"Non-working","2008","Employed","Other degree","46","0.102478967432222","0.0767321131982027","0.128225821666241"
"Non-working","2008","Employed","no degree/no degree yet","50","0.273281309338834","0.199723859442535","0.346838759235134"
"Other","2008","Not Employed","lower secondary degree","27","","",""
"Other","2008","Not Employed","secondary school degree","53","0.0310507824513707","0.0225463274815644","0.039555237421177"
"Other","2008","Not Employed","college entrance qualification","31","0.028567664823166","0.0196911426702704","0.0374441869760615"
"Other","2008","Not Employed","Other degree","5","","",""
"Other","2008","Not Employed","no degree/no degree yet","72","0.102166289821716","0.0781514745249075","0.126181105118525"
"Other","2008","Employed","lower secondary degree","344","0.124186189335618","0.112224315695816","0.136148062975421"
"Other","2008","Employed","secondary school degree","405","0.0963222808566103","0.0874006979333076","0.105243863779913"
"Other","2008","Employed","college entrance qualification","338","0.0990248267103945","0.0895291129713877","0.108520540449401"
"Other","2008","Employed","Other degree","65","0.143344666582442","0.113595259296762","0.173094073868123"
"Other","2008","Employed","no degree/no degree yet","37","0.290095766344116","0.215191058721582","0.36500047396665"
"Full-time","2009","Not Employed","lower secondary degree","12","","",""
"Full-time","2009","Not Employed","secondary school degree","8","","",""
"Full-time","2009","Not Employed","college entrance qualification","14","","",""
"Full-time","2009","Not Employed","Other degree","2","","",""
"Full-time","2009","Not Employed","no degree/no degree yet","1","","",""
"Full-time","2009","Employed","lower secondary degree","1614","0.621967725152461","0.603595853579252","0.64033959672567"
"Full-time","2009","Employed","secondary school degree","2494","0.636563856499719","0.621652537449851","0.651475175549586"
"Full-time","2009","Employed","college entrance qualification","2419","0.661649831909789","0.64628753309456","0.677012130725018"
"Full-time","2009","Employed","Other degree","268","0.526575671118351","0.481145457198345","0.572005885038358"
"Full-time","2009","Employed","no degree/no degree yet","31","0.286107351886314","0.208715826483321","0.363498877289306"
"Part-time","2009","Not Employed","lower secondary degree","4","","",""
"Part-time","2009","Not Employed","secondary school degree","21","","",""
"Part-time","2009","Not Employed","college entrance qualification","10","","",""
"Part-time","2009","Not Employed","Other degree","1","","",""
"Part-time","2009","Not Employed","no degree/no degree yet","","","",""
"Part-time","2009","Employed","lower secondary degree","448","0.150433566460172","0.1368886576693","0.163978475251043"
"Part-time","2009","Employed","secondary school degree","784","0.177962627230643","0.166105179949118","0.189820074512169"
"Part-time","2009","Employed","college entrance qualification","600","0.143851256970883","0.132456886150111","0.155245627791656"
"Part-time","2009","Employed","Other degree","82","0.168264544766333","0.134225448925165","0.202303640607501"
"Part-time","2009","Employed","no degree/no degree yet","16","","",""
"Non-working","2009","Not Employed","lower secondary degree","3275","0.989769019960305","0.986343974211142","0.993194065709468"
"Non-working","2009","Not Employed","secondary school degree","1396","0.961525731411214","0.95164627509603","0.971405187726399"
"Non-working","2009","Not Employed","college entrance qualification","1225","0.953618368856635","0.942038061228947","0.965198676484323"
"Non-working","2009","Not Employed","Other degree","340","0.954232079057056","0.932275429638766","0.976188728475347"
"Non-working","2009","Not Employed","no degree/no degree yet","494","0.912709642065153","0.889163052782031","0.936256231348275"
"Non-working","2009","Employed","lower secondary degree","302","0.113415349153051","0.101400977628919","0.125429720677183"
"Non-working","2009","Employed","secondary school degree","329","0.0892901010808613","0.080449685063617","0.0981305170981056"
"Non-working","2009","Employed","college entrance qualification","279","0.0777016504832454","0.0690098500835695","0.0863934508829213"
"Non-working","2009","Employed","Other degree","46","0.121331683075036","0.0916226378285662","0.151040728321506"
"Non-working","2009","Employed","no degree/no degree yet","44","0.249921009796634","0.175778492500354","0.324063527092913"
"Other","2009","Not Employed","lower secondary degree","25","","",""
"Other","2009","Not Employed","secondary school degree","31","0.0193469898561166","0.0122719027945641","0.026422076917669"
"Other","2009","Not Employed","college entrance qualification","18","","",""
"Other","2009","Not Employed","Other degree","5","","",""
