"erwst","year","age_gr","sex","n","percent","lower_confidence","upper_confidence"
"Part-time","2012","35-65 y.","Female","2939","0.288208931969693","0.278770930027807","0.29764693391158"
"Part-time","2012","35-65 y.","Male","262","0.0343120330954982","0.0301288865553811","0.0384951796356153"
"Part-time","2012","66 and older","Female","33","0.0120728464705949","0.00796408935302762","0.0161816035881621"
"Part-time","2012","66 and older","Male","49","0.0139457813081058","0.00939254487550465","0.018499017740707"
"Full-time","2013","16-34 y.","Female","1030","0.327691646485527","0.31424412943984","0.341139163531214"
"Full-time","2013","16-34 y.","Male","1646","0.470119380251613","0.454164078451503","0.486074682051723"
"Full-time","2013","35-65 y.","Female","2722","0.324492025008626","0.315171107971829","0.333812942045423"
"Full-time","2013","35-65 y.","Male","6221","0.761403956127774","0.75210695460282","0.770700957652729"
"Full-time","2013","66 and older","Female","","","",""
"Full-time","2013","66 and older","Male","51","0.0161698202344763","0.0112017761941217","0.0211378642748309"
"Non-working","2013","16-34 y.","Female","2042","0.35022789962305","0.336560651962678","0.363895147283421"
"Non-working","2013","16-34 y.","Male","1198","0.293527716664496","0.278970308792471","0.30808512453652"
"Non-working","2013","35-65 y.","Female","2740","0.28327083655492","0.27430027028481","0.29224140282503"
"Non-working","2013","35-65 y.","Male","1334","0.181071711684612","0.172672240227549","0.189471183141676"
"Non-working","2013","66 and older","Female","2516","0.955233551602393","0.94733638482104","0.963130718383745"
"Non-working","2013","66 and older","Male","2296","0.936111070607092","0.926478343282756","0.945743797931428"
"Other","2013","16-34 y.","Female","956","0.20135603681845","0.189866987375339","0.212845086261562"
"Other","2013","16-34 y.","Male","758","0.18703289178831","0.174567457606778","0.199498325969842"
"Other","2013","35-65 y.","Female","960","0.0906612083868596","0.0849449085731087","0.0963775082006105"
"Other","2013","35-65 y.","Male","210","0.0256570857718313","0.0222083231964154","0.0291058483472472"
"Other","2013","66 and older","Female","77","0.0293324460860128","0.0228885340597449","0.0357763581122807"
"Other","2013","66 and older","Male","85","0.0340938469843358","0.0269459507212528","0.0412417432474189"
"Part-time","2013","16-34 y.","Female","652","0.120724417072973","0.111390042388692","0.130058791757254"
"Part-time","2013","16-34 y.","Male","157","0.0493200112955816","0.0423978663641997","0.0562421562269635"
"Part-time","2013","35-65 y.","Female","3270","0.301575930049594","0.292439020507821","0.310712839591368"
"Part-time","2013","35-65 y.","Male","309","0.0318672464157819","0.0280359703688372","0.0356985224627265"
"Part-time","2013","66 and older","Female","30","0.010746279571903","0.00680875643011531","0.0146838027136907"
"Part-time","2013","66 and older","Male","44","0.0136252621740958","0.00905894393745485","0.0181915804107368"
"Full-time","2014","16-34 y.","Female","860","0.32218650021552","0.307478522423654","0.336894478007385"
"Full-time","2014","16-34 y.","Male","1402","0.461747240716977","0.444678355527835","0.478816125906119"
"Full-time","2014","35-65 y.","Female","2469","0.326138803362442","0.316207696163515","0.336069910561369"
"Full-time","2014","35-65 y.","Male","5451","0.758965927795986","0.748985481988634","0.768946373603338"
"Full-time","2014","66 and older","Female","","","",""
"Full-time","2014","66 and older","Male","49","0.016639176345693","0.0115689070941446","0.0217094455972414"
"Non-working","2014","16-34 y.","Female","1656","0.342005832367954","0.327075414360154","0.356936250375754"
"Non-working","2014","16-34 y.","Male","1064","0.286762923727168","0.271278739647267","0.30224710780707"
"Non-working","2014","35-65 y.","Female","2319","0.277495406801022","0.268009924580449","0.286980889021596"
"Non-working","2014","35-65 y.","Male","1116","0.171327012962683","0.16253468064297","0.180119345282396"
"Non-working","2014","66 and older","Female","2439","0.950689783958262","0.942310782375339","0.959068785541184"
"Non-working","2014","66 and older","Male","2242","0.928829475307861","0.918638242153226","0.939020708462496"
"Other","2014","16-34 y.","Female","858","0.216950411218126","0.203978049187633","0.22992277324862"
"Other","2014","16-34 y.","Male","680","0.194512069025055","0.180959779665969","0.208064358384141"
"Other","2014","35-65 y.","Female","863","0.0900583932829511","0.0839941018004854","0.0961226847654169"
"Other","2014","35-65 y.","Male","203","0.0315317387326917","0.0274540296554855","0.035609447809898"
"Other","2014","66 and older","Female","80","0.0311768406670366","0.0244510597917178","0.0379026215423554"
"Other","2014","66 and older","Male","107","0.0404383399109694","0.0326303047190584","0.0482463751028803"
"Part-time","2014","16-34 y.","Female","504","0.1188572561984","0.108671807318073","0.129042705078726"
"Part-time","2014","16-34 y.","Male","131","0.0569777665307991","0.0490413665557356","0.0649141665058626"
"Part-time","2014","35-65 y.","Female","2909","0.306307396553585","0.29654236878497","0.316072424322199"
"Part-time","2014","35-65 y.","Male","285","0.0381753205086396","0.0337039682427005","0.0426466727745787"
"Part-time","2014","66 and older","Female","33","0.0128257118203641","0.00847117404172559","0.0171802495990026"
"Part-time","2014","66 and older","Male","47","0.0140930084354772","0.00942073244622265","0.0187652844247317"
"Full-time","2015","16-34 y.","Female","910","0.337713030575716","0.322934613213576","0.352491447937856"
"Full-time","2015","16-34 y.","Male","1467","0.474594769587284","0.457677553191643","0.491511985982925"
"Full-time","2015","35-65 y.","Female","2387","0.328118845165358","0.318054007618418","0.338183682712297"
"Full-time","2015","35-65 y.","Male","5305","0.75076249249864","0.740557361192732","0.760967623804548"
"Full-time","2015","66 and older","Female","","","",""
"Full-time","2015","66 and older","Male","51","0.0224511109076105","0.0165474919628047","0.0283547298524164"
"Non-working","2015","16-34 y.","Female","1704","0.336915108763571","0.322145271066126","0.351684946461017"
"Non-working","2015","16-34 y.","Male","1057","0.279021148690846","0.263826171279341","0.294216126102351"
"Non-working","2015","35-65 y.","Female","2243","0.258351098868917","0.248967935287865","0.267734262449968"
"Non-working","2015","35-65 y.","Male","1118","0.176139096545894","0.167152082040765","0.185126111051022"
"Non-working","2015","66 and older","Female","2432","0.951276910878579","0.942920902121766","0.959632919635392"
"Non-working","2015","66 and older","Male","2205","0.915631134027626","0.90455516995326","0.926707098101991"
"Other","2015","16-34 y.","Female","814","0.202760553362638","0.190196868434132","0.215324238291143"
"Other","2015","16-34 y.","Male","670","0.19329971827854","0.179921694927047","0.206677741630034"
"Other","2015","35-65 y.","Female","803","0.087728588277579","0.0816643318752314","0.0937928446799265"
"Other","2015","35-65 y.","Male","188","0.0335683755900452","0.0293191347893829","0.0378176163907075"
"Other","2015","66 and older","Female","78","0.0336979592578749","0.0266941187197228","0.040701799796027"
"Other","2015","66 and older","Male","111","0.0458139240427876","0.0374819973549423","0.0541458507306329"
"Part-time","2015","16-34 y.","Female","506","0.122611307298075","0.11236205482707","0.13286055976908"
"Part-time","2015","16-34 y.","Male","153","0.0530843634433298","0.0454888141615553","0.0606799127251043"
"Part-time","2015","35-65 y.","Female","2927","0.325801467688147","0.315754954194627","0.335847981181667"
"Part-time","2015","35-65 y.","Male","291","0.0395300353654213","0.0349331242211363","0.0441269465097064"
"Part-time","2015","66 and older","Female","31","0.0114297653747165","0.0073040389803367","0.0155554917690962"
"Part-time","2015","66 and older","Male","52","0.0161038310219761","0.0110876939681365","0.0211199680758157"
"Full-time","2016","16-34 y.","Female","808","0.331292464356858","0.317224289728056","0.345360638985659"
"Full-time","2016","16-34 y.","Male","1273","0.446639688929928","0.432082023178853","0.461197354681003"
"Full-time","2016","35-65 y.","Female","2302","0.344864377765286","0.334719500050279","0.355009255480293"
"Full-time","2016","35-65 y.","Male","4848","0.746929244196388","0.737022027999339","0.756836460393436"
"Full-time","2016","66 and older","Female","","","",""
"Full-time","2016","66 and older","Male","55","0.0251067720708443","0.0187732796658165","0.0314402644758721"
"Non-working","2016","16-34 y.","Female","2354","0.376871528232263","0.362387167736336","0.39135588872819"
"Non-working","2016","16-34 y.","Male","2301","0.31234663426558","0.298775620663875","0.325917647867285"
"Non-working","2016","35-65 y.","Female","2581","0.239649780657544","0.230539067016122","0.248760494298965"
"Non-working","2016","35-65 y.","Male","1972","0.173330065255729","0.164704373202431","0.181955757309026"
"Non-working","2016","66 and older","Female","2333","0.947807387645571","0.939027192038051","0.956587583253091"
"Non-working","2016","66 and older","Male","2136","0.913536045446365","0.902158471187756","0.924913619704975"
"Other","2016","16-34 y.","Female","716","0.183319730051536","0.171754760342963","0.194884699760109"
"Other","2016","16-34 y.","Male","720","0.180764196163591","0.169495601604817","0.192032790722364"
"Other","2016","35-65 y.","Female","731","0.084072025685725","0.0781494112826289","0.0899946400888212"
"Other","2016","35-65 y.","Male","242","0.0338000529013873","0.0296820834340613","0.0379180223687133"
"Other","2016","66 and older","Female","81","0.0322752518681804","0.0252985466557496","0.0392519570806112"
"Other","2016","66 and older","Male","100","0.0443191874350326","0.0359877178097795","0.0526506570602858"
"Part-time","2016","16-34 y.","Female","422","0.108516277359343","0.0992198085688729","0.117812746149813"
"Part-time","2016","16-34 y.","Male","186","0.0602494806409014","0.0532817392236879","0.0672172220581148"
"Part-time","2016","35-65 y.","Female","2819","0.331413815891445","0.321367171174209","0.341460460608682"
"Part-time","2016","35-65 y.","Male","336","0.0459406376464964","0.0411699922580057","0.0507112830349871"
"Part-time","2016","66 and older","Female","36","0.0166464423978783","0.0115957003116801","0.0216971844840765"
"Part-time","2016","66 and older","Male","53","0.0170379950477579","0.0117990131632537","0.022276976932262"
"Full-time","2017","16-34 y.","Female","945","0.339111511351739","0.325846859890508","0.35237616281297"
"Full-time","2017","16-34 y.","Male","1585","0.461996173206841","0.448476743302313","0.475515603111369"
"Full-time","2017","35-65 y.","Female","2609","0.338830187881276","0.329276680806463","0.348383694956088"
"Full-time","2017","35-65 y.","Male","5536","0.754081203554719","0.744798963898937","0.763363443210501"
"Full-time","2017","66 and older","Female","","","",""
"Full-time","2017","66 and older","Male","64","0.02720100723311","0.0208206812394934","0.0335813332267265"
"Non-working","2017","16-34 y.","Female","2713","0.347179140198556","0.333839801300476","0.360518479096637"
"Non-working","2017","16-34 y.","Male","2556","0.306003765703236","0.293507264097293","0.318500267309179"
"Non-working","2017","35-65 y.","Female","2856","0.240533438504724","0.231906487499842","0.249160389509607"
"Non-working","2017","35-65 y.","Male","2102","0.167773091521689","0.159718752840054","0.175827430203324"
"Non-working","2017","66 and older","Female","2428","0.938281262297334","0.929011745301284","0.947550779293383"
"Non-working","2017","66 and older","Male","2246","0.90375952582652","0.892191902434212","0.915327149218829"
"Other","2017","16-34 y.","Female","754","0.189534527268742","0.178552768228454","0.20051628630903"
"Other","2017","16-34 y.","Male","838","0.176954813980979","0.166606024858895","0.187303603103062"
"Other","2017","35-65 y.","Female","781","0.085857689517164","0.0802029607705317","0.0915124182637963"
"Other","2017","35-65 y.","Male","256","0.033610222543214","0.0297255026038311","0.0374949424825968"
"Other","2017","66 and older","Female","100","0.0441620607124258","0.0362480093714854","0.0520761120533661"
"Other","2017","66 and older","Male","127","0.0509709151521709","0.0423443124588499","0.0595975178454919"
"Part-time","2017","16-34 y.","Female","481","0.124174821180963","0.11493452338261","0.133415118979315"
"Part-time","2017","16-34 y.","Male","245","0.0550452471089441","0.0488606426871284","0.0612298515307598"
"Part-time","2017","35-65 y.","Female","3183","0.334778684096836","0.325253415067219","0.344303953126453"
"Part-time","2017","35-65 y.","Male","374","0.0445354823803784","0.0400890855566927","0.0489818792040641"
"Part-time","2017","66 and older","Female","43","0.0130873373006626","0.00870962643598531","0.0174650481653398"
"Part-time","2017","66 and older","Male","60","0.0180685517881989","0.0128440957760887","0.0232930078003091"
"Full-time","2018","16-34 y.","Female","903","0.331495939892308","0.317553083641811","0.345438796142806"
"Full-time","2018","16-34 y.","Male","1621","0.481517772216405","0.467009044478306","0.496026499954504"
"Full-time","2018","35-65 y.","Female","2555","0.352349952241942","0.342421506785315","0.36227839769857"
"Full-time","2018","35-65 y.","Male","5229","0.760770110685211","0.751267828969875","0.770272392400547"
"Full-time","2018","66 and older","Female","","","",""
"Full-time","2018","66 and older","Male","54","0.0263464655301145","0.0200543158426175","0.0326386152176115"
"Non-working","2018","16-34 y.","Female","2270","0.359166853081971","0.344957273558131","0.373376432605811"
"Non-working","2018","16-34 y.","Male","1773","0.266235085344677","0.253400928332709","0.279069242356645"
"Non-working","2018","35-65 y.","Female","2550","0.225455774478983","0.216770616215949","0.234140932742017"
"Non-working","2018","35-65 y.","Male","1833","0.161952830765546","0.15374701116944","0.170158650361652"
"Non-working","2018","66 and older","Female","2436","0.932185749323421","0.922538072105954","0.941833426540888"
"Non-working","2018","66 and older","Male","2226","0.885675387493885","0.873174443780178","0.898176331207592"
"Other","2018","16-34 y.","Female","712","0.18374266687367","0.172272250733419","0.195213083013922"
"Other","2018","16-34 y.","Male","871","0.176663383250556","0.165589033885033","0.187737732616078"
"Other","2018","35-65 y.","Female","717","0.0773855905364294","0.0718321246047268","0.082939056468132"
"Other","2018","35-65 y.","Male","233","0.0301771410509608","0.0263666695664372","0.0339876125354843"
"Other","2018","66 and older","Female","112","0.0456354598130246","0.0376275455607279","0.0536433740653212"
"Other","2018","66 and older","Male","133","0.0603549770129111","0.0509993242170941","0.069710629808728"
"Part-time","2018","16-34 y.","Female","494","0.12559454015205","0.115779266126515","0.135409814177585"
"Part-time","2018","16-34 y.","Male","291","0.0755837591883622","0.0679083018752252","0.0832592165014993"
"Part-time","2018","35-65 y.","Female","3071","0.344808682742645","0.334930043897484","0.354687321587806"
"Part-time","2018","35-65 y.","Male","448","0.0470999174982821","0.0423811648048506","0.0518186701917135"
"Part-time","2018","66 and older","Female","42","0.0156295047061322","0.0108699869289359","0.0203890224833284"
"Part-time","2018","66 and older","Male","76","0.0276231699630894","0.0211845958157262","0.0340617441104526"
"Full-time","2019","16-34 y.","Female","859","0.340771492197774","0.325805751906081","0.355737232489467"
"Full-time","2019","16-34 y.","Male","1555","0.492948665247607","0.477424250427303","0.508473080067912"
"Full-time","2019","35-65 y.","Female","2728","0.350200229336486","0.340240805932031","0.360159652740942"
"Full-time","2019","35-65 y.","Male","5941","0.756702092451496","0.74745341760307","0.765950767299921"
"Full-time","2019","66 and older","Female","52","0.00788451543879401","0.00449660525855356","0.0112724256190345"
"Full-time","2019","66 and older","Male","166","0.0280623069450796","0.0217968218392406","0.0343277920509185"
"Non-working","2019","16-34 y.","Female","1869","0.338028335458961","0.323091973141008","0.352964697776914"
"Non-working","2019","16-34 y.","Male","1371","0.260532027111047","0.24690256646655","0.274161487755544"
"Non-working","2019","35-65 y.","Female","2321","0.223549559196192","0.214851347259003","0.23224777113338"
"Non-working","2019","35-65 y.","Male","1624","0.1583116675167","0.150443384510021","0.166179950523379"
"Non-working","2019","66 and older","Female","2380","0.936167653704773","0.926803673440834","0.945531633968711"
"Non-working","2019","66 and older","Male","2242","0.893834760115118","0.882148014342269","0.905521505887967"
"Other","2019","16-34 y.","Female","655","0.161525694785012","0.149905476814481","0.173145912755544"
"Other","2019","16-34 y.","Male","789","0.170311728391855","0.158639112895281","0.181984343888429"
"Other","2019","35-65 y.","Female","676","0.0747555605181462","0.069264753262061","0.0802463677742314"
"Other","2019","35-65 y.","Male","239","0.0314916088116259","0.0277271983217337","0.035256019301518"
"Other","2019","66 and older","Female","121","0.0419142866715184","0.0342380829573993","0.0495904903856374"
"Other","2019","66 and older","Male","143","0.0450629438836292","0.0371930122921512","0.0529328754751073"
"Part-time","2019","16-34 y.","Female","470","0.159674477558252","0.148108293064047","0.171240662052457"
"Part-time","2019","16-34 y.","Male","269","0.0762075792494908","0.0679685753820819","0.0844465831168996"
"Part-time","2019","35-65 y.","Female","3088","0.351494650949175","0.341526781360136","0.361462520538215"
"Part-time","2019","35-65 y.","Male","464","0.0534946312201782","0.0486443770597027","0.0583448853806537"
"Part-time","2019","66 and older","Female","65","0.0140335441849151","0.00952768076939066","0.0185394076004396"
"Part-time","2019","66 and older","Male","118","0.0330399890561736","0.0262589224760489","0.0398210556362982"
