"erwst","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Part-time","1985","Schleswig-Holstein","secondary school degree","","","",""
"Part-time","1985","Schleswig-Holstein","college entrance qualification","","","",""
"Part-time","1985","Schleswig-Holstein","Other degree","","","",""
"Part-time","1985","Schleswig-Holstein","no degree/no degree yet","","","",""
"Part-time","1985","Hamburg","lower secondary degree","","","",""
"Part-time","1985","Hamburg","secondary school degree","","","",""
"Part-time","1985","Hamburg","college entrance qualification","","","",""
"Part-time","1985","Hamburg","Other degree","","","",""
"Part-time","1985","Hamburg","no degree/no degree yet","","","",""
"Part-time","1985","Lower Saxony","lower secondary degree","53","0.0821914175500045","0.0602512905066482","0.104131544593361"
"Part-time","1985","Lower Saxony","secondary school degree","","","",""
"Part-time","1985","Lower Saxony","college entrance qualification","","","",""
"Part-time","1985","Lower Saxony","Other degree","","","",""
"Part-time","1985","Lower Saxony","no degree/no degree yet","","","",""
"Part-time","1985","Bremen","lower secondary degree","","","",""
"Part-time","1985","Bremen","secondary school degree","","","",""
"Part-time","1985","Bremen","college entrance qualification","","","",""
"Part-time","1985","Bremen","Other degree","","","",""
"Part-time","1985","Bremen","no degree/no degree yet","","","",""
"Part-time","1985","North Rhine-Westphalia","lower secondary degree","99","0.0646587945090675","0.0518316620955411","0.0774859269225938"
"Part-time","1985","North Rhine-Westphalia","secondary school degree","36","0.0623469816289928","0.0406263020400664","0.0840676612179191"
"Part-time","1985","North Rhine-Westphalia","college entrance qualification","","","",""
"Part-time","1985","North Rhine-Westphalia","Other degree","","","",""
"Part-time","1985","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Part-time","1985","Hesse","lower secondary degree","39","0.0779973307452181","0.0544447024039587","0.101549959086477"
"Part-time","1985","Hesse","secondary school degree","","","",""
"Part-time","1985","Hesse","college entrance qualification","","","",""
"Part-time","1985","Hesse","Other degree","","","",""
"Part-time","1985","Hesse","no degree/no degree yet","","","",""
"Part-time","1985","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Part-time","1985","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Part-time","1985","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Part-time","1985","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Part-time","1985","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Part-time","1985","Baden-Württemberg","lower secondary degree","76","0.0816940451284123","0.0643317135620979","0.0990563766947267"
"Part-time","1985","Baden-Württemberg","secondary school degree","","","",""
"Part-time","1985","Baden-Württemberg","college entrance qualification","","","",""
"Part-time","1985","Baden-Württemberg","Other degree","","","",""
"Part-time","1985","Baden-Württemberg","no degree/no degree yet","","","",""
"Part-time","1985","Bavaria","lower secondary degree","90","0.0805307995643979","0.0636737854315428","0.0973878136972531"
"Part-time","1985","Bavaria","secondary school degree","31","0.0759479296849882","0.048807686150956","0.10308817321902"
"Part-time","1985","Bavaria","college entrance qualification","","","",""
"Part-time","1985","Bavaria","Other degree","","","",""
"Part-time","1985","Bavaria","no degree/no degree yet","","","",""
"Part-time","1985","Berlin","lower secondary degree","","","",""
"Part-time","1985","Berlin","secondary school degree","","","",""
"Part-time","1985","Berlin","college entrance qualification","","","",""
"Part-time","1985","Berlin","Other degree","","","",""
"Part-time","1985","Berlin","no degree/no degree yet","","","",""
"Part-time","1985","Brandenburg","lower secondary degree","","","",""
"Part-time","1985","Brandenburg","secondary school degree","","","",""
"Part-time","1985","Brandenburg","college entrance qualification","","","",""
"Part-time","1985","Brandenburg","Other degree","","","",""
"Part-time","1985","Brandenburg","no degree/no degree yet","","","",""
"Part-time","1985","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Part-time","1985","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Part-time","1985","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Part-time","1985","Mecklenburg-Western Pomerania","Other degree","","","",""
"Part-time","1985","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Part-time","1985","Saxony","lower secondary degree","","","",""
"Part-time","1985","Saxony","secondary school degree","","","",""
"Part-time","1985","Saxony","college entrance qualification","","","",""
"Part-time","1985","Saxony","Other degree","","","",""
"Part-time","1985","Saxony","no degree/no degree yet","","","",""
"Part-time","1985","Saxony-Anhalt","lower secondary degree","","","",""
"Part-time","1985","Saxony-Anhalt","secondary school degree","","","",""
"Part-time","1985","Saxony-Anhalt","college entrance qualification","","","",""
"Part-time","1985","Saxony-Anhalt","Other degree","","","",""
"Part-time","1985","Saxony-Anhalt","no degree/no degree yet","","","",""
"Part-time","1985","Thuringia","lower secondary degree","","","",""
"Part-time","1985","Thuringia","secondary school degree","","","",""
"Part-time","1985","Thuringia","college entrance qualification","","","",""
"Part-time","1985","Thuringia","Other degree","","","",""
"Part-time","1985","Thuringia","no degree/no degree yet","","","",""
"Non-working","1985","Schleswig-Holstein","lower secondary degree","97","0.527158821418291","0.457965930198358","0.596351712638223"
"Non-working","1985","Schleswig-Holstein","secondary school degree","","","",""
"Non-working","1985","Schleswig-Holstein","college entrance qualification","","","",""
"Non-working","1985","Schleswig-Holstein","Other degree","","","",""
"Non-working","1985","Schleswig-Holstein","no degree/no degree yet","","","",""
"Non-working","1985","Hamburg","lower secondary degree","61","0.55837737543665","0.469529503174805","0.647225247698495"
"Non-working","1985","Hamburg","secondary school degree","","","",""
"Non-working","1985","Hamburg","college entrance qualification","","","",""
"Non-working","1985","Hamburg","Other degree","","","",""
"Non-working","1985","Hamburg","no degree/no degree yet","","","",""
"Non-working","1985","Lower Saxony","lower secondary degree","297","0.537862564888674","0.498036162304204","0.577688967473143"
"Non-working","1985","Lower Saxony","secondary school degree","88","0.432157027331511","0.367572454871194","0.496741599791828"
"Non-working","1985","Lower Saxony","college entrance qualification","44","0.360083691815617","0.275251858886554","0.44491552474468"
"Non-working","1985","Lower Saxony","Other degree","","","",""
"Non-working","1985","Lower Saxony","no degree/no degree yet","56","0.908191084649926","0.844109707697146","0.972272461602706"
"Non-working","1985","Bremen","lower secondary degree","50","0.784815390207983","0.688545953657398","0.881084826758568"
"Non-working","1985","Bremen","secondary school degree","","","",""
"Non-working","1985","Bremen","college entrance qualification","","","",""
"Non-working","1985","Bremen","Other degree","","","",""
"Non-working","1985","Bremen","no degree/no degree yet","","","",""
"Non-working","1985","North Rhine-Westphalia","lower secondary degree","690","0.533071322077873","0.507048842497432","0.559093801658314"
"Non-working","1985","North Rhine-Westphalia","secondary school degree","178","0.404128670167151","0.360044700942841","0.448212639391462"
"Non-working","1985","North Rhine-Westphalia","college entrance qualification","130","0.339395864436029","0.29178783455429","0.387003894317768"
"Non-working","1985","North Rhine-Westphalia","Other degree","73","0.233404723902365","0.187058858930467","0.279750588874263"
"Non-working","1985","North Rhine-Westphalia","no degree/no degree yet","193","0.702513158819643","0.654062894595129","0.750963423044158"
"Non-working","1985","Hesse","lower secondary degree","229","0.524470600656757","0.48060918143049","0.568332019883025"
"Non-working","1985","Hesse","secondary school degree","65","0.372284441585354","0.302053047868639","0.442515835302069"
"Non-working","1985","Hesse","college entrance qualification","54","0.395808473318066","0.315375564028316","0.476241382607816"
"Non-working","1985","Hesse","Other degree","54","0.33488759865379","0.265555372447437","0.404219824860144"
"Non-working","1985","Hesse","no degree/no degree yet","54","0.705104503371393","0.624189512376069","0.786019494366717"
"Non-working","1985","Rhineland-Palatinate,Saarland","lower secondary degree","251","0.546762878153765","0.502685850709831","0.590839905597699"
"Non-working","1985","Rhineland-Palatinate,Saarland","secondary school degree","35","0.346477190616342","0.256315114832356","0.436639266400328"
"Non-working","1985","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Non-working","1985","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Non-working","1985","Rhineland-Palatinate,Saarland","no degree/no degree yet","31","0.618150064283748","0.502675334419796","0.7336247941477"
"Non-working","1985","Baden-Württemberg","lower secondary degree","344","0.417347652096739","0.386088810291297","0.448606493902182"
"Non-working","1985","Baden-Württemberg","secondary school degree","115","0.446995689296974","0.389172126553234","0.504819252040713"
"Non-working","1985","Baden-Württemberg","college entrance qualification","55","0.31949174658847","0.250992686863388","0.387990806313551"
"Non-working","1985","Baden-Württemberg","Other degree","70","0.217330633136222","0.17104482912954","0.263616437142904"
"Non-working","1985","Baden-Württemberg","no degree/no degree yet","135","0.631312089276649","0.576899909892479","0.685724268660818"
"Non-working","1985","Bavaria","lower secondary degree","415","0.463105435764171","0.432215607408276","0.493995264120065"
"Non-working","1985","Bavaria","secondary school degree","124","0.376789082539453","0.327144229433117","0.426433935645789"
"Non-working","1985","Bavaria","college entrance qualification","89","0.434048010228455","0.368405570510837","0.499690449946072"
"Non-working","1985","Bavaria","Other degree","41","0.26460622253055","0.203623042948767","0.325589402112334"
"Non-working","1985","Bavaria","no degree/no degree yet","47","0.64488898276357","0.554215404613042","0.735562560914099"
"Non-working","1985","Berlin","lower secondary degree","58","0.47034125582555","0.38824780169012","0.552434709960981"
"Non-working","1985","Berlin","secondary school degree","","","",""
"Non-working","1985","Berlin","college entrance qualification","","","",""
"Non-working","1985","Berlin","Other degree","","","",""
"Non-working","1985","Berlin","no degree/no degree yet","","","",""
"Non-working","1985","Brandenburg","lower secondary degree","","","",""
"Non-working","1985","Brandenburg","secondary school degree","","","",""
"Non-working","1985","Brandenburg","college entrance qualification","","","",""
"Non-working","1985","Brandenburg","Other degree","","","",""
"Non-working","1985","Brandenburg","no degree/no degree yet","","","",""
"Non-working","1985","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
