"erwst","year","bula_h","n","percent","lower_confidence","upper_confidence"
"Other","2007","Rhineland-Palatinate,Saarland","90","0.0899590099166996","0.073763623668135","0.106154396165264"
"Other","2007","Baden-Württemberg","176","0.0780104236349899","0.0676032647378098","0.08841758253217"
"Other","2007","Bavaria","247","0.0783463375152039","0.0687672918501049","0.0879253831803029"
"Other","2007","Berlin","67","0.0820880818276179","0.0626617426461968","0.101514421009039"
"Other","2007","Brandenburg","53","0.0597461717162847","0.0440953287710009","0.0753970146615686"
"Other","2007","Mecklenburg-Western Pomerania","33","0.057382156243433","0.0374118148344336","0.0773524976524324"
"Other","2007","Saxony","102","0.0740457434389196","0.0609595077318538","0.0871319791459854"
"Other","2007","Saxony-Anhalt","52","0.05435878442867","0.0394717804811156","0.0692457883762244"
"Other","2007","Thuringia","67","0.0627349675433887","0.0471672056327935","0.0783027294539839"
"Full-time","2008","Schleswig-Holstein","182","0.334629775114716","0.295858870893507","0.373400679335924"
"Full-time","2008","Hamburg","113","0.428141933812548","0.370895933121566","0.48538793450353"
"Full-time","2008","Lower Saxony","643","0.371644323693637","0.349213824303898","0.394074823083376"
"Full-time","2008","Bremen","49","0.304368267858615","0.228147476779884","0.380589058937346"
"Full-time","2008","North Rhine-Westphalia","1477","0.364515896902869","0.349595114430286","0.379436679375452"
"Full-time","2008","Hesse","523","0.376916967701229","0.350989049984788","0.40284488541767"
"Full-time","2008","Rhineland-Palatinate,Saarland","409","0.351150880760903","0.323220914999357","0.379080846522449"
"Full-time","2008","Baden-Württemberg","978","0.40632348050511","0.386706563895011","0.425940397115209"
"Full-time","2008","Bavaria","1111","0.416841787548825","0.398622052894552","0.435061522203098"
"Full-time","2008","Berlin","298","0.376213028983123","0.341047318800737","0.411378739165508"
"Full-time","2008","Brandenburg","290","0.349166927068318","0.316833167045248","0.381500687091388"
"Full-time","2008","Mecklenburg-Western Pomerania","196","0.360132941842622","0.317972056694403","0.402293826990841"
"Full-time","2008","Saxony","595","0.39962389819833","0.374403535812783","0.424844260583877"
"Full-time","2008","Saxony-Anhalt","347","0.353151465035309","0.320577011273697","0.385725918796921"
"Full-time","2008","Thuringia","317","0.375440281427375","0.343573096558606","0.407307466296144"
"Part-time","2008","Schleswig-Holstein","66","0.113781046099616","0.0876896429030359","0.139872449296196"
"Part-time","2008","Hamburg","28","","",""
"Part-time","2008","Lower Saxony","216","0.0947127687239689","0.0811211906840567","0.108304346763881"
"Part-time","2008","Bremen","15","","",""
"Part-time","2008","North Rhine-Westphalia","462","0.109640182421265","0.0999540886860206","0.119326276156509"
"Part-time","2008","Hesse","168","0.112407987525532","0.0955083608033667","0.129307614247697"
"Part-time","2008","Rhineland-Palatinate,Saarland","134","0.103264661206542","0.0854589359757452","0.121070386437338"
"Part-time","2008","Baden-Württemberg","263","0.101179828398856","0.089134927692293","0.113224729105419"
"Part-time","2008","Bavaria","347","0.102279352473976","0.0910816785449393","0.113477026403013"
"Part-time","2008","Berlin","78","0.109655214806821","0.0869733853059381","0.132337044307703"
"Part-time","2008","Brandenburg","62","0.0768879927246836","0.0588178611476318","0.0949581243017354"
"Part-time","2008","Mecklenburg-Western Pomerania","32","0.0760693995952284","0.0527853728529209","0.099353426337536"
"Part-time","2008","Saxony","131","0.0719473990459777","0.0586426176389789","0.0852521804529764"
"Part-time","2008","Saxony-Anhalt","55","0.0679678891781723","0.0508139974284967","0.0851217809278479"
"Part-time","2008","Thuringia","74","0.0724481185980266","0.0553885147340635","0.0895077224619898"
"Non-working","2008","Schleswig-Holstein","266","0.455182786442522","0.414265174125452","0.496100398759591"
"Non-working","2008","Hamburg","131","0.472055456279296","0.414299363353875","0.529811549204717"
"Non-working","2008","Lower Saxony","784","0.455361302618156","0.432245726207209","0.478476879029103"
"Non-working","2008","Bremen","64","0.527556730111371","0.444859018810076","0.610254441412666"
"Non-working","2008","North Rhine-Westphalia","1730","0.444450515652265","0.429045785379086","0.459855245925443"
"Non-working","2008","Hesse","534","0.416638050090304","0.390261356918227","0.44301474326238"
"Non-working","2008","Rhineland-Palatinate,Saarland","501","0.455677117934986","0.426535841632431","0.48481839423754"
"Non-working","2008","Baden-Württemberg","967","0.399861253483328","0.380295330274829","0.419427176691827"
"Non-working","2008","Bavaria","1112","0.396275263875385","0.378200143759067","0.414350383991703"
"Non-working","2008","Berlin","306","0.444606889000037","0.408534686116267","0.480679091883806"
"Non-working","2008","Brandenburg","436","0.510627987921155","0.476721974879022","0.544534000963287"
"Non-working","2008","Mecklenburg-Western Pomerania","243","0.521168336037063","0.477293666198192","0.565043005875934"
"Non-working","2008","Saxony","627","0.455847151472656","0.43020325739189","0.481491045553423"
"Non-working","2008","Saxony-Anhalt","369","0.510867950885229","0.476798688951186","0.544937212819271"
"Non-working","2008","Thuringia","434","0.492984757056282","0.460083420947693","0.525886093164871"
"Other","2008","Schleswig-Holstein","55","0.0964063923431463","0.0721552920098542","0.120657492676438"
"Other","2008","Hamburg","15","","",""
"Other","2008","Lower Saxony","140","0.0782816049642384","0.0658134725052922","0.0907497374231846"
"Other","2008","Bremen","12","","",""
"Other","2008","North Rhine-Westphalia","328","0.0813934050236012","0.0729164397312595","0.089870370315943"
"Other","2008","Hesse","117","0.0940369946829356","0.0784207560972662","0.109653233268605"
"Other","2008","Rhineland-Palatinate,Saarland","78","0.0899073400975695","0.0731697840983201","0.106644896096819"
"Other","2008","Baden-Württemberg","200","0.0926354376127057","0.0810556835608597","0.104215191664552"
"Other","2008","Bavaria","243","0.0846035961018138","0.0743195920860838","0.0948876001175438"
"Other","2008","Berlin","47","0.0695248672100202","0.0510616747677117","0.0879880596523287"
"Other","2008","Brandenburg","47","0.0633170922858436","0.0467989336646225","0.0798352509070648"
"Other","2008","Mecklenburg-Western Pomerania","27","","",""
"Other","2008","Saxony","96","0.0725815512830358","0.0592228300622479","0.0859402725038236"
"Other","2008","Saxony-Anhalt","56","0.0680126949012898","0.0508535624592268","0.0851718273433529"
"Other","2008","Thuringia","62","0.0591268429183165","0.0436049684960567","0.0746487173405763"
"Full-time","2009","Schleswig-Holstein","165","0.313924048417071","0.274226212632998","0.353621884201144"
"Full-time","2009","Hamburg","109","0.424827724165383","0.366190667137917","0.483464781192849"
"Full-time","2009","Lower Saxony","606","0.385252981306396","0.361870389414134","0.408635573198659"
"Full-time","2009","Bremen","39","0.246720771455068","0.169588109239331","0.323853433670804"
"Full-time","2009","North Rhine-Westphalia","1359","0.35670598022891","0.341279297268197","0.372132663189624"
"Full-time","2009","Hesse","490","0.384318828097304","0.357255203085665","0.411382453108943"
"Full-time","2009","Rhineland-Palatinate,Saarland","383","0.363642917158091","0.334560216000954","0.392725618315229"
"Full-time","2009","Baden-Württemberg","858","0.403938594515144","0.383197482482408","0.424679706547879"
"Full-time","2009","Bavaria","1061","0.425040601732837","0.406286010553144","0.44379519291253"
"Full-time","2009","Berlin","280","0.395135317211756","0.358841408711206","0.431429225712307"
"Full-time","2009","Brandenburg","288","0.353174385176028","0.320095633579191","0.386253136772866"
"Full-time","2009","Mecklenburg-Western Pomerania","184","0.342978958158887","0.300467724129635","0.385490192188139"
"Full-time","2009","Saxony","554","0.387361904025241","0.361659780833388","0.413064027217095"
"Full-time","2009","Saxony-Anhalt","322","0.34394649458597","0.310524504629897","0.377368484542044"
"Full-time","2009","Thuringia","290","0.381908808477213","0.348855483036948","0.414962133917477"
"Part-time","2009","Schleswig-Holstein","58","0.0913269441697323","0.0666851839286558","0.115968704410809"
"Part-time","2009","Hamburg","28","","",""
"Part-time","2009","Lower Saxony","214","0.103765032452127","0.0891126621668941","0.118417402737361"
"Part-time","2009","Bremen","14","","",""
"Part-time","2009","North Rhine-Westphalia","422","0.107098778638018","0.0971399887515636","0.117057568524473"
"Part-time","2009","Hesse","148","0.114590809538946","0.0968689574767381","0.132312661601154"
"Part-time","2009","Rhineland-Palatinate,Saarland","111","0.081571665999635","0.0650239127661365","0.0981194192331335"
"Part-time","2009","Baden-Württemberg","233","0.0942321790103672","0.0818830331085783","0.106581324912156"
"Part-time","2009","Bavaria","317","0.103704775617599","0.0921383618745889","0.11527118936061"
"Part-time","2009","Berlin","79","0.107103864838855","0.0841458281886839","0.130061901489027"
"Part-time","2009","Brandenburg","66","0.0764908250813627","0.0580964013390093","0.0948852488237161"
"Part-time","2009","Mecklenburg-Western Pomerania","40","0.0949053065511231","0.0686587344013005","0.121151878700946"
"Part-time","2009","Saxony","138","0.0885861826734163","0.0735945357347361","0.103577829612097"
"Part-time","2009","Saxony-Anhalt","51","0.0630957649538485","0.0459891162711337","0.0802024136365634"
"Part-time","2009","Thuringia","75","0.0867195674045825","0.0675739369224296","0.105865197886735"
"Non-working","2009","Schleswig-Holstein","251","0.47672643463222","0.434002872603402","0.519449996661038"
"Non-working","2009","Hamburg","117","0.42620127321303","0.36753966986534","0.484862876560721"
"Non-working","2009","Lower Saxony","728","0.44605609442365","0.422172534345712","0.469939654501587"
"Non-working","2009","Bremen","61","0.638852390456476","0.552911449902209","0.724793331010743"
"Non-working","2009","North Rhine-Westphalia","1606","0.44927975631534","0.433260714033231","0.46529879859745"
"Non-working","2009","Hesse","479","0.393102841528287","0.36592763559309","0.420278047463483"
"Non-working","2009","Rhineland-Palatinate,Saarland","465","0.448977606508844","0.418906895449803","0.479048317567886"
"Non-working","2009","Baden-Württemberg","873","0.411289144884055","0.390489615595061","0.432088674173048"
"Non-working","2009","Bavaria","1079","0.395704520541827","0.377152809008606","0.414256232075048"
"Non-working","2009","Berlin","292","0.418341849497465","0.381720759461839","0.454962939533091"
"Non-working","2009","Brandenburg","401","0.495124199232711","0.46052147745032","0.529726921015102"
"Non-working","2009","Mecklenburg-Western Pomerania","225","0.49776961224372","0.452993537619594","0.542545686867846"
"Non-working","2009","Saxony","604","0.460057856082635","0.433761935057368","0.486353777107901"
"Non-working","2009","Saxony-Anhalt","361","0.513559869993081","0.478393505882448","0.548726234103714"
"Non-working","2009","Thuringia","406","0.474354920339325","0.440384020451523","0.508325820227127"
"Other","2009","Schleswig-Holstein","51","0.118022572780977","0.090424439146862","0.145620706415091"
"Other","2009","Hamburg","19","","",""
"Other","2009","Lower Saxony","116","0.0649258918178265","0.0530872083810461","0.076764575254607"
"Other","2009","Bremen","6","","",""
"Other","2009","North Rhine-Westphalia","317","0.0869154848177311","0.0778432001405616","0.0959877694949006"
"Other","2009","Hesse","124","0.107987520835463","0.0907198225886054","0.125255219082321"
"Other","2009","Rhineland-Palatinate,Saarland","92","0.105807810333429","0.0872117463180243","0.124403874348835"
"Other","2009","Baden-Württemberg","186","0.0905400815904346","0.0784106322867617","0.102669530894107"
"Other","2009","Bavaria","212","0.0755501021077362","0.0655239792661368","0.0855762249493357"
"Other","2009","Berlin","46","0.0794189684519235","0.0593453884160739","0.099492548487773"
"Other","2009","Brandenburg","47","0.075210590509898","0.0569581126649478","0.0934630683548481"
"Other","2009","Mecklenburg-Western Pomerania","30","0.0643461230462699","0.0423726281290638","0.086319617963476"
"Other","2009","Saxony","84","0.0639940572187077","0.0510813390129914","0.0769067754244241"
"Other","2009","Saxony-Anhalt","42","0.0793978704671002","0.0603758061770484","0.098419934757152"
"Other","2009","Thuringia","59","0.0570167037788797","0.0412419678444873","0.0727914397132721"
"Full-time","2010","Schleswig-Holstein","245","0.345036078793414","0.310991487432108","0.37908067015472"
"Full-time","2010","Hamburg","154","0.426692485237348","0.378040098308819","0.475344872165877"
"Full-time","2010","Lower Saxony","782","0.375099365826391","0.355058848208603","0.395139883444179"
"Full-time","2010","Bremen","55","0.274251553319347","0.207962613633203","0.340540493005491"
"Full-time","2010","North Rhine-Westphalia","1761","0.342963759473511","0.329917719914051","0.356009799032971"
"Full-time","2010","Hesse","644","0.371109131927716","0.348211609098325","0.394006654757107"
"Full-time","2010","Rhineland-Palatinate,Saarland","499","0.36862443246367","0.343012868019223","0.394235996908118"
"Full-time","2010","Baden-Württemberg","1169","0.411856192094929","0.394131849809783","0.429580534380076"
"Full-time","2010","Bavaria","1380","0.407380974569272","0.39146271014346","0.423299238995084"
"Full-time","2010","Berlin","345","0.393465508276028","0.362135844214303","0.424795172337752"
"Full-time","2010","Brandenburg","353","0.363663389948401","0.333468112145898","0.393858667750904"
"Full-time","2010","Mecklenburg-Western Pomerania","221","0.341608233487311","0.303786974445948","0.379429492528674"
"Full-time","2010","Saxony","673","0.389403611970551","0.366190127090026","0.412617096851076"
