"transab_cat2","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","1996","66 and older","(Married) couple without C. ","782","0.986104535488896","0.977967568772945","0.994241502204846"
"Very low transfer dependency","1996","66 and older","Single parent ","40","0.980090397635016","0.937844182517558","1.02233661275247"
"Very low transfer dependency","1996","66 and older","Couple + C. LE 16 ","1","","",""
"Very low transfer dependency","1996","66 and older","Couple + C. GT 16 ","100","0.968912964569643","0.935873941591739","1.00195198754755"
"Very low transfer dependency","1996","66 and older","Couple + C. LE and GT 16","","","",""
"Low transfer dependency","1996","16-34 y.","1-pers.-HH","21","","",""
"Low transfer dependency","1996","16-34 y.","(Married) couple without C. ","26","","",""
"Low transfer dependency","1996","16-34 y.","Single parent ","23","","",""
"Low transfer dependency","1996","16-34 y.","Couple + C. LE 16 ","132","0.0921143707042518","0.0772089852914726","0.107019756117031"
"Low transfer dependency","1996","16-34 y.","Couple + C. GT 16 ","71","0.0587267438436538","0.0432976122035875","0.07415587548372"
"Low transfer dependency","1996","16-34 y.","Couple + C. LE and GT 16","30","0.0572233470907411","0.0361799329449951","0.0782667612364872"
"Low transfer dependency","1996","35-65 y.","1-pers.-HH","14","","",""
"Low transfer dependency","1996","35-65 y.","(Married) couple without C. ","143","0.0635622793298322","0.0525310507991157","0.0745935078605486"
"Low transfer dependency","1996","35-65 y.","Single parent ","16","","",""
"Low transfer dependency","1996","35-65 y.","Couple + C. LE 16 ","85","0.0428414407342377","0.0326980192218397","0.0529848622466357"
"Low transfer dependency","1996","35-65 y.","Couple + C. GT 16 ","109","0.0683321097504506","0.0549025670303153","0.0817616524705858"
"Low transfer dependency","1996","35-65 y.","Couple + C. LE and GT 16","50","0.0664897930183927","0.0489946946732536","0.0839848913635317"
"Low transfer dependency","1996","66 and older","1-pers.-HH","8","","",""
"Low transfer dependency","1996","66 and older","(Married) couple without C. ","10","","",""
"Low transfer dependency","1996","66 and older","Single parent ","2","","",""
"Low transfer dependency","1996","66 and older","Couple + C. LE 16 ","","","",""
"Low transfer dependency","1996","66 and older","Couple + C. GT 16 ","5","","",""
"Low transfer dependency","1996","66 and older","Couple + C. LE and GT 16","","","",""
"High transfer dependency","1996","16-34 y.","1-pers.-HH","10","","",""
"High transfer dependency","1996","16-34 y.","(Married) couple without C. ","4","","",""
"High transfer dependency","1996","16-34 y.","Single parent ","24","","",""
"High transfer dependency","1996","16-34 y.","Couple + C. LE 16 ","42","0.0214006999286704","0.0139417037660514","0.0288596960912894"
"High transfer dependency","1996","16-34 y.","Couple + C. GT 16 ","16","","",""
"High transfer dependency","1996","16-34 y.","Couple + C. LE and GT 16","12","","",""
"High transfer dependency","1996","35-65 y.","1-pers.-HH","13","","",""
"High transfer dependency","1996","35-65 y.","(Married) couple without C. ","65","0.0309151972420651","0.023088985328228","0.0387414091559022"
"High transfer dependency","1996","35-65 y.","Single parent ","12","","",""
"High transfer dependency","1996","35-65 y.","Couple + C. LE 16 ","21","","",""
"High transfer dependency","1996","35-65 y.","Couple + C. GT 16 ","37","0.0218903641709357","0.0141021388383016","0.0296785895035698"
"High transfer dependency","1996","35-65 y.","Couple + C. LE and GT 16","21","","",""
"High transfer dependency","1996","66 and older","1-pers.-HH","3","","",""
"High transfer dependency","1996","66 and older","(Married) couple without C. ","","","",""
"High transfer dependency","1996","66 and older","Single parent ","","","",""
"High transfer dependency","1996","66 and older","Couple + C. LE 16 ","","","",""
"High transfer dependency","1996","66 and older","Couple + C. GT 16 ","","","",""
"High transfer dependency","1996","66 and older","Couple + C. LE and GT 16","","","",""
"Very high transfer dependency","1996","16-34 y.","1-pers.-HH","21","","",""
"Very high transfer dependency","1996","16-34 y.","(Married) couple without C. ","20","","",""
"Very high transfer dependency","1996","16-34 y.","Single parent ","34","0.112258943854623","0.0777247594592242","0.146793128250022"
"Very high transfer dependency","1996","16-34 y.","Couple + C. LE 16 ","34","0.019326493093358","0.0122306713984702","0.0264223147882459"
"Very high transfer dependency","1996","16-34 y.","Couple + C. GT 16 ","10","","",""
"Very high transfer dependency","1996","16-34 y.","Couple + C. LE and GT 16","11","","",""
"Very high transfer dependency","1996","35-65 y.","1-pers.-HH","41","0.0731201844861709","0.0507013225341325","0.0955390464382093"
"Very high transfer dependency","1996","35-65 y.","(Married) couple without C. ","67","0.0338479495782302","0.0256713331785194","0.0420245659779409"
"Very high transfer dependency","1996","35-65 y.","Single parent ","16","","",""
"Very high transfer dependency","1996","35-65 y.","Couple + C. LE 16 ","19","","",""
"Very high transfer dependency","1996","35-65 y.","Couple + C. GT 16 ","17","","",""
"Very high transfer dependency","1996","35-65 y.","Couple + C. LE and GT 16","16","","",""
"Very high transfer dependency","1996","66 and older","1-pers.-HH","3","","",""
"Very high transfer dependency","1996","66 and older","(Married) couple without C. ","3","","",""
"Very high transfer dependency","1996","66 and older","Single parent ","","","",""
"Very high transfer dependency","1996","66 and older","Couple + C. LE 16 ","","","",""
"Very high transfer dependency","1996","66 and older","Couple + C. GT 16 ","1","","",""
"Very high transfer dependency","1996","66 and older","Couple + C. LE and GT 16","","","",""
"Very low transfer dependency","1997","16-34 y.","1-pers.-HH","372","0.866704752345474","0.834616033516907","0.89879347117404"
"Very low transfer dependency","1997","16-34 y.","(Married) couple without C. ","776","0.932832210265169","0.915974884430063","0.949689536100275"
"Very low transfer dependency","1997","16-34 y.","Single parent ","200","0.695049571881207","0.641315957950608","0.748783185811805"
"Very low transfer dependency","1997","16-34 y.","Couple + C. LE 16 ","1110","0.797971506645715","0.776833380733976","0.819109632557455"
"Very low transfer dependency","1997","16-34 y.","Couple + C. GT 16 ","810","0.916039516948508","0.897971172124675","0.934107861772341"
"Very low transfer dependency","1997","16-34 y.","Couple + C. LE and GT 16","380","0.886673439811408","0.857054503636603","0.916292375986214"
"Very low transfer dependency","1997","35-65 y.","1-pers.-HH","425","0.859422224719584","0.828863760793726","0.889980688645442"
"Very low transfer dependency","1997","35-65 y.","(Married) couple without C. ","1612","0.864569884847297","0.849216060011529","0.879923709683065"
"Very low transfer dependency","1997","35-65 y.","Single parent ","243","0.792136824991824","0.74652261272904","0.837751037254608"
"Very low transfer dependency","1997","35-65 y.","Couple + C. LE 16 ","1260","0.90194297762044","0.886523812187643","0.917362143053237"
"Very low transfer dependency","1997","35-65 y.","Couple + C. GT 16 ","1200","0.902363498758563","0.886524089506802","0.918202908010323"
"Very low transfer dependency","1997","35-65 y.","Couple + C. LE and GT 16","658","0.88027015315211","0.8571741726137","0.90336613369052"
"Very low transfer dependency","1997","66 and older","1-pers.-HH","512","0.964177551407181","0.948340424497159","0.980014678317203"
"Very low transfer dependency","1997","66 and older","(Married) couple without C. ","826","0.983588970676211","0.97499718996746","0.992180751384961"
"Very low transfer dependency","1997","66 and older","Single parent ","38","1","1","1"
"Very low transfer dependency","1997","66 and older","Couple + C. LE 16 ","1","","",""
"Very low transfer dependency","1997","66 and older","Couple + C. GT 16 ","99","0.977950404135821","0.949452905775322","1.00644790249632"
"Very low transfer dependency","1997","66 and older","Couple + C. LE and GT 16","","","",""
"Low transfer dependency","1997","16-34 y.","1-pers.-HH","16","","",""
"Low transfer dependency","1997","16-34 y.","(Married) couple without C. ","40","0.0466541712971042","0.0324512768002381","0.0608570657939702"
"Low transfer dependency","1997","16-34 y.","Single parent ","29","","",""
"Low transfer dependency","1997","16-34 y.","Couple + C. LE 16 ","178","0.131090680579237","0.113322636923553","0.148858724234921"
"Low transfer dependency","1997","16-34 y.","Couple + C. GT 16 ","72","0.0582565355286228","0.0429962578619158","0.0735168131953298"
"Low transfer dependency","1997","16-34 y.","Couple + C. LE and GT 16","42","0.0756712860130429","0.0509597049698345","0.100382867056251"
"Low transfer dependency","1997","35-65 y.","1-pers.-HH","18","","",""
"Low transfer dependency","1997","35-65 y.","(Married) couple without C. ","171","0.0755912011565041","0.0637300575428784","0.0874523447701299"
"Low transfer dependency","1997","35-65 y.","Single parent ","28","","",""
"Low transfer dependency","1997","35-65 y.","Couple + C. LE 16 ","118","0.0675291443043986","0.0545186069676222","0.0805396816411749"
"Low transfer dependency","1997","35-65 y.","Couple + C. GT 16 ","101","0.0600129187798728","0.0473385764410186","0.072687261118727"
"Low transfer dependency","1997","35-65 y.","Couple + C. LE and GT 16","65","0.0752244342116167","0.0564604594018114","0.0939884090214221"
"Low transfer dependency","1997","66 and older","1-pers.-HH","9","","",""
"Low transfer dependency","1997","66 and older","(Married) couple without C. ","11","","",""
"Low transfer dependency","1997","66 and older","Single parent ","","","",""
"Low transfer dependency","1997","66 and older","Couple + C. LE 16 ","","","",""
"Low transfer dependency","1997","66 and older","Couple + C. GT 16 ","2","","",""
"Low transfer dependency","1997","66 and older","Couple + C. LE and GT 16","","","",""
"High transfer dependency","1997","16-34 y.","1-pers.-HH","17","","",""
"High transfer dependency","1997","16-34 y.","(Married) couple without C. ","17","","",""
"High transfer dependency","1997","16-34 y.","Single parent ","22","","",""
"High transfer dependency","1997","16-34 y.","Couple + C. LE 16 ","40","0.0311052984877013","0.0219658086780165","0.0402447882973861"
"High transfer dependency","1997","16-34 y.","Couple + C. GT 16 ","11","","",""
"High transfer dependency","1997","16-34 y.","Couple + C. LE and GT 16","12","","",""
"High transfer dependency","1997","35-65 y.","1-pers.-HH","9","","",""
"High transfer dependency","1997","35-65 y.","(Married) couple without C. ","68","0.0312234246730874","0.0234195373817315","0.0390273119644433"
"High transfer dependency","1997","35-65 y.","Single parent ","14","","",""
"High transfer dependency","1997","35-65 y.","Couple + C. LE 16 ","30","0.0157096047650383","0.00926232924825834","0.0221568802818182"
"High transfer dependency","1997","35-65 y.","Couple + C. GT 16 ","24","","",""
"High transfer dependency","1997","35-65 y.","Couple + C. LE and GT 16","20","","",""
"High transfer dependency","1997","66 and older","1-pers.-HH","6","","",""
"High transfer dependency","1997","66 and older","(Married) couple without C. ","1","","",""
"High transfer dependency","1997","66 and older","Single parent ","","","",""
"High transfer dependency","1997","66 and older","Couple + C. LE 16 ","","","",""
"High transfer dependency","1997","66 and older","Couple + C. GT 16 ","1","","",""
"High transfer dependency","1997","66 and older","Couple + C. LE and GT 16","","","",""
"Very high transfer dependency","1997","16-34 y.","1-pers.-HH","26","","",""
"Very high transfer dependency","1997","16-34 y.","(Married) couple without C. ","14","","",""
"Very high transfer dependency","1997","16-34 y.","Single parent ","31","0.138470690742602","0.098158398426917","0.178782983058288"
"Very high transfer dependency","1997","16-34 y.","Couple + C. LE 16 ","58","0.0398325142873462","0.0295367442483203","0.0501282843263721"
"Very high transfer dependency","1997","16-34 y.","Couple + C. GT 16 ","12","","",""
"Very high transfer dependency","1997","16-34 y.","Couple + C. LE and GT 16","6","","",""
"Very high transfer dependency","1997","35-65 y.","1-pers.-HH","45","0.0919290833508608","0.0665277657452578","0.117330400956464"
"Very high transfer dependency","1997","35-65 y.","(Married) couple without C. ","57","0.0286154893231111","0.0211345681041381","0.036096410542084"
"Very high transfer dependency","1997","35-65 y.","Single parent ","19","","",""
"Very high transfer dependency","1997","35-65 y.","Couple + C. LE 16 ","21","","",""
"Very high transfer dependency","1997","35-65 y.","Couple + C. GT 16 ","24","","",""
"Very high transfer dependency","1997","35-65 y.","Couple + C. LE and GT 16","16","","",""
